TIMESTAMP,TA_F_MDS,TA_F_MDS_QC,TA_F_MDS_NIGHT,TA_F_MDS_NIGHT_SD,TA_F_MDS_NIGHT_QC,TA_F_MDS_DAY,TA_F_MDS_DAY_SD,TA_F_MDS_DAY_QC,TA_ERA,TA_ERA_NIGHT,TA_ERA_NIGHT_SD,TA_ERA_DAY,TA_ERA_DAY_SD,TA_F,TA_F_QC,TA_F_NIGHT,TA_F_NIGHT_SD,TA_F_NIGHT_QC,TA_F_DAY,TA_F_DAY_SD,TA_F_DAY_QC,SW_IN_POT,SW_IN_F_MDS,SW_IN_F_MDS_QC,SW_IN_ERA,SW_IN_F,SW_IN_F_QC,LW_IN_F_MDS,LW_IN_F_MDS_QC,LW_IN_ERA,LW_IN_F,LW_IN_F_QC,LW_IN_JSB,LW_IN_JSB_QC,LW_IN_JSB_ERA,LW_IN_JSB_F,LW_IN_JSB_F_QC,VPD_F_MDS,VPD_F_MDS_QC,VPD_ERA,VPD_F,VPD_F_QC,PA_ERA,PA_F,PA_F_QC,P_ERA,P_F,P_F_QC,WS_ERA,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_1_QC,SWC_F_MDS_1,SWC_F_MDS_1_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,EBC_CF_N,EBC_CF_METHOD,NIGHT_D,DAY_D,NIGHT_RANDUNC_N,DAY_RANDUNC_N,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_REF_JOINTUNC,NEE_VUT_USTAR50,NEE_VUT_USTAR50_QC,NEE_VUT_USTAR50_RANDUNC,NEE_VUT_USTAR50_JOINTUNC,NEE_VUT_MEAN,NEE_VUT_MEAN_QC,NEE_VUT_SE,NEE_VUT_05,NEE_VUT_16,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_84,NEE_VUT_95,NEE_VUT_05_QC,NEE_VUT_16_QC,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,NEE_VUT_84_QC,NEE_VUT_95_QC,NEE_VUT_REF_NIGHT,NEE_VUT_REF_NIGHT_SD,NEE_VUT_REF_NIGHT_QC,NEE_VUT_REF_NIGHT_RANDUNC,NEE_VUT_REF_NIGHT_JOINTUNC,NEE_VUT_REF_DAY,NEE_VUT_REF_DAY_SD,NEE_VUT_REF_DAY_QC,NEE_VUT_REF_DAY_RANDUNC,NEE_VUT_REF_DAY_JOINTUNC,NEE_VUT_USTAR50_NIGHT,NEE_VUT_USTAR50_NIGHT_SD,NEE_VUT_USTAR50_NIGHT_QC,NEE_VUT_USTAR50_NIGHT_RANDUNC,NEE_VUT_USTAR50_NIGHT_JOINTUNC,NEE_VUT_USTAR50_DAY,NEE_VUT_USTAR50_DAY_SD,NEE_VUT_USTAR50_DAY_QC,NEE_VUT_USTAR50_DAY_RANDUNC,NEE_VUT_USTAR50_DAY_JOINTUNC,NEE_VUT_05_NIGHT,NEE_VUT_16_NIGHT,NEE_VUT_25_NIGHT,NEE_VUT_50_NIGHT,NEE_VUT_75_NIGHT,NEE_VUT_84_NIGHT,NEE_VUT_95_NIGHT,NEE_VUT_05_NIGHT_QC,NEE_VUT_16_NIGHT_QC,NEE_VUT_25_NIGHT_QC,NEE_VUT_50_NIGHT_QC,NEE_VUT_75_NIGHT_QC,NEE_VUT_84_NIGHT_QC,NEE_VUT_95_NIGHT_QC,NEE_VUT_05_DAY,NEE_VUT_16_DAY,NEE_VUT_25_DAY,NEE_VUT_50_DAY,NEE_VUT_75_DAY,NEE_VUT_84_DAY,NEE_VUT_95_DAY,NEE_VUT_05_DAY_QC,NEE_VUT_16_DAY_QC,NEE_VUT_25_DAY_QC,NEE_VUT_50_DAY_QC,NEE_VUT_75_DAY_QC,NEE_VUT_84_DAY_QC,NEE_VUT_95_DAY_QC,RECO_NT_VUT_REF,RECO_NT_VUT_USTAR50,RECO_NT_VUT_MEAN,RECO_NT_VUT_SE,RECO_NT_VUT_05,RECO_NT_VUT_16,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,RECO_NT_VUT_84,RECO_NT_VUT_95,GPP_NT_VUT_REF,GPP_NT_VUT_USTAR50,GPP_NT_VUT_MEAN,GPP_NT_VUT_SE,GPP_NT_VUT_05,GPP_NT_VUT_16,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,GPP_NT_VUT_84,GPP_NT_VUT_95,RECO_DT_VUT_REF,RECO_DT_VUT_USTAR50,RECO_DT_VUT_MEAN,RECO_DT_VUT_SE,RECO_DT_VUT_05,RECO_DT_VUT_16,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,RECO_DT_VUT_84,RECO_DT_VUT_95,GPP_DT_VUT_REF,GPP_DT_VUT_USTAR50,GPP_DT_VUT_MEAN,GPP_DT_VUT_SE,GPP_DT_VUT_05,GPP_DT_VUT_16,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,GPP_DT_VUT_84,GPP_DT_VUT_95,RECO_SR,RECO_SR_N
200501,-7.172,1,-8.851,3.249,1,-5.189,3.822,1,-6.804,-9.107,2.563,-4.083,3.728,-7.172,1,-8.851,3.249,1,-5.189,3.822,1,245.491,160.644,1,167.318,160.644,1,186.418,1,176.681,186.418,1,178.366,1,183.839,178.366,1,2.512,1,3.547,2.512,1,59.714,59.714,0,0.103,0.003,1,3.548,3.248,0.998656,-9999,-9999,4.424316941,0.997311828,-9999,-9999,-4.644,1,5.7,1,0,1,6.79722,0.688844,6.79722,0.102906,22.9925,0.700269,22.9925,0.483298,-9999,-9999,26,22,26,22,0.134223,0.579301,0.00439091,0.00756238,0.139386,0.579301,0.00443832,0.00759,0.130576,0.578663,0.000886314,0.120994,0.12405,0.124963,0.131984,0.134006,0.136364,0.138942,0.579973,0.574597,0.559812,0.582661,0.584677,0.579973,0.579973,0.167119,0.0454029,0.710918,0.00565402,0.0147161,0.0847006,0.204659,0.423754,0.00637013,0.00886784,0.175673,0.0496341,0.710918,0.00572671,0.0147442,0.0854454,0.205189,0.423754,0.00642443,0.00890693,0.144336,0.146442,0.147616,0.167119,0.173085,0.173615,0.174879,0.703474,0.707196,0.707196,0.710918,0.718362,0.723325,0.712159,0.0764039,0.0766974,0.0777537,0.0843258,0.0854509,0.089036,0.0894677,0.426686,0.428152,0.426686,0.423754,0.423754,0.417889,0.417889,0.189372,0.190402,0.166942,0.00405492,0.130446,0.133308,0.135989,0.173364,0.189197,0.189392,0.190402,0.0510163,0.0510163,0.036366,0.00327159,0.00847657,0.00908559,0.010664,0.0409307,0.0551905,0.0561435,0.0577366,0.604417,0.667502,0.688045,0.0128178,0.604044,0.604417,0.666101,0.667575,0.675217,0.675861,0.890432,0.288398,0.325442,0.339259,0.00798392,0.288177,0.288398,0.32544,0.325442,0.331175,0.331175,0.466199,-9999,-9999
200502,-4.062,1,-5.92,2.934,1,-2.036,3.537,1,-5.16,-7.398,2.417,-2.713,3.46,-4.062,1,-5.92,2.934,1,-2.036,3.537,1,299.77,167.634,1,206.472,167.634,1,194.778,1,185.451,194.778,1,189.834,1,192.76,189.834,1,3.653,1,3.895,3.653,1,59.731,59.731,0,0.215,0,1,4.002,4.222,0.998512,0.24187169,0.959077381,14.94557214,0.999255952,-9999,-9999,-2.212,1,6.9,1,0,1,7.13912,1,7.13912,0.164931,26.9798,0.999256,26.9798,0.624481,-9999,-9999,25.1071,22.8929,25.1071,22.8929,0.135324,0.970238,0.00502438,0.00516731,0.136048,0.970238,0.00501319,0.00515642,0.13439,0.968806,0.000226271,0.131689,0.133269,0.133496,0.134296,0.135338,0.135683,0.136314,0.967262,0.969494,0.967262,0.970238,0.970238,0.970238,0.970238,0.210687,0.103898,1,0.00598323,0.00637124,0.0435572,0.195885,0.936053,0.00774592,0.00774887,0.211793,0.104596,1,0.00596366,0.00635286,0.0438182,0.195959,0.936053,0.00773445,0.00773741,0.20458,0.207042,0.207597,0.208955,0.210737,0.211421,0.212437,0.994286,0.998571,0.994286,1,1,1,1,0.0419676,0.0432276,0.0432902,0.0434631,0.0436171,0.0436557,0.0438182,0.932806,0.936053,0.936053,0.936053,0.936053,0.936053,0.936053,0.213971,0.212846,0.212202,0.000304492,0.208718,0.210114,0.210464,0.21228,0.213654,0.213971,0.214123,0.0767988,0.0767988,0.0777674,0.000268152,0.0739324,0.0763109,0.0766215,0.0776564,0.0785733,0.0795239,0.0799474,0.0519401,0.0492684,0.100046,0.0192433,0.0484509,0.0491255,0.0492684,0.0510803,0.0524752,0.0524753,0.412884,0.0577772,0.056148,0.0860889,0.0114649,0.054956,0.0558547,0.056148,0.0571521,0.0581425,0.0581425,0.273607,-9999,-9999
200503,-0.555,1,-3.058,2.806,1,1.82,3.73,1,-0.252,-2.411,1.695,1.79,3.191,-0.555,1,-3.058,2.806,1,1.82,3.73,1,368.21,229.878,1,251.325,229.878,1,210.357,1,211.274,210.357,1,212.085,1,219.027,212.085,1,4.301,1,5.061,4.301,1,60.02,60.02,0,0.479,0.084,1,3.117,3.371,0.99328,0.189406746,0.99327957,50.02654757,0.998655914,-9999,-9999,2.533,1,8.6,1,0,1,11.8929,1,11.8929,0.309125,49.7671,1,49.7671,0.66197,-9999,-9999,23.2903,24.7097,23.2903,24.7097,-0.00576329,0.967742,0.00632135,0.00641933,-0.00558009,0.967742,0.00632521,0.00642313,-0.00347266,0.970296,0.000269905,-0.00576329,-0.00482336,-0.00433101,-0.00351003,-0.00284277,-0.00258879,-0.00203005,0.967742,0.967742,0.967742,0.968414,0.971102,0.971102,0.975134,0.175182,0.0914192,0.981863,0.00692977,0.00760684,-0.175434,0.375017,0.954479,0.00986717,0.0100579,0.175534,0.0915097,0.981863,0.00693877,0.00761503,-0.175428,0.375017,0.954479,0.00987022,0.0100609,0.174203,0.174849,0.175553,0.178015,0.180316,0.181123,0.181509,0.981863,0.981863,0.985895,0.981863,0.989927,0.984551,0.984551,-0.176236,-0.1757,-0.175621,-0.175434,-0.172456,-0.1718,-0.171522,0.959855,0.961146,0.961146,0.954479,0.955823,0.953085,0.955823,0.18727,0.185254,0.18786,0.000215457,0.184801,0.186531,0.187113,0.18803,0.188498,0.188712,0.189529,0.190834,0.190834,0.191328,0.0002362,0.18985,0.190369,0.190834,0.191606,0.192144,0.192392,0.192745,0.212151,0.217351,0.216944,0.00157285,0.208248,0.209887,0.211061,0.212233,0.217502,0.226427,0.241871,0.195422,0.195632,0.198113,0.00132358,0.191899,0.191917,0.192915,0.195495,0.195785,0.209425,0.217712,-9999,-9999
200504,2.482,1,0.036,2.521,1,4.487,3.487,1,1.818,-0.44,1.794,3.677,3.327,2.482,1,0.036,2.521,1,4.487,3.487,1,428.474,248.265,1,292.068,248.265,1,229.191,0.999306,221.534,229.225,0.999306,230.189,1,229.464,230.189,1,5.199,1,5.026,5.199,1,60.19,60.19,0,0.736,0.24,1,2.939,3.931,0.999306,0.224900577,0.99375,66.42919449,0.997916667,-9999,-9999,7.123,1,8.9,1,0,1,20.7097,0.997917,20.7097,0.415022,58.1121,0.999306,58.1121,0.770091,-9999,-9999,21.6,26.4,21.6,26.4,-0.0404439,0.990972,0.00871328,0.0089135,-0.0396896,0.990972,0.0087161,0.00891626,-0.0401495,0.991302,0.000370178,-0.0431604,-0.0416886,-0.0412681,-0.0408582,-0.0386685,-0.0379314,-0.0357811,0.970139,0.990972,0.990972,0.990972,0.995833,0.995139,0.984722,0.267089,0.124168,0.987879,0.00926634,0.00980925,-0.288274,0.458734,0.99359,0.0132508,0.0135811,0.26867,0.125747,0.987879,0.00927843,0.00982068,-0.28827,0.458737,0.99359,0.0132508,0.0135811,0.252596,0.262234,0.263982,0.26567,0.268145,0.26867,0.27226,0.978788,0.987879,0.99697,0.99697,0.987879,0.987879,0.987879,-0.291446,-0.289672,-0.288859,-0.287209,-0.284328,-0.283718,-0.283314,0.99359,0.977493,0.981197,0.99359,0.982431,0.992308,0.99359,0.295577,0.295435,0.295456,0.000517287,0.290639,0.292257,0.292867,0.295005,0.297244,0.298031,0.302035,0.335125,0.335125,0.335602,0.00029749,0.333242,0.333597,0.333807,0.335294,0.336513,0.337616,0.338362,0.224379,0.237664,0.234115,0.000839742,0.223951,0.227044,0.23229,0.234156,0.236835,0.239355,0.240353,0.278503,0.282282,0.27991,0.000902013,0.272094,0.275031,0.275843,0.277613,0.282282,0.286456,0.292039,-9999,-9999
200505,4.638,1,2.139,2.168,1,6.42,3.166,1,4.305,2.054,2.024,5.908,3.355,4.638,1,2.139,2.168,1,6.42,3.166,1,465.719,261.014,1,300.116,261.014,1,255.208,1,249.748,255.208,1,266.806,1,258.164,266.806,1,4.489,1,4.373,4.489,1,60.156,60.156,0,1.382,0.658,1,2.439,2.993,0.99664,0.191379934,0.987903226,93.68702991,1,-9999,-9999,10.383,1,9.8,1,0,1,36.1074,0.999328,36.1074,0.582862,53.6073,0.999328,53.6073,0.619121,-9999,-9999,20,28,20,28,0.139242,0.99664,0.00932273,0.0144333,0.139242,0.99664,0.00932273,0.0144333,0.137148,0.995279,0.00180734,0.12324,0.125529,0.12649,0.136367,0.146708,0.147566,0.153446,0.997984,0.997984,0.997984,0.995968,0.99328,0.99328,0.989919,0.366846,0.191833,1,0.0133518,0.0140776,-0.0310672,0.515319,0.994279,0.0120926,0.0226238,0.366846,0.191833,1,0.0133518,0.0140776,-0.0310672,0.515319,0.994279,0.0120926,0.0226238,0.354557,0.355602,0.356965,0.360145,0.363084,0.364526,0.366846,1,1,1,1,1,1,1,-0.0532711,-0.0500411,-0.0453272,-0.0311394,-0.0152393,-0.0117994,-0.00580997,0.996544,0.996544,0.996544,0.993167,0.988559,0.986255,0.985102,0.425117,0.431117,0.42675,0.000738519,0.4204,0.421898,0.423209,0.425241,0.428994,0.432706,0.434525,0.291875,0.291875,0.289557,0.00232867,0.260643,0.274438,0.275891,0.291274,0.297776,0.307446,0.311191,0.454408,0.464372,0.499011,0.0128363,0.427286,0.440289,0.44663,0.455672,0.558689,0.598306,0.643646,0.246039,0.248261,0.265684,0.00607764,0.2222,0.232673,0.241325,0.248268,0.302744,0.311582,0.323359,-9999,-9999
200506,9.757,1,7.572,2.13,1,11.211,3.475,1,9.779,7.973,1.682,10.98,2.843,9.757,1,7.572,2.13,1,11.211,3.475,1,479.402,277.638,1,240.024,277.638,1,289.972,1,293.722,289.972,1,301.669,1,302.895,301.669,1,5.241,1,3.954,5.241,1,60.28,60.28,0,3.489,3.023,1,2.2,2.798,0.998611,0.185865609,0.992361111,129.2177861,1,-9999,-9999,14.999,1,12.5,1,0,1,84.882,0.998611,84.882,1.08524,35.7539,0.998611,35.7539,0.438401,-9999,-9999,19.1333,28.8667,19.1333,28.8667,-0.262096,0.977778,0.0156503,0.0165171,-0.262096,0.977778,0.0156503,0.0165171,-0.262654,0.980694,0.00109776,-0.27404,-0.269087,-0.265548,-0.262946,-0.259232,-0.258526,-0.248803,0.984028,0.984722,0.976389,0.985417,0.984722,0.975694,0.986806,0.732959,0.346796,1,0.0235303,0.0339144,-0.909627,1.0233,0.963177,0.0196376,0.0241041,0.732959,0.346796,1,0.0235303,0.0339144,-0.909627,1.0233,0.963177,0.0196376,0.0241041,0.671552,0.700697,0.711596,0.727705,0.746638,0.749544,0.766342,1,1,1,1,1,1,1,-0.923077,-0.920503,-0.915864,-0.909627,-0.894079,-0.892548,-0.884831,0.974713,0.975862,0.974713,0.963177,0.962028,0.963177,0.953982,0.952589,0.954637,0.952418,0.00210041,0.914633,0.948665,0.952589,0.954847,0.957933,0.95911,0.96523,1.21673,1.21673,1.2151,0.00167626,1.18658,1.20788,1.21183,1.21691,1.22077,1.22153,1.22599,0.724775,0.65394,0.668154,0.00428874,0.623623,0.643825,0.65394,0.661784,0.683588,0.690645,0.7216,0.809647,0.829615,0.821847,0.00628478,0.757224,0.765191,0.813164,0.822772,0.829659,0.854152,0.890759,-9999,-9999
200507,11.645,1,9.47,1.912,1,13.199,3.187,1,11.544,10.017,1.437,12.634,2.48,11.645,1,9.47,1.912,1,13.199,3.187,1,471.691,249.377,1,217.988,249.377,1,306.016,1,305.339,306.016,1,325.926,1,314.712,325.926,1,5.671,1,4.209,5.671,1,60.44,60.44,0,2.27,3.045,1,1.934,2.768,0.998656,0.188880653,0.99327957,114.7528938,1,-9999,-9999,16.689,1,11.5,1,0,1,75.0743,1,75.0743,0.968491,29.9708,1,29.9708,0.471446,-9999,-9999,20,28,20,28,-0.758878,0.998656,0.0198742,0.0303509,-0.7586,0.998656,0.0198646,0.0303446,-0.761296,0.998068,0.00304183,-0.792422,-0.784531,-0.780756,-0.759414,-0.747362,-0.738653,-0.736033,0.993952,0.997984,0.997984,0.998656,0.998656,0.999328,0.999328,0.80081,0.349916,1,0.0249088,0.0735401,-1.82565,1.47599,0.997696,0.0275926,0.0296619,0.8047,0.3479,1,0.024902,0.0735379,-1.82797,1.47348,0.997696,0.0275768,0.0296472,0.681642,0.706781,0.730349,0.80081,0.823825,0.845168,0.856274,1,1,1,1,1,1,1,-1.83061,-1.82782,-1.82418,-1.82312,-1.81245,-1.80605,-1.7977,0.997696,0.997696,0.998848,0.997696,0.996544,0.996544,0.989631,1.00522,1.00139,0.98793,0.0057813,0.933746,0.939762,0.944238,0.999268,1.00869,1.02903,1.0332,1.75999,1.75999,1.74923,0.00292594,1.72118,1.72422,1.72931,1.75493,1.76281,1.76792,1.7721,1.09058,1.14365,1.08699,0.0197624,0.824819,0.936274,1.06716,1.1066,1.135,1.15581,1.27473,1.70688,1.81109,1.73275,0.0143399,1.52275,1.62436,1.72236,1.74781,1.76701,1.81109,1.84757,-9999,-9999
200508,10.653,1,8.927,1.568,1,11.972,2.71,1,11.791,10.592,1.069,12.709,2.079,10.653,1,8.927,1.568,1,11.972,2.71,1,442.079,220.226,1,183.076,220.226,1,322.584,0.989247,316.649,322.891,0.989247,329.699,1,326.217,329.699,1,3.515,1,3.356,3.515,1,60.421,60.421,0,3.453,6.484,1,1.901,2.17,0.853495,0.174343197,0.989919355,113.0727129,0.998655914,-9999,-9999,14.422,1,21.7,1,0,1,94.9478,0.999328,94.9478,0.947732,15.9853,0.999328,15.9853,0.221371,-9999,-9999,20.7419,27.2581,20.7419,27.2581,-1.12342,0.997984,0.0249789,0.0263365,-1.12086,0.997984,0.0249536,0.0263125,-1.11694,0.997497,0.00182303,-1.13095,-1.12833,-1.12486,-1.11893,-1.11312,-1.11164,-1.105,0.997984,0.997984,0.998656,0.997984,0.997984,0.997984,0.997984,1.03749,0.416991,1,0.0335153,0.0466851,-2.70216,2.33038,0.996278,0.0338567,0.0362613,1.04276,0.420658,1,0.0334625,0.0466472,-2.70168,2.33108,0.996278,0.0338331,0.0362393,0.993247,1.00477,1.01383,1.03982,1.06639,1.06977,1.07616,1,1,1,1,1,1,1,-2.71402,-2.71205,-2.70897,-2.70184,-2.69284,-2.68608,-2.66615,0.996278,0.996278,0.996278,0.996278,0.996278,0.996278,0.990252,1.31142,1.30377,1.31421,0.00250185,1.29412,1.29877,1.30198,1.31232,1.32284,1.33371,1.33509,2.42462,2.42462,2.4311,0.00297783,2.39721,2.41147,2.41801,2.42702,2.44512,2.45349,2.46019,2.04987,1.8021,2.08051,0.0761979,1.71909,1.76276,1.79347,1.80672,2.1077,2.93318,3.12493,2.79896,2.71938,2.81418,0.0246753,2.68234,2.70255,2.71889,2.74297,2.82337,3.05514,3.1333,-9999,-9999
200509,8.805,1,6.455,2.029,1,10.89,3.217,1,8.708,7.038,1.456,10.188,2.742,8.805,1,6.455,2.029,1,10.89,3.217,1,391.122,240.645,1,209.808,240.645,1,280.08,1,279.137,280.08,1,300.106,1,288.06,300.106,1,4.395,1,4.312,4.395,1,60.665,60.665,0,1.261,1.553,1,2.142,2.153,0.999306,0.153228658,0.997222222,110.4609431,1,-9999,-9999,12.818,1,18.9,1,0,1,86.8614,1,86.8614,0.803183,21.1007,0.999306,21.1007,0.286065,-9999,-9999,22.5667,25.4333,22.5667,25.4333,-0.685587,0.988889,0.0208449,0.0362858,-0.686108,0.989583,0.0208234,0.0362734,-0.700847,0.989236,0.00419665,-0.735651,-0.73343,-0.728813,-0.690145,-0.676276,-0.674028,-0.669861,0.9875,0.982639,0.982639,0.997222,0.996528,0.991667,0.991667,1.13647,0.419889,1,0.0276058,0.0686613,-2.2461,1.88565,0.978923,0.0289347,0.0304592,1.13515,0.421787,1,0.0275756,0.0686491,-2.24597,1.88551,0.980256,0.028906,0.0304319,0.976742,1.03428,1.04582,1.13515,1.15817,1.16001,1.16462,1,1,1,1,1,1,1,-2.27022,-2.25651,-2.25317,-2.24582,-2.24116,-2.23748,-2.22384,0.997333,0.993385,0.993385,0.967179,0.984103,0.980256,0.964564,1.39825,1.41687,1.38812,0.00434938,1.32577,1.35062,1.37664,1.39556,1.40693,1.40853,1.41529,2.10298,2.10298,2.08904,0.00273717,2.06958,2.07641,2.08218,2.08768,2.10012,2.10298,2.11093,1.78169,1.45803,1.73983,0.052794,1.17318,1.43093,1.46966,1.71135,1.86923,1.91293,2.42179,2.02586,2.09754,2.11755,0.0301382,1.90187,1.92519,1.92732,2.08561,2.19933,2.25994,2.5147,-9999,-9999
200510,2.874,1,0.49,2.13,1,5.348,3.302,1,2.187,0.742,1.454,3.69,2.505,2.874,1,0.49,2.13,1,5.348,3.302,1,324.686,212.894,1,199.237,212.894,1,232.844,1,243.058,232.844,1,247.826,1,251.359,247.826,1,3.832,1,3.216,3.832,1,60.49,60.49,0,1.392,0.865,1,2.359,2.251,0.999328,0.149142324,0.813844086,55.46499059,1,-9999,-9999,6.826,1,13.6,1,0,1,38.401,0.99664,38.401,0.525564,26.8231,0.988575,26.8231,0.413559,-9999,-9999,24.3871,23.6129,24.3871,23.6129,-0.0578871,0.968414,0.0131468,0.0163682,-0.0570374,0.969086,0.013149,0.0163699,-0.0581688,0.969456,0.00144917,-0.0746195,-0.0678853,-0.0661669,-0.0573136,-0.0518486,-0.0483837,-0.0457974,0.960349,0.967742,0.966398,0.969086,0.978495,0.971774,0.971102,0.485454,0.196292,0.988387,0.0161981,0.0295923,-0.592212,0.734303,0.947747,0.0195796,0.0223532,0.485549,0.19607,0.988387,0.0162025,0.0295947,-0.590607,0.733806,0.949149,0.0195812,0.0223546,0.418579,0.452884,0.453579,0.485233,0.500587,0.502415,0.505176,0.983226,0.988387,0.987097,0.988387,1,0.992258,0.992258,-0.602858,-0.595268,-0.592244,-0.589293,-0.576559,-0.573699,-0.557938,0.960086,0.953361,0.950669,0.949324,0.947917,0.945171,0.936809,0.556884,0.554522,0.544415,0.00251095,0.504342,0.531039,0.534665,0.550651,0.557184,0.559809,0.561381,0.611435,0.61156,0.602579,0.0015143,0.57936,0.596108,0.598011,0.605612,0.608092,0.610783,0.61205,0.636988,0.658608,0.630176,0.00610377,0.533455,0.591942,0.601975,0.636988,0.656765,0.663007,0.674312,0.628527,0.63707,0.628817,0.00303512,0.595794,0.604126,0.611332,0.631197,0.639276,0.648104,0.652162,-9999,-9999
200511,-2.507,1,-5.382,3.318,1,0.964,4.678,1,-3.125,-5.291,2.197,-0.491,3.739,-2.507,1,-5.382,3.318,1,0.964,4.678,1,261.675,202.287,1,185.082,202.287,1,166.242,1,180.318,166.242,1,189.402,1,187.539,189.402,1,3.886,1,4.588,3.886,1,60.164,60.164,0,0.006,0.003,1,2.94,2.399,1,0.165983296,1,14.03892057,0.999305556,-9999,-9999,0.16,1,11.1,1,0,1,14.9533,1,14.9533,0.315891,30.1656,1,30.1656,0.468328,-9999,-9999,26.1667,21.8333,26.1667,21.8333,0.177578,0.976389,0.00803496,0.00931267,0.178501,0.976389,0.00803682,0.00931428,0.176178,0.975885,0.000875043,0.166084,0.170432,0.172214,0.176245,0.178999,0.179848,0.185193,0.980556,0.976389,0.980556,0.976389,0.975,0.975,0.975,0.286987,0.138495,0.994872,0.00961828,0.016912,0.0317678,0.332578,0.95479,0.0125255,0.0167894,0.287591,0.137844,0.994872,0.00962095,0.0169135,0.0329498,0.331394,0.95479,0.0125279,0.0167912,0.25119,0.26054,0.261388,0.28101,0.286987,0.288361,0.290692,0.988462,0.988462,0.985945,0.998718,0.994872,0.994872,0.998718,0.0282967,0.0295781,0.0297869,0.0349971,0.050418,0.0519384,0.0653839,0.94728,0.94728,0.94728,0.953275,0.971193,0.971193,0.962432,0.311563,0.311884,0.309073,0.001642,0.292524,0.298055,0.300501,0.311532,0.315709,0.322191,0.325531,0.133384,0.133384,0.13292,0.00162519,0.117116,0.122108,0.123897,0.13252,0.140442,0.143341,0.147078,0.248445,0.292376,0.261434,0.00229597,0.242107,0.246264,0.248445,0.261857,0.265604,0.271281,0.292153,0.0904148,0.112059,0.0906205,0.00171977,0.0732839,0.0763716,0.0813453,0.0931784,0.0943892,0.0949526,0.112001,-9999,-9999
200512,-6.148,1,-9.071,3.954,1,-2.391,5.629,1,-5.783,-8.446,2.7,-2.358,4.369,-6.148,1,-9.071,3.954,1,-2.391,5.629,1,229.424,177.154,1,158.796,177.154,1,152.232,1,159.135,152.232,1,163.767,1,165.991,163.767,1,3.432,1,4.323,3.432,1,60.042,60.042,0,0.015,0,0.999328,2.953,2.61,0.999328,0.174539986,0.995295699,-5.861743837,0.999327957,-9999,-9999,-3.143,1,6.5,1,0,1,4.49746,1,4.49746,0.0606211,26.4623,1,26.4623,0.47276,-9999,-9999,27,21,27,21,0.150113,0.988575,0.00686007,0.00876313,0.152681,0.988575,0.00690177,0.00879581,0.144222,0.983317,0.000846016,0.135531,0.138566,0.141153,0.142968,0.147436,0.149471,0.152521,0.985215,0.960349,0.964382,0.989247,0.987231,0.985887,0.988575,0.236136,0.106861,0.998805,0.00783859,0.0133797,0.0270394,0.276571,0.975422,0.0112582,0.0135487,0.240394,0.111975,0.998805,0.00791053,0.013422,0.0272201,0.276793,0.975422,0.0112986,0.0135823,0.209263,0.215157,0.21739,0.231569,0.23536,0.236844,0.240041,0.956989,0.996416,0.964158,0.998805,1,0.998805,0.998805,0.0140593,0.0140704,0.0142763,0.0269807,0.0280962,0.0291464,0.0361559,0.975422,0.975422,0.975422,0.97235,0.967742,0.97235,0.96467,0.269582,0.271639,0.26499,0.00112381,0.253105,0.255852,0.256794,0.266922,0.27034,0.271639,0.273604,0.118958,0.118958,0.120769,0.00113423,0.103128,0.11566,0.117527,0.119501,0.126997,0.127484,0.131072,0.270111,0.288882,0.272462,0.00465696,0.198619,0.224273,0.270111,0.286783,0.288973,0.29127,0.293662,0.118491,0.148833,0.130096,0.00451757,0.0693772,0.0715258,0.11891,0.148778,0.150832,0.151046,0.151269,-9999,-9999
