TIMESTAMP,TA_F_MDS,TA_F_MDS_QC,TA_F_MDS_NIGHT,TA_F_MDS_NIGHT_SD,TA_F_MDS_NIGHT_QC,TA_F_MDS_DAY,TA_F_MDS_DAY_SD,TA_F_MDS_DAY_QC,TA_ERA,TA_ERA_NIGHT,TA_ERA_NIGHT_SD,TA_ERA_DAY,TA_ERA_DAY_SD,TA_F,TA_F_QC,TA_F_NIGHT,TA_F_NIGHT_SD,TA_F_NIGHT_QC,TA_F_DAY,TA_F_DAY_SD,TA_F_DAY_QC,SW_IN_POT,SW_IN_F_MDS,SW_IN_F_MDS_QC,SW_IN_ERA,SW_IN_F,SW_IN_F_QC,LW_IN_F_MDS,LW_IN_F_MDS_QC,LW_IN_ERA,LW_IN_F,LW_IN_F_QC,LW_IN_JSB,LW_IN_JSB_QC,LW_IN_JSB_ERA,LW_IN_JSB_F,LW_IN_JSB_F_QC,VPD_F_MDS,VPD_F_MDS_QC,VPD_ERA,VPD_F,VPD_F_QC,PA_ERA,PA_F,PA_F_QC,P_ERA,P_F,P_F_QC,WS_ERA,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_1_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_CORR_25,LE_CORR_75,LE_RANDUNC,LE_CORR_JOINTUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_CORR_25,H_CORR_75,H_RANDUNC,H_CORR_JOINTUNC,EBC_CF_N,EBC_CF_METHOD,NIGHT_D,DAY_D,NIGHT_RANDUNC_N,DAY_RANDUNC_N,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_REF_JOINTUNC,NEE_VUT_USTAR50,NEE_VUT_USTAR50_QC,NEE_VUT_USTAR50_RANDUNC,NEE_VUT_USTAR50_JOINTUNC,NEE_VUT_MEAN,NEE_VUT_MEAN_QC,NEE_VUT_SE,NEE_VUT_05,NEE_VUT_16,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_84,NEE_VUT_95,NEE_VUT_05_QC,NEE_VUT_16_QC,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,NEE_VUT_84_QC,NEE_VUT_95_QC,NEE_VUT_REF_NIGHT,NEE_VUT_REF_NIGHT_SD,NEE_VUT_REF_NIGHT_QC,NEE_VUT_REF_NIGHT_RANDUNC,NEE_VUT_REF_NIGHT_JOINTUNC,NEE_VUT_REF_DAY,NEE_VUT_REF_DAY_SD,NEE_VUT_REF_DAY_QC,NEE_VUT_REF_DAY_RANDUNC,NEE_VUT_REF_DAY_JOINTUNC,NEE_VUT_USTAR50_NIGHT,NEE_VUT_USTAR50_NIGHT_SD,NEE_VUT_USTAR50_NIGHT_QC,NEE_VUT_USTAR50_NIGHT_RANDUNC,NEE_VUT_USTAR50_NIGHT_JOINTUNC,NEE_VUT_USTAR50_DAY,NEE_VUT_USTAR50_DAY_SD,NEE_VUT_USTAR50_DAY_QC,NEE_VUT_USTAR50_DAY_RANDUNC,NEE_VUT_USTAR50_DAY_JOINTUNC,NEE_VUT_05_NIGHT,NEE_VUT_16_NIGHT,NEE_VUT_25_NIGHT,NEE_VUT_50_NIGHT,NEE_VUT_75_NIGHT,NEE_VUT_84_NIGHT,NEE_VUT_95_NIGHT,NEE_VUT_05_NIGHT_QC,NEE_VUT_16_NIGHT_QC,NEE_VUT_25_NIGHT_QC,NEE_VUT_50_NIGHT_QC,NEE_VUT_75_NIGHT_QC,NEE_VUT_84_NIGHT_QC,NEE_VUT_95_NIGHT_QC,NEE_VUT_05_DAY,NEE_VUT_16_DAY,NEE_VUT_25_DAY,NEE_VUT_50_DAY,NEE_VUT_75_DAY,NEE_VUT_84_DAY,NEE_VUT_95_DAY,NEE_VUT_05_DAY_QC,NEE_VUT_16_DAY_QC,NEE_VUT_25_DAY_QC,NEE_VUT_50_DAY_QC,NEE_VUT_75_DAY_QC,NEE_VUT_84_DAY_QC,NEE_VUT_95_DAY_QC,RECO_NT_VUT_REF,RECO_NT_VUT_USTAR50,RECO_NT_VUT_MEAN,RECO_NT_VUT_SE,RECO_NT_VUT_05,RECO_NT_VUT_16,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,RECO_NT_VUT_84,RECO_NT_VUT_95,GPP_NT_VUT_REF,GPP_NT_VUT_USTAR50,GPP_NT_VUT_MEAN,GPP_NT_VUT_SE,GPP_NT_VUT_05,GPP_NT_VUT_16,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,GPP_NT_VUT_84,GPP_NT_VUT_95,RECO_DT_VUT_REF,RECO_DT_VUT_USTAR50,RECO_DT_VUT_MEAN,RECO_DT_VUT_SE,RECO_DT_VUT_05,RECO_DT_VUT_16,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,RECO_DT_VUT_84,RECO_DT_VUT_95,GPP_DT_VUT_REF,GPP_DT_VUT_USTAR50,GPP_DT_VUT_MEAN,GPP_DT_VUT_SE,GPP_DT_VUT_05,GPP_DT_VUT_16,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,GPP_DT_VUT_84,GPP_DT_VUT_95,RECO_SR,RECO_SR_N
20110725,26.477,1.0,23.582,1.722,1.0,28.214,2.851,1.0,25.374,24.25,0.899,26.049,1.303,26.477,1.0,23.582,1.722,1.0,28.214,2.851,1.0,465.109,275.101,1.0,191.919,275.101,1.0,452.788,1.0,440.536,452.788,1.0,453.286,1.0,447.31,453.286,1.0,11.489,1.0,7.309,11.489,1.0,98.712,98.535,1.0,7.499,7.499,0.0,0.694,0.536,0.6875,0.1905,1.0,208.356333333,1.0,38.0850625,1.0,424.645,1.0,420.228,1.0,25.35,1.0,-9999,1.0,130.063,1.0,-9999,-9999,-9999,6.94805,-9999,1.60896,1.0,-9999,-9999,-9999,1.92865,-9999,-9999,-9999,18,30,18,29,-3.08008,0.958333,0.406529,0.755486,-3.08008,0.958333,0.406529,0.755486,-2.80203,0.927604,0.0963096,-3.50926,-3.41288,-3.181,-3.08711,-2.34007,-2.13931,-1.65365,0.979167,0.979167,0.979167,0.958333,0.916667,0.9375,0.875,2.10944,0.196815,0.944444,0.474062,1.46311,-6.01464,8.39617,0.966667,0.562606,0.595837,2.10944,0.196815,0.944444,0.474062,1.46311,-6.01464,8.39617,0.966667,0.562606,0.595837,1.36371,1.39304,1.85961,2.15356,3.6226,4.1614,4.89453,1.0,1.0,1.0,1.0,0.944444,0.944444,0.777778,-6.22892,-6.18397,-6.14095,-6.01608,-5.82964,-5.79156,-5.556,0.966667,0.866667,0.966667,0.966667,0.966667,0.966667,0.933333,1.70705,2.16619,2.77497,0.201006,1.62332,1.71178,1.74151,2.15732,3.36176,3.75771,4.5797,5.2698,5.24627,5.577,0.149177,4.82642,4.86969,5.12394,5.27558,5.60945,5.72447,7.37977,2.1119,2.29505,2.21992,0.17194,1.30831,1.46751,1.52415,1.92541,2.25591,2.76226,4.96461,4.15051,5.91091,5.26412,0.15482,4.13946,4.20458,4.78894,4.98853,5.64768,5.91091,6.79545,-9999,-9999
20110726,26.591,1.0,23.975,1.69,1.0,28.161,2.652,1.0,25.687,22.619,2.35,27.528,3.826,26.591,1.0,23.975,1.69,1.0,28.161,2.652,1.0,463.789,303.149,1.0,258.538,303.149,1.0,451.01,1.0,422.304,451.01,1.0,412.805,1.0,419.177,412.805,1.0,14.174,1.0,14.167,14.174,1.0,98.509,98.422,1.0,0.0,0.0,0.0,0.922,0.331,1.0,0.163208333333,1.0,218.261354167,1.0,42.63625,1.0,409.479375,1.0,409.425,1.0,25.443,1.0,-9999,1.0,110.201,1.0,-9999,-9999,-9999,7.00708,-9999,4.48548,1.0,-9999,-9999,-9999,2.07229,-9999,-9999,-9999,18,30,18,30,-2.96723,0.916667,0.409783,0.704394,-2.96723,0.916667,0.409783,0.704394,-2.79789,0.905729,0.083466,-3.34733,-3.31522,-3.29766,-3.03634,-2.31725,-2.16936,-2.01324,0.958333,0.958333,1.0,0.916667,0.916667,0.9375,0.854167,2.07049,0.272641,0.888889,0.48032,1.21221,-5.81727,4.97027,0.933333,0.562263,0.607737,2.07049,0.272641,0.888889,0.48032,1.21221,-5.81727,4.97027,0.933333,0.562263,0.607737,1.09944,1.23299,1.37267,1.99201,3.28014,3.45897,3.88547,1.0,1.0,1.0,0.888889,0.833333,0.888889,1.0,-6.02312,-5.90926,-5.8942,-5.82278,-5.55047,-5.44794,-5.2243,0.7,1.0,0.933333,0.933333,0.933333,0.933333,0.8,1.7581,2.36803,2.81581,0.198025,1.60569,1.726,1.76371,2.36328,3.38686,3.80762,4.4244,5.42316,5.33526,5.6137,0.147676,4.88467,4.98681,5.07893,5.37877,5.6655,5.80084,7.05674,2.00734,2.16842,2.16419,0.146383,1.26935,1.4037,1.45763,2.00734,2.27186,2.50436,4.35237,4.55862,5.63281,5.43416,0.114425,4.56491,4.6679,5.12841,5.31828,5.59619,5.89983,7.10669,-9999,-9999
20110727,26.717,1.0,24.052,3.282,1.0,28.463,3.5,1.0,25.802,23.291,3.296,27.447,4.132,26.717,1.0,24.052,3.282,1.0,28.463,3.5,1.0,462.435,282.079,1.0,278.318,282.079,1.0,453.007,1.0,422.009,453.007,1.0,449.717,1.0,418.722,449.717,1.0,13.252,1.0,15.131,13.252,1.0,98.923,98.753,1.0,0.0,0.0,0.0,0.49,0.449,1.0,0.14675,1.0,201.5759375,1.0,39.37625,1.0,412.720625,1.0,401.676,1.0,25.189,1.0,-9999,1.0,113.288,1.0,-9999,-9999,-9999,7.22876,-9999,4.95444,1.0,-9999,-9999,-9999,2.20187,-9999,-9999,-9999,19,29,19,29,-3.35907,0.791667,0.415432,0.851639,-3.35907,0.791667,0.415432,0.851639,-3.32303,0.849479,0.110838,-4.41943,-4.05123,-3.92815,-3.39435,-2.69844,-2.56434,-2.41024,1.0,0.979167,0.9375,0.791667,0.875,0.833333,0.604167,2.70352,1.02409,0.631579,0.466204,1.39128,-7.129,5.99659,0.896552,0.588015,0.797896,2.70352,1.02409,0.631579,0.466204,1.39128,-7.129,5.99659,0.896552,0.588015,0.797896,0.786423,0.796165,0.830901,2.3393,3.19898,3.41785,3.82843,1.0,1.0,1.0,0.684211,0.578947,0.842105,0.842105,-7.5674,-7.27307,-7.13723,-6.96895,-6.49241,-6.19442,-6.02678,1.0,0.896552,0.896552,0.862069,0.931034,0.862069,0.724138,1.80933,2.54904,2.82869,0.194339,1.58752,1.69632,1.80933,2.53183,3.31475,3.72481,4.26614,6.04201,5.90811,6.15172,0.108451,5.60284,5.72842,5.78612,5.97971,6.26437,6.34256,7.21498,1.90364,2.03961,2.06416,0.126288,1.23584,1.35058,1.50823,2.00412,2.25459,2.3908,2.69199,4.30795,5.37481,5.13204,0.0972317,4.30795,4.4411,4.61295,5.1489,5.38048,5.65161,5.74302,-9999,-9999
20110728,29.608,1.0,27.501,1.874,1.0,30.989,2.875,1.0,29.958,27.192,2.159,31.77,3.492,29.608,1.0,27.501,1.874,1.0,30.989,2.875,1.0,461.045,272.8,1.0,252.652,272.8,1.0,470.328,1.0,457.887,470.328,1.0,485.127,1.0,474.083,485.127,1.0,16.403,1.0,19.787,16.403,1.0,99.006,98.85,1.0,0.0,0.0,0.0,1.117,0.525,1.0,0.200020833333,1.0,196.0053125,1.0,39.1832083333,1.0,433.431875,1.0,386.812,1.0,25.819,1.0,-9999,1.0,87.1332,1.0,-9999,-9999,-9999,7.09603,-9999,-6.14094,1.0,-9999,-9999,-9999,2.20266,-9999,-9999,-9999,19,29,19,29,-1.96759,0.979167,0.4642,0.546965,-1.96759,0.979167,0.4642,0.546965,-2.09354,0.951042,0.0804619,-3.27193,-2.29509,-2.29509,-2.13203,-1.80582,-1.71651,-1.60153,0.854167,1.0,1.0,0.9375,0.8125,0.979167,0.958333,2.28286,1.70374,1.0,0.503471,0.845518,-4.63397,5.14275,0.965517,0.662861,0.676224,2.28286,1.70374,1.0,0.503471,0.845518,-4.63397,5.14275,0.965517,0.662861,0.676224,0.504954,1.6157,1.6157,2.02857,2.87897,2.97426,3.33225,0.736842,1.0,1.0,1.0,0.789474,1.0,1.0,-5.4395,-4.91413,-4.74123,-4.71924,-4.64659,-4.64659,-4.63397,0.896552,0.862069,0.965517,1.0,0.965517,0.965517,0.965517,1.87086,2.59861,2.88772,0.211304,1.52793,1.62582,1.87158,2.57177,3.37617,3.78163,4.3709,4.54134,4.5662,4.98126,0.217972,3.82302,3.92091,4.0462,4.5662,5.06865,5.56842,7.57382,1.97886,1.97027,2.35619,0.14552,1.33521,1.72044,1.80773,2.27626,2.59039,2.87865,3.13189,4.35557,4.79598,4.87985,0.0829571,4.27806,4.45019,4.46579,4.80087,5.12731,5.15924,5.27569,-9999,-9999
20110729,27.63,1.0,24.565,1.723,1.0,29.637,2.977,1.0,28.774,26.902,0.555,30.001,2.469,27.63,1.0,24.565,1.723,1.0,29.637,2.977,1.0,459.621,274.455,1.0,224.143,274.455,1.0,459.64,1.0,454.852,459.64,1.0,468.558,1.0,469.401,468.558,1.0,12.536,1.0,15.476,12.536,1.0,99.0,98.862,1.0,5.615,5.615,0.0,1.166,0.565,0.8125,0.235333333333,1.0,202.831854167,1.0,39.955875,1.0,429.12125,1.0,406.957,0.979167,26.093,1.0,-9999,1.0,102.159,0.979167,-9999,-9999,-9999,7.00923,-9999,2.47459,0.979167,-9999,-9999,-9999,2.18587,-9999,-9999,-9999,19,29,19,29,-3.53718,0.9375,0.428582,0.656868,-3.53718,0.9375,0.428582,0.656868,-3.49693,0.944271,0.0958105,-4.35284,-3.92014,-3.90154,-3.7637,-2.99778,-2.92456,-2.5926,0.9375,0.979167,0.979167,0.979167,0.958333,0.916667,0.958333,1.74618,0.74324,0.894737,0.460406,1.16771,-6.78586,5.20504,0.965517,0.613437,0.635532,1.74618,0.74324,0.894737,0.460406,1.16771,-6.78586,5.20504,0.965517,0.613437,0.635532,-0.084903,0.730983,0.790834,1.29391,2.51393,2.8772,3.28787,0.894737,1.0,1.0,1.0,0.947368,0.894737,1.0,-6.88717,-6.83451,-6.78586,-6.71101,-6.54975,-6.50228,-6.29343,0.965517,0.965517,0.965517,0.965517,0.931034,0.965517,0.931034,1.65244,2.31802,2.60225,0.214755,1.18794,1.21972,1.57801,2.23947,3.18542,3.81249,4.04017,5.83765,5.8552,6.09918,0.188833,5.02365,5.08946,5.44963,5.85351,5.96646,7.03179,8.34786,1.7346,1.79929,2.37965,0.144229,1.66483,1.71045,1.8219,2.23712,2.44487,2.83525,3.29313,4.91719,5.00044,5.28579,0.073533,4.91719,4.93474,4.99618,5.216,5.43793,5.51388,5.65454,-9999,-9999
20110730,26.612,1.0,23.916,1.688,1.0,28.378,2.711,1.0,27.236,25.057,1.143,28.663,2.549,26.612,1.0,23.916,1.688,1.0,28.378,2.711,1.0,458.164,222.75,1.0,252.069,222.75,1.0,453.063,1.0,439.839,453.063,1.0,467.629,1.0,446.234,467.629,1.0,12.505,1.0,14.834,12.505,1.0,99.25,99.121,1.0,0.121,0.121,0.0,0.556,0.478,0.666667,0.105395833333,1.0,168.378416667,1.0,31.4778125,1.0,430.678958333,1.0,426.115,1.0,25.726,1.0,-9999,1.0,101.55,1.0,-9999,-9999,-9999,6.25942,-9999,4.50508,1.0,-9999,-9999,-9999,1.96781,-9999,-9999,-9999,19,29,19,29,-3.49348,1.0,0.415306,0.919581,-3.49348,1.0,0.415306,0.919581,-3.17983,0.967187,0.1251,-4.1714,-3.9845,-3.7163,-3.49348,-2.69129,-2.34359,-2.09536,1.0,1.0,1.0,1.0,0.833333,0.979167,1.0,2.24756,0.943289,1.0,0.451816,1.17388,-7.04464,8.03387,1.0,0.592592,1.19291,2.24756,0.943289,1.0,0.451816,1.17388,-7.04464,8.03387,1.0,0.592592,1.19291,-0.236892,0.809013,1.18657,2.02611,2.54816,2.9759,3.35161,0.894737,1.0,1.0,1.0,0.894737,1.0,1.0,-7.1945,-7.08211,-7.04464,-6.92704,-5.77117,-5.0115,-4.67558,1.0,1.0,1.0,1.0,0.965517,0.965517,0.931034,1.49807,2.21119,2.41322,0.221783,0.852162,0.884678,1.31784,2.13877,3.00342,3.63658,3.86821,5.58521,5.70467,5.59305,0.14004,4.53158,4.57055,5.2089,5.58521,5.71204,5.91754,6.81583,1.68558,1.76104,2.5239,0.195003,1.68558,1.73278,1.84455,2.09024,2.39366,3.04755,5.2202,4.37274,4.23094,4.64131,0.102078,4.19832,4.2596,4.33231,4.40917,4.58583,4.7805,6.0861,-9999,-9999
20110731,27.142,1.0,23.263,1.718,1.0,29.683,3.388,1.0,27.304,24.01,2.505,29.462,4.049,27.142,1.0,23.263,1.718,1.0,29.683,3.388,1.0,456.674,305.875,1.0,273.201,305.875,1.0,452.841,1.0,424.717,452.841,1.0,435.723,1.0,422.901,435.723,1.0,15.61,1.0,18.733,15.61,1.0,99.317,99.199,1.0,0.0,0.0,0.0,0.561,0.286,1.0,0.11625,1.0,214.2275625,1.0,42.1661458333,1.0,404.141041667,1.0,419.29,1.0,25.603,1.0,-9999,1.0,134.191,1.0,-9999,-9999,-9999,7.19433,-9999,1.765,1.0,-9999,-9999,-9999,1.88172,-9999,-9999,-9999,19,29,19,29,-3.14586,0.875,0.41146,0.874342,-3.14586,0.875,0.41146,0.874342,-3.19769,0.883333,0.109977,-4.35771,-4.10618,-3.56583,-3.31571,-2.72364,-2.56323,-2.2802,1.0,1.0,0.75,0.979167,0.8125,0.9375,0.916667,1.98927,0.632695,0.736842,0.4452,1.81532,-6.32097,5.35978,0.965517,0.587897,0.642463,1.98927,0.632695,0.736842,0.4452,1.81532,-6.32097,5.35978,0.965517,0.587897,0.642463,-0.557833,-0.525441,0.928502,1.46855,2.45257,2.99432,3.14061,1.0,1.0,0.736842,1.0,0.842105,0.894737,0.894737,-6.58984,-6.42389,-6.3369,-6.29583,-6.16704,-5.90568,-5.77217,1.0,0.931034,0.931034,0.758621,1.0,0.793103,0.862069,1.58865,2.28281,2.37208,0.226042,0.653352,0.721328,1.20579,2.22946,2.92654,3.52509,3.62875,5.60693,5.42867,5.56977,0.145378,4.5215,4.83522,5.0266,5.42867,5.60695,6.23163,7.21517,1.86321,1.86663,2.87592,0.445576,0.872859,1.79832,1.8401,1.91082,2.27652,2.80824,9.51744,4.69096,4.59036,5.49544,0.268957,4.3251,4.66947,4.71438,5.10499,5.197,5.32066,9.61568,-9999,-9999
20110801,26.005,1.0,22.876,0.852,1.0,28.054,3.052,1.0,27.159,24.174,1.757,29.114,2.906,26.005,1.0,22.876,0.852,1.0,28.054,3.052,1.0,455.149,215.295,1.0,240.108,215.295,1.0,446.33,1.0,433.983,446.33,1.0,455.361,1.0,437.198,455.361,1.0,11.261,1.0,15.976,11.261,1.0,99.104,98.992,1.0,0.462,0.462,0.0,1.018,0.335,1.0,0.166770833333,1.0,142.749291667,1.0,32.7794893617,0.979166666667,406.603125,1.0,410.672,1.0,25.453,1.0,-9999,1.0,76.9482,1.0,-9999,-9999,-9999,6.26791,-9999,-1.24817,1.0,-9999,-9999,-9999,2.08417,-9999,-9999,-9999,19,29,19,29,-1.11089,0.9375,0.375654,0.810253,-1.11089,0.9375,0.375654,0.810253,-1.54168,0.938021,0.101538,-2.50064,-2.25394,-2.06522,-1.67451,-0.922513,-0.818125,-0.561621,1.0,1.0,0.895833,0.916667,0.375,0.9375,0.958333,2.13075,1.25152,0.894737,0.463303,2.25071,-3.16788,6.01405,0.965517,0.516589,0.868647,2.13075,1.25152,0.894737,0.463303,2.25071,-3.16788,6.01405,0.965517,0.516589,0.868647,-1.41919,-1.18547,-0.630453,1.33029,3.11415,3.21955,3.86342,1.0,1.0,1.0,0.894737,0.947368,0.947368,0.947368,-4.23096,-4.18611,-3.41383,-3.31121,-2.90384,-2.78942,-2.6815,0.896552,0.896552,0.965517,1.0,1.0,1.0,1.0,1.65701,2.27473,2.3055,0.212936,0.717061,0.768995,1.19513,2.23541,2.75099,3.09482,3.37188,3.81814,3.38561,3.84718,0.171907,2.97274,3.02538,3.12838,3.56884,3.85615,4.5379,5.43008,1.92268,1.9394,2.75656,0.443395,0.528935,1.68478,1.78006,1.88036,2.24352,2.4336,9.53449,3.75737,3.70192,4.15055,0.233912,3.0367,3.53801,3.60191,3.70192,3.85784,4.10352,7.88526,-9999,-9999
20110802,27.182,1.0,24.474,3.015,1.0,28.956,2.399,1.0,28.156,25.193,3.155,30.097,4.026,27.182,1.0,24.474,3.015,1.0,28.956,2.399,1.0,453.591,201.151,1.0,245.909,201.151,1.0,454.229,1.0,443.33,454.229,1.0,477.625,1.0,451.621,477.625,1.0,11.973,1.0,16.429,11.973,1.0,98.622,98.525,1.0,0.181,0.181,0.0,0.699,0.303,1.0,0.1224375,1.0,144.286895833,1.0,27.1039583333,1.0,424.959791667,1.0,409.559,1.0,25.0,1.0,-9999,1.0,45.0133,1.0,-9999,-9999,-9999,5.56709,-9999,3.04685,1.0,-9999,-9999,-9999,1.9932,-9999,-9999,-9999,19,29,19,29,-1.70548,0.979167,0.368021,0.690228,-1.70548,0.979167,0.368021,0.690228,-1.91384,0.963542,0.080119,-2.71998,-2.63058,-2.37596,-1.80886,-1.56538,-1.46272,-1.29965,1.0,1.0,1.0,1.0,0.520833,1.0,1.0,2.25583,0.347249,0.947368,0.413608,1.30421,-4.1982,4.57326,1.0,0.520701,0.610374,2.25583,0.347249,0.947368,0.413608,1.30421,-4.1982,4.57326,1.0,0.520701,0.610374,0.414283,0.486932,1.04733,2.01073,2.86462,2.9607,3.27012,1.0,1.0,1.0,0.789474,1.0,1.0,0.0,-4.70541,-4.68303,-4.64523,-4.3681,-4.1982,-4.04608,-3.92987,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.81187,2.38128,2.35753,0.212583,0.824334,0.872309,1.24674,2.3635,2.75644,2.80473,3.29221,4.10484,4.08676,4.27137,0.170339,3.36482,3.54563,3.57645,4.08676,4.2474,4.39971,5.97682,2.15256,2.06204,2.6722,0.268807,1.00298,1.56778,2.03573,2.25298,2.44229,2.64569,6.82731,4.50713,4.38833,4.72545,0.165123,3.75923,4.09556,4.31551,4.41659,4.58675,4.84596,7.43569,-9999,-9999
20110803,25.5,1.0,24.63,1.387,1.0,26.071,2.599,1.0,27.68,26.402,0.835,28.517,2.467,25.5,1.0,24.63,1.387,1.0,26.071,2.599,1.0,451.999,128.606,1.0,189.971,128.606,1.0,446.157,1.0,453.189,446.157,1.0,476.626,1.0,466.835,476.626,1.0,7.034,1.0,14.198,7.034,1.0,98.087,98.056,1.0,2.909,2.909,0.0,1.317,0.437,1.0,0.182645833333,1.0,89.9393125,1.0,17.3670833333,1.0,425.527083333,1.0,404.971,1.0,25.049,1.0,-9999,1.0,44.9068,1.0,-9999,-9999,-9999,4.54328,-9999,-5.6856,1.0,-9999,-9999,-9999,1.74241,-9999,-9999,-9999,19,29,19,29,-1.4603,0.958333,0.30788,0.63301,-1.4603,0.958333,0.30788,0.63301,-1.48353,0.968229,0.0883194,-2.14659,-1.99946,-1.90655,-1.75675,-1.04634,-0.893277,-0.556906,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.82698,0.801398,0.894737,0.403285,1.44596,-3.52618,3.42526,1.0,0.413927,0.482195,1.82698,0.801398,0.894737,0.403285,1.44596,-3.52618,3.42526,1.0,0.413927,0.482195,0.172491,0.240567,0.351513,1.11524,2.46231,3.01773,3.10797,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-3.56518,-3.53269,-3.5264,-3.41011,-3.18535,-3.03801,-3.0148,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.85244,2.34293,2.26509,0.200513,0.862516,0.914264,1.22791,2.33767,2.45484,2.73735,3.00547,3.93274,3.80324,3.74862,0.17344,2.75255,2.86844,3.10865,3.50118,3.98198,4.14785,4.82265,1.87189,1.87993,2.26795,0.176314,1.15017,1.53185,1.83156,2.00747,2.18059,2.57845,4.38206,3.33926,3.22695,3.51669,0.101428,2.93449,3.05383,3.25244,3.34773,3.45972,3.68764,5.00486,-9999,-9999
20110804,25.286,1.0,23.008,1.368,1.0,26.779,2.551,1.0,26.156,24.488,1.084,27.249,2.495,25.286,1.0,23.008,1.368,1.0,26.779,2.551,1.0,450.376,231.075,1.0,219.724,231.075,1.0,444.954,1.0,440.246,444.954,1.0,453.208,1.0,446.862,453.208,1.0,11.385,1.0,12.741,11.385,1.0,98.742,98.631,1.0,0.169,0.169,0.0,0.799,0.463,1.0,0.173104166667,1.0,165.885270833,1.0,31.9161041667,1.0,412.369791667,1.0,413.328,1.0,24.788,1.0,-9999,1.0,100.309,1.0,-9999,-9999,-9999,6.31705,-9999,10.8163,1.0,-9999,-9999,-9999,2.10652,-9999,-9999,-9999,19,29,19,29,-3.85763,0.979167,0.396599,0.671905,-3.85763,0.979167,0.396599,0.671905,-3.96404,0.986979,0.0785571,-4.68977,-4.57296,-4.40737,-3.87767,-3.60279,-3.48822,-3.39137,1.0,1.0,1.0,1.0,1.0,1.0,0.958333,1.99515,0.333929,0.947368,0.400696,0.896573,-7.46009,6.4193,1.0,0.575529,0.756042,1.99515,0.333929,0.947368,0.400696,0.896573,-7.46009,6.4193,1.0,0.575529,0.756042,0.42463,0.571567,0.981302,1.7633,1.99515,2.17567,2.40154,1.0,1.0,1.0,1.0,0.947368,1.0,1.0,-7.76862,-7.69632,-7.67617,-7.46032,-7.1719,-6.71577,-6.55662,1.0,1.0,1.0,1.0,1.0,0.931034,0.896552,1.94991,2.37756,2.24627,0.197318,0.893876,0.989885,1.2509,2.29129,2.40128,2.75858,2.82576,6.15691,6.23519,6.21031,0.150118,5.33816,5.59259,5.65433,6.09393,6.3322,6.48503,6.72806,1.41891,1.48153,2.01663,0.161382,1.29607,1.42762,1.51143,1.62756,1.80206,2.52291,4.05466,4.98801,4.77695,5.22563,0.0896411,4.80723,4.83694,4.9323,4.99968,5.15342,5.70438,6.52052,-9999,-9999
