TIMESTAMP,TA_F_MDS,TA_F_MDS_QC,TA_F_MDS_NIGHT,TA_F_MDS_NIGHT_SD,TA_F_MDS_NIGHT_QC,TA_F_MDS_DAY,TA_F_MDS_DAY_SD,TA_F_MDS_DAY_QC,TA_ERA,TA_ERA_NIGHT,TA_ERA_NIGHT_SD,TA_ERA_DAY,TA_ERA_DAY_SD,TA_F,TA_F_QC,TA_F_NIGHT,TA_F_NIGHT_SD,TA_F_NIGHT_QC,TA_F_DAY,TA_F_DAY_SD,TA_F_DAY_QC,SW_IN_POT,SW_IN_F_MDS,SW_IN_F_MDS_QC,SW_IN_ERA,SW_IN_F,SW_IN_F_QC,LW_IN_F_MDS,LW_IN_F_MDS_QC,LW_IN_ERA,LW_IN_F,LW_IN_F_QC,LW_IN_JSB,LW_IN_JSB_QC,LW_IN_JSB_ERA,LW_IN_JSB_F,LW_IN_JSB_F_QC,VPD_F_MDS,VPD_F_MDS_QC,VPD_ERA,VPD_F,VPD_F_QC,PA_ERA,PA_F,PA_F_QC,P_ERA,P_F,P_F_QC,WS_ERA,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_1_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_CORR_25,LE_CORR_75,LE_RANDUNC,LE_CORR_JOINTUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_CORR_25,H_CORR_75,H_RANDUNC,H_CORR_JOINTUNC,EBC_CF_N,EBC_CF_METHOD,NIGHT_D,DAY_D,NIGHT_RANDUNC_N,DAY_RANDUNC_N,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_REF_JOINTUNC,NEE_VUT_USTAR50,NEE_VUT_USTAR50_QC,NEE_VUT_USTAR50_RANDUNC,NEE_VUT_USTAR50_JOINTUNC,NEE_VUT_MEAN,NEE_VUT_MEAN_QC,NEE_VUT_SE,NEE_VUT_05,NEE_VUT_16,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_84,NEE_VUT_95,NEE_VUT_05_QC,NEE_VUT_16_QC,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,NEE_VUT_84_QC,NEE_VUT_95_QC,NEE_VUT_REF_NIGHT,NEE_VUT_REF_NIGHT_SD,NEE_VUT_REF_NIGHT_QC,NEE_VUT_REF_NIGHT_RANDUNC,NEE_VUT_REF_NIGHT_JOINTUNC,NEE_VUT_REF_DAY,NEE_VUT_REF_DAY_SD,NEE_VUT_REF_DAY_QC,NEE_VUT_REF_DAY_RANDUNC,NEE_VUT_REF_DAY_JOINTUNC,NEE_VUT_USTAR50_NIGHT,NEE_VUT_USTAR50_NIGHT_SD,NEE_VUT_USTAR50_NIGHT_QC,NEE_VUT_USTAR50_NIGHT_RANDUNC,NEE_VUT_USTAR50_NIGHT_JOINTUNC,NEE_VUT_USTAR50_DAY,NEE_VUT_USTAR50_DAY_SD,NEE_VUT_USTAR50_DAY_QC,NEE_VUT_USTAR50_DAY_RANDUNC,NEE_VUT_USTAR50_DAY_JOINTUNC,NEE_VUT_05_NIGHT,NEE_VUT_16_NIGHT,NEE_VUT_25_NIGHT,NEE_VUT_50_NIGHT,NEE_VUT_75_NIGHT,NEE_VUT_84_NIGHT,NEE_VUT_95_NIGHT,NEE_VUT_05_NIGHT_QC,NEE_VUT_16_NIGHT_QC,NEE_VUT_25_NIGHT_QC,NEE_VUT_50_NIGHT_QC,NEE_VUT_75_NIGHT_QC,NEE_VUT_84_NIGHT_QC,NEE_VUT_95_NIGHT_QC,NEE_VUT_05_DAY,NEE_VUT_16_DAY,NEE_VUT_25_DAY,NEE_VUT_50_DAY,NEE_VUT_75_DAY,NEE_VUT_84_DAY,NEE_VUT_95_DAY,NEE_VUT_05_DAY_QC,NEE_VUT_16_DAY_QC,NEE_VUT_25_DAY_QC,NEE_VUT_50_DAY_QC,NEE_VUT_75_DAY_QC,NEE_VUT_84_DAY_QC,NEE_VUT_95_DAY_QC,RECO_NT_VUT_REF,RECO_NT_VUT_USTAR50,RECO_NT_VUT_MEAN,RECO_NT_VUT_SE,RECO_NT_VUT_05,RECO_NT_VUT_16,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,RECO_NT_VUT_84,RECO_NT_VUT_95,GPP_NT_VUT_REF,GPP_NT_VUT_USTAR50,GPP_NT_VUT_MEAN,GPP_NT_VUT_SE,GPP_NT_VUT_05,GPP_NT_VUT_16,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,GPP_NT_VUT_84,GPP_NT_VUT_95,RECO_DT_VUT_REF,RECO_DT_VUT_USTAR50,RECO_DT_VUT_MEAN,RECO_DT_VUT_SE,RECO_DT_VUT_05,RECO_DT_VUT_16,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,RECO_DT_VUT_84,RECO_DT_VUT_95,GPP_DT_VUT_REF,GPP_DT_VUT_USTAR50,GPP_DT_VUT_MEAN,GPP_DT_VUT_SE,GPP_DT_VUT_05,GPP_DT_VUT_16,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,GPP_DT_VUT_84,GPP_DT_VUT_95,RECO_SR,RECO_SR_N
20110308,9.921,0.0,9.86,0.058,0.0,9.988,3.639,0.0,6.0,4.198,4.236,7.959,3.78,6.0,0.0,4.198,4.236,0.0,7.959,3.78,0.0,299.547,190.955,0.5625,129.745,129.119,0.5625,369.164,0.0,352.418,352.418,0.0,299.56,0.0,311.341,311.341,0.0,6.067,0.0,4.575,4.575,0.0,99.972,99.972,0.0,0.778,0.778,0.0,1.276,1.276,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,406.768,0.0,-9999,-9999,-9999,1.0,27.8914,0.0,-9999,-9999,-9999,0.932453,-9999,43.4536,0.0,-9999,-9999,-9999,2.24537,-9999,-9999,-9999,25,23,25,23,1.54385,0.0,0.432034,0.432034,1.54385,0.0,0.432034,0.432034,1.54105,0.0,0.00219545,1.49561,1.54385,1.54385,1.54385,1.54385,1.54385,1.54458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67144,0.041311,0.0,0.551511,0.551511,1.28804,0.803579,0.0,0.628929,0.628929,1.67144,0.041311,0.0,0.551511,0.551511,1.28804,0.803579,0.0,0.628929,0.628929,1.58218,1.67144,1.67144,1.67144,1.67144,1.67144,1.67278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.28804,1.28804,1.28804,1.28804,1.28804,1.28804,1.28804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38968,1.38488,1.40709,0.00633413,1.36325,1.37494,1.38411,1.38968,1.41598,1.4445,1.48094,-0.159183,-0.158967,-0.133959,0.00770334,-0.180596,-0.169618,-0.159786,-0.155127,-0.127873,-0.0993481,-0.0105926,3.67668,3.05259,3.43176,0.0458529,3.05259,3.14843,3.22336,3.37933,3.71795,3.75468,3.82877,0.718675,0.65597,0.762065,0.0161146,0.646734,0.65597,0.668889,0.750323,0.815177,0.847752,0.931328,-9999,-9999
20110309,11.428,0.0,9.731,0.136,0.0,13.125,3.121,0.0,7.939,7.984,2.506,7.894,1.962,7.939,0.0,7.984,2.506,0.0,7.894,1.962,0.0,302.489,157.202,0.541667,4.842,4.833,0.541667,374.669,0.0,395.527,395.527,0.0,327.385,0.0,377.859,377.859,0.0,6.268,0.0,1.977,1.977,0.0,98.981,98.981,0.0,31.884,31.884,0.0,2.218,2.218,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,407.974,0.0,-9999,-9999,-9999,1.0,24.8405,0.0,-9999,-9999,-9999,0.825632,-9999,22.6518,0.0,-9999,-9999,-9999,2.04383,-9999,-9999,-9999,24,24,24,24,1.31865,0.0,0.328319,0.32832,1.31865,0.0,0.328319,0.32832,1.31955,0.0,0.000926029,1.30589,1.31865,1.31865,1.31865,1.31865,1.32044,1.32931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69993,0.0998773,0.0,0.455096,0.455133,0.841501,0.645027,0.0,0.439637,0.439637,1.69993,0.0998773,0.0,0.455096,0.455133,0.841501,0.645027,0.0,0.439637,0.439637,1.69993,1.69993,1.69993,1.69993,1.69993,1.71145,1.72047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.803583,0.841501,0.841501,0.841501,0.841501,0.841501,0.841501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47634,1.47049,1.49441,0.00739177,1.4411,1.45447,1.46949,1.47517,1.50832,1.54292,1.57194,0.151574,0.151837,0.174864,0.0075449,0.122442,0.135613,0.140194,0.156515,0.189663,0.216983,0.266982,4.03405,3.3627,3.7552,0.054069,3.28669,3.36577,3.54452,3.68041,4.07895,4.16499,4.23866,0.129733,0.110291,0.163444,0.00835495,0.107529,0.110291,0.116815,0.153744,0.201276,0.217173,0.240827,-9999,-9999
20110310,8.563,0.0,8.596,0.461,0.0,8.53,3.016,0.0,7.251,6.695,3.996,7.807,1.045,7.251,0.0,6.695,3.996,0.0,7.807,1.045,0.0,305.432,217.703,0.541667,60.213,60.12,0.541667,365.555,0.0,391.279,391.279,0.0,283.613,0.0,371.305,371.305,0.0,5.051,0.0,1.825,1.825,0.0,98.455,98.455,0.0,7.311,7.311,0.0,1.441,1.441,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,408.341,0.0,-9999,-9999,-9999,1.0,25.2882,0.0,-9999,-9999,-9999,1.24663,-9999,25.1875,0.0,-9999,-9999,-9999,1.93517,-9999,-9999,-9999,24,24,24,24,1.30054,0.0,0.31001,0.310299,1.30054,0.0,0.31001,0.310299,1.30844,0.0,0.00212239,1.30054,1.30054,1.30054,1.30054,1.3079,1.3273,1.33995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.78839,0.0597836,0.0,0.439548,0.440304,0.718141,0.642997,0.0,0.404698,0.404698,1.78839,0.0597836,0.0,0.439548,0.440304,0.718141,0.642997,0.0,0.404698,0.404698,1.78839,1.78839,1.78839,1.78839,1.80257,1.83995,1.86433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67835,0.718141,0.718141,0.718141,0.718141,0.718141,0.718141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.41292,1.40825,1.42865,0.00600809,1.38588,1.39692,1.4075,1.41292,1.43849,1.46616,1.49136,0.107495,0.107705,0.12021,0.00500708,0.0807601,0.0919199,0.0943255,0.111445,0.134829,0.142705,0.16562,3.81904,3.20598,3.57017,0.0485495,3.1431,3.22427,3.38845,3.49841,3.86638,3.9177,4.01432,0.599188,0.54658,0.644149,0.0147464,0.537592,0.54658,0.561832,0.621456,0.684161,0.709013,0.796481,-9999,-9999
20110311,8.445,0.0,7.203,0.382,0.0,9.686,3.854,0.0,2.89,2.046,1.991,3.734,2.627,2.89,0.0,2.046,1.991,0.0,3.734,2.627,0.0,308.375,190.955,0.541667,122.225,121.615,0.541667,363.868,0.0,344.76,344.76,0.0,296.583,0.0,299.524,299.524,0.0,5.411,0.0,3.024,3.024,0.0,98.694,98.694,0.0,2.051,2.051,0.0,1.958,1.958,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,405.242,0.0,-9999,-9999,-9999,1.0,27.4573,0.0,-9999,-9999,-9999,1.492,-9999,48.4737,0.0,-9999,-9999,-9999,5.56595,-9999,-9999,-9999,24,24,24,24,1.49665,0.0,0.241409,0.244105,1.49665,0.0,0.241409,0.244105,1.51428,0.0,0.00577224,1.47904,1.47904,1.48203,1.49665,1.53718,1.5514,1.58114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62939,0.0280661,0.0,0.331388,0.338644,1.2551,0.802314,0.0,0.326581,0.326581,1.62939,0.0280661,0.0,0.331388,0.338644,1.2551,0.802314,0.0,0.326581,0.326581,1.59545,1.59545,1.6012,1.62939,1.70749,1.7349,1.79222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2551,1.2551,1.2551,1.2551,1.2551,1.2551,1.2551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.14486,1.14445,1.15428,0.002308,1.14438,1.14445,1.14477,1.14791,1.1551,1.16885,1.17819,-0.352224,-0.352206,-0.360007,0.00424593,-0.420849,-0.381386,-0.378235,-0.352276,-0.337172,-0.333413,-0.331926,2.78898,2.38059,2.65784,0.0299078,2.38059,2.47754,2.53222,2.63051,2.78898,2.8431,2.95095,0.825422,0.765934,0.863169,0.0148097,0.755052,0.765934,0.781304,0.834925,0.907318,0.924304,1.01772,-9999,-9999
20110312,9.325,0.458333,5.524,0.828,0.916667,13.125,3.121,0.0,7.793,4.604,2.965,10.983,2.995,8.063,0.458333,5.143,1.222,0.916667,10.983,2.995,0.0,311.317,157.202,0.541667,186.014,185.321,0.541667,362.383,0.458333,333.065,335.243,0.458333,313.238,0.458333,281.477,294.598,0.458333,5.694,0.458333,5.183,4.824,0.458333,98.569,98.569,0.0,0.0,0.0,0.0,2.174,2.174,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,405.789,0.125,-9999,-9999,-9999,1.0,24.3185,0.125,-9999,-9999,-9999,1.46926,-9999,23.3392,0.125,-9999,-9999,-9999,4.81186,-9999,-9999,-9999,24,24,24,24,1.13805,0.104167,0.219127,0.220594,1.13805,0.104167,0.219127,0.220594,1.14757,0.104167,0.00362963,1.12219,1.12219,1.12527,1.13805,1.16921,1.173,1.18333,0.104167,0.104167,0.104167,0.104167,0.104167,0.104167,0.104167,1.35185,0.52885,0.208333,0.302262,0.306337,0.841501,0.645027,0.0,0.294946,0.294946,1.35185,0.52885,0.208333,0.302262,0.306337,0.841501,0.645027,0.0,0.294946,0.294946,1.32129,1.32129,1.32722,1.35185,1.41191,1.42089,1.44917,0.208333,0.208333,0.208333,0.208333,0.208333,0.208333,0.208333,0.803583,0.841501,0.841501,0.841501,0.841501,0.841501,0.841501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.40556,1.40139,1.41889,0.00527911,1.38061,1.39021,1.40072,1.40556,1.42841,1.44973,1.46854,0.263154,0.263342,0.271325,0.00584075,0.216321,0.223063,0.245313,0.278847,0.286144,0.305424,0.318275,3.8818,3.29792,3.64115,0.0512314,3.17276,3.29792,3.44426,3.59468,3.92959,4.04609,4.10613,0.942025,0.8825,0.973091,0.0139995,0.870964,0.8825,0.896954,0.943781,1.02111,1.02723,1.12041,-9999,-9999
20110313,7.132,0.479167,5.555,0.62,1.0,8.582,2.964,0.0,3.84,2.445,1.506,5.123,2.628,5.33,0.479167,5.555,0.62,1.0,5.123,2.628,0.0,314.255,220.699,0.520833,166.275,166.275,0.520833,355.589,0.479167,328.249,335.394,0.479167,272.736,0.479167,274.047,284.274,0.479167,5.214,0.479167,3.661,4.027,0.479167,99.713,99.713,0.0,0.0,0.0,0.0,1.12,1.12,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,405.497,0.479167,-9999,-9999,-9999,1.0,24.1064,0.479167,-9999,-9999,-9999,1.41187,-9999,20.8644,0.479167,-9999,-9999,-9999,5.2482,-9999,-9999,-9999,23,25,23,25,0.908754,0.479167,0.208741,0.208741,0.908754,0.479167,0.208741,0.208741,0.911224,0.479167,0.00136156,0.903809,0.908754,0.908754,0.908754,0.908754,0.908754,0.925579,0.479167,0.479167,0.479167,0.479167,0.479167,0.479167,0.479167,0.992844,0.253185,1.0,0.288815,0.289253,0.767963,0.676959,0.0,0.280282,0.280282,0.992844,0.253185,1.0,0.288815,0.289253,0.767963,0.676959,0.0,0.280282,0.280282,0.992844,0.992844,0.992844,0.992844,0.992844,1.02468,1.02668,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.729525,0.767963,0.767963,0.767963,0.767963,0.767963,0.767963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.23224,1.23103,1.24109,0.00234592,1.22953,1.23098,1.23182,1.23392,1.24307,1.25326,1.26976,0.322223,0.322278,0.329864,0.00184003,0.320776,0.322223,0.323065,0.325167,0.331214,0.334543,0.356765,3.18559,2.7444,3.02432,0.0331539,2.72675,2.81464,2.92715,2.98011,3.18015,3.23672,3.29966,0.966119,0.907401,0.997636,0.0140455,0.895145,0.907401,0.923431,0.967331,1.04098,1.04746,1.15201,-9999,-9999
20110314,9.116,0.479167,8.38,0.984,1.0,9.793,3.811,0.0,3.244,1.524,2.111,4.826,3.022,6.529,0.479167,8.38,0.984,1.0,4.826,3.022,0.0,317.191,194.46,0.520833,163.349,163.349,0.520833,364.61,0.479167,321.273,336.118,0.479167,297.857,0.479167,263.283,291.303,0.479167,6.228,0.479167,3.398,4.508,0.479167,100.237,100.237,0.0,0.0,0.0,0.0,0.899,0.899,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,405.497,0.479167,-9999,-9999,-9999,1.0,28.5792,0.479167,-9999,-9999,-9999,1.38729,-9999,43.6938,0.479167,-9999,-9999,-9999,5.57522,-9999,-9999,-9999,23,25,23,25,1.31831,0.479167,0.206201,0.206201,1.31831,0.479167,0.206201,0.206201,1.31773,0.479167,0.00139016,1.28593,1.31831,1.31831,1.31831,1.31831,1.31831,1.32476,0.479167,0.479167,0.479167,0.479167,0.479167,0.479167,0.479167,1.20845,0.178667,1.0,0.285794,0.285794,1.32737,0.864553,0.0,0.276441,0.276441,1.20845,0.178667,1.0,0.285794,0.285794,1.32737,0.864553,0.0,0.276441,0.276441,1.14333,1.20845,1.20845,1.20845,1.20845,1.20845,1.22142,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.32737,1.32737,1.32737,1.32737,1.32737,1.32737,1.32737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27227,1.27065,1.28073,0.00252569,1.26539,1.27006,1.27058,1.27454,1.28428,1.29056,1.307,-0.0477323,-0.0476594,-0.036998,0.00286229,-0.0529182,-0.0482513,-0.0477323,-0.0437704,-0.0369551,-0.0277465,0.00609523,3.39486,2.93715,3.21827,0.0376921,2.85718,2.93715,3.0952,3.17594,3.43305,3.46047,3.56538,0.997839,0.941106,1.02657,0.0135193,0.928379,0.941106,0.957776,0.998533,1.07395,1.07698,1.18225,-9999,-9999
20110315,11.592,0.479167,9.865,0.057,1.0,13.18,3.067,0.0,6.342,5.643,3.024,6.984,1.958,8.364,0.479167,9.865,0.057,1.0,6.984,1.958,0.0,320.122,161.324,0.520833,25.6,25.6,0.520833,374.617,0.479167,381.821,372.061,0.479167,328.757,0.479167,356.71,347.956,0.479167,6.54,0.479167,2.175,3.256,0.479167,99.468,99.468,0.0,16.177,16.177,0.0,1.541,1.541,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,408.104,0.479167,-9999,-9999,-9999,1.0,25.3486,0.479167,-9999,-9999,-9999,1.37441,-9999,20.8976,0.479167,-9999,-9999,-9999,4.85009,-9999,-9999,-9999,23,25,23,25,1.32023,0.479167,0.205951,0.205951,1.32023,0.479167,0.205951,0.205951,1.31681,0.479167,0.0025249,1.25865,1.32023,1.32023,1.32023,1.32023,1.32023,1.32101,0.479167,0.479167,0.479167,0.479167,0.479167,0.479167,0.479167,1.67377,0.0419915,1.0,0.286995,0.286995,0.90283,0.701966,0.0,0.274746,0.274746,1.67377,0.0419915,1.0,0.286995,0.286995,0.90283,0.701966,0.0,0.274746,0.274746,1.58543,1.67377,1.67377,1.67377,1.67377,1.67377,1.67534,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.870153,0.90283,0.90283,0.90283,0.90283,0.90283,0.90283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3422,1.33986,1.35044,0.00307781,1.32861,1.33427,1.33949,1.34337,1.3549,1.3648,1.38354,0.019526,0.0196313,0.0336364,0.00440089,0.00838263,0.0140414,0.0192311,0.0219719,0.0346692,0.0482163,0.0988024,3.71698,3.22737,3.51424,0.0457731,3.06974,3.22737,3.30765,3.49037,3.7698,3.85108,3.94415,0.47351,0.437306,0.510602,0.0117762,0.42875,0.437306,0.454334,0.47351,0.535537,0.596946,0.661975,-9999,-9999
20110316,9.132,0.479167,9.729,0.138,1.0,8.582,2.964,0.0,8.441,7.602,0.765,9.213,2.37,9.46,0.479167,9.729,0.138,1.0,9.213,2.37,0.0,323.047,224.762,0.520833,134.69,134.69,0.520833,367.322,0.479167,368.403,361.413,0.479167,286.723,0.479167,336.006,320.496,0.479167,5.396,0.479167,3.334,4.197,0.479167,99.461,99.461,0.0,0.577,0.577,0.0,1.235,1.235,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,408.772,0.479167,-9999,-9999,-9999,1.0,24.8716,0.479167,-9999,-9999,-9999,1.37355,-9999,23.6223,0.479167,-9999,-9999,-9999,5.24353,-9999,-9999,-9999,23,25,23,25,1.26337,0.479167,0.205152,0.205154,1.26337,0.479167,0.205152,0.205154,1.26412,0.479167,0.000931541,1.24947,1.26337,1.26337,1.26337,1.26337,1.26509,1.27362,0.479167,0.479167,0.479167,0.479167,0.479167,0.479167,0.479167,1.70601,0.0974844,1.0,0.286754,0.286814,0.767963,0.676959,0.0,0.272906,0.272906,1.70601,0.0974844,1.0,0.286754,0.286814,0.767963,0.676959,0.0,0.272906,0.272906,1.70601,1.70601,1.70601,1.70601,1.70601,1.71773,1.72663,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.729525,0.767963,0.767963,0.767963,0.767963,0.767963,0.767963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.37132,1.36883,1.37861,0.00315932,1.35545,1.36107,1.36843,1.37256,1.38478,1.39229,1.4132,0.105348,0.10546,0.114488,0.00310771,0.092081,0.0977021,0.105034,0.107452,0.121406,0.130175,0.139575,3.88383,3.38968,3.67139,0.0507004,3.17934,3.38968,3.40822,3.65111,3.93418,4.07704,4.14391,0.942658,0.893428,0.969161,0.0125632,0.880735,0.893428,0.911399,0.943986,0.9966,1.04314,1.12842,-9999,-9999
20110317,8.593,0.479167,8.606,0.468,1.0,8.582,2.964,0.0,12.442,10.709,5.51,14.036,4.566,11.434,0.479167,8.606,0.468,1.0,14.036,4.566,0.0,325.966,224.762,0.520833,194.357,194.357,0.520833,365.499,0.479167,357.661,355.594,0.479167,284.669,0.479167,319.431,311.852,0.479167,5.132,0.479167,5.261,5.146,0.479167,99.354,99.354,0.0,0.0,0.0,0.0,1.758,1.758,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,405.971,0.479167,-9999,-9999,-9999,1.0,28.2571,0.479167,-9999,-9999,-9999,1.39646,-9999,47.3518,0.479167,-9999,-9999,-9999,5.7938,-9999,-9999,-9999,23,25,23,25,1.6064,0.479167,0.206552,0.206955,1.6064,0.479167,0.206552,0.206955,1.61511,0.479167,0.00250538,1.6064,1.6064,1.6064,1.6064,1.61358,1.63219,1.64487,0.479167,0.479167,0.479167,0.479167,0.479167,0.479167,0.479167,1.78782,0.0610622,1.0,0.287031,0.288201,1.32737,0.864553,0.0,0.276255,0.276255,1.78782,0.0610622,1.0,0.287031,0.288201,1.32737,0.864553,0.0,0.276255,0.276255,1.78782,1.78782,1.78782,1.78782,1.80227,1.8397,1.86519,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.32737,1.32737,1.32737,1.32737,1.32737,1.32737,1.32737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4418,1.43838,1.44886,0.00413443,1.41738,1.42418,1.43715,1.44111,1.45817,1.4668,1.49213,-0.168177,-0.168024,-0.16625,0.00406025,-0.208117,-0.192004,-0.185247,-0.165373,-0.151255,-0.146685,-0.133874,4.2756,3.73933,4.03114,0.0650101,3.42622,3.64391,3.7177,4.02626,4.31444,4.52534,4.70372,1.12915,1.07844,1.14729,0.0120236,1.06434,1.07844,1.09587,1.12915,1.18074,1.21534,1.3,-9999,-9999
20110318,7.925,0.479167,7.211,0.388,1.0,8.582,2.964,0.0,15.68,14.521,2.73,16.746,1.148,12.178,0.479167,7.211,0.388,1.0,16.746,1.148,0.0,328.878,227.483,0.520833,167.464,167.455,0.520833,362.403,0.479167,389.225,366.009,0.479167,276.046,0.479167,368.135,324.174,0.479167,4.993,0.479167,5.925,5.401,0.479167,99.267,99.267,0.0,2.342,2.342,0.0,1.462,1.462,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,405.199,0.479167,-9999,-9999,-9999,1.0,27.8148,0.479167,-9999,-9999,-9999,1.3977,-9999,48.3202,0.479167,-9999,-9999,-9999,5.3166,-9999,-9999,-9999,23,25,23,25,1.52786,0.479167,0.207798,0.210669,1.52786,0.479167,0.207798,0.210669,1.5448,0.479167,0.00552583,1.51123,1.51123,1.51403,1.52786,1.5662,1.58055,1.60906,0.479167,0.479167,0.479167,0.479167,0.479167,0.479167,0.479167,1.62987,0.0285961,1.0,0.289363,0.29764,1.32737,0.864553,0.0,0.277391,0.277391,1.62987,0.0285961,1.0,0.289363,0.29764,1.32737,0.864553,0.0,0.277391,0.277391,1.59643,1.59643,1.60206,1.62987,1.70697,1.73584,1.79317,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.32737,1.32737,1.32737,1.32737,1.32737,1.32737,1.32737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.44869,1.44543,1.4543,0.00396765,1.42428,1.43047,1.44096,1.44804,1.46334,1.47243,1.49618,-0.0825775,-0.082431,-0.0904991,0.00655365,-0.170094,-0.138521,-0.130318,-0.082431,-0.0637169,-0.048672,-0.0361779,4.36926,3.84255,4.12243,0.0686123,3.48847,3.69324,3.76288,4.13363,4.40293,4.62372,4.84888,1.08831,1.04083,1.10673,0.0120432,1.02661,1.03976,1.05945,1.08699,1.13579,1.19359,1.26651,-9999,-9999
20110319,7.108,1.0,5.482,1.974,1.0,8.603,3.08,1.0,6.503,5.35,1.566,7.563,2.548,7.108,1.0,5.482,1.974,1.0,8.603,3.08,1.0,331.782,230.494,1.0,209.619,230.494,1.0,354.556,1.0,316.642,354.556,1.0,255.877,1.0,256.137,255.877,1.0,5.088,1.0,4.353,5.088,1.0,100.501,100.501,0.0,0.0,0.0,0.0,1.103,1.137,0.166667,-9999,0.0,101.525625,1.0,38.8525208333,1.0,267.0610625,1.0,401.366,0.708333,-9999,-9999,-9999,1.0,31.7409,0.708333,-9999,-9999,-9999,1.68822,-9999,59.3403,0.708333,-9999,-9999,-9999,5.72091,-9999,-9999,-9999,23,25,23,25,0.767832,0.708333,0.2486,0.249931,0.767832,0.708333,0.2486,0.249931,0.789664,0.708333,0.00663665,0.767832,0.767832,0.767832,0.767832,0.7774,0.819369,0.890523,0.708333,0.708333,0.708333,0.708333,0.708333,0.708333,0.708333,1.23902,0.515111,1.0,0.400801,0.403368,0.280744,1.35194,0.44,0.274946,0.275009,1.23902,0.515111,1.0,0.400801,0.403368,0.280744,1.35194,0.44,0.274946,0.275009,1.23902,1.23902,1.23902,1.23902,1.25381,1.32988,1.42697,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.280744,0.280744,0.280744,0.280744,0.284842,0.292504,0.334833,0.44,0.44,0.44,0.44,0.44,0.44,0.44,1.17611,1.17709,1.17692,0.0022196,1.14379,1.16867,1.17182,1.17633,1.1828,1.18498,1.19092,0.409306,0.409261,0.387255,0.00746818,0.236416,0.336382,0.396694,0.406377,0.408474,0.409261,0.409429,3.19493,2.87386,3.07424,0.0339983,2.71307,2.87386,2.89394,3.07687,3.24969,3.29479,3.40591,1.23323,1.18565,1.24651,0.0119088,1.16837,1.17632,1.19346,1.23126,1.27937,1.33291,1.40398,-9999,-9999
