TIMESTAMP,TA_F_MDS,TA_F_MDS_QC,TA_F_MDS_NIGHT,TA_F_MDS_NIGHT_SD,TA_F_MDS_NIGHT_QC,TA_F_MDS_DAY,TA_F_MDS_DAY_SD,TA_F_MDS_DAY_QC,TA_ERA,TA_ERA_NIGHT,TA_ERA_NIGHT_SD,TA_ERA_DAY,TA_ERA_DAY_SD,TA_F,TA_F_QC,TA_F_NIGHT,TA_F_NIGHT_SD,TA_F_NIGHT_QC,TA_F_DAY,TA_F_DAY_SD,TA_F_DAY_QC,SW_IN_POT,SW_IN_F_MDS,SW_IN_F_MDS_QC,SW_IN_ERA,SW_IN_F,SW_IN_F_QC,LW_IN_F_MDS,LW_IN_F_MDS_QC,LW_IN_ERA,LW_IN_F,LW_IN_F_QC,LW_IN_JSB,LW_IN_JSB_QC,LW_IN_JSB_ERA,LW_IN_JSB_F,LW_IN_JSB_F_QC,VPD_F_MDS,VPD_F_MDS_QC,VPD_ERA,VPD_F,VPD_F_QC,PA_ERA,PA_F,PA_F_QC,P_ERA,P_F,P_F_QC,WS_ERA,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_1_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_CORR_25,LE_CORR_75,LE_RANDUNC,LE_CORR_JOINTUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_CORR_25,H_CORR_75,H_RANDUNC,H_CORR_JOINTUNC,EBC_CF_N,EBC_CF_METHOD,NIGHT_D,DAY_D,NIGHT_RANDUNC_N,DAY_RANDUNC_N,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_REF_JOINTUNC,NEE_VUT_USTAR50,NEE_VUT_USTAR50_QC,NEE_VUT_USTAR50_RANDUNC,NEE_VUT_USTAR50_JOINTUNC,NEE_VUT_MEAN,NEE_VUT_MEAN_QC,NEE_VUT_SE,NEE_VUT_05,NEE_VUT_16,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_84,NEE_VUT_95,NEE_VUT_05_QC,NEE_VUT_16_QC,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,NEE_VUT_84_QC,NEE_VUT_95_QC,NEE_VUT_REF_NIGHT,NEE_VUT_REF_NIGHT_SD,NEE_VUT_REF_NIGHT_QC,NEE_VUT_REF_NIGHT_RANDUNC,NEE_VUT_REF_NIGHT_JOINTUNC,NEE_VUT_REF_DAY,NEE_VUT_REF_DAY_SD,NEE_VUT_REF_DAY_QC,NEE_VUT_REF_DAY_RANDUNC,NEE_VUT_REF_DAY_JOINTUNC,NEE_VUT_USTAR50_NIGHT,NEE_VUT_USTAR50_NIGHT_SD,NEE_VUT_USTAR50_NIGHT_QC,NEE_VUT_USTAR50_NIGHT_RANDUNC,NEE_VUT_USTAR50_NIGHT_JOINTUNC,NEE_VUT_USTAR50_DAY,NEE_VUT_USTAR50_DAY_SD,NEE_VUT_USTAR50_DAY_QC,NEE_VUT_USTAR50_DAY_RANDUNC,NEE_VUT_USTAR50_DAY_JOINTUNC,NEE_VUT_05_NIGHT,NEE_VUT_16_NIGHT,NEE_VUT_25_NIGHT,NEE_VUT_50_NIGHT,NEE_VUT_75_NIGHT,NEE_VUT_84_NIGHT,NEE_VUT_95_NIGHT,NEE_VUT_05_NIGHT_QC,NEE_VUT_16_NIGHT_QC,NEE_VUT_25_NIGHT_QC,NEE_VUT_50_NIGHT_QC,NEE_VUT_75_NIGHT_QC,NEE_VUT_84_NIGHT_QC,NEE_VUT_95_NIGHT_QC,NEE_VUT_05_DAY,NEE_VUT_16_DAY,NEE_VUT_25_DAY,NEE_VUT_50_DAY,NEE_VUT_75_DAY,NEE_VUT_84_DAY,NEE_VUT_95_DAY,NEE_VUT_05_DAY_QC,NEE_VUT_16_DAY_QC,NEE_VUT_25_DAY_QC,NEE_VUT_50_DAY_QC,NEE_VUT_75_DAY_QC,NEE_VUT_84_DAY_QC,NEE_VUT_95_DAY_QC,RECO_NT_VUT_REF,RECO_NT_VUT_USTAR50,RECO_NT_VUT_MEAN,RECO_NT_VUT_SE,RECO_NT_VUT_05,RECO_NT_VUT_16,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,RECO_NT_VUT_84,RECO_NT_VUT_95,GPP_NT_VUT_REF,GPP_NT_VUT_USTAR50,GPP_NT_VUT_MEAN,GPP_NT_VUT_SE,GPP_NT_VUT_05,GPP_NT_VUT_16,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,GPP_NT_VUT_84,GPP_NT_VUT_95,RECO_DT_VUT_REF,RECO_DT_VUT_USTAR50,RECO_DT_VUT_MEAN,RECO_DT_VUT_SE,RECO_DT_VUT_05,RECO_DT_VUT_16,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,RECO_DT_VUT_84,RECO_DT_VUT_95,GPP_DT_VUT_REF,GPP_DT_VUT_USTAR50,GPP_DT_VUT_MEAN,GPP_DT_VUT_SE,GPP_DT_VUT_05,GPP_DT_VUT_16,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,GPP_DT_VUT_84,GPP_DT_VUT_95,RECO_SR,RECO_SR_N
20030101,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-11.501,-12.587,3.184,-9.693,1.954,-11.501,0.0,-12.587,3.184,0.0,-9.693,1.954,0.0,112.895,153.461,0.666667,48.841,48.71,0.666667,-9999,-9999,222.621,222.621,0.0,-9999,-9999,226.208,226.208,0.0,-9999,-9999,0.067,0.067,0.0,98.09,98.09,0.0,0.057,0.0,1.0,1.067,1.067,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-2.556,1.0,4.83392,3.0,36.6197,0.0,-9999,-9999,-9999,-9999,-9999,59.2914,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,30,18,0,0,-5.56216,0.0,-9999,-9999,-5.57868,0.0,-9999,-9999,-5.73673,0.0,0.0415753,-6.31677,-5.98943,-5.84411,-5.57908,-5.53094,-5.52894,-5.52894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.835534,2.83064,0.0,-9999,-9999,-12.9007,2.49928,0.0,-9999,-9999,-0.861006,2.81054,0.0,-9999,-9999,-12.9007,2.49928,0.0,-9999,-9999,-1.99902,-1.49432,-1.27026,-0.86162,-0.787407,-0.784316,-0.784316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.9007,-12.9007,-12.9007,-12.9007,-12.9007,-12.9007,-12.9007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.847903,0.989355,0.706838,0.0324425,0.314478,0.401935,0.643345,0.821416,0.821416,0.821416,0.989355,6.55561,6.56803,6.44356,0.0346647,6.18312,6.28878,6.35035,6.40049,6.55561,6.58685,6.96012,0.017579,0.017579,0.017417,3.26483e-05,0.0170211,0.0171456,0.0171946,0.0174238,0.0175957,0.0175957,0.0176028,2.21958,2.23205,2.22149,0.00203127,2.19839,2.20436,2.20662,2.21958,2.23282,2.23282,2.23315,-9999,-9999
20030102,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-8.436,-9.544,0.734,-6.589,1.582,-8.436,0.0,-9.544,0.734,0.0,-6.589,1.582,0.0,113.51,147.725,0.666667,55.862,55.679,0.666667,-9999,-9999,222.898,222.898,0.0,-9999,-9999,226.538,226.538,0.0,-9999,-9999,0.178,0.178,0.0,98.061,98.061,0.0,0.0,0.0,1.0,0.74,0.74,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-2.334,1.0,5.36872,3.0,48.1714,0.0,-9999,-9999,-9999,-9999,-9999,86.4089,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,30,18,0,0,-6.23479,0.0,-9999,-9999,-6.22375,0.0,-9999,-9999,-6.43936,0.0,0.0390547,-6.89895,-6.70291,-6.62541,-6.28014,-6.23917,-6.22375,-6.2196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.09453,3.36392,0.0,-9999,-9999,-14.1975,2.10469,0.0,-9999,-9999,-1.0775,3.38398,0.0,-9999,-9999,-14.1975,2.10469,0.0,-9999,-9999,-2.11855,-1.81629,-1.6968,-1.16445,-1.10128,-1.0775,-1.07111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.1975,-14.1975,-14.1975,-14.1975,-14.1975,-14.1975,-14.1975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.949022,1.10333,0.83174,0.0300403,0.453721,0.561044,0.802874,0.919376,0.919376,0.919376,1.10333,7.28476,7.32707,7.2711,0.0308987,7.04685,7.13898,7.15855,7.1855,7.32707,7.43195,7.70888,0.0360225,0.0360225,0.0356904,6.69045e-05,0.034879,0.0351343,0.0352347,0.0357045,0.0360564,0.0360564,0.0360713,2.37174,2.38446,2.37362,0.00209543,2.34957,2.35599,2.35842,2.37184,2.38528,2.38528,2.38564,-9999,-9999
20030103,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9.879,-10.53,1.877,-8.793,3.254,-9.879,0.0,-10.53,1.877,0.0,-8.793,3.254,0.0,114.185,125.441,0.666667,40.066,39.884,0.666667,-9999,-9999,219.603,219.603,0.0,-9999,-9999,222.615,222.615,0.0,-9999,-9999,0.121,0.121,0.0,97.428,97.428,0.0,0.0,0.0,1.0,0.686,0.686,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-3.651,1.0,6.82598,3.0,43.0663,0.0,-9999,-9999,-9999,-9999,-9999,100.679,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,30,18,0,0,-5.57083,0.0,-9999,-9999,-5.50924,0.0,-9999,-9999,-5.69323,0.0,0.061477,-6.45981,-6.16985,-5.97864,-5.57083,-5.2886,-5.2886,-5.28034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.717892,2.61931,0.0,-9999,-9999,-13.119,2.21895,0.0,-9999,-9999,-0.62293,2.72578,0.0,-9999,-9999,-13.119,2.21895,0.0,-9999,-9999,-2.08856,-1.64149,-1.34667,-0.717892,-0.282743,-0.282743,-0.270004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.119,-13.119,-13.119,-13.119,-13.119,-13.119,-13.119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.901995,1.05038,0.77221,0.0313385,0.384671,0.482637,0.725076,0.873819,0.873819,0.873819,1.05038,6.54361,6.55962,6.46544,0.0502593,6.06111,6.15416,6.16242,6.43778,6.55962,6.72177,7.1896,0.0267011,0.0267011,0.026455,4.95907e-05,0.0258537,0.0260428,0.0261172,0.0264654,0.0267264,0.0267264,0.0267373,2.12207,2.13521,2.12421,0.00209286,2.10085,2.10648,2.10861,2.12207,2.13594,2.13594,2.13624,-9999,-9999
20030104,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-7.081,-7.742,2.139,-5.978,1.59,-7.081,0.0,-7.742,2.139,0.0,-5.978,1.59,0.0,114.918,153.461,0.666667,22.199,22.133,0.666667,-9999,-9999,269.177,269.177,0.0,-9999,-9999,281.613,281.613,0.0,-9999,-9999,0.107,0.107,0.0,96.877,96.877,0.0,0.187,0.0,1.0,0.52,0.52,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-2.948,1.0,4.83392,3.0,36.6197,0.0,-9999,-9999,-9999,-9999,-9999,59.2914,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,30,18,0,0,-5.56216,0.0,-9999,-9999,-5.57868,0.0,-9999,-9999,-5.73673,0.0,0.0415753,-6.31677,-5.98943,-5.84411,-5.57908,-5.53094,-5.52894,-5.52894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.835534,2.83064,0.0,-9999,-9999,-12.9007,2.49928,0.0,-9999,-9999,-0.861006,2.81054,0.0,-9999,-9999,-12.9007,2.49928,0.0,-9999,-9999,-1.99902,-1.49432,-1.27026,-0.86162,-0.787407,-0.784316,-0.784316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.9007,-12.9007,-12.9007,-12.9007,-12.9007,-12.9007,-12.9007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.990669,1.15005,0.890169,0.0279876,0.533994,0.64881,0.88375,0.959722,0.959722,1.00191,1.15005,6.7163,6.72872,6.62689,0.0378022,6.29788,6.48866,6.48866,6.5388,6.7163,6.75454,7.20677,0.0523626,0.0523626,0.0518799,9.72545e-05,0.0507006,0.0510715,0.0512175,0.0519003,0.052412,0.052412,0.0524335,1.58182,1.59394,1.58402,0.00184639,1.56421,1.56826,1.56979,1.58182,1.59446,1.59446,1.59467,-9999,-9999
20030105,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-5.329,-6.128,1.31,-3.996,1.408,-5.329,0.0,-6.128,1.31,0.0,-3.996,1.408,0.0,115.71,147.725,0.666667,32.927,32.81,0.666667,-9999,-9999,260.746,260.746,0.0,-9999,-9999,271.579,271.579,0.0,-9999,-9999,0.311,0.311,0.0,97.497,97.497,0.0,0.263,0.1,1.0,1.018,1.018,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-1.766,1.0,5.36872,3.0,48.1714,0.0,-9999,-9999,-9999,-9999,-9999,86.4089,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,30,18,0,0,-6.23479,0.0,-9999,-9999,-6.22375,0.0,-9999,-9999,-6.43936,0.0,0.0390547,-6.89895,-6.70291,-6.62541,-6.28014,-6.23917,-6.22375,-6.2196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.09453,3.36392,0.0,-9999,-9999,-14.1975,2.10469,0.0,-9999,-9999,-1.0775,3.38398,0.0,-9999,-9999,-14.1975,2.10469,0.0,-9999,-9999,-2.11855,-1.81629,-1.6968,-1.16445,-1.10128,-1.0775,-1.07111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.1975,-14.1975,-14.1975,-14.1975,-14.1975,-14.1975,-14.1975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04376,1.20957,0.966285,0.0254398,0.642211,0.766067,0.943952,1.01116,1.01116,1.1095,1.20957,7.391,7.43332,7.40564,0.0347903,7.123,7.25033,7.27728,7.31715,7.43332,7.60968,7.89332,0.0775638,0.0775638,0.0768488,0.000144059,0.0751019,0.0756514,0.0758675,0.0768791,0.077637,0.077637,0.0776688,1.92617,1.93898,1.92834,0.00200746,1.90623,1.91129,1.9132,1.92617,1.93963,1.93963,1.9399,-9999,-9999
20030106,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9.608,-9.277,3.114,-10.16,3.429,-9.608,0.0,-9.277,3.114,0.0,-10.16,3.429,0.0,116.56,125.441,0.666667,58.638,58.483,0.666667,-9999,-9999,209.962,209.962,0.0,-9999,-9999,211.143,211.143,0.0,-9999,-9999,0.273,0.273,0.0,98.3,98.3,0.0,0.084,0.0,1.0,1.184,1.184,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-2.087,1.0,6.82598,3.0,43.0663,0.0,-9999,-9999,-9999,-9999,-9999,100.679,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,30,18,0,0,-5.57083,0.0,-9999,-9999,-5.50924,0.0,-9999,-9999,-5.69323,0.0,0.061477,-6.45981,-6.16985,-5.97864,-5.57083,-5.2886,-5.2886,-5.28034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.717892,2.61931,0.0,-9999,-9999,-13.119,2.21895,0.0,-9999,-9999,-0.62293,2.72578,0.0,-9999,-9999,-13.119,2.21895,0.0,-9999,-9999,-2.08856,-1.64149,-1.34667,-0.717892,-0.282743,-0.282743,-0.270004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.119,-13.119,-13.119,-13.119,-13.119,-13.119,-13.119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.909589,1.05884,0.784693,0.0305791,0.405101,0.504386,0.737772,0.881175,0.881175,0.881175,1.05884,6.55206,6.56808,6.47793,0.0507046,6.08285,6.16151,6.16978,6.44514,6.57496,6.7397,7.20734,0.0312227,0.0312227,0.0309348,5.79907e-05,0.0302316,0.0304529,0.0305399,0.0309471,0.0312521,0.0312521,0.031265,2.3829,2.39539,2.38472,0.00207039,2.36085,2.36731,2.36976,2.38311,2.39623,2.39623,2.39658,-9999,-9999
20030107,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.043,1.119,3.853,3.584,2.474,2.043,0.0,1.119,3.853,0.0,3.584,2.474,0.0,117.468,153.461,0.666667,53.461,53.19,0.666667,-9999,-9999,271.581,271.581,0.0,-9999,-9999,284.473,284.473,0.0,-9999,-9999,2.145,2.145,0.0,96.348,96.348,0.0,0.015,0.0,1.0,1.968,1.968,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-1.514,1.0,4.83392,3.0,36.6197,0.0,-9999,-9999,-9999,-9999,-9999,59.2914,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,30,18,0,0,-5.56216,0.0,-9999,-9999,-5.57868,0.0,-9999,-9999,-5.73673,0.0,0.0415753,-6.31677,-5.98943,-5.84411,-5.57908,-5.53094,-5.52894,-5.52894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.835534,2.83064,0.0,-9999,-9999,-12.9007,2.49928,0.0,-9999,-9999,-0.861006,2.81054,0.0,-9999,-9999,-12.9007,2.49928,0.0,-9999,-9999,-1.99902,-1.49432,-1.27026,-0.86162,-0.787407,-0.784316,-0.784316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.9007,-12.9007,-12.9007,-12.9007,-12.9007,-12.9007,-12.9007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.24228,1.43104,1.30468,0.021767,1.12349,1.20347,1.20347,1.24357,1.42599,1.43104,1.57426,6.9973,7.00972,7.0414,0.055017,6.73241,6.73241,6.73441,6.98209,7.25386,7.35123,7.77417,0.373502,0.373502,0.370059,0.000693712,0.361647,0.364293,0.365334,0.370205,0.373854,0.373854,0.374007,2.35247,2.36535,2.3544,0.00211235,2.33026,2.33661,2.33901,2.35247,2.36617,2.36617,2.36652,-9999,-9999
20030108,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.295,0.544,2.044,2.547,3.019,1.295,0.0,0.544,2.044,0.0,2.547,3.019,0.0,118.434,147.725,0.666667,64.683,64.305,0.666667,-9999,-9999,249.264,249.264,0.0,-9999,-9999,257.915,257.915,0.0,-9999,-9999,1.789,1.789,0.0,95.25,95.25,0.0,0.0,0.0,1.0,1.932,1.932,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-0.766,1.0,5.36872,3.0,48.1714,0.0,-9999,-9999,-9999,-9999,-9999,86.4089,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,30,18,0,0,-6.23479,0.0,-9999,-9999,-6.22375,0.0,-9999,-9999,-6.43936,0.0,0.0390547,-6.89895,-6.70291,-6.62541,-6.28014,-6.23917,-6.22375,-6.2196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.09453,3.36392,0.0,-9999,-9999,-14.1975,2.10469,0.0,-9999,-9999,-1.0775,3.38398,0.0,-9999,-9999,-14.1975,2.10469,0.0,-9999,-9999,-2.11855,-1.81629,-1.6968,-1.16445,-1.10128,-1.0775,-1.07111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.1975,-14.1975,-14.1975,-14.1975,-14.1975,-14.1975,-14.1975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.22487,1.41172,1.26871,0.0205783,1.10774,1.16879,1.1866,1.1866,1.38025,1.41172,1.52693,7.59315,7.63547,7.70806,0.0502064,7.40621,7.42577,7.45273,7.59315,7.93737,8.00566,8.30796,0.311685,0.311685,0.308812,0.000578901,0.301792,0.304,0.304868,0.308933,0.311979,0.311979,0.312107,2.50727,2.51992,2.50905,0.0021186,2.48445,2.49127,2.49386,2.50768,2.5208,2.5208,2.52118,-9999,-9999
20030109,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-6.656,-6.488,6.167,-6.934,1.907,-6.656,0.0,-6.488,6.167,0.0,-6.934,1.907,0.0,119.458,125.441,0.666667,44.508,44.15,0.666667,-9999,-9999,246.413,246.413,0.0,-9999,-9999,254.522,254.522,0.0,-9999,-9999,0.418,0.418,0.0,96.041,96.041,0.0,1.711,1.2,1.0,1.909,1.909,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-0.653,1.0,6.82598,3.0,43.0663,0.0,-9999,-9999,-9999,-9999,-9999,100.679,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,30,18,0,0,-5.57083,0.0,-9999,-9999,-5.50924,0.0,-9999,-9999,-5.69323,0.0,0.061477,-6.45981,-6.16985,-5.97864,-5.57083,-5.2886,-5.2886,-5.28034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.717892,2.61931,0.0,-9999,-9999,-13.119,2.21895,0.0,-9999,-9999,-0.62293,2.72578,0.0,-9999,-9999,-13.119,2.21895,0.0,-9999,-9999,-2.08856,-1.64149,-1.34667,-0.717892,-0.282743,-0.282743,-0.270004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.119,-13.119,-13.119,-13.119,-13.119,-13.119,-13.119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99745,1.1573,0.913895,0.0250398,0.597141,0.709525,0.90207,0.966292,0.966292,1.03368,1.1573,6.65053,6.66654,6.60713,0.0551962,6.24663,6.24663,6.25489,6.60631,6.767,6.92083,7.3838,0.0882025,0.0882025,0.0873893,0.000163818,0.0854029,0.0860278,0.0862735,0.0874238,0.0882856,0.0882856,0.0883218,2.10468,2.11692,2.1066,0.00197657,2.08427,2.0899,2.09203,2.10468,2.11765,2.11765,2.11795,-9999,-9999
20030110,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-15.913,-16.187,1.428,-15.457,0.575,-15.913,0.0,-16.187,1.428,0.0,-15.457,0.575,0.0,120.54,153.461,0.666667,54.717,54.408,0.666667,-9999,-9999,190.981,190.981,0.0,-9999,-9999,188.554,188.554,0.0,-9999,-9999,0.034,0.034,0.0,97.03,97.03,0.0,0.138,0.0,1.0,1.955,1.955,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-1.847,1.0,4.83392,3.0,36.6197,0.0,-9999,-9999,-9999,-9999,-9999,59.2914,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,30,18,0,0,-5.56216,0.0,-9999,-9999,-5.57868,0.0,-9999,-9999,-5.73673,0.0,0.0415753,-6.31677,-5.98943,-5.84411,-5.57908,-5.53094,-5.52894,-5.52894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.835534,2.83064,0.0,-9999,-9999,-12.9007,2.49928,0.0,-9999,-9999,-0.861006,2.81054,0.0,-9999,-9999,-12.9007,2.49928,0.0,-9999,-9999,-1.99902,-1.49432,-1.27026,-0.86162,-0.787407,-0.784316,-0.784316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.9007,-12.9007,-12.9007,-12.9007,-12.9007,-12.9007,-12.9007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.697387,0.819314,0.532501,0.0346516,0.144391,0.201623,0.414946,0.675602,0.675602,0.675602,0.819314,6.38557,6.39799,6.26922,0.0322925,6.02418,6.11869,6.20454,6.24943,6.34193,6.38557,6.73172,0.00255464,0.00255464,0.00253107,4.74474e-06,0.00247352,0.00249164,0.00249869,0.00253203,0.002557,0.002557,0.00255806,2.34068,2.35332,2.34256,0.00207977,2.31873,2.32505,2.32745,2.34074,2.35414,2.35414,2.35449,-9999,-9999
