TIMESTAMP,TA_F_MDS,TA_F_MDS_QC,TA_F_MDS_NIGHT,TA_F_MDS_NIGHT_SD,TA_F_MDS_NIGHT_QC,TA_F_MDS_DAY,TA_F_MDS_DAY_SD,TA_F_MDS_DAY_QC,TA_ERA,TA_ERA_NIGHT,TA_ERA_NIGHT_SD,TA_ERA_DAY,TA_ERA_DAY_SD,TA_F,TA_F_QC,TA_F_NIGHT,TA_F_NIGHT_SD,TA_F_NIGHT_QC,TA_F_DAY,TA_F_DAY_SD,TA_F_DAY_QC,SW_IN_POT,SW_IN_F_MDS,SW_IN_F_MDS_QC,SW_IN_ERA,SW_IN_F,SW_IN_F_QC,LW_IN_F_MDS,LW_IN_F_MDS_QC,LW_IN_ERA,LW_IN_F,LW_IN_F_QC,LW_IN_JSB,LW_IN_JSB_QC,LW_IN_JSB_ERA,LW_IN_JSB_F,LW_IN_JSB_F_QC,VPD_F_MDS,VPD_F_MDS_QC,VPD_ERA,VPD_F,VPD_F_QC,PA_ERA,PA_F,PA_F_QC,P_ERA,P_F,P_F_QC,WS_ERA,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_4,TS_F_MDS_3,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_4_QC,TS_F_MDS_3_QC,SWC_F_MDS_1,SWC_F_MDS_2,SWC_F_MDS_3,SWC_F_MDS_1_QC,SWC_F_MDS_2_QC,SWC_F_MDS_3_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_CORR_25,LE_CORR_75,LE_RANDUNC,LE_CORR_JOINTUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_CORR_25,H_CORR_75,H_RANDUNC,H_CORR_JOINTUNC,EBC_CF_N,EBC_CF_METHOD,NIGHT_D,DAY_D,NIGHT_RANDUNC_N,DAY_RANDUNC_N,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_REF_JOINTUNC,NEE_VUT_USTAR50,NEE_VUT_USTAR50_QC,NEE_VUT_USTAR50_RANDUNC,NEE_VUT_USTAR50_JOINTUNC,NEE_VUT_MEAN,NEE_VUT_MEAN_QC,NEE_VUT_SE,NEE_VUT_05,NEE_VUT_16,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_84,NEE_VUT_95,NEE_VUT_05_QC,NEE_VUT_16_QC,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,NEE_VUT_84_QC,NEE_VUT_95_QC,NEE_VUT_REF_NIGHT,NEE_VUT_REF_NIGHT_SD,NEE_VUT_REF_NIGHT_QC,NEE_VUT_REF_NIGHT_RANDUNC,NEE_VUT_REF_NIGHT_JOINTUNC,NEE_VUT_REF_DAY,NEE_VUT_REF_DAY_SD,NEE_VUT_REF_DAY_QC,NEE_VUT_REF_DAY_RANDUNC,NEE_VUT_REF_DAY_JOINTUNC,NEE_VUT_USTAR50_NIGHT,NEE_VUT_USTAR50_NIGHT_SD,NEE_VUT_USTAR50_NIGHT_QC,NEE_VUT_USTAR50_NIGHT_RANDUNC,NEE_VUT_USTAR50_NIGHT_JOINTUNC,NEE_VUT_USTAR50_DAY,NEE_VUT_USTAR50_DAY_SD,NEE_VUT_USTAR50_DAY_QC,NEE_VUT_USTAR50_DAY_RANDUNC,NEE_VUT_USTAR50_DAY_JOINTUNC,NEE_VUT_05_NIGHT,NEE_VUT_16_NIGHT,NEE_VUT_25_NIGHT,NEE_VUT_50_NIGHT,NEE_VUT_75_NIGHT,NEE_VUT_84_NIGHT,NEE_VUT_95_NIGHT,NEE_VUT_05_NIGHT_QC,NEE_VUT_16_NIGHT_QC,NEE_VUT_25_NIGHT_QC,NEE_VUT_50_NIGHT_QC,NEE_VUT_75_NIGHT_QC,NEE_VUT_84_NIGHT_QC,NEE_VUT_95_NIGHT_QC,NEE_VUT_05_DAY,NEE_VUT_16_DAY,NEE_VUT_25_DAY,NEE_VUT_50_DAY,NEE_VUT_75_DAY,NEE_VUT_84_DAY,NEE_VUT_95_DAY,NEE_VUT_05_DAY_QC,NEE_VUT_16_DAY_QC,NEE_VUT_25_DAY_QC,NEE_VUT_50_DAY_QC,NEE_VUT_75_DAY_QC,NEE_VUT_84_DAY_QC,NEE_VUT_95_DAY_QC,RECO_NT_VUT_REF,RECO_NT_VUT_USTAR50,RECO_NT_VUT_MEAN,RECO_NT_VUT_SE,RECO_NT_VUT_05,RECO_NT_VUT_16,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,RECO_NT_VUT_84,RECO_NT_VUT_95,GPP_NT_VUT_REF,GPP_NT_VUT_USTAR50,GPP_NT_VUT_MEAN,GPP_NT_VUT_SE,GPP_NT_VUT_05,GPP_NT_VUT_16,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,GPP_NT_VUT_84,GPP_NT_VUT_95,RECO_DT_VUT_REF,RECO_DT_VUT_USTAR50,RECO_DT_VUT_MEAN,RECO_DT_VUT_SE,RECO_DT_VUT_05,RECO_DT_VUT_16,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,RECO_DT_VUT_84,RECO_DT_VUT_95,GPP_DT_VUT_REF,GPP_DT_VUT_USTAR50,GPP_DT_VUT_MEAN,GPP_DT_VUT_SE,GPP_DT_VUT_05,GPP_DT_VUT_16,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,GPP_DT_VUT_84,GPP_DT_VUT_95,RECO_SR,RECO_SR_N
20050720,13.712,1.0,12.208,1.221,1.0,14.331,1.226,1.0,13.778,12.934,0.458,14.125,1.005,13.712,1.0,12.208,1.221,1.0,14.331,1.226,1.0,453.237,158.661,1.0,186.328,158.661,1.0,-9999,-9999,328.478,328.478,0.0,369.502,1.0,343.824,369.502,1.0,2.327,1.0,2.495,2.327,1.0,99.742,99.691,1.0,6.115,11.74,1.0,4.025,2.364,1.0,0.382670833333,1.0,93.514463125,1.0,353.238846875,1.0,383.645,1.0,15.664,16.183,16.578,16.316,1.0,1.0,1.0,1.0,25.626,23.826,23.066,1.0,1.0,1.0,-7.96892,-9999,5.6003,0.8125,27.9066,16.842,33.4825,0.717437,12.3563,9.59639,1.0,47.8194,28.8596,57.3739,1.51973,21.192,12.0,1,14,34,14,34,-2.18958,0.333333,0.268281,0.455334,-2.18958,0.333333,0.268931,0.455717,-2.26046,0.354167,0.0431943,-2.8811,-2.6763,-2.21055,-2.20039,-2.1912,-1.94049,-1.91379,0.1875,0.229167,0.333333,0.354167,0.354167,0.375,0.645833,4.00853,0.293771,0.0,0.219412,0.222563,-4.62937,5.43541,0.470588,0.353622,0.59735,4.00853,0.293771,0.0,0.220829,0.22396,-4.62937,5.43541,0.470588,0.354385,0.597802,3.58834,3.93711,3.98022,3.99358,4.01174,4.01174,4.02151,0.0,0.0,0.0,0.0,0.0,0.0,0.785714,-5.39458,-5.25834,-4.6521,-4.63674,-4.62937,-4.29547,-4.27282,0.264706,0.323529,0.470588,0.470588,0.5,0.529412,0.588235,3.67733,3.67733,3.68094,0.0103224,3.55782,3.60299,3.64061,3.6925,3.72857,3.73682,3.74096,5.86691,5.86691,5.94139,0.0373845,5.61759,5.67451,5.80664,5.891,5.94036,6.31922,6.43387,3.27332,3.25941,3.29141,0.0260988,2.95706,3.21522,3.25941,3.27081,3.2964,3.45575,3.56287,6.71262,6.72558,6.65844,0.0188854,6.42737,6.46234,6.63276,6.69566,6.71395,6.72558,6.85119,-9999,-9999
20050721,16.139,1.0,13.855,0.615,1.0,17.08,2.032,1.0,15.582,14.073,0.81,16.204,1.75,16.139,1.0,13.855,0.615,1.0,17.08,2.032,1.0,451.187,143.655,1.0,144.771,143.655,1.0,-9999,-9999,347.965,347.965,0.0,392.234,1.0,361.807,392.234,1.0,3.062,1.0,2.531,3.062,1.0,99.352,99.413,1.0,7.385,2.5,1.0,3.328,1.423,1.0,0.250621041667,1.0,85.1033082708,1.0,331.845083958,1.0,384.823,1.0,17.187,16.629,16.223,16.347,1.0,1.0,1.0,1.0,26.964,24.641,23.447,1.0,1.0,1.0,-0.360358,-9999,12.6933,0.25,63.2513,38.1729,75.8891,1.08478,27.9797,11.7802,1.0,58.7015,35.427,70.4303,1.48243,25.9899,12.0,1,14,34,14,34,-2.29527,0.0,0.282286,0.292624,-2.29527,0.0,0.280411,0.290815,-2.26346,0.0104167,0.0102832,-2.3469,-2.32089,-2.30604,-2.29527,-2.21043,-2.16671,-2.15379,0.0,0.0208333,0.0,0.0,0.0,0.0208333,0.0625,3.80391,0.0331116,0.0,0.2317,0.234988,-4.68889,6.38242,0.0,0.371995,0.38425,3.80391,0.0331116,0.0,0.2317,0.234988,-4.68889,6.38242,0.0,0.369361,0.3817,3.6942,3.76253,3.78366,3.81849,3.82139,3.84087,3.86082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.74369,-4.72976,-4.70735,-4.69082,-4.56329,-4.53722,-4.48532,0.0,0.0,0.0,0.0,0.0294118,0.0294118,0.0294118,4.06846,4.06846,4.12732,0.012395,4.05234,4.06846,4.09954,4.10937,4.12139,4.14579,4.25129,6.36373,6.36373,6.39077,0.0115705,6.25519,6.31471,6.34634,6.3987,6.42977,6.44419,6.4936,3.86655,3.86913,3.84425,0.0214458,3.57279,3.75142,3.81245,3.84145,3.86913,3.88522,4.11357,6.23323,6.24111,6.1942,0.0175382,5.98729,6.02093,6.18494,6.2172,6.23434,6.24111,6.40531,-9999,-9999
20050722,16.023,1.0,12.789,0.545,1.0,17.355,2.387,1.0,16.607,13.962,0.72,17.696,2.131,16.023,1.0,12.789,0.545,1.0,17.355,2.387,1.0,449.078,185.372,1.0,236.319,185.372,1.0,-9999,-9999,333.086,333.086,0.0,381.425,1.0,348.076,381.425,1.0,3.476,1.0,4.61,3.476,1.0,99.74,99.825,1.0,2.173,8.82,1.0,1.906,0.898,1.0,0.179793541667,1.0,101.699189583,1.0,414.482926875,1.0,374.617,1.0,17.096,16.889,16.376,16.645,1.0,1.0,1.0,1.0,26.979,24.955,23.677,1.0,1.0,1.0,-3.64089,-9999,14.065,0.6875,70.0869,45.9941,84.0906,1.23163,28.2674,16.7903,1.0,83.6672,54.9061,100.384,1.5691,33.749,12.0,1,14,34,14,34,-3.76064,0.25,0.304248,0.305727,-3.76064,0.25,0.306895,0.308361,-3.81621,0.276042,0.00909639,-3.99217,-3.83787,-3.83232,-3.802,-3.78381,-3.77779,-3.76064,0.25,0.25,0.3125,0.333333,0.25,0.3125,0.25,3.84644,0.0367044,0.0,0.225826,0.230326,-6.69996,5.74282,0.352941,0.403332,0.405458,3.84644,0.0367044,0.0,0.225826,0.230326,-6.69996,5.74282,0.352941,0.407026,0.409134,3.66462,3.79674,3.80679,3.84794,3.86755,3.88735,3.90616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.93192,-6.80867,-6.80526,-6.75128,-6.72872,-6.72572,-6.69996,0.352941,0.352941,0.352941,0.352941,0.441176,0.441176,0.441176,4.15007,4.15007,4.20415,0.0116802,4.13451,4.15007,4.17747,4.18642,4.20047,4.22686,4.32295,7.91071,7.91071,8.02036,0.0155507,7.91071,7.9274,7.96764,8.00464,8.02437,8.08249,8.23658,3.87512,3.8784,3.86171,0.0237988,3.57424,3.77484,3.82005,3.84805,3.8784,3.89778,4.17418,7.92558,7.93537,7.89266,0.0219549,7.63541,7.70713,7.88829,7.9078,7.93098,7.94028,8.18883,-9999,-9999
20050723,14.623,1.0,12.72,0.652,1.0,15.407,1.573,1.0,14.982,13.299,0.329,15.675,1.556,14.623,1.0,12.72,0.652,1.0,15.407,1.573,1.0,446.912,135.703,1.0,188.808,135.703,1.0,-9999,-9999,355.444,355.444,0.0,379.783,1.0,368.708,379.783,1.0,2.63,1.0,3.15,2.63,1.0,99.502,99.495,1.0,0.074,0.13,1.0,3.383,2.338,1.0,0.379878333333,1.0,84.93364875,1.0,333.346829167,1.0,372.342,1.0,16.01,16.331,16.309,16.315,1.0,1.0,1.0,1.0,27.046,25.31,23.995,1.0,1.0,1.0,-8.13118,-9999,9.25139,0.833333,42.8081,30.253,50.7753,0.960887,15.2433,13.7755,1.0,63.7421,45.0473,75.6055,1.36037,22.6933,12.0,1,14,34,14,34,-1.83988,0.291667,0.286329,0.296828,-1.83988,0.291667,0.286266,0.296767,-1.93777,0.341667,0.0114458,-2.09591,-2.00474,-1.98048,-1.96455,-1.85953,-1.84825,-1.83988,0.270833,0.4375,0.416667,0.416667,0.291667,0.291667,0.291667,4.28826,0.546509,0.428571,0.225035,0.225891,-4.2688,6.25552,0.235294,0.378353,0.390886,4.28826,0.546509,0.428571,0.225543,0.226397,-4.2688,6.25552,0.235294,0.378213,0.390751,4.18071,4.27127,4.28365,4.29481,4.29989,4.31056,4.32095,0.428571,0.428571,0.428571,0.428571,0.428571,0.428571,0.428571,-4.57284,-4.47657,-4.46553,-4.4443,-4.29934,-4.28019,-4.2688,0.205882,0.235294,0.235294,0.235294,0.411765,0.411765,0.411765,4.06388,4.06388,4.07558,0.00738294,3.97707,4.03928,4.0525,4.06923,4.09965,4.10224,4.15598,5.90375,5.90375,6.01335,0.01365,5.89817,5.90375,5.91785,6.0239,6.08183,6.0883,6.15271,3.54818,3.54084,3.5726,0.0281056,3.21807,3.49564,3.51587,3.54818,3.57994,3.72201,3.90413,6.20718,6.20643,6.18498,0.0185353,5.98594,6.01671,6.1762,6.19196,6.20643,6.21483,6.4512,-9999,-9999
20050724,13.788,1.0,12.781,0.446,1.0,14.203,0.963,1.0,13.551,12.31,0.317,14.062,1.143,13.788,1.0,12.781,0.446,1.0,14.203,0.963,1.0,444.689,111.993,1.0,186.107,111.993,1.0,-9999,-9999,347.939,347.939,0.0,368.856,1.0,361.783,368.856,1.0,3.636,1.0,3.737,3.636,1.0,99.563,99.537,1.0,0.21,0.32,1.0,3.678,2.505,1.0,0.414518958333,1.0,75.3594270833,1.0,263.210322292,1.0,364.227,1.0,14.998,15.441,15.801,15.546,1.0,1.0,1.0,1.0,26.152,24.954,23.826,1.0,1.0,1.0,-9.60475,1.0,6.73772,0.979167,29.2802,20.0335,35.3264,0.779719,11.3632,10.4212,1.0,45.2876,30.9859,54.6394,1.09421,17.5682,12.0,1,14,34,14,34,-1.73217,0.833333,0.294584,0.3168,-1.73217,0.833333,0.296136,0.318244,-1.84689,0.832812,0.015592,-2.00603,-1.96526,-1.92801,-1.88316,-1.75836,-1.73217,-1.68883,0.75,0.75,0.75,0.895833,0.854167,0.833333,0.979167,4.69719,0.0825562,1.0,0.213727,0.214047,-4.29066,6.27717,0.764706,0.390983,0.42147,4.69719,0.0825562,1.0,0.213727,0.214047,-4.29066,6.27717,0.764706,0.393146,0.423478,4.65003,4.6738,4.6738,4.69152,4.69719,4.69719,4.70388,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-4.64381,-4.60543,-4.55708,-4.48643,-4.32904,-4.29066,-4.22763,0.647059,0.647059,0.647059,0.764706,0.852941,0.852941,0.970588,4.04444,4.04444,4.03012,0.0106008,3.84768,3.96103,3.99811,4.04444,4.07694,4.08374,4.08833,5.77661,5.77661,5.877,0.0139567,5.68601,5.77661,5.80919,5.87752,5.96208,5.97084,5.9782,3.36939,3.35664,3.4185,0.0337275,3.02415,3.32283,3.34463,3.37106,3.40725,3.68772,3.74651,5.73581,5.72291,5.71652,0.019794,5.51866,5.55749,5.69743,5.71373,5.73039,5.74112,6.00929,-9999,-9999
20050725,14.165,1.0,11.473,0.608,1.0,15.273,2.044,1.0,13.714,11.272,0.677,14.719,2.016,14.165,1.0,11.473,0.608,1.0,15.273,2.044,1.0,442.41,204.456,1.0,194.428,204.456,1.0,-9999,-9999,322.734,322.734,0.0,364.098,1.0,338.524,364.098,1.0,4.622,1.0,5.081,4.622,1.0,99.515,99.525,1.0,0.0,0.03,1.0,1.865,1.324,1.0,0.253239583333,1.0,133.375170625,1.0,434.166528333,1.0,367.678,1.0,15.807,15.571,15.377,15.385,1.0,1.0,1.0,1.0,25.19,24.422,23.572,1.0,1.0,1.0,-3.07116,-9999,21.2182,0.916667,92.2083,59.8647,111.249,1.35659,38.1148,29.3599,1.0,127.589,82.8353,153.936,1.82826,52.738,12.0,1,14,34,14,34,-4.03099,0.75,0.33802,0.367843,-4.03099,0.75,0.338453,0.368241,-3.99645,0.75625,0.0224762,-4.24684,-4.16694,-4.03722,-4.02266,-4.00072,-3.87676,-3.72676,0.854167,0.895833,0.75,0.75,0.75,0.645833,0.666667,4.43401,0.558179,0.785714,0.214827,0.227832,-7.3097,7.40976,0.735294,0.451269,0.531754,4.43401,0.558179,0.785714,0.214827,0.227832,-7.3097,7.40976,0.735294,0.451869,0.532264,4.18156,4.41672,4.43401,4.43552,4.46792,4.56847,4.58906,0.714286,0.714286,0.785714,0.785714,0.785714,0.785714,0.928571,-7.59592,-7.55849,-7.31727,-7.3097,-7.28123,-6.99593,-6.91532,0.617647,0.676471,0.735294,0.735294,0.735294,0.882353,0.882353,4.18569,4.18569,4.17915,0.00841482,4.03164,4.13465,4.16195,4.18663,4.21272,4.2171,4.22062,8.21667,8.21667,8.1756,0.0272093,7.86913,7.91057,8.13414,8.21839,8.25139,8.33795,8.43837,3.49622,3.48762,3.54397,0.0339271,3.15067,3.4438,3.46067,3.49622,3.53622,3.75109,3.94096,9.00585,9.00863,9.01023,0.0261206,8.74199,8.8594,8.98018,8.99517,9.03007,9.0532,9.41715,-9999,-9999
20050726,14.076,1.0,11.513,1.084,1.0,15.131,2.036,1.0,13.768,11.555,1.125,14.68,1.546,14.076,1.0,11.513,1.084,1.0,15.131,2.036,1.0,440.077,187.712,1.0,185.508,187.712,1.0,-9999,-9999,332.961,332.961,0.0,363.891,1.0,347.961,363.891,1.0,4.202,1.0,4.879,4.202,1.0,99.858,99.901,1.0,0.485,0.06,1.0,3.003,1.957,1.0,0.347404166667,1.0,106.547558958,1.0,411.893220833,1.0,368.946,1.0,15.238,15.383,15.377,15.312,1.0,1.0,1.0,1.0,24.102,23.882,23.275,1.0,1.0,1.0,-6.23901,-9999,18.3019,0.9375,59.8492,51.6367,91.1996,1.19039,29.3518,16.725,1.0,54.6924,47.1875,83.3417,1.64325,26.851,12.0,1,14,34,14,34,-3.04418,0.770833,0.312466,0.349567,-3.04418,0.770833,0.312368,0.34948,-3.02013,0.770312,0.0230804,-3.23074,-3.16704,-3.10094,-3.04418,-3.0263,-2.8536,-2.74209,0.854167,0.895833,0.770833,0.770833,0.770833,0.666667,0.666667,4.51572,0.801648,0.642857,0.219216,0.25244,-6.00084,7.77379,0.823529,0.415399,0.510783,4.51572,0.801648,0.642857,0.219198,0.252425,-6.00084,7.77379,0.823529,0.415263,0.510673,4.2212,4.28457,4.49726,4.51374,4.51942,4.53493,4.62763,0.5,0.5,0.642857,0.642857,0.642857,0.642857,0.785714,-6.24943,-6.21408,-6.07047,-6.00084,-5.9811,-5.61962,-5.4947,0.735294,0.735294,0.823529,0.823529,0.823529,0.941176,0.941176,4.2646,4.2646,4.25136,0.0090104,4.08064,4.20707,4.23332,4.2646,4.28733,4.29226,4.2956,7.30877,7.30877,7.27149,0.0285612,6.90195,6.98589,7.22578,7.30877,7.39528,7.40036,7.49985,3.49724,3.4884,3.55463,0.0365959,3.1435,3.44691,3.45912,3.49724,3.54124,3.77631,3.98907,8.20755,8.20696,8.22235,0.0246652,7.98291,8.09761,8.18295,8.19784,8.24182,8.26455,8.61545,-9999,-9999
20050727,14.229,1.0,11.305,1.468,1.0,15.433,1.996,1.0,14.154,12.28,0.453,14.926,1.667,14.229,1.0,11.305,1.468,1.0,15.433,1.996,1.0,437.69,181.872,1.0,215.847,181.872,1.0,-9999,-9999,335.123,335.123,0.0,366.386,1.0,349.956,366.386,1.0,4.477,1.0,4.703,4.477,1.0,100.369,100.406,1.0,0.255,0.2,1.0,2.828,1.822,1.0,0.327401458333,1.0,103.680520208,1.0,389.304742083,1.0,368.631,1.0,15.288,15.324,15.255,15.216,1.0,1.0,1.0,1.0,23.325,23.437,23.052,1.0,1.0,1.0,-5.67671,-9999,19.8314,0.958333,64.8506,55.9518,98.8209,1.24376,31.8028,16.986,1.0,55.5461,47.9241,84.6425,1.66993,27.2702,12.0,1,14,34,14,34,-3.73997,0.854167,0.322538,0.358069,-3.73997,0.854167,0.322945,0.358437,-3.86379,0.854688,0.0219119,-4.12195,-4.05099,-3.94979,-3.87311,-3.74474,-3.73997,-3.70177,0.916667,0.916667,0.854167,0.770833,0.854167,0.854167,0.833333,4.24579,0.325263,0.785714,0.218405,0.220573,-6.83628,6.92701,0.882353,0.429479,0.47353,4.24579,0.325263,0.785714,0.217484,0.21966,-6.83628,6.92701,0.882353,0.430125,0.474115,4.17648,4.18409,4.18693,4.22642,4.24579,4.24579,4.25092,0.571429,0.785714,0.785714,0.785714,0.785714,0.785714,0.785714,-7.33213,-7.23517,-7.09632,-7.01413,-6.84276,-6.83628,-6.77873,0.852941,0.852941,0.882353,0.882353,0.882353,0.970588,0.970588,4.3761,4.3761,4.36283,0.00844351,4.19495,4.33018,4.35183,4.3761,4.39398,4.39802,4.40076,8.11608,8.11608,8.22661,0.0248459,8.05143,8.08375,8.09502,8.13188,8.34952,8.40365,8.51997,3.55835,3.55107,3.62027,0.0384564,3.19853,3.50765,3.51489,3.55835,3.60566,3.81863,4.10717,8.78091,8.76737,8.80107,0.029418,8.54865,8.62841,8.74292,8.76837,8.81034,8.83822,9.28549,-9999,-9999
20050728,14.271,1.0,11.458,2.161,1.0,15.429,2.091,1.0,15.473,13.491,1.474,16.289,2.561,14.271,1.0,11.458,2.161,1.0,15.429,2.091,1.0,435.25,102.234,1.0,190.279,102.234,1.0,-9999,-9999,361.064,361.064,0.0,375.963,1.0,373.894,375.963,1.0,2.833,1.0,3.767,2.833,1.0,100.509,100.608,1.0,0.221,0.06,1.0,0.809,0.62,1.0,0.133411666667,1.0,62.0321686875,1.0,246.525450833,1.0,392.983,1.0,15.019,14.935,14.988,14.857,1.0,1.0,1.0,1.0,22.486,22.91,22.782,1.0,1.0,1.0,-4.30031,-9999,11.0615,1.0,36.1721,31.2086,51.1837,0.976256,14.8395,14.1599,1.0,46.3044,39.9506,65.521,1.42711,19.0088,13.0,1,14,34,14,34,-0.945512,0.854167,0.262714,0.271089,-0.945512,0.854167,0.262043,0.270439,-1.02337,0.850521,0.00841515,-1.10244,-1.08289,-1.06218,-1.03579,-0.952256,-0.949159,-0.945512,0.875,0.770833,0.770833,0.854167,0.854167,0.854167,0.854167,4.23731,0.18912,0.571429,0.219092,0.224148,-3.03109,5.81465,0.970588,0.345834,0.356076,4.23731,0.18912,0.571429,0.217998,0.223079,-3.03109,5.81465,0.970588,0.345008,0.355274,4.16176,4.16821,4.18688,4.22216,4.24052,4.2629,4.31549,0.428571,0.571429,0.571429,0.571429,0.571429,0.571429,0.571429,-3.24953,-3.20563,-3.17686,-3.15376,-3.04159,-3.03605,-3.03109,0.911765,0.970588,0.970588,0.970588,0.970588,1.0,1.0,4.47469,4.47469,4.45868,0.00842644,4.28312,4.43344,4.45091,4.47469,4.48781,4.48935,4.49404,5.42021,5.42021,5.48205,0.0104582,5.36601,5.40819,5.43229,5.47891,5.53676,5.54913,5.57609,3.59357,3.58713,3.66228,0.0408428,3.22619,3.54013,3.55194,3.59357,3.64464,3.85339,4.19742,5.61887,5.59413,5.63225,0.0234808,5.46224,5.47778,5.57434,5.60286,5.62611,5.67194,6.01737,-9999,-9999
20050729,16.243,1.0,14.0,2.501,1.0,17.167,2.027,1.0,18.232,15.67,2.029,19.287,2.545,16.243,1.0,14.0,2.501,1.0,17.167,2.027,1.0,432.758,76.418,1.0,159.361,76.418,1.0,-9999,-9999,383.584,383.584,0.0,397.911,1.0,394.676,397.911,1.0,1.873,1.0,2.66,1.873,1.0,100.408,100.524,1.0,8.642,0.0,1.0,1.736,1.154,1.0,0.218678958333,1.0,46.7154672292,1.0,204.066573542,1.0,389.699,1.0,16.036,15.511,15.065,15.231,1.0,1.0,1.0,1.0,22.027,22.506,22.597,1.0,1.0,1.0,-0.676041,-9999,3.24386,1.0,11.8374,9.15216,16.1644,0.783721,5.25682,6.57014,1.0,23.9756,18.5369,32.7394,1.10446,10.586,14.0,1,14,34,14,34,-0.365128,1.0,0.257189,0.260239,-0.365128,1.0,0.256887,0.259941,-0.384785,1.0,0.0104961,-0.592993,-0.420389,-0.401464,-0.369426,-0.345755,-0.340935,-0.333762,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.10989,0.180934,1.0,0.231452,0.234356,-2.18904,4.46347,1.0,0.336662,0.339128,4.10989,0.180934,1.0,0.230777,0.233688,-2.18904,4.46347,1.0,0.336313,0.338782,3.92644,4.05118,4.06376,4.10989,4.11851,4.12473,4.12473,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-2.4235,-2.24523,-2.2158,-2.19489,-2.16503,-2.16358,-2.15248,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.85763,4.85763,4.89037,0.0102789,4.83481,4.84496,4.85172,4.8638,4.90571,4.91713,5.00496,5.22276,5.22276,5.27516,0.0139487,5.19091,5.19966,5.20571,5.23079,5.31799,5.34188,5.46056,4.09688,4.10445,4.13492,0.0435928,3.72534,4.01522,4.03994,4.06259,4.12426,4.14905,4.77583,4.75017,4.71736,4.76383,0.0237469,4.57994,4.62857,4.7059,4.72875,4.75017,4.81209,5.14536,-9999,-9999
20050730,17.079,1.0,15.741,0.619,1.0,17.63,1.296,1.0,16.804,15.898,0.818,17.176,0.721,17.079,1.0,15.741,0.619,1.0,17.63,1.296,1.0,430.216,63.053,1.0,59.229,63.053,1.0,-9999,-9999,388.465,388.465,0.0,404.498,1.0,399.18,404.498,1.0,1.604,1.0,0.634,1.604,1.0,99.894,99.936,1.0,10.89,5.42,1.0,1.958,1.529,1.0,0.270160416667,1.0,40.4650579167,1.0,174.186547917,1.0,386.953,1.0,17.013,16.32,15.464,15.929,1.0,1.0,1.0,1.0,22.138,22.394,22.55,1.0,1.0,1.0,-1.01313,1.0,2.30255,1.0,7.73742,6.49637,11.4738,0.727946,3.76081,7.27023,1.0,24.4307,20.5121,36.228,1.06405,11.6985,15.0,1,14,34,14,34,0.536853,1.0,0.239271,0.245984,0.536853,1.0,0.238276,0.245017,0.473447,1.0,0.00875058,0.371067,0.422703,0.4234,0.475092,0.536853,0.536853,0.539196,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.33823,0.555653,1.0,0.224062,0.224338,-1.05597,3.79127,1.0,0.312166,0.322033,4.33823,0.555653,1.0,0.223923,0.2242,-1.05597,3.79127,1.0,0.310772,0.320682,4.30513,4.32509,4.33823,4.33858,4.34668,4.34738,4.34738,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.28166,-1.21418,-1.21408,-1.13271,-1.05597,-1.05597,-1.05597,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.07955,5.07955,5.12989,0.0151454,5.04241,5.04991,5.0609,5.08046,5.16685,5.21392,5.29517,4.5427,4.5427,4.65644,0.0188855,4.50556,4.54126,4.5472,4.64832,4.6799,4.71201,4.86953,4.50697,4.52043,4.47739,0.0457214,4.03024,4.22815,4.34967,4.44556,4.52902,4.52975,5.14929,3.99926,3.97176,3.98721,0.020229,3.7977,3.88248,3.91581,3.97269,3.9989,3.99926,4.31144,-9999,-9999
