TIMESTAMP,TA_F_MDS,TA_F_MDS_QC,TA_F_MDS_NIGHT,TA_F_MDS_NIGHT_SD,TA_F_MDS_NIGHT_QC,TA_F_MDS_DAY,TA_F_MDS_DAY_SD,TA_F_MDS_DAY_QC,TA_ERA,TA_ERA_NIGHT,TA_ERA_NIGHT_SD,TA_ERA_DAY,TA_ERA_DAY_SD,TA_F,TA_F_QC,TA_F_NIGHT,TA_F_NIGHT_SD,TA_F_NIGHT_QC,TA_F_DAY,TA_F_DAY_SD,TA_F_DAY_QC,SW_IN_POT,SW_IN_F_MDS,SW_IN_F_MDS_QC,SW_IN_ERA,SW_IN_F,SW_IN_F_QC,LW_IN_F_MDS,LW_IN_F_MDS_QC,LW_IN_ERA,LW_IN_F,LW_IN_F_QC,LW_IN_JSB,LW_IN_JSB_QC,LW_IN_JSB_ERA,LW_IN_JSB_F,LW_IN_JSB_F_QC,VPD_F_MDS,VPD_F_MDS_QC,VPD_ERA,VPD_F,VPD_F_QC,PA_ERA,PA_F,PA_F_QC,P_ERA,P_F,P_F_QC,WS_ERA,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_4,TS_F_MDS_3,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_4_QC,TS_F_MDS_3_QC,SWC_F_MDS_1,SWC_F_MDS_2,SWC_F_MDS_3,SWC_F_MDS_1_QC,SWC_F_MDS_2_QC,SWC_F_MDS_3_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_CORR_25,LE_CORR_75,LE_RANDUNC,LE_CORR_JOINTUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_CORR_25,H_CORR_75,H_RANDUNC,H_CORR_JOINTUNC,EBC_CF_N,EBC_CF_METHOD,NIGHT_D,DAY_D,NIGHT_RANDUNC_N,DAY_RANDUNC_N,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_REF_JOINTUNC,NEE_VUT_USTAR50,NEE_VUT_USTAR50_QC,NEE_VUT_USTAR50_RANDUNC,NEE_VUT_USTAR50_JOINTUNC,NEE_VUT_MEAN,NEE_VUT_MEAN_QC,NEE_VUT_SE,NEE_VUT_05,NEE_VUT_16,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_84,NEE_VUT_95,NEE_VUT_05_QC,NEE_VUT_16_QC,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,NEE_VUT_84_QC,NEE_VUT_95_QC,NEE_VUT_REF_NIGHT,NEE_VUT_REF_NIGHT_SD,NEE_VUT_REF_NIGHT_QC,NEE_VUT_REF_NIGHT_RANDUNC,NEE_VUT_REF_NIGHT_JOINTUNC,NEE_VUT_REF_DAY,NEE_VUT_REF_DAY_SD,NEE_VUT_REF_DAY_QC,NEE_VUT_REF_DAY_RANDUNC,NEE_VUT_REF_DAY_JOINTUNC,NEE_VUT_USTAR50_NIGHT,NEE_VUT_USTAR50_NIGHT_SD,NEE_VUT_USTAR50_NIGHT_QC,NEE_VUT_USTAR50_NIGHT_RANDUNC,NEE_VUT_USTAR50_NIGHT_JOINTUNC,NEE_VUT_USTAR50_DAY,NEE_VUT_USTAR50_DAY_SD,NEE_VUT_USTAR50_DAY_QC,NEE_VUT_USTAR50_DAY_RANDUNC,NEE_VUT_USTAR50_DAY_JOINTUNC,NEE_VUT_05_NIGHT,NEE_VUT_16_NIGHT,NEE_VUT_25_NIGHT,NEE_VUT_50_NIGHT,NEE_VUT_75_NIGHT,NEE_VUT_84_NIGHT,NEE_VUT_95_NIGHT,NEE_VUT_05_NIGHT_QC,NEE_VUT_16_NIGHT_QC,NEE_VUT_25_NIGHT_QC,NEE_VUT_50_NIGHT_QC,NEE_VUT_75_NIGHT_QC,NEE_VUT_84_NIGHT_QC,NEE_VUT_95_NIGHT_QC,NEE_VUT_05_DAY,NEE_VUT_16_DAY,NEE_VUT_25_DAY,NEE_VUT_50_DAY,NEE_VUT_75_DAY,NEE_VUT_84_DAY,NEE_VUT_95_DAY,NEE_VUT_05_DAY_QC,NEE_VUT_16_DAY_QC,NEE_VUT_25_DAY_QC,NEE_VUT_50_DAY_QC,NEE_VUT_75_DAY_QC,NEE_VUT_84_DAY_QC,NEE_VUT_95_DAY_QC,RECO_NT_VUT_REF,RECO_NT_VUT_USTAR50,RECO_NT_VUT_MEAN,RECO_NT_VUT_SE,RECO_NT_VUT_05,RECO_NT_VUT_16,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,RECO_NT_VUT_84,RECO_NT_VUT_95,GPP_NT_VUT_REF,GPP_NT_VUT_USTAR50,GPP_NT_VUT_MEAN,GPP_NT_VUT_SE,GPP_NT_VUT_05,GPP_NT_VUT_16,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,GPP_NT_VUT_84,GPP_NT_VUT_95,RECO_DT_VUT_REF,RECO_DT_VUT_USTAR50,RECO_DT_VUT_MEAN,RECO_DT_VUT_SE,RECO_DT_VUT_05,RECO_DT_VUT_16,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,RECO_DT_VUT_84,RECO_DT_VUT_95,GPP_DT_VUT_REF,GPP_DT_VUT_USTAR50,GPP_DT_VUT_MEAN,GPP_DT_VUT_SE,GPP_DT_VUT_05,GPP_DT_VUT_16,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,GPP_DT_VUT_84,GPP_DT_VUT_95,RECO_SR,RECO_SR_N
20050228,-0.919,1.0,-1.732,1.574,1.0,0.042,1.572,1.0,-1.873,-3.507,2.814,0.057,1.503,-0.919,1.0,-1.732,1.574,1.0,0.042,1.572,1.0,165.896,65.237,1.0,58.594,65.237,1.0,-9999,-9999,242.137,242.137,0.0,260.678,1.0,264.148,260.678,1.0,1.102,1.0,1.447,1.102,1.0,100.637,100.464,0.770833,2.703,0.96,1.0,3.631,3.592,1.0,0.219472708333,1.0,15.3887039583,1.0,307.490770833,1.0,384.488,1.0,-0.021,0.207,0.908,0.27,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-6.18149,-9999,0.111668,1.0,-0.0129849,-0.157343,0.171414,0.159855,0.291454,-6.85319,1.0,5.96255,-6.05791,15.3839,1.06391,15.9301,8.0,1,26,22,26,22,0.505603,1.0,0.0663711,0.0747041,0.505603,1.0,0.0653183,0.0737704,0.50626,1.0,0.00686884,0.403441,0.475903,0.480921,0.50513,0.542427,0.544477,0.558747,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.503757,0.1185,1.0,0.0895718,0.0936849,0.467681,0.223561,1.0,0.0909235,0.0991409,0.503757,0.1185,1.0,0.0881349,0.0923121,0.467681,0.223561,1.0,0.0895035,0.0978402,0.359423,0.462873,0.470424,0.502916,0.514152,0.517782,0.541902,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.423463,0.453779,0.455182,0.467681,0.532597,0.532819,0.534338,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1759,1.1759,1.21462,0.0112095,1.14371,1.15573,1.17433,1.18454,1.21545,1.31924,1.35186,0.670294,0.670294,0.708357,0.0165108,0.586018,0.613069,0.619782,0.670294,0.736296,0.843335,0.87094,0.596447,1.08922,0.878235,0.0469611,0.550719,0.578721,0.586387,0.805476,1.09973,1.23416,1.3518,0.325541,0.306134,0.189083,0.02089,0.0523813,0.0533246,0.0569786,0.174574,0.306134,0.339842,0.384187,-9999,-9999
20050301,-1.531,1.0,-1.863,2.018,1.0,-1.14,0.791,1.0,-1.447,-1.976,0.937,-0.822,0.546,-1.531,1.0,-1.863,2.018,1.0,-1.14,0.791,1.0,169.333,53.35,1.0,35.477,53.35,1.0,-9999,-9999,277.273,277.273,0.0,263.183,1.0,296.572,263.183,1.0,0.263,1.0,0.254,0.263,1.0,99.175,99.17,1.0,3.215,3.75,1.0,2.475,1.256,1.0,0.122386785714,0.583333333333,1.65161606875,1.0,309.287597292,1.0,384.802,1.0,-0.045,0.22,0.896,0.281,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-6.11148,-9999,-0.11745,1.0,0.0136573,-0.18029,0.16549,0.146059,0.295017,-1.95127,1.0,0.226898,-2.99528,2.74939,1.21157,4.42747,7.0,1,26,22,26,22,0.379504,1.0,0.0740452,0.0768108,0.379504,1.0,0.0728536,0.0756628,0.367733,1.0,0.00538325,0.268025,0.353504,0.359874,0.379504,0.39157,0.394355,0.395327,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.469132,0.0954825,1.0,0.0962153,0.0996727,0.243481,0.138546,1.0,0.106332,0.107035,0.469132,0.0954825,1.0,0.0945495,0.0980656,0.243481,0.138546,1.0,0.10477,0.105483,0.293009,0.43122,0.441727,0.469132,0.483268,0.483268,0.491844,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.217239,0.233619,0.234594,0.242203,0.255027,0.258106,0.260042,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.28926,1.28926,1.3231,0.0112431,1.24378,1.26948,1.27112,1.28945,1.32027,1.43387,1.45743,0.909755,0.909755,0.955362,0.0149628,0.850026,0.87465,0.886508,0.909755,0.972925,1.08775,1.09756,0.544191,1.06299,0.937265,0.067139,0.524968,0.538628,0.544191,0.933032,1.10226,1.59821,1.75582,0.32542,0.308871,0.218548,0.0269281,0.0365385,0.0423511,0.0468034,0.279194,0.313872,0.442652,0.50579,-9999,-9999
20050302,-4.27,1.0,-4.256,1.118,1.0,-4.286,0.356,1.0,-4.233,-4.799,1.039,-3.565,1.027,-4.27,1.0,-4.256,1.118,1.0,-4.286,0.356,1.0,172.8,87.225,1.0,84.267,87.225,1.0,-9999,-9999,229.657,229.657,0.0,238.919,1.0,252.632,238.919,1.0,0.785,1.0,0.752,0.785,1.0,99.808,99.415,0.833333,0.624,1.39,1.0,4.219,1.907,1.0,-9999,0.0,4.61764652083,1.0,445.998166667,1.0,384.781,1.0,-0.021,0.22,0.875,0.274,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-5.92448,1.0,0.361261,1.0,-0.0420082,-0.509028,0.554551,0.14836,0.802258,-5.31829,1.0,0.618422,-8.1638,7.49363,1.50125,11.7034,7.0,1,26,22,26,22,0.444687,1.0,0.0795671,0.0866832,0.444687,1.0,0.0787127,0.0858996,0.43624,1.0,0.00917066,0.27991,0.415474,0.427744,0.444687,0.480262,0.484266,0.497408,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.79494,0.193969,1.0,0.097971,0.111303,-0.0045195,0.39882,1.0,0.120748,0.121152,0.79494,0.193969,1.0,0.0964707,0.109984,-0.0045195,0.39882,1.0,0.119957,0.120364,0.533435,0.749146,0.769129,0.791002,0.851841,0.854787,0.865606,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.0441229,-0.0118186,-0.00806159,-0.0045195,0.00302993,0.00796731,0.0228125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.21905,1.21905,1.22122,0.00877347,1.09472,1.18016,1.21449,1.21984,1.26027,1.27624,1.30104,0.774366,0.774366,0.784983,0.0135796,0.589048,0.729355,0.741606,0.774849,0.831374,0.87243,0.910533,0.909313,1.28897,1.14092,0.0613241,0.745252,0.762153,0.850589,0.940045,1.36565,1.72335,1.895,0.479419,0.484855,0.405153,0.0287597,0.168853,0.180158,0.245338,0.452932,0.516085,0.641165,0.719608,-9999,-9999
20050303,-3.536,1.0,-2.328,0.023,1.0,-4.963,2.728,1.0,-6.099,-7.541,1.755,-4.394,2.471,-3.536,1.0,-2.328,0.023,1.0,-4.963,2.728,1.0,176.299,152.771,1.0,108.965,152.771,1.0,-9999,-9999,173.869,173.869,0.0,201.215,1.0,201.151,201.215,1.0,1.203,1.0,1.166,1.203,1.0,100.749,100.753,0.354167,0.0,0.0,1.0,2.114,1.812,1.0,0.0731608333333,1.0,34.856200625,1.0,479.962958333,1.0,389.586,1.0,0.043,0.187,0.864,0.247,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-6.22812,-9999,-0.21173,1.0,0.184214,-0.18716,0.344088,0.153651,0.422722,-8.33647,1.0,7.25306,-7.36907,13.5478,1.31017,15.5607,7.0,1,26,22,26,22,0.628118,1.0,0.0735166,0.0754968,0.628118,1.0,0.0722716,0.074285,0.614306,1.0,0.00309561,0.557939,0.598597,0.604828,0.616731,0.628118,0.632952,0.633954,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.936078,0.116307,1.0,0.0964156,0.0982074,0.214346,0.307207,1.0,0.104441,0.105021,0.936078,0.116307,1.0,0.0947598,0.0965824,0.214346,0.307207,1.0,0.102702,0.103292,0.806775,0.898972,0.904057,0.922743,0.936078,0.93632,0.941064,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.19613,0.20072,0.20322,0.214346,0.221608,0.222768,0.223606,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.41547,1.41547,1.45799,0.00787315,1.41179,1.41528,1.41554,1.43283,1.49135,1.52542,1.55995,0.787348,0.787348,0.84368,0.00818563,0.782451,0.787418,0.80105,0.819057,0.884525,0.904199,0.926428,1.92629,2.11984,1.90008,0.0580046,1.34231,1.39825,1.65931,1.86296,2.19095,2.25528,2.41595,0.823472,0.871142,0.77323,0.0273438,0.495184,0.523321,0.65666,0.757271,0.912703,0.941972,1.00941,-9999,-9999
20050304,-3.618,1.0,-3.75,1.784,1.0,-3.463,1.368,1.0,-4.881,-6.183,3.023,-3.343,1.954,-3.618,1.0,-3.75,1.784,1.0,-3.463,1.368,1.0,179.826,112.495,1.0,66.972,112.495,1.0,-9999,-9999,223.375,223.375,0.0,216.812,1.0,246.835,216.812,1.0,1.262,1.0,1.199,1.262,1.0,100.271,100.017,0.666667,0.0,0.22,1.0,4.173,4.271,1.0,0.295465833333,1.0,9.92041520833,1.0,475.016958333,1.0,390.304,1.0,-0.067,0.15,0.838,0.205,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-6.30404,-9999,0.299701,1.0,-0.260752,-0.487051,-0.0348499,0.169733,0.375734,-17.4243,1.0,24.5513,2.02613,28.3166,1.45868,19.5433,6.0,1,26,22,26,22,1.06645,1.0,0.0694596,0.0749697,1.06645,1.0,0.068278,0.0738763,1.06768,1.0,0.00455935,1.03309,1.03551,1.03854,1.06645,1.09163,1.09193,1.10511,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.42552,0.226141,1.0,0.0846262,0.0953296,0.557506,0.716432,1.0,0.106418,0.106678,1.42552,0.226141,1.0,0.0822965,0.0932677,0.557506,0.716432,1.0,0.105587,0.105849,1.37537,1.37826,1.38333,1.42552,1.46551,1.46603,1.49057,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.546259,0.548305,0.552756,0.557506,0.563195,0.563195,0.563195,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.52216,1.52216,1.58066,0.0106709,1.52158,1.52216,1.52529,1.55773,1.61464,1.6259,1.67554,0.455714,0.455714,0.512982,0.00753423,0.455339,0.470188,0.48013,0.494217,0.540813,0.563107,0.583614,2.45545,2.53307,2.30572,0.0550206,1.77446,1.832,2.08486,2.38101,2.53307,2.63786,2.85597,0.92914,0.987589,0.879388,0.0269182,0.616216,0.649526,0.778591,0.917255,0.987589,1.04653,1.14524,-9999,-9999
20050305,-3.277,1.0,-3.217,1.985,1.0,-3.348,0.994,1.0,-3.868,-5.176,1.07,-2.322,1.776,-3.277,1.0,-3.217,1.985,1.0,-3.348,0.994,1.0,183.382,112.451,1.0,102.8,112.451,1.0,-9999,-9999,200.646,200.646,0.0,226.986,1.0,225.861,226.986,1.0,1.352,1.0,1.437,1.352,1.0,100.582,100.219,0.729167,0.0,0.28,1.0,3.232,3.119,1.0,0.171329791667,1.0,-5.09516520833,1.0,437.130708333,1.0,389.874,1.0,-0.104,0.138,0.82,0.189,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-5.80615,-9999,0.0944096,1.0,-0.133026,-0.211928,-0.0109782,0.166235,0.223212,-12.8625,1.0,18.1237,1.49568,28.8735,1.31253,20.3373,7.0,1,26,22,26,22,0.985726,1.0,0.0717565,0.0741609,0.985726,1.0,0.0703285,0.0727802,0.996664,0.994271,0.00322765,0.966983,0.973402,0.984177,0.995919,1.00585,1.01086,1.02668,1.0,1.0,1.0,1.0,0.979167,0.979167,1.0,1.39457,0.17179,1.0,0.09552,0.100147,0.424365,0.411841,1.0,0.100088,0.10085,1.39457,0.17179,1.0,0.0931521,0.0978908,0.424365,0.411841,1.0,0.0987155,0.0994877,1.37364,1.37547,1.37763,1.39457,1.41707,1.43564,1.44229,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.406291,0.418125,0.423191,0.425593,0.428675,0.442867,0.487647,0.954545,0.954545,0.954545,1.0,1.0,1.0,1.0,1.52807,1.52807,1.57677,0.0108569,1.52171,1.52617,1.52768,1.55053,1.60271,1.61375,1.65508,0.542343,0.542343,0.580105,0.00810635,0.539443,0.543366,0.544814,0.559437,0.596861,0.614628,0.645004,2.60126,2.63987,2.5221,0.0423411,2.1029,2.12747,2.37482,2.57258,2.6865,2.77958,2.89042,0.896503,0.939199,0.875366,0.0196596,0.699239,0.712757,0.822977,0.890096,0.967389,1.00909,1.05621,-9999,-9999
20050306,-1.662,1.0,-1.965,1.298,1.0,-1.303,2.277,1.0,-4.174,-6.546,2.3,-1.37,3.275,-1.662,1.0,-1.965,1.298,1.0,-1.303,2.277,1.0,186.964,109.359,1.0,106.004,109.359,1.0,-9999,-9999,202.759,202.759,0.0,234.787,1.0,227.811,234.787,1.0,1.168,1.0,1.036,1.168,1.0,101.138,100.886,0.666667,0.0,0.0,1.0,2.215,1.872,1.0,0.076995625,1.0,17.8173125,1.0,378.085770833,1.0,393.501,1.0,-0.113,0.107,0.794,0.165,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-5.97247,-9999,0.258337,1.0,-0.364005,-0.579909,-0.0992328,0.211039,0.414128,-5.01804,1.0,7.07056,1.92753,11.2644,1.42835,7.06714,7.0,1,26,22,26,22,0.922656,1.0,0.072525,0.075282,0.922656,1.0,0.0714171,0.0742152,0.926344,0.992708,0.0034204,0.897575,0.902636,0.914892,0.923673,0.931369,0.943009,0.955805,1.0,1.0,1.0,1.0,1.0,0.979167,1.0,1.26726,0.270973,1.0,0.0952564,0.0977416,0.44222,0.359444,1.0,0.10285,0.10463,1.26726,0.270973,1.0,0.0936394,0.0961665,0.44222,0.359444,1.0,0.101488,0.103291,1.24855,1.25304,1.25366,1.26725,1.29249,1.29684,1.31655,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.407773,0.416754,0.424993,0.442698,0.447155,0.455191,0.469542,0.954545,0.954545,0.954545,1.0,1.0,1.0,1.0,1.61791,1.61791,1.68677,0.0163248,1.59908,1.61018,1.61668,1.62983,1.72443,1.76941,1.83587,0.695257,0.695257,0.760426,0.0144499,0.683268,0.686053,0.692619,0.711582,0.808387,0.867926,0.930369,2.86459,2.88059,2.75764,0.0718033,2.02322,2.1235,2.32013,2.88059,3.06182,3.11747,3.49268,0.940896,0.975432,0.872423,0.0259217,0.622527,0.660853,0.737644,0.924035,1.02642,1.04949,1.07483,-9999,-9999
20050307,0.396,1.0,-1.408,2.011,1.0,2.527,2.871,1.0,-0.379,-2.671,1.625,2.329,2.395,0.396,1.0,-1.408,2.011,1.0,2.527,2.871,1.0,190.572,143.636,1.0,99.908,143.636,1.0,-9999,-9999,233.888,233.888,0.0,231.785,1.0,256.537,231.785,1.0,1.235,1.0,0.861,1.235,1.0,100.633,100.534,1.0,0.0,0.0,1.0,2.366,2.128,1.0,0.0864520833333,1.0,8.21299666667,1.0,406.977868125,1.0,386.635,1.0,-0.202,0.092,0.777,0.15,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-5.92953,-9999,0.264296,1.0,-0.351434,-0.429513,-0.101522,0.223195,0.330047,-8.61339,1.0,12.1365,7.49399,19.3351,1.51455,8.90741,8.0,1,26,22,26,22,0.733826,1.0,0.0721925,0.0729907,0.733826,1.0,0.0711885,0.0719979,0.7256,1.0,0.00238151,0.693821,0.713521,0.722208,0.728529,0.734745,0.735052,0.736883,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.19169,0.209418,1.0,0.0948803,0.0956755,0.13451,0.770691,1.0,0.1023,0.1045,1.19169,0.209418,1.0,0.0935003,0.0943072,0.13451,0.770691,1.0,0.100955,0.103185,1.17657,1.17841,1.18173,1.18653,1.19169,1.20303,1.20421,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.028203,0.0942459,0.125816,0.133444,0.13652,0.136912,0.140236,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.73858,1.73858,1.84014,0.0257786,1.70211,1.7224,1.73088,1.73971,1.88327,2.00673,2.17452,1.00475,1.00475,1.11454,0.0266586,0.973582,0.986877,0.999812,1.00861,1.17195,1.26984,1.43947,3.09093,3.12147,2.82191,0.15879,1.26176,1.63103,1.72615,3.12147,3.32948,3.40339,4.61578,1.07286,1.10404,0.905957,0.0458082,0.406005,0.544499,0.570471,1.0497,1.15584,1.17359,1.19579,-9999,-9999
20050308,0.709,1.0,-1.154,2.824,1.0,2.734,3.074,1.0,-0.605,-3.115,0.444,2.123,2.767,0.709,1.0,-1.154,2.824,1.0,2.734,3.074,1.0,194.205,152.043,1.0,112.399,152.043,1.0,-9999,-9999,229.132,229.132,0.0,227.581,1.0,252.148,227.581,1.0,1.715,1.0,0.996,1.715,1.0,100.758,100.782,1.0,0.02,0.0,1.0,2.061,1.702,1.0,0.0837564583333,1.0,42.2751029167,1.0,373.99543,1.0,388.765,1.0,-0.195,0.092,0.768,0.15,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-5.71578,1.0,0.537981,1.0,-0.715354,-0.874285,-0.20665,0.21543,0.539766,-5.62352,1.0,7.92371,4.89268,12.6235,1.54253,5.93477,8.0,1,25,23,25,23,0.63425,0.916667,0.0732937,0.0812183,0.63425,0.916667,0.0718639,0.0799305,0.616369,0.913021,0.00527232,0.537435,0.570555,0.611518,0.624915,0.634914,0.640539,0.644776,0.895833,0.895833,0.916667,0.916667,0.916667,0.916667,0.916667,1.28945,0.172316,1.0,0.0983768,0.101365,-0.126042,1.20988,0.826087,0.101452,0.137501,1.28945,0.172316,1.0,0.096061,0.0991194,-0.126042,1.20988,0.826087,0.0999254,0.136379,1.25823,1.25979,1.26562,1.28831,1.29976,1.30865,1.31978,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.342263,-0.301704,-0.138609,-0.126042,-0.122052,-0.11608,-0.106998,0.782609,0.782609,0.826087,0.826087,0.826087,0.826087,0.826087,1.68527,1.68527,1.76725,0.0214202,1.65061,1.66708,1.67889,1.68618,1.80837,1.90156,2.04745,1.05102,1.05102,1.15089,0.0231207,1.035,1.0413,1.04932,1.0592,1.2395,1.25883,1.42254,3.01614,3.09735,2.77014,0.163208,1.23144,1.56669,1.6362,3.09215,3.2884,3.35721,4.60712,1.14477,1.17129,0.96478,0.0461852,0.472093,0.602815,0.621405,1.09196,1.21338,1.2329,1.25472,-9999,-9999
20050309,0.521,1.0,-0.234,1.102,1.0,1.342,0.937,1.0,-1.026,-2.916,0.524,1.029,1.508,0.521,1.0,-0.234,1.102,1.0,1.342,0.937,1.0,197.86,148.721,1.0,116.658,148.721,1.0,-9999,-9999,226.047,226.047,0.0,225.074,1.0,249.301,225.074,1.0,1.854,1.0,1.544,1.854,1.0,101.632,101.681,0.916667,0.039,0.09,1.0,2.189,2.093,1.0,0.158776458333,1.0,36.446124375,1.0,406.064722292,1.0,387.177,1.0,-0.18,0.094,0.744,0.145,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-5.823,-9999,0.381555,1.0,-0.507354,-0.620073,-0.146563,0.222253,0.415455,-0.271221,1.0,0.360643,0.104182,0.440768,1.47555,1.4965,9.0,1,25,23,25,23,0.82499,1.0,0.0728435,0.0862084,0.82499,1.0,0.070645,0.0843589,0.813393,0.998958,0.00604997,0.75339,0.765299,0.772643,0.81891,0.825314,0.85751,0.874844,1.0,1.0,1.0,1.0,1.0,1.0,0.979167,1.25384,0.138289,1.0,0.0991609,0.116372,0.296262,0.473535,1.0,0.0992141,0.103182,1.25384,0.138289,1.0,0.0963355,0.113975,0.296262,0.473535,1.0,0.0960216,0.100116,1.18901,1.1957,1.2055,1.25384,1.27487,1.31751,1.35729,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.22135,0.239411,0.243527,0.277207,0.292448,0.296091,0.309279,0.956522,1.0,1.0,1.0,1.0,1.0,1.0,1.58327,1.58327,1.6241,0.0112061,1.55816,1.56595,1.58173,1.58369,1.64783,1.68315,1.73654,0.758279,0.758279,0.810707,0.0102099,0.758279,0.76003,0.765584,0.785518,0.829254,0.867987,0.948574,2.85597,2.99851,2.81351,0.102397,1.9721,2.04859,2.15355,2.94062,3.16053,3.21597,3.99155,1.20443,1.22622,1.09462,0.0279696,0.846258,0.870867,0.905657,1.11674,1.25477,1.27944,1.30381,-9999,-9999
20050310,0.783,1.0,0.748,1.508,1.0,0.818,1.901,1.0,0.06,-1.398,3.578,1.518,2.775,0.783,1.0,0.748,1.508,1.0,0.818,1.901,1.0,201.538,66.792,1.0,85.745,66.792,1.0,-9999,-9999,256.377,256.377,0.0,245.802,1.0,277.289,245.802,1.0,1.135,1.0,1.063,1.135,1.0,101.41,101.23,0.854167,0.906,1.9,1.0,3.851,5.063,1.0,0.292596875,1.0,26.7615063125,1.0,282.126812708,1.0,384.306,1.0,-0.176,0.081,0.728,0.124,1.0,1.0,1.0,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-5.72093,-9999,0.709205,1.0,-0.943031,-1.11177,-0.272421,0.17495,0.646332,-20.0586,1.0,26.6719,7.70491,31.4445,1.55167,17.6662,9.0,1,24,24,24,24,1.2633,1.0,0.0726238,0.0756283,1.2633,1.0,0.0718022,0.0748396,1.26254,0.998437,0.0038059,1.2345,1.23623,1.23826,1.2633,1.26959,1.27844,1.31335,1.0,1.0,1.0,1.0,1.0,1.0,0.979167,1.44856,0.381844,1.0,0.0972381,0.100862,0.986184,0.484834,1.0,0.100676,0.101629,1.44856,0.381844,1.0,0.0959403,0.0996115,0.986184,0.484834,1.0,0.0997274,0.100689,1.42003,1.42337,1.42727,1.44856,1.4599,1.47696,1.55042,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.959211,0.959211,0.959211,0.986184,0.986982,0.986982,0.986982,0.958333,1.0,1.0,1.0,1.0,1.0,1.0,1.52033,1.52033,1.53641,0.00575249,1.49848,1.50138,1.5195,1.52189,1.54655,1.56436,1.58108,0.257036,0.257036,0.273871,0.00410823,0.256359,0.257122,0.258156,0.263019,0.279372,0.295077,0.334978,2.76547,2.96321,2.90157,0.076475,2.32177,2.4974,2.54957,2.88463,3.1039,3.15983,3.89506,0.913399,0.926162,0.807747,0.0220751,0.565662,0.673568,0.717434,0.763688,0.942431,0.958508,0.993692,-9999,-9999
