TIMESTAMP,TA_F_MDS,TA_F_MDS_QC,TA_F_MDS_NIGHT,TA_F_MDS_NIGHT_SD,TA_F_MDS_NIGHT_QC,TA_F_MDS_DAY,TA_F_MDS_DAY_SD,TA_F_MDS_DAY_QC,TA_ERA,TA_ERA_NIGHT,TA_ERA_NIGHT_SD,TA_ERA_DAY,TA_ERA_DAY_SD,TA_F,TA_F_QC,TA_F_NIGHT,TA_F_NIGHT_SD,TA_F_NIGHT_QC,TA_F_DAY,TA_F_DAY_SD,TA_F_DAY_QC,SW_IN_POT,SW_IN_F_MDS,SW_IN_F_MDS_QC,SW_IN_ERA,SW_IN_F,SW_IN_F_QC,LW_IN_F_MDS,LW_IN_F_MDS_QC,LW_IN_ERA,LW_IN_F,LW_IN_F_QC,LW_IN_JSB,LW_IN_JSB_QC,LW_IN_JSB_ERA,LW_IN_JSB_F,LW_IN_JSB_F_QC,VPD_F_MDS,VPD_F_MDS_QC,VPD_ERA,VPD_F,VPD_F_QC,PA_ERA,PA_F,PA_F_QC,P_ERA,P_F,P_F_QC,WS_ERA,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,CO2_F_MDS,CO2_F_MDS_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,EBC_CF_N,EBC_CF_METHOD,NIGHT_D,DAY_D,NIGHT_RANDUNC_N,DAY_RANDUNC_N,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_REF_JOINTUNC,NEE_VUT_USTAR50,NEE_VUT_USTAR50_QC,NEE_VUT_USTAR50_RANDUNC,NEE_VUT_USTAR50_JOINTUNC,NEE_VUT_MEAN,NEE_VUT_MEAN_QC,NEE_VUT_SE,NEE_VUT_05,NEE_VUT_16,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_84,NEE_VUT_95,NEE_VUT_05_QC,NEE_VUT_16_QC,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,NEE_VUT_84_QC,NEE_VUT_95_QC,NEE_VUT_REF_NIGHT,NEE_VUT_REF_NIGHT_SD,NEE_VUT_REF_NIGHT_QC,NEE_VUT_REF_NIGHT_RANDUNC,NEE_VUT_REF_NIGHT_JOINTUNC,NEE_VUT_REF_DAY,NEE_VUT_REF_DAY_SD,NEE_VUT_REF_DAY_QC,NEE_VUT_REF_DAY_RANDUNC,NEE_VUT_REF_DAY_JOINTUNC,NEE_VUT_USTAR50_NIGHT,NEE_VUT_USTAR50_NIGHT_SD,NEE_VUT_USTAR50_NIGHT_QC,NEE_VUT_USTAR50_NIGHT_RANDUNC,NEE_VUT_USTAR50_NIGHT_JOINTUNC,NEE_VUT_USTAR50_DAY,NEE_VUT_USTAR50_DAY_SD,NEE_VUT_USTAR50_DAY_QC,NEE_VUT_USTAR50_DAY_RANDUNC,NEE_VUT_USTAR50_DAY_JOINTUNC,NEE_VUT_05_NIGHT,NEE_VUT_16_NIGHT,NEE_VUT_25_NIGHT,NEE_VUT_50_NIGHT,NEE_VUT_75_NIGHT,NEE_VUT_84_NIGHT,NEE_VUT_95_NIGHT,NEE_VUT_05_NIGHT_QC,NEE_VUT_16_NIGHT_QC,NEE_VUT_25_NIGHT_QC,NEE_VUT_50_NIGHT_QC,NEE_VUT_75_NIGHT_QC,NEE_VUT_84_NIGHT_QC,NEE_VUT_95_NIGHT_QC,NEE_VUT_05_DAY,NEE_VUT_16_DAY,NEE_VUT_25_DAY,NEE_VUT_50_DAY,NEE_VUT_75_DAY,NEE_VUT_84_DAY,NEE_VUT_95_DAY,NEE_VUT_05_DAY_QC,NEE_VUT_16_DAY_QC,NEE_VUT_25_DAY_QC,NEE_VUT_50_DAY_QC,NEE_VUT_75_DAY_QC,NEE_VUT_84_DAY_QC,NEE_VUT_95_DAY_QC,RECO_NT_VUT_REF,RECO_NT_VUT_USTAR50,RECO_NT_VUT_MEAN,RECO_NT_VUT_SE,RECO_NT_VUT_05,RECO_NT_VUT_16,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,RECO_NT_VUT_84,RECO_NT_VUT_95,GPP_NT_VUT_REF,GPP_NT_VUT_USTAR50,GPP_NT_VUT_MEAN,GPP_NT_VUT_SE,GPP_NT_VUT_05,GPP_NT_VUT_16,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,GPP_NT_VUT_84,GPP_NT_VUT_95,RECO_DT_VUT_REF,RECO_DT_VUT_USTAR50,RECO_DT_VUT_MEAN,RECO_DT_VUT_SE,RECO_DT_VUT_05,RECO_DT_VUT_16,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,RECO_DT_VUT_84,RECO_DT_VUT_95,GPP_DT_VUT_REF,GPP_DT_VUT_USTAR50,GPP_DT_VUT_MEAN,GPP_DT_VUT_SE,GPP_DT_VUT_05,GPP_DT_VUT_16,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,GPP_DT_VUT_84,GPP_DT_VUT_95,RECO_SR,RECO_SR_N
200401,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-16.543,-17.191,2.535,-15.529,1.985,-16.543,0.0,-17.191,2.535,0.0,-15.529,1.985,0.0,130.925,69.203,0.652554,54.829,54.647,0.652554,-9999,-9999,202.483,202.483,0.0,-9999,-9999,201.714,201.714,0.0,-9999,-9999,0.065,0.065,0.0,97.472,97.472,0.0,0.984,0.984,0.0,1.851,1.851,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,21.6637,0.0,-9999,-9999,60.6447,0.0,-9999,-9999,-9999,-9999,29.3226,18.6774,0.0,0.0,-1.09366,0.0,-9999,-9999,-1.1263,0.0,-9999,-9999,-1.09614,0.0,0.0207935,-1.29442,-1.24721,-1.21502,-1.09366,-0.977432,-0.940284,-0.912306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.135309,1.0805,0.0,-9999,-9999,-2.49525,0.470116,0.0,-9999,-9999,-0.183877,1.19521,0.0,-9999,-9999,-2.49991,0.46116,0.0,-9999,-9999,-0.452144,-0.377661,-0.326789,-0.135309,0.0506722,0.1093,0.153007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.51373,-2.49991,-2.49936,-2.49525,-2.49525,-2.49525,-2.47654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014794,0.00813598,0.00249095,0.0,0.0,0.0,0.0,0.0137072,0.0229262,0.0356184,1.21838,1.1411,1.10415,0.0205442,0.909607,0.940284,0.944695,1.12876,1.21367,1.24721,1.28194,0.0588506,0.0588506,0.060469,0.003542,0.0153771,0.0523955,0.0537743,0.0561944,0.0725712,0.0848461,0.0893674,0.853986,0.831693,0.883994,0.0163901,0.815176,0.818228,0.820479,0.841621,0.931241,0.933225,1.15656,-9999,-9999
200402,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-8.397,-9.712,2.16,-6.81,2.52,-8.397,0.0,-9.712,2.16,0.0,-6.81,2.52,0.0,195.828,67.533,0.597701,93.724,93.522,0.597701,-9999,-9999,234.203,234.203,0.0,-9999,-9999,235.598,235.598,0.0,-9999,-9999,0.623,0.623,0.0,97.499,97.499,0.0,1.064,1.064,0.0,1.825,1.825,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,22.7346,0.0,-9999,-9999,58.9419,0.0,-9999,-9999,-9999,-9999,26.6897,21.3103,0.0,0.0,-1.03739,0.0,-9999,-9999,-1.07797,0.0,-9999,-9999,-1.04637,0.0,0.0255951,-1.27889,-1.25111,-1.19354,-1.03739,-0.878499,-0.861136,-0.850836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.133468,0.517397,0.0,-9999,-9999,-2.41602,0.519401,0.0,-9999,-9999,0.0701452,0.60377,0.0,-9999,-9999,-2.42465,0.503319,0.0,-9999,-9999,-0.286764,-0.239145,-0.154754,0.133468,0.441892,0.47138,0.48946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.45381,-2.45381,-2.45141,-2.42465,-2.41602,-2.39769,-2.39739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.12586e-08,0.0337576,0.0178503,0.00530442,2.01283e-08,5.14389e-08,5.74029e-08,6.93307e-08,0.0297788,0.0548997,0.0753345,1.20169,1.11173,1.06383,0.0250872,0.846711,0.861136,0.867118,1.11071,1.18881,1.25111,1.27182,0.250295,0.250295,0.253254,0.0112794,0.100598,0.230808,0.234943,0.242939,0.289411,0.33612,0.341569,1.29618,1.26719,1.32599,0.017537,1.24598,1.25027,1.25277,1.28022,1.39352,1.40033,1.59986,-9999,-9999
200403,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-3.123,-5.087,2.984,-1.26,3.039,-3.123,0.0,-5.087,2.984,0.0,-1.26,3.039,0.0,289.377,70.759,0.532258,134.973,134.708,0.532258,-9999,-9999,255.698,255.698,0.0,-9999,-9999,258.559,258.559,0.0,-9999,-9999,1.04,1.04,0.0,97.234,97.234,0.0,1.769,1.299,0.65793,2.049,2.049,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,23.2119,0.0,-9999,-9999,59.5361,0.0,-9999,-9999,-9999,-9999,23.5484,24.4516,0.0,0.0,-1.02048,0.0,-9999,-9999,-1.05196,0.0,-9999,-9999,-1.02137,0.0,0.0252774,-1.24167,-1.22387,-1.17689,-1.02048,-0.857611,-0.835614,-0.824267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31423,0.12147,0.0,-9999,-9999,-2.23827,0.695298,0.0,-9999,-9999,0.26781,0.160803,0.0,-9999,-9999,-2.25322,0.670271,0.0,-9999,-9999,-0.121851,-0.0869306,-0.0314657,0.31423,0.67876,0.706489,0.728662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.31246,-2.2707,-2.26609,-2.25322,-2.23827,-2.20238,-2.20005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.53852e-07,0.0504487,0.0261892,0.00765556,9.76354e-08,1.69467e-07,1.79231e-07,2.12706e-07,0.0433461,0.0798429,0.108796,1.17689,1.10241,1.04726,0.0251235,0.824267,0.835615,0.848868,1.10241,1.17641,1.22387,1.23622,0.524025,0.524025,0.528289,0.0191994,0.263571,0.492336,0.498678,0.511998,0.585444,0.675371,0.682046,1.72539,1.69057,1.75457,0.0185143,1.66534,1.67079,1.67339,1.70632,1.83972,1.85187,2.02481,-9999,-9999
200404,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,3.161,0.749,2.962,4.94,3.779,2.68,0.0909722,-0.48,2.212,0.231667,4.94,3.779,0.0,384.432,79.422,0.4625,199.962,199.805,0.4625,-9999,-9999,274.305,274.305,0.0,-9999,-9999,278.435,275.505,0.0909722,-9999,-9999,2.853,2.768,0.0909722,97.13,97.13,0.000694444,2.038,3.31,1.0,1.761,1.76,0.000694444,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,25.4828,0.475694,-9999,0.338486,62.4199,0.475694,-9999,0.598212,-9999,-9999,20.2,27.8,8.66667,11.2,-1.07352,0.0875,0.0937203,0.191569,-1.09491,0.0854167,0.0922078,0.190833,-1.0731,0.0852083,0.0213983,-1.26239,-1.24742,-1.20073,-1.07352,-0.930769,-0.91326,-0.901458,0.0881944,0.0881944,0.0902778,0.0875,0.0826389,0.0826389,0.0826389,0.328762,0.119975,0.223333,0.11319,0.403127,-2.02523,0.958556,0.0,0.136486,0.139098,0.297606,0.151084,0.218333,0.105975,0.401161,-2.03812,0.943564,0.0,0.1346,0.137247,-0.0916854,-0.0572578,-0.0085495,0.328762,0.683157,0.716561,0.743449,0.225,0.225,0.23,0.223333,0.211667,0.211667,0.211667,-2.10784,-2.04583,-2.0412,-2.0346,-2.02523,-1.99218,-1.97969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.60829e-07,0.0721205,0.0368662,0.0106066,3.4807e-07,5.3832e-07,5.4985e-07,6.00295e-07,0.0604351,0.111229,0.15056,1.19449,1.16704,1.10966,0.0222746,0.901459,0.913261,0.926134,1.16636,1.22093,1.24742,1.2624,1.04444,1.04444,1.05313,0.0289098,0.656287,0.999795,1.00963,1.02724,1.12739,1.27122,1.30588,2.34966,2.30789,2.37397,0.0185293,2.27809,2.28471,2.28756,2.32696,2.4825,2.50366,2.60318,-9999,-9999
200405,8.072,1.0,5.095,3.626,1.0,9.784,3.877,1.0,8.743,6.465,2.834,10.035,3.231,8.072,1.0,5.095,3.626,1.0,9.784,3.877,1.0,455.108,110.424,0.617608,223.209,211.36,0.617608,-9999,-9999,311.251,311.251,0.0,315.182,0.617608,317.902,312.156,0.617608,3.935,1.0,3.863,3.935,1.0,96.935,96.939,1.0,4.371,3.361,1.0,2.015,2.092,0.982527,0.332831995709,0.962365591398,-9999,-9999,-9999,-9999,378.926,0.995968,-9999,1.0,31.2614,0.995296,-9999,0.518909,62.7182,0.990591,-9999,0.775962,-9999,-9999,17.2581,30.7419,17.2581,30.5806,-1.25479,0.946237,0.0750092,0.147842,-1.25239,0.941532,0.0736561,0.14716,-1.18335,0.937987,0.0175373,-1.31704,-1.28538,-1.25835,-1.24824,-1.07,-1.03058,-1.01467,0.955645,0.960349,0.943548,0.950941,0.925403,0.922043,0.924059,0.86001,2.3558,0.974686,0.130091,0.37442,-2.36162,3.06303,0.928265,0.0805765,0.0840459,0.878193,2.32714,0.97267,0.129759,0.374305,-2.36696,3.06109,0.921813,0.0834639,0.086818,0.64112,0.717951,0.85746,0.94306,1.29013,1.42014,1.43627,1.0,0.996416,0.974686,0.974686,0.974686,0.974686,0.987455,-2.40359,-2.3785,-2.36963,-2.36162,-2.33232,-2.3307,-2.31844,0.914286,0.857265,0.871208,0.928265,0.942311,0.886262,0.886262,1.21491,1.26386,1.27224,0.0200058,1.00068,1.19037,1.22296,1.25188,1.38456,1.39822,1.41165,2.53118,2.51625,2.45552,0.0130476,2.28606,2.38778,2.42135,2.47864,2.50477,2.51625,2.53118,1.51937,1.51937,1.5581,0.0323711,1.09816,1.48237,1.50281,1.56659,1.63374,1.77003,1.85848,2.43693,2.40386,2.48082,0.0158951,2.3813,2.39327,2.41623,2.42955,2.54618,2.59016,2.67728,-9999,-9999
200406,14.359,1.0,11.119,3.784,1.0,15.979,4.376,1.0,14.097,11.769,2.057,15.261,2.987,14.359,1.0,11.119,3.784,1.0,15.979,4.376,1.0,485.708,259.016,1.0,242.873,259.016,1.0,-9999,-9999,339.222,339.222,0.0,344.944,1.0,347.781,344.944,1.0,6.798,1.0,5.994,6.798,1.0,97.051,97.041,1.0,1.898,1.283,0.998611,2.044,2.193,0.990278,0.351260087377,0.972916666667,214.684551724,0.966666666667,498.101448611,1.0,370.371,1.0,-9999,1.0,57.5188,0.997222,-9999,0.51277,65.7602,0.997917,-9999,0.899328,-9999,-9999,16.0,32.0,15.9667,31.9667,-2.28911,0.991667,0.0751246,0.194604,-2.3121,0.991667,0.0722644,0.193517,-2.20465,0.98625,0.0256162,-2.40586,-2.35274,-2.33563,-2.29473,-2.0139,-1.9937,-1.98967,0.990278,0.990278,0.991667,0.992361,0.979167,0.978472,0.979861,1.9759,2.58389,0.99375,0.139797,0.474418,-4.29678,3.64347,0.990625,0.0658037,0.0807347,1.97053,2.49312,0.99375,0.150402,0.47765,-4.32734,3.54514,0.990625,0.0725265,0.0863021,1.63305,1.75443,1.82252,1.9759,2.61461,2.66114,2.67248,0.99375,0.991667,0.989583,0.99375,0.958333,0.958333,0.958333,-4.31858,-4.30509,-4.29678,-4.27658,-4.22309,-4.21154,-4.20834,0.9875,0.9875,0.990625,0.989583,0.988542,0.988542,0.989583,2.23707,2.47404,2.4989,0.0414143,2.10681,2.23307,2.23707,2.47404,2.80091,2.82788,2.84558,4.64117,4.78614,4.70372,0.0181808,4.51267,4.56911,4.59895,4.73342,4.81351,4.81993,4.84151,0.957044,0.957044,1.22939,0.0567315,0.604538,0.945221,0.975455,1.19148,1.47985,1.55035,1.71778,3.96891,3.648,3.77168,0.0348116,3.3757,3.58688,3.64115,3.71723,3.93173,3.96579,4.00827,-9999,-9999
200407,16.982,1.0,13.428,3.676,1.0,18.878,4.743,1.0,17.381,14.844,2.003,18.723,3.241,16.982,1.0,13.428,3.676,1.0,18.878,4.743,1.0,468.764,260.659,1.0,235.17,260.659,1.0,-9999,-9999,357.264,357.264,0.0,369.327,1.0,367.053,369.327,1.0,6.466,1.0,6.522,6.466,1.0,97.079,97.097,1.0,2.039,0.906,1.0,1.499,1.606,0.989919,0.269493336399,0.950940860215,197.903012097,1.0,499.958923973,0.998655913978,370.809,1.0,-9999,1.0,45.1242,0.99328,-9999,0.74284,69.3742,0.99328,-9999,0.886728,-9999,-9999,16.6129,31.3871,16.6129,31.3548,-2.85308,0.97379,0.0789165,0.498986,-3.09568,0.956317,0.0766461,0.498632,-2.58343,0.962752,0.065031,-3.14819,-3.05145,-2.85756,-2.7857,-2.17367,-2.06603,-1.9591,0.956317,0.961022,0.978495,0.987903,0.949597,0.932796,0.938844,1.03169,3.19012,0.966556,0.116712,1.2342,-4.73716,4.77183,0.977335,0.0804159,0.111209,0.421546,4.04896,0.92315,0.1387,1.23647,-4.7639,4.75921,0.974213,0.0858313,0.115186,0.319578,0.521683,1.03075,1.26986,2.71715,2.97902,3.20279,0.924929,0.934535,0.981855,0.995968,0.898245,0.867884,0.883065,-4.78773,-4.77744,-4.75276,-4.73434,-4.63584,-4.62381,-4.57567,0.98244,0.974213,0.975254,0.980359,0.975286,0.977367,0.962799,1.95932,2.29794,2.45021,0.075496,1.9566,1.96905,2.01537,2.25896,2.9285,3.14666,3.21008,4.91392,5.39362,5.03407,0.0346694,4.70302,4.79516,4.8242,5.03124,5.14764,5.30874,5.40882,1.54422,1.54422,1.60839,0.0190241,1.43498,1.46481,1.52143,1.60083,1.67416,1.73355,1.78073,4.4003,4.46233,4.51171,0.0151921,4.32924,4.4003,4.43657,4.53108,4.57634,4.59052,4.63791,-9999,-9999
200408,14.246,1.0,11.149,3.343,1.0,16.249,3.987,1.0,14.701,12.755,2.132,15.971,2.991,14.246,1.0,11.149,3.343,1.0,16.249,3.987,1.0,408.554,196.237,1.0,192.286,196.237,1.0,-9999,-9999,338.666,338.666,0.0,357.582,1.0,347.186,357.582,1.0,4.087,1.0,4.9,4.087,1.0,97.121,97.144,0.960349,2.389,3.09,1.0,1.712,1.757,0.940188,0.30784860939,0.842069892473,161.097303763,1.0,377.250068634,0.999327956989,375.224,1.0,-9999,1.0,55.8528,0.984543,-9999,0.762514,37.2416,0.987231,-9999,0.73699,-9999,-9999,19.0645,28.9355,19.0645,28.871,-3.09115,0.957661,0.0931286,0.310009,-2.9736,0.967742,0.0880599,0.308524,-2.94037,0.959795,0.0406478,-3.28638,-3.22297,-3.18786,-3.00368,-2.65971,-2.63159,-2.59359,0.963038,0.956989,0.953629,0.971102,0.961694,0.946237,0.956317,1.30532,3.79668,0.951264,0.153188,0.67475,-5.85798,5.56615,0.962372,0.0851017,0.102106,1.55233,3.62533,0.976797,0.166163,0.677814,-5.83031,5.54493,0.962181,0.0883845,0.104858,0.915095,1.06468,1.13172,1.48745,2.28675,2.37894,2.44708,0.965705,0.952886,0.941803,0.978495,0.96342,0.95236,0.957284,-5.89297,-5.88415,-5.869,-5.82825,-5.79981,-5.77131,-5.74841,0.962337,0.962335,0.961291,0.961299,0.955989,0.95484,0.959062,2.34004,2.56081,2.65465,0.0628862,2.12604,2.23839,2.43635,2.53927,2.77009,3.2905,3.38066,5.57744,5.53442,5.5989,0.0349791,5.28507,5.36191,5.43804,5.55841,5.67467,5.89,5.96178,0.883587,0.883587,1.60312,0.0481134,0.902957,1.41522,1.42925,1.52686,1.80886,1.99643,2.04733,4.74281,4.49746,4.60238,0.0319321,4.26261,4.38221,4.44468,4.59917,4.74281,4.78269,4.91326,-9999,-9999
200409,15.367,1.0,13.222,3.413,1.0,17.249,3.62,1.0,15.705,14.272,2.341,16.937,2.739,15.367,1.0,13.222,3.413,1.0,17.249,3.62,1.0,321.211,164.632,1.0,151.922,164.632,1.0,-9999,-9999,346.634,346.634,0.0,359.603,1.0,355.698,359.603,1.0,4.568,1.0,5.344,4.568,1.0,97.217,97.26,0.977083,2.833,2.373,1.0,2.213,2.11,0.944444,0.379461184214,0.888888888889,121.370349306,1.0,315.935623493,0.999305555556,371.975,0.995139,-9999,1.0,47.5864,0.992361,-9999,0.693191,18.6588,0.991667,-9999,0.74741,-9999,-9999,22.3,25.7,22.3,25.6333,-0.958656,0.964583,0.0938775,0.412946,-0.777469,0.972222,0.0920243,0.412529,-0.955933,0.973785,0.0532756,-1.45866,-1.44222,-1.36658,-0.777469,-0.656141,-0.637956,-0.616577,0.985417,0.983333,0.96875,0.972222,0.974306,0.975,0.972917,3.20664,3.34405,0.949116,0.144201,0.788477,-4.49899,5.54917,0.979198,0.104609,0.117593,3.53817,2.7765,0.961742,0.148026,0.789185,-4.46589,5.57483,0.981814,0.104474,0.117474,2.21895,2.28383,2.4409,3.54928,3.77933,3.83418,3.88972,0.989394,0.983333,0.956944,0.956187,0.969823,0.960233,0.966859,-4.57655,-4.5462,-4.53905,-4.49899,-4.46423,-4.43877,-4.43085,0.978985,0.980425,0.981814,0.979198,0.981814,0.981814,0.980374,3.34777,3.46322,3.43479,0.0234479,3.15765,3.18187,3.36676,3.47526,3.54033,3.56647,3.60502,4.64498,4.24069,4.39243,0.0326633,4.17504,4.18825,4.19335,4.26526,4.60479,4.63955,4.73333,2.13358,2.13358,2.2185,0.0514865,1.6023,1.88545,1.99399,2.14153,2.44382,2.56381,2.78822,3.78543,3.59533,3.81672,0.0292985,3.46291,3.54814,3.71775,3.80456,3.91616,4.04339,4.09785,-9999,-9999
200410,7.13,1.0,5.763,2.653,1.0,8.631,2.76,1.0,6.231,5.31,2.135,7.275,2.082,7.13,1.0,5.763,2.653,1.0,8.631,2.76,1.0,225.802,88.618,0.997312,87.291,88.244,0.997312,-9999,-9999,303.687,303.687,0.0,306.551,0.997312,309.821,306.558,0.997312,2.524,1.0,2.106,2.524,1.0,96.926,96.892,0.860887,2.752,2.597,0.995968,2.075,2.091,0.711694,0.361189026464,0.79435483871,61.7467980769,0.838709677419,168.239449981,0.995967741935,379.15,0.990591,-9999,1.0,24.6253,1.0,-9999,0.521212,9.8918,1.0,-9999,0.565516,-9999,-9999,25.6452,22.3548,25.6129,22.2581,-0.304035,0.953629,0.075275,0.209673,-0.362478,0.954301,0.0728226,0.208805,-0.467975,0.954486,0.0274366,-0.778251,-0.720439,-0.678293,-0.36718,-0.345533,-0.32905,-0.303621,0.975806,0.97379,0.97379,0.938844,0.941532,0.938844,0.953629,1.5773,2.27701,0.95756,0.093118,0.354957,-2.38611,3.66862,0.949534,0.0979854,0.105431,1.47719,1.99686,0.958594,0.0971501,0.356036,-2.39112,3.67102,0.949534,0.101398,0.10861,0.750551,0.846294,0.876983,1.45368,1.49795,1.53135,1.5781,1.0,0.996278,1.0,0.937425,0.936935,0.937127,0.95756,-2.45675,-2.45103,-2.40248,-2.39112,-2.37782,-2.3732,-2.36818,0.950878,0.95082,0.950878,0.949534,0.942814,0.949534,0.945118,1.33879,1.29884,1.28448,0.00924921,1.20809,1.21444,1.22709,1.28286,1.32636,1.35554,1.3905,2.01105,1.66132,1.75268,0.0299245,1.53296,1.57711,1.59709,1.65333,1.9592,2.01105,2.07569,0.660673,0.660673,0.757019,0.0302152,0.495009,0.626036,0.635428,0.702472,0.801407,1.00575,1.08764,1.78203,1.67781,1.69851,0.0105716,1.57246,1.61517,1.64893,1.71592,1.7378,1.73966,1.78203,-9999,-9999
