TIMESTAMP,TA_F_MDS,TA_F_MDS_QC,TA_F_MDS_NIGHT,TA_F_MDS_NIGHT_SD,TA_F_MDS_NIGHT_QC,TA_F_MDS_DAY,TA_F_MDS_DAY_SD,TA_F_MDS_DAY_QC,TA_ERA,TA_ERA_NIGHT,TA_ERA_NIGHT_SD,TA_ERA_DAY,TA_ERA_DAY_SD,TA_F,TA_F_QC,TA_F_NIGHT,TA_F_NIGHT_SD,TA_F_NIGHT_QC,TA_F_DAY,TA_F_DAY_SD,TA_F_DAY_QC,SW_IN_POT,SW_IN_F_MDS,SW_IN_F_MDS_QC,SW_IN_ERA,SW_IN_F,SW_IN_F_QC,LW_IN_F_MDS,LW_IN_F_MDS_QC,LW_IN_ERA,LW_IN_F,LW_IN_F_QC,LW_IN_JSB,LW_IN_JSB_QC,LW_IN_JSB_ERA,LW_IN_JSB_F,LW_IN_JSB_F_QC,VPD_F_MDS,VPD_F_MDS_QC,VPD_ERA,VPD_F,VPD_F_QC,PA_ERA,PA_F,PA_F_QC,P_ERA,P_F,P_F_QC,WS_ERA,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_DIF,PPFD_DIF_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_3,TS_F_MDS_4,TS_F_MDS_5,TS_F_MDS_6,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_3_QC,TS_F_MDS_4_QC,TS_F_MDS_5_QC,TS_F_MDS_6_QC,SWC_F_MDS_1,SWC_F_MDS_2,SWC_F_MDS_3,SWC_F_MDS_4,SWC_F_MDS_1_QC,SWC_F_MDS_2_QC,SWC_F_MDS_3_QC,SWC_F_MDS_4_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_CORR_25,LE_CORR_75,LE_RANDUNC,LE_CORR_JOINTUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_CORR_25,H_CORR_75,H_RANDUNC,H_CORR_JOINTUNC,EBC_CF_N,EBC_CF_METHOD,NIGHT_D,DAY_D,NIGHT_RANDUNC_N,DAY_RANDUNC_N,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_REF_JOINTUNC,NEE_VUT_USTAR50,NEE_VUT_USTAR50_QC,NEE_VUT_USTAR50_RANDUNC,NEE_VUT_USTAR50_JOINTUNC,NEE_VUT_MEAN,NEE_VUT_MEAN_QC,NEE_VUT_SE,NEE_VUT_05,NEE_VUT_16,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_84,NEE_VUT_95,NEE_VUT_05_QC,NEE_VUT_16_QC,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,NEE_VUT_84_QC,NEE_VUT_95_QC,NEE_VUT_REF_NIGHT,NEE_VUT_REF_NIGHT_SD,NEE_VUT_REF_NIGHT_QC,NEE_VUT_REF_NIGHT_RANDUNC,NEE_VUT_REF_NIGHT_JOINTUNC,NEE_VUT_REF_DAY,NEE_VUT_REF_DAY_SD,NEE_VUT_REF_DAY_QC,NEE_VUT_REF_DAY_RANDUNC,NEE_VUT_REF_DAY_JOINTUNC,NEE_VUT_USTAR50_NIGHT,NEE_VUT_USTAR50_NIGHT_SD,NEE_VUT_USTAR50_NIGHT_QC,NEE_VUT_USTAR50_NIGHT_RANDUNC,NEE_VUT_USTAR50_NIGHT_JOINTUNC,NEE_VUT_USTAR50_DAY,NEE_VUT_USTAR50_DAY_SD,NEE_VUT_USTAR50_DAY_QC,NEE_VUT_USTAR50_DAY_RANDUNC,NEE_VUT_USTAR50_DAY_JOINTUNC,NEE_VUT_05_NIGHT,NEE_VUT_16_NIGHT,NEE_VUT_25_NIGHT,NEE_VUT_50_NIGHT,NEE_VUT_75_NIGHT,NEE_VUT_84_NIGHT,NEE_VUT_95_NIGHT,NEE_VUT_05_NIGHT_QC,NEE_VUT_16_NIGHT_QC,NEE_VUT_25_NIGHT_QC,NEE_VUT_50_NIGHT_QC,NEE_VUT_75_NIGHT_QC,NEE_VUT_84_NIGHT_QC,NEE_VUT_95_NIGHT_QC,NEE_VUT_05_DAY,NEE_VUT_16_DAY,NEE_VUT_25_DAY,NEE_VUT_50_DAY,NEE_VUT_75_DAY,NEE_VUT_84_DAY,NEE_VUT_95_DAY,NEE_VUT_05_DAY_QC,NEE_VUT_16_DAY_QC,NEE_VUT_25_DAY_QC,NEE_VUT_50_DAY_QC,NEE_VUT_75_DAY_QC,NEE_VUT_84_DAY_QC,NEE_VUT_95_DAY_QC,RECO_NT_VUT_REF,RECO_NT_VUT_USTAR50,RECO_NT_VUT_MEAN,RECO_NT_VUT_SE,RECO_NT_VUT_05,RECO_NT_VUT_16,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,RECO_NT_VUT_84,RECO_NT_VUT_95,GPP_NT_VUT_REF,GPP_NT_VUT_USTAR50,GPP_NT_VUT_MEAN,GPP_NT_VUT_SE,GPP_NT_VUT_05,GPP_NT_VUT_16,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,GPP_NT_VUT_84,GPP_NT_VUT_95,RECO_DT_VUT_REF,RECO_DT_VUT_USTAR50,RECO_DT_VUT_MEAN,RECO_DT_VUT_SE,RECO_DT_VUT_05,RECO_DT_VUT_16,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,RECO_DT_VUT_84,RECO_DT_VUT_95,GPP_DT_VUT_REF,GPP_DT_VUT_USTAR50,GPP_DT_VUT_MEAN,GPP_DT_VUT_SE,GPP_DT_VUT_05,GPP_DT_VUT_16,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,GPP_DT_VUT_84,GPP_DT_VUT_95,RECO_SR,RECO_SR_N
20130812,24.293,1.0,22.202,1.873,1.0,25.663,2.77,1.0,24.425,21.909,1.62,26.073,3.152,24.293,1.0,22.202,1.873,1.0,25.663,2.77,1.0,428.795,292.788,1.0,291.932,292.788,1.0,373.155,1.0,367.15,373.155,1.0,419.433,1.0,394.89,419.433,1.0,7.119,1.0,9.293,7.119,1.0,101.363,101.242,1.0,0.0,0.0,1.0,0.806,1.493,1.0,0.258256470588,0.708333333333,188.069522917,1.0,633.844224938,1.0,135.139279729,1.0,33.7289370833,1.0,443.287604167,1.0,369.492,1.0,25.28,24.683,23.987,23.255,22.077,19.731,1.0,1.0,1.0,1.0,1.0,1.0,4.404,2.958,3.862,4.347,1.0,1.0,1.0,1.0,3.638,1.0,70.846,1.0,78.2743,76.7259,82.0324,6.00805,7.18125,98.7894,1.0,109.148,106.989,114.388,7.42879,9.23442,15.0,1,19,29,19,29,-2.19492,1.0,0.659105,1.05605,-3.48961,0.979167,0.62417,1.03461,-3.17148,0.95,0.111475,-3.9712,-3.93499,-3.84979,-3.40141,-2.78559,-2.28475,-2.19492,0.895833,0.875,0.895833,0.895833,1.0,1.0,1.0,9.12083,3.34491,1.0,1.04297,1.99561,-9.47661,8.13902,1.0,0.7989,0.83931,6.24777,1.86874,0.947368,0.906036,1.92758,-9.6593,7.75379,1.0,0.799218,0.839613,5.4523,5.54253,5.59397,6.50728,7.44495,8.94527,9.12083,0.842105,0.842105,0.842105,0.842105,1.0,1.0,1.0,-9.96538,-9.88567,-9.80544,-9.51636,-9.41125,-9.37109,-9.32074,0.931034,0.931034,0.931034,1.0,1.0,1.0,1.0,4.35162,4.34229,4.6046,0.0744633,4.20408,4.35164,4.37266,4.42959,4.57233,4.64547,5.61495,6.54653,7.8319,7.77608,0.1369,6.54653,6.60241,7.29863,7.78952,8.34759,8.43783,8.61011,2.33991,2.24107,2.27264,0.107836,1.57546,1.85554,1.9371,2.20411,2.37938,2.43526,3.69458,7.92113,7.78924,7.71551,0.0550099,7.13096,7.47067,7.55544,7.66179,7.87155,7.99339,8.23274,9.80248,1.0
20130813,24.118,1.0,22.372,1.566,1.0,25.262,2.972,1.0,24.176,21.696,1.526,25.801,2.756,24.118,1.0,22.372,1.566,1.0,25.262,2.972,1.0,426.624,284.759,1.0,290.078,284.759,1.0,383.046,1.0,368.706,383.046,1.0,424.381,1.0,396.816,424.381,1.0,6.251,1.0,7.281,6.251,1.0,101.252,101.179,1.0,0.0,0.0,1.0,1.211,1.275,1.0,0.332612352941,0.708333333333,193.713036875,1.0,618.963794979,1.0,152.354222042,1.0,32.1967147917,1.0,441.234666667,1.0,357.478,1.0,25.28,24.705,24.041,23.311,22.127,19.764,1.0,1.0,1.0,1.0,1.0,1.0,4.367,2.954,3.829,4.337,1.0,1.0,1.0,1.0,3.61808,1.0,71.0593,1.0,78.0316,76.9569,82.2053,6.78562,7.82182,102.05,1.0,112.063,110.52,118.057,8.31497,10.0178,15.0,1,19,29,19,29,-2.08911,0.979167,0.689259,0.956107,-3.40212,0.916667,0.652202,0.929747,-2.80372,0.917188,0.0987237,-3.56337,-3.49535,-3.48163,-2.65949,-2.41856,-2.17012,-2.08911,0.833333,0.833333,0.854167,1.0,1.0,0.979167,0.979167,8.0665,4.47013,0.947368,1.00411,1.97933,-8.61708,8.68493,1.0,0.880812,0.889214,4.87,2.61405,0.789474,0.870033,1.9148,-8.61708,8.68493,1.0,0.870186,0.878689,4.55169,4.5971,4.7655,6.34809,7.05849,8.00856,8.0665,0.736842,0.736842,0.736842,0.736842,1.0,1.0,0.947368,-8.86117,-8.74629,-8.69732,-8.60358,-8.50756,-8.5024,-8.34311,1.0,1.0,0.896552,0.896552,1.0,1.0,0.896552,3.51142,3.51205,3.83723,0.118556,3.31028,3.33483,3.48743,3.52955,4.01379,4.11799,4.96005,5.60053,6.91417,6.64094,0.129929,5.60053,5.68086,6.0011,6.70382,6.9956,7.11022,7.50396,2.74599,2.62173,3.40767,0.159101,2.15278,2.4739,2.66147,2.94073,4.33028,4.57185,5.04747,8.60476,8.36851,8.68264,0.0981055,7.61128,7.98863,8.21141,8.60476,9.0871,9.41351,9.68269,9.79955,1.0
20130814,24.081,1.0,21.487,1.517,1.0,25.781,3.07,1.0,23.202,21.302,0.748,24.447,2.091,24.081,1.0,21.487,1.517,1.0,25.781,3.07,1.0,424.421,238.621,1.0,247.335,238.621,1.0,382.859,1.0,379.928,382.859,1.0,437.085,1.0,410.708,437.085,1.0,8.603,1.0,5.732,8.603,1.0,101.274,101.083,1.0,2.181,0.0,1.0,1.286,1.27,1.0,0.303789268293,0.854166666667,151.1641875,1.0,518.808160917,1.0,257.638046583,1.0,27.5422777083,1.0,442.004833333,1.0,368.616,1.0,24.935,24.461,23.952,23.3,22.176,19.794,1.0,1.0,1.0,1.0,1.0,1.0,4.332,2.938,3.789,4.299,1.0,1.0,1.0,1.0,2.66613,1.0,67.2488,1.0,73.3706,68.5307,74.7633,6.18124,7.71708,66.6986,1.0,72.7703,67.97,74.1516,6.42124,7.8886,15.0,1,19,29,19,29,-3.75812,0.958333,0.631981,0.693875,-3.73976,0.958333,0.620964,0.683855,-3.80628,0.932812,0.0495279,-4.20559,-4.09686,-4.06164,-3.85604,-3.74307,-3.52394,-3.19773,0.875,0.875,0.875,1.0,0.958333,0.875,1.0,5.31194,1.42449,0.947368,0.970065,1.06959,-9.47444,8.64372,0.965517,0.782401,0.790073,5.22439,1.51939,0.947368,0.943558,1.04561,-9.38781,8.66937,0.965517,0.773826,0.781583,4.4162,4.41646,4.46251,5.04127,5.30095,5.31755,6.61522,0.789474,0.789474,0.789474,1.0,1.0,0.947368,1.0,-9.6013,-9.56646,-9.48771,-9.44764,-9.38243,-9.34678,-9.16279,0.931034,0.896552,1.0,0.862069,1.0,0.965517,1.0,2.67553,2.67575,3.16324,0.176407,2.29746,2.33105,2.50587,2.67553,3.83146,3.98911,4.58359,6.4391,6.41552,6.96952,0.157618,6.02277,6.21241,6.37939,6.56563,7.58242,7.84515,8.36874,3.34797,3.20327,5.34669,0.428077,3.09836,3.17795,3.29519,3.7429,8.02372,8.71386,10.0391,7.81737,7.50336,8.59783,0.250074,6.99044,7.37311,7.42854,7.85161,10.1594,10.6483,11.3182,9.6027,1.0
20130815,23.885,1.0,21.693,2.04,1.0,25.32,2.553,1.0,23.039,21.372,1.433,24.131,2.56,23.885,1.0,21.693,2.04,1.0,25.32,2.553,1.0,422.187,286.529,1.0,279.649,286.529,1.0,365.991,1.0,368.454,365.991,1.0,399.883,1.0,396.505,399.883,1.0,11.62,1.0,7.989,11.62,1.0,101.654,101.41,1.0,0.0,0.0,1.0,1.939,1.45,1.0,-9999,0.0,178.96344375,1.0,618.293758083,1.0,156.441187771,1.0,34.7199414583,1.0,438.0779375,1.0,365.46,1.0,24.789,24.273,23.749,23.142,22.135,19.824,1.0,1.0,1.0,1.0,1.0,1.0,4.262,2.926,3.748,4.286,1.0,1.0,1.0,1.0,2.99109,1.0,92.4997,1.0,100.92,94.263,102.548,5.94008,8.54419,89.6174,1.0,97.7754,91.3257,99.3525,6.87838,9.09487,15.0,1,19,29,19,29,-3.29287,0.979167,0.639536,0.712388,-3.37779,0.979167,0.62192,0.696616,-3.21588,0.957292,0.0440695,-3.63165,-3.53244,-3.44489,-3.29287,-3.00711,-2.90478,-2.74954,0.854167,0.958333,0.979167,0.979167,0.979167,1.0,1.0,4.41374,0.900979,1.0,0.976207,1.03384,-8.1439,6.65157,0.965517,0.794643,0.874349,4.41374,0.900979,1.0,0.917573,0.978668,-8.27935,6.75594,0.965517,0.789041,0.869262,4.11726,4.12591,4.23402,4.41374,4.71223,4.80665,5.2698,1.0,1.0,0.789474,1.0,1.0,1.0,0.789474,-8.5665,-8.39727,-8.3535,-8.1788,-7.93514,-7.66781,-7.59581,0.896552,0.931034,0.931034,0.965517,0.965517,1.0,1.0,2.61314,2.61477,3.00949,0.188028,2.23099,2.24127,2.27154,2.50343,3.65312,3.85689,4.31867,5.906,5.99256,6.22537,0.158223,5.51333,5.58252,5.70255,5.81933,6.5579,6.76199,7.11686,3.58454,4.09246,5.63499,0.395449,3.06578,3.40277,3.62437,4.38831,7.96965,8.60241,9.87949,7.80861,7.94903,8.7537,0.225345,7.33253,7.55972,7.58854,8.13244,10.171,10.5681,11.1868,9.54276,1.0
20130816,23.803,1.0,21.614,1.677,1.0,25.237,2.759,1.0,23.181,20.994,1.693,24.613,3.14,23.803,1.0,21.614,1.677,1.0,25.237,2.759,1.0,419.922,289.787,1.0,286.157,289.787,1.0,358.944,1.0,361.35,358.944,1.0,391.264,1.0,387.711,391.264,1.0,11.032,1.0,8.734,11.032,1.0,101.648,101.454,1.0,0.0,0.0,1.0,1.071,1.608,1.0,0.241277241379,0.604166666667,175.051875208,1.0,625.006845896,1.0,124.408767167,1.0,35.2045447917,1.0,437.661916667,1.0,365.161,1.0,24.759,24.211,23.669,23.059,22.062,19.834,1.0,1.0,1.0,1.0,1.0,1.0,4.211,2.897,3.711,4.247,1.0,1.0,1.0,1.0,3.01647,1.0,88.2868,1.0,96.3237,89.9697,97.8773,6.58628,8.81703,86.4526,1.0,94.3225,88.1006,95.8439,6.72642,8.84267,15.0,1,19,29,19,29,-2.71733,0.958333,0.658804,0.730951,-2.70534,0.9375,0.653151,0.72586,-2.63485,0.95,0.0553623,-2.94463,-2.90566,-2.80794,-2.72366,-2.66853,-2.27236,-2.24292,0.916667,0.916667,0.895833,0.895833,0.958333,0.9375,0.9375,5.18756,1.38463,1.0,0.991457,1.29396,-7.73289,5.60988,0.931034,0.825966,0.855886,5.18756,1.38463,1.0,0.967688,1.27584,-7.71377,5.5927,0.896552,0.826643,0.856539,4.26563,4.68002,4.94532,5.09912,5.27935,6.34297,6.34297,1.0,1.0,1.0,1.0,0.894737,1.0,1.0,-7.91751,-7.87457,-7.78016,-7.7332,-7.51068,-7.42593,-7.40121,0.896552,0.862069,0.896552,0.896552,0.965517,0.965517,1.0,3.3403,3.34382,3.58563,0.164245,2.94736,2.96534,3.01453,3.28168,3.78321,4.13255,4.29725,6.07529,6.04916,6.22048,0.131015,5.52461,5.57233,5.70825,5.87994,6.7565,6.91626,7.09523,3.54792,5.33114,4.50618,0.186276,2.64085,3.36241,3.4812,4.45317,5.49621,5.62624,6.11405,7.54994,8.46586,7.8893,0.104036,6.97845,7.17507,7.29036,7.88073,8.5253,8.57728,8.87521,9.53626,1.0
20130817,23.423,1.0,21.455,2.397,1.0,24.713,3.196,1.0,23.856,21.35,2.011,25.498,3.276,23.423,1.0,21.455,2.397,1.0,24.713,3.196,1.0,417.628,287.84,1.0,284.586,287.84,1.0,362.229,1.0,366.048,362.229,1.0,403.673,1.0,393.526,403.673,1.0,7.633,1.0,8.883,7.633,1.0,101.471,101.349,1.0,0.0,0.0,1.0,0.791,1.379,1.0,0.2914195,0.833333333333,178.810362917,1.0,623.086585479,1.0,121.490563396,1.0,34.0708522292,1.0,436.389833333,1.0,364.164,1.0,24.823,24.248,23.652,23.02,22.018,19.837,1.0,1.0,1.0,1.0,1.0,1.0,4.175,2.864,3.68,4.236,1.0,1.0,1.0,1.0,3.28985,1.0,67.8731,1.0,74.0517,69.1669,75.2461,6.76171,8.12582,94.1963,1.0,102.771,95.9919,104.429,7.63517,9.86968,15.0,1,19,29,19,29,-2.30886,1.0,0.672711,0.704909,-2.31434,1.0,0.669684,0.70202,-2.20831,0.933333,0.0498385,-2.46689,-2.4486,-2.38829,-2.30886,-2.19756,-2.02738,-1.80871,1.0,0.895833,0.791667,1.0,1.0,1.0,0.791667,6.68984,2.36049,1.0,1.05125,1.12119,-8.06564,7.00625,1.0,0.822739,0.890604,6.68984,2.36049,1.0,1.04283,1.11329,-8.07437,7.0124,1.0,0.821055,0.889048,5.65967,5.91027,5.95964,6.59777,6.67116,6.68984,7.82861,1.0,1.0,1.0,0.894737,1.0,1.0,0.631579,-8.2282,-8.12819,-8.0798,-8.02018,-7.51005,-7.4462,-7.44437,0.896552,0.896552,0.931034,1.0,1.0,1.0,1.0,4.04826,4.05191,4.27041,0.148297,3.65892,3.67708,3.74249,4.04558,4.13399,4.80517,4.92881,6.51448,6.36624,6.47872,0.113971,5.74945,5.93458,5.99785,6.33474,6.72199,7.05299,7.10277,3.27824,5.22664,3.62234,0.221055,2.19318,2.31377,2.4306,3.25744,5.14211,5.46072,5.87667,7.78282,8.92925,7.80786,0.13683,6.91802,6.93712,7.10244,7.49622,8.8573,9.01013,9.13882,9.57223,1.0
20130818,23.514,1.0,21.554,2.335,1.0,24.914,2.931,1.0,24.121,21.935,0.983,25.683,2.653,23.514,1.0,21.554,2.335,1.0,24.914,2.931,1.0,415.303,277.238,1.0,278.024,277.238,1.0,374.387,1.0,367.878,374.387,1.0,423.456,1.0,395.791,423.456,1.0,5.552,1.0,7.539,5.552,1.0,101.508,101.444,1.0,0.0,0.0,1.0,0.915,1.371,1.0,0.334925454545,0.916666666667,179.803347708,1.0,599.011784125,1.0,158.429357104,1.0,32.3818820833,1.0,438.6353125,1.0,360.625,1.0,25.124,24.498,23.802,23.088,22.01,19.844,1.0,1.0,1.0,1.0,1.0,1.0,4.18,2.863,3.637,4.203,1.0,1.0,1.0,1.0,3.78398,1.0,56.8544,1.0,62.03,57.9382,63.0305,4.9665,6.23825,115.872,1.0,126.421,118.081,128.46,7.50997,10.7512,15.0,1,20,28,20,28,-4.31575,1.0,0.668495,0.730633,-4.31575,1.0,0.666256,0.728585,-4.0661,0.982292,0.0930302,-4.56281,-4.50678,-4.42498,-4.1994,-4.02711,-3.91707,-2.72682,0.979167,1.0,1.0,0.958333,1.0,1.0,0.916667,4.09881,3.85286,1.0,0.904658,1.3066,-10.0572,9.29133,1.0,0.89554,0.99788,4.09881,3.85286,1.0,0.894698,1.29972,-10.0572,9.29133,1.0,0.896092,0.998376,3.50413,3.50413,3.50413,4.09881,5.13513,5.38963,6.80057,1.0,1.0,1.0,1.0,1.0,1.0,0.9,-10.3206,-10.3206,-10.3206,-10.082,-9.57061,-9.44021,-9.36216,1.0,1.0,1.0,1.0,0.892857,0.928571,0.928571,4.7822,4.78835,4.99204,0.136981,4.38644,4.41464,4.51682,4.7822,4.86741,5.50682,5.65234,9.15161,9.1041,9.05814,0.0803175,8.13389,8.65694,8.89381,9.02881,9.20085,9.48679,9.53393,2.92073,4.08643,3.09322,0.188992,1.37845,1.6359,2.13122,2.92073,4.04164,4.27294,5.1917,7.73166,8.44696,7.70401,0.110261,6.68513,6.82518,7.17831,7.53463,8.31709,8.54004,8.8869,9.72787,1.0
20130819,23.62,1.0,21.974,1.926,1.0,24.796,2.458,1.0,23.578,21.32,1.468,25.19,2.416,23.62,1.0,21.974,1.926,1.0,24.796,2.458,1.0,412.948,258.861,1.0,269.862,258.861,1.0,388.723,1.0,376.126,388.723,1.0,431.493,1.0,406.001,431.493,1.0,5.667,1.0,6.063,5.667,1.0,101.415,101.357,1.0,0.105,4.242,1.0,1.211,1.29,1.0,0.340254375,0.666666666667,178.052811875,1.0,558.709832854,1.0,176.980572333,1.0,29.4112348125,1.0,439.407625,1.0,358.982,1.0,25.284,24.641,23.91,23.184,22.056,19.853,1.0,1.0,1.0,1.0,1.0,1.0,4.198,2.859,3.592,4.187,1.0,1.0,1.0,1.0,3.95529,1.0,55.2998,1.0,60.1233,56.354,61.307,5.51316,6.62389,95.0567,1.0,103.348,96.8687,105.383,7.00608,9.42963,15.0,1,20,28,20,28,-3.88131,1.0,0.661074,0.729433,-3.88131,1.0,0.656026,0.724862,-3.72379,0.992708,0.0802118,-4.33346,-4.06284,-4.02322,-3.88131,-3.54178,-3.44622,-2.62828,0.979167,1.0,0.979167,1.0,1.0,1.0,0.979167,3.83844,2.9302,1.0,0.890839,1.17761,-9.15354,9.1007,1.0,0.887539,0.915708,3.83844,2.9302,1.0,0.877871,1.16783,-9.15354,9.1007,1.0,0.883903,0.912184,3.46746,3.46746,3.46746,3.83844,4.74,5.00782,7.15567,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9.63548,-9.57045,-9.27006,-9.18843,-9.14626,-9.11969,-9.08248,0.964286,0.964286,1.0,1.0,1.0,0.964286,0.964286,5.51842,5.52714,5.71566,0.126486,5.10255,5.15232,5.24744,5.52462,5.6817,6.21091,6.37858,9.41436,9.40845,9.43946,0.0831123,8.56495,8.96299,9.09779,9.40224,9.80174,9.88271,9.94875,3.75876,4.88742,4.01982,0.156581,2.75636,2.93292,3.25842,3.75662,4.62338,5.05847,5.74045,7.42474,8.12837,7.50063,0.0915207,6.72465,6.84383,7.02805,7.44621,7.77658,8.21486,8.53804,9.81033,1.0
20130820,23.451,1.0,21.235,0.978,1.0,25.034,3.187,1.0,21.006,20.58,0.68,21.31,1.006,23.451,1.0,21.235,0.978,1.0,25.034,3.187,1.0,410.565,270.511,1.0,172.902,270.511,1.0,385.468,1.0,376.505,385.468,1.0,404.002,1.0,406.471,404.002,1.0,11.175,1.0,4.337,11.175,1.0,101.544,101.328,1.0,5.848,2.424,1.0,2.133,1.467,1.0,0.362347567568,0.770833333333,186.301274917,1.0,592.666754063,1.0,113.506247125,1.0,32.1841264792,1.0,437.09225,1.0,357.204,1.0,24.298,24.092,23.83,23.232,22.126,19.866,1.0,1.0,1.0,1.0,1.0,1.0,10.836,2.871,3.521,4.158,1.0,1.0,1.0,1.0,-0.299247,1.0,115.285,0.9375,124.94,114.95,127.808,7.07799,11.8723,55.2243,0.958333,59.8494,55.0638,61.2232,6.76765,8.16387,15.0,1,20,28,20,28,-2.78732,0.9375,0.626687,1.03082,-2.83034,0.958333,0.622493,1.02828,-2.28851,0.932292,0.122773,-3.08499,-3.07455,-3.05276,-2.78732,-1.50901,-1.43765,-1.05275,0.958333,0.895833,0.958333,0.9375,0.9375,0.9375,0.9375,2.71893,4.02443,1.0,0.824136,1.69033,-6.54665,6.71328,0.892857,0.851614,0.903517,2.71893,4.02443,1.0,0.808194,1.68262,-6.61772,6.76501,0.928571,0.851013,0.902951,2.12347,2.16662,2.19798,2.72115,5.08465,5.11825,5.93008,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-6.64904,-6.63449,-6.61362,-6.54272,-6.19837,-6.03084,-5.97487,0.821429,0.857143,0.928571,0.857143,0.785714,0.892857,0.892857,6.22983,6.23906,6.38399,0.113488,5.81521,5.86657,5.97339,6.23247,6.44512,6.78992,6.85318,9.0294,9.0694,8.67249,0.111774,7.33233,7.99518,8.09415,8.88016,9.06996,9.41344,9.4605,5.68833,7.462,6.29208,0.211931,3.72145,4.97559,5.32664,6.27586,7.33904,7.65595,8.14232,7.6116,8.77633,7.86665,0.132764,6.34548,6.88043,7.02078,7.97563,8.5285,8.84272,8.97072,9.26793,1.0
20130821,23.064,1.0,20.585,1.577,1.0,24.835,2.741,1.0,22.328,20.524,1.389,23.617,2.364,23.064,1.0,20.585,1.577,1.0,24.835,2.741,1.0,408.155,270.263,1.0,272.119,270.263,1.0,360.338,1.0,361.939,360.338,1.0,402.711,1.0,388.439,402.711,1.0,11.777,1.0,8.281,11.777,1.0,101.684,101.44,1.0,0.0,0.0,1.0,2.11,1.492,1.0,0.283850666667,0.625,162.500321875,1.0,583.217487542,1.0,169.843138875,1.0,34.3057404167,1.0,432.902875,1.0,365.719,1.0,23.104,22.923,22.9,22.628,21.971,19.874,1.0,1.0,1.0,1.0,1.0,1.0,10.219,2.842,3.465,4.136,1.0,1.0,1.0,1.0,0.154458,1.0,97.173,0.979167,105.238,96.8907,107.729,6.1003,10.0878,67.6977,1.0,73.3163,67.501,75.0517,6.42876,8.52397,15.0,1,20,28,20,28,-1.9741,0.9375,0.64778,0.696187,-1.95676,0.9375,0.641963,0.690778,-1.77231,0.942708,0.0481146,-2.11021,-2.06886,-1.96686,-1.88057,-1.6033,-1.55874,-1.48637,0.9375,0.9375,0.9375,0.958333,0.979167,0.958333,0.916667,5.45733,1.75505,1.0,0.976004,1.05844,-7.15925,6.40706,0.892857,0.811865,0.873382,5.45017,1.82476,1.0,0.958237,1.04208,-7.12548,6.41371,0.892857,0.810053,0.871698,5.12197,5.1337,5.43284,5.6079,5.74243,5.95273,6.74326,1.0,1.0,1.0,1.0,0.95,1.0,1.0,-7.33015,-7.29354,-7.23175,-7.12337,-6.69731,-6.64958,-6.58992,0.857143,0.892857,0.892857,0.892857,0.964286,0.964286,0.964286,6.63641,6.64949,6.68203,0.111604,6.04334,6.28549,6.30645,6.63646,6.85404,6.89038,7.06147,8.62798,8.60626,8.45435,0.0836629,7.63572,7.87704,8.1968,8.43713,8.61057,8.7174,8.84296,6.48245,8.17079,6.98859,0.223476,4.4695,5.45674,5.61414,7.16711,8.18007,8.31231,9.06835,8.20016,9.32852,8.4642,0.148993,6.87094,7.16979,7.49434,8.78775,9.30126,9.39671,9.61281,8.69431,1.0
