TIMESTAMP,TA_F_MDS,TA_F_MDS_QC,TA_F_MDS_NIGHT,TA_F_MDS_NIGHT_SD,TA_F_MDS_NIGHT_QC,TA_F_MDS_DAY,TA_F_MDS_DAY_SD,TA_F_MDS_DAY_QC,TA_ERA,TA_ERA_NIGHT,TA_ERA_NIGHT_SD,TA_ERA_DAY,TA_ERA_DAY_SD,TA_F,TA_F_QC,TA_F_NIGHT,TA_F_NIGHT_SD,TA_F_NIGHT_QC,TA_F_DAY,TA_F_DAY_SD,TA_F_DAY_QC,SW_IN_POT,SW_IN_F_MDS,SW_IN_F_MDS_QC,SW_IN_ERA,SW_IN_F,SW_IN_F_QC,LW_IN_F_MDS,LW_IN_F_MDS_QC,LW_IN_ERA,LW_IN_F,LW_IN_F_QC,LW_IN_JSB,LW_IN_JSB_QC,LW_IN_JSB_ERA,LW_IN_JSB_F,LW_IN_JSB_F_QC,VPD_F_MDS,VPD_F_MDS_QC,VPD_ERA,VPD_F,VPD_F_QC,PA_ERA,PA_F,PA_F_QC,P_ERA,P_F,P_F_QC,WS_ERA,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_DIF,PPFD_DIF_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_3,TS_F_MDS_4,TS_F_MDS_5,TS_F_MDS_6,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_3_QC,TS_F_MDS_4_QC,TS_F_MDS_5_QC,TS_F_MDS_6_QC,SWC_F_MDS_1,SWC_F_MDS_2,SWC_F_MDS_3,SWC_F_MDS_4,SWC_F_MDS_1_QC,SWC_F_MDS_2_QC,SWC_F_MDS_3_QC,SWC_F_MDS_4_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_CORR_25,LE_CORR_75,LE_RANDUNC,LE_CORR_JOINTUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_CORR_25,H_CORR_75,H_RANDUNC,H_CORR_JOINTUNC,EBC_CF_N,EBC_CF_METHOD,NIGHT_D,DAY_D,NIGHT_RANDUNC_N,DAY_RANDUNC_N,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_REF_JOINTUNC,NEE_VUT_USTAR50,NEE_VUT_USTAR50_QC,NEE_VUT_USTAR50_RANDUNC,NEE_VUT_USTAR50_JOINTUNC,NEE_VUT_MEAN,NEE_VUT_MEAN_QC,NEE_VUT_SE,NEE_VUT_05,NEE_VUT_16,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_84,NEE_VUT_95,NEE_VUT_05_QC,NEE_VUT_16_QC,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,NEE_VUT_84_QC,NEE_VUT_95_QC,NEE_VUT_REF_NIGHT,NEE_VUT_REF_NIGHT_SD,NEE_VUT_REF_NIGHT_QC,NEE_VUT_REF_NIGHT_RANDUNC,NEE_VUT_REF_NIGHT_JOINTUNC,NEE_VUT_REF_DAY,NEE_VUT_REF_DAY_SD,NEE_VUT_REF_DAY_QC,NEE_VUT_REF_DAY_RANDUNC,NEE_VUT_REF_DAY_JOINTUNC,NEE_VUT_USTAR50_NIGHT,NEE_VUT_USTAR50_NIGHT_SD,NEE_VUT_USTAR50_NIGHT_QC,NEE_VUT_USTAR50_NIGHT_RANDUNC,NEE_VUT_USTAR50_NIGHT_JOINTUNC,NEE_VUT_USTAR50_DAY,NEE_VUT_USTAR50_DAY_SD,NEE_VUT_USTAR50_DAY_QC,NEE_VUT_USTAR50_DAY_RANDUNC,NEE_VUT_USTAR50_DAY_JOINTUNC,NEE_VUT_05_NIGHT,NEE_VUT_16_NIGHT,NEE_VUT_25_NIGHT,NEE_VUT_50_NIGHT,NEE_VUT_75_NIGHT,NEE_VUT_84_NIGHT,NEE_VUT_95_NIGHT,NEE_VUT_05_NIGHT_QC,NEE_VUT_16_NIGHT_QC,NEE_VUT_25_NIGHT_QC,NEE_VUT_50_NIGHT_QC,NEE_VUT_75_NIGHT_QC,NEE_VUT_84_NIGHT_QC,NEE_VUT_95_NIGHT_QC,NEE_VUT_05_DAY,NEE_VUT_16_DAY,NEE_VUT_25_DAY,NEE_VUT_50_DAY,NEE_VUT_75_DAY,NEE_VUT_84_DAY,NEE_VUT_95_DAY,NEE_VUT_05_DAY_QC,NEE_VUT_16_DAY_QC,NEE_VUT_25_DAY_QC,NEE_VUT_50_DAY_QC,NEE_VUT_75_DAY_QC,NEE_VUT_84_DAY_QC,NEE_VUT_95_DAY_QC,RECO_NT_VUT_REF,RECO_NT_VUT_USTAR50,RECO_NT_VUT_MEAN,RECO_NT_VUT_SE,RECO_NT_VUT_05,RECO_NT_VUT_16,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,RECO_NT_VUT_84,RECO_NT_VUT_95,GPP_NT_VUT_REF,GPP_NT_VUT_USTAR50,GPP_NT_VUT_MEAN,GPP_NT_VUT_SE,GPP_NT_VUT_05,GPP_NT_VUT_16,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,GPP_NT_VUT_84,GPP_NT_VUT_95,RECO_DT_VUT_REF,RECO_DT_VUT_USTAR50,RECO_DT_VUT_MEAN,RECO_DT_VUT_SE,RECO_DT_VUT_05,RECO_DT_VUT_16,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,RECO_DT_VUT_84,RECO_DT_VUT_95,GPP_DT_VUT_REF,GPP_DT_VUT_USTAR50,GPP_DT_VUT_MEAN,GPP_DT_VUT_SE,GPP_DT_VUT_05,GPP_DT_VUT_16,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,GPP_DT_VUT_84,GPP_DT_VUT_95,RECO_SR,RECO_SR_N
20130925,18.612,1.0,16.772,2.412,1.0,20.305,3.431,1.0,18.667,16.921,1.027,20.274,2.309,18.612,1.0,16.772,2.412,1.0,20.305,3.431,1.0,310.274,194.261,1.0,193.891,194.261,1.0,359.465,1.0,340.647,359.465,1.0,387.234,1.0,362.082,387.234,1.0,3.053,1.0,4.153,3.053,1.0,101.307,101.356,1.0,0.0,0.202,1.0,1.243,1.451,1.0,0.347502702703,0.770833333333,115.850246042,1.0,428.448234042,1.0,108.713432792,1.0,28.4164252083,1.0,408.583208333,1.0,352.546,1.0,18.327,18.194,18.342,18.361,18.534,18.52,1.0,1.0,1.0,1.0,1.0,1.0,7.518,3.651,2.948,3.382,1.0,1.0,1.0,1.0,-0.782432,1.0,21.6286,1.0,29.228,25.6617,31.8619,2.99252,5.48447,60.124,1.0,81.2491,71.3354,88.5708,5.03038,13.7311,13.0,1,23,25,23,25,-2.17799,1.0,0.607765,0.757314,-2.16998,1.0,0.606286,0.756128,-1.80374,1.0,0.0596642,-2.2232,-2.17335,-2.16379,-1.86357,-1.6518,-1.2697,-1.11935,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.04367,5.22903,1.0,0.820443,0.998748,-9.5899,7.90331,1.0,0.833509,0.890461,6.04712,5.23044,1.0,0.816209,0.995273,-9.57825,7.92438,1.0,0.833341,0.890305,5.95275,6.02484,6.04712,6.59778,6.93866,7.16391,7.46627,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9.6758,-9.58745,-9.58148,-9.55132,-9.43974,-8.96076,-8.93859,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.89072,7.45062,8.03248,0.360972,5.15063,5.62997,6.01091,7.49309,10.114,11.3994,11.4807,9.11393,9.62061,9.83622,0.315496,7.12288,7.45839,8.11488,9.62679,11.8125,12.5276,12.6683,2.57336,2.60127,2.60467,0.0695874,1.91452,2.09034,2.31447,2.57336,2.95148,3.16718,3.22782,7.59733,7.58641,7.59131,0.0369107,7.18279,7.29288,7.44453,7.57637,7.7441,7.88292,7.94116,6.67278,1.0
20130926,19.717,1.0,18.262,1.151,1.0,21.056,2.262,1.0,18.81,17.255,0.962,20.24,1.96,19.717,1.0,18.262,1.151,1.0,21.056,2.262,1.0,307.235,191.576,1.0,171.109,191.576,1.0,368.977,1.0,357.297,368.977,1.0,399.883,1.0,382.693,399.883,1.0,3.632,1.0,3.838,3.632,1.0,101.317,101.349,1.0,0.058,0.0,1.0,1.195,1.196,1.0,0.345661219512,0.854166666667,117.996554375,1.0,422.392859917,1.0,170.977231583,1.0,26.4985636575,1.0,415.498916667,1.0,359.84,1.0,18.982,18.729,18.636,18.461,18.428,18.424,1.0,1.0,1.0,1.0,1.0,1.0,7.309,3.589,2.94,3.343,1.0,1.0,1.0,1.0,1.18398,1.0,24.0589,1.0,32.5121,28.5451,35.1962,2.91095,5.7256,74.395,1.0,100.534,88.2675,108.834,6.21443,16.4637,13.0,1,23,25,23,25,-3.20629,1.0,0.535621,0.55627,-3.15335,1.0,0.541733,0.562158,-3.22973,1.0,0.0243358,-3.61697,-3.38665,-3.32185,-3.21569,-3.10101,-3.08633,-3.04375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.03212,0.552601,1.0,0.706813,0.837746,-10.5618,11.0825,1.0,0.747827,0.768025,5.13515,0.596576,1.0,0.710723,0.841048,-10.5587,11.0871,1.0,0.75967,0.779561,4.38242,4.66122,4.73494,5.13515,5.52605,5.56063,5.63139,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-10.9107,-10.9049,-10.8542,-10.6239,-10.5574,-10.5549,-10.5032,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.09664,7.68107,8.26589,0.382449,5.14447,5.74282,6.15395,7.72482,10.4112,11.8586,12.0241,10.4833,10.8344,11.4956,0.364388,8.76143,9.08375,9.36964,10.8662,13.5175,14.9447,15.0078,3.96857,4.22788,3.98237,0.0834372,3.24572,3.3612,3.49129,3.96857,4.27486,4.55339,5.00747,8.43514,8.51669,8.43744,0.0389531,8.04908,8.17313,8.20547,8.43514,8.6132,8.67554,8.87838,6.91583,1.0
20130927,19.673,1.0,18.857,0.747,1.0,20.424,1.728,1.0,19.169,17.424,1.098,20.774,2.205,19.673,1.0,18.857,0.747,1.0,20.424,1.728,1.0,304.191,92.876,1.0,181.154,92.876,1.0,393.106,1.0,355.522,393.106,1.0,422.695,1.0,380.496,422.695,1.0,3.19,1.0,3.898,3.19,1.0,101.263,101.273,1.0,0.0,0.0,1.0,0.985,0.894,1.0,0.212722941176,0.708333333333,58.86224125,1.0,203.720859583,1.0,143.243602521,1.0,11.6705060417,1.0,415.187666667,1.0,363.011,1.0,19.227,18.994,18.902,18.67,18.473,18.343,1.0,1.0,1.0,1.0,1.0,1.0,7.096,3.538,2.93,3.338,1.0,1.0,1.0,1.0,0.996486,1.0,15.1055,1.0,20.4129,17.9222,22.2524,2.46158,4.04513,17.7432,1.0,23.9774,21.0518,26.1381,3.84385,5.38439,13.0,1,23,25,23,25,0.908014,1.0,0.489524,0.539194,0.935775,1.0,0.492058,0.541495,1.02571,1.0,0.0473141,0.424454,0.822891,0.859969,1.02283,1.18415,1.27498,1.40449,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.03382,0.531209,1.0,0.687002,0.757377,-2.95111,8.14513,1.0,0.648729,0.663205,5.0934,0.472993,1.0,0.69209,0.761995,-2.95455,8.14042,1.0,0.65071,0.665143,4.38805,4.81184,4.95076,5.12659,5.41451,5.44949,5.73508,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-3.25168,-2.95455,-2.9408,-2.81355,-2.72128,-2.67893,-2.66297,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.57316,7.06608,8.02592,0.409148,4.98461,5.5823,5.90483,7.06666,10.3838,12.0504,12.1177,5.71708,6.13031,7.00021,0.376263,4.74466,4.83765,4.882,6.13089,9.00541,10.8427,10.9134,5.20976,6.17451,5.38664,0.128227,4.46504,4.4945,4.59757,5.21801,5.98475,6.20701,6.86803,5.20538,5.48845,5.25961,0.0462527,4.90191,4.93075,4.98628,5.19313,5.49093,5.55931,5.7647,7.00373,1.0
20130928,20.666,1.0,19.498,1.241,1.0,21.741,1.812,1.0,19.73,18.305,1.816,21.041,2.46,20.666,1.0,19.498,1.241,1.0,21.741,1.812,1.0,301.146,167.783,1.0,176.93,167.783,1.0,388.075,1.0,363.055,388.075,1.0,423.089,1.0,389.822,423.089,1.0,3.647,1.0,4.311,3.647,1.0,101.084,101.038,1.0,0.0,0.0,1.0,0.9,1.217,1.0,0.309888181818,0.916666666667,110.245183333,1.0,366.594580375,1.0,185.82189175,1.0,22.9363769187,1.0,422.3409375,1.0,360.069,1.0,19.759,19.442,19.185,18.843,18.53,18.284,1.0,1.0,1.0,1.0,1.0,1.0,6.931,3.489,2.924,3.331,1.0,1.0,1.0,1.0,2.39819,1.0,23.6829,1.0,33.7872,28.099,38.5511,3.02709,8.3184,56.1235,1.0,80.0688,66.5889,91.3583,5.47624,19.1606,12.0,1,23,25,23,25,-3.30123,1.0,0.529659,0.67371,-3.36531,1.0,0.52889,0.673106,-3.24109,0.980729,0.0569672,-4.07902,-3.70084,-3.349,-3.24668,-3.12056,-2.86814,-2.70716,1.0,1.0,1.0,1.0,1.0,1.0,0.833333,4.96337,0.901704,1.0,0.690612,1.06044,-10.6742,9.87602,1.0,0.746101,0.754582,4.82867,0.506954,1.0,0.68815,1.05883,-10.6689,9.88466,1.0,0.74616,0.754641,3.41395,3.98288,4.85844,4.98353,5.2025,5.59232,5.90398,1.0,1.0,1.0,1.0,1.0,1.0,0.695652,-10.6878,-10.6661,-10.6192,-10.566,-10.4526,-10.4405,-10.4269,1.0,1.0,1.0,1.0,0.96,0.96,0.96,6.06548,6.5207,7.44729,0.358081,4.87831,5.47559,5.59653,6.51581,9.12586,10.959,11.3357,9.41114,9.88601,10.6884,0.317726,8.81253,8.91491,9.06718,9.88113,12.0143,13.9493,14.1271,6.65152,7.20464,6.76462,0.167895,5.19959,5.70371,5.9271,6.65584,7.51184,8.00316,8.51999,8.91513,9.08852,8.94287,0.072276,8.29073,8.48863,8.59337,8.8693,9.32151,9.43141,9.67055,7.21376,1.0
20130929,17.635,1.0,17.784,1.741,1.0,17.499,0.955,1.0,19.546,18.861,0.612,20.176,0.647,17.635,1.0,17.784,1.741,1.0,17.499,0.955,1.0,298.096,31.943,1.0,47.5,31.943,1.0,399.563,1.0,392.089,399.563,1.0,406.649,1.0,425.762,406.649,1.0,0.734,1.0,2.111,0.734,1.0,100.574,100.437,1.0,19.61,53.938,1.0,1.657,1.538,1.0,0.374136052632,0.791666666667,23.5033313333,1.0,72.7088344583,1.0,65.6888346042,1.0,4.3153869375,1.0,403.239166667,1.0,340.285,1.0,18.365,18.306,18.494,18.379,18.325,18.271,1.0,1.0,1.0,1.0,1.0,1.0,18.428,10.506,3.29,4.353,1.0,1.0,1.0,1.0,-1.90074,1.0,0.512709,1.0,0.731458,0.608314,0.90318,0.765899,0.796479,-19.2048,1.0,-25.9525,-31.2617,-22.6635,2.60413,6.8852,12.0,1,23,25,23,25,5.17219,1.0,0.50939,0.519618,5.2272,1.0,0.515137,0.525253,5.21637,1.0,0.0169132,5.07268,5.10686,5.15221,5.19072,5.26718,5.31204,5.38324,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.32607,1.24865,1.0,0.688417,0.732204,4.66961,5.12998,1.0,0.697948,0.704203,5.34217,1.28632,1.0,0.691778,0.735364,4.75657,5.17332,1.0,0.70948,0.715634,5.15895,5.25434,5.29332,5.36847,5.42646,5.75316,5.85749,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.42393,4.56928,4.57119,4.68564,4.75117,4.75657,4.76208,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.18453,5.5365,6.08007,0.216144,4.47318,4.91361,4.99355,5.53756,7.22378,8.06664,8.32913,0.00668355,0.309305,0.863705,0.218351,-0.58185,-0.366876,-0.301357,0.372954,1.91299,2.87966,3.23138,6.29715,5.20063,6.17858,0.20334,4.13193,4.94581,5.14949,6.14768,7.29251,7.39452,8.27834,2.61317,2.352,2.55138,0.0440045,2.07436,2.27161,2.33215,2.60043,2.74513,2.83494,2.98174,6.68675,1.0
20130930,18.1,1.0,16.87,1.329,1.0,19.33,1.934,1.0,17.502,17.161,0.533,17.844,0.825,18.1,1.0,16.87,1.329,1.0,19.33,1.934,1.0,295.045,146.335,1.0,85.402,146.335,1.0,378.43,1.0,379.055,378.43,1.0,403.54,1.0,409.628,403.54,1.0,2.424,1.0,2.148,2.424,1.0,100.248,100.055,1.0,9.513,1.01,1.0,0.876,1.143,0.9375,0.292346486486,0.770833333333,88.4544225532,0.979166666667,334.948870083,1.0,134.78023475,1.0,19.8411269583,1.0,405.420375,1.0,361.814,1.0,18.186,18.026,18.102,18.028,18.157,18.299,1.0,1.0,1.0,1.0,1.0,1.0,19.552,10.13,6.881,7.091,1.0,1.0,1.0,1.0,-0.0391921,1.0,19.2853,1.0,28.2129,26.0164,38.4041,2.12497,9.42549,16.5123,1.0,24.1562,22.2755,32.8819,5.43265,9.55674,12.0,1,24,24,24,24,-0.891051,1.0,0.525648,0.603214,-0.938075,1.0,0.519183,0.597588,-0.948667,1.0,0.0425658,-1.4141,-1.23563,-1.18406,-0.945322,-0.671335,-0.643817,-0.599268,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.2844,3.03825,1.0,0.743664,0.866878,-6.00172,7.26334,1.0,0.687961,0.705628,4.32859,3.04468,1.0,0.740899,0.864507,-6.13653,7.19772,1.0,0.672536,0.690598,3.60554,3.77809,3.83419,4.2844,4.62243,4.66903,4.74605,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-6.34335,-6.2216,-6.15952,-6.1049,-5.91427,-5.90778,-5.90095,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.63089,4.93698,5.15803,0.09916,4.36014,4.59088,4.61348,4.89287,5.65464,6.12081,6.18217,5.51807,5.87505,6.1067,0.132757,5.20358,5.25967,5.38274,5.81628,6.6817,7.47168,7.57546,5.99011,3.74892,5.79137,0.170253,3.74892,4.58611,5.0494,5.89941,6.48568,6.96221,7.43835,7.70519,6.80936,7.62734,0.074044,6.4836,7.04555,7.42882,7.67752,7.96649,8.13711,8.24699,6.61681,1.0
20131001,18.454,1.0,16.946,1.653,1.0,19.962,2.806,1.0,17.585,16.81,1.018,18.359,1.873,18.454,1.0,16.946,1.653,1.0,19.962,2.806,1.0,291.993,162.237,1.0,138.428,162.237,1.0,353.876,1.0,370.96,353.876,1.0,398.38,1.0,399.607,398.38,1.0,4.955,1.0,3.812,4.955,1.0,100.676,100.512,1.0,0.01,0.0,1.0,0.851,1.317,1.0,0.332947857143,0.875,85.8712666667,1.0,355.21084575,1.0,181.02156875,1.0,23.1402597083,1.0,406.3484375,1.0,368.647,1.0,18.054,17.951,18.1,18.04,18.105,18.213,1.0,1.0,1.0,1.0,1.0,1.0,17.61,9.064,7.382,7.104,1.0,1.0,1.0,1.0,-1.40038,1.0,33.5681,1.0,54.6424,45.3625,71.8465,2.6545,19.8109,20.0449,1.0,32.6292,27.0878,42.9025,4.61722,12.5997,12.0,1,24,24,24,24,-1.46902,1.0,0.700067,0.716268,-1.45002,1.0,0.700802,0.716986,-1.40568,1.0,0.0210203,-1.52136,-1.5123,-1.51116,-1.46861,-1.39549,-1.20934,-1.13842,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.44621,2.28624,1.0,0.981082,1.01796,-7.27743,7.9665,1.0,0.926235,0.927205,4.51353,2.32308,1.0,0.980734,1.01763,-7.30814,7.92967,1.0,0.928665,0.929633,4.30292,4.32769,4.33997,4.44714,4.68075,4.87073,4.99575,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-7.37027,-7.28627,-7.25461,-7.24013,-7.20366,-7.20148,-7.18982,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.14293,4.35451,4.31635,0.036019,4.0424,4.06747,4.14293,4.24596,4.47863,4.50001,4.778,5.61154,5.80453,5.72203,0.0229756,5.55355,5.57862,5.60322,5.70133,5.79883,5.90583,5.96518,4.26058,1.33762,4.19202,0.200333,2.15107,2.68685,3.24088,4.25721,5.08117,5.59141,5.88492,6.62577,5.49803,6.78968,0.111596,5.49803,6.06747,6.23701,6.81288,7.17776,7.54187,7.74545,6.56911,1.0
20131002,19.081,1.0,17.142,1.275,1.0,21.02,2.322,1.0,18.115,16.923,1.022,19.306,1.643,19.081,1.0,17.142,1.275,1.0,21.02,2.322,1.0,288.942,183.301,1.0,145.968,183.301,1.0,349.525,1.0,361.944,349.525,1.0,385.152,1.0,388.446,385.152,1.0,4.93,1.0,4.39,4.93,1.0,101.282,101.134,1.0,0.443,0.0,1.0,1.441,1.325,1.0,0.327662790698,0.895833333333,94.440384375,1.0,407.254706729,1.0,133.161231667,1.0,26.9723544583,1.0,410.635395833,1.0,380.542,1.0,18.172,18.027,18.102,17.997,18.025,18.141,1.0,1.0,1.0,1.0,1.0,1.0,16.518,8.651,7.363,7.04,1.0,1.0,1.0,1.0,-0.49034,1.0,37.2381,1.0,65.598,53.1258,79.7014,2.53544,19.8627,33.1318,1.0,58.3644,47.2675,70.9126,5.20252,18.2836,12.0,1,24,24,24,24,-3.1041,1.0,0.548897,0.562812,-2.94018,1.0,0.552611,0.566435,-2.92395,1.0,0.0252843,-3.1041,-3.05535,-3.0389,-2.98468,-2.86415,-2.8066,-2.56611,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.35806,2.44711,1.0,0.641239,0.716678,-10.3406,8.58806,1.0,0.84139,0.897608,4.67619,2.20988,1.0,0.65468,0.728729,-10.3428,8.60463,1.0,0.840066,0.896367,3.92952,3.97082,4.03009,4.36754,4.58569,4.61094,4.9539,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-10.3703,-10.3428,-10.2692,-9.89955,-9.72705,-9.71744,-9.70128,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.84283,3.89406,3.92728,0.0613405,3.37067,3.50383,3.61202,3.84746,4.2235,4.40011,4.64372,6.9468,6.83425,6.85123,0.0551212,6.27805,6.43748,6.52272,6.82823,7.08281,7.2354,7.44556,3.44295,0.476757,3.5831,0.278627,0.768439,1.79012,2.21148,3.00315,5.18331,5.57318,5.97697,6.67609,5.42965,6.84955,0.18352,4.94179,5.58487,6.04851,6.6598,7.94267,8.19474,8.57789,6.61175,1.0
20131003,18.187,1.0,16.164,1.318,1.0,20.211,3.284,1.0,16.999,16.031,0.942,17.967,1.92,18.187,1.0,16.164,1.318,1.0,20.211,3.284,1.0,285.891,187.566,1.0,158.273,187.566,1.0,335.906,1.0,345.551,335.906,1.0,359.635,1.0,368.153,359.635,1.0,8.867,1.0,4.953,8.867,1.0,102.07,101.926,1.0,0.0,0.0,1.0,1.796,1.541,1.0,0.419556666667,1.0,88.1115354167,1.0,411.7075605,1.0,115.209907396,1.0,29.0724615625,1.0,405.4433125,1.0,366.015,1.0,17.394,17.39,17.713,17.764,17.923,18.071,1.0,1.0,1.0,1.0,1.0,1.0,15.572,8.364,7.257,6.995,1.0,1.0,1.0,1.0,-3.88971,1.0,43.942,1.0,77.4075,59.3813,94.0499,2.70383,25.8413,18.9467,1.0,33.3762,25.6038,40.5521,3.49878,11.6202,11.0,1,24,24,24,24,-1.06214,1.0,0.558339,0.563022,-1.04122,1.0,0.563783,0.568421,-0.986553,0.994271,0.0112889,-1.08216,-1.06246,-1.04703,-0.998972,-0.919871,-0.917535,-0.864392,1.0,1.0,1.0,1.0,1.0,1.0,0.979167,2.77949,1.46489,1.0,0.745164,0.755508,-4.82655,4.27534,1.0,0.77633,0.779776,2.8004,1.47518,1.0,0.760039,0.770184,-4.80715,4.32792,1.0,0.776523,0.779968,2.77949,2.7866,2.79817,2.81241,3.03568,3.03579,3.20767,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-4.88477,-4.88418,-4.88025,-4.81981,-4.80715,-4.73773,-4.73773,1.0,0.958333,0.958333,1.0,1.0,1.0,1.0,3.70711,3.65407,3.7162,0.0647007,3.208,3.28216,3.38615,3.60867,4.03424,4.25893,4.45355,4.76958,4.69529,4.70276,0.0720539,4.07239,4.24345,4.30402,4.67081,5.10243,5.2655,5.45252,3.20536,1.07579,3.63322,0.294748,0.637078,1.14727,2.35574,3.55118,4.72481,5.88224,6.38728,5.01222,5.31509,5.63904,0.201675,3.8581,4.31572,4.62369,5.22291,6.75913,6.90265,7.68742,6.33435,1.0
20131004,18.289,1.0,17.705,1.27,1.0,18.874,2.123,1.0,16.492,15.803,1.713,17.182,2.561,18.289,1.0,17.705,1.27,1.0,18.874,2.123,1.0,282.844,101.2,1.0,136.821,101.2,1.0,389.498,1.0,360.238,389.498,1.0,394.949,1.0,386.334,394.949,1.0,7.258,1.0,4.298,7.258,1.0,102.221,102.088,1.0,4.425,0.0,1.0,1.423,1.456,1.0,0.334746595745,0.979166666667,69.4006629167,1.0,220.137253729,1.0,157.487939667,1.0,13.1576680625,1.0,407.938708333,1.0,369.746,1.0,17.649,17.494,17.61,17.568,17.727,17.992,1.0,1.0,1.0,1.0,1.0,1.0,14.635,8.155,7.174,6.956,1.0,1.0,1.0,1.0,-0.665125,1.0,34.3967,1.0,60.5926,46.4822,73.6199,2.31422,20.2496,0.788221,1.0,1.38852,1.06517,1.68705,3.22049,3.25332,11.0,1,24,24,24,24,-0.854531,1.0,0.511286,0.521139,-0.809596,1.0,0.512418,0.522249,-0.733941,0.995833,0.0160624,-1.02078,-0.846368,-0.791752,-0.724508,-0.665292,-0.64465,-0.615513,1.0,1.0,0.979167,1.0,1.0,1.0,1.0,3.85977,1.35868,1.0,0.623882,0.640759,-5.5067,9.10431,1.0,0.762746,0.794325,3.92411,1.34445,1.0,0.628283,0.645045,-5.48444,9.15276,1.0,0.761954,0.793564,3.61498,3.75882,3.78629,3.8386,4.03607,4.05101,4.07112,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-5.72853,-5.50205,-5.48006,-5.28102,-5.19436,-5.05856,-5.02937,1.0,1.0,1.0,1.0,1.0,0.958333,0.958333,3.78397,3.64511,3.75655,0.0560826,3.26823,3.4032,3.48637,3.63564,4.02985,4.25604,4.37058,4.6337,4.4547,4.49049,0.0565889,3.99506,4.08642,4.21097,4.43795,4.6745,4.95897,5.07766,3.83642,3.33629,4.59642,0.260214,1.54612,2.27578,3.79201,4.55246,5.55317,6.83793,7.16288,4.5389,4.55313,4.71769,0.131903,3.18178,3.84974,4.03392,4.62998,5.4455,5.7564,5.81976,6.42342,1.0
