TIMESTAMP,TA_F_MDS,TA_F_MDS_QC,TA_F_MDS_NIGHT,TA_F_MDS_NIGHT_SD,TA_F_MDS_NIGHT_QC,TA_F_MDS_DAY,TA_F_MDS_DAY_SD,TA_F_MDS_DAY_QC,TA_ERA,TA_ERA_NIGHT,TA_ERA_NIGHT_SD,TA_ERA_DAY,TA_ERA_DAY_SD,TA_F,TA_F_QC,TA_F_NIGHT,TA_F_NIGHT_SD,TA_F_NIGHT_QC,TA_F_DAY,TA_F_DAY_SD,TA_F_DAY_QC,SW_IN_POT,SW_IN_F_MDS,SW_IN_F_MDS_QC,SW_IN_ERA,SW_IN_F,SW_IN_F_QC,LW_IN_F_MDS,LW_IN_F_MDS_QC,LW_IN_ERA,LW_IN_F,LW_IN_F_QC,LW_IN_JSB,LW_IN_JSB_QC,LW_IN_JSB_ERA,LW_IN_JSB_F,LW_IN_JSB_F_QC,VPD_F_MDS,VPD_F_MDS_QC,VPD_ERA,VPD_F,VPD_F_QC,PA_ERA,PA_F,PA_F_QC,P_ERA,P_F,P_F_QC,WS_ERA,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,CO2_F_MDS,CO2_F_MDS_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,EBC_CF_N,EBC_CF_METHOD,NIGHT_D,DAY_D,NIGHT_RANDUNC_N,DAY_RANDUNC_N,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_REF_JOINTUNC,NEE_VUT_USTAR50,NEE_VUT_USTAR50_QC,NEE_VUT_USTAR50_RANDUNC,NEE_VUT_USTAR50_JOINTUNC,NEE_VUT_MEAN,NEE_VUT_MEAN_QC,NEE_VUT_SE,NEE_VUT_05,NEE_VUT_16,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_84,NEE_VUT_95,NEE_VUT_05_QC,NEE_VUT_16_QC,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,NEE_VUT_84_QC,NEE_VUT_95_QC,NEE_VUT_REF_NIGHT,NEE_VUT_REF_NIGHT_SD,NEE_VUT_REF_NIGHT_QC,NEE_VUT_REF_NIGHT_RANDUNC,NEE_VUT_REF_NIGHT_JOINTUNC,NEE_VUT_REF_DAY,NEE_VUT_REF_DAY_SD,NEE_VUT_REF_DAY_QC,NEE_VUT_REF_DAY_RANDUNC,NEE_VUT_REF_DAY_JOINTUNC,NEE_VUT_USTAR50_NIGHT,NEE_VUT_USTAR50_NIGHT_SD,NEE_VUT_USTAR50_NIGHT_QC,NEE_VUT_USTAR50_NIGHT_RANDUNC,NEE_VUT_USTAR50_NIGHT_JOINTUNC,NEE_VUT_USTAR50_DAY,NEE_VUT_USTAR50_DAY_SD,NEE_VUT_USTAR50_DAY_QC,NEE_VUT_USTAR50_DAY_RANDUNC,NEE_VUT_USTAR50_DAY_JOINTUNC,NEE_VUT_05_NIGHT,NEE_VUT_16_NIGHT,NEE_VUT_25_NIGHT,NEE_VUT_50_NIGHT,NEE_VUT_75_NIGHT,NEE_VUT_84_NIGHT,NEE_VUT_95_NIGHT,NEE_VUT_05_NIGHT_QC,NEE_VUT_16_NIGHT_QC,NEE_VUT_25_NIGHT_QC,NEE_VUT_50_NIGHT_QC,NEE_VUT_75_NIGHT_QC,NEE_VUT_84_NIGHT_QC,NEE_VUT_95_NIGHT_QC,NEE_VUT_05_DAY,NEE_VUT_16_DAY,NEE_VUT_25_DAY,NEE_VUT_50_DAY,NEE_VUT_75_DAY,NEE_VUT_84_DAY,NEE_VUT_95_DAY,NEE_VUT_05_DAY_QC,NEE_VUT_16_DAY_QC,NEE_VUT_25_DAY_QC,NEE_VUT_50_DAY_QC,NEE_VUT_75_DAY_QC,NEE_VUT_84_DAY_QC,NEE_VUT_95_DAY_QC,RECO_NT_VUT_REF,RECO_NT_VUT_USTAR50,RECO_NT_VUT_MEAN,RECO_NT_VUT_SE,RECO_NT_VUT_05,RECO_NT_VUT_16,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,RECO_NT_VUT_84,RECO_NT_VUT_95,GPP_NT_VUT_REF,GPP_NT_VUT_USTAR50,GPP_NT_VUT_MEAN,GPP_NT_VUT_SE,GPP_NT_VUT_05,GPP_NT_VUT_16,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,GPP_NT_VUT_84,GPP_NT_VUT_95,RECO_DT_VUT_REF,RECO_DT_VUT_USTAR50,RECO_DT_VUT_MEAN,RECO_DT_VUT_SE,RECO_DT_VUT_05,RECO_DT_VUT_16,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,RECO_DT_VUT_84,RECO_DT_VUT_95,GPP_DT_VUT_REF,GPP_DT_VUT_USTAR50,GPP_DT_VUT_MEAN,GPP_DT_VUT_SE,GPP_DT_VUT_05,GPP_DT_VUT_16,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,GPP_DT_VUT_84,GPP_DT_VUT_95,RECO_SR,RECO_SR_N
200501,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-16.286,-16.618,2.688,-15.766,1.86,-16.286,0.0,-16.618,2.688,0.0,-15.766,1.86,0.0,130.709,56.2,0.977151,52.972,57.136,0.977151,-9999,-9999,230.323,230.323,0.0,-9999,-9999,241.262,241.262,0.0,-9999,-9999,0.131,0.131,0.0,98.779,98.779,0.0,2.562,0.145,0.943548,2.543,2.543,0.0,-9999,-9999,-9999,-9999,109.701197557,0.935483870968,-9999,-9999,-9999,1.0,30.8785,0.0,-9999,-9999,88.6192,0.0,-9999,-9999,-9999,-9999,29.3226,18.6774,0.0,0.0,-1.05975,0.0,-9999,-9999,-0.738044,0.0,-9999,-9999,-0.820236,0.0,0.0314486,-1.05975,-1.03086,-0.971753,-0.860691,-0.748348,-0.55585,-0.458988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.27071,2.42517,0.0,-9999,-9999,0.143957,0.972678,0.0,-9999,-9999,-1.23212,2.17939,0.0,-9999,-9999,0.108663,0.897916,0.0,-9999,-9999,-1.97327,-1.76655,-1.64545,-1.36596,-1.17753,-0.962246,-0.804553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0526167,0.0754162,0.0754162,0.108663,0.177204,0.181735,0.279868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.748347,0.738044,0.820236,0.0314485,0.458988,0.543019,0.748347,0.819737,0.95287,1.02956,1.05779,0.214706,0.322314,0.155196,0.0150649,0.02482,0.0476089,0.0597214,0.149268,0.223298,0.253373,0.316845,1.21341,1.22808,1.15087,0.103413,0.267222,0.313088,0.471589,1.32524,1.60318,1.62357,1.93523,-9999,-9999
200502,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-10.0,-10.788,2.417,-8.999,2.173,-10.0,0.0,-10.788,2.417,0.0,-8.999,2.173,0.0,194.144,95.475,0.891369,87.125,94.477,0.891369,-9999,-9999,234.766,234.766,0.0,-9999,-9999,246.876,246.876,0.0,-9999,-9999,0.577,0.577,0.0,98.329,98.329,0.0,1.347,0.619,0.723958,2.202,2.202,0.0,-9999,-9999,-9999,-9999,196.884325,0.714285714286,-9999,-9999,-9999,1.0,31.0941,0.0,-9999,-9999,87.1441,0.0,-9999,-9999,-9999,-9999,26.75,21.25,0.0,0.0,-1.11778,0.0,-9999,-9999,-0.794072,0.0,-9999,-9999,-0.87745,0.0,0.0317711,-1.11778,-1.094,-1.02891,-0.918039,-0.806258,-0.598459,-0.514572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.32379,2.48712,0.0,-9999,-9999,-0.0962385,1.20881,0.0,-9999,-9999,-1.2889,2.22567,0.0,-9999,-9999,-0.113305,1.13341,0.0,-9999,-9999,-2.10305,-1.87696,-1.74025,-1.43939,-1.24176,-0.994333,-0.807235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.164438,-0.150639,-0.150639,-0.105646,-0.0589047,-0.0521085,0.0248587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.01125e-08,3.01125e-08,3.98219e-08,3.60652e-09,2.77962e-08,3.01125e-08,3.01125e-08,3.08847e-08,3.24289e-08,3.39731e-08,8.26165e-08,0.806258,0.794072,0.87745,0.0317711,0.514572,0.5845,0.806258,0.87394,1.01093,1.09265,1.11583,0.358635,0.430199,0.270045,0.0203552,0.0927204,0.14687,0.154747,0.242933,0.340893,0.358635,0.430199,1.70077,1.71688,1.56992,0.1376,0.379889,0.441935,0.590918,1.84341,2.22352,2.24552,2.52807,-9999,-9999
200503,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-7.603,-8.968,2.728,-6.298,2.882,-7.603,0.0,-8.968,2.728,0.0,-6.298,2.882,0.0,285.931,172.305,0.97043,149.518,167.249,0.97043,-9999,-9999,229.668,229.668,0.0,-9999,-9999,240.435,240.435,0.0,-9999,-9999,1.348,1.348,0.0,97.821,97.821,0.0,0.885,0.937,0.938172,2.01,2.01,0.0,-9999,-9999,-9999,-9999,326.662672911,0.929435483871,-9999,-9999,-9999,1.0,26.0339,0.0,-9999,-9999,68.9918,0.0,-9999,-9999,-9999,-9999,23.6774,24.3226,0.0,0.0,-0.929313,0.0,-9999,-9999,-0.988803,0.0,-9999,-9999,-0.835118,0.0,0.0374634,-1.09288,-1.06742,-1.0146,-0.907289,-0.750943,-0.636918,-0.310158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.36451,1.28805,0.0,-9999,-9999,-0.456386,1.42969,0.0,-9999,-9999,-1.47049,1.12013,0.0,-9999,-9999,-0.452111,1.37323,0.0,-9999,-9999,-1.95363,-1.84537,-1.6516,-1.32864,-0.858827,-0.680833,-0.159905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.50477,-0.487085,-0.477473,-0.424485,-0.32213,-0.287622,-0.243602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.76354e-08,9.83328e-08,1.12316e-07,4.71551e-09,9.27536e-08,9.83328e-08,9.83328e-08,1.0182e-07,1.05307e-07,1.08096e-07,1.68072e-07,0.939539,0.988804,0.835118,0.0374634,0.310158,0.632547,0.648419,0.906458,0.988804,1.06742,1.09288,0.426944,0.468492,0.343565,0.0269088,0.148084,0.186346,0.238073,0.345614,0.42135,0.459187,0.468492,2.46774,2.48464,2.22378,0.191908,0.558985,0.645759,0.772116,2.65441,3.20925,3.2159,3.4306,-9999,-9999
200504,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.838,1.368,2.152,3.923,2.652,2.838,0.0,1.368,2.152,0.0,3.923,2.652,0.0,381.475,204.79,1.0,200.308,204.79,1.0,-9999,-9999,265.261,265.261,0.0,-9999,-9999,285.399,285.399,0.0,-9999,-9999,3.286,3.286,0.0,98.058,98.058,0.0,0.787,1.46,0.999306,2.088,2.088,0.0,-9999,-9999,-9999,-9999,393.958752733,0.999305555556,-9999,-9999,-9999,1.0,21.8963,0.0,-9999,-9999,56.9763,0.0,-9999,-9999,-9999,-9999,20.3333,27.6667,0.0,0.0,-0.621102,0.0,-9999,-9999,-0.896169,0.0,-9999,-9999,-0.587318,0.0,0.0501258,-0.972483,-0.972458,-0.852782,-0.607582,-0.319223,-0.21838,-0.0281844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.44443,0.403491,0.0,-9999,-9999,-0.292233,1.44805,0.0,-9999,-9999,-1.62589,0.314208,0.0,-9999,-9999,-0.303048,1.42237,0.0,-9999,-9999,-1.82912,-1.81687,-1.61582,-1.23928,-0.620181,-0.494618,0.127792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.334831,-0.320526,-0.304628,-0.251327,-0.100414,0.00683748,0.0338612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.03008e-07,5.08053e-07,5.51796e-07,1.35957e-08,4.84271e-07,5.08053e-07,5.12376e-07,5.19583e-07,5.31113e-07,5.36878e-07,7.35775e-07,0.808758,0.896171,0.587319,0.0501258,0.0281848,0.21812,0.300379,0.588258,0.852784,0.972457,0.972483,0.751253,0.625109,0.749947,0.0883932,0.352995,0.37362,0.441225,0.617009,0.793226,0.94505,1.47292,2.89039,2.90895,2.59425,0.224058,0.651524,0.751876,0.884995,3.10536,3.75512,3.76616,3.97908,-9999,-9999
200505,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,6.186,4.935,1.852,6.887,2.188,7.008,0.323925,4.297,1.614,0.335863,8.441,2.914,0.31754,453.311,206.511,1.0,203.365,206.511,1.0,-9999,-9999,300.878,300.878,0.0,-9999,-9999,330.393,324.04,0.323925,-9999,-9999,2.745,3.319,0.323925,97.951,97.949,0.077957,2.531,2.239,1.0,2.061,2.102,0.106183,-9999,-9999,-9999,-9999,397.137278226,1.0,-9999,-9999,-9999,1.0,20.884,0.322581,-9999,0.894032,57.622,0.323925,-9999,1.39532,-9999,-9999,17.3226,30.6774,8.90323,16.4839,-0.540082,0.313172,0.167399,0.379519,-0.763041,0.301747,0.167399,0.379519,-0.480641,0.301815,0.0465818,-0.830386,-0.830139,-0.740812,-0.509336,-0.22033,-0.148927,0.0472036,0.301747,0.301075,0.313172,0.313172,0.316532,0.316532,0.301075,-1.40042,0.591778,0.306452,0.269753,0.713157,-0.242559,1.6924,0.298387,0.201234,0.268259,-1.58789,0.515717,0.306452,0.269753,0.713157,-0.259205,1.67472,0.299395,0.201234,0.268259,-1.82227,-1.78955,-1.63318,-1.24399,-0.632189,-0.469211,0.104026,0.0423387,0.306452,0.306452,0.306452,0.333966,0.333966,0.333966,-0.295902,-0.2778,-0.260616,-0.197715,0.0135164,0.0769817,0.122814,0.269153,0.298387,0.298387,0.299395,0.302419,0.30746,0.30746,7.6853e-07,7.72017e-07,1.3817e-06,5.76486e-07,7.58069e-07,7.72017e-07,7.73412e-07,7.78293e-07,7.93636e-07,9.27536e-07,9.72867e-07,0.681237,0.763043,0.480642,0.0465817,-0.0472029,0.148524,0.178849,0.497298,0.727306,0.83014,0.830386,0.89227,0.676558,1.05388,0.143258,0.372888,0.489908,0.522303,0.78845,1.28413,1.37032,2.37162,2.91117,2.93106,2.62249,0.231779,0.596263,0.689224,0.883815,3.13654,3.82011,3.83655,4.11427,-9999,-9999
200506,17.27,1.0,13.103,2.732,1.0,19.353,3.452,1.0,14.576,13.133,1.973,15.297,2.523,17.27,1.0,13.103,2.732,1.0,19.353,3.452,1.0,485.441,247.236,1.0,242.973,247.236,1.0,-9999,-9999,326.288,326.288,0.0,376.341,1.0,362.494,376.341,1.0,6.513,1.0,5.324,6.513,1.0,97.706,97.706,1.0,5.518,1.43,1.0,2.18,2.346,0.954861,0.318602147081,0.831944444444,193.48138125,1.0,475.433790278,1.0,397.942,1.0,-9999,1.0,75.2186,0.996528,-9999,1.13199,55.5417,0.995833,-9999,0.833541,-9999,-9999,16.0,32.0,15.9667,31.9,-1.64872,0.977083,0.086992,0.190753,-1.60447,0.975,0.086992,0.190753,-1.46888,0.973889,0.0205843,-1.66449,-1.62876,-1.54376,-1.47021,-1.44606,-1.28923,-1.20292,0.975694,0.975694,0.960417,0.968056,0.966667,0.99375,0.983333,2.19644,2.25936,0.920833,0.163466,0.568304,-3.20284,4.43351,0.986458,0.0955429,0.134079,1.81376,2.73575,0.952083,0.163466,0.568304,-3.2261,4.42586,0.986458,0.0955429,0.134079,1.32875,1.62021,1.74183,2.16131,2.41253,2.70878,3.02804,0.9125,0.91875,0.920833,0.952083,0.954167,0.970833,1.0,-3.35153,-3.28791,-3.26883,-3.21406,-3.15654,-3.09978,-3.0688,0.980208,0.982292,0.984375,0.9875,0.990625,0.992708,0.99375,2.58201,2.47641,2.62887,0.0422778,2.14472,2.44787,2.44857,2.58295,2.7492,2.98624,3.12018,4.03993,4.08088,4.09775,0.0309354,3.63165,3.89996,4.03993,4.09552,4.26609,4.3123,4.35052,3.77008,3.76769,3.77037,0.0575704,3.214,3.35556,3.62836,3.71457,3.77008,4.23775,4.3823,5.3227,5.36586,5.20603,0.0449929,4.59919,4.74238,5.10724,5.30853,5.35745,5.39088,5.4463,-9999,-9999
200507,19.568,1.0,15.384,2.593,1.0,21.776,3.487,1.0,19.441,17.848,1.988,20.281,2.714,19.568,1.0,15.384,2.593,1.0,21.776,3.487,1.0,470.016,241.319,1.0,248.955,241.319,1.0,-9999,-9999,338.936,338.936,0.0,396.15,1.0,378.471,396.15,1.0,7.386,1.0,7.979,7.386,1.0,98.049,98.072,1.0,1.901,3.984,1.0,1.805,2.019,0.976478,0.276557944795,0.913306451613,202.768459005,1.0,463.379325941,1.0,381.275,1.0,-9999,1.0,68.0704,0.999328,-9999,0.998766,62.5734,0.998656,-9999,0.941133,-9999,-9999,16.5806,31.4194,16.5806,31.4194,-2.36887,0.993952,0.0957215,0.325784,-2.34349,0.99328,0.0957215,0.325784,-2.30329,0.990675,0.0359214,-2.60269,-2.53635,-2.48072,-2.33575,-2.26847,-1.91354,-1.90038,0.99664,0.997312,0.981183,0.981183,0.981183,0.988575,0.990591,3.30336,3.12803,0.973435,0.191524,1.26552,-5.05447,4.85791,0.99174,0.0981985,0.187475,2.99002,4.48594,0.99241,0.191524,1.26552,-5.00532,4.90849,0.993757,0.0981985,0.187475,1.58824,1.87549,2.35616,3.1075,3.88138,4.37738,4.45165,0.946869,0.950664,0.97723,0.994307,1.0,1.0,1.0,-5.30867,-5.20743,-5.14928,-5.02905,-4.94568,-4.88803,-4.84333,0.98657,0.988619,0.99174,0.993757,0.994797,0.994797,0.995838,4.18951,4.47154,4.20746,0.0433692,3.71574,3.90418,3.92734,4.27769,4.46564,4.5058,4.54624,6.57202,6.81503,6.51075,0.0325446,6.25541,6.29471,6.36183,6.43234,6.7272,6.81503,6.85069,3.59634,3.71999,3.91826,0.0565622,3.38359,3.52874,3.59634,3.8326,4.12887,4.3797,4.52234,5.92231,5.94606,6.13234,0.0450291,5.78089,5.83257,5.85367,6.0743,6.26732,6.46872,6.59581,-9999,-9999
200508,18.191,1.0,14.55,2.619,1.0,20.575,3.136,1.0,20.202,19.061,1.558,20.946,2.294,18.191,1.0,14.55,2.619,1.0,20.575,3.136,1.0,410.955,195.171,1.0,201.82,195.171,1.0,-9999,-9999,344.157,344.157,0.0,383.242,1.0,385.068,383.242,1.0,6.659,1.0,7.626,6.659,1.0,98.022,98.039,1.0,1.102,2.384,1.0,1.783,1.966,0.988575,0.258651485852,0.872311827957,162.974678763,1.0,375.129436828,1.0,385.21,1.0,-9999,1.0,51.3206,0.998656,-9999,0.834353,48.8064,0.998656,-9999,0.789461,-9999,-9999,18.9677,29.0323,18.9677,28.9677,-1.43418,0.978495,0.0682584,0.224577,-1.46963,0.978495,0.0682584,0.224577,-1.42671,0.977386,0.027232,-1.62561,-1.59486,-1.55314,-1.49325,-1.2587,-1.16696,-1.14855,0.971774,0.971774,0.967742,0.978495,0.981183,0.981855,0.981855,2.87731,1.87615,0.934635,0.110851,0.767877,-4.364,4.07859,0.994468,0.0811125,0.174729,3.00206,2.04802,0.958961,0.110851,0.767877,-4.30368,4.24924,0.992201,0.0811125,0.174729,2.21053,2.37811,2.54054,2.94598,3.65188,3.89777,4.03763,0.906093,0.912799,0.933371,0.963714,0.974194,0.974194,0.995161,-4.48631,-4.44282,-4.40676,-4.29753,-4.17965,-4.1333,-4.08664,0.986743,0.988824,0.989936,0.99558,0.99558,0.99558,0.997884,3.64765,3.68566,3.65713,0.0142217,3.50678,3.55125,3.6109,3.64765,3.68979,3.73125,3.82906,5.19895,5.15528,5.08383,0.019525,4.87136,4.92578,4.97816,5.10756,5.1744,5.21225,5.2324,4.14403,4.49624,4.27271,0.107485,2.61046,4.05834,4.10977,4.42726,4.70636,4.71496,4.9971,5.14758,5.21383,5.19574,0.0503767,4.48195,5.01515,5.05911,5.2555,5.40735,5.52747,5.59087,-9999,-9999
200509,15.664,1.0,12.766,3.432,1.0,18.107,3.329,1.0,17.074,16.281,2.064,17.737,2.147,15.664,1.0,12.766,3.432,1.0,18.107,3.329,1.0,324.179,149.194,1.0,149.769,149.194,1.0,-9999,-9999,327.936,327.936,0.0,362.751,1.0,364.576,362.751,1.0,5.934,1.0,6.402,5.934,1.0,98.104,98.105,1.0,2.265,2.843,1.0,2.281,2.196,0.963889,0.296823337812,0.790972222222,115.790979167,1.0,286.822097917,1.0,386.475,0.997222,-9999,1.0,43.3509,0.974306,-9999,0.797716,26.8969,0.975,-9999,0.726076,-9999,-9999,22.1667,25.8333,22.1667,25.7667,-0.469764,0.9625,0.0656981,0.158657,-0.465719,0.961806,0.0656981,0.158657,-0.463509,0.958906,0.0243538,-0.66607,-0.627641,-0.610933,-0.466082,-0.396124,-0.33881,-0.133182,0.954861,0.956944,0.954167,0.961806,0.961806,0.959028,0.947222,2.57177,2.18997,0.950582,0.099119,0.410369,-2.88939,3.87651,0.971697,0.0812384,0.11174,2.42411,2.374,0.950582,0.099119,0.410369,-2.90245,3.84972,0.971697,0.0812384,0.11174,1.65776,2.01595,2.12557,2.41451,2.64938,2.81239,3.48296,0.907059,0.933114,0.94582,0.950582,0.953486,0.953486,0.956516,-3.06626,-3.00052,-2.9512,-2.91003,-2.86533,-2.84708,-2.80592,0.9641,0.967898,0.969133,0.971697,0.971697,0.971697,0.972979,3.18655,3.15957,3.15461,0.00977384,3.00667,3.12109,3.12602,3.17629,3.18896,3.19434,3.22077,3.58176,3.62528,3.61812,0.0222,3.26343,3.53368,3.58176,3.63988,3.66227,3.73788,3.80652,2.87507,2.97502,3.05441,0.0237878,2.85748,2.88584,2.89624,3.04667,3.18843,3.22674,3.2728,3.29898,3.30421,3.3382,0.0119846,3.23225,3.24123,3.24909,3.33666,3.40757,3.41551,3.43719,-9999,-9999
200510,7.515,1.0,5.511,2.505,1.0,9.8,2.477,1.0,7.177,6.693,1.541,7.728,1.507,7.515,1.0,5.511,2.505,1.0,9.8,2.477,1.0,228.6,86.124,1.0,83.217,86.124,1.0,-9999,-9999,307.281,307.281,0.0,310.221,1.0,338.482,310.221,1.0,2.594,1.0,2.081,2.594,1.0,98.314,98.278,0.999328,5.05,7.9,1.0,2.089,2.005,0.944892,0.243573026006,0.803091397849,63.8323831217,0.999327956989,166.641117331,0.98252688172,393.427,0.997984,-9999,1.0,21.3456,0.991263,-9999,0.564584,19.2644,0.992608,-9999,0.660327,-9999,-9999,25.5484,22.4516,25.5161,22.4516,-0.0867283,0.980511,0.054665,0.349961,0.0883481,0.980511,0.054665,0.349961,0.0341229,0.979351,0.0417608,-0.377151,-0.356237,-0.240633,0.0166659,0.205659,0.335093,0.373414,0.988575,0.988575,0.971102,0.980511,0.976478,0.980511,0.979839,1.17322,1.4482,0.978412,0.0760765,0.602869,-0.798483,1.84627,0.982235,0.0720493,0.129341,0.913709,1.74373,0.980119,0.0760765,0.602869,-0.826325,1.88585,0.982235,0.0720493,0.129341,-0.0811201,0.165384,0.385549,0.768203,1.15949,1.36148,1.42681,0.920289,0.941678,0.961307,0.976397,1.0,1.0,1.0,-0.970929,-0.93261,-0.899145,-0.828398,-0.763507,-0.71778,-0.679429,0.975025,0.980832,0.980832,0.982235,0.986442,0.986442,0.987845,1.42612,1.31105,1.24976,0.0331459,0.708854,0.996022,1.09544,1.25434,1.4095,1.43395,1.48492,1.1816,1.2227,1.21564,0.0146522,1.08017,1.09923,1.1054,1.20868,1.26865,1.31233,1.36302,1.50081,1.56326,1.49853,0.0116361,1.29268,1.42815,1.49085,1.51277,1.52475,1.54033,1.55867,1.10347,1.12285,1.08299,0.00504916,1.00036,1.05909,1.06643,1.08796,1.10119,1.11003,1.12382,-9999,-9999
