TIMESTAMP,TA_F_MDS,TA_F_MDS_QC,TA_F_MDS_NIGHT,TA_F_MDS_NIGHT_SD,TA_F_MDS_NIGHT_QC,TA_F_MDS_DAY,TA_F_MDS_DAY_SD,TA_F_MDS_DAY_QC,TA_ERA,TA_ERA_NIGHT,TA_ERA_NIGHT_SD,TA_ERA_DAY,TA_ERA_DAY_SD,TA_F,TA_F_QC,TA_F_NIGHT,TA_F_NIGHT_SD,TA_F_NIGHT_QC,TA_F_DAY,TA_F_DAY_SD,TA_F_DAY_QC,SW_IN_POT,SW_IN_F_MDS,SW_IN_F_MDS_QC,SW_IN_ERA,SW_IN_F,SW_IN_F_QC,LW_IN_F_MDS,LW_IN_F_MDS_QC,LW_IN_ERA,LW_IN_F,LW_IN_F_QC,LW_IN_JSB,LW_IN_JSB_QC,LW_IN_JSB_ERA,LW_IN_JSB_F,LW_IN_JSB_F_QC,VPD_F_MDS,VPD_F_MDS_QC,VPD_ERA,VPD_F,VPD_F_QC,PA_ERA,PA_F,PA_F_QC,P_ERA,P_F,P_F_QC,WS_ERA,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_OUT,PPFD_OUT_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_1_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_CORR_25,LE_CORR_75,LE_RANDUNC,LE_CORR_JOINTUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_CORR_25,H_CORR_75,H_RANDUNC,H_CORR_JOINTUNC,EBC_CF_N,EBC_CF_METHOD,NIGHT_D,DAY_D,NIGHT_RANDUNC_N,DAY_RANDUNC_N,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_REF_JOINTUNC,NEE_VUT_USTAR50,NEE_VUT_USTAR50_QC,NEE_VUT_USTAR50_RANDUNC,NEE_VUT_USTAR50_JOINTUNC,NEE_VUT_MEAN,NEE_VUT_MEAN_QC,NEE_VUT_SE,NEE_VUT_05,NEE_VUT_16,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_84,NEE_VUT_95,NEE_VUT_05_QC,NEE_VUT_16_QC,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,NEE_VUT_84_QC,NEE_VUT_95_QC,NEE_VUT_REF_NIGHT,NEE_VUT_REF_NIGHT_SD,NEE_VUT_REF_NIGHT_QC,NEE_VUT_REF_NIGHT_RANDUNC,NEE_VUT_REF_NIGHT_JOINTUNC,NEE_VUT_REF_DAY,NEE_VUT_REF_DAY_SD,NEE_VUT_REF_DAY_QC,NEE_VUT_REF_DAY_RANDUNC,NEE_VUT_REF_DAY_JOINTUNC,NEE_VUT_USTAR50_NIGHT,NEE_VUT_USTAR50_NIGHT_SD,NEE_VUT_USTAR50_NIGHT_QC,NEE_VUT_USTAR50_NIGHT_RANDUNC,NEE_VUT_USTAR50_NIGHT_JOINTUNC,NEE_VUT_USTAR50_DAY,NEE_VUT_USTAR50_DAY_SD,NEE_VUT_USTAR50_DAY_QC,NEE_VUT_USTAR50_DAY_RANDUNC,NEE_VUT_USTAR50_DAY_JOINTUNC,NEE_VUT_05_NIGHT,NEE_VUT_16_NIGHT,NEE_VUT_25_NIGHT,NEE_VUT_50_NIGHT,NEE_VUT_75_NIGHT,NEE_VUT_84_NIGHT,NEE_VUT_95_NIGHT,NEE_VUT_05_NIGHT_QC,NEE_VUT_16_NIGHT_QC,NEE_VUT_25_NIGHT_QC,NEE_VUT_50_NIGHT_QC,NEE_VUT_75_NIGHT_QC,NEE_VUT_84_NIGHT_QC,NEE_VUT_95_NIGHT_QC,NEE_VUT_05_DAY,NEE_VUT_16_DAY,NEE_VUT_25_DAY,NEE_VUT_50_DAY,NEE_VUT_75_DAY,NEE_VUT_84_DAY,NEE_VUT_95_DAY,NEE_VUT_05_DAY_QC,NEE_VUT_16_DAY_QC,NEE_VUT_25_DAY_QC,NEE_VUT_50_DAY_QC,NEE_VUT_75_DAY_QC,NEE_VUT_84_DAY_QC,NEE_VUT_95_DAY_QC,RECO_NT_VUT_REF,RECO_NT_VUT_USTAR50,RECO_NT_VUT_MEAN,RECO_NT_VUT_SE,RECO_NT_VUT_05,RECO_NT_VUT_16,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,RECO_NT_VUT_84,RECO_NT_VUT_95,GPP_NT_VUT_REF,GPP_NT_VUT_USTAR50,GPP_NT_VUT_MEAN,GPP_NT_VUT_SE,GPP_NT_VUT_05,GPP_NT_VUT_16,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,GPP_NT_VUT_84,GPP_NT_VUT_95,RECO_DT_VUT_REF,RECO_DT_VUT_USTAR50,RECO_DT_VUT_MEAN,RECO_DT_VUT_SE,RECO_DT_VUT_05,RECO_DT_VUT_16,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,RECO_DT_VUT_84,RECO_DT_VUT_95,GPP_DT_VUT_REF,GPP_DT_VUT_USTAR50,GPP_DT_VUT_MEAN,GPP_DT_VUT_SE,GPP_DT_VUT_05,GPP_DT_VUT_16,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,GPP_DT_VUT_84,GPP_DT_VUT_95,RECO_SR,RECO_SR_N
20140309,16.252,1.0,15.001,1.457,1.0,17.503,2.651,1.0,15.326,13.303,1.042,17.349,1.987,16.252,1.0,15.001,1.457,1.0,17.503,2.651,1.0,313.255,115.622,1.0,99.245,115.622,1.0,365.2,1.0,369.552,365.2,1.0,362.629,1.0,367.001,362.629,1.0,5.409,1.0,5.22,5.409,1.0,102.152,102.126,1.0,0.0,0.0,1.0,1.41,1.598,1.0,0.1095,1.0,68.9816041667,1.0,231.150791667,1.0,15.0362708333,1.0,6.75445833333,1.0,404.0043125,1.0,441.79,1.0,16.042,1.0,9.9124,1.0,32.1069,1.0,49.597,42.7404,61.2408,4.89534,14.5617,5.37619,1.0,8.30485,7.15673,10.2546,1.03656,2.5195,13.0,1,24,24,24,24,1.89429,0.895833,0.171823,0.192197,1.86964,0.854167,0.170004,0.190573,1.96267,0.831771,0.0287836,1.78404,1.86594,1.88242,1.90756,1.99997,2.03818,2.15082,0.979167,0.916667,0.875,0.854167,0.770833,0.854167,0.604167,2.05698,0.378491,1.0,0.236726,0.261822,1.59387,0.421125,0.791667,0.231567,0.243626,1.96782,0.281513,1.0,0.233392,0.258811,1.63553,0.43757,0.708333,0.229957,0.242097,1.96782,1.99436,2.01743,2.08559,2.18763,2.21807,2.4227,1.0,1.0,1.0,1.0,1.0,1.0,0.708333,1.45093,1.55545,1.58938,1.63857,1.66535,1.70685,1.74039,0.958333,0.833333,0.875,0.541667,0.416667,0.416667,0.666667,2.12397,2.1158,2.38259,0.0916973,2.09848,2.1163,2.12397,2.18127,2.27205,2.38573,3.44306,0.170633,0.246162,0.419913,0.0665775,0.115082,0.170633,0.222859,0.273197,0.371228,0.451258,1.29224,1.55939,1.68243,1.58293,0.0186993,1.33399,1.51868,1.53102,1.55842,1.64956,1.69207,1.76447,0.0,0.0,0.0286899,0.00781636,0.0,0.0,0.0,0.0,0.049196,0.0877198,0.120241,-9999,-9999
20140310,15.472,1.0,14.7,1.148,1.0,16.244,1.948,1.0,14.268,12.906,0.789,15.63,1.809,15.472,1.0,14.7,1.148,1.0,16.244,1.948,1.0,316.088,227.854,1.0,201.229,227.854,1.0,335.108,1.0,337.47,335.108,1.0,311.933,1.0,333.207,311.933,1.0,7.579,1.0,5.344,7.579,1.0,102.232,102.223,1.0,1.015,0.0,1.0,3.74,4.092,1.0,0.205208333333,1.0,143.9333125,1.0,418.556,1.0,32.1833333333,1.0,17.6613333333,1.0,399.557375,1.0,390.44,1.0,16.913,1.0,7.07448,1.0,93.5154,1.0,144.458,127.122,178.372,5.61343,38.403,9.29392,1.0,14.3567,12.6339,17.7273,1.6454,4.1186,13.0,1,24,24,24,24,2.1452,1.0,0.180802,0.326684,2.18679,0.979167,0.183739,0.328318,2.20195,0.965104,0.0424848,1.85808,1.88244,1.96917,2.18023,2.39424,2.42662,2.60467,1.0,1.0,1.0,0.958333,0.958333,0.958333,0.916667,2.59957,0.537589,1.0,0.275027,0.401662,1.53486,0.66863,1.0,0.213972,0.315785,2.57192,0.535595,1.0,0.277356,0.40326,1.64266,0.53432,0.958333,0.220167,0.320015,2.30526,2.3528,2.46414,2.5905,2.88083,2.93826,3.28797,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.27505,1.2759,1.33086,1.63001,1.71367,1.74038,1.78141,1.0,1.0,1.0,0.916667,0.916667,0.916667,0.916667,2.27012,2.2368,2.4509,0.0752966,2.15744,2.19323,2.23879,2.28902,2.36914,2.62428,3.1965,-0.00850164,0.0500133,0.248951,0.049541,-0.0499243,-0.00850164,0.0646973,0.21311,0.30559,0.310791,0.59183,1.49556,1.59252,1.47659,0.0201521,1.29287,1.35722,1.37759,1.48372,1.53993,1.60998,1.6829,0.0,0.0,0.0333516,0.00945717,0.0,0.0,0.0,0.0,0.048146,0.118028,0.159622,-9999,-9999
20140311,13.91,1.0,12.394,1.506,1.0,15.305,3.358,1.0,14.293,12.565,2.413,15.882,4.071,13.91,1.0,12.394,1.506,1.0,15.305,3.358,1.0,318.919,251.94,1.0,243.331,251.94,1.0,298.236,1.0,297.032,298.236,1.0,281.521,1.0,290.611,281.521,1.0,9.685,1.0,9.869,9.685,1.0,101.983,101.984,1.0,0.0,0.0,1.0,5.467,8.478,1.0,0.355854166667,1.0,144.1903125,1.0,450.623958333,1.0,34.1096666667,1.0,21.0099166667,1.0,382.786375,1.0,384.058,1.0,15.315,1.0,-13.7328,1.0,148.158,1.0,233.481,201.402,282.597,7.14863,60.6121,0.0518333,1.0,0.0816837,0.0704609,0.0988671,2.07164,2.07174,13.0,1,23,25,23,25,2.08053,1.0,0.193706,0.285072,2.14821,1.0,0.194036,0.285296,2.17405,1.0,0.0320946,1.95986,1.95986,1.95986,2.15256,2.30435,2.37816,2.48957,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.19833,0.991522,1.0,0.330325,0.534823,1.82694,0.576224,1.0,0.189982,0.189982,2.33444,0.896617,1.0,0.331928,0.535815,1.82694,0.576224,1.0,0.188764,0.188764,1.95565,1.95565,1.95565,2.34319,2.64845,2.79689,2.9074,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.82694,1.82694,1.82694,1.82694,1.82694,1.82694,1.9314,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.42755,2.38795,2.5228,0.0612839,2.19285,2.24019,2.31663,2.41103,2.58298,2.79406,3.09077,0.228284,0.239744,0.348751,0.0337749,0.228284,0.240389,0.249079,0.28227,0.349456,0.382878,0.601198,1.39765,1.38515,1.29873,0.0264394,1.03751,1.09113,1.13524,1.30262,1.41851,1.46039,1.51312,0.0,0.0,0.0331244,0.00976907,0.0,0.0,0.0,0.0,0.040957,0.0866675,0.169973,-9999,-9999
20140312,15.531,1.0,12.585,1.812,1.0,18.241,4.16,1.0,15.922,13.255,1.424,18.376,3.117,15.531,1.0,12.585,1.812,1.0,18.241,4.16,1.0,321.747,254.161,1.0,245.081,254.161,1.0,306.222,1.0,303.397,306.222,1.0,285.89,1.0,297.316,285.89,1.0,11.994,1.0,11.562,11.994,1.0,101.878,101.82,1.0,0.0,0.0,1.0,4.634,6.216,1.0,0.26975,1.0,152.054458333,1.0,450.813875,1.0,35.3107083333,1.0,20.3604166667,1.0,385.549145833,1.0,388.421,1.0,14.012,1.0,-2.67425,1.0,102.981,1.0,189.798,139.989,201.559,6.6554,46.124,-21.8606,1.0,-34.45,-42.7868,-29.7168,2.75341,10.0723,14.0,1,23,25,23,25,1.61633,0.979167,0.195238,0.418632,1.67054,0.979167,0.192053,0.417156,1.75117,0.994792,0.0523762,1.38349,1.41021,1.49225,1.67441,1.91904,2.15084,2.43627,1.0,1.0,1.0,0.979167,1.0,1.0,1.0,1.86535,0.633518,1.0,0.30451,0.659585,1.27442,0.609998,0.96,0.228044,0.270438,1.86629,0.636002,1.0,0.299357,0.657222,1.37385,0.59423,0.96,0.22453,0.267482,1.40782,1.46156,1.62656,1.87637,2.17821,2.63173,2.99674,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.26454,1.26454,1.26454,1.37385,1.54446,1.55528,1.75058,1.0,1.0,1.0,0.96,1.0,1.0,1.0,3.08506,3.02367,3.12158,0.0719205,2.63386,2.69939,2.78316,3.02367,3.30433,3.5154,3.85075,1.36159,1.35313,1.37041,0.025902,1.25037,1.28332,1.28918,1.34108,1.38718,1.41969,1.45414,1.43859,1.38976,1.36084,0.0289618,1.01895,1.16991,1.23244,1.35718,1.43859,1.48364,1.71177,0.00971779,0.0129376,0.0387972,0.00958337,0.0,0.0,0.00442332,0.0133059,0.0467455,0.0518417,0.189655,-9999,-9999
20140313,15.13,1.0,11.974,2.886,1.0,18.033,4.899,1.0,14.17,11.077,2.269,17.016,5.015,15.13,1.0,11.974,2.886,1.0,18.033,4.899,1.0,324.569,254.155,1.0,247.167,254.155,1.0,307.995,1.0,304.66,307.995,1.0,293.561,1.0,298.646,293.561,1.0,10.707,1.0,8.272,10.707,1.0,101.73,101.692,1.0,0.0,0.0,1.0,3.148,3.053,1.0,0.160083333333,1.0,146.73075,1.0,452.707166667,1.0,36.548625,1.0,19.5669791667,1.0,393.3094375,1.0,400.428,1.0,14.889,1.0,8.49935,1.0,78.1477,1.0,129.74,106.232,152.955,6.36991,35.2161,-3.14613,1.0,-5.22317,-6.15777,-4.27677,1.77069,2.2538,15.0,1,23,25,23,25,1.85534,0.9375,0.186668,0.408438,1.91601,0.9375,0.178863,0.40493,1.89749,0.955729,0.0488146,1.39841,1.54298,1.59833,1.91476,2.11864,2.26955,2.38814,0.979167,0.916667,0.916667,0.9375,1.0,1.0,1.0,2.23487,0.649149,1.0,0.268419,0.5566,1.37667,0.559359,0.88,0.241454,0.328294,2.32095,0.420763,1.0,0.252293,0.549004,1.40973,0.563896,0.88,0.235884,0.324219,1.77894,1.85618,1.88155,2.32095,2.58484,2.83138,3.00816,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.940199,1.14255,1.24021,1.40643,1.54187,1.58742,1.65103,0.96,0.84,0.84,0.88,1.0,1.0,1.0,3.37391,3.28304,3.37109,0.0798328,2.77974,2.851,2.93671,3.28304,3.69505,3.89847,4.21809,1.40879,1.36703,1.4736,0.0360922,1.26371,1.296,1.32593,1.38879,1.56181,1.63398,1.82995,1.39209,1.36041,1.3113,0.0319598,0.877782,1.15458,1.1974,1.30968,1.39377,1.44917,1.69264,0.0291446,0.0388014,0.0702844,0.0112828,0.0,0.0,0.0139294,0.039006,0.138655,0.152927,0.206327,-9999,-9999
20140314,15.072,1.0,13.302,2.093,1.0,16.7,3.373,1.0,14.128,12.032,1.739,16.057,4.642,15.072,1.0,13.302,2.093,1.0,16.7,3.373,1.0,327.387,225.718,1.0,232.031,225.718,1.0,320.217,1.0,319.912,320.217,1.0,319.14,1.0,314.712,319.14,1.0,6.825,1.0,5.985,6.825,1.0,102.122,102.106,1.0,0.0,0.0,1.0,2.705,2.48,1.0,0.13675,1.0,129.2279375,1.0,420.838,1.0,33.8417291667,1.0,18.0350416667,1.0,396.139395833,1.0,404.497,1.0,16.188,1.0,8.11592,1.0,48.2468,1.0,80.0987,65.5854,94.4311,6.44475,22.3332,0.908558,1.0,1.50838,1.23507,1.77828,1.63954,1.68827,15.0,1,23,25,23,25,1.98197,1.0,0.1873,0.294987,1.9562,0.958333,0.182407,0.291905,2.038,0.976042,0.0313955,1.7728,1.80588,1.87239,1.98197,2.21932,2.26167,2.32151,1.0,1.0,1.0,1.0,0.958333,0.9375,0.958333,2.46853,0.703384,1.0,0.279489,0.468224,1.396,0.652371,1.0,0.232326,0.261371,2.46469,0.702768,1.0,0.270677,0.463017,1.35186,0.705478,0.92,0.227789,0.257346,2.24595,2.29906,2.39727,2.50446,2.84302,3.05038,3.08996,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.18978,1.213,1.31554,1.37275,1.41433,1.4525,1.49061,1.0,1.0,1.0,0.92,0.92,0.92,0.92,3.37774,3.30302,3.43783,0.0856487,2.85404,2.91362,2.97879,3.30302,3.77754,4.04742,4.39484,1.3947,1.34682,1.39983,0.0557581,1.00808,1.11925,1.14081,1.30691,1.55822,1.76423,2.07333,1.36197,1.36244,1.29086,0.0319934,0.85528,1.12487,1.17222,1.29674,1.37887,1.43269,1.6509,0.0427286,0.0493754,0.0916325,0.011906,0.0,0.0,0.0381404,0.0838022,0.136778,0.151628,0.229639,-9999,-9999
20140315,17.457,1.0,14.852,2.996,1.0,19.854,4.217,1.0,15.569,12.27,2.962,18.605,5.356,17.457,1.0,14.852,2.996,1.0,19.854,4.217,1.0,330.199,249.943,1.0,246.978,249.943,1.0,326.932,1.0,321.201,326.932,1.0,325.644,1.0,316.07,325.644,1.0,10.576,1.0,7.776,10.576,1.0,102.545,102.527,1.0,0.0,0.0,1.0,3.263,1.918,1.0,0.115979166667,1.0,147.828583333,1.0,455.812166667,1.0,34.650125,1.0,17.5724583333,1.0,408.833375,1.0,408.92,1.0,17.208,1.0,13.8624,1.0,58.9339,1.0,97.8415,80.1133,115.349,6.1597,26.8361,0.705339,1.0,1.171,0.958819,1.38053,1.88003,1.90585,15.0,1,23,25,23,25,1.89809,0.916667,0.176117,0.287051,1.91013,0.916667,0.173008,0.285154,1.96473,0.919271,0.0324184,1.70994,1.75605,1.80809,1.92287,2.08948,2.2094,2.32004,0.958333,0.895833,0.916667,0.916667,0.916667,0.916667,0.9375,2.53691,0.543809,1.0,0.251977,0.295917,1.1779,0.427479,0.84,0.228997,0.340198,2.54161,0.528856,1.0,0.248995,0.293383,1.19584,0.441515,0.84,0.223581,0.336576,2.45712,2.49314,2.5052,2.57249,2.72359,2.80346,2.88863,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.858768,0.939591,1.05662,1.19774,1.36026,1.44276,1.63501,0.92,0.8,0.84,0.84,0.84,0.84,0.88,3.86752,3.82695,3.98835,0.0946801,3.38455,3.41583,3.46941,3.82695,4.35394,4.65765,5.05202,1.94335,1.91682,2.02362,0.062699,1.61646,1.66556,1.69821,1.89873,2.26446,2.4382,2.73198,1.42778,1.46645,1.46128,0.0354126,1.13869,1.24271,1.27519,1.39917,1.57001,1.65585,1.8805,0.0621279,0.0341196,0.075868,0.0121393,0.0,0.0,0.0297665,0.0588934,0.0967088,0.11955,0.241132,-9999,-9999
20140316,17.349,1.0,14.247,1.999,1.0,20.202,4.587,1.0,15.389,12.168,1.609,18.352,5.021,17.349,1.0,14.247,1.999,1.0,20.202,4.587,1.0,333.004,249.468,1.0,249.589,249.468,1.0,323.44,1.0,318.125,323.44,1.0,330.104,1.0,312.83,330.104,1.0,10.127,1.0,7.148,10.127,1.0,102.515,102.452,1.0,0.0,0.0,1.0,2.601,2.459,1.0,0.149604166667,1.0,139.576875,1.0,460.276708333,1.0,33.6985,1.0,16.547625,1.0,414.171229167,1.0,434.383,1.0,18.469,1.0,7.88206,1.0,87.1212,1.0,144.638,118.43,166.175,5.98914,35.8961,11.974,1.0,19.879,16.2771,22.8392,1.89674,5.22112,15.0,1,23,25,23,25,2.04426,0.958333,0.184305,0.297724,2.06727,0.9375,0.184706,0.297972,2.13717,0.942708,0.033882,1.92056,1.92608,1.93523,2.06632,2.33479,2.39371,2.46432,1.0,0.979167,1.0,0.895833,0.895833,0.895833,0.895833,2.72462,1.077,1.0,0.276158,0.423683,1.27563,0.92092,0.92,0.227449,0.269375,2.75417,1.04831,1.0,0.28132,0.427065,1.29103,0.915728,0.88,0.223166,0.265768,2.5368,2.56529,2.59198,2.75563,3.08367,3.20792,3.32959,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.174,1.19468,1.20416,1.2896,1.45175,1.48333,1.59658,0.96,1.0,0.96,0.92,0.8,0.8,0.84,3.87061,3.86114,4.0181,0.0848312,3.48817,3.50627,3.53372,3.86114,4.38248,4.69536,5.04939,1.75731,1.79387,1.88093,0.052406,1.55294,1.58236,1.60631,1.78659,2.05246,2.23104,2.61003,1.40831,1.5352,1.41993,0.0387058,1.08931,1.14745,1.17885,1.39616,1.4872,1.62037,1.90721,0.0605148,0.0618424,0.0693463,0.0129342,0.0,0.0,0.0182559,0.0456833,0.0765839,0.115319,0.2511,-9999,-9999
20140317,14.557,1.0,13.208,1.413,1.0,15.798,2.284,1.0,13.666,11.773,2.752,15.408,3.254,14.557,1.0,13.208,1.413,1.0,15.798,2.284,1.0,335.8,259.066,1.0,240.629,259.066,1.0,308.872,1.0,309.451,308.872,1.0,298.852,1.0,303.693,298.852,1.0,8.89,1.0,7.574,8.89,1.0,101.92,101.855,1.0,0.0,0.0,1.0,4.88,7.626,1.0,0.352208333333,1.0,157.688645833,1.0,478.972645833,1.0,35.4815625,1.0,20.3497083333,1.0,387.751625,1.0,387.862,1.0,16.191,1.0,-13.7152,1.0,120.626,1.0,200.261,163.975,230.082,6.68176,49.4575,5.46468,1.0,9.0724,7.42855,10.4234,1.88797,2.91426,15.0,1,23,25,23,25,2.43106,1.0,0.204968,0.226824,2.4239,1.0,0.209348,0.23079,2.45234,1.0,0.0152241,2.32411,2.36929,2.38224,2.42445,2.53299,2.56358,2.57359,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.58172,1.91397,1.0,0.346237,0.368866,1.20276,0.496367,1.0,0.205794,0.213645,3.56733,1.92305,1.0,0.350375,0.372753,1.20276,0.496367,1.0,0.214764,0.222299,3.39344,3.48278,3.49957,3.56811,3.6865,3.7372,3.78899,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1781,1.17951,1.18801,1.20276,1.26901,1.29428,1.30073,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.32084,3.33036,3.43131,0.0576225,3.05445,3.08498,3.10322,3.33036,3.77901,3.92173,4.09225,0.896546,0.906457,0.978971,0.0439145,0.696012,0.712892,0.73034,0.905705,1.24602,1.31777,1.44237,1.29895,1.39084,1.13402,0.0448586,0.714637,0.761358,0.779182,1.16431,1.32202,1.43189,1.52204,0.041956,0.11683,0.0679722,0.0132792,0.0,0.0,0.00630301,0.0261479,0.0889632,0.117334,0.253794,-9999,-9999
20140318,14.344,1.0,12.479,1.274,1.0,16.059,3.169,1.0,13.891,11.66,1.595,15.943,4.459,14.344,1.0,12.479,1.274,1.0,16.059,3.169,1.0,338.588,262.952,1.0,257.793,262.952,1.0,302.76,1.0,297.709,302.76,1.0,287.536,1.0,291.324,287.536,1.0,10.621,1.0,9.846,10.621,1.0,101.413,101.456,1.0,0.0,0.0,1.0,3.724,6.11,1.0,0.265333333333,1.0,159.445416667,1.0,479.27575,1.0,35.9804791667,1.0,20.4845833333,1.0,383.442020833,1.0,389.777,1.0,14.589,1.0,-6.06354,1.0,99.7029,1.0,165.526,135.534,190.174,6.65405,41.0471,-11.6464,1.0,-19.3352,-22.2143,-15.8318,2.0079,5.13976,15.0,1,23,25,23,25,1.40957,1.0,0.162761,0.292532,1.42198,1.0,0.165355,0.293983,1.51837,0.976042,0.0361165,1.32508,1.35014,1.35469,1.41261,1.62319,1.83628,2.00714,1.0,1.0,1.0,1.0,0.9375,0.9375,0.854167,1.94788,0.529477,1.0,0.257278,0.376281,0.815938,0.586647,1.0,0.186175,0.263878,1.97853,0.51636,1.0,0.259199,0.377597,0.810698,0.565277,1.0,0.191664,0.267779,1.84827,1.88661,1.90638,1.9664,2.17095,2.43578,2.54549,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.748118,0.751268,0.763613,0.810698,1.0038,1.12527,1.37177,1.0,1.0,1.0,1.0,0.88,0.88,0.72,3.02218,3.16848,3.10846,0.0298428,2.84609,2.91506,2.95252,3.04502,3.21957,3.35682,3.43202,1.60957,1.74651,1.59009,0.0400552,0.844153,1.50781,1.56055,1.62205,1.74184,1.75155,1.79819,1.339,1.41797,1.13394,0.0517587,0.6453,0.68102,0.709426,1.17026,1.40689,1.45052,1.57991,0.143905,0.148956,0.0836701,0.0126412,0.0213294,0.026727,0.029144,0.0499474,0.0919229,0.143905,0.271699,-9999,-9999
20140319,14.772,1.0,12.265,3.314,1.0,17.078,5.272,1.0,14.396,11.66,4.258,16.914,5.289,14.772,1.0,12.265,3.314,1.0,17.078,5.272,1.0,341.366,258.142,1.0,252.606,258.142,1.0,314.754,1.0,309.629,314.754,1.0,306.277,1.0,303.88,306.277,1.0,9.046,1.0,9.366,9.046,1.0,101.775,101.782,1.0,0.0,0.0,1.0,1.886,1.62,1.0,0.116104166667,1.0,151.9470625,1.0,478.6520625,1.0,36.7934375,1.0,18.5068541667,1.0,399.738041667,1.0,413.242,1.0,15.007,1.0,7.8984,1.0,67.2783,1.0,111.695,91.4564,128.327,5.35442,27.8513,6.31901,1.0,10.4907,8.5899,12.0529,1.83513,3.15558,15.0,1,23,25,23,25,1.25053,0.875,0.171981,0.417206,1.28438,0.833333,0.174998,0.418458,1.45583,0.847396,0.0513918,1.17385,1.2164,1.23976,1.29137,1.50597,1.97662,2.10512,0.979167,0.9375,0.8125,0.833333,1.0,0.6875,0.729167,1.5939,1.35969,1.0,0.243299,0.550217,0.847346,1.0226,0.76,0.226161,0.332098,1.55187,1.46882,1.0,0.249626,0.553044,0.948635,1.07096,0.68,0.228238,0.333515,1.4574,1.55089,1.57516,1.67655,2.1038,2.5379,2.65282,1.0,1.0,1.0,1.0,1.0,0.782609,0.826087,0.677143,0.752742,0.788845,0.879308,1.02619,1.23912,1.45431,0.96,0.96,0.88,0.84,0.6,0.52,0.64,2.68432,2.97566,2.81047,0.0380327,2.15946,2.68432,2.80299,2.86849,2.9333,2.98527,3.02704,1.51103,1.69128,1.35464,0.0829269,-0.0810844,0.79332,1.21665,1.58174,1.63032,1.67267,1.75964,1.47267,1.56084,1.27678,0.0626511,0.670482,0.722243,0.757574,1.32702,1.50158,1.74816,1.79559,0.362436,0.184414,0.158022,0.0149324,0.0637127,0.0772832,0.0859183,0.116575,0.224154,0.287819,0.320269,-9999,-9999
