TIMESTAMP,TA_F_MDS,TA_F_MDS_QC,TA_F_MDS_NIGHT,TA_F_MDS_NIGHT_SD,TA_F_MDS_NIGHT_QC,TA_F_MDS_DAY,TA_F_MDS_DAY_SD,TA_F_MDS_DAY_QC,TA_ERA,TA_ERA_NIGHT,TA_ERA_NIGHT_SD,TA_ERA_DAY,TA_ERA_DAY_SD,TA_F,TA_F_QC,TA_F_NIGHT,TA_F_NIGHT_SD,TA_F_NIGHT_QC,TA_F_DAY,TA_F_DAY_SD,TA_F_DAY_QC,SW_IN_POT,SW_IN_F_MDS,SW_IN_F_MDS_QC,SW_IN_ERA,SW_IN_F,SW_IN_F_QC,LW_IN_F_MDS,LW_IN_F_MDS_QC,LW_IN_ERA,LW_IN_F,LW_IN_F_QC,LW_IN_JSB,LW_IN_JSB_QC,LW_IN_JSB_ERA,LW_IN_JSB_F,LW_IN_JSB_F_QC,VPD_F_MDS,VPD_F_MDS_QC,VPD_ERA,VPD_F,VPD_F_QC,PA_ERA,PA_F,PA_F_QC,P_ERA,P_F,P_F_QC,WS_ERA,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_OUT,PPFD_OUT_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_1_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_CORR_25,LE_CORR_75,LE_RANDUNC,LE_CORR_JOINTUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_CORR_25,H_CORR_75,H_RANDUNC,H_CORR_JOINTUNC,EBC_CF_N,EBC_CF_METHOD,NIGHT_D,DAY_D,NIGHT_RANDUNC_N,DAY_RANDUNC_N,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_REF_JOINTUNC,NEE_VUT_USTAR50,NEE_VUT_USTAR50_QC,NEE_VUT_USTAR50_RANDUNC,NEE_VUT_USTAR50_JOINTUNC,NEE_VUT_MEAN,NEE_VUT_MEAN_QC,NEE_VUT_SE,NEE_VUT_05,NEE_VUT_16,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_84,NEE_VUT_95,NEE_VUT_05_QC,NEE_VUT_16_QC,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,NEE_VUT_84_QC,NEE_VUT_95_QC,NEE_VUT_REF_NIGHT,NEE_VUT_REF_NIGHT_SD,NEE_VUT_REF_NIGHT_QC,NEE_VUT_REF_NIGHT_RANDUNC,NEE_VUT_REF_NIGHT_JOINTUNC,NEE_VUT_REF_DAY,NEE_VUT_REF_DAY_SD,NEE_VUT_REF_DAY_QC,NEE_VUT_REF_DAY_RANDUNC,NEE_VUT_REF_DAY_JOINTUNC,NEE_VUT_USTAR50_NIGHT,NEE_VUT_USTAR50_NIGHT_SD,NEE_VUT_USTAR50_NIGHT_QC,NEE_VUT_USTAR50_NIGHT_RANDUNC,NEE_VUT_USTAR50_NIGHT_JOINTUNC,NEE_VUT_USTAR50_DAY,NEE_VUT_USTAR50_DAY_SD,NEE_VUT_USTAR50_DAY_QC,NEE_VUT_USTAR50_DAY_RANDUNC,NEE_VUT_USTAR50_DAY_JOINTUNC,NEE_VUT_05_NIGHT,NEE_VUT_16_NIGHT,NEE_VUT_25_NIGHT,NEE_VUT_50_NIGHT,NEE_VUT_75_NIGHT,NEE_VUT_84_NIGHT,NEE_VUT_95_NIGHT,NEE_VUT_05_NIGHT_QC,NEE_VUT_16_NIGHT_QC,NEE_VUT_25_NIGHT_QC,NEE_VUT_50_NIGHT_QC,NEE_VUT_75_NIGHT_QC,NEE_VUT_84_NIGHT_QC,NEE_VUT_95_NIGHT_QC,NEE_VUT_05_DAY,NEE_VUT_16_DAY,NEE_VUT_25_DAY,NEE_VUT_50_DAY,NEE_VUT_75_DAY,NEE_VUT_84_DAY,NEE_VUT_95_DAY,NEE_VUT_05_DAY_QC,NEE_VUT_16_DAY_QC,NEE_VUT_25_DAY_QC,NEE_VUT_50_DAY_QC,NEE_VUT_75_DAY_QC,NEE_VUT_84_DAY_QC,NEE_VUT_95_DAY_QC,RECO_NT_VUT_REF,RECO_NT_VUT_USTAR50,RECO_NT_VUT_MEAN,RECO_NT_VUT_SE,RECO_NT_VUT_05,RECO_NT_VUT_16,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,RECO_NT_VUT_84,RECO_NT_VUT_95,GPP_NT_VUT_REF,GPP_NT_VUT_USTAR50,GPP_NT_VUT_MEAN,GPP_NT_VUT_SE,GPP_NT_VUT_05,GPP_NT_VUT_16,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,GPP_NT_VUT_84,GPP_NT_VUT_95,RECO_DT_VUT_REF,RECO_DT_VUT_USTAR50,RECO_DT_VUT_MEAN,RECO_DT_VUT_SE,RECO_DT_VUT_05,RECO_DT_VUT_16,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,RECO_DT_VUT_84,RECO_DT_VUT_95,GPP_DT_VUT_REF,GPP_DT_VUT_USTAR50,GPP_DT_VUT_MEAN,GPP_DT_VUT_SE,GPP_DT_VUT_05,GPP_DT_VUT_16,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,GPP_DT_VUT_84,GPP_DT_VUT_95,RECO_SR,RECO_SR_N
20130304,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,10.732,8.515,1.411,13.142,3.149,10.732,0.0,8.515,1.411,0.0,13.142,3.149,0.0,299.092,96.864,0.5625,217.645,216.657,0.5625,-9999,-9999,311.73,311.73,0.0,-9999,-9999,306.094,306.094,0.0,-9999,-9999,3.658,3.658,0.0,101.975,101.975,0.0,0.0,0.0,0.0,2.511,2.511,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,15.2743,0.0,23.572,-9999,-9999,-9999,-9999,8.4512,0.0,12.8634,-9999,-9999,-9999,-9999,11.0,3,25,23,0,0,2.23668,0.0,-9999,-9999,2.0959,0.0,-9999,-9999,2.29674,0.0,0.0231665,2.03413,2.0959,2.19253,2.26962,2.447,2.45398,2.49337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9995,0.380601,0.0,-9999,-9999,1.23784,1.0735,0.0,-9999,-9999,2.9995,0.380601,0.0,-9999,-9999,0.954716,1.38343,0.0,-9999,-9999,2.73252,2.7928,2.7928,2.9995,3.08805,3.08805,3.13957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.830489,0.954716,1.14904,1.50074,1.56884,1.58793,1.68096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.54338,3.58366,3.51532,0.0100457,3.42036,3.45245,3.45881,3.52816,3.58202,3.58351,3.58366,1.1641,1.48776,1.21858,0.0286063,0.982736,1.02099,1.11111,1.18619,1.3655,1.4802,1.48854,1.17634,1.93799,0.935571,0.0777103,0.293791,0.394297,0.466292,1.12292,1.18398,1.26734,1.91898,0.182273,1.83187,0.196994,0.0847919,0.0,0.0,0.0,0.0,0.0152952,0.122748,1.78441,-9999,-9999
20130305,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,10.024,8.158,2.79,12.053,3.053,10.024,0.0,8.158,2.79,0.0,12.053,3.053,0.0,301.92,102.583,0.5625,213.174,212.118,0.5625,-9999,-9999,313.859,313.859,0.0,-9999,-9999,308.336,308.336,0.0,-9999,-9999,4.146,4.146,0.0,101.631,101.631,0.0,1.451,1.451,0.0,4.607,4.607,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,1.0,17.7315,0.0,26.9887,-9999,-9999,-9999,-9999,9.94395,0.0,15.1355,-9999,-9999,-9999,-9999,11.0,3,25,23,0,0,2.93752,0.0,-9999,-9999,2.72618,0.0,-9999,-9999,2.86255,0.0,0.0136159,2.72618,2.72618,2.80423,2.86542,2.92506,2.9669,2.97541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.72554,0.582042,0.0,-9999,-9999,1.85811,1.24452,0.0,-9999,-9999,3.72554,0.582042,0.0,-9999,-9999,1.43309,1.6714,0.0,-9999,-9999,3.58728,3.60339,3.60339,3.61688,3.72554,3.72554,3.72554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43309,1.54555,1.67258,1.81832,1.90381,1.92305,1.95596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.36431,3.3968,3.33534,0.00949331,3.24581,3.27599,3.27982,3.32019,3.3968,3.39725,3.40067,0.35769,0.67062,0.472785,0.0144637,0.35769,0.397404,0.403205,0.447711,0.505933,0.559928,0.67062,1.12179,1.85179,0.885858,0.0746952,0.280509,0.363288,0.429621,1.06754,1.13057,1.18392,1.83363,0.178513,1.79773,0.193251,0.0831974,0.0,0.0,0.0,0.0,0.014976,0.120207,1.75069,-9999,-9999
20130306,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,9.887,9.09,0.762,10.753,0.903,9.887,0.0,9.09,0.762,0.0,10.753,0.903,0.0,304.753,109.271,0.5625,127.82,127.422,0.5625,-9999,-9999,340.556,340.556,0.0,-9999,-9999,336.457,336.457,0.0,-9999,-9999,2.799,2.799,0.0,101.611,101.611,0.0,8.353,8.353,0.0,5.141,5.141,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,1.0,18.648,0.0,28.4365,-9999,-9999,-9999,-9999,10.5386,0.0,16.0704,-9999,-9999,-9999,-9999,11.0,3,25,23,0,0,2.51858,0.0,-9999,-9999,2.28858,0.0,-9999,-9999,2.44786,0.0,0.0129118,2.28858,2.3389,2.40016,2.46201,2.51335,2.5192,2.5559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.06473,0.430511,0.0,-9999,-9999,1.73386,1.13325,0.0,-9999,-9999,3.06473,0.430511,0.0,-9999,-9999,1.27132,1.55146,0.0,-9999,-9999,2.94258,2.94258,2.94258,3.06014,3.06473,3.06473,3.14791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27132,1.42235,1.56628,1.68761,1.73821,1.74096,1.75972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.27049,3.29508,3.23922,0.00950179,3.14817,3.18203,3.18444,3.20748,3.29572,3.30156,3.30744,0.751289,1.0065,0.791366,0.0148954,0.682203,0.696752,0.731879,0.767885,0.812797,0.877798,1.0065,1.09611,1.81329,0.8567,0.0738662,0.274452,0.346878,0.397966,1.03939,1.10629,1.12428,1.79551,0.107778,1.12084,0.119778,0.0517272,0.0,0.0,0.0,0.0,0.00900751,0.0724841,1.08684,-9999,-9999
20130307,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,9.348,7.905,2.191,10.916,2.41,9.348,0.0,7.905,2.191,0.0,10.916,2.41,0.0,307.587,96.864,0.5625,137.39,136.653,0.5625,-9999,-9999,334.844,334.844,0.0,-9999,-9999,330.441,330.441,0.0,-9999,-9999,3.485,3.485,0.0,101.447,101.447,0.0,0.573,0.573,0.0,2.004,2.004,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,1.0,15.2743,0.0,23.7061,-9999,-9999,-9999,-9999,8.4512,0.0,12.9112,-9999,-9999,-9999,-9999,11.0,3,25,23,0,0,2.23668,0.0,-9999,-9999,2.0959,0.0,-9999,-9999,2.29674,0.0,0.0231665,2.03413,2.0959,2.19253,2.26962,2.447,2.45398,2.49337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9995,0.380601,0.0,-9999,-9999,1.23784,1.0735,0.0,-9999,-9999,2.9995,0.380601,0.0,-9999,-9999,0.954716,1.38343,0.0,-9999,-9999,2.73252,2.7928,2.7928,2.9995,3.08805,3.08805,3.13957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.830489,0.954716,1.14904,1.50074,1.56884,1.58793,1.68096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1667,3.18908,3.13602,0.0092856,3.04654,3.07985,3.08216,3.10549,3.18978,3.19623,3.20283,0.787424,1.09318,0.839285,0.027573,0.547649,0.644632,0.733822,0.81902,0.972747,1.09318,1.10276,1.06277,1.75939,0.829957,0.0716671,0.266218,0.336472,0.384759,1.00678,1.07314,1.08589,1.74214,0.115531,1.19791,0.128083,0.055298,0.0,0.0,0.0,0.0,0.00965894,0.0777076,1.16202,-9999,-9999
20130308,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,10.66,8.31,1.847,13.011,3.619,10.66,0.0,8.31,1.847,0.0,13.011,3.619,0.0,310.422,102.583,0.541667,219.648,219.257,0.541667,-9999,-9999,311.874,311.874,0.0,-9999,-9999,306.245,306.245,0.0,-9999,-9999,5.125,5.125,0.0,101.28,101.28,0.0,0.107,0.107,0.0,3.918,3.918,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,1.0,17.7315,0.0,27.7059,-9999,-9999,-9999,-9999,9.94395,0.0,15.2961,-9999,-9999,-9999,-9999,11.0,3,24,24,0,0,2.93752,0.0,-9999,-9999,2.72618,0.0,-9999,-9999,2.86255,0.0,0.0136159,2.72618,2.72618,2.80423,2.86542,2.92506,2.9669,2.97541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.70939,0.588816,0.0,-9999,-9999,1.95206,1.30128,0.0,-9999,-9999,3.70939,0.588816,0.0,-9999,-9999,1.54475,1.72377,0.0,-9999,-9999,3.58216,3.58216,3.58216,3.62255,3.70939,3.70939,3.70939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54475,1.59535,1.77426,1.90834,1.99026,2.0087,2.04584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.53829,3.57924,3.51064,0.0100484,3.41566,3.44773,3.45445,3.52751,3.57713,3.57905,3.57924,0.531671,0.853066,0.648085,0.0149375,0.531671,0.568335,0.577149,0.626351,0.675511,0.745991,0.853066,1.17412,1.93399,0.934947,0.0774509,0.293204,0.396025,0.465361,1.12114,1.1816,1.26881,1.91502,0.184477,1.85506,0.199467,0.0858613,0.0,0.0,0.0,0.0,0.0154791,0.12423,1.80686,-9999,-9999
20130309,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,11.93,9.566,2.415,14.295,4.222,11.93,0.0,9.566,2.415,0.0,14.295,4.222,0.0,313.255,109.271,0.541667,233.867,233.406,0.541667,-9999,-9999,300.112,300.112,0.0,-9999,-9999,293.856,293.856,0.0,-9999,-9999,6.504,6.504,0.0,102.359,102.359,0.0,0.0,0.0,0.0,3.53,3.53,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,1.0,18.648,0.0,29.4203,-9999,-9999,-9999,-9999,10.5386,0.0,16.3704,-9999,-9999,-9999,-9999,11.0,3,24,24,0,0,2.51858,0.0,-9999,-9999,2.28858,0.0,-9999,-9999,2.44786,0.0,0.0129118,2.28858,2.3389,2.40016,2.46201,2.51335,2.5192,2.5559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.02105,0.378987,0.0,-9999,-9999,1.83299,1.21007,0.0,-9999,-9999,3.02105,0.378987,0.0,-9999,-9999,1.38973,1.62445,0.0,-9999,-9999,2.89381,2.89381,2.89381,3.02105,3.02105,3.03046,3.11329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38973,1.47729,1.67239,1.78307,1.83156,1.83419,1.85777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9018,3.96133,3.87732,0.0121049,3.77079,3.80686,3.80903,3.88672,3.95897,3.96133,3.96578,1.3826,1.67275,1.42947,0.0175422,1.30532,1.33027,1.34702,1.39784,1.45201,1.55957,1.67275,1.28276,2.10416,1.0382,0.0831291,0.319517,0.466798,0.507304,1.23269,1.28735,1.44847,2.08353,0.196228,1.96369,0.211336,0.0909267,0.0,0.0,0.0,0.0,0.0164747,0.132169,1.91388,-9999,-9999
20130310,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,11.785,9.206,2.933,14.365,4.877,11.785,0.0,9.206,2.933,0.0,14.365,4.877,0.0,316.088,96.864,0.541667,241.022,240.37,0.541667,-9999,-9999,292.951,292.951,0.0,-9999,-9999,286.312,286.312,0.0,-9999,-9999,6.971,6.971,0.0,102.693,102.693,0.0,0.0,0.0,0.0,2.952,2.952,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,1.0,15.2743,0.0,24.5055,-9999,-9999,-9999,-9999,8.4512,0.0,13.3535,-9999,-9999,-9999,-9999,11.0,3,24,24,0,0,2.23668,0.0,-9999,-9999,2.0959,0.0,-9999,-9999,2.29674,0.0,0.0231665,2.03413,2.0959,2.19253,2.26962,2.447,2.45398,2.49337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.97079,0.360078,0.0,-9999,-9999,1.33995,1.16298,0.0,-9999,-9999,2.97079,0.360078,0.0,-9999,-9999,1.06862,1.46358,0.0,-9999,-9999,2.69269,2.75549,2.75549,2.97079,3.06303,3.06303,3.11037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.949572,1.06862,1.25485,1.59189,1.65716,1.67546,1.76461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.88996,3.95075,3.86629,0.012218,3.75977,3.79579,3.79741,3.87166,3.9482,3.95075,3.96129,1.51068,1.85486,1.56956,0.0301756,1.33471,1.37001,1.42423,1.52617,1.73037,1.84117,1.85564,1.27783,2.09543,1.03658,0.0825915,0.318228,0.470156,0.510954,1.22864,1.28276,1.44596,2.07488,0.202013,2.01727,0.217188,0.0934249,0.0,0.0,0.0,0.0,0.0169649,0.136077,1.96665,-9999,-9999
20130311,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,13.63,11.201,2.75,15.865,5.259,13.63,0.0,11.201,2.75,0.0,15.865,5.259,0.0,318.919,102.583,0.520833,235.693,235.693,0.520833,-9999,-9999,311.695,311.695,0.0,-9999,-9999,306.056,306.056,0.0,-9999,-9999,6.615,6.615,0.0,102.294,102.294,0.0,0.0,0.0,0.0,2.393,2.393,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,17.7315,0.0,28.7163,-9999,-9999,-9999,-9999,9.94395,0.0,15.8628,-9999,-9999,-9999,-9999,11.0,3,23,25,0,0,2.93752,0.0,-9999,-9999,2.72618,0.0,-9999,-9999,2.86255,0.0,0.0136159,2.72618,2.72618,2.80423,2.86542,2.92506,2.9669,2.97541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7181,0.600468,0.0,-9999,-9999,2.01435,1.3114,0.0,-9999,-9999,3.7181,0.600468,0.0,-9999,-9999,1.62333,1.73261,0.0,-9999,-9999,3.58533,3.58533,3.58533,3.62747,3.7181,3.7181,3.7181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62333,1.67191,1.84366,1.97237,2.05102,2.06872,2.10437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.42057,4.50901,4.40184,0.0166944,4.2783,4.31452,4.32017,4.35731,4.50355,4.50901,4.53162,1.41396,1.78283,1.53929,0.0205237,1.38928,1.41396,1.45367,1.50839,1.58209,1.69991,1.78283,1.43608,2.34309,1.1882,0.0909443,0.356535,0.576009,0.626006,1.39187,1.44779,1.6666,2.32011,0.198143,1.98237,0.213356,0.0917939,0.0,0.0,0.0,0.0,0.016636,0.13346,1.93215,-9999,-9999
20130312,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,14.763,12.449,2.713,16.892,5.156,14.763,0.0,12.449,2.713,0.0,16.892,5.156,0.0,321.747,109.271,0.520833,237.061,237.061,0.520833,-9999,-9999,321.818,321.818,0.0,-9999,-9999,316.719,316.719,0.0,-9999,-9999,6.063,6.063,0.0,102.051,102.051,0.0,0.0,0.0,0.0,1.561,1.561,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,1.0,18.648,0.0,30.3963,-9999,-9999,-9999,-9999,10.5386,0.0,16.9219,-9999,-9999,-9999,-9999,11.0,3,23,25,0,0,2.51858,0.0,-9999,-9999,2.28858,0.0,-9999,-9999,2.44786,0.0,0.0129118,2.28858,2.3389,2.40016,2.46201,2.51335,2.5192,2.5559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.04614,0.366556,0.0,-9999,-9999,1.85743,1.19088,0.0,-9999,-9999,3.04614,0.366556,0.0,-9999,-9999,1.43189,1.60417,0.0,-9999,-9999,2.91337,2.91337,2.91337,3.04614,3.04614,3.05596,3.1424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43189,1.51595,1.70326,1.80951,1.85606,1.85858,1.88122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.75669,4.86327,4.7414,0.0200383,4.60695,4.64205,4.65256,4.7124,4.85589,4.86327,4.89389,2.23749,2.57468,2.29355,0.024542,2.09418,2.17427,2.18317,2.24882,2.35594,2.48241,2.57468,1.53585,2.49889,1.28485,0.0962201,0.380654,0.645046,0.701035,1.49511,1.55202,1.80719,2.47438,0.199301,1.99446,0.214647,0.0923516,0.0,0.0,0.0,0.0,0.0167328,0.134239,1.94387,-9999,-9999
20130313,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,16.196,13.634,3.769,18.552,5.533,16.196,0.0,13.634,3.769,0.0,18.552,5.533,0.0,324.569,96.864,0.520833,236.257,236.257,0.520833,-9999,-9999,327.879,327.879,0.0,-9999,-9999,323.105,323.105,0.0,-9999,-9999,7.353,7.353,0.0,102.054,102.054,0.0,0.0,0.0,0.0,1.176,1.176,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,1.0,15.2743,0.0,25.0573,-9999,-9999,-9999,-9999,8.4512,0.0,13.6589,-9999,-9999,-9999,-9999,11.0,3,23,25,0,0,2.23668,0.0,-9999,-9999,2.0959,0.0,-9999,-9999,2.29674,0.0,0.0231665,2.03413,2.0959,2.19253,2.26962,2.447,2.45398,2.49337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.99369,0.349836,0.0,-9999,-9999,1.38411,1.15971,0.0,-9999,-9999,2.99369,0.349836,0.0,-9999,-9999,1.12364,1.45893,0.0,-9999,-9999,2.71427,2.76903,2.76903,2.99369,3.08995,3.08995,3.13935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.00935,1.12364,1.30242,1.62597,1.68863,1.7062,1.78187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.24009,5.37714,5.23198,0.0260307,5.07296,5.11291,5.13205,5.20745,5.3664,5.37714,5.42186,2.86082,3.28125,2.93525,0.040049,2.61898,2.72521,2.75691,2.87905,3.12988,3.26375,3.28203,1.67617,2.71579,1.42889,0.103171,0.414364,0.759916,0.825875,1.6425,1.70491,2.01515,2.68916,0.198652,1.98964,0.214095,0.0921216,0.0,0.0,0.0,0.0,0.0166766,0.133797,1.93895,-9999,-9999
20130314,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,15.248,12.416,1.687,17.853,4.111,15.248,0.0,12.416,1.687,0.0,17.853,4.111,0.0,327.387,102.583,0.520833,195.213,195.213,0.520833,-9999,-9999,342.791,342.791,0.0,-9999,-9999,338.812,338.812,0.0,-9999,-9999,5.253,5.253,0.0,102.033,102.033,0.0,0.0,0.0,0.0,2.061,2.061,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,1.0,17.7315,0.0,29.2243,-9999,-9999,-9999,-9999,9.94395,0.0,16.1477,-9999,-9999,-9999,-9999,11.0,3,23,25,0,0,2.93752,0.0,-9999,-9999,2.72618,0.0,-9999,-9999,2.86255,0.0,0.0136159,2.72618,2.72618,2.80423,2.86542,2.92506,2.9669,2.97541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7181,0.600468,0.0,-9999,-9999,2.01435,1.3114,0.0,-9999,-9999,3.7181,0.600468,0.0,-9999,-9999,1.62333,1.73261,0.0,-9999,-9999,3.58533,3.58533,3.58533,3.62747,3.7181,3.7181,3.7181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62333,1.67191,1.84366,1.97237,2.05102,2.06872,2.10437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8837,4.99594,4.86911,0.021126,4.73079,4.76586,4.77776,4.84402,4.988,4.99594,5.02892,1.87708,2.26977,2.00655,0.0244616,1.80665,1.87708,1.90638,1.96364,2.03894,2.24524,2.26977,1.57441,2.55971,1.32012,0.0984373,0.390033,0.667191,0.725102,1.53435,1.59265,1.85877,2.53461,0.164471,1.66812,0.179083,0.0771515,0.0,0.0,0.0,0.0,0.0137864,0.11072,1.62293,-9999,-9999
20130315,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,14.697,11.634,2.221,17.516,4.42,14.697,0.0,11.634,2.221,0.0,17.516,4.42,0.0,330.199,109.271,0.520833,195.829,195.829,0.520833,-9999,-9999,337.03,337.03,0.0,-9999,-9999,332.744,332.744,0.0,-9999,-9999,6.047,6.047,0.0,101.891,101.891,0.0,0.0,0.0,0.0,3.523,3.523,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,1.0,18.648,0.0,30.7633,-9999,-9999,-9999,-9999,10.5386,0.0,17.1293,-9999,-9999,-9999,-9999,11.0,3,23,25,0,0,2.51858,0.0,-9999,-9999,2.28858,0.0,-9999,-9999,2.44786,0.0,0.0129118,2.28858,2.3389,2.40016,2.46201,2.51335,2.5192,2.5559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.04614,0.366556,0.0,-9999,-9999,1.85743,1.19088,0.0,-9999,-9999,3.04614,0.366556,0.0,-9999,-9999,1.43189,1.60417,0.0,-9999,-9999,2.91337,2.91337,2.91337,3.04614,3.04614,3.05596,3.1424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43189,1.51595,1.70326,1.80951,1.85606,1.85858,1.88122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.73119,4.83608,4.7155,0.0197224,4.58192,4.61721,4.62724,4.68482,4.82889,4.83608,4.86594,2.21199,2.5475,2.26764,0.0242539,2.07207,2.14853,2.15861,2.22398,2.33048,2.45445,2.5475,1.52851,2.4876,1.27733,0.0958577,0.378896,0.639139,0.694616,1.48735,1.54426,1.79615,2.46321,0.164986,1.67317,0.179629,0.0773859,0.0,0.0,0.0,0.0,0.0138298,0.111067,1.62787,-9999,-9999
