TIMESTAMP,TA_F_MDS,TA_F_MDS_QC,TA_F_MDS_NIGHT,TA_F_MDS_NIGHT_SD,TA_F_MDS_NIGHT_QC,TA_F_MDS_DAY,TA_F_MDS_DAY_SD,TA_F_MDS_DAY_QC,TA_ERA,TA_ERA_NIGHT,TA_ERA_NIGHT_SD,TA_ERA_DAY,TA_ERA_DAY_SD,TA_F,TA_F_QC,TA_F_NIGHT,TA_F_NIGHT_SD,TA_F_NIGHT_QC,TA_F_DAY,TA_F_DAY_SD,TA_F_DAY_QC,SW_IN_POT,SW_IN_F_MDS,SW_IN_F_MDS_QC,SW_IN_ERA,SW_IN_F,SW_IN_F_QC,LW_IN_F_MDS,LW_IN_F_MDS_QC,LW_IN_ERA,LW_IN_F,LW_IN_F_QC,LW_IN_JSB,LW_IN_JSB_QC,LW_IN_JSB_ERA,LW_IN_JSB_F,LW_IN_JSB_F_QC,VPD_F_MDS,VPD_F_MDS_QC,VPD_ERA,VPD_F,VPD_F_QC,PA_ERA,PA_F,PA_F_QC,P_ERA,P_F,P_F_QC,WS_ERA,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_1_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_CORR_25,LE_CORR_75,LE_RANDUNC,LE_CORR_JOINTUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_CORR_25,H_CORR_75,H_RANDUNC,H_CORR_JOINTUNC,EBC_CF_N,EBC_CF_METHOD,NIGHT_D,DAY_D,NIGHT_RANDUNC_N,DAY_RANDUNC_N,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_REF_JOINTUNC,NEE_VUT_USTAR50,NEE_VUT_USTAR50_QC,NEE_VUT_USTAR50_RANDUNC,NEE_VUT_USTAR50_JOINTUNC,NEE_VUT_MEAN,NEE_VUT_MEAN_QC,NEE_VUT_SE,NEE_VUT_05,NEE_VUT_16,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_84,NEE_VUT_95,NEE_VUT_05_QC,NEE_VUT_16_QC,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,NEE_VUT_84_QC,NEE_VUT_95_QC,NEE_VUT_REF_NIGHT,NEE_VUT_REF_NIGHT_SD,NEE_VUT_REF_NIGHT_QC,NEE_VUT_REF_NIGHT_RANDUNC,NEE_VUT_REF_NIGHT_JOINTUNC,NEE_VUT_REF_DAY,NEE_VUT_REF_DAY_SD,NEE_VUT_REF_DAY_QC,NEE_VUT_REF_DAY_RANDUNC,NEE_VUT_REF_DAY_JOINTUNC,NEE_VUT_USTAR50_NIGHT,NEE_VUT_USTAR50_NIGHT_SD,NEE_VUT_USTAR50_NIGHT_QC,NEE_VUT_USTAR50_NIGHT_RANDUNC,NEE_VUT_USTAR50_NIGHT_JOINTUNC,NEE_VUT_USTAR50_DAY,NEE_VUT_USTAR50_DAY_SD,NEE_VUT_USTAR50_DAY_QC,NEE_VUT_USTAR50_DAY_RANDUNC,NEE_VUT_USTAR50_DAY_JOINTUNC,NEE_VUT_05_NIGHT,NEE_VUT_16_NIGHT,NEE_VUT_25_NIGHT,NEE_VUT_50_NIGHT,NEE_VUT_75_NIGHT,NEE_VUT_84_NIGHT,NEE_VUT_95_NIGHT,NEE_VUT_05_NIGHT_QC,NEE_VUT_16_NIGHT_QC,NEE_VUT_25_NIGHT_QC,NEE_VUT_50_NIGHT_QC,NEE_VUT_75_NIGHT_QC,NEE_VUT_84_NIGHT_QC,NEE_VUT_95_NIGHT_QC,NEE_VUT_05_DAY,NEE_VUT_16_DAY,NEE_VUT_25_DAY,NEE_VUT_50_DAY,NEE_VUT_75_DAY,NEE_VUT_84_DAY,NEE_VUT_95_DAY,NEE_VUT_05_DAY_QC,NEE_VUT_16_DAY_QC,NEE_VUT_25_DAY_QC,NEE_VUT_50_DAY_QC,NEE_VUT_75_DAY_QC,NEE_VUT_84_DAY_QC,NEE_VUT_95_DAY_QC,RECO_NT_VUT_REF,RECO_NT_VUT_USTAR50,RECO_NT_VUT_MEAN,RECO_NT_VUT_SE,RECO_NT_VUT_05,RECO_NT_VUT_16,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,RECO_NT_VUT_84,RECO_NT_VUT_95,GPP_NT_VUT_REF,GPP_NT_VUT_USTAR50,GPP_NT_VUT_MEAN,GPP_NT_VUT_SE,GPP_NT_VUT_05,GPP_NT_VUT_16,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,GPP_NT_VUT_84,GPP_NT_VUT_95,RECO_DT_VUT_REF,RECO_DT_VUT_USTAR50,RECO_DT_VUT_MEAN,RECO_DT_VUT_SE,RECO_DT_VUT_05,RECO_DT_VUT_16,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,RECO_DT_VUT_84,RECO_DT_VUT_95,GPP_DT_VUT_REF,GPP_DT_VUT_USTAR50,GPP_DT_VUT_MEAN,GPP_DT_VUT_SE,GPP_DT_VUT_05,GPP_DT_VUT_16,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,GPP_DT_VUT_84,GPP_DT_VUT_95,RECO_SR,RECO_SR_N
20020101,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-11.588,-12.71,1.948,-9.719,1.876,-11.588,0.0,-12.71,1.948,0.0,-9.719,1.876,0.0,112.645,217.918,0.666667,58.324,58.168,0.666667,-9999,-9999,193.288,193.288,0.0,-9999,-9999,201.539,201.539,0.0,-9999,-9999,0.167,0.167,0.0,98.73,98.73,0.0,0.065,0.065,0.0,0.86,0.86,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,1.0,15.1181,0.0,-9999,-9999,-9999,-9999,-9999,107.751,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,30,18,0,0,1.0224,0.0,-9999,-9999,0.986907,0.0,-9999,-9999,1.04163,0.0,0.00848486,0.986907,0.986907,1.01223,1.0224,1.05848,1.08723,1.16002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12743,0.436154,0.0,-9999,-9999,0.748226,0.4226,0.0,-9999,-9999,1.07791,0.497458,0.0,-9999,-9999,0.739554,0.414144,0.0,-9999,-9999,1.07791,1.07791,1.11175,1.13362,1.18182,1.24042,1.34341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.721861,0.721861,0.726532,0.739554,0.748226,0.748226,0.750286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.480585,0.480585,0.467983,0.00464104,0.422796,0.42555,0.460633,0.467374,0.480585,0.492889,0.512603,-0.520772,-0.506322,-0.573651,0.00729746,-0.669895,-0.616298,-0.60024,-0.561764,-0.541276,-0.53554,-0.506322,0.497178,0.617368,0.590046,0.0090956,0.497178,0.51807,0.551088,0.584086,0.617368,0.649277,0.685418,0.208201,0.21819,0.200192,0.00526104,0.151133,0.159925,0.174143,0.201698,0.216459,0.21819,0.276167,-9999,-9999
20020102,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-13.843,-14.472,2.699,-12.794,2.699,-13.843,0.0,-14.472,2.699,0.0,-12.794,2.699,0.0,113.26,251.859,0.666667,63.568,63.336,0.666667,-9999,-9999,169.295,169.295,0.0,-9999,-9999,176.257,176.257,0.0,-9999,-9999,0.114,0.114,0.0,98.596,98.596,0.0,0.0,0.0,0.0,1.193,1.193,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,1.0,15.9971,0.0,-9999,-9999,-9999,-9999,-9999,116.952,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,30,18,0,0,1.01196,0.0,-9999,-9999,0.986698,0.0,-9999,-9999,1.02337,0.0,0.00616992,0.983661,0.986698,0.996717,1.01196,1.03898,1.08212,1.08374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03329,0.444984,0.0,-9999,-9999,0.878307,0.682281,0.0,-9999,-9999,0.986115,0.53245,0.0,-9999,-9999,0.892019,0.70038,0.0,-9999,-9999,0.981431,0.986115,1.00156,1.03329,1.06672,1.13684,1.14147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.878307,0.878307,0.878307,0.890182,0.892019,0.892019,0.892019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.394189,0.394189,0.382411,0.00420375,0.341026,0.344642,0.375927,0.382372,0.394189,0.405685,0.422388,-0.602416,-0.592509,-0.640963,0.00503375,-0.684497,-0.670044,-0.660273,-0.636031,-0.619119,-0.616039,-0.592509,0.37735,0.483503,0.459071,0.00818554,0.37735,0.393414,0.426316,0.455076,0.483503,0.503078,0.551881,0.220981,0.231053,0.212835,0.00544459,0.162126,0.171592,0.186633,0.213447,0.229237,0.231053,0.291945,-9999,-9999
20020103,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9.502,-9.647,4.036,-9.262,3.357,-9.502,0.0,-9.647,4.036,0.0,-9.262,3.357,0.0,113.935,245.886,0.666667,61.682,61.488,0.666667,-9999,-9999,203.461,203.461,0.0,-9999,-9999,212.258,212.258,0.0,-9999,-9999,0.473,0.473,0.0,97.583,97.583,0.0,0.0,0.0,0.0,1.654,1.654,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,1.0,15.1784,0.0,-9999,-9999,-9999,-9999,-9999,115.313,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,30,18,0,0,1.01893,0.0,-9999,-9999,0.969765,0.0,-9999,-9999,0.992547,0.0,0.00435052,0.954425,0.96597,0.969765,0.992673,1.01893,1.01893,1.02375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09151,0.47466,0.0,-9999,-9999,0.799184,0.504729,0.0,-9999,-9999,1.02064,0.552229,0.0,-9999,-9999,0.790972,0.495388,0.0,-9999,-9999,1.01478,1.01478,1.02064,1.0675,1.09151,1.09151,1.09754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.755885,0.761305,0.761305,0.790972,0.799184,0.799184,0.801526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.570309,0.570309,0.5576,0.00492789,0.510681,0.511785,0.54951,0.556114,0.570309,0.585857,0.605421,-0.414956,-0.399456,-0.434948,0.00471897,-0.469418,-0.467757,-0.455289,-0.44657,-0.414361,-0.404272,-0.399456,0.643451,0.770313,0.742251,0.00951002,0.643451,0.670066,0.693371,0.733697,0.770313,0.820098,0.829462,0.216252,0.226253,0.208175,0.00536717,0.158162,0.167386,0.182122,0.209052,0.224471,0.226253,0.286017,-9999,-9999
20020104,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-5.331,-5.353,1.052,-5.295,2.286,-5.331,0.0,-5.353,1.052,0.0,-5.295,2.286,0.0,114.667,217.918,0.666667,58.746,58.622,0.666667,-9999,-9999,237.303,237.303,0.0,-9999,-9999,247.918,247.918,0.0,-9999,-9999,0.548,0.548,0.0,96.805,96.805,0.0,0.068,0.068,0.0,1.107,1.107,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,1.0,15.1181,0.0,-9999,-9999,-9999,-9999,-9999,107.751,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,30,18,0,0,1.0224,0.0,-9999,-9999,0.986907,0.0,-9999,-9999,1.04163,0.0,0.00848486,0.986907,0.986907,1.01223,1.0224,1.05848,1.08723,1.16002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12743,0.436154,0.0,-9999,-9999,0.748226,0.4226,0.0,-9999,-9999,1.07791,0.497458,0.0,-9999,-9999,0.739554,0.414144,0.0,-9999,-9999,1.07791,1.07791,1.11175,1.13362,1.18182,1.24042,1.34341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.721861,0.721861,0.726532,0.739554,0.748226,0.748226,0.750286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.748758,0.748758,0.735764,0.00557328,0.6834,0.685671,0.726189,0.732562,0.748758,0.776121,0.790107,-0.255784,-0.238148,-0.30587,0.00704476,-0.383903,-0.351014,-0.337846,-0.296209,-0.270353,-0.260313,-0.238148,0.93234,1.07319,1.04345,0.0107323,0.93234,0.970269,0.986847,1.03072,1.07836,1.10574,1.15478,0.207873,0.217644,0.200003,0.00520073,0.15152,0.160346,0.174526,0.201139,0.215924,0.217644,0.275282,-9999,-9999
20020105,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-2.766,-3.579,2.316,-1.411,2.113,-2.766,0.0,-3.579,2.316,0.0,-1.411,2.113,0.0,115.459,251.859,0.666667,46.768,46.668,0.666667,-9999,-9999,267.454,267.454,0.0,-9999,-9999,279.688,279.688,0.0,-9999,-9999,0.616,0.616,0.0,96.94,96.94,0.0,0.117,0.117,0.0,1.241,1.241,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,1.0,15.9971,0.0,-9999,-9999,-9999,-9999,-9999,116.952,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,30,18,0,0,1.01196,0.0,-9999,-9999,0.986698,0.0,-9999,-9999,1.02337,0.0,0.00616992,0.983661,0.986698,0.996717,1.01196,1.03898,1.08212,1.08374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03329,0.444984,0.0,-9999,-9999,0.878307,0.682281,0.0,-9999,-9999,0.986115,0.53245,0.0,-9999,-9999,0.892019,0.70038,0.0,-9999,-9999,0.981431,0.986115,1.00156,1.03329,1.06672,1.13684,1.14147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.878307,0.878307,0.878307,0.890182,0.892019,0.892019,0.892019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.867189,0.867189,0.854942,0.00584559,0.799665,0.804941,0.844555,0.850228,0.870246,0.904042,0.91337,-0.134896,-0.119509,-0.168432,0.00467425,-0.226253,-0.191776,-0.187265,-0.167403,-0.151263,-0.150911,-0.119509,1.15459,1.29256,1.26523,0.0112223,1.15459,1.18555,1.20396,1.24859,1.30746,1.31195,1.40459,0.177347,0.186954,0.169861,0.00476511,0.125403,0.132634,0.144822,0.173124,0.185438,0.186954,0.237697,-9999,-9999
20020106,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9.981,-10.264,4.241,-9.508,0.255,-9.981,0.0,-10.264,4.241,0.0,-9.508,0.255,0.0,116.309,245.886,0.666667,56.005,55.724,0.666667,-9999,-9999,207.692,207.692,0.0,-9999,-9999,216.717,216.717,0.0,-9999,-9999,0.331,0.331,0.0,97.83,97.83,0.0,0.205,0.205,0.0,1.37,1.37,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,1.0,15.1784,0.0,-9999,-9999,-9999,-9999,-9999,115.313,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,30,18,0,0,1.01893,0.0,-9999,-9999,0.969765,0.0,-9999,-9999,0.992547,0.0,0.00435052,0.954425,0.96597,0.969765,0.992673,1.01893,1.01893,1.02375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09151,0.47466,0.0,-9999,-9999,0.799184,0.504729,0.0,-9999,-9999,1.02064,0.552229,0.0,-9999,-9999,0.790972,0.495388,0.0,-9999,-9999,1.01478,1.01478,1.02064,1.0675,1.09151,1.09151,1.09754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.755885,0.761305,0.761305,0.790972,0.799184,0.799184,0.801526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.549188,0.549188,0.53644,0.00487333,0.48974,0.491299,0.528513,0.535186,0.549188,0.56321,0.583643,-0.435873,-0.420578,-0.456108,0.004696,-0.490415,-0.488673,-0.47623,-0.467035,-0.435873,-0.425857,-0.420578,0.606948,0.733058,0.704933,0.00945863,0.606948,0.63215,0.658519,0.696956,0.733058,0.778154,0.795095,0.20229,0.212298,0.194326,0.00518926,0.145924,0.154395,0.16823,0.196335,0.210605,0.212298,0.269003,-9999,-9999
20020107,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9.058,-9.69,6.109,-8.004,3.802,-9.058,0.0,-9.69,6.109,0.0,-8.004,3.802,0.0,117.217,217.918,0.666667,69.035,68.696,0.666667,-9999,-9999,198.456,198.456,0.0,-9999,-9999,206.985,206.985,0.0,-9999,-9999,0.581,0.581,0.0,97.203,97.203,0.0,0.0,0.0,0.0,1.653,1.653,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,15.1181,0.0,-9999,-9999,-9999,-9999,-9999,107.751,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,30,18,0,0,1.0224,0.0,-9999,-9999,0.986907,0.0,-9999,-9999,1.04163,0.0,0.00848486,0.986907,0.986907,1.01223,1.0224,1.05848,1.08723,1.16002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12743,0.436154,0.0,-9999,-9999,0.748226,0.4226,0.0,-9999,-9999,1.07791,0.497458,0.0,-9999,-9999,0.739554,0.414144,0.0,-9999,-9999,1.07791,1.07791,1.11175,1.13362,1.18182,1.24042,1.34341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.721861,0.721861,0.726532,0.739554,0.748226,0.748226,0.750286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.595672,0.595672,0.58341,0.00490177,0.537415,0.538012,0.575209,0.581492,0.595672,0.61377,0.631108,-0.406705,-0.391235,-0.458224,0.00712149,-0.546254,-0.50268,-0.485621,-0.447188,-0.428047,-0.421423,-0.391235,0.699236,0.822584,0.795866,0.00929052,0.699236,0.727933,0.749287,0.786244,0.822584,0.864574,0.880808,0.234094,0.244208,0.225824,0.00562461,0.173507,0.183673,0.199558,0.225449,0.242306,0.244208,0.308035,-9999,-9999
20020108,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.657,1.018,3.726,2.722,3.44,1.657,0.0,1.018,3.726,0.0,2.722,3.44,0.0,118.183,251.859,0.666667,57.282,57.042,0.666667,-9999,-9999,267.294,267.294,0.0,-9999,-9999,279.52,279.52,0.0,-9999,-9999,1.117,1.117,0.0,95.855,95.855,0.0,0.477,0.477,0.0,1.654,1.654,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,1.0,15.9971,0.0,-9999,-9999,-9999,-9999,-9999,116.952,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,30,18,0,0,1.01196,0.0,-9999,-9999,0.986698,0.0,-9999,-9999,1.02337,0.0,0.00616992,0.983661,0.986698,0.996717,1.01196,1.03898,1.08212,1.08374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03329,0.444984,0.0,-9999,-9999,0.878307,0.682281,0.0,-9999,-9999,0.986115,0.53245,0.0,-9999,-9999,0.892019,0.70038,0.0,-9999,-9999,0.981431,0.986115,1.00156,1.03329,1.06672,1.13684,1.14147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.878307,0.878307,0.878307,0.890182,0.892019,0.892019,0.892019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07536,1.07536,1.06532,0.00628054,1.00679,1.01803,1.05049,1.05621,1.07536,1.11535,1.13351,0.0724738,0.0886599,0.0419501,0.0045731,-0.0193467,0.0213118,0.0216362,0.0416979,0.0560896,0.0627034,0.0886599,1.57805,1.69676,1.67784,0.0128649,1.57485,1.60504,1.62037,1.65634,1.72288,1.733,1.87038,0.205638,0.215654,0.197635,0.00523488,0.148812,0.157459,0.171514,0.199395,0.213939,0.215654,0.273102,-9999,-9999
20020109,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,3.604,2.971,0.54,4.659,1.044,3.604,0.0,2.971,0.54,0.0,4.659,1.044,0.0,119.207,245.886,0.666667,65.651,65.381,0.666667,-9999,-9999,277.724,277.724,0.0,-9999,-9999,290.51,290.51,0.0,-9999,-9999,1.325,1.325,0.0,95.936,95.936,0.0,0.817,0.817,0.0,2.014,2.014,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,1.0,15.1784,0.0,-9999,-9999,-9999,-9999,-9999,115.313,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,30,18,0,0,1.01893,0.0,-9999,-9999,0.969765,0.0,-9999,-9999,0.992547,0.0,0.00435052,0.954425,0.96597,0.969765,0.992673,1.01893,1.01893,1.02375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09151,0.47466,0.0,-9999,-9999,0.799184,0.504729,0.0,-9999,-9999,1.02064,0.552229,0.0,-9999,-9999,0.790972,0.495388,0.0,-9999,-9999,1.01478,1.01478,1.02064,1.0675,1.09151,1.09151,1.09754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.755885,0.761305,0.761305,0.790972,0.799184,0.799184,0.801526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.16725,1.16725,1.15813,0.0065329,1.09811,1.11186,1.14038,1.14763,1.16725,1.20071,1.23068,0.177869,0.197483,0.165585,0.00582432,0.121448,0.126963,0.137935,0.146456,0.197483,0.208035,0.225506,1.76244,1.87386,1.85829,0.0140777,1.75274,1.77196,1.80971,1.82971,1.91119,1.91919,2.07403,0.225573,0.235594,0.217424,0.00549091,0.166312,0.176038,0.19137,0.217571,0.23375,0.235594,0.297434,-9999,-9999
20020110,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.416,0.037,1.73,1.047,0.212,0.416,0.0,0.037,1.73,0.0,1.047,0.212,0.0,120.288,217.918,0.666667,14.805,14.663,0.666667,-9999,-9999,300.163,300.163,0.0,-9999,-9999,314.153,314.153,0.0,-9999,-9999,0.666,0.666,0.0,97.064,97.064,0.0,0.621,0.621,0.0,1.516,1.516,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,-9999,-9999,1.0,15.1181,0.0,-9999,-9999,-9999,-9999,-9999,107.751,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,30,18,0,0,1.0224,0.0,-9999,-9999,0.986907,0.0,-9999,-9999,1.04163,0.0,0.00848486,0.986907,0.986907,1.01223,1.0224,1.05848,1.08723,1.16002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12743,0.436154,0.0,-9999,-9999,0.748226,0.4226,0.0,-9999,-9999,1.07791,0.497458,0.0,-9999,-9999,0.739554,0.414144,0.0,-9999,-9999,1.07791,1.07791,1.11175,1.13362,1.18182,1.24042,1.34341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.721861,0.721861,0.726532,0.739554,0.748226,0.748226,0.750286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01588,1.01588,1.00487,0.00619715,0.946566,0.955829,0.992276,0.997594,1.01588,1.06178,1.07055,0.00975096,0.0289688,-0.0367675,0.00682971,-0.0982406,-0.087535,-0.0672071,-0.0291993,-0.00478363,0.0120779,0.0289688,1.44421,1.57408,1.5511,0.0123027,1.44421,1.48294,1.49466,1.52908,1.59003,1.60257,1.72693,0.0692002,0.0748535,0.0654377,0.00232695,0.0441009,0.0476592,0.0513555,0.0660287,0.0741854,0.0748535,0.0971211,-9999,-9999
