TIMESTAMP,TA_F_MDS,TA_F_MDS_QC,TA_F_MDS_NIGHT,TA_F_MDS_NIGHT_SD,TA_F_MDS_NIGHT_QC,TA_F_MDS_DAY,TA_F_MDS_DAY_SD,TA_F_MDS_DAY_QC,TA_ERA,TA_ERA_NIGHT,TA_ERA_NIGHT_SD,TA_ERA_DAY,TA_ERA_DAY_SD,TA_F,TA_F_QC,TA_F_NIGHT,TA_F_NIGHT_SD,TA_F_NIGHT_QC,TA_F_DAY,TA_F_DAY_SD,TA_F_DAY_QC,SW_IN_POT,SW_IN_F_MDS,SW_IN_F_MDS_QC,SW_IN_ERA,SW_IN_F,SW_IN_F_QC,LW_IN_F_MDS,LW_IN_F_MDS_QC,LW_IN_ERA,LW_IN_F,LW_IN_F_QC,LW_IN_JSB,LW_IN_JSB_QC,LW_IN_JSB_ERA,LW_IN_JSB_F,LW_IN_JSB_F_QC,VPD_F_MDS,VPD_F_MDS_QC,VPD_ERA,VPD_F,VPD_F_QC,PA_ERA,PA_F,PA_F_QC,P_ERA,P_F,P_F_QC,WS_ERA,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_1_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_CORR_25,LE_CORR_75,LE_RANDUNC,LE_CORR_JOINTUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_CORR_25,H_CORR_75,H_RANDUNC,H_CORR_JOINTUNC,EBC_CF_N,EBC_CF_METHOD,NIGHT_D,DAY_D,NIGHT_RANDUNC_N,DAY_RANDUNC_N,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_REF_JOINTUNC,NEE_VUT_USTAR50,NEE_VUT_USTAR50_QC,NEE_VUT_USTAR50_RANDUNC,NEE_VUT_USTAR50_JOINTUNC,NEE_VUT_MEAN,NEE_VUT_MEAN_QC,NEE_VUT_SE,NEE_VUT_05,NEE_VUT_16,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_84,NEE_VUT_95,NEE_VUT_05_QC,NEE_VUT_16_QC,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,NEE_VUT_84_QC,NEE_VUT_95_QC,NEE_VUT_REF_NIGHT,NEE_VUT_REF_NIGHT_SD,NEE_VUT_REF_NIGHT_QC,NEE_VUT_REF_NIGHT_RANDUNC,NEE_VUT_REF_NIGHT_JOINTUNC,NEE_VUT_REF_DAY,NEE_VUT_REF_DAY_SD,NEE_VUT_REF_DAY_QC,NEE_VUT_REF_DAY_RANDUNC,NEE_VUT_REF_DAY_JOINTUNC,NEE_VUT_USTAR50_NIGHT,NEE_VUT_USTAR50_NIGHT_SD,NEE_VUT_USTAR50_NIGHT_QC,NEE_VUT_USTAR50_NIGHT_RANDUNC,NEE_VUT_USTAR50_NIGHT_JOINTUNC,NEE_VUT_USTAR50_DAY,NEE_VUT_USTAR50_DAY_SD,NEE_VUT_USTAR50_DAY_QC,NEE_VUT_USTAR50_DAY_RANDUNC,NEE_VUT_USTAR50_DAY_JOINTUNC,NEE_VUT_05_NIGHT,NEE_VUT_16_NIGHT,NEE_VUT_25_NIGHT,NEE_VUT_50_NIGHT,NEE_VUT_75_NIGHT,NEE_VUT_84_NIGHT,NEE_VUT_95_NIGHT,NEE_VUT_05_NIGHT_QC,NEE_VUT_16_NIGHT_QC,NEE_VUT_25_NIGHT_QC,NEE_VUT_50_NIGHT_QC,NEE_VUT_75_NIGHT_QC,NEE_VUT_84_NIGHT_QC,NEE_VUT_95_NIGHT_QC,NEE_VUT_05_DAY,NEE_VUT_16_DAY,NEE_VUT_25_DAY,NEE_VUT_50_DAY,NEE_VUT_75_DAY,NEE_VUT_84_DAY,NEE_VUT_95_DAY,NEE_VUT_05_DAY_QC,NEE_VUT_16_DAY_QC,NEE_VUT_25_DAY_QC,NEE_VUT_50_DAY_QC,NEE_VUT_75_DAY_QC,NEE_VUT_84_DAY_QC,NEE_VUT_95_DAY_QC,RECO_NT_VUT_REF,RECO_NT_VUT_USTAR50,RECO_NT_VUT_MEAN,RECO_NT_VUT_SE,RECO_NT_VUT_05,RECO_NT_VUT_16,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,RECO_NT_VUT_84,RECO_NT_VUT_95,GPP_NT_VUT_REF,GPP_NT_VUT_USTAR50,GPP_NT_VUT_MEAN,GPP_NT_VUT_SE,GPP_NT_VUT_05,GPP_NT_VUT_16,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,GPP_NT_VUT_84,GPP_NT_VUT_95,RECO_DT_VUT_REF,RECO_DT_VUT_USTAR50,RECO_DT_VUT_MEAN,RECO_DT_VUT_SE,RECO_DT_VUT_05,RECO_DT_VUT_16,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,RECO_DT_VUT_84,RECO_DT_VUT_95,GPP_DT_VUT_REF,GPP_DT_VUT_USTAR50,GPP_DT_VUT_MEAN,GPP_DT_VUT_SE,GPP_DT_VUT_05,GPP_DT_VUT_16,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,GPP_DT_VUT_84,GPP_DT_VUT_95,RECO_SR,RECO_SR_N
20030101,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-10.245,-11.323,3.165,-8.446,1.943,-10.245,0.0,-11.323,3.165,0.0,-8.446,1.943,0.0,112.587,230.473,0.666667,62.37,62.199,0.666667,-9999,-9999,222.621,222.621,0.0,-9999,-9999,215.138,215.138,0.0,-9999,-9999,0.482,0.482,0.0,98.824,98.824,0.0,0.036,0.0,1.0,1.422,1.422,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-1.674,0.625,-0.903992,3.0,21.1571,0.0,-9999,-9999,-9999,-9999,-9999,122.745,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,30,18,0,0,2.30751,0.0,-9999,-9999,2.30751,0.0,-9999,-9999,2.20698,0.0,0.0625289,1.66228,1.77122,1.78298,2.18138,2.55206,2.69388,2.77317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8335,4.16527,0.0,-9999,-9999,-0.459492,0.417063,0.0,-9999,-9999,3.8335,4.16527,0.0,-9999,-9999,-0.459492,0.417063,0.0,-9999,-9999,2.83321,3.00388,3.02201,3.63903,4.21511,4.38799,4.47415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.493113,-0.467087,-0.464615,-0.455283,-0.450396,-0.344158,-0.330637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.527185,0.569678,0.762662,0.0650301,0.425424,0.457439,0.475023,0.512064,1.24587,1.43516,1.4476,-1.62734,-1.73783,-1.44432,0.0425347,-2.11053,-1.74787,-1.68887,-1.30619,-1.24628,-1.22445,-1.19497,1.76017,1.11786,1.02277,0.0833697,0.0174836,0.640354,0.713426,1.03947,1.41204,1.75116,1.76017,0.37252,0.411572,0.440187,0.0418604,0.160646,0.200347,0.241027,0.367286,0.660444,0.897451,0.90234,0.221969,1.0
20030102,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-7.197,-8.299,0.73,-5.36,1.573,-7.197,0.0,-8.299,0.73,0.0,-5.36,1.573,0.0,113.202,218.905,0.666667,71.336,71.099,0.666667,-9999,-9999,222.898,222.898,0.0,-9999,-9999,215.458,215.458,0.0,-9999,-9999,0.529,0.529,0.0,98.795,98.795,0.0,0.0,0.0,1.0,0.986,0.986,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-1.355,0.625,-0.83499,3.0,20.1858,0.0,-9999,-9999,-9999,-9999,-9999,118.966,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,30,18,0,0,2.15998,0.0,-9999,-9999,2.15998,0.0,-9999,-9999,2.06158,0.0,0.0532202,1.65352,1.66099,1.75346,2.06262,2.3568,2.47843,2.55356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.59257,4.34534,0.0,-9999,-9999,-0.437049,0.346076,0.0,-9999,-9999,3.59257,4.34534,0.0,-9999,-9999,-0.437049,0.346076,0.0,-9999,-9999,2.85575,2.86726,2.95678,3.48438,3.82883,3.9419,4.03738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.53692,-0.515242,-0.510475,-0.437049,-0.325048,-0.16704,-0.16704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71626,0.765268,0.970989,0.0723446,0.582905,0.617565,0.652205,0.694828,1.52389,1.71655,1.72904,-1.36116,-1.39472,-1.09059,0.0449007,-1.66604,-1.46343,-1.33899,-1.10825,-0.884732,-0.762592,-0.736746,1.96824,1.25001,1.1457,0.0926016,0.0344299,0.716053,0.797763,1.16235,1.57897,1.95817,1.96824,0.419255,0.46179,0.488522,0.0454525,0.18214,0.228204,0.273427,0.406685,0.730803,0.983516,0.988589,0.235484,1.0
20030103,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-8.631,-9.279,1.866,-7.552,3.236,-8.631,0.0,-9.279,1.866,0.0,-7.552,3.236,0.0,113.877,226.36,0.666667,51.165,50.928,0.666667,-9999,-9999,219.603,219.603,0.0,-9999,-9999,211.643,211.643,0.0,-9999,-9999,0.47,0.47,0.0,98.162,98.162,0.0,0.0,0.0,1.0,0.915,0.915,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-1.407,0.625,-1.3416,3.0,19.221,0.0,-9999,-9999,-9999,-9999,-9999,133.195,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,30,18,0,0,2.27273,0.0,-9999,-9999,2.27273,0.0,-9999,-9999,2.22163,0.0,0.0570008,1.75946,1.82325,1.88881,2.15662,2.54531,2.72233,2.75848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89864,4.35613,0.0,-9999,-9999,-0.657446,0.413484,0.0,-9999,-9999,3.89864,4.35613,0.0,-9999,-9999,-0.657446,0.413484,0.0,-9999,-9999,3.09663,3.19498,3.29607,3.71979,4.27769,4.39533,4.45108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.657446,-0.657446,-0.657446,-0.639727,-0.588738,-0.329917,-0.329917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.623549,0.669597,0.87005,0.0690479,0.505549,0.538271,0.565404,0.605236,1.39099,1.58286,1.59538,-1.53307,-1.60313,-1.35158,0.040102,-1.97667,-1.66181,-1.53307,-1.33768,-1.15422,-1.14014,-1.03431,1.87132,1.18845,1.08834,0.0883298,0.025854,0.680792,0.758478,1.10511,1.50121,1.86174,1.87132,0.31548,0.350938,0.385238,0.0384566,0.133858,0.166567,0.200598,0.31548,0.581302,0.808081,0.813043,0.233705,1.0
20030104,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-5.849,-6.507,2.127,-4.753,1.581,-5.849,0.0,-6.507,2.127,0.0,-4.753,1.581,0.0,114.609,230.473,0.666667,28.348,28.263,0.666667,-9999,-9999,269.177,269.177,0.0,-9999,-9999,269.04,269.04,0.0,-9999,-9999,0.541,0.541,0.0,97.612,97.612,0.0,0.117,0.0,1.0,0.694,0.694,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-1.556,0.625,-0.903992,3.0,21.1571,0.0,-9999,-9999,-9999,-9999,-9999,122.745,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,30,18,0,0,2.30751,0.0,-9999,-9999,2.30751,0.0,-9999,-9999,2.20698,0.0,0.0625289,1.66228,1.77122,1.78298,2.18138,2.55206,2.69388,2.77317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8335,4.16527,0.0,-9999,-9999,-0.459492,0.417063,0.0,-9999,-9999,3.8335,4.16527,0.0,-9999,-9999,-0.459492,0.417063,0.0,-9999,-9999,2.83321,3.00388,3.02201,3.63903,4.21511,4.38799,4.47415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.493113,-0.467087,-0.464615,-0.455283,-0.450396,-0.344158,-0.330637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.817573,0.868505,1.076,0.0746625,0.668241,0.699786,0.748067,0.792593,1.65352,1.84394,1.85623,-1.33695,-1.43901,-1.13098,0.0456183,-1.75992,-1.47815,-1.42216,-1.00494,-0.956602,-0.861063,-0.815675,2.05456,1.30483,1.19767,0.0961355,0.0488657,0.747455,0.832748,1.21332,1.64821,2.04404,2.05456,0.184602,0.207688,0.239571,0.0259398,0.0763108,0.0942651,0.114145,0.184602,0.363679,0.527843,0.531804,0.227305,1.0
20030105,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-4.107,-4.902,1.303,-2.782,1.4,-4.107,0.0,-4.902,1.303,0.0,-2.782,1.4,0.0,115.401,218.905,0.666667,42.048,41.897,0.666667,-9999,-9999,260.746,260.746,0.0,-9999,-9999,259.278,259.278,0.0,-9999,-9999,0.793,0.793,0.0,98.231,98.231,0.0,0.165,0.1,1.0,1.357,1.357,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-1.61,0.625,-0.83499,3.0,20.1858,0.0,-9999,-9999,-9999,-9999,-9999,118.966,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,30,18,0,0,2.15998,0.0,-9999,-9999,2.15998,0.0,-9999,-9999,2.06158,0.0,0.0532202,1.65352,1.66099,1.75346,2.06262,2.3568,2.47843,2.55356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.59257,4.34534,0.0,-9999,-9999,-0.437049,0.346076,0.0,-9999,-9999,3.59257,4.34534,0.0,-9999,-9999,-0.437049,0.346076,0.0,-9999,-9999,2.85575,2.86726,2.95678,3.48438,3.82883,3.9419,4.03738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.53692,-0.515242,-0.510475,-0.437049,-0.325048,-0.16704,-0.16704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.952277,1.00538,1.21426,0.0774423,0.781948,0.814189,0.87583,0.925189,1.82178,2.00857,2.02054,-1.12515,-1.15461,-0.847318,0.0474275,-1.38412,-1.22423,-1.09499,-0.90903,-0.590878,-0.471086,-0.444722,2.16473,1.37479,1.26445,0.100515,0.0707942,0.787535,0.877402,1.27838,1.73659,2.15365,2.16473,0.264608,0.295533,0.329791,0.0338719,0.111222,0.138029,0.166562,0.264608,0.498987,0.703621,0.708254,0.224937,1.0
20030106,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-8.362,-8.033,3.097,-8.911,3.409,-8.362,0.0,-8.033,3.097,0.0,-8.911,3.409,0.0,116.25,226.36,0.666667,74.881,74.682,0.666667,-9999,-9999,209.962,209.962,0.0,-9999,-9999,200.481,200.481,0.0,-9999,-9999,0.756,0.756,0.0,99.034,99.034,0.0,0.053,0.0,1.0,1.578,1.578,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-1.852,0.875,-1.3416,3.0,19.221,0.0,-9999,-9999,-9999,-9999,-9999,133.195,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,30,18,0,0,2.27273,0.0,-9999,-9999,2.27273,0.0,-9999,-9999,2.22163,0.0,0.0570008,1.75946,1.82325,1.88881,2.15662,2.54531,2.72233,2.75848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89864,4.35613,0.0,-9999,-9999,-0.657446,0.413484,0.0,-9999,-9999,3.89864,4.35613,0.0,-9999,-9999,-0.657446,0.413484,0.0,-9999,-9999,3.09663,3.19498,3.29607,3.71979,4.27769,4.39533,4.45108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.657446,-0.657446,-0.657446,-0.639727,-0.588738,-0.329917,-0.329917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.648141,0.694384,0.894271,0.0692938,0.526426,0.559325,0.588876,0.628938,1.41881,1.60931,1.62172,-1.50848,-1.57834,-1.32736,0.0400751,-1.94755,-1.63703,-1.50848,-1.31657,-1.13052,-1.1138,-1.00787,1.88723,1.19856,1.09811,0.0889254,0.0298588,0.686582,0.764929,1.11451,1.51398,1.87758,1.88723,0.435386,0.478509,0.502488,0.0460383,0.190164,0.238637,0.285587,0.417537,0.749961,1.0028,1.00778,0.215077,1.0
20030107,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,3.222,2.303,3.831,4.754,2.46,3.222,0.0,2.303,3.831,0.0,4.754,2.46,0.0,117.159,230.473,0.666667,68.27,67.921,0.666667,-9999,-9999,271.581,271.581,0.0,-9999,-9999,271.823,271.823,0.0,-9999,-9999,2.767,2.767,0.0,97.085,97.085,0.0,0.009,0.0,1.0,2.623,2.623,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-1.61,1.0,-0.903992,3.0,21.1571,0.0,-9999,-9999,-9999,-9999,-9999,122.745,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,30,18,0,0,2.30751,0.0,-9999,-9999,2.30751,0.0,-9999,-9999,2.20698,0.0,0.0625289,1.66228,1.77122,1.78298,2.18138,2.55206,2.69388,2.77317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8335,4.16527,0.0,-9999,-9999,-0.459492,0.417063,0.0,-9999,-9999,3.8335,4.16527,0.0,-9999,-9999,-0.459492,0.417063,0.0,-9999,-9999,2.83321,3.00388,3.02201,3.63903,4.21511,4.38799,4.47415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.493113,-0.467087,-0.464615,-0.455283,-0.450396,-0.344158,-0.330637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63887,1.68964,1.87502,0.0814988,1.34616,1.40136,1.55798,1.61254,2.54511,2.69281,2.70209,-0.515647,-0.617874,-0.331957,0.0461784,-0.812341,-0.739602,-0.629646,-0.260928,-0.116135,-0.0069499,0.0331888,2.58063,1.63893,1.53613,0.111471,0.310919,0.938842,1.04597,1.52399,2.07024,2.56742,2.58063,0.404264,0.446078,0.474833,0.044738,0.174859,0.218513,0.26241,0.395857,0.711614,0.962883,0.968004,0.225311,1.0
20030108,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.478,1.731,2.033,3.722,3.002,2.478,0.0,1.731,2.033,0.0,3.722,3.002,0.0,118.125,218.905,0.666667,82.601,82.114,0.666667,-9999,-9999,249.264,249.264,0.0,-9999,-9999,245.984,245.984,0.0,-9999,-9999,2.396,2.396,0.0,95.988,95.988,0.0,0.0,0.0,1.0,2.575,2.575,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-0.88,1.0,-0.83499,3.0,20.1858,0.0,-9999,-9999,-9999,-9999,-9999,118.966,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,30,18,0,0,2.15998,0.0,-9999,-9999,2.15998,0.0,-9999,-9999,2.06158,0.0,0.0532202,1.65352,1.66099,1.75346,2.06262,2.3568,2.47843,2.55356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.59257,4.34534,0.0,-9999,-9999,-0.437049,0.346076,0.0,-9999,-9999,3.59257,4.34534,0.0,-9999,-9999,-0.437049,0.346076,0.0,-9999,-9999,2.85575,2.86726,2.95678,3.48438,3.82883,3.9419,4.03738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.53692,-0.515242,-0.510475,-0.437049,-0.325048,-0.16704,-0.16704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55722,1.60964,1.80048,0.0819274,1.28297,1.33152,1.4777,1.53005,2.47169,2.62565,2.63533,-0.520205,-0.550349,-0.2611,0.0483374,-0.677713,-0.619715,-0.535443,-0.312489,0.0347801,0.143708,0.17236,2.54374,1.6155,1.5087,0.111412,0.262443,0.92542,1.03102,1.5022,2.04064,2.53072,2.54374,0.473822,0.519727,0.542136,0.0489681,0.207953,0.261334,0.312415,0.44973,0.807448,1.07318,1.07832,0.257349,1.0
20030109,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-5.427,-5.26,6.132,-5.704,1.896,-5.427,0.0,-5.26,6.132,0.0,-5.704,1.896,0.0,119.148,226.36,0.666667,56.837,56.377,0.666667,-9999,-9999,246.413,246.413,0.0,-9999,-9999,242.684,242.684,0.0,-9999,-9999,1.069,1.069,0.0,96.778,96.778,0.0,1.074,1.2,1.0,2.545,2.545,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-0.66,1.0,-1.3416,3.0,19.221,0.0,-9999,-9999,-9999,-9999,-9999,133.195,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,30,18,0,0,2.27273,0.0,-9999,-9999,2.27273,0.0,-9999,-9999,2.22163,0.0,0.0570008,1.75946,1.82325,1.88881,2.15662,2.54531,2.72233,2.75848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89864,4.35613,0.0,-9999,-9999,-0.657446,0.413484,0.0,-9999,-9999,3.89864,4.35613,0.0,-9999,-9999,-0.657446,0.413484,0.0,-9999,-9999,3.09663,3.19498,3.29607,3.71979,4.27769,4.39533,4.45108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.657446,-0.657446,-0.657446,-0.639727,-0.588738,-0.329917,-0.329917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88221,0.931224,1.13158,0.0733542,0.724653,0.754284,0.811696,0.857302,1.70199,1.88502,1.89684,-1.27441,-1.3415,-1.09005,0.041194,-1.66938,-1.40027,-1.28618,-1.09575,-0.904827,-0.838679,-0.739944,2.06977,1.31449,1.21023,0.0957278,0.0781327,0.752988,0.838913,1.2223,1.66041,2.05917,2.06977,0.340191,0.376496,0.405719,0.039124,0.146147,0.181835,0.219216,0.338784,0.60947,0.834012,0.838741,0.267945,1.0
20030110,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-14.631,-14.903,1.42,-14.178,0.572,-14.631,0.0,-14.903,1.42,0.0,-14.178,0.572,0.0,120.229,230.473,0.666667,69.874,69.476,0.666667,-9999,-9999,190.981,190.981,0.0,-9999,-9999,178.505,178.505,0.0,-9999,-9999,0.565,0.565,0.0,97.765,97.765,0.0,0.086,0.0,1.0,2.606,2.606,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-1.306,1.0,-0.903992,3.0,21.1571,0.0,-9999,-9999,-9999,-9999,-9999,122.745,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,30,18,0,0,2.30751,0.0,-9999,-9999,2.30751,0.0,-9999,-9999,2.20698,0.0,0.0625289,1.66228,1.77122,1.78298,2.18138,2.55206,2.69388,2.77317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8335,4.16527,0.0,-9999,-9999,-0.459492,0.417063,0.0,-9999,-9999,3.8335,4.16527,0.0,-9999,-9999,-0.459492,0.417063,0.0,-9999,-9999,2.83321,3.00388,3.02201,3.63903,4.21511,4.38799,4.47415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.493113,-0.467087,-0.464615,-0.455283,-0.450396,-0.344158,-0.330637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.284519,0.316221,0.484601,0.0531039,0.224773,0.246728,0.255106,0.273896,0.858058,1.03628,1.04826,-1.87,-1.99129,-1.72238,0.0408643,-2.40764,-1.99885,-1.91845,-1.66903,-1.51456,-1.49398,-1.41952,1.45153,0.921853,0.841828,0.0692474,0.00298657,0.528073,0.588332,0.857204,1.16445,1.44411,1.45153,0.410773,0.452663,0.479592,0.0447638,0.178239,0.223222,0.267545,0.39942,0.717812,0.967286,0.972312,0.237777,1.0
