TIMESTAMP,TA_F_MDS,TA_F_MDS_QC,TA_F_MDS_NIGHT,TA_F_MDS_NIGHT_SD,TA_F_MDS_NIGHT_QC,TA_F_MDS_DAY,TA_F_MDS_DAY_SD,TA_F_MDS_DAY_QC,TA_ERA,TA_ERA_NIGHT,TA_ERA_NIGHT_SD,TA_ERA_DAY,TA_ERA_DAY_SD,TA_F,TA_F_QC,TA_F_NIGHT,TA_F_NIGHT_SD,TA_F_NIGHT_QC,TA_F_DAY,TA_F_DAY_SD,TA_F_DAY_QC,SW_IN_POT,SW_IN_F_MDS,SW_IN_F_MDS_QC,SW_IN_ERA,SW_IN_F,SW_IN_F_QC,LW_IN_F_MDS,LW_IN_F_MDS_QC,LW_IN_ERA,LW_IN_F,LW_IN_F_QC,LW_IN_JSB,LW_IN_JSB_QC,LW_IN_JSB_ERA,LW_IN_JSB_F,LW_IN_JSB_F_QC,VPD_F_MDS,VPD_F_MDS_QC,VPD_ERA,VPD_F,VPD_F_QC,PA_ERA,PA_F,PA_F_QC,P_ERA,P_F,P_F_QC,WS_ERA,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_3,TS_F_MDS_4,TS_F_MDS_5,TS_F_MDS_6,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_3_QC,TS_F_MDS_4_QC,TS_F_MDS_5_QC,TS_F_MDS_6_QC,SWC_F_MDS_1,SWC_F_MDS_2,SWC_F_MDS_3,SWC_F_MDS_4,SWC_F_MDS_1_QC,SWC_F_MDS_2_QC,SWC_F_MDS_3_QC,SWC_F_MDS_4_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_CORR_25,LE_CORR_75,LE_RANDUNC,LE_CORR_JOINTUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_CORR_25,H_CORR_75,H_RANDUNC,H_CORR_JOINTUNC,EBC_CF_N,EBC_CF_METHOD,NIGHT_D,DAY_D,NIGHT_RANDUNC_N,DAY_RANDUNC_N,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_REF_JOINTUNC,NEE_VUT_USTAR50,NEE_VUT_USTAR50_QC,NEE_VUT_USTAR50_RANDUNC,NEE_VUT_USTAR50_JOINTUNC,NEE_VUT_MEAN,NEE_VUT_MEAN_QC,NEE_VUT_SE,NEE_VUT_05,NEE_VUT_16,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_84,NEE_VUT_95,NEE_VUT_05_QC,NEE_VUT_16_QC,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,NEE_VUT_84_QC,NEE_VUT_95_QC,NEE_VUT_REF_NIGHT,NEE_VUT_REF_NIGHT_SD,NEE_VUT_REF_NIGHT_QC,NEE_VUT_REF_NIGHT_RANDUNC,NEE_VUT_REF_NIGHT_JOINTUNC,NEE_VUT_REF_DAY,NEE_VUT_REF_DAY_SD,NEE_VUT_REF_DAY_QC,NEE_VUT_REF_DAY_RANDUNC,NEE_VUT_REF_DAY_JOINTUNC,NEE_VUT_USTAR50_NIGHT,NEE_VUT_USTAR50_NIGHT_SD,NEE_VUT_USTAR50_NIGHT_QC,NEE_VUT_USTAR50_NIGHT_RANDUNC,NEE_VUT_USTAR50_NIGHT_JOINTUNC,NEE_VUT_USTAR50_DAY,NEE_VUT_USTAR50_DAY_SD,NEE_VUT_USTAR50_DAY_QC,NEE_VUT_USTAR50_DAY_RANDUNC,NEE_VUT_USTAR50_DAY_JOINTUNC,NEE_VUT_05_NIGHT,NEE_VUT_16_NIGHT,NEE_VUT_25_NIGHT,NEE_VUT_50_NIGHT,NEE_VUT_75_NIGHT,NEE_VUT_84_NIGHT,NEE_VUT_95_NIGHT,NEE_VUT_05_NIGHT_QC,NEE_VUT_16_NIGHT_QC,NEE_VUT_25_NIGHT_QC,NEE_VUT_50_NIGHT_QC,NEE_VUT_75_NIGHT_QC,NEE_VUT_84_NIGHT_QC,NEE_VUT_95_NIGHT_QC,NEE_VUT_05_DAY,NEE_VUT_16_DAY,NEE_VUT_25_DAY,NEE_VUT_50_DAY,NEE_VUT_75_DAY,NEE_VUT_84_DAY,NEE_VUT_95_DAY,NEE_VUT_05_DAY_QC,NEE_VUT_16_DAY_QC,NEE_VUT_25_DAY_QC,NEE_VUT_50_DAY_QC,NEE_VUT_75_DAY_QC,NEE_VUT_84_DAY_QC,NEE_VUT_95_DAY_QC,RECO_NT_VUT_REF,RECO_NT_VUT_USTAR50,RECO_NT_VUT_MEAN,RECO_NT_VUT_SE,RECO_NT_VUT_05,RECO_NT_VUT_16,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,RECO_NT_VUT_84,RECO_NT_VUT_95,GPP_NT_VUT_REF,GPP_NT_VUT_USTAR50,GPP_NT_VUT_MEAN,GPP_NT_VUT_SE,GPP_NT_VUT_05,GPP_NT_VUT_16,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,GPP_NT_VUT_84,GPP_NT_VUT_95,RECO_DT_VUT_REF,RECO_DT_VUT_USTAR50,RECO_DT_VUT_MEAN,RECO_DT_VUT_SE,RECO_DT_VUT_05,RECO_DT_VUT_16,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,RECO_DT_VUT_84,RECO_DT_VUT_95,GPP_DT_VUT_REF,GPP_DT_VUT_USTAR50,GPP_DT_VUT_MEAN,GPP_DT_VUT_SE,GPP_DT_VUT_05,GPP_DT_VUT_16,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,GPP_DT_VUT_84,GPP_DT_VUT_95,RECO_SR,RECO_SR_N
20131012,8.456,1.0,7.932,1.065,1.0,9.026,2.153,1.0,9.41,9.011,0.821,9.844,1.336,8.456,1.0,7.932,1.065,1.0,9.026,2.153,1.0,245.542,94.303,1.0,70.937,94.303,1.0,338.646,1.0,340.872,338.646,1.0,323.65,1.0,344.561,323.65,1.0,2.609,1.0,3.008,2.609,1.0,98.507,98.821,1.0,23.527,21.01,1.0,0.994,2.283,1.0,-9999,0.0,66.0314740625,1.0,169.222125437,1.0,10.2814955,1.0,356.3338125,1.0,380.658,1.0,11.029,11.787,12.595,13.28,14.088,14.207,1.0,1.0,1.0,1.0,1.0,1.0,27.572,21.144,25.713,18.481,1.0,1.0,1.0,1.0,-6.69899,1.0,19.7904,1.0,36.5944,35.4762,41.1552,2.02557,4.67174,-6.6939,1.0,-12.3777,-13.9203,-11.9995,3.22885,3.52889,9.0,1,25,23,25,21,0.249215,0.979167,0.444748,0.45729,0.223395,0.979167,0.429833,0.442798,0.16249,0.984375,0.0338938,-0.394679,0.0728917,0.188937,0.21849,0.272095,0.285625,0.327368,0.958333,0.979167,1.0,0.979167,0.979167,0.979167,1.0,3.72423,0.742753,1.0,0.547377,0.588807,-3.54688,6.39669,0.956522,0.675796,0.679433,3.66934,0.790035,1.0,0.511834,0.55592,-3.53915,6.39734,0.956522,0.672261,0.675917,2.96842,3.30395,3.5232,3.59356,3.72102,3.73788,3.75907,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-4.02028,-3.55244,-3.53337,-3.49031,-3.43113,-3.41203,-3.34833,0.913043,0.956522,0.956522,0.956522,0.956522,0.956522,0.913043,2.55843,2.91386,2.64328,0.0468103,2.19685,2.23661,2.44039,2.61191,2.77412,3.03011,3.10947,2.53322,2.62824,2.47872,0.0478972,1.94469,2.06278,2.26629,2.52942,2.6945,2.81963,2.84821,2.88355,3.98826,3.73067,0.148173,2.08674,2.85747,3.04604,3.93825,4.22794,4.43871,4.82815,3.80706,4.63744,4.12945,0.0720073,2.93403,3.83193,3.9924,4.13732,4.35897,4.54351,4.67462,4.28994,1.0
20131013,9.727,1.0,9.352,1.167,1.0,10.135,0.72,1.0,11.184,10.32,1.641,12.123,2.122,9.727,1.0,9.352,1.167,1.0,10.135,0.72,1.0,242.469,20.145,1.0,120.192,20.145,1.0,351.705,1.0,324.261,351.705,1.0,335.759,1.0,324.947,335.759,1.0,2.833,1.0,4.298,2.833,1.0,98.953,99.304,1.0,2.138,0.04,1.0,0.941,2.348,1.0,0.369533333333,0.625,6.73838691667,1.0,39.6450756458,1.0,2.36872264583,1.0,362.469479167,1.0,386.604,1.0,11.403,11.965,12.412,12.954,13.759,14.095,1.0,1.0,1.0,1.0,1.0,1.0,25.634,20.654,24.553,18.461,1.0,1.0,1.0,1.0,-4.12542,1.0,5.22072,1.0,9.65363,9.35865,10.8568,0.929371,1.44811,-21.1199,1.0,-38.5689,-42.6579,-34.6399,1.92963,6.24903,8.0,1,25,23,25,23,2.20836,1.0,0.413127,0.498447,2.16712,1.0,0.395783,0.484169,1.96993,0.999479,0.0418636,1.4624,1.66818,1.73742,2.09464,2.1897,2.22595,2.23416,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.39733,0.945097,1.0,0.537967,0.561041,0.748453,2.80649,1.0,0.590219,0.724501,3.33677,0.965487,1.0,0.505715,0.530194,0.731345,2.79174,1.0,0.575662,0.712691,2.63163,3.01828,3.0506,3.15214,3.26801,3.33677,3.40785,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0678652,0.0787363,0.0805549,0.731345,0.827574,0.919075,0.93901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.15168,3.46231,3.15916,0.0330713,2.78925,2.9393,3.00558,3.15257,3.28138,3.42303,3.46279,1.03806,1.22815,1.19634,0.0341965,0.791225,0.940627,1.00336,1.22864,1.38279,1.41455,1.48801,3.7569,3.75443,4.03895,0.16278,2.19753,3.07027,3.44437,3.96934,4.55486,5.07744,5.60872,1.83847,1.57868,1.68773,0.0553156,0.808053,1.39646,1.51919,1.66385,1.83847,2.02387,2.19959,4.45606,1.0
20131014,11.542,1.0,10.968,0.588,1.0,12.165,0.987,1.0,11.593,10.774,1.482,12.482,2.206,11.542,1.0,10.968,0.588,1.0,12.165,0.987,1.0,239.411,40.202,1.0,81.898,40.202,1.0,345.069,1.0,327.382,345.069,1.0,350.028,1.0,328.632,350.028,1.0,3.222,1.0,3.826,3.222,1.0,98.996,99.217,1.0,1.559,0.0,1.0,0.685,1.522,1.0,0.284867647059,0.708333333333,9.05729229167,1.0,76.5464651042,1.0,4.73337297917,1.0,370.9734375,1.0,395.7,1.0,11.967,12.336,12.459,12.852,13.545,13.949,1.0,1.0,1.0,1.0,1.0,1.0,24.98,20.412,23.383,18.526,1.0,1.0,1.0,1.0,-2.04458,1.0,8.29251,1.0,15.3337,14.8651,17.2447,1.18066,2.12263,-12.2451,1.0,-22.3618,-24.7325,-20.0838,2.29913,4.14262,8.0,1,25,23,25,23,0.682715,1.0,0.435213,0.558216,0.634321,1.0,0.426602,0.551529,0.589746,0.994792,0.046145,0.00547956,0.14465,0.443708,0.682715,0.830739,0.843775,0.898825,0.958333,0.958333,1.0,1.0,1.0,1.0,1.0,3.29088,1.68726,1.0,0.553337,0.726342,-2.20405,3.96949,1.0,0.635862,0.677019,3.2046,1.69182,1.0,0.533493,0.71134,-2.20758,3.97486,1.0,0.632288,0.673664,2.4176,2.47164,2.70272,3.2046,3.38634,3.41269,3.44243,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-2.61681,-2.39906,-2.25433,-2.05806,-2.00019,-1.93415,-1.87599,0.913043,1.0,1.0,1.0,1.0,1.0,1.0,4.17654,4.47203,4.10706,0.040995,3.44368,3.77782,3.98053,4.18978,4.26156,4.29469,4.34574,3.58075,3.74124,3.50966,0.0752377,2.61294,2.92144,3.18261,3.55459,3.79582,4.05742,4.18836,5.6843,4.29682,4.71158,0.192042,2.33884,3.50154,3.90988,4.79114,5.71517,6.03425,6.30547,3.88698,3.10055,3.12416,0.0955077,1.53094,2.424,2.91981,3.13246,3.63541,3.70533,3.88698,4.72692,1.0
20131015,11.723,1.0,10.476,0.767,1.0,13.078,2.076,1.0,12.141,11.276,2.33,13.081,2.696,11.723,1.0,10.476,0.767,1.0,13.078,2.076,1.0,236.367,80.979,1.0,77.805,80.979,1.0,324.52,1.0,340.555,324.52,1.0,348.949,1.0,344.187,348.949,1.0,3.205,1.0,3.446,3.205,1.0,98.602,98.683,1.0,2.505,0.0,1.0,0.489,1.112,1.0,0.208822857143,0.729166666667,24.8871792708,1.0,150.041582937,1.0,9.12884625,1.0,370.391354167,1.0,392.953,1.0,12.094,12.471,12.53,12.851,13.412,13.815,1.0,1.0,1.0,1.0,1.0,1.0,24.591,20.255,22.694,18.636,1.0,1.0,1.0,1.0,-2.2475,1.0,17.57,1.0,32.4887,31.496,36.5378,1.7937,4.1456,-4.52172,1.0,-8.2575,-9.13294,-7.41631,2.4758,2.78368,8.0,1,25,23,25,22,-0.21666,0.979167,0.422763,0.49182,-0.364896,0.979167,0.416068,0.486077,-0.493352,0.951042,0.0352382,-0.853563,-0.719286,-0.612454,-0.528601,-0.364896,-0.21666,-0.125744,0.9375,1.0,1.0,0.958333,0.979167,0.979167,0.833333,3.05775,1.254,1.0,0.518113,0.648524,-3.75936,5.83347,0.956522,0.640977,0.797618,2.79798,1.02693,1.0,0.500707,0.634703,-3.77513,5.92845,0.956522,0.640274,0.797054,2.37823,2.4337,2.63809,2.93222,3.20229,3.21381,3.25267,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-4.92529,-4.72453,-4.54646,-4.29439,-3.90114,-3.77513,-2.83791,1.0,1.0,1.0,0.869565,1.0,0.956522,0.652174,4.49102,4.83654,4.41058,0.0704437,3.5436,3.83666,4.13498,4.35923,4.70185,4.88207,5.14386,5.00895,5.09803,4.91491,0.0770362,4.15606,4.34057,4.52181,4.89297,5.28015,5.44765,5.65936,7.44779,4.75086,5.07887,0.229663,2.39196,3.31932,4.1207,5.09069,6.16998,6.34337,7.44779,5.90748,4.64165,4.52352,0.145077,2.55059,3.50819,3.96887,4.61137,5.12062,5.49325,5.90748,4.79103,1.0
20131016,14.444,1.0,11.912,2.3,1.0,17.196,2.94,1.0,14.022,12.954,1.219,15.184,2.189,14.444,1.0,11.912,2.3,1.0,17.196,2.94,1.0,233.341,169.121,1.0,141.391,169.121,1.0,319.614,1.0,333.188,319.614,1.0,324.123,1.0,335.487,324.123,1.0,6.346,1.0,6.608,6.346,1.0,98.337,98.1,1.0,4.053,0.24,1.0,1.648,1.392,1.0,0.243603235294,0.708333333333,85.408149375,1.0,326.658098375,1.0,18.378443125,1.0,384.149854167,1.0,388.558,1.0,12.232,12.527,12.51,12.807,13.322,13.701,1.0,1.0,1.0,1.0,1.0,1.0,24.309,20.154,22.232,18.706,1.0,1.0,1.0,1.0,-1.39146,1.0,43.8971,1.0,80.1643,71.998,91.2865,2.54782,14.5236,3.63341,1.0,6.63529,5.95935,7.55588,3.29312,3.49933,7.0,1,25,23,25,18,-1.10006,0.895833,0.471651,0.718855,-0.55706,0.916667,0.458796,0.710488,-0.649851,0.867708,0.0766162,-1.63148,-1.26221,-1.05532,-0.441312,-0.296083,-0.177226,-0.148168,0.666667,0.770833,0.875,0.8125,0.958333,0.958333,0.9375,4.49841,1.9453,1.0,0.560386,0.643301,-7.10189,6.80183,0.782609,0.767965,1.49919,4.42596,1.99643,1.0,0.549202,0.633582,-5.93112,5.20971,0.826087,0.73052,1.48036,3.58553,4.08081,4.2077,4.38377,4.49841,4.71264,4.88794,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-8.59403,-7.49634,-6.82199,-5.88522,-5.16903,-4.92123,-4.60806,0.304348,0.391304,0.73913,0.826087,0.913043,0.869565,0.913043,5.50147,5.99432,5.41058,0.14195,3.95818,4.45705,4.55117,5.39809,5.95689,6.17126,7.43168,6.32294,6.46205,6.05684,0.175999,4.3062,4.64146,4.83398,6.32294,6.88501,7.17805,7.6743,9.47025,6.31638,6.06852,0.258515,2.5835,4.59268,5.06311,6.23734,6.90302,7.72919,8.06703,7.15355,6.29946,6.14452,0.151284,4.46106,5.43503,5.55114,6.05249,6.6515,7.16101,7.48355,4.87047,1.0
20131017,14.294,1.0,11.936,1.759,1.0,16.857,4.129,1.0,15.366,13.697,1.121,17.18,2.262,14.294,1.0,11.936,1.759,1.0,16.857,4.129,1.0,230.331,162.83,1.0,147.601,162.83,1.0,306.109,1.0,321.841,306.109,1.0,310.948,1.0,322.09,310.948,1.0,6.494,1.0,7.926,6.494,1.0,98.778,98.626,1.0,0.0,0.0,1.0,1.544,0.908,1.0,0.18405037037,0.5625,69.0230458333,1.0,310.830663958,1.0,18.0999295833,1.0,380.7186875,1.0,399.901,1.0,12.314,12.64,12.59,12.822,13.255,13.602,1.0,1.0,1.0,1.0,1.0,1.0,24.073,20.059,21.888,18.676,1.0,1.0,1.0,1.0,-1.72792,1.0,39.7575,0.979167,72.6045,65.2083,82.6778,2.24763,13.1436,17.3672,1.0,31.7157,28.4848,36.116,3.14156,6.47071,6.0,1,25,23,25,18,-1.24523,0.875,0.448718,0.482272,-1.22116,0.875,0.453899,0.487097,-1.22658,0.866146,0.0335234,-1.72188,-1.40726,-1.28554,-1.20478,-1.09998,-1.05378,-1.01297,0.770833,0.895833,0.895833,0.916667,0.895833,0.895833,0.916667,3.59211,0.502214,1.0,0.544267,0.55777,-6.40874,6.94619,0.73913,0.699903,0.876451,3.50514,0.5578,1.0,0.539306,0.55293,-6.2658,6.2718,0.73913,0.728529,0.899476,3.36286,3.41722,3.44315,3.51154,3.60446,3.66119,3.73662,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-7.23733,-7.00322,-6.41706,-6.23853,-6.05349,-5.94813,-5.86218,0.434783,0.782609,0.695652,0.73913,0.608696,0.826087,0.521739,5.69279,6.30796,5.57229,0.16434,3.92106,4.39431,4.59166,5.42709,6.30605,6.72066,7.57513,7.39246,7.38412,6.80833,0.176758,5.07505,5.43827,5.63754,6.84583,7.55087,8.03831,8.76019,6.84557,6.35589,5.45611,0.178346,2.62146,4.58289,4.99595,5.69326,6.19761,6.36682,6.68466,5.29013,6.01055,5.30136,0.0968352,4.23514,4.73933,5.06372,5.31589,5.51957,5.78442,6.24541,4.90913,1.0
20131018,13.052,1.0,11.188,2.161,1.0,15.078,3.84,1.0,14.685,12.805,2.597,16.729,3.632,13.052,1.0,11.188,2.161,1.0,15.078,3.84,1.0,227.34,150.979,1.0,148.513,150.979,1.0,309.887,1.0,306.158,309.887,1.0,306.871,1.0,303.57,306.871,1.0,5.06,1.0,7.698,5.06,1.0,98.868,98.86,1.0,0.0,0.0,1.0,0.961,0.671,1.0,0.150735405405,0.770833333333,68.2179670833,1.0,280.526084313,1.0,16.781754375,1.0,374.928041667,1.0,404.556,1.0,12.064,12.469,12.529,12.787,13.214,13.518,1.0,1.0,1.0,1.0,1.0,1.0,23.933,19.996,21.611,18.631,1.0,1.0,1.0,1.0,-2.48104,1.0,27.9,1.0,50.9507,45.7604,58.0197,2.11456,9.33049,15.2051,1.0,27.7673,24.9387,31.6198,3.29434,5.94824,6.0,1,25,23,25,19,-0.583651,0.854167,0.453531,0.578958,-0.419542,0.854167,0.45539,0.580416,-0.55317,0.868229,0.0740441,-1.90653,-0.833894,-0.601382,-0.491904,-0.338628,-0.114165,-0.0548058,0.708333,0.708333,1.0,0.833333,0.833333,0.958333,0.9375,3.63368,0.576005,1.0,0.553793,0.602086,-5.12343,7.31626,0.695652,0.702412,1.07171,3.54815,0.635063,1.0,0.549848,0.59846,-4.70042,6.62053,0.695652,0.713677,1.07912,2.82739,3.16271,3.40926,3.48714,3.56294,3.63524,3.71528,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-7.54663,-5.68875,-4.9991,-4.70042,-4.21048,-4.0699,-3.8777,0.391304,0.695652,0.608696,0.695652,1.0,0.913043,0.913043,5.50643,6.09894,5.22175,0.142536,3.7143,4.05351,4.48521,5.04191,6.08613,6.10823,6.58513,6.50504,6.4372,5.77787,0.158232,4.31568,4.51509,4.55798,5.85311,6.57847,6.66149,7.05584,4.80222,5.82872,4.8038,0.15661,2.59881,4.00177,4.17176,4.80628,5.48403,5.76907,6.18339,4.68459,5.76878,4.94918,0.119583,3.77051,4.11888,4.61853,4.91645,5.11436,5.68991,6.43306,4.78258,1.0
20131019,12.408,1.0,11.2,1.584,1.0,13.836,3.048,1.0,14.56,13.746,0.844,15.522,1.718,12.408,1.0,11.2,1.584,1.0,13.836,3.048,1.0,224.369,91.09,1.0,110.939,91.09,1.0,338.21,1.0,343.398,338.21,1.0,354.733,1.0,347.543,354.733,1.0,3.343,1.0,4.909,3.343,1.0,99.114,99.357,1.0,1.013,0.0,1.0,0.874,0.632,1.0,0.118396428571,0.583333333333,44.0802790625,1.0,159.496290479,1.0,10.4758988542,1.0,374.0664375,1.0,411.023,1.0,12.168,12.509,12.485,12.721,13.153,13.454,1.0,1.0,1.0,1.0,1.0,1.0,23.804,19.931,21.452,18.574,1.0,1.0,1.0,1.0,-1.88094,1.0,11.4058,1.0,23.7191,18.7073,28.5383,1.55746,7.4522,6.96335,1.0,14.4807,11.421,17.4229,2.70184,5.20528,6.0,1,26,22,26,21,0.035523,0.875,0.436118,0.518264,-0.0365675,0.875,0.437859,0.519729,-0.0176385,0.889583,0.038378,-0.354892,-0.292127,-0.240537,-0.0579457,0.117014,0.267867,0.399759,0.979167,0.979167,0.8125,0.854167,0.791667,0.791667,1.0,3.48612,0.421787,1.0,0.541199,0.56199,-4.04528,5.55148,0.727273,0.660103,0.91493,3.37608,0.477203,1.0,0.538006,0.558916,-4.0668,5.54294,0.727273,0.669399,0.92166,3.17001,3.19451,3.2532,3.37608,3.43259,3.49741,3.57315,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-4.74237,-4.66567,-4.60141,-3.9992,-3.59867,-3.39861,-3.19825,0.954545,0.954545,0.863636,0.545455,0.545455,1.0,1.0,5.04612,5.47618,4.85828,0.110431,3.59863,3.92883,4.44654,4.83027,5.41221,5.47682,5.90919,5.54841,5.17146,4.89001,0.130283,3.12998,3.83624,4.53291,4.9797,5.39592,5.47016,5.96457,3.43441,5.5566,4.42611,0.179537,2.60871,3.43441,3.59045,4.13249,5.29925,5.84873,6.29689,3.35981,4.5106,3.72376,0.130263,2.55766,2.78934,3.26867,3.53663,3.9394,5.06474,5.1588,4.83103,1.0
20131020,12.735,1.0,12.596,0.314,1.0,12.9,0.444,1.0,13.434,12.976,0.413,13.975,0.807,12.735,1.0,12.596,0.314,1.0,12.9,0.444,1.0,221.417,15.388,1.0,33.842,15.388,1.0,371.062,1.0,371.848,371.062,1.0,364.464,1.0,381.138,364.464,1.0,2.381,1.0,2.725,2.381,1.0,99.247,99.491,1.0,4.454,0.39,1.0,0.916,0.911,1.0,0.195624705882,0.708333333333,6.45136210417,1.0,31.7909578125,1.0,2.27934002083,1.0,377.561645833,1.0,417.496,1.0,12.56,12.763,12.569,12.733,13.106,13.39,1.0,1.0,1.0,1.0,1.0,1.0,23.735,19.914,21.288,18.534,1.0,1.0,1.0,1.0,-0.659896,1.0,0.320221,1.0,0.665917,0.525211,0.801219,0.82371,0.84874,-11.1204,1.0,-20.3079,-27.8241,-18.2391,2.26047,7.45615,6.0,1,26,22,26,22,3.24694,1.0,0.420111,0.495797,3.20036,1.0,0.419144,0.494978,2.98109,0.996875,0.0372595,2.50849,2.71564,2.86913,2.986,3.19453,3.24222,3.32421,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.83735,0.326981,1.0,0.53942,0.571303,2.29165,2.00464,1.0,0.611383,0.81013,3.76305,0.331855,1.0,0.539734,0.571599,2.28153,2.10134,1.0,0.608053,0.807619,3.44403,3.50411,3.60356,3.70856,3.77589,3.88048,3.95784,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.891256,1.28442,1.48991,1.95393,2.29165,2.34747,2.43223,1.0,1.0,0.727273,1.0,1.0,1.0,1.0,4.74206,5.10234,4.70444,0.0955123,3.6301,3.94382,4.31625,4.83414,4.99363,5.10297,5.65672,1.92623,1.7738,1.71559,0.113084,0.378149,0.890086,1.2056,1.92623,2.11517,2.20861,2.92513,3.06488,5.71485,4.48852,0.190088,2.67521,3.23204,3.69187,4.03298,5.30796,5.7869,6.31549,0.983273,1.84171,1.2419,0.0563979,0.661494,0.909889,0.932111,1.15142,1.47478,1.65839,1.84876,5.02761,1.0
20131021,13.388,1.0,13.077,0.84,1.0,13.755,0.979,1.0,14.56,13.546,0.951,15.759,1.712,13.388,1.0,13.077,0.84,1.0,13.755,0.979,1.0,218.489,51.267,1.0,92.845,51.267,1.0,375.475,1.0,354.944,375.475,1.0,368.196,1.0,361.177,368.196,1.0,2.817,1.0,3.639,2.817,1.0,99.216,99.411,1.0,1.345,0.0,1.0,0.774,1.151,1.0,0.2505756,0.520833333333,39.15526375,1.0,96.2743214375,1.0,5.57198485417,1.0,381.6668125,1.0,406.745,1.0,12.946,13.055,12.696,12.79,13.091,13.336,1.0,1.0,1.0,1.0,1.0,1.0,23.693,19.946,21.199,18.51,1.0,1.0,1.0,1.0,0.302812,1.0,6.44582,1.0,13.4044,10.5721,16.128,1.33813,4.33041,-0.780039,1.0,-1.4245,-1.95172,-1.27938,2.31964,2.37258,6.0,1,26,22,26,22,1.93508,0.979167,0.436222,0.535296,1.93916,0.979167,0.433871,0.533382,1.70843,0.95625,0.0412757,1.24913,1.31867,1.41553,1.80819,1.9303,1.93916,1.99926,0.979167,0.958333,0.979167,0.895833,0.916667,0.979167,0.916667,4.84507,0.495483,1.0,0.529134,0.795359,-1.65748,5.78861,0.954545,0.670916,0.729467,4.79741,0.548477,1.0,0.537466,0.800926,-1.59258,5.89558,0.954545,0.654732,0.71461,3.73285,3.79913,4.11046,4.70048,4.88379,4.98676,5.05527,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-2.2622,-2.10436,-2.02591,-1.77449,-1.59258,-1.53167,-1.19566,0.954545,0.909091,0.909091,0.909091,0.954545,0.954545,0.954545,4.5213,4.80782,4.6293,0.0975196,3.74821,3.96903,4.06557,4.63545,5.06211,5.22558,5.56318,2.87755,2.73326,2.93736,0.0733345,2.2101,2.49358,2.65287,2.82983,3.24778,3.3591,3.62207,3.74103,6.12,4.94423,0.173265,2.75963,4.05767,4.14253,4.81626,5.53306,6.04476,6.6634,2.92264,3.4078,2.81752,0.0905212,1.65869,2.28876,2.46106,2.72787,3.17114,3.57032,3.75191,5.23593,1.0
