TIMESTAMP,TA_F_MDS,TA_F_MDS_QC,TA_F_MDS_NIGHT,TA_F_MDS_NIGHT_SD,TA_F_MDS_NIGHT_QC,TA_F_MDS_DAY,TA_F_MDS_DAY_SD,TA_F_MDS_DAY_QC,TA_ERA,TA_ERA_NIGHT,TA_ERA_NIGHT_SD,TA_ERA_DAY,TA_ERA_DAY_SD,TA_F,TA_F_QC,TA_F_NIGHT,TA_F_NIGHT_SD,TA_F_NIGHT_QC,TA_F_DAY,TA_F_DAY_SD,TA_F_DAY_QC,SW_IN_POT,SW_IN_F_MDS,SW_IN_F_MDS_QC,SW_IN_ERA,SW_IN_F,SW_IN_F_QC,LW_IN_F_MDS,LW_IN_F_MDS_QC,LW_IN_ERA,LW_IN_F,LW_IN_F_QC,LW_IN_JSB,LW_IN_JSB_QC,LW_IN_JSB_ERA,LW_IN_JSB_F,LW_IN_JSB_F_QC,VPD_F_MDS,VPD_F_MDS_QC,VPD_ERA,VPD_F,VPD_F_QC,PA_ERA,PA_F,PA_F_QC,P_ERA,P_F,P_F_QC,WS_ERA,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_3,TS_F_MDS_4,TS_F_MDS_5,TS_F_MDS_6,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_3_QC,TS_F_MDS_4_QC,TS_F_MDS_5_QC,TS_F_MDS_6_QC,SWC_F_MDS_1,SWC_F_MDS_2,SWC_F_MDS_3,SWC_F_MDS_4,SWC_F_MDS_1_QC,SWC_F_MDS_2_QC,SWC_F_MDS_3_QC,SWC_F_MDS_4_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_CORR_25,LE_CORR_75,LE_RANDUNC,LE_CORR_JOINTUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_CORR_25,H_CORR_75,H_RANDUNC,H_CORR_JOINTUNC,EBC_CF_N,EBC_CF_METHOD,NIGHT_D,DAY_D,NIGHT_RANDUNC_N,DAY_RANDUNC_N,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_REF_JOINTUNC,NEE_VUT_USTAR50,NEE_VUT_USTAR50_QC,NEE_VUT_USTAR50_RANDUNC,NEE_VUT_USTAR50_JOINTUNC,NEE_VUT_MEAN,NEE_VUT_MEAN_QC,NEE_VUT_SE,NEE_VUT_05,NEE_VUT_16,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_84,NEE_VUT_95,NEE_VUT_05_QC,NEE_VUT_16_QC,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,NEE_VUT_84_QC,NEE_VUT_95_QC,NEE_VUT_REF_NIGHT,NEE_VUT_REF_NIGHT_SD,NEE_VUT_REF_NIGHT_QC,NEE_VUT_REF_NIGHT_RANDUNC,NEE_VUT_REF_NIGHT_JOINTUNC,NEE_VUT_REF_DAY,NEE_VUT_REF_DAY_SD,NEE_VUT_REF_DAY_QC,NEE_VUT_REF_DAY_RANDUNC,NEE_VUT_REF_DAY_JOINTUNC,NEE_VUT_USTAR50_NIGHT,NEE_VUT_USTAR50_NIGHT_SD,NEE_VUT_USTAR50_NIGHT_QC,NEE_VUT_USTAR50_NIGHT_RANDUNC,NEE_VUT_USTAR50_NIGHT_JOINTUNC,NEE_VUT_USTAR50_DAY,NEE_VUT_USTAR50_DAY_SD,NEE_VUT_USTAR50_DAY_QC,NEE_VUT_USTAR50_DAY_RANDUNC,NEE_VUT_USTAR50_DAY_JOINTUNC,NEE_VUT_05_NIGHT,NEE_VUT_16_NIGHT,NEE_VUT_25_NIGHT,NEE_VUT_50_NIGHT,NEE_VUT_75_NIGHT,NEE_VUT_84_NIGHT,NEE_VUT_95_NIGHT,NEE_VUT_05_NIGHT_QC,NEE_VUT_16_NIGHT_QC,NEE_VUT_25_NIGHT_QC,NEE_VUT_50_NIGHT_QC,NEE_VUT_75_NIGHT_QC,NEE_VUT_84_NIGHT_QC,NEE_VUT_95_NIGHT_QC,NEE_VUT_05_DAY,NEE_VUT_16_DAY,NEE_VUT_25_DAY,NEE_VUT_50_DAY,NEE_VUT_75_DAY,NEE_VUT_84_DAY,NEE_VUT_95_DAY,NEE_VUT_05_DAY_QC,NEE_VUT_16_DAY_QC,NEE_VUT_25_DAY_QC,NEE_VUT_50_DAY_QC,NEE_VUT_75_DAY_QC,NEE_VUT_84_DAY_QC,NEE_VUT_95_DAY_QC,RECO_NT_VUT_REF,RECO_NT_VUT_USTAR50,RECO_NT_VUT_MEAN,RECO_NT_VUT_SE,RECO_NT_VUT_05,RECO_NT_VUT_16,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,RECO_NT_VUT_84,RECO_NT_VUT_95,GPP_NT_VUT_REF,GPP_NT_VUT_USTAR50,GPP_NT_VUT_MEAN,GPP_NT_VUT_SE,GPP_NT_VUT_05,GPP_NT_VUT_16,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,GPP_NT_VUT_84,GPP_NT_VUT_95,RECO_DT_VUT_REF,RECO_DT_VUT_USTAR50,RECO_DT_VUT_MEAN,RECO_DT_VUT_SE,RECO_DT_VUT_05,RECO_DT_VUT_16,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,RECO_DT_VUT_84,RECO_DT_VUT_95,GPP_DT_VUT_REF,GPP_DT_VUT_USTAR50,GPP_DT_VUT_MEAN,GPP_DT_VUT_SE,GPP_DT_VUT_05,GPP_DT_VUT_16,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,GPP_DT_VUT_84,GPP_DT_VUT_95,RECO_SR,RECO_SR_N
20130726,25.933,1.0,23.406,1.61,1.0,27.45,3.084,1.0,25.418,23.505,2.441,26.565,2.502,25.933,1.0,23.406,1.61,1.0,27.45,3.084,1.0,457.986,284.281,1.0,282.882,284.281,1.0,398.372,1.0,384.46,398.372,1.0,439.731,1.0,396.03,439.731,1.0,13.356,1.0,10.736,13.356,1.0,99.061,98.694,1.0,5.75,0.0,1.0,0.707,1.114,1.0,0.224973235294,0.708333333333,199.330510417,1.0,566.578118688,1.0,30.5053341667,1.0,452.272416667,1.0,397.645,1.0,20.521,20.011,18.458,17.638,16.629,14.553,1.0,1.0,1.0,1.0,1.0,1.0,22.622,19.636,19.405,16.704,1.0,1.0,1.0,1.0,6.17115,1.0,121.048,1.0,172.556,160.293,182.782,8.28366,18.616,15.8054,1.0,22.5309,20.9296,23.8661,3.95406,4.51366,14.0,1,18,30,18,30,-5.44563,0.8125,0.705128,0.865789,-5.2139,0.791667,0.741306,0.895499,-4.93829,0.849479,0.071204,-5.42994,-5.32526,-5.23571,-5.18476,-4.7746,-4.3205,-4.0731,0.75,0.833333,0.770833,0.791667,1.0,0.916667,0.979167,7.29296,1.61818,0.888889,0.745838,1.1277,-12.772,11.3302,0.766667,0.990821,1.20263,7.2112,1.56147,0.888889,0.729305,1.11684,-12.3657,11.1689,0.733333,1.05589,1.25678,6.35617,6.59983,7.29296,7.54532,7.54532,8.2915,9.01239,1.0,1.0,0.888889,0.888889,0.888889,0.888889,0.944444,-12.781,-12.6742,-12.5849,-12.4176,-11.8313,-11.311,-11.0765,0.666667,0.7,0.8,0.733333,0.933333,1.0,1.0,12.1804,11.0985,10.6781,0.302214,7.14209,7.26235,9.00165,11.3549,12.3257,12.4589,12.466,16.6891,16.2984,15.5864,0.333897,11.8541,12.1283,13.2808,16.4127,17.2639,17.5753,17.6769,5.90985,3.11962,5.48632,0.373259,1.42708,2.12526,3.11962,5.76347,7.07691,8.25514,8.42275,10.4569,9.51874,10.5449,0.23088,7.88553,8.84562,9.51874,10.4569,11.7134,12.2103,12.9735,11.5648,1.0
20130727,27.127,1.0,24.433,1.782,1.0,28.743,3.439,1.0,25.806,23.594,1.532,27.132,2.623,27.127,1.0,24.433,1.782,1.0,28.743,3.439,1.0,456.295,302.463,1.0,294.625,302.463,1.0,403.77,1.0,385.738,403.77,1.0,438.125,1.0,397.539,438.125,1.0,15.54,1.0,11.819,15.54,1.0,98.908,98.504,1.0,2.298,0.0,1.0,1.168,1.338,1.0,0.292420357143,0.583333333333,214.195170833,1.0,601.814663708,1.0,32.8963783333,1.0,458.599354167,1.0,391.241,1.0,20.804,20.254,18.654,17.806,16.757,14.629,1.0,1.0,1.0,1.0,1.0,1.0,22.352,19.413,18.929,16.526,1.0,1.0,1.0,1.0,6.45698,1.0,133.309,1.0,190.033,179.191,201.295,9.44427,18.9122,11.5603,1.0,16.4793,15.5391,17.4559,3.8114,4.06764,14.0,1,18,30,18,30,-4.716,0.854167,0.728446,0.820424,-4.89445,0.8125,0.757997,0.846771,-4.7543,0.844271,0.0600737,-5.10897,-5.06699,-5.03105,-4.91157,-4.73072,-4.31211,-4.05215,1.0,0.791667,0.791667,0.854167,0.8125,0.833333,0.833333,7.16493,1.44036,0.944444,0.720366,1.5772,-11.5703,9.08988,0.8,1.03665,1.37172,7.04436,1.37115,0.944444,0.705737,1.57057,-11.7731,9.13296,0.733333,1.0893,1.41193,4.90038,5.46717,7.11013,7.47757,8.09575,8.27333,8.66578,1.0,0.888889,0.944444,0.944444,0.888889,0.777778,0.777778,-12.6649,-12.6042,-12.5406,-11.7824,-11.5315,-10.8075,-10.7514,0.733333,0.733333,0.733333,0.733333,0.866667,1.0,1.0,12.2884,11.1585,11.0375,0.309113,7.4811,7.68266,9.44976,11.4723,12.8374,13.1673,13.1763,16.4624,15.914,15.772,0.317382,12.3401,12.7686,13.5832,16.1304,17.588,18.1653,18.2433,7.51544,4.74143,6.17958,0.40336,1.54974,3.48081,4.31727,6.66497,7.51544,8.43168,9.53633,12.2748,11.7449,11.8509,0.334794,7.92475,9.47438,10.3172,11.9406,12.8919,13.5926,14.3135,11.9188,1.0
20130728,27.125,1.0,24.6,1.476,1.0,28.64,3.179,1.0,25.78,23.372,1.46,27.224,2.616,27.125,1.0,24.6,1.476,1.0,28.64,3.179,1.0,454.562,295.27,1.0,299.676,295.27,1.0,402.722,1.0,381.559,402.722,1.0,436.29,1.0,392.604,436.29,1.0,17.421,1.0,14.229,17.421,1.0,98.917,98.577,1.0,0.0,0.0,1.0,1.925,1.06,1.0,0.1846628125,0.666666666667,209.364170417,1.0,598.930710417,1.0,30.710145875,1.0,457.519833333,1.0,401.99,1.0,20.973,20.482,18.882,17.996,16.89,14.702,1.0,1.0,1.0,1.0,1.0,1.0,22.095,19.184,18.48,16.347,1.0,1.0,1.0,1.0,5.89021,1.0,133.588,1.0,190.749,188.03,215.143,9.52962,22.2433,8.72505,0.9375,12.4584,12.2809,14.0517,3.90491,4.11965,14.0,1,18,30,18,30,-4.23157,0.8125,0.712697,0.755422,-4.26133,0.791667,0.730432,0.772176,-4.16244,0.803125,0.0602692,-4.71674,-4.442,-4.41078,-4.23157,-4.0844,-3.9411,-3.23955,0.9375,0.708333,0.9375,0.8125,0.708333,0.875,0.833333,7.18143,2.36049,0.722222,0.753322,1.59355,-10.8332,10.4283,0.866667,1.0016,1.26667,7.14965,2.32393,0.722222,0.736484,1.58566,-10.8601,10.3862,0.833333,1.03589,1.29395,5.13232,5.72769,7.18143,7.18884,8.45868,8.53619,8.57564,0.944444,0.944444,0.722222,0.722222,0.888889,0.833333,0.888889,-12.2659,-11.7425,-11.4244,-10.839,-10.2128,-10.1917,-10.0504,0.633333,0.633333,0.6,0.833333,0.933333,0.833333,0.833333,11.6021,10.7293,10.785,0.309276,7.31936,7.73961,9.11194,11.0261,12.7706,13.1196,13.1525,15.5283,14.9557,14.9376,0.308535,11.7254,12.3168,12.9447,15.0217,17.1407,17.2638,17.3835,6.99183,5.85232,5.65968,0.346532,1.64198,3.23345,4.08713,5.75366,7.02605,7.48765,9.01101,11.179,12.1801,10.8834,0.319114,7.15581,8.24493,9.41936,11.4172,11.7656,12.7069,14.1213,12.1107,1.0
20130729,20.073,1.0,20.2,2.338,1.0,19.997,1.555,1.0,20.587,19.947,2.236,20.972,0.75,20.073,1.0,20.2,2.338,1.0,19.997,1.555,1.0,452.79,80.045,1.0,84.827,80.045,1.0,379.518,1.0,382.089,379.518,1.0,419.462,1.0,393.231,419.462,1.0,6.309,1.0,5.965,6.309,1.0,98.917,98.586,1.0,20.514,38.23,1.0,1.415,1.612,1.0,-9999,-9999,34.0774339583,1.0,161.295708187,1.0,10.5766270833,1.0,414.340375,1.0,404.636,1.0,19.204,19.339,18.6,17.983,16.974,14.748,0.958333,0.958333,0.958333,0.958333,0.958333,0.958333,24.626,20.648,19.697,16.151,1.0,1.0,1.0,1.0,-0.105104,1.0,25.3745,0.979167,36.3864,35.7287,41.5312,2.92467,5.20145,-23.614,0.979167,-33.7182,-38.6497,-33.2498,3.81432,5.52921,14.0,1,18,30,18,30,3.5281,0.395833,0.55356,0.970836,3.6557,0.333333,0.547427,0.967353,3.20154,0.500521,0.108391,2.0151,2.1924,2.59947,3.55611,3.77554,3.78751,3.89567,0.791667,0.791667,0.583333,0.395833,0.333333,0.333333,0.333333,8.42835,1.33374,0.666667,0.737568,1.47223,0.382736,8.58916,0.233333,0.729805,0.879805,8.60312,1.31471,0.555556,0.711507,1.45935,0.474616,8.61031,0.2,0.72812,0.878407,5.90388,6.24137,7.09047,8.42835,8.77951,8.78967,9.01096,1.0,1.0,1.0,0.666667,0.555556,0.555556,0.555556,-0.487623,-0.410716,-0.254777,0.42592,0.547452,0.572015,0.599907,0.333333,0.633333,0.333333,0.233333,0.2,0.2,0.2,8.201,7.82709,7.95466,0.199829,5.42643,6.19486,7.36884,7.87721,9.15753,9.15938,9.6338,5.01584,4.11328,4.77129,0.123277,3.41133,3.92783,4.06168,4.98928,5.48709,5.49525,5.74919,3.34114,4.35136,3.14064,0.208547,1.03647,1.39777,2.02527,3.05756,4.10669,4.24823,5.38736,3.09172,4.8435,3.61205,0.166691,2.24298,2.49061,2.80572,3.23686,4.67442,4.84493,5.35185,10.0867,1.0
20130730,22.802,1.0,19.267,2.78,1.0,24.923,4.304,1.0,21.825,19.08,2.794,23.472,3.448,22.802,1.0,19.267,2.78,1.0,24.923,4.304,1.0,450.977,330.874,1.0,287.332,330.874,1.0,351.39,1.0,358.685,351.39,1.0,371.755,1.0,365.595,371.755,1.0,15.659,1.0,12.626,15.659,1.0,99.207,98.898,1.0,0.0,0.01,1.0,1.541,1.54,0.958333,0.240899722222,0.75,213.899663333,1.0,674.467862191,0.979166666667,35.81559375,1.0,431.7985625,1.0,390.844,1.0,18.63,18.655,18.09,17.791,17.131,14.909,1.0,1.0,1.0,1.0,1.0,1.0,24.607,20.879,21.862,16.092,1.0,1.0,1.0,1.0,1.33302,1.0,128.005,1.0,193.287,180.67,213.77,9.89008,26.4552,-0.720629,1.0,-1.03336,-1.20346,-1.01712,4.07339,4.07573,14.0,1,18,30,18,29,-5.09393,0.604167,0.724195,0.807212,-5.16479,0.604167,0.742452,0.823631,-5.24794,0.663542,0.0477039,-5.84968,-5.66171,-5.51931,-5.1656,-5.0663,-4.9486,-4.90407,0.895833,0.833333,0.895833,0.4375,0.604167,0.5625,0.416667,7.37554,1.72042,0.5,0.75564,1.43254,-12.2793,9.61903,0.666667,1.0292,1.09955,7.3011,1.63638,0.5,0.738879,1.42377,-12.3439,9.73469,0.666667,1.06499,1.13313,4.75365,5.16097,5.85413,7.37554,7.59505,7.59505,8.21051,1.0,1.0,1.0,0.5,0.5,0.5,0.444444,-12.6214,-12.4876,-12.4155,-12.2793,-11.8714,-11.7136,-11.6105,0.466667,0.4,0.466667,0.666667,0.833333,0.833333,0.833333,8.6625,8.41651,8.70605,0.255274,6.11313,6.62797,7.31631,8.49507,10.705,10.7131,10.8341,14.3356,13.4852,13.9543,0.224094,11.8604,12.1473,12.6896,13.4834,15.6033,15.7698,15.9017,3.21856,6.0043,3.35702,0.290071,0.645279,1.26497,2.07168,3.07722,3.73261,5.41753,7.09793,9.43322,14.1047,10.1062,0.388271,7.24686,7.63712,7.83062,9.65102,11.425,13.5021,14.8004,9.51682,1.0
20130731,24.325,1.0,21.433,2.039,1.0,26.06,3.725,1.0,24.839,22.522,3.19,26.229,3.61,24.325,1.0,21.433,2.039,1.0,26.06,3.725,1.0,449.124,323.511,1.0,312.88,323.511,1.0,368.016,1.0,364.713,368.016,1.0,392.64,1.0,372.712,392.64,1.0,15.523,1.0,16.481,15.523,1.0,99.264,98.951,1.0,0.0,0.0,1.0,0.796,1.372,1.0,0.2398259375,0.666666666667,215.34118125,1.0,662.420558489,0.979166666667,34.7867870833,1.0,440.680333333,1.0,393.34,1.0,19.198,19.001,18.054,17.625,16.995,14.981,1.0,1.0,1.0,1.0,1.0,1.0,23.853,20.414,20.959,16.131,1.0,1.0,1.0,1.0,3.39677,1.0,138.922,1.0,209.771,196.078,235.715,9.75161,30.9581,9.68966,0.979167,14.6313,13.6763,16.4409,4.25938,4.72676,14.0,1,18,30,18,26,-3.55663,0.833333,0.707985,0.740478,-3.62877,0.708333,0.726681,0.758373,-3.38041,0.758333,0.04364,-4.09617,-3.59744,-3.52949,-3.32496,-3.19488,-3.16355,-3.05301,0.833333,0.8125,0.833333,0.916667,0.583333,0.625,0.645833,9.2226,1.08835,1.0,0.751965,1.7238,-11.0173,9.66754,0.733333,1.02061,1.27388,9.06109,0.657109,0.777778,0.705363,1.70398,-11.0316,9.83835,0.666667,1.07977,1.32176,6.40894,6.54117,8.09303,9.2226,9.59219,9.64344,9.64344,1.0,1.0,1.0,1.0,0.611111,0.666667,0.666667,-11.4878,-11.126,-10.9584,-10.6019,-10.0246,-9.60138,-9.17832,0.733333,0.633333,0.6,0.566667,0.9,0.9,0.933333,8.58735,8.53328,8.98815,0.292841,6.46358,6.59804,7.16907,8.58735,11.4448,11.4954,11.5096,12.9848,12.036,12.3391,0.278389,9.94503,10.2241,10.6329,11.8629,14.5218,14.6397,14.6945,4.06965,7.2617,4.35888,0.278368,1.39141,2.81141,3.48837,4.00942,4.48692,6.34673,8.29258,10.011,14.2171,10.6266,0.323731,8.22641,8.59089,8.79639,10.1751,11.5572,13.0698,14.5568,10.0889,1.0
20130801,25.058,1.0,22.194,1.85,1.0,26.777,4.046,1.0,25.726,23.483,1.733,27.072,3.156,25.058,1.0,22.194,1.85,1.0,26.777,4.046,1.0,447.233,306.449,1.0,309.995,306.449,1.0,378.98,1.0,369.24,378.98,1.0,411.636,1.0,378.058,411.636,1.0,14.949,1.0,16.693,14.949,1.0,99.259,98.979,1.0,0.0,0.0,1.0,1.112,1.138,1.0,0.241821212121,0.6875,206.224565,1.0,613.590828729,1.0,32.9942114583,1.0,445.5578125,1.0,399.43,1.0,19.776,19.433,18.244,17.661,16.944,15.017,1.0,1.0,1.0,1.0,1.0,1.0,23.392,20.106,20.286,16.094,1.0,1.0,1.0,1.0,4.7251,1.0,138.745,1.0,198.957,195.829,231.706,9.29677,28.1739,13.8638,1.0,19.8803,19.5677,23.1527,4.00109,4.80324,13.0,1,18,30,18,27,-3.25407,0.875,0.784575,0.958795,-3.02372,0.833333,0.789928,0.963181,-3.26247,0.88125,0.0677461,-3.97117,-3.8883,-3.55569,-3.17629,-2.95124,-2.78606,-2.71161,1.0,1.0,1.0,0.8125,0.833333,0.8125,0.833333,10.5824,1.0862,1.0,0.878293,2.08863,-11.3667,10.8454,0.8,1.11579,1.22321,10.648,1.23547,1.0,0.85703,2.07978,-11.0509,10.6559,0.733333,1.13275,1.23871,7.01285,7.17869,8.273,10.5824,10.9687,10.9687,10.9687,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-11.561,-11.3667,-11.243,-11.0481,-10.4422,-10.3641,-10.3306,0.8,0.8,0.9,0.733333,1.0,0.9,1.0,8.55531,8.37718,9.21521,0.294785,6.91908,7.16219,7.52173,8.52802,11.7365,11.9057,11.9234,12.4278,11.3284,12.4595,0.250611,10.7896,11.0125,11.0925,11.4249,14.4778,14.7214,14.8595,4.86148,8.3544,5.32106,0.285604,2.17119,3.33252,4.37146,5.04204,5.71532,7.29367,8.98657,10.2869,14.0211,10.8498,0.264112,8.97717,9.43028,9.5679,10.2869,11.4497,12.2708,14.1399,10.7056,1.0
20130802,26.175,1.0,23.117,1.935,1.0,28.01,4.161,1.0,27.056,25.196,1.431,28.173,2.936,26.175,1.0,23.117,1.935,1.0,28.01,4.161,1.0,445.302,312.836,1.0,309.668,312.836,1.0,380.746,1.0,372.894,380.746,1.0,411.019,1.0,382.372,411.019,1.0,18.207,1.0,18.379,18.207,1.0,99.264,98.949,1.0,0.0,0.07,1.0,1.119,1.263,1.0,0.227111034483,0.604166666667,208.478654583,1.0,637.514364787,0.979166666667,33.5194833333,1.0,450.861520833,1.0,395.624,1.0,20.03,19.671,18.424,17.77,16.973,15.043,1.0,1.0,1.0,1.0,1.0,1.0,23.091,19.87,19.738,16.017,1.0,1.0,1.0,1.0,4.78719,1.0,123.776,1.0,186.623,176.445,206.709,9.67688,24.4321,9.11893,0.979167,13.749,12.9992,15.2288,4.22989,4.54133,13.0,1,18,30,18,30,-3.96329,0.958333,0.699999,0.818248,-3.92927,0.958333,0.711865,0.828423,-3.91101,0.927604,0.0583101,-4.45828,-4.35105,-4.19307,-3.90485,-3.77561,-3.50363,-3.22849,1.0,1.0,0.958333,0.958333,0.958333,0.979167,0.979167,9.4542,0.739245,1.0,0.757312,1.82131,-11.7833,10.3767,0.933333,0.97897,1.19833,9.40137,0.706194,1.0,0.728508,1.80952,-11.6991,10.3102,0.933333,1.00679,1.22116,6.72495,7.03957,8.65671,9.80551,10.3524,10.3524,10.3773,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-12.5625,-12.2875,-12.1394,-11.7362,-10.9757,-10.9053,-10.7875,0.7,0.8,0.8,0.933333,0.966667,1.0,0.966667,9.47001,8.8423,9.85342,0.288992,7.64706,8.01724,8.18452,9.03756,12.1991,12.544,12.5678,13.9256,12.6179,13.7336,0.283987,11.8277,11.9796,12.3043,12.5938,15.6888,16.3175,16.4146,5.84022,9.72586,6.45556,0.336511,2.91294,3.65399,5.16938,6.42164,7.32583,8.50119,10.0843,11.1861,14.4251,11.5231,0.239992,9.81184,10.2118,10.5697,10.996,12.0168,13.06,14.681,10.9921,1.0
20130803,26.171,1.0,23.617,1.28,1.0,27.703,3.373,1.0,26.914,24.974,1.688,28.078,2.958,26.171,1.0,23.617,1.28,1.0,27.703,3.373,1.0,443.334,260.016,1.0,273.006,260.016,1.0,395.588,1.0,386.964,395.588,1.0,430.456,1.0,398.987,430.456,1.0,17.653,1.0,14.834,17.653,1.0,99.244,98.89,1.0,2.217,0.0,1.0,0.597,2.091,1.0,-9999,0.0,174.041754583,1.0,516.578845396,1.0,28.2093683333,1.0,452.714583333,1.0,391.908,1.0,20.241,19.868,18.56,17.878,17.037,15.086,1.0,1.0,1.0,1.0,1.0,1.0,22.828,19.744,19.295,15.899,1.0,1.0,1.0,1.0,4.88917,1.0,128.301,1.0,193.445,183.199,214.264,9.17243,24.7876,-8.16883,1.0,-12.3165,-13.6421,-11.6642,4.1219,4.3749,13.0,1,18,30,18,25,-3.18846,0.895833,0.808174,0.97324,-3.21344,0.895833,0.829186,0.990757,-3.32737,0.9125,0.0762444,-4.2239,-3.96951,-3.79785,-3.18846,-2.90908,-2.88498,-2.80061,1.0,1.0,0.958333,0.895833,0.833333,0.833333,0.833333,9.10477,0.926541,1.0,0.941391,1.61042,-10.3789,10.6283,0.833333,1.15539,1.18382,9.05098,0.887318,1.0,0.949321,1.61507,-10.3852,10.6154,0.833333,1.19233,1.2199,6.46352,7.02596,7.81919,9.10477,9.59893,9.63919,9.63919,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-10.9459,-10.7233,-10.4567,-10.3789,-10.2557,-10.2075,-10.0774,0.9,0.9,0.866667,0.833333,0.733333,0.733333,0.733333,10.0261,9.52209,10.2056,0.250961,8.11738,8.56533,8.66547,9.70749,12.15,12.498,12.5199,13.5848,12.5432,13.5246,0.193336,12.0496,12.3832,12.4665,12.8246,14.8336,15.2959,15.4092,6.47075,10.4896,7.29417,0.360841,2.91109,3.80957,5.72052,7.51554,8.8335,9.31626,10.8405,10.1964,12.9644,10.6745,0.191062,8.9269,9.59841,9.99101,10.2085,10.8453,12.1498,13.3015,11.2342,1.0
20130804,26.717,1.0,24.328,1.708,1.0,28.15,3.999,1.0,25.443,23.347,1.986,26.7,2.505,26.717,1.0,24.328,1.708,1.0,28.15,3.999,1.0,441.327,301.827,1.0,260.557,301.827,1.0,391.193,1.0,387.426,391.193,1.0,418.012,1.0,399.532,418.012,1.0,19.151,1.0,10.71,19.151,1.0,99.298,98.891,1.0,5.716,0.0,1.0,0.732,1.612,1.0,0.314411935484,0.645833333333,204.64200625,1.0,609.920156313,1.0,31.7185841667,1.0,456.011604167,1.0,393.615,1.0,20.399,20.009,18.686,17.983,17.125,15.134,1.0,1.0,1.0,1.0,1.0,1.0,22.528,19.529,18.867,15.772,1.0,1.0,1.0,1.0,4.90406,1.0,128.629,1.0,194.23,183.669,214.813,8.43439,24.5795,-4.60708,1.0,-6.95667,-7.6939,-6.57841,4.23873,4.31863,13.0,1,18,30,18,28,-4.33703,0.958333,0.823952,1.01599,-4.2578,0.9375,0.845003,1.03313,-4.15179,0.942187,0.0799615,-4.8737,-4.79322,-4.6709,-4.23805,-3.69145,-3.60439,-3.53183,0.958333,0.958333,0.958333,0.9375,0.9375,0.958333,0.958333,9.07664,1.31782,1.0,1.01932,1.64707,-12.133,11.3575,0.933333,1.12789,1.19284,9.0367,1.30152,1.0,1.01914,1.64695,-11.9868,11.261,0.9,1.16634,1.22926,6.76974,7.21489,8.02822,9.07664,9.80241,9.80241,9.85795,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-12.6118,-12.133,-11.9753,-11.745,-11.4977,-11.3565,-11.2636,0.933333,0.933333,0.8,0.9,0.933333,0.933333,0.933333,10.8283,10.4301,10.7893,0.227459,8.50943,9.15367,9.34347,10.5934,12.3617,12.8205,12.8454,15.2146,14.3367,14.9247,0.181601,13.3138,13.6474,13.9038,14.3317,16.0709,16.3524,16.5414,7.39321,11.6868,8.40008,0.408266,2.69109,5.68213,6.52856,9.17019,10.2226,10.9221,11.6868,12.3564,14.7113,12.5823,0.217269,9.30713,11.3922,11.9738,12.3564,13.2302,14.1322,14.9613,11.4143,1.0
