TIMESTAMP,TA_F_MDS,TA_F_MDS_QC,TA_F_MDS_NIGHT,TA_F_MDS_NIGHT_SD,TA_F_MDS_NIGHT_QC,TA_F_MDS_DAY,TA_F_MDS_DAY_SD,TA_F_MDS_DAY_QC,TA_ERA,TA_ERA_NIGHT,TA_ERA_NIGHT_SD,TA_ERA_DAY,TA_ERA_DAY_SD,TA_F,TA_F_QC,TA_F_NIGHT,TA_F_NIGHT_SD,TA_F_NIGHT_QC,TA_F_DAY,TA_F_DAY_SD,TA_F_DAY_QC,SW_IN_POT,SW_IN_F_MDS,SW_IN_F_MDS_QC,SW_IN_ERA,SW_IN_F,SW_IN_F_QC,LW_IN_F_MDS,LW_IN_F_MDS_QC,LW_IN_ERA,LW_IN_F,LW_IN_F_QC,LW_IN_JSB,LW_IN_JSB_QC,LW_IN_JSB_ERA,LW_IN_JSB_F,LW_IN_JSB_F_QC,VPD_F_MDS,VPD_F_MDS_QC,VPD_ERA,VPD_F,VPD_F_QC,PA_ERA,PA_F,PA_F_QC,P_ERA,P_F,P_F_QC,WS_ERA,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_DIF,PPFD_DIF_QC,SW_DIF,SW_DIF_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_1_QC,SWC_F_MDS_1,SWC_F_MDS_1_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,EBC_CF_N,EBC_CF_METHOD,NIGHT_D,DAY_D,NIGHT_RANDUNC_N,DAY_RANDUNC_N,NEE_CUT_REF,NEE_VUT_REF,NEE_CUT_REF_QC,NEE_VUT_REF_QC,NEE_CUT_REF_RANDUNC,NEE_VUT_REF_RANDUNC,NEE_CUT_REF_JOINTUNC,NEE_VUT_REF_JOINTUNC,NEE_CUT_USTAR50,NEE_VUT_USTAR50,NEE_CUT_USTAR50_QC,NEE_VUT_USTAR50_QC,NEE_CUT_USTAR50_RANDUNC,NEE_VUT_USTAR50_RANDUNC,NEE_CUT_USTAR50_JOINTUNC,NEE_VUT_USTAR50_JOINTUNC,NEE_CUT_MEAN,NEE_VUT_MEAN,NEE_CUT_MEAN_QC,NEE_VUT_MEAN_QC,NEE_CUT_SE,NEE_VUT_SE,NEE_CUT_05,NEE_CUT_16,NEE_CUT_25,NEE_CUT_50,NEE_CUT_75,NEE_CUT_84,NEE_CUT_95,NEE_VUT_05,NEE_VUT_16,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_84,NEE_VUT_95,NEE_CUT_05_QC,NEE_CUT_16_QC,NEE_CUT_25_QC,NEE_CUT_50_QC,NEE_CUT_75_QC,NEE_CUT_84_QC,NEE_CUT_95_QC,NEE_VUT_05_QC,NEE_VUT_16_QC,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,NEE_VUT_84_QC,NEE_VUT_95_QC,NEE_CUT_REF_NIGHT,NEE_VUT_REF_NIGHT,NEE_CUT_REF_NIGHT_SD,NEE_VUT_REF_NIGHT_SD,NEE_CUT_REF_NIGHT_QC,NEE_VUT_REF_NIGHT_QC,NEE_CUT_REF_NIGHT_RANDUNC,NEE_VUT_REF_NIGHT_RANDUNC,NEE_CUT_REF_NIGHT_JOINTUNC,NEE_VUT_REF_NIGHT_JOINTUNC,NEE_CUT_REF_DAY,NEE_VUT_REF_DAY,NEE_CUT_REF_DAY_SD,NEE_VUT_REF_DAY_SD,NEE_CUT_REF_DAY_QC,NEE_VUT_REF_DAY_QC,NEE_CUT_REF_DAY_RANDUNC,NEE_VUT_REF_DAY_RANDUNC,NEE_CUT_REF_DAY_JOINTUNC,NEE_VUT_REF_DAY_JOINTUNC,NEE_CUT_USTAR50_NIGHT,NEE_VUT_USTAR50_NIGHT,NEE_CUT_USTAR50_NIGHT_SD,NEE_VUT_USTAR50_NIGHT_SD,NEE_CUT_USTAR50_NIGHT_QC,NEE_VUT_USTAR50_NIGHT_QC,NEE_CUT_USTAR50_NIGHT_RANDUNC,NEE_VUT_USTAR50_NIGHT_RANDUNC,NEE_CUT_USTAR50_NIGHT_JOINTUNC,NEE_VUT_USTAR50_NIGHT_JOINTUNC,NEE_CUT_USTAR50_DAY,NEE_VUT_USTAR50_DAY,NEE_CUT_USTAR50_DAY_SD,NEE_VUT_USTAR50_DAY_SD,NEE_CUT_USTAR50_DAY_QC,NEE_VUT_USTAR50_DAY_QC,NEE_CUT_USTAR50_DAY_RANDUNC,NEE_VUT_USTAR50_DAY_RANDUNC,NEE_CUT_USTAR50_DAY_JOINTUNC,NEE_VUT_USTAR50_DAY_JOINTUNC,NEE_CUT_05_NIGHT,NEE_CUT_16_NIGHT,NEE_CUT_25_NIGHT,NEE_CUT_50_NIGHT,NEE_CUT_75_NIGHT,NEE_CUT_84_NIGHT,NEE_CUT_95_NIGHT,NEE_VUT_05_NIGHT,NEE_VUT_16_NIGHT,NEE_VUT_25_NIGHT,NEE_VUT_50_NIGHT,NEE_VUT_75_NIGHT,NEE_VUT_84_NIGHT,NEE_VUT_95_NIGHT,NEE_CUT_05_NIGHT_QC,NEE_CUT_16_NIGHT_QC,NEE_CUT_25_NIGHT_QC,NEE_CUT_50_NIGHT_QC,NEE_CUT_75_NIGHT_QC,NEE_CUT_84_NIGHT_QC,NEE_CUT_95_NIGHT_QC,NEE_VUT_05_NIGHT_QC,NEE_VUT_16_NIGHT_QC,NEE_VUT_25_NIGHT_QC,NEE_VUT_50_NIGHT_QC,NEE_VUT_75_NIGHT_QC,NEE_VUT_84_NIGHT_QC,NEE_VUT_95_NIGHT_QC,NEE_CUT_05_DAY,NEE_CUT_16_DAY,NEE_CUT_25_DAY,NEE_CUT_50_DAY,NEE_CUT_75_DAY,NEE_CUT_84_DAY,NEE_CUT_95_DAY,NEE_VUT_05_DAY,NEE_VUT_16_DAY,NEE_VUT_25_DAY,NEE_VUT_50_DAY,NEE_VUT_75_DAY,NEE_VUT_84_DAY,NEE_VUT_95_DAY,NEE_CUT_05_DAY_QC,NEE_CUT_16_DAY_QC,NEE_CUT_25_DAY_QC,NEE_CUT_50_DAY_QC,NEE_CUT_75_DAY_QC,NEE_CUT_84_DAY_QC,NEE_CUT_95_DAY_QC,NEE_VUT_05_DAY_QC,NEE_VUT_16_DAY_QC,NEE_VUT_25_DAY_QC,NEE_VUT_50_DAY_QC,NEE_VUT_75_DAY_QC,NEE_VUT_84_DAY_QC,NEE_VUT_95_DAY_QC,RECO_NT_VUT_REF,RECO_NT_VUT_USTAR50,RECO_NT_VUT_MEAN,RECO_NT_VUT_SE,RECO_NT_VUT_05,RECO_NT_VUT_16,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,RECO_NT_VUT_84,RECO_NT_VUT_95,RECO_NT_CUT_REF,RECO_NT_CUT_USTAR50,RECO_NT_CUT_MEAN,RECO_NT_CUT_SE,RECO_NT_CUT_05,RECO_NT_CUT_16,RECO_NT_CUT_25,RECO_NT_CUT_50,RECO_NT_CUT_75,RECO_NT_CUT_84,RECO_NT_CUT_95,GPP_NT_VUT_REF,GPP_NT_VUT_USTAR50,GPP_NT_VUT_MEAN,GPP_NT_VUT_SE,GPP_NT_VUT_05,GPP_NT_VUT_16,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,GPP_NT_VUT_84,GPP_NT_VUT_95,GPP_NT_CUT_REF,GPP_NT_CUT_USTAR50,GPP_NT_CUT_MEAN,GPP_NT_CUT_SE,GPP_NT_CUT_05,GPP_NT_CUT_16,GPP_NT_CUT_25,GPP_NT_CUT_50,GPP_NT_CUT_75,GPP_NT_CUT_84,GPP_NT_CUT_95,RECO_DT_VUT_REF,RECO_DT_VUT_USTAR50,RECO_DT_VUT_MEAN,RECO_DT_VUT_SE,RECO_DT_VUT_05,RECO_DT_VUT_16,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,RECO_DT_VUT_84,RECO_DT_VUT_95,RECO_DT_CUT_REF,RECO_DT_CUT_USTAR50,RECO_DT_CUT_MEAN,RECO_DT_CUT_SE,RECO_DT_CUT_05,RECO_DT_CUT_16,RECO_DT_CUT_25,RECO_DT_CUT_50,RECO_DT_CUT_75,RECO_DT_CUT_84,RECO_DT_CUT_95,GPP_DT_VUT_REF,GPP_DT_VUT_USTAR50,GPP_DT_VUT_MEAN,GPP_DT_VUT_SE,GPP_DT_VUT_05,GPP_DT_VUT_16,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,GPP_DT_VUT_84,GPP_DT_VUT_95,GPP_DT_CUT_REF,GPP_DT_CUT_USTAR50,GPP_DT_CUT_MEAN,GPP_DT_CUT_SE,GPP_DT_CUT_05,GPP_DT_CUT_16,GPP_DT_CUT_25,GPP_DT_CUT_50,GPP_DT_CUT_75,GPP_DT_CUT_84,GPP_DT_CUT_95,RECO_SR,RECO_SR_N
200201,-0.991,1.0,-1.337,1.27,1.0,-0.477,1.129,1.0,-0.779,-1.514,1.643,0.315,1.259,-0.991,1.0,-1.337,1.27,1.0,-0.477,1.129,1.0,146.422,67.205,1.0,49.993,67.205,1.0,-9999,-9999,271.374,271.374,0.0,255.191,1.0,280.918,255.191,1.0,1.213,1.0,2.186,1.213,1.0,87.233,87.233,0.0,2.514,1.385,1.0,3.957,4.48,0.969758,0.579048696988,0.943548387097,13.5486586022,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,368.024,1.0,0.199,1.0,40.093,1.0,-2.43514,1.0,18.4405,1.0,26.105,0.542333,-13.4504,1.0,-19.0407,0.82598,1.0,2,28.8387,19.1613,28.7742,18.5806,0.869305,0.924279,0.982527,0.974462,0.0215645,0.0203151,0.108468,0.0793796,0.864958,0.92499,0.982527,0.974462,0.0214676,0.0203143,0.108448,0.0793794,0.894232,0.925437,0.964869,0.9687,0.015374,0.011744,0.733673,0.780596,0.840603,0.866608,0.967981,0.993201,1.04247,0.840603,0.847465,0.861078,0.924279,0.987589,1.00094,1.02085,0.982527,0.979167,0.985887,0.982527,0.885753,0.971774,0.863575,0.985887,0.985887,0.982527,0.974462,0.885753,0.971102,0.94422,1.3238,1.38961,0.356284,0.339868,0.996663,0.983315,0.0258102,0.0243227,0.112364,0.0793822,0.101976,0.135168,1.06924,1.06858,0.960951,0.960951,0.0347466,0.0327243,0.0946403,0.0783408,1.31789,1.39076,0.353637,0.339074,0.996663,0.983315,0.0257104,0.0243211,0.112342,0.0793817,0.100165,0.135164,1.06744,1.06856,0.960951,0.960951,0.0345616,0.0327243,0.0945725,0.0783408,1.19412,1.22594,1.29529,1.31855,1.42507,1.44466,1.47003,1.29529,1.30654,1.31248,1.38412,1.43896,1.45766,1.47003,0.987764,0.987764,0.996663,0.996663,0.983315,0.983315,0.982202,0.996663,0.996663,0.996663,0.996663,0.96218,0.982202,0.982202,-0.0314615,0.0347498,0.0750915,0.103107,0.179691,0.210812,0.327308,0.0737263,0.0754978,0.0988105,0.135168,0.209435,0.217855,0.29897,0.974533,0.966044,0.96944,0.960951,0.955857,0.95416,0.862564,0.96944,0.96944,0.960951,0.960951,0.95416,0.95416,0.906621,1.53122,1.47734,1.45608,0.011362,1.37619,1.38404,1.38993,1.47517,1.51284,1.52614,1.53122,1.38594,1.384,1.44311,0.0164497,1.32232,1.34926,1.3785,1.39649,1.49783,1.51981,1.69852,0.542935,0.552353,0.530359,0.00449486,0.458859,0.51157,0.521437,0.531526,0.547789,0.553533,0.566336,0.51933,0.519046,0.548883,0.00642519,0.477504,0.520624,0.524017,0.539303,0.565927,0.574817,0.605266,1.50821,1.34678,1.37283,0.0254621,1.06196,1.17905,1.2361,1.39635,1.50343,1.51342,1.53723,1.52161,1.50069,1.36043,0.0282076,0.96943,1.14253,1.23685,1.41256,1.51013,1.51961,1.53723,0.707902,0.641481,0.617626,0.01065,0.461567,0.510733,0.583419,0.635541,0.667212,0.669392,0.699424,0.694176,0.706463,0.608649,0.0129307,0.430816,0.511591,0.579521,0.63573,0.660362,0.669392,0.694176,-9999,-9999
200202,0.982,1.0,-0.019,1.487,1.0,2.202,2.197,1.0,0.196,-1.596,1.836,2.381,2.488,0.982,1.0,-0.019,1.487,1.0,2.202,2.197,1.0,209.338,131.051,1.0,115.009,131.051,1.0,-9999,-9999,254.926,254.926,0.0,244.069,1.0,264.353,244.069,1.0,2.322,1.0,2.85,2.322,1.0,87.488,87.488,0.0,0.97,0.517,1.0,3.386,3.767,1.0,0.463240225564,0.982142857143,42.7630260417,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,371.982,1.0,0.224,1.0,38.447,1.0,-2.08271,1.0,11.481,1.0,16.2529,0.423384,20.198,1.0,28.5929,0.743926,1.0,1,26.4643,21.5357,26.4643,21.0714,-0.41553,-0.405305,0.895833,0.858631,0.02728,0.0274183,0.103009,0.0870938,-0.45299,-0.407486,0.899554,0.858631,0.0276625,0.0274172,0.103111,0.0870935,-0.390994,-0.419761,0.872861,0.864695,0.015677,0.011282,-0.587687,-0.480627,-0.45449,-0.40965,-0.299638,-0.281965,-0.252523,-0.496209,-0.480627,-0.472877,-0.443643,-0.404778,-0.315296,-0.288889,0.737351,0.815476,0.899554,0.860119,0.93006,0.953869,0.958333,0.810268,0.815476,0.80878,0.835565,0.915179,0.927827,0.936756,0.666701,0.640256,0.358804,0.351042,0.92164,0.875344,0.0301484,0.030203,0.0590492,0.057998,-1.65763,-1.59988,1.73585,1.74012,0.86161,0.836254,0.0456433,0.0460167,0.177382,0.136022,0.596026,0.640256,0.37446,0.351042,0.924286,0.875344,0.030112,0.030203,0.0590306,0.057998,-1.6508,-1.60472,1.73241,1.73951,0.866416,0.836254,0.0467559,0.0460137,0.177672,0.136021,0.518769,0.602998,0.62598,0.647348,0.697052,0.704543,0.717093,0.581161,0.598154,0.614911,0.633828,0.647348,0.697181,0.704622,0.805144,0.933545,0.836984,0.862116,0.968519,0.941587,0.904444,0.924286,0.933545,0.847944,0.836984,0.862116,0.944233,0.941587,-1.84703,-1.74848,-1.69463,-1.60086,-1.44386,-1.40566,-1.35145,-1.78102,-1.74763,-1.74222,-1.65077,-1.59481,-1.49163,-1.42811,0.652817,0.773057,0.766317,0.83936,0.932433,0.935609,0.945209,0.704492,0.773057,0.787398,0.866416,0.888525,0.908856,0.925708,0.741078,0.75308,0.807655,0.0150734,0.702098,0.721849,0.730219,0.75308,0.875069,0.9325,0.941162,0.85441,0.854398,0.83699,0.015906,0.698849,0.723599,0.741121,0.85441,0.9325,0.941162,0.946546,1.21599,1.16057,1.22702,0.00799508,1.14987,1.16118,1.18673,1.22629,1.27394,1.28456,1.30736,1.3089,1.30739,1.22798,0.0091865,1.1473,1.16883,1.1906,1.21556,1.25781,1.28456,1.30736,0.82452,1.46777,1.20913,0.0618337,0.675633,0.79309,0.82452,1.22783,1.50191,1.73289,1.86606,1.06602,0.826548,1.21339,0.0736667,0.675633,0.795132,0.851054,1.01397,1.46777,1.73289,1.86715,1.24376,1.52113,1.46502,0.0386826,1.12333,1.18394,1.24376,1.52896,1.66219,1.77759,1.83228,1.24533,1.2441,1.42523,0.0459835,1.00685,1.12489,1.21441,1.27205,1.65927,1.76801,1.86647,-9999,-9999
200203,0.257,1.0,-0.938,1.598,1.0,1.396,1.906,1.0,0.591,-1.359,1.562,2.478,2.653,0.257,1.0,-0.938,1.598,1.0,1.396,1.906,1.0,298.589,172.651,1.0,159.392,172.651,1.0,-9999,-9999,263.738,263.738,0.0,244.566,1.0,273.228,244.566,1.0,2.391,1.0,2.865,2.391,1.0,87.121,87.121,0.0,1.526,0.705,1.0,3.529,4.782,1.0,0.652497691169,0.971102150538,86.3260120968,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,376.692,0.999328,0.151,1.0,39.041,1.0,-0.998503,1.0,27.2671,1.0,39.1347,0.534684,33.5763,1.0,48.1899,0.921287,1.0,1,23.6129,24.3871,23.6129,24.2581,-0.621036,-0.623687,0.977823,0.975134,0.0271303,0.027483,0.0509657,0.0448747,-0.613143,-0.623687,0.977823,0.975134,0.0271101,0.027483,0.050955,0.0448747,-0.634167,-0.641975,0.96707,0.968616,0.00911967,0.00559709,-0.722905,-0.681792,-0.66897,-0.620355,-0.609608,-0.595503,-0.566621,-0.722905,-0.681792,-0.670813,-0.624637,-0.61626,-0.610844,-0.606147,0.940188,0.952285,0.960349,0.979839,0.981183,0.983199,0.988575,0.940188,0.952285,0.960349,0.975134,0.976478,0.978495,0.982527,1.41642,1.42563,0.453951,0.449029,1.0,1.0,0.0297893,0.0305329,0.0462506,0.0386776,-2.52957,-2.54308,2.30917,2.36394,0.955512,0.9504,0.0426729,0.0429899,0.117057,0.089347,1.42112,1.42563,0.456641,0.449029,1.0,1.0,0.0298636,0.0305329,0.0462984,0.0386776,-2.5185,-2.54308,2.31234,2.36394,0.955512,0.9504,0.0425772,0.0429899,0.117023,0.089347,1.35768,1.36836,1.37986,1.41642,1.42873,1.43912,1.46395,1.37986,1.39175,1.39756,1.42463,1.43488,1.43924,1.44641,1.0,0.784241,1.0,1.0,1.0,0.997419,0.994487,1.0,1.0,1.0,1.0,1.0,0.997419,1.0,-2.76088,-2.65469,-2.63957,-2.52796,-2.48221,-2.43669,-2.37132,-2.74266,-2.6549,-2.64565,-2.54317,-2.5083,-2.49825,-2.47064,0.885347,0.907837,0.924007,0.952981,0.9623,0.966283,0.977055,0.885347,0.903467,0.907837,0.9504,0.955512,0.96101,0.964881,1.5651,1.57009,1.56342,0.0027322,1.53436,1.54654,1.55534,1.56515,1.57416,1.57891,1.58509,1.57468,1.57419,1.54683,0.00528739,1.48868,1.4997,1.52349,1.56166,1.57083,1.57468,1.58151,2.22305,2.19378,2.20578,0.0075746,2.13817,2.15674,2.17165,2.19187,2.24846,2.25679,2.27049,2.18935,2.18733,2.181,0.0107658,2.05499,2.08313,2.13992,2.18207,2.21608,2.2479,2.27805,1.23477,1.38865,1.26305,0.0185916,1.11816,1.12795,1.20766,1.23477,1.29087,1.36974,1.41997,1.1474,1.23902,1.26985,0.0273505,1.11816,1.12839,1.14785,1.23018,1.28033,1.38156,1.72867,1.99801,2.10887,2.07095,0.0239804,1.87302,1.92497,1.94512,2.05613,2.17331,2.22308,2.28323,2.00542,2.00183,2.05285,0.0321325,1.84648,1.86741,1.87467,2.00377,2.16022,2.2419,2.55068,-9999,-9999
200204,4.971,1.0,3.309,1.747,1.0,6.208,2.419,1.0,4.939,2.641,1.901,6.648,3.067,4.971,1.0,3.309,1.747,1.0,6.208,2.419,1.0,389.597,248.532,1.0,227.45,248.532,1.0,-9999,-9999,269.287,269.287,0.0,265.562,1.0,278.816,265.562,1.0,3.56,1.0,3.938,3.56,1.0,87.123,87.123,0.0,1.205,1.363,1.0,3.041,4.257,1.0,0.592764609314,0.995138888889,156.308819444,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,378.438,1.0,6.82,1.0,35.599,1.0,3.33181,1.0,46.4961,1.0,57.9081,0.682605,76.3851,0.999306,95.133,1.12462,0.999306,1,20.5,27.5,20.5,27.5,-2.74253,-2.81407,0.984722,0.974306,0.0441355,0.0415092,0.127506,0.119574,-2.7369,-2.80866,0.984722,0.979861,0.0441333,0.0413581,0.127505,0.119522,-2.8098,-2.81133,0.97033,0.972326,0.0256661,0.0163913,-3.2267,-2.93155,-2.86829,-2.74253,-2.69937,-2.6923,-2.68377,-2.98208,-2.93019,-2.89165,-2.81407,-2.7062,-2.70591,-2.699,0.855556,0.95,0.961806,0.984722,0.990972,0.995139,0.995139,0.943056,0.954861,0.95625,0.974306,0.99375,0.990972,0.993056,2.07426,2.07979,0.602947,0.604311,0.998413,0.998413,0.040916,0.0415357,0.0517702,0.0528414,-6.16111,-6.28613,4.55066,4.62883,0.973921,0.956064,0.0676806,0.0625774,0.232999,0.218153,2.08079,2.07979,0.602139,0.604311,0.998413,0.998413,0.040547,0.0415357,0.0514792,0.0528414,-6.15666,-6.27717,4.55249,4.61438,0.973921,0.965588,0.0677998,0.0622936,0.233033,0.218072,1.81927,2.02555,2.03231,2.05915,2.08072,2.08899,2.1051,2.0303,2.03732,2.04693,2.0766,2.09047,2.10265,2.10687,0.95575,1.0,0.998413,0.985714,0.998413,0.996825,0.998413,0.998413,0.998413,0.998413,0.998413,0.996825,0.998413,0.998413,-6.79312,-6.49237,-6.39871,-6.16111,-6.05882,-6.04647,-6.02422,-6.55971,-6.49045,-6.4272,-6.28613,-6.08442,-6.07248,-6.05856,0.781803,0.914805,0.93409,0.973921,0.992542,0.988882,0.992542,0.903728,0.923098,0.924332,0.956064,0.985222,0.986413,0.988882,2.35609,2.35381,2.3461,0.005036,2.28068,2.32875,2.33272,2.35083,2.36298,2.36747,2.38409,2.36517,2.36473,2.30828,0.0192884,1.9923,2.27657,2.28358,2.34454,2.35774,2.36298,2.36862,5.21906,5.16247,5.15743,0.0179311,4.99802,5.03209,5.04122,5.16247,5.27137,5.28847,5.30526,5.08457,5.10164,5.11808,0.0187685,4.94189,4.97299,5.02794,5.10251,5.21743,5.23226,5.30017,2.35568,2.14986,2.23624,0.0278832,1.95545,2.04151,2.10726,2.20242,2.42259,2.43201,2.45402,2.38898,2.34123,2.26786,0.0251965,1.95694,2.07571,2.11228,2.3485,2.38826,2.42259,2.4373,5.17045,5.16059,5.12601,0.0115186,4.96995,5.02145,5.07454,5.15132,5.18615,5.19731,5.20335,5.17207,5.15893,5.13773,0.0133209,5.02222,5.05165,5.07538,5.12912,5.18615,5.20198,5.27584,-9999,-9999
200205,7.678,1.0,5.635,1.888,1.0,8.894,2.815,1.0,8.163,5.554,1.868,9.713,3.194,7.678,1.0,5.635,1.888,1.0,8.894,2.815,1.0,456.611,287.149,1.0,275.327,287.149,1.0,-9999,-9999,278.456,278.456,0.0,282.041,1.0,288.05,282.041,1.0,4.966,1.0,5.435,4.966,1.0,87.153,87.153,0.0,0.494,0.123,1.0,2.748,3.993,1.0,0.563114633379,0.999327956989,192.446641129,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,371.545,1.0,10.679,1.0,28.066,1.0,4.18734,1.0,50.8908,1.0,64.1493,0.615018,98.4588,1.0,124.11,1.13245,1.0,1,17.871,30.129,17.871,30.0968,-3.43338,-3.46837,0.940188,0.932796,0.0626122,0.0617082,0.0925221,0.0906882,-3.38274,-3.47084,0.94422,0.933468,0.0624889,0.0613355,0.0924387,0.090435,-3.45546,-3.44244,0.935585,0.93167,0.0292156,0.010179,-3.92218,-3.49988,-3.47084,-3.41768,-3.3772,-3.36364,-3.33253,-3.57066,-3.51353,-3.47124,-3.44453,-3.38492,-3.38061,-3.36993,0.836022,0.888441,0.933468,0.936156,0.977151,0.968414,0.971102,0.881048,0.898522,0.933468,0.914651,0.971102,0.967742,0.967742,2.80337,2.78508,0.802501,0.80835,0.989247,0.987455,0.051331,0.0519554,0.0761479,0.076342,-6.92981,-6.97211,5.98234,6.03122,0.911308,0.900622,0.0912045,0.0896126,0.149657,0.14192,2.80337,2.78508,0.802501,0.80835,0.989247,0.987455,0.051306,0.0519305,0.0761311,0.0763251,-6.85171,-6.97606,5.96039,6.03361,0.917759,0.901734,0.0910097,0.089012,0.149538,0.141541,2.68672,2.70461,2.72162,2.78508,2.8051,2.8171,2.86899,2.68672,2.70461,2.70919,2.73881,2.8051,2.81648,2.86372,0.989247,0.983871,0.985663,0.987455,0.987455,0.989247,0.996416,0.989247,0.983871,0.983871,0.992832,0.987455,0.987455,0.987455,-7.64416,-7.02477,-6.99405,-6.90349,-6.8022,-6.78746,-6.74924,-7.08335,-7.022,-7.00359,-6.94887,-6.82515,-6.80191,-6.78917,0.788116,0.861144,0.862254,0.905931,0.952029,0.955255,0.963857,0.81959,0.846125,0.861248,0.853722,0.950954,0.934929,0.958515,2.95366,2.91007,2.98558,0.0362388,2.72813,2.77716,2.82476,2.89122,3.22665,3.25722,3.37431,2.89964,2.88579,2.98158,0.037121,2.72667,2.77738,2.82551,2.89122,3.05253,3.24406,3.37204,6.39975,6.38091,6.4278,0.0426646,6.10875,6.16103,6.20378,6.33525,6.74293,6.79731,6.84264,6.27089,6.26852,6.43704,0.0612828,6.09031,6.16103,6.20378,6.31249,6.39569,6.77731,6.90994,3.12223,3.43416,3.2996,0.091512,2.43662,2.56692,2.63574,3.46277,3.80532,3.84447,4.00001,2.82761,3.12325,3.36268,0.133697,2.39251,2.55984,2.74169,3.23935,3.69043,3.84116,4.33731,6.96494,7.13934,6.895,0.0746341,6.19474,6.24378,6.33323,7.10277,7.25574,7.34035,7.39885,7.01626,6.97089,6.88288,0.0849823,6.21118,6.23647,6.31803,7.00576,7.25324,7.3139,7.59383,-9999,-9999
