TIMESTAMP,TA_F_MDS,TA_F_MDS_QC,TA_F_MDS_NIGHT,TA_F_MDS_NIGHT_SD,TA_F_MDS_NIGHT_QC,TA_F_MDS_DAY,TA_F_MDS_DAY_SD,TA_F_MDS_DAY_QC,TA_ERA,TA_ERA_NIGHT,TA_ERA_NIGHT_SD,TA_ERA_DAY,TA_ERA_DAY_SD,TA_F,TA_F_QC,TA_F_NIGHT,TA_F_NIGHT_SD,TA_F_NIGHT_QC,TA_F_DAY,TA_F_DAY_SD,TA_F_DAY_QC,SW_IN_POT,SW_IN_F_MDS,SW_IN_F_MDS_QC,SW_IN_ERA,SW_IN_F,SW_IN_F_QC,LW_IN_F_MDS,LW_IN_F_MDS_QC,LW_IN_ERA,LW_IN_F,LW_IN_F_QC,LW_IN_JSB,LW_IN_JSB_QC,LW_IN_JSB_ERA,LW_IN_JSB_F,LW_IN_JSB_F_QC,VPD_F_MDS,VPD_F_MDS_QC,VPD_ERA,VPD_F,VPD_F_QC,PA_ERA,PA_F,PA_F_QC,P_ERA,P_F,P_F_QC,WS_ERA,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_1_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,EBC_CF_N,EBC_CF_METHOD,NIGHT_D,DAY_D,NIGHT_RANDUNC_N,DAY_RANDUNC_N,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_REF_JOINTUNC,NEE_VUT_USTAR50,NEE_VUT_USTAR50_QC,NEE_VUT_USTAR50_RANDUNC,NEE_VUT_USTAR50_JOINTUNC,NEE_VUT_MEAN,NEE_VUT_MEAN_QC,NEE_VUT_SE,NEE_VUT_05,NEE_VUT_16,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_84,NEE_VUT_95,NEE_VUT_05_QC,NEE_VUT_16_QC,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,NEE_VUT_84_QC,NEE_VUT_95_QC,NEE_VUT_REF_NIGHT,NEE_VUT_REF_NIGHT_SD,NEE_VUT_REF_NIGHT_QC,NEE_VUT_REF_NIGHT_RANDUNC,NEE_VUT_REF_NIGHT_JOINTUNC,NEE_VUT_REF_DAY,NEE_VUT_REF_DAY_SD,NEE_VUT_REF_DAY_QC,NEE_VUT_REF_DAY_RANDUNC,NEE_VUT_REF_DAY_JOINTUNC,NEE_VUT_USTAR50_NIGHT,NEE_VUT_USTAR50_NIGHT_SD,NEE_VUT_USTAR50_NIGHT_QC,NEE_VUT_USTAR50_NIGHT_RANDUNC,NEE_VUT_USTAR50_NIGHT_JOINTUNC,NEE_VUT_USTAR50_DAY,NEE_VUT_USTAR50_DAY_SD,NEE_VUT_USTAR50_DAY_QC,NEE_VUT_USTAR50_DAY_RANDUNC,NEE_VUT_USTAR50_DAY_JOINTUNC,NEE_VUT_05_NIGHT,NEE_VUT_16_NIGHT,NEE_VUT_25_NIGHT,NEE_VUT_50_NIGHT,NEE_VUT_75_NIGHT,NEE_VUT_84_NIGHT,NEE_VUT_95_NIGHT,NEE_VUT_05_NIGHT_QC,NEE_VUT_16_NIGHT_QC,NEE_VUT_25_NIGHT_QC,NEE_VUT_50_NIGHT_QC,NEE_VUT_75_NIGHT_QC,NEE_VUT_84_NIGHT_QC,NEE_VUT_95_NIGHT_QC,NEE_VUT_05_DAY,NEE_VUT_16_DAY,NEE_VUT_25_DAY,NEE_VUT_50_DAY,NEE_VUT_75_DAY,NEE_VUT_84_DAY,NEE_VUT_95_DAY,NEE_VUT_05_DAY_QC,NEE_VUT_16_DAY_QC,NEE_VUT_25_DAY_QC,NEE_VUT_50_DAY_QC,NEE_VUT_75_DAY_QC,NEE_VUT_84_DAY_QC,NEE_VUT_95_DAY_QC,RECO_NT_VUT_REF,RECO_NT_VUT_USTAR50,RECO_NT_VUT_MEAN,RECO_NT_VUT_SE,RECO_NT_VUT_05,RECO_NT_VUT_16,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,RECO_NT_VUT_84,RECO_NT_VUT_95,GPP_NT_VUT_REF,GPP_NT_VUT_USTAR50,GPP_NT_VUT_MEAN,GPP_NT_VUT_SE,GPP_NT_VUT_05,GPP_NT_VUT_16,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,GPP_NT_VUT_84,GPP_NT_VUT_95,RECO_DT_VUT_REF,RECO_DT_VUT_USTAR50,RECO_DT_VUT_MEAN,RECO_DT_VUT_SE,RECO_DT_VUT_05,RECO_DT_VUT_16,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,RECO_DT_VUT_84,RECO_DT_VUT_95,GPP_DT_VUT_REF,GPP_DT_VUT_USTAR50,GPP_DT_VUT_MEAN,GPP_DT_VUT_SE,GPP_DT_VUT_05,GPP_DT_VUT_16,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,GPP_DT_VUT_84,GPP_DT_VUT_95,RECO_SR,RECO_SR_N
200301,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-14.344,-15.093,2.641,-13.175,2.313,-14.344,0.0,-15.093,2.641,0.0,-13.175,2.313,0.0,130.439,142.572,0.652554,59.199,59.025,0.652554,-9999,-9999,195.706,195.706,0.0,-9999,-9999,194.177,194.177,0.0,-9999,-9999,0.226,0.226,0.0,97.523,97.523,0.0,0.243,0.045,1.0,1.271,1.271,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-4.397,1.0,5.64904,3.0,42.4256,0.0,-9999,-9999,81.3898,0.0,-9999,-9999,-9999,-9999,29.3226,18.6774,0.0,0.0,-5.78193,0.0,-9999,-9999,-5.76436,0.0,-9999,-9999,-5.94935,0.0,0.0463791,-6.55071,-6.22738,-6.12965,-5.78327,-5.707,-5.69785,-5.67154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.744321,2.81733,0.0,-9999,-9999,-13.1517,2.56564,0.0,-9999,-9999,-0.71656,2.85172,0.0,-9999,-9999,-13.1517,2.56564,0.0,-9999,-9999,-1.95736,-1.52678,-1.30866,-0.77688,-0.585341,-0.576363,-0.570045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.1517,-13.1517,-13.1517,-13.1517,-13.1517,-13.1517,-13.1517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.738464,0.864301,0.611709,0.0280148,0.285444,0.352347,0.535737,0.715396,0.715396,0.715396,0.864301,6.60544,6.62867,6.56106,0.0343881,6.29147,6.39325,6.4224,6.5035,6.62867,6.71485,7.08645,0.0378507,0.0378507,0.0375018,7.03009e-05,0.0366493,0.0369175,0.0370229,0.0375165,0.0378864,0.0378864,0.0379019,2.41254,2.42547,2.41445,0.00213129,2.38999,2.39652,2.39899,2.41264,2.42632,2.42632,2.42667,-9999,-9999
200302,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-14.291,-15.571,3.188,-12.693,2.842,-14.291,0.0,-15.571,3.188,0.0,-12.693,2.842,0.0,193.881,142.406,0.598958,99.245,98.984,0.598958,-9999,-9999,199.253,199.253,0.0,-9999,-9999,198.397,198.397,0.0,-9999,-9999,0.276,0.276,0.0,97.274,97.274,0.0,0.282,0.05,1.0,1.262,1.262,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-4.831,1.0,5.66522,3.0,42.8174,0.0,-9999,-9999,82.2793,0.0,-9999,-9999,-9999,-9999,26.75,21.25,0.0,0.0,-5.80517,0.0,-9999,-9999,-5.78674,0.0,-9999,-9999,-5.97369,0.0,0.0462763,-6.57067,-6.25202,-6.15697,-5.80913,-5.73108,-5.72509,-5.6957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.180517,2.16295,0.0,-9999,-9999,-12.4109,3.26782,0.0,-9999,-9999,-0.148801,2.20533,0.0,-9999,-9999,-12.4109,3.26782,0.0,-9999,-9999,-1.50525,-1.0406,-0.805635,-0.218058,-0.00958882,0.00108714,0.00822762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.4109,-12.4109,-12.4109,-12.4109,-12.4109,-12.4109,-12.4109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.741683,0.867992,0.612742,0.0285401,0.279173,0.34769,0.536926,0.718514,0.718514,0.718514,0.867992,6.63048,6.65473,6.58643,0.034178,6.3213,6.4212,6.4496,6.52764,6.65473,6.74241,7.10759,0.028995,0.028995,0.0287277,5.38531e-05,0.0280747,0.0282801,0.0283609,0.028739,0.0290224,0.0290224,0.0290342,3.09829,3.11264,3.10017,0.00245944,3.07111,3.07963,3.08286,3.09932,3.11374,3.11374,3.11422,-9999,-9999
200303,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-6.584,-8.551,2.897,-4.682,3.249,-6.584,0.0,-8.551,2.897,0.0,-4.682,3.249,0.0,285.71,141.668,0.534274,136.039,135.742,0.534274,-9999,-9999,240.239,240.239,0.0,-9999,-9999,247.175,247.175,0.0,-9999,-9999,0.948,0.948,0.0,96.95,96.95,0.0,1.127,1.116,1.0,1.207,1.207,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-2.584,1.0,5.24983,3.0,41.8886,0.0,-9999,-9999,82.4516,0.0,-9999,-9999,-9999,-9999,23.6452,24.3548,0.0,0.0,-5.61514,0.0,-9999,-9999,-5.63034,0.0,-9999,-9999,-5.7635,0.0,0.0361882,-6.24821,-6.09289,-5.88265,-5.61898,-5.60055,-5.59221,-5.5914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.70736,0.43873,0.0,-9999,-9999,-11.3636,4.10739,0.0,-9999,-9999,0.676917,0.443366,0.0,-9999,-9999,-11.3636,4.10739,0.0,-9999,-9999,-0.469108,-0.11601,0.177453,0.679461,0.810163,0.845213,0.948894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.4864,-11.485,-11.485,-11.3653,-11.3496,-11.3485,-11.3485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.982546,1.13922,0.934667,0.0189619,0.707018,0.789828,0.888591,0.951853,0.962673,1.06424,1.13922,6.7582,6.76955,6.69817,0.0345168,6.39625,6.54325,6.54406,6.58513,6.7999,6.82629,7.21089,0.17468,0.17468,0.173069,0.000324436,0.169135,0.170373,0.170859,0.173138,0.174845,0.174845,0.174916,3.70941,3.72559,3.71139,0.0028225,3.67765,3.68791,3.6918,3.71103,3.72692,3.72692,3.72749,-9999,-9999
200304,6.475,0.626389,1.585,1.966,0.912121,10.065,5.789,0.414672,1.594,-0.874,2.732,3.394,3.637,2.92,0.626389,0.862,2.286,0.912121,4.292,4.052,0.414672,381.331,142.209,0.465278,186.768,186.598,0.465278,-9999,-9999,271.786,271.786,0.0,287.805,0.400694,284.718,282.45,0.400694,6.288,0.626389,2.785,4.015,0.626389,97.354,97.354,0.343056,2.137,1.304,0.656944,1.331,1.392,0.343056,-9999,-9999,-9999,-9999,-9999,-9999,368.681,0.625,1.015,0.351389,5.58513,3.0,42.9569,0.0,-9999,-9999,81.8225,0.0,-9999,-9999,-9999,-9999,20.3333,27.6667,0.0,0.0,-5.88541,0.0,-9999,-9999,-5.88918,0.0,-9999,-9999,-6.02788,0.0,0.0395918,-6.54463,-6.35125,-6.2226,-5.88918,-5.81636,-5.8157,-5.79998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496105,0.756815,0.0,-9999,-9999,-10.224,5.00599,0.0,-9999,-9999,0.493704,0.746856,0.0,-9999,-9999,-10.2262,5.00217,0.0,-9999,-9999,-0.69253,-0.219414,0.0111948,0.450386,0.576105,0.635237,0.720471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.4995,-10.4903,-10.4903,-10.2378,-10.1306,-10.1168,-10.1168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2522,1.44168,1.35085,0.0249712,1.13246,1.21308,1.21308,1.39333,1.47847,1.51263,1.62585,7.33203,7.33086,7.37873,0.0598296,7.01306,7.02878,7.02945,7.33086,7.71502,7.79424,8.05906,0.655489,0.655489,0.649446,0.00121745,0.634683,0.639327,0.641153,0.649702,0.656107,0.656107,0.656375,4.31117,4.32971,4.31318,0.00332978,4.27244,4.28583,4.29068,4.31373,4.33137,4.33137,4.33208,-9999,-9999
200305,9.144,0.66129,2.438,2.221,1.0,12.907,5.259,0.467688,9.352,6.385,2.577,11.019,3.856,8.427,0.66129,2.438,2.221,1.0,11.774,4.531,0.467688,453.25,145.514,0.401882,213.462,213.32,0.401882,-9999,-9999,305.98,305.98,0.0,312.77,0.379032,325.411,316.946,0.379032,6.517,0.66129,4.873,5.139,0.66129,97.258,97.255,0.389785,2.274,3.539,0.645833,1.137,1.13,0.389785,-9999,-9999,-9999,-9999,-9999,-9999,373.05,0.660618,8.777,0.340054,6.10285,3.0,48.0302,0.337366,75.2664,0.107723,81.2031,0.340726,127.25,0.123683,1.0,2,17.2903,30.7097,13.1935,12.5161,-5.68174,0.293683,0.117291,0.282673,-5.66323,0.291667,0.118883,0.283337,-5.80476,0.290423,0.0367052,-6.24133,-6.09706,-5.98983,-5.66643,-5.60976,-5.58268,-5.56529,0.27621,0.278226,0.281586,0.290323,0.298387,0.299059,0.303091,0.495758,1.19351,0.546595,0.11388,0.381882,-8.87503,5.77392,0.155697,0.198729,0.313234,0.556342,1.17628,0.541219,0.116809,0.382766,-8.88044,5.75822,0.155697,0.200538,0.314384,-0.506756,-0.108479,0.111424,0.454809,0.545749,0.620535,0.716542,0.526776,0.526776,0.528674,0.541219,0.550179,0.550179,0.550179,-9.24268,-9.20279,-9.18689,-8.8855,-8.74121,-8.71855,-8.67902,0.140576,0.1436,0.147633,0.155697,0.160738,0.161746,0.167794,1.01853,1.1714,1.16763,0.0305219,0.937565,0.98628,0.987821,1.1714,1.35606,1.39677,1.44323,6.83812,6.83463,6.97238,0.0641348,6.55801,6.57873,6.58966,6.83463,7.41087,7.4386,7.56849,1.15826,1.15826,1.14758,0.00215127,1.1215,1.1297,1.13293,1.14804,1.15936,1.15936,1.15983,4.74128,4.76233,4.74353,0.00378835,4.69701,4.71254,4.71803,4.74417,4.7642,4.7642,4.76501,-9999,-9999
200306,14.241,0.738889,8.66,2.866,1.0,17.032,4.876,0.608333,15.304,12.612,1.959,16.65,3.372,14.16,0.738889,8.66,2.866,1.0,16.909,4.267,0.608333,485.427,169.59,0.375,229.024,228.886,0.375,-9999,-9999,350.235,350.235,0.0,369.001,0.368056,378.078,369.071,0.368056,5.511,0.738889,6.206,5.374,0.738889,97.043,97.054,0.572917,1.675,1.503,0.5625,0.962,0.893,0.572917,-9999,-9999,-9999,-9999,-9999,-9999,373.564,0.738194,13.493,0.738889,5.61851,3.0,62.2881,0.73125,97.6095,0.573688,53.1046,0.736111,83.2184,0.293394,0.566667,1,16.0,32.0,16.0,31.8667,-5.95571,0.626389,0.174709,0.184637,-5.97309,0.622917,0.175353,0.185246,-5.88871,0.619427,0.00870204,-5.97309,-5.94468,-5.93102,-5.90758,-5.85334,-5.82522,-5.78101,0.622917,0.631944,0.629167,0.630556,0.640972,0.611111,0.595139,0.281299,3.41764,1.0,0.249723,0.505338,-8.74945,6.79433,0.439583,0.219617,0.300047,0.286109,3.41808,1.0,0.251547,0.506243,-8.77698,6.80479,0.434375,0.220166,0.300449,-0.194316,-0.125529,0.0144157,0.294585,0.660268,0.753119,1.00795,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-8.96519,-8.88678,-8.85321,-8.67854,-8.56903,-8.47789,-8.37014,0.392708,0.402083,0.408333,0.434375,0.445833,0.447917,0.461458,0.610681,0.606716,0.801472,0.0531517,0.430502,0.456519,0.5028,0.610681,1.14989,1.21178,1.34684,6.71229,6.57981,6.69018,0.0493467,6.29615,6.37519,6.40977,6.57981,6.96029,7.06616,7.17206,2.08198,2.08198,2.06279,0.00386691,2.0159,2.03065,2.03645,2.0636,2.08395,2.08395,2.0848,5.12509,5.14804,5.12748,0.00415513,5.07618,5.0936,5.09968,5.12839,5.15011,5.15011,5.151,-9999,-9999
200307,18.232,0.728495,13.638,2.66,1.0,20.658,4.575,0.58458,18.825,16.456,1.82,20.075,3.259,17.985,0.728495,13.638,2.66,1.0,20.28,4.054,0.58458,469.983,179.5,0.387097,235.532,235.364,0.387097,-9999,-9999,367.361,367.361,0.0,403.45,0.382392,398.459,395.881,0.382392,6.463,0.728495,8.386,6.682,0.728495,97.069,97.077,0.559812,1.556,1.32,0.211694,1.02,0.96,0.559812,-9999,-9999,-9999,-9999,-9999,-9999,367.185,0.727823,16.684,0.728495,4.39689,3.0,81.4772,0.726478,128.25,0.933959,46.9664,0.727823,73.9282,0.528596,0.559812,1,16.5806,31.4194,16.5806,31.4194,-5.8291,0.613575,0.216168,0.221601,-5.82255,0.612903,0.217402,0.222806,-5.79177,0.611173,0.00762809,-5.85279,-5.84899,-5.8291,-5.81027,-5.75582,-5.75145,-5.70998,0.615591,0.615591,0.613575,0.617608,0.606855,0.608871,0.606855,2.21372,5.095,0.997984,0.303552,0.443254,-9.74534,9.87034,0.410055,0.274981,0.285242,2.22874,5.09365,0.997984,0.304621,0.443987,-9.7434,9.87178,0.409047,0.276756,0.286953,1.88631,1.992,2.06724,2.27728,2.51863,2.638,2.81065,0.997984,0.997984,0.997984,0.997984,0.997984,0.997984,1.0,-9.93564,-9.80827,-9.77754,-9.74665,-9.67579,-9.65663,-9.63099,0.381048,0.387292,0.399746,0.409047,0.415225,0.416233,0.425533,3.10713,3.15072,3.369,0.0573796,2.98982,3.0053,3.03561,3.15072,3.73235,3.84553,3.95117,9.03321,8.97327,9.16077,0.0508747,8.83056,8.84588,8.8581,8.97327,9.44906,9.59699,9.71056,2.90437,2.90437,2.8776,0.00539435,2.81218,2.83276,2.84085,2.87873,2.90711,2.90711,2.9083,5.06987,5.09335,5.07215,0.0043101,5.01829,5.03733,5.04372,5.07355,5.09552,5.09552,5.09647,-9999,-9999
200308,18.761,0.774194,14.462,2.465,1.0,21.563,4.909,0.628285,19.272,17.089,1.968,20.698,3.128,18.654,0.774194,14.462,2.465,1.0,21.421,3.978,0.628285,410.848,178.727,0.436828,206.418,206.289,0.436828,-9999,-9999,359.852,359.852,0.0,402.4,0.43078,389.522,393.586,0.43078,7.383,0.774194,7.783,6.983,0.774194,97.434,97.444,0.557796,0.976,1.139,0.642473,0.956,0.967,0.557796,-9999,-9999,-9999,-9999,-9999,-9999,368.332,0.773522,17.436,0.821909,3.25064,3.0,33.4335,0.668011,52.6265,0.475042,56.1424,0.669355,88.3718,0.39164,1.0,2,18.9677,29.0323,17.6774,28.3548,-3.59381,0.576613,0.159512,0.16329,-3.61918,0.573925,0.159798,0.163569,-3.61418,0.572614,0.00630832,-3.66801,-3.66365,-3.63078,-3.62148,-3.60347,-3.59381,-3.52282,0.577285,0.577285,0.584677,0.584677,0.570565,0.576613,0.587366,-0.0919308,3.96635,0.980645,0.231628,0.501015,-5.53055,5.3864,0.310288,0.203517,0.245997,-0.110814,3.96421,0.980645,0.231755,0.501073,-5.5581,5.42053,0.305839,0.204009,0.246404,-0.780834,-0.6329,-0.406886,-0.189887,0.187101,0.255614,0.388581,0.968289,0.980645,0.980645,0.980645,0.990323,0.990323,0.990323,-5.67377,-5.65465,-5.63919,-5.55106,-5.46559,-5.37828,-5.24985,0.272201,0.275427,0.292782,0.305839,0.315702,0.319158,0.319158,2.11138,2.11602,2.06482,0.0420068,1.61482,1.73735,1.83121,2.11602,2.33223,2.34113,2.39522,5.77719,5.7352,5.679,0.0403324,5.23262,5.35883,5.46102,5.7352,5.89432,5.94142,5.95626,3.08829,3.08829,3.05982,0.00573594,2.99026,3.01214,3.02074,3.06102,3.0912,3.0912,3.09246,4.63255,4.65488,4.63471,0.00409886,4.5834,4.6017,4.60773,4.63594,4.65693,4.65693,4.65782,-9999,-9999
200309,15.814,0.66875,13.775,1.228,1.0,17.525,4.052,0.378161,13.298,11.901,1.98,14.476,2.533,14.777,0.66875,13.775,1.228,1.0,15.574,3.107,0.378161,323.991,168.283,0.591667,141.796,142.517,0.591667,-9999,-9999,332.366,332.366,0.0,359.862,0.559028,356.813,359.411,0.559028,8.033,0.66875,5.743,6.968,0.66875,97.1,97.098,0.23125,1.772,1.874,0.896528,1.288,1.338,0.23125,-9999,-9999,-9999,-9999,-9999,-9999,354.026,0.667361,13.633,0.848611,-0.703983,3.0,19.8852,0.652778,-9999,0.341914,48.5345,0.652778,-9999,0.840634,-9999,-9999,22.2,25.8,21.9,22.7667,-1.89018,0.600694,0.0580697,0.070832,-1.88453,0.600694,0.0580697,0.070832,-1.84287,0.601337,0.0059295,-1.89048,-1.89018,-1.88453,-1.83561,-1.80995,-1.80906,-1.78473,0.600694,0.600694,0.600694,0.6,0.604167,0.600694,0.604167,1.82145,0.74429,0.982778,0.0256613,0.192477,-5.06366,4.10939,0.269416,0.106976,0.107498,1.83322,0.744982,0.982778,0.0256615,0.192477,-5.06366,4.10939,0.269416,0.106976,0.107498,1.7207,1.74754,1.81089,1.88009,2.12812,2.12906,2.13439,0.981389,0.982778,0.982778,0.982778,0.991111,0.991111,0.991111,-5.10813,-5.06366,-5.06366,-5.06366,-5.05014,-5.0425,-5.0425,0.269416,0.269416,0.269416,0.269416,0.269416,0.269416,0.27198,1.95938,1.97046,2.01018,0.0104326,1.87982,1.95702,1.95938,1.97049,2.07338,2.07762,2.08609,3.85499,3.85499,3.85305,0.0071105,3.76423,3.77862,3.84749,3.85499,3.87918,3.88943,3.91548,2.81476,2.81476,2.8217,0.0134121,2.77285,2.79686,2.81296,2.82061,2.84682,2.88793,2.89001,4.55546,4.55881,4.5468,0.00487973,4.53909,4.54574,4.54581,4.55345,4.55714,4.55881,4.56007,-9999,-9999
200310,6.16,0.902554,3.841,2.76,1.0,8.748,3.209,0.78496,5.372,4.286,1.968,6.579,2.045,6.001,0.902554,3.841,2.76,1.0,8.413,3.036,0.78496,228.353,93.924,0.915995,95.449,91.713,0.915995,-9999,-9999,293.652,293.652,0.0,298.741,0.902554,310.74,302.577,0.902554,3.451,0.902554,2.579,3.276,0.902554,96.98,96.968,0.666667,1.108,0.761,0.711694,1.193,1.156,0.670027,-9999,-9999,68.483920299,0.631048387097,195.106839014,0.631048387097,369.085,0.899866,7.385,0.791667,-3.35681,3.0,28.3018,0.509409,-9999,0.300216,11.2103,0.510753,-9999,0.562709,-9999,-9999,25.5161,22.4839,21.3548,18.871,-2.40604,0.501344,0.0576387,0.276356,-2.25501,0.501344,0.0571884,0.276262,-2.36888,0.50047,0.0365233,-2.7392,-2.67906,-2.61434,-2.25744,-2.14121,-2.13851,-2.13611,0.49664,0.49664,0.49664,0.502016,0.502016,0.502016,0.502016,1.57844,1.17197,0.571237,0.0697901,0.446119,-6.74254,5.90974,0.426856,0.0881646,0.103842,1.82172,1.12626,0.571237,0.0690373,0.446001,-6.71064,5.94783,0.426856,0.0877293,0.103473,1.03489,1.13201,1.22878,1.81668,2.00845,2.01326,2.0172,0.563172,0.563172,0.563172,0.571237,0.571237,0.571237,0.571237,-6.80913,-6.79522,-6.78197,-6.71328,-6.68738,-6.68549,-6.6846,0.425512,0.425512,0.425512,0.426856,0.4282,0.4282,0.4282,1.33962,1.52878,1.37931,0.0352114,1.0069,1.08526,1.17515,1.48224,1.56744,1.57337,1.63307,3.76822,3.78379,3.74819,0.00491365,3.69172,3.70026,3.71431,3.75593,3.76991,3.77328,3.78949,2.30992,2.30992,2.29078,0.0228643,2.12294,2.23314,2.26308,2.32753,2.34702,2.36733,2.4535,4.35175,4.36369,4.34822,0.0123082,4.30337,4.34173,4.34657,4.36636,4.37121,4.37896,4.38626,-9999,-9999
