TIMESTAMP,TA_F_MDS,TA_F_MDS_QC,TA_F_MDS_NIGHT,TA_F_MDS_NIGHT_SD,TA_F_MDS_NIGHT_QC,TA_F_MDS_DAY,TA_F_MDS_DAY_SD,TA_F_MDS_DAY_QC,TA_ERA,TA_ERA_NIGHT,TA_ERA_NIGHT_SD,TA_ERA_DAY,TA_ERA_DAY_SD,TA_F,TA_F_QC,TA_F_NIGHT,TA_F_NIGHT_SD,TA_F_NIGHT_QC,TA_F_DAY,TA_F_DAY_SD,TA_F_DAY_QC,SW_IN_POT,SW_IN_F_MDS,SW_IN_F_MDS_QC,SW_IN_ERA,SW_IN_F,SW_IN_F_QC,LW_IN_F_MDS,LW_IN_F_MDS_QC,LW_IN_ERA,LW_IN_F,LW_IN_F_QC,LW_IN_JSB,LW_IN_JSB_QC,LW_IN_JSB_ERA,LW_IN_JSB_F,LW_IN_JSB_F_QC,VPD_F_MDS,VPD_F_MDS_QC,VPD_ERA,VPD_F,VPD_F_QC,PA_ERA,PA_F,PA_F_QC,P_ERA,P_F,P_F_QC,WS_ERA,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_3,TS_F_MDS_4,TS_F_MDS_5,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_3_QC,TS_F_MDS_4_QC,TS_F_MDS_5_QC,SWC_F_MDS_1,SWC_F_MDS_2,SWC_F_MDS_3,SWC_F_MDS_4,SWC_F_MDS_1_QC,SWC_F_MDS_2_QC,SWC_F_MDS_3_QC,SWC_F_MDS_4_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,EBC_CF_N,EBC_CF_METHOD,NIGHT_D,DAY_D,NIGHT_RANDUNC_N,DAY_RANDUNC_N,NEE_CUT_REF,NEE_VUT_REF,NEE_CUT_REF_QC,NEE_VUT_REF_QC,NEE_CUT_REF_RANDUNC,NEE_VUT_REF_RANDUNC,NEE_CUT_REF_JOINTUNC,NEE_VUT_REF_JOINTUNC,NEE_CUT_USTAR50,NEE_VUT_USTAR50,NEE_CUT_USTAR50_QC,NEE_VUT_USTAR50_QC,NEE_CUT_USTAR50_RANDUNC,NEE_VUT_USTAR50_RANDUNC,NEE_CUT_USTAR50_JOINTUNC,NEE_VUT_USTAR50_JOINTUNC,NEE_CUT_MEAN,NEE_VUT_MEAN,NEE_CUT_MEAN_QC,NEE_VUT_MEAN_QC,NEE_CUT_SE,NEE_VUT_SE,NEE_CUT_05,NEE_CUT_16,NEE_CUT_25,NEE_CUT_50,NEE_CUT_75,NEE_CUT_84,NEE_CUT_95,NEE_VUT_05,NEE_VUT_16,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_84,NEE_VUT_95,NEE_CUT_05_QC,NEE_CUT_16_QC,NEE_CUT_25_QC,NEE_CUT_50_QC,NEE_CUT_75_QC,NEE_CUT_84_QC,NEE_CUT_95_QC,NEE_VUT_05_QC,NEE_VUT_16_QC,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,NEE_VUT_84_QC,NEE_VUT_95_QC,NEE_CUT_REF_NIGHT,NEE_VUT_REF_NIGHT,NEE_CUT_REF_NIGHT_SD,NEE_VUT_REF_NIGHT_SD,NEE_CUT_REF_NIGHT_QC,NEE_VUT_REF_NIGHT_QC,NEE_CUT_REF_NIGHT_RANDUNC,NEE_VUT_REF_NIGHT_RANDUNC,NEE_CUT_REF_NIGHT_JOINTUNC,NEE_VUT_REF_NIGHT_JOINTUNC,NEE_CUT_REF_DAY,NEE_VUT_REF_DAY,NEE_CUT_REF_DAY_SD,NEE_VUT_REF_DAY_SD,NEE_CUT_REF_DAY_QC,NEE_VUT_REF_DAY_QC,NEE_CUT_REF_DAY_RANDUNC,NEE_VUT_REF_DAY_RANDUNC,NEE_CUT_REF_DAY_JOINTUNC,NEE_VUT_REF_DAY_JOINTUNC,NEE_CUT_USTAR50_NIGHT,NEE_VUT_USTAR50_NIGHT,NEE_CUT_USTAR50_NIGHT_SD,NEE_VUT_USTAR50_NIGHT_SD,NEE_CUT_USTAR50_NIGHT_QC,NEE_VUT_USTAR50_NIGHT_QC,NEE_CUT_USTAR50_NIGHT_RANDUNC,NEE_VUT_USTAR50_NIGHT_RANDUNC,NEE_CUT_USTAR50_NIGHT_JOINTUNC,NEE_VUT_USTAR50_NIGHT_JOINTUNC,NEE_CUT_USTAR50_DAY,NEE_VUT_USTAR50_DAY,NEE_CUT_USTAR50_DAY_SD,NEE_VUT_USTAR50_DAY_SD,NEE_CUT_USTAR50_DAY_QC,NEE_VUT_USTAR50_DAY_QC,NEE_CUT_USTAR50_DAY_RANDUNC,NEE_VUT_USTAR50_DAY_RANDUNC,NEE_CUT_USTAR50_DAY_JOINTUNC,NEE_VUT_USTAR50_DAY_JOINTUNC,NEE_CUT_05_NIGHT,NEE_CUT_16_NIGHT,NEE_CUT_25_NIGHT,NEE_CUT_50_NIGHT,NEE_CUT_75_NIGHT,NEE_CUT_84_NIGHT,NEE_CUT_95_NIGHT,NEE_VUT_05_NIGHT,NEE_VUT_16_NIGHT,NEE_VUT_25_NIGHT,NEE_VUT_50_NIGHT,NEE_VUT_75_NIGHT,NEE_VUT_84_NIGHT,NEE_VUT_95_NIGHT,NEE_CUT_05_NIGHT_QC,NEE_CUT_16_NIGHT_QC,NEE_CUT_25_NIGHT_QC,NEE_CUT_50_NIGHT_QC,NEE_CUT_75_NIGHT_QC,NEE_CUT_84_NIGHT_QC,NEE_CUT_95_NIGHT_QC,NEE_VUT_05_NIGHT_QC,NEE_VUT_16_NIGHT_QC,NEE_VUT_25_NIGHT_QC,NEE_VUT_50_NIGHT_QC,NEE_VUT_75_NIGHT_QC,NEE_VUT_84_NIGHT_QC,NEE_VUT_95_NIGHT_QC,NEE_CUT_05_DAY,NEE_CUT_16_DAY,NEE_CUT_25_DAY,NEE_CUT_50_DAY,NEE_CUT_75_DAY,NEE_CUT_84_DAY,NEE_CUT_95_DAY,NEE_VUT_05_DAY,NEE_VUT_16_DAY,NEE_VUT_25_DAY,NEE_VUT_50_DAY,NEE_VUT_75_DAY,NEE_VUT_84_DAY,NEE_VUT_95_DAY,NEE_CUT_05_DAY_QC,NEE_CUT_16_DAY_QC,NEE_CUT_25_DAY_QC,NEE_CUT_50_DAY_QC,NEE_CUT_75_DAY_QC,NEE_CUT_84_DAY_QC,NEE_CUT_95_DAY_QC,NEE_VUT_05_DAY_QC,NEE_VUT_16_DAY_QC,NEE_VUT_25_DAY_QC,NEE_VUT_50_DAY_QC,NEE_VUT_75_DAY_QC,NEE_VUT_84_DAY_QC,NEE_VUT_95_DAY_QC,RECO_NT_VUT_REF,RECO_NT_VUT_USTAR50,RECO_NT_VUT_MEAN,RECO_NT_VUT_SE,RECO_NT_VUT_05,RECO_NT_VUT_16,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,RECO_NT_VUT_84,RECO_NT_VUT_95,RECO_NT_CUT_REF,RECO_NT_CUT_USTAR50,RECO_NT_CUT_MEAN,RECO_NT_CUT_SE,RECO_NT_CUT_05,RECO_NT_CUT_16,RECO_NT_CUT_25,RECO_NT_CUT_50,RECO_NT_CUT_75,RECO_NT_CUT_84,RECO_NT_CUT_95,GPP_NT_VUT_REF,GPP_NT_VUT_USTAR50,GPP_NT_VUT_MEAN,GPP_NT_VUT_SE,GPP_NT_VUT_05,GPP_NT_VUT_16,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,GPP_NT_VUT_84,GPP_NT_VUT_95,GPP_NT_CUT_REF,GPP_NT_CUT_USTAR50,GPP_NT_CUT_MEAN,GPP_NT_CUT_SE,GPP_NT_CUT_05,GPP_NT_CUT_16,GPP_NT_CUT_25,GPP_NT_CUT_50,GPP_NT_CUT_75,GPP_NT_CUT_84,GPP_NT_CUT_95,RECO_DT_VUT_REF,RECO_DT_VUT_USTAR50,RECO_DT_VUT_MEAN,RECO_DT_VUT_SE,RECO_DT_VUT_05,RECO_DT_VUT_16,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,RECO_DT_VUT_84,RECO_DT_VUT_95,RECO_DT_CUT_REF,RECO_DT_CUT_USTAR50,RECO_DT_CUT_MEAN,RECO_DT_CUT_SE,RECO_DT_CUT_05,RECO_DT_CUT_16,RECO_DT_CUT_25,RECO_DT_CUT_50,RECO_DT_CUT_75,RECO_DT_CUT_84,RECO_DT_CUT_95,GPP_DT_VUT_REF,GPP_DT_VUT_USTAR50,GPP_DT_VUT_MEAN,GPP_DT_VUT_SE,GPP_DT_VUT_05,GPP_DT_VUT_16,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,GPP_DT_VUT_84,GPP_DT_VUT_95,GPP_DT_CUT_REF,GPP_DT_CUT_USTAR50,GPP_DT_CUT_MEAN,GPP_DT_CUT_SE,GPP_DT_CUT_05,GPP_DT_CUT_16,GPP_DT_CUT_25,GPP_DT_CUT_50,GPP_DT_CUT_75,GPP_DT_CUT_84,GPP_DT_CUT_95,RECO_SR,RECO_SR_N
200401,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,3.727,3.408,1.313,4.279,0.831,3.727,0.0,3.408,1.313,0.0,4.279,0.831,0.0,103.126,97.685,0.675403,23.469,23.401,0.675403,-9999,-9999,298.774,298.774,0.0,-9999,-9999,317.654,317.654,0.0,-9999,-9999,0.518,0.518,0.0,98.946,98.946,0.0,2.845,2.845,0.0,3.922,3.922,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,3.46556,0.046371,44.9365,0.0,47.445,-9999,15.2646,0.0,16.1168,-9999,1.0,3,30.4194,17.5806,0.0,0.0,1.47173,1.41076,0.0,0.0,-9999,-9999,-9999,-9999,1.43728,1.36707,0.0,0.0,-9999,-9999,-9999,-9999,1.42091,1.37417,0.0,0.0,0.0206836,0.0206699,1.19841,1.23277,1.32884,1.43728,1.53822,1.54616,1.60133,1.19841,1.20525,1.22655,1.36707,1.47991,1.53822,1.5444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63935,1.55044,0.19811,0.178429,0.0,0.0,-9999,-9999,-9999,-9999,1.03518,1.02924,0.210225,0.209515,0.0,0.0,-9999,-9999,-9999,-9999,1.59043,1.48429,0.195746,0.156267,0.0,0.0,-9999,-9999,-9999,-9999,1.02924,1.02924,0.209515,0.209515,0.0,0.0,-9999,-9999,-9999,-9999,1.23832,1.29042,1.42555,1.59043,1.73026,1.74918,1.83462,1.23832,1.24868,1.28117,1.48429,1.65205,1.74008,1.74918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01225,1.01244,1.02924,1.03077,1.03518,1.0496,1.06044,1.01225,1.01225,1.01225,1.03072,1.03518,1.03518,1.05994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25879,1.2852,1.19345,0.0398554,0.671295,0.677517,1.1839,1.26699,1.37861,1.38568,1.39895,1.41588,1.23578,1.24432,0.0319258,0.673654,1.21562,1.24672,1.27718,1.37994,1.38917,1.40147,-0.108273,-0.081869,-0.180722,0.0269461,-0.530227,-0.520892,-0.17969,-0.134281,-0.0901214,-0.0375154,-0.0108608,-0.0558514,-0.201503,-0.17659,0.0225115,-0.527536,-0.332822,-0.174123,-0.145951,-0.0986365,-0.0888347,-0.0206242,1.15918,1.27497,1.24502,0.00837871,1.15736,1.15815,1.15918,1.27169,1.27497,1.28143,1.30982,1.29411,1.28937,1.2925,0.0158884,1.16682,1.20009,1.27421,1.28999,1.29776,1.30729,1.31047,0.0501361,0.0499942,0.0465012,0.00105998,0.0356218,0.0357252,0.0358454,0.0496683,0.0501361,0.0509662,0.0560175,0.0510325,0.0506696,0.0578592,0.00614522,0.0363993,0.0452541,0.0501763,0.0508416,0.0526674,0.0536142,0.0936262,-9999,-9999
200402,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.188,4.378,1.085,6.226,1.288,5.188,0.0,4.378,1.085,0.0,6.226,1.288,0.0,168.275,100.044,0.611351,60.147,59.98,0.611351,-9999,-9999,294.178,294.178,0.0,-9999,-9999,312.105,312.105,0.0,-9999,-9999,1.21,1.21,0.0,99.91,99.91,0.0,1.416,1.416,0.0,3.552,3.552,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,3.72368,0.0,44.9159,0.0,91.8457,-9999,15.6055,0.0,31.9108,-9999,1.0,3,27.3448,20.6552,0.0,0.0,1.4489,1.40079,0.0,0.0,-9999,-9999,-9999,-9999,1.4148,1.36609,0.0,0.0,-9999,-9999,-9999,-9999,1.42215,1.37609,0.0,0.0,0.020138,0.0182826,1.22304,1.25274,1.33941,1.4148,1.52613,1.53561,1.62515,1.22304,1.22812,1.25008,1.36864,1.46346,1.52613,1.53381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.65222,1.58011,0.0562785,0.0454739,0.0,0.0,-9999,-9999,-9999,-9999,1.05602,1.04387,0.223047,0.219217,0.0,0.0,-9999,-9999,-9999,-9999,1.60385,1.52502,0.0504576,0.0382929,0.0,0.0,-9999,-9999,-9999,-9999,1.04387,1.03919,0.219217,0.214151,0.0,0.0,-9999,-9999,-9999,-9999,1.31441,1.36343,1.47793,1.60376,1.77877,1.78504,1.9351,1.31441,1.32301,1.36019,1.52694,1.67679,1.77877,1.78504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.998135,0.999731,1.03919,1.04387,1.05602,1.07725,1.09102,0.998135,0.998135,0.998135,1.04181,1.05602,1.05602,1.07903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.41305,1.43196,1.30772,0.0438219,0.732443,0.736259,1.30582,1.41001,1.50251,1.5098,1.52073,1.52947,1.3995,1.37447,0.0352175,0.733886,1.31157,1.38332,1.43152,1.50347,1.51152,1.5215,0.0469551,0.0658634,-0.0683772,0.03162,-0.493396,-0.48684,-0.0362801,0.0129887,0.0484907,0.0606089,0.0744799,0.0805652,-0.0153045,-0.0476856,0.0262898,-0.490624,-0.196973,-0.0355099,0.0145063,0.048833,0.0577571,0.0668871,1.19123,1.31023,1.27944,0.00861041,1.18936,1.19018,1.19123,1.30686,1.31023,1.31686,1.34605,1.32989,1.32503,1.33736,0.0174726,1.19908,1.27847,1.30945,1.32719,1.33521,1.34412,1.59788,0.12742,0.127089,0.11833,0.00266651,0.090951,0.0912135,0.0915194,0.126522,0.127356,0.129471,0.142471,0.130054,0.129193,0.146228,0.0150419,0.092959,0.11549,0.127321,0.12957,0.133156,0.13558,0.237166,-9999,-9999
200403,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,6.442,5.041,1.527,7.767,2.244,6.891,0.101478,5.999,1.08,0.221599,7.767,2.244,0.0,265.921,121.225,0.532258,118.381,118.164,0.532258,-9999,-9999,289.754,289.754,0.0,-9999,-9999,306.765,312.63,0.101478,-9999,-9999,1.897,1.939,0.101478,100.021,100.021,0.0,1.127,1.127,0.0,3.111,3.111,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.45414,0.101478,45.4804,0.09543,47.9523,0.945908,16.9634,0.101478,17.8854,0.424102,1.0,2,23.5484,24.4516,8.25806,9.6129,1.43899,1.39245,0.0840054,0.0907258,0.0167623,0.0161129,0.138857,0.146292,1.40433,1.36,0.0846774,0.0907258,0.0161823,0.01485,0.138788,0.146158,1.40654,1.36131,0.0855175,0.0888777,0.0193907,0.0179827,1.20696,1.23532,1.32988,1.40433,1.50208,1.511,1.59234,1.20696,1.21128,1.22958,1.36,1.45237,1.50208,1.50791,0.0974462,0.0967742,0.0907258,0.0846774,0.0840054,0.0840054,0.0645161,0.0974462,0.0974462,0.0967742,0.0907258,0.0840054,0.0840054,0.0840054,1.64735,1.57708,0.0575079,0.0467723,0.185133,0.199158,0.0236639,0.0228577,0.202586,0.22058,1.13451,1.11433,0.294543,0.285126,0.0,0.0,0.0221021,0.021158,0.070658,0.0661104,1.60036,1.52478,0.0516714,0.0392557,0.186536,0.199158,0.0229473,0.0209979,0.202504,0.220395,1.11433,1.10361,0.285126,0.273596,0.0,0.0,0.0212563,0.019554,0.070398,0.0656147,1.32379,1.37185,1.47853,1.60027,1.77104,1.77425,1.92915,1.32379,1.33226,1.36822,1.52689,1.67373,1.77104,1.77425,0.213184,0.211781,0.199158,0.186536,0.185133,0.185133,0.14446,0.213184,0.213184,0.211781,0.199158,0.185133,0.185133,0.185133,1.00924,1.01632,1.09146,1.11433,1.13451,1.15054,1.17069,1.00924,1.00924,1.00924,1.10361,1.13451,1.13451,1.15054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.59015,1.60076,1.43964,0.0486662,0.803158,0.804268,1.4242,1.59157,1.64579,1.64999,1.66397,1.66119,1.58708,1.52441,0.039412,0.803572,1.44027,1.54171,1.60536,1.6481,1.66119,1.66622,0.230144,0.240754,0.0783328,0.0359297,-0.407464,-0.402751,0.136129,0.173488,0.199554,0.211641,0.230144,0.222193,0.182746,0.117866,0.0292005,-0.403816,0.0380645,0.136608,0.179211,0.209484,0.230144,0.247219,1.22897,1.35173,1.31998,0.00888319,1.22704,1.22788,1.22897,1.34826,1.35173,1.35858,1.38869,1.37202,1.36701,1.38962,0.0236468,1.23707,1.31897,1.35093,1.36924,1.37751,1.3867,1.73341,0.247861,0.247301,0.230607,0.00510932,0.178137,0.178646,0.179242,0.245701,0.247861,0.250188,0.277284,0.254012,0.252517,0.28249,0.0277903,0.182137,0.226039,0.247193,0.253075,0.257812,0.262864,0.4382,-9999,-9999
200404,9.785,0.935417,7.781,1.339,1.0,11.154,2.452,0.891771,11.078,9.329,1.516,12.278,2.456,9.883,0.935417,7.781,1.339,1.0,11.322,2.51,0.891771,368.972,163.224,0.940972,165.089,165.512,0.940972,-9999,-9999,312.666,312.666,0.0,323.232,0.934722,334.426,323.236,0.934722,3.599,0.935417,3.277,3.592,0.935417,99.277,100.036,0.863194,1.45,1.352,0.345139,2.972,3.411,0.98125,0.216459414084,0.695138888889,92.2819814793,0.711111111111,-9999,-9999,-9999,-9999,-9999,-9999,401.164,0.997222,9.686,9.615,8.771,8.625,8.538,0.935417,0.935417,0.934722,0.935417,0.935417,32.773,37.677,40.483,-9999,0.934722,0.935417,0.935417,-9999,2.54712,0.934722,58.4926,0.9875,61.6717,0.868203,14.7192,0.993056,15.5192,0.269517,0.771528,1,19.7333,28.2667,19.7333,26.8333,1.32876,1.37786,0.886806,0.908333,0.0115135,0.0112594,0.0955264,0.0478729,1.38102,1.35128,0.907639,0.91875,0.0112017,0.0134242,0.0954893,0.0484278,1.2263,1.30293,0.879132,0.899826,0.0606786,0.0092337,0.522912,1.17274,1.26124,1.32876,1.34991,1.3624,1.37826,1.16647,1.2625,1.26454,1.29937,1.34431,1.35556,1.37621,0.709722,0.814583,0.936111,0.886806,0.918056,0.920139,0.902083,0.80625,0.936111,0.936111,0.932639,0.929167,0.920139,0.902083,1.78567,1.77896,0.222919,0.222118,0.977183,0.980604,0.0169373,0.0162467,0.108156,0.12046,0.951982,1.03428,0.859228,0.829479,0.826145,0.859271,0.014684,0.0145531,0.176825,0.0481868,1.77986,1.74823,0.220604,0.211502,0.980604,0.980604,0.016207,0.0161784,0.108044,0.12045,1.03877,1.01104,0.835967,0.768661,0.858081,0.87668,0.0144521,0.0188635,0.176806,0.0496589,1.54396,1.61162,1.66781,1.77986,1.81888,1.82526,1.85278,1.54675,1.58016,1.60173,1.74858,1.81633,1.81888,1.82727,1.0,0.998246,0.998246,0.980604,0.970517,0.977183,0.866601,1.0,0.998246,0.998246,0.980604,0.970517,0.970517,0.977183,-0.464031,0.667336,0.935962,0.987408,1.01231,1.01976,1.03473,0.656101,0.925657,0.950306,0.987105,1.00776,1.01753,1.03133,0.569054,0.710742,0.769638,0.896484,0.884822,0.884822,0.848844,0.696905,0.76385,0.815797,0.894185,0.888312,0.878941,0.848803,2.11234,2.09769,2.02274,0.0223903,1.81321,1.8341,1.8688,2.10054,2.1355,2.14677,2.20078,2.07077,2.14792,2.09255,0.0234084,1.81321,1.87894,2.022,2.1288,2.14653,2.20078,2.28489,0.765823,0.746408,0.719812,0.0213087,0.562166,0.571291,0.590285,0.741082,0.790409,0.825433,0.923919,0.742009,0.766901,0.866252,0.07528,0.559815,0.591488,0.703497,0.754464,0.817676,0.906104,1.29421,1.83899,2.04573,1.98289,0.0646889,1.60548,1.80388,1.83024,1.88086,1.9465,2.03928,2.63254,2.22112,1.98389,2.00388,0.0418591,1.63626,1.68774,1.82414,1.99551,2.13377,2.23409,2.31016,1.47454,1.17377,1.00591,0.0445172,0.711115,0.775678,0.822548,0.903695,1.09217,1.1775,1.49876,0.752104,0.584571,0.695719,0.0308728,0.582417,0.591155,0.598525,0.63609,0.744113,0.774183,0.843475,-9999,-9999
200405,11.824,1.0,9.282,1.827,1.0,13.117,2.922,1.0,13.236,10.772,1.652,14.496,2.74,11.824,1.0,9.282,1.827,1.0,13.117,2.922,1.0,448.4,210.269,1.0,217.456,210.269,1.0,-9999,-9999,315.736,315.736,0.0,333.899,1.0,338.133,333.899,1.0,4.176,1.0,4.175,4.176,1.0,99.547,100.5,1.0,1.218,1.435,1.0,2.358,2.234,0.914651,0.191180438528,0.627016129032,98.0024251987,0.998655913978,-9999,-9999,-9999,-9999,-9999,-9999,404.586,0.998656,13.509,13.408,12.539,12.36,12.096,1.0,1.0,1.0,1.0,1.0,29.404,36.73,40.095,-9999,1.0,1.0,1.0,-9999,2.75837,1.0,56.7765,0.993952,61.6312,0.690541,30.5585,0.99664,33.1714,0.310136,0.990591,1,16.3871,31.6129,16.3871,29.6452,0.267103,0.343361,0.90793,0.918683,0.0345252,0.0333124,0.295468,0.254164,0.343022,0.519297,0.917339,0.930108,0.0334153,0.0294835,0.295341,0.25369,0.213621,0.417956,0.895632,0.929654,0.118799,0.0388796,-1.16843,0.0534874,0.143995,0.329292,0.611181,0.640376,0.650659,-0.0116087,0.143348,0.197971,0.514389,0.640376,0.64729,0.65226,0.637769,0.865591,0.877016,0.917339,0.956317,0.979839,0.971102,0.856855,0.874328,0.890457,0.93078,0.979839,0.97043,0.972446,1.93203,1.95959,0.215761,0.218308,0.968572,0.970588,0.0218665,0.021217,0.11218,0.107853,-0.57854,-0.479235,1.95548,1.91094,0.875502,0.891081,0.0503499,0.0484468,0.366703,0.316192,1.96108,1.97979,0.217506,0.234233,0.970588,0.944379,0.0216388,0.02098,0.112136,0.107807,-0.480695,-0.234686,1.91566,1.70589,0.889032,0.921717,0.0485484,0.0417968,0.36646,0.315241,1.7058,1.83295,1.86348,1.96129,2.04308,2.05301,2.07158,1.77281,1.84326,1.90591,1.98129,2.05022,2.05475,2.06064,0.918738,0.946007,0.946007,0.970588,0.990512,0.990512,1.0,0.910792,0.946007,0.966169,0.944379,0.990512,1.0,0.994307,-2.51957,-0.814972,-0.70882,-0.500226,-0.132475,-0.0885113,-0.0818537,-0.911936,-0.70882,-0.6643,-0.242324,-0.0880191,-0.0839036,-0.0798274,0.641439,0.839788,0.835644,0.889032,0.940318,0.957791,0.959809,0.823287,0.835644,0.850421,0.922695,0.957791,0.959809,0.969015,2.55253,2.5247,2.47653,0.011449,2.33684,2.41564,2.43137,2.47233,2.55239,2.56574,2.58043,2.42978,2.63348,2.50296,0.0158019,2.31605,2.4136,2.43032,2.49578,2.55871,2.57928,2.59407,2.03815,2.0054,2.05857,0.0374065,1.79052,1.79615,1.82053,2.00376,2.24002,2.29456,2.34845,2.16268,2.29046,2.28934,0.123971,1.79434,1.83806,1.9349,2.17451,2.28839,2.34152,3.07427,2.31665,2.54091,2.45751,0.0456966,2.07276,2.19519,2.22198,2.38741,2.66609,2.78964,3.00683,2.45766,2.5002,2.43855,0.0371436,2.06722,2.1511,2.25034,2.43179,2.55453,2.67664,2.86803,1.78886,1.90553,1.83427,0.0339807,1.56191,1.62707,1.65189,1.78886,1.98186,2.10182,2.20281,1.88961,1.80933,1.87096,0.0752777,1.58021,1.62092,1.66569,1.74261,1.90529,1.99097,2.10093,-9999,-9999
