TIMESTAMP,TA_F_MDS,TA_F_MDS_QC,TA_F_MDS_NIGHT,TA_F_MDS_NIGHT_SD,TA_F_MDS_NIGHT_QC,TA_F_MDS_DAY,TA_F_MDS_DAY_SD,TA_F_MDS_DAY_QC,TA_ERA,TA_ERA_NIGHT,TA_ERA_NIGHT_SD,TA_ERA_DAY,TA_ERA_DAY_SD,TA_F,TA_F_QC,TA_F_NIGHT,TA_F_NIGHT_SD,TA_F_NIGHT_QC,TA_F_DAY,TA_F_DAY_SD,TA_F_DAY_QC,SW_IN_POT,SW_IN_F_MDS,SW_IN_F_MDS_QC,SW_IN_ERA,SW_IN_F,SW_IN_F_QC,LW_IN_F_MDS,LW_IN_F_MDS_QC,LW_IN_ERA,LW_IN_F,LW_IN_F_QC,LW_IN_JSB,LW_IN_JSB_QC,LW_IN_JSB_ERA,LW_IN_JSB_F,LW_IN_JSB_F_QC,VPD_F_MDS,VPD_F_MDS_QC,VPD_ERA,VPD_F,VPD_F_QC,PA_ERA,PA_F,PA_F_QC,P_ERA,P_F,P_F_QC,WS_ERA,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_OUT,PPFD_OUT_QC,SW_OUT,SW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_1_QC,SWC_F_MDS_1,SWC_F_MDS_1_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,EBC_CF_N,EBC_CF_METHOD,NIGHT_D,DAY_D,NIGHT_RANDUNC_N,DAY_RANDUNC_N,NEE_CUT_REF,NEE_VUT_REF,NEE_CUT_REF_QC,NEE_VUT_REF_QC,NEE_CUT_REF_RANDUNC,NEE_VUT_REF_RANDUNC,NEE_CUT_REF_JOINTUNC,NEE_VUT_REF_JOINTUNC,NEE_CUT_USTAR50,NEE_VUT_USTAR50,NEE_CUT_USTAR50_QC,NEE_VUT_USTAR50_QC,NEE_CUT_USTAR50_RANDUNC,NEE_VUT_USTAR50_RANDUNC,NEE_CUT_USTAR50_JOINTUNC,NEE_VUT_USTAR50_JOINTUNC,NEE_CUT_MEAN,NEE_VUT_MEAN,NEE_CUT_MEAN_QC,NEE_VUT_MEAN_QC,NEE_CUT_SE,NEE_VUT_SE,NEE_CUT_05,NEE_CUT_16,NEE_CUT_25,NEE_CUT_50,NEE_CUT_75,NEE_CUT_84,NEE_CUT_95,NEE_VUT_05,NEE_VUT_16,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_84,NEE_VUT_95,NEE_CUT_05_QC,NEE_CUT_16_QC,NEE_CUT_25_QC,NEE_CUT_50_QC,NEE_CUT_75_QC,NEE_CUT_84_QC,NEE_CUT_95_QC,NEE_VUT_05_QC,NEE_VUT_16_QC,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,NEE_VUT_84_QC,NEE_VUT_95_QC,NEE_CUT_REF_NIGHT,NEE_VUT_REF_NIGHT,NEE_CUT_REF_NIGHT_SD,NEE_VUT_REF_NIGHT_SD,NEE_CUT_REF_NIGHT_QC,NEE_VUT_REF_NIGHT_QC,NEE_CUT_REF_NIGHT_RANDUNC,NEE_VUT_REF_NIGHT_RANDUNC,NEE_CUT_REF_NIGHT_JOINTUNC,NEE_VUT_REF_NIGHT_JOINTUNC,NEE_CUT_REF_DAY,NEE_VUT_REF_DAY,NEE_CUT_REF_DAY_SD,NEE_VUT_REF_DAY_SD,NEE_CUT_REF_DAY_QC,NEE_VUT_REF_DAY_QC,NEE_CUT_REF_DAY_RANDUNC,NEE_VUT_REF_DAY_RANDUNC,NEE_CUT_REF_DAY_JOINTUNC,NEE_VUT_REF_DAY_JOINTUNC,NEE_CUT_USTAR50_NIGHT,NEE_VUT_USTAR50_NIGHT,NEE_CUT_USTAR50_NIGHT_SD,NEE_VUT_USTAR50_NIGHT_SD,NEE_CUT_USTAR50_NIGHT_QC,NEE_VUT_USTAR50_NIGHT_QC,NEE_CUT_USTAR50_NIGHT_RANDUNC,NEE_VUT_USTAR50_NIGHT_RANDUNC,NEE_CUT_USTAR50_NIGHT_JOINTUNC,NEE_VUT_USTAR50_NIGHT_JOINTUNC,NEE_CUT_USTAR50_DAY,NEE_VUT_USTAR50_DAY,NEE_CUT_USTAR50_DAY_SD,NEE_VUT_USTAR50_DAY_SD,NEE_CUT_USTAR50_DAY_QC,NEE_VUT_USTAR50_DAY_QC,NEE_CUT_USTAR50_DAY_RANDUNC,NEE_VUT_USTAR50_DAY_RANDUNC,NEE_CUT_USTAR50_DAY_JOINTUNC,NEE_VUT_USTAR50_DAY_JOINTUNC,NEE_CUT_05_NIGHT,NEE_CUT_16_NIGHT,NEE_CUT_25_NIGHT,NEE_CUT_50_NIGHT,NEE_CUT_75_NIGHT,NEE_CUT_84_NIGHT,NEE_CUT_95_NIGHT,NEE_VUT_05_NIGHT,NEE_VUT_16_NIGHT,NEE_VUT_25_NIGHT,NEE_VUT_50_NIGHT,NEE_VUT_75_NIGHT,NEE_VUT_84_NIGHT,NEE_VUT_95_NIGHT,NEE_CUT_05_NIGHT_QC,NEE_CUT_16_NIGHT_QC,NEE_CUT_25_NIGHT_QC,NEE_CUT_50_NIGHT_QC,NEE_CUT_75_NIGHT_QC,NEE_CUT_84_NIGHT_QC,NEE_CUT_95_NIGHT_QC,NEE_VUT_05_NIGHT_QC,NEE_VUT_16_NIGHT_QC,NEE_VUT_25_NIGHT_QC,NEE_VUT_50_NIGHT_QC,NEE_VUT_75_NIGHT_QC,NEE_VUT_84_NIGHT_QC,NEE_VUT_95_NIGHT_QC,NEE_CUT_05_DAY,NEE_CUT_16_DAY,NEE_CUT_25_DAY,NEE_CUT_50_DAY,NEE_CUT_75_DAY,NEE_CUT_84_DAY,NEE_CUT_95_DAY,NEE_VUT_05_DAY,NEE_VUT_16_DAY,NEE_VUT_25_DAY,NEE_VUT_50_DAY,NEE_VUT_75_DAY,NEE_VUT_84_DAY,NEE_VUT_95_DAY,NEE_CUT_05_DAY_QC,NEE_CUT_16_DAY_QC,NEE_CUT_25_DAY_QC,NEE_CUT_50_DAY_QC,NEE_CUT_75_DAY_QC,NEE_CUT_84_DAY_QC,NEE_CUT_95_DAY_QC,NEE_VUT_05_DAY_QC,NEE_VUT_16_DAY_QC,NEE_VUT_25_DAY_QC,NEE_VUT_50_DAY_QC,NEE_VUT_75_DAY_QC,NEE_VUT_84_DAY_QC,NEE_VUT_95_DAY_QC,RECO_NT_VUT_REF,RECO_NT_VUT_USTAR50,RECO_NT_VUT_MEAN,RECO_NT_VUT_SE,RECO_NT_VUT_05,RECO_NT_VUT_16,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,RECO_NT_VUT_84,RECO_NT_VUT_95,RECO_NT_CUT_REF,RECO_NT_CUT_USTAR50,RECO_NT_CUT_MEAN,RECO_NT_CUT_SE,RECO_NT_CUT_05,RECO_NT_CUT_16,RECO_NT_CUT_25,RECO_NT_CUT_50,RECO_NT_CUT_75,RECO_NT_CUT_84,RECO_NT_CUT_95,GPP_NT_VUT_REF,GPP_NT_VUT_USTAR50,GPP_NT_VUT_MEAN,GPP_NT_VUT_SE,GPP_NT_VUT_05,GPP_NT_VUT_16,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,GPP_NT_VUT_84,GPP_NT_VUT_95,GPP_NT_CUT_REF,GPP_NT_CUT_USTAR50,GPP_NT_CUT_MEAN,GPP_NT_CUT_SE,GPP_NT_CUT_05,GPP_NT_CUT_16,GPP_NT_CUT_25,GPP_NT_CUT_50,GPP_NT_CUT_75,GPP_NT_CUT_84,GPP_NT_CUT_95,RECO_DT_VUT_REF,RECO_DT_VUT_USTAR50,RECO_DT_VUT_MEAN,RECO_DT_VUT_SE,RECO_DT_VUT_05,RECO_DT_VUT_16,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,RECO_DT_VUT_84,RECO_DT_VUT_95,RECO_DT_CUT_REF,RECO_DT_CUT_USTAR50,RECO_DT_CUT_MEAN,RECO_DT_CUT_SE,RECO_DT_CUT_05,RECO_DT_CUT_16,RECO_DT_CUT_25,RECO_DT_CUT_50,RECO_DT_CUT_75,RECO_DT_CUT_84,RECO_DT_CUT_95,GPP_DT_VUT_REF,GPP_DT_VUT_USTAR50,GPP_DT_VUT_MEAN,GPP_DT_VUT_SE,GPP_DT_VUT_05,GPP_DT_VUT_16,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,GPP_DT_VUT_84,GPP_DT_VUT_95,GPP_DT_CUT_REF,GPP_DT_CUT_USTAR50,GPP_DT_CUT_MEAN,GPP_DT_CUT_SE,GPP_DT_CUT_05,GPP_DT_CUT_16,GPP_DT_CUT_25,GPP_DT_CUT_50,GPP_DT_CUT_75,GPP_DT_CUT_84,GPP_DT_CUT_95,RECO_SR,RECO_SR_N
200101,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-15.096,-15.469,2.58,-14.319,1.403,-15.096,0.0,-15.469,2.58,0.0,-14.319,1.403,0.0,66.9799,-9999,-9999,22.389,22.389,0.0,-9999,-9999,212.864,212.864,0.0,-9999,-9999,199.033,199.033,0.0,-9999,-9999,0.792,0.792,0.0,98.15,98.15,0.0,0.423,0.423,0.0,1.53,1.53,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,50.788,0.0,-9999,-9999,44.1202,0.0,-9999,-9999,-9999,-9999,32.1613,15.8387,0.0,0.0,-2.18541,-2.22714,0.0,0.0,-9999,-9999,-9999,-9999,-2.25331,-2.17192,0.0,0.0,-9999,-9999,-9999,-9999,-2.22005,-2.20064,0.0,0.0,0.0193192,0.00739737,-2.37669,-2.34505,-2.29962,-2.21592,-2.18541,-2.17192,-2.11948,-2.34505,-2.23439,-2.21592,-2.18693,-2.17604,-2.17604,-2.1603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.953618,0.892425,3.94153,3.75813,0.0,0.0,-9999,-9999,-9999,-9999,-8.31094,-8.30907,1.34759,1.35219,0.0,0.0,-9999,-9999,-9999,-9999,0.857386,0.971863,4.04512,3.79034,0.0,0.0,-9999,-9999,-9999,-9999,-8.31414,-8.30907,1.35078,1.35219,0.0,0.0,-9999,-9999,-9999,-9999,0.713596,0.749988,0.818371,0.912379,0.953618,0.971863,1.15362,0.725198,0.881975,0.908643,0.950276,0.965909,0.965909,0.988484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.49645,-8.40121,-8.33786,-8.31414,-8.30907,-8.30907,-8.30907,-8.31414,-8.30907,-8.30907,-8.30907,-8.30907,-8.30907,-8.30907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.524131,0.38649,0.584768,0.0373178,0.371001,0.402002,0.408071,0.524131,0.642518,0.855915,1.03769,0.88876,0.812803,0.679449,0.0472639,0.325656,0.408071,0.420686,0.634137,0.828725,1.02598,1.24544,2.71368,2.55841,2.7854,0.0406219,2.53852,2.58142,2.5938,2.71368,2.85934,3.05292,3.21373,2.78506,3.06611,2.8995,0.0532728,2.27329,2.59463,2.60315,2.89582,3.07721,3.20618,3.36493,2.78584,2.65745,2.893,0.106693,1.91825,2.38299,2.65622,2.66764,2.68217,4.03202,4.12934,2.39534,2.3732,2.42842,0.146598,0.122458,1.91528,1.96163,2.3732,2.66764,2.68096,4.11159,1.65225,1.57086,1.70114,0.0499224,1.23225,1.53773,1.57086,1.57537,1.58,2.23477,2.29111,1.37984,1.52769,1.50381,0.0707637,0.537369,1.31342,1.35609,1.52769,1.57687,1.61835,2.28094,-9999,-9999
200102,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-21.148,-21.744,2.306,-20.309,2.273,-21.148,0.0,-21.744,2.306,0.0,-20.309,2.273,0.0,129.054,-9999,-9999,58.166,58.166,0.0,-9999,-9999,179.03,179.03,0.0,-9999,-9999,161.607,161.607,0.0,-9999,-9999,0.777,0.777,0.0,98.641,98.641,0.0,0.205,0.205,0.0,1.398,1.398,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,50.2388,0.0,-9999,-9999,43.6389,0.0,-9999,-9999,-9999,-9999,28.3929,19.6071,0.0,0.0,-2.17657,-2.21504,0.0,0.0,-9999,-9999,-9999,-9999,-2.24282,-2.15806,0.0,0.0,-9999,-9999,-9999,-9999,-2.20935,-2.18758,0.0,0.0,0.0192868,0.00756527,-2.37101,-2.33203,-2.28989,-2.20553,-2.1737,-2.15862,-2.11309,-2.33203,-2.22203,-2.20553,-2.1737,-2.1615,-2.1615,-2.14271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.87512,1.77992,3.11172,2.94393,0.0,0.0,-9999,-9999,-9999,-9999,-7.83907,-7.79463,1.74225,1.80488,0.0,0.0,-9999,-9999,-9999,-9999,1.77841,1.87286,3.26555,2.96219,0.0,0.0,-9999,-9999,-9999,-9999,-7.85436,-7.79463,1.71719,1.80488,0.0,0.0,-9999,-9999,-9999,-9999,1.6345,1.72725,1.75365,1.82649,1.86724,1.87512,2.03412,1.64767,1.77841,1.79548,1.84735,1.86724,1.87286,1.89786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.08118,-7.96798,-7.88632,-7.83907,-7.79463,-7.79463,-7.79463,-7.87363,-7.81245,-7.81107,-7.79463,-7.79463,-7.79463,-7.79463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.203443,0.13366,0.246731,0.0230567,0.127492,0.142642,0.145666,0.203443,0.262105,0.412528,0.530418,0.429927,0.365727,0.314211,0.0296728,0.13366,0.149736,0.15955,0.262027,0.423674,0.518038,0.681398,2.38221,2.29172,2.43431,0.0267752,2.26103,2.30717,2.31634,2.38097,2.46215,2.6022,2.70512,2.44454,2.60855,2.52356,0.0374057,1.95703,2.31246,2.32169,2.56173,2.65524,2.70955,2.87317,1.90135,1.81372,1.97449,0.0728183,1.30922,1.62641,1.81288,1.82068,1.83059,2.75188,2.8183,1.63484,1.61973,1.65589,0.100677,0.0299974,1.30719,1.33882,1.61973,1.82068,1.82977,2.80619,3.3577,3.22912,3.42143,0.0824507,2.65794,3.06929,3.22912,3.2367,3.24625,4.29816,4.38605,2.80834,3.05476,3.00499,0.132526,1.12673,2.61637,2.6603,3.05476,3.23652,3.2458,4.37235,-9999,-9999
200103,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9.251,-10.749,2.439,-7.784,2.707,-9.251,0.0,-10.749,2.439,0.0,-7.784,2.707,0.0,228.616,-9999,-9999,99.025,99.025,0.0,-9999,-9999,229.615,229.615,0.0,-9999,-9999,217.563,217.563,0.0,-9999,-9999,1.237,1.237,0.0,98.429,98.429,0.0,0.525,0.525,0.0,1.5,1.5,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,50.487,0.0,-9999,-9999,43.8263,0.0,-9999,-9999,-9999,-9999,23.8387,24.1613,0.0,0.0,-2.16956,-2.20933,0.0,0.0,-9999,-9999,-9999,-9999,-2.23585,-2.15231,0.0,0.0,-9999,-9999,-9999,-9999,-2.2028,-2.18166,0.0,0.0,0.0189607,0.00740674,-2.35994,-2.32355,-2.28103,-2.1996,-2.16793,-2.15231,-2.11372,-2.32355,-2.21611,-2.1996,-2.16793,-2.15618,-2.15618,-2.13821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.93992,2.78626,1.94948,1.83373,0.0,0.0,-9999,-9999,-9999,-9999,-7.05441,-6.97956,2.37679,2.45231,0.0,0.0,-9999,-9999,-9999,-9999,2.91376,2.89572,2.00976,1.80562,0.0,0.0,-9999,-9999,-9999,-9999,-7.15301,-6.97822,2.21179,2.4551,0.0,0.0,-9999,-9999,-9999,-9999,2.72146,2.84607,2.86453,2.91376,2.99683,3.04798,3.12833,2.77305,2.81262,2.84808,2.86453,2.87346,2.92457,2.93978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.49397,-7.38918,-7.34105,-7.01918,-6.97822,-6.95375,-6.63627,-7.34105,-7.01918,-7.01336,-6.97956,-6.95605,-6.95375,-6.93808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03607,0.836693,1.10021,0.0476748,0.80721,0.852776,0.861563,1.03607,1.22199,1.43228,1.62764,1.48133,1.43228,1.19453,0.0619887,0.588679,0.836693,0.876691,1.09862,1.43228,1.67588,1.89054,3.20901,2.98901,3.28186,0.0510489,2.96093,2.97918,3.02776,3.20746,3.42447,3.65272,3.78972,3.26329,3.66813,3.39733,0.067097,2.6769,3.02776,3.03892,3.42051,3.66813,3.82742,4.00426,3.5943,3.42865,3.73257,0.137655,2.47494,3.07455,3.42706,3.4418,3.46054,5.20214,5.3277,3.09049,3.06192,3.13912,0.186765,0.350437,2.47111,2.5309,3.06192,3.4418,3.45898,5.3048,4.82481,4.66794,4.89533,0.105702,3.93398,4.37043,4.66794,4.67761,4.69145,6.01292,6.12287,4.03857,4.35365,4.28659,0.182757,1.64631,3.71223,3.94056,4.35365,4.67761,4.69072,6.10741,-9999,-9999
200104,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.215,-3.355,2.64,1.861,4.257,-0.215,0.0,-3.355,2.64,0.0,1.861,4.257,0.0,342.254,-9999,-9999,180.749,180.749,0.0,-9999,-9999,248.697,248.697,0.0,-9999,-9999,238.67,238.67,0.0,-9999,-9999,3.011,3.011,0.0,98.305,98.305,0.0,0.322,0.322,0.0,1.555,1.555,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,50.5134,0.0,-9999,-9999,43.8692,0.0,-9999,-9999,-9999,-9999,19.2333,28.7667,0.0,0.0,-2.1772,-2.21724,0.0,0.0,-9999,-9999,-9999,-9999,-2.24403,-2.16086,0.0,0.0,-9999,-9999,-9999,-9999,-2.21078,-2.19004,0.0,0.0,0.0191838,0.00745132,-2.36915,-2.33359,-2.28981,-2.20707,-2.17627,-2.16086,-2.11551,-2.33359,-2.22425,-2.20707,-2.17627,-2.16468,-2.16468,-2.14722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.68623,3.50251,1.13423,0.998727,0.0,0.0,-9999,-9999,-9999,-9999,-5.97368,-5.9158,3.38761,3.40248,0.0,0.0,-9999,-9999,-9999,-9999,3.68741,3.59914,1.13097,0.969348,0.0,0.0,-9999,-9999,-9999,-9999,-6.08233,-5.89018,3.28995,3.44928,0.0,0.0,-9999,-9999,-9999,-9999,3.23302,3.52584,3.56134,3.63831,3.69904,3.71111,3.7296,3.47487,3.52584,3.53272,3.56134,3.60315,3.63831,3.68741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.25591,-6.21737,-6.17173,-5.94523,-5.88989,-5.85854,-5.53727,-6.25591,-5.94523,-5.94423,-5.9158,-5.85941,-5.85854,-5.7981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.17321,1.95638,2.21533,0.0495771,1.89899,1.94566,1.95454,2.11024,2.44989,2.55424,2.7817,2.55424,2.62999,2.23722,0.0783969,1.30695,1.58175,1.95638,2.24943,2.59253,2.82524,2.9391,4.35368,4.11724,4.40537,0.0532098,4.05014,4.10134,4.12906,4.30709,4.65559,4.78348,4.95891,4.31379,4.87402,4.448,0.0829721,3.59676,3.89776,4.13321,4.45357,4.83656,4.98475,5.05461,4.69055,4.47437,4.87098,0.179639,3.22978,4.01227,4.4723,4.49153,4.51599,6.78876,6.95262,4.03307,3.99579,4.12301,0.233829,1.1666,3.22478,3.30282,3.99579,4.49153,4.51396,6.92274,7.05958,6.87753,7.13646,0.133822,5.9679,6.36185,6.87686,6.88965,6.90998,8.53877,8.67307,5.94672,6.34408,6.242,0.2549,2.46791,5.38019,5.65884,6.34408,6.88965,6.90878,8.6568,-9999,-9999
200105,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,7.87,5.303,2.145,9.038,3.322,7.87,0.0,5.303,2.145,0.0,9.038,3.322,0.0,435.265,-9999,-9999,194.973,194.973,0.0,-9999,-9999,291.43,291.43,0.0,-9999,-9999,285.94,285.94,0.0,-9999,-9999,4.84,4.84,0.0,97.925,97.925,0.0,1.437,1.437,0.0,1.866,1.866,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,50.788,0.0,-9999,-9999,44.1202,0.0,-9999,-9999,-9999,-9999,15.0,33.0,0.0,0.0,-2.18541,-2.22714,0.0,0.0,-9999,-9999,-9999,-9999,-2.25331,-2.17192,0.0,0.0,-9999,-9999,-9999,-9999,-2.22005,-2.20064,0.0,0.0,0.0193192,0.00739737,-2.37669,-2.34505,-2.29962,-2.21592,-2.18541,-2.17192,-2.11948,-2.34505,-2.23439,-2.21592,-2.18693,-2.17604,-2.17604,-2.1603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.95903,3.75079,0.914268,0.701303,0.0,0.0,-9999,-9999,-9999,-9999,-4.87111,-4.83418,4.34564,4.32169,0.0,0.0,-9999,-9999,-9999,-9999,3.95903,3.81748,0.914268,0.748282,0.0,0.0,-9999,-9999,-9999,-9999,-4.96637,-4.7879,4.30933,4.38655,0.0,0.0,-9999,-9999,-9999,-9999,3.24855,3.74393,3.75079,3.85661,3.95417,3.95903,3.95903,3.67039,3.7282,3.72831,3.74726,3.86667,3.90906,3.95903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.10426,-5.05532,-4.98607,-4.85393,-4.77956,-4.76069,-4.46053,-5.10426,-4.85393,-4.85249,-4.83418,-4.76191,-4.76069,-4.70523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.39443,3.23115,3.40078,0.0428169,3.14591,3.17434,3.17928,3.26941,3.58071,3.74286,3.89087,3.58148,3.82137,3.3091,0.0980738,1.93095,2.47392,3.17928,3.46878,3.80382,3.89087,3.93173,5.58398,5.40307,5.60142,0.0466278,5.29897,5.35532,5.36517,5.45298,5.76992,5.94631,6.08055,5.41042,6.07468,5.52915,0.101987,4.22904,4.76787,5.36268,5.68209,6.07468,6.08315,6.12479,5.56349,5.30708,5.7775,0.213072,3.83087,4.75898,5.30463,5.32744,5.35645,8.0522,8.24655,4.78365,4.73944,4.92621,0.265534,1.58839,3.82494,3.9175,4.73944,5.32744,5.35404,8.21111,7.02427,6.8339,7.16342,0.136389,5.89,6.62204,6.83332,6.84683,6.86624,8.62368,8.76119,6.18061,6.60287,6.38382,0.252186,2.54518,5.59334,5.88625,6.60287,6.84855,6.93546,8.74017,-9999,-9999
200106,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,12.144,9.399,2.076,13.109,3.429,12.144,0.0,9.399,2.076,0.0,13.109,3.429,0.0,479.832,-9999,-9999,223.862,223.862,0.0,-9999,-9999,308.317,308.317,0.0,-9999,-9999,304.619,304.619,0.0,-9999,-9999,6.536,6.536,0.0,98.217,98.217,0.0,1.041,1.041,0.0,1.57,1.57,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,50.5134,0.0,-9999,-9999,43.8692,0.0,-9999,-9999,-9999,-9999,12.4,35.6,0.0,0.0,-2.1772,-2.21724,0.0,0.0,-9999,-9999,-9999,-9999,-2.24403,-2.16086,0.0,0.0,-9999,-9999,-9999,-9999,-2.21078,-2.19004,0.0,0.0,0.0191838,0.00745132,-2.36915,-2.33359,-2.28981,-2.20707,-2.17627,-2.16086,-2.11551,-2.33359,-2.22425,-2.20707,-2.17627,-2.16468,-2.16468,-2.14722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.93674,3.72947,0.970785,0.665399,0.0,0.0,-9999,-9999,-9999,-9999,-4.20293,-4.18292,4.8099,4.75988,0.0,0.0,-9999,-9999,-9999,-9999,3.93674,3.70841,0.970785,0.681532,0.0,0.0,-9999,-9999,-9999,-9999,-4.28979,-4.10265,4.79209,4.87304,0.0,0.0,-9999,-9999,-9999,-9999,3.06265,3.64657,3.70124,3.8748,3.93191,3.93674,3.93674,3.58059,3.64356,3.64657,3.70327,3.91913,3.93191,3.93674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.4068,-4.37054,-4.29854,-4.2181,-4.10265,-4.08593,-3.81755,-4.4068,-4.21982,-4.21395,-4.17994,-4.09228,-4.08593,-4.0403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1216,4.03156,4.10322,0.0367262,3.81264,3.93416,3.93695,3.95584,4.18616,4.48386,4.4856,4.13499,4.48462,3.92806,0.112815,2.28373,2.78476,3.86328,4.13499,4.48386,4.48424,4.48843,6.30208,6.19242,6.29325,0.0406783,6.03067,6.08007,6.10456,6.12777,6.39557,6.67444,6.72865,6.03067,6.72865,6.13884,0.11605,4.57355,5.07045,6.03067,6.31409,6.6666,6.72827,6.75926,5.96847,5.6934,6.19806,0.228582,4.10972,5.1054,5.69076,5.71524,5.74636,8.63834,8.84684,5.13186,5.08443,5.31438,0.276327,1.70402,4.10336,4.20266,5.08443,5.71524,5.74377,8.80881,7.33682,7.13113,7.55461,0.144646,6.08981,7.13058,7.13113,7.15136,7.45102,9.10755,9.25116,6.813,7.28482,6.88927,0.261335,2.77472,6.08568,6.21183,7.14534,7.31833,7.65275,9.22507,-9999,-9999
