TIMESTAMP,TA_F_MDS,TA_F_MDS_QC,TA_F_MDS_NIGHT,TA_F_MDS_NIGHT_SD,TA_F_MDS_NIGHT_QC,TA_F_MDS_DAY,TA_F_MDS_DAY_SD,TA_F_MDS_DAY_QC,TA_ERA,TA_ERA_NIGHT,TA_ERA_NIGHT_SD,TA_ERA_DAY,TA_ERA_DAY_SD,TA_F,TA_F_QC,TA_F_NIGHT,TA_F_NIGHT_SD,TA_F_NIGHT_QC,TA_F_DAY,TA_F_DAY_SD,TA_F_DAY_QC,SW_IN_POT,SW_IN_F_MDS,SW_IN_F_MDS_QC,SW_IN_ERA,SW_IN_F,SW_IN_F_QC,LW_IN_F_MDS,LW_IN_F_MDS_QC,LW_IN_ERA,LW_IN_F,LW_IN_F_QC,LW_IN_JSB,LW_IN_JSB_QC,LW_IN_JSB_ERA,LW_IN_JSB_F,LW_IN_JSB_F_QC,VPD_F_MDS,VPD_F_MDS_QC,VPD_ERA,VPD_F,VPD_F_QC,PA_ERA,PA_F,PA_F_QC,P_ERA,P_F,P_F_QC,WS_ERA,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_OUT,PPFD_OUT_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_3,TS_F_MDS_4,TS_F_MDS_5,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_3_QC,TS_F_MDS_4_QC,TS_F_MDS_5_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_CORR_25,LE_CORR_75,LE_RANDUNC,LE_CORR_JOINTUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_CORR_25,H_CORR_75,H_RANDUNC,H_CORR_JOINTUNC,EBC_CF_N,EBC_CF_METHOD,NIGHT_D,DAY_D,NIGHT_RANDUNC_N,DAY_RANDUNC_N,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_REF_JOINTUNC,NEE_VUT_USTAR50,NEE_VUT_USTAR50_QC,NEE_VUT_USTAR50_RANDUNC,NEE_VUT_USTAR50_JOINTUNC,NEE_VUT_MEAN,NEE_VUT_MEAN_QC,NEE_VUT_SE,NEE_VUT_05,NEE_VUT_16,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_84,NEE_VUT_95,NEE_VUT_05_QC,NEE_VUT_16_QC,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,NEE_VUT_84_QC,NEE_VUT_95_QC,NEE_VUT_REF_NIGHT,NEE_VUT_REF_NIGHT_SD,NEE_VUT_REF_NIGHT_QC,NEE_VUT_REF_NIGHT_RANDUNC,NEE_VUT_REF_NIGHT_JOINTUNC,NEE_VUT_REF_DAY,NEE_VUT_REF_DAY_SD,NEE_VUT_REF_DAY_QC,NEE_VUT_REF_DAY_RANDUNC,NEE_VUT_REF_DAY_JOINTUNC,NEE_VUT_USTAR50_NIGHT,NEE_VUT_USTAR50_NIGHT_SD,NEE_VUT_USTAR50_NIGHT_QC,NEE_VUT_USTAR50_NIGHT_RANDUNC,NEE_VUT_USTAR50_NIGHT_JOINTUNC,NEE_VUT_USTAR50_DAY,NEE_VUT_USTAR50_DAY_SD,NEE_VUT_USTAR50_DAY_QC,NEE_VUT_USTAR50_DAY_RANDUNC,NEE_VUT_USTAR50_DAY_JOINTUNC,NEE_VUT_05_NIGHT,NEE_VUT_16_NIGHT,NEE_VUT_25_NIGHT,NEE_VUT_50_NIGHT,NEE_VUT_75_NIGHT,NEE_VUT_84_NIGHT,NEE_VUT_95_NIGHT,NEE_VUT_05_NIGHT_QC,NEE_VUT_16_NIGHT_QC,NEE_VUT_25_NIGHT_QC,NEE_VUT_50_NIGHT_QC,NEE_VUT_75_NIGHT_QC,NEE_VUT_84_NIGHT_QC,NEE_VUT_95_NIGHT_QC,NEE_VUT_05_DAY,NEE_VUT_16_DAY,NEE_VUT_25_DAY,NEE_VUT_50_DAY,NEE_VUT_75_DAY,NEE_VUT_84_DAY,NEE_VUT_95_DAY,NEE_VUT_05_DAY_QC,NEE_VUT_16_DAY_QC,NEE_VUT_25_DAY_QC,NEE_VUT_50_DAY_QC,NEE_VUT_75_DAY_QC,NEE_VUT_84_DAY_QC,NEE_VUT_95_DAY_QC,RECO_NT_VUT_REF,RECO_NT_VUT_USTAR50,RECO_NT_VUT_MEAN,RECO_NT_VUT_SE,RECO_NT_VUT_05,RECO_NT_VUT_16,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,RECO_NT_VUT_84,RECO_NT_VUT_95,GPP_NT_VUT_REF,GPP_NT_VUT_USTAR50,GPP_NT_VUT_MEAN,GPP_NT_VUT_SE,GPP_NT_VUT_05,GPP_NT_VUT_16,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,GPP_NT_VUT_84,GPP_NT_VUT_95,RECO_DT_VUT_REF,RECO_DT_VUT_USTAR50,RECO_DT_VUT_MEAN,RECO_DT_VUT_SE,RECO_DT_VUT_05,RECO_DT_VUT_16,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,RECO_DT_VUT_84,RECO_DT_VUT_95,GPP_DT_VUT_REF,GPP_DT_VUT_USTAR50,GPP_DT_VUT_MEAN,GPP_DT_VUT_SE,GPP_DT_VUT_05,GPP_DT_VUT_16,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,GPP_DT_VUT_84,GPP_DT_VUT_95,RECO_SR,RECO_SR_N
20130429,-9999,-9999,11.907,0.729,0.0,14.101,0.41,0.0,8.912,7.277,0.832,9.893,2.03,8.912,0.0,7.277,0.832,0.0,9.893,2.03,0.0,396.145,208.32,0.0,203.481,203.481,0.0,-9999,-9999,306.868,306.868,0.0,-9999,-9999,310.673,310.673,0.0,-9999,-9999,3.646,3.646,0.0,101.292,101.292,0.0,0.682,0.682,0.0,3.197,3.197,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-14.4652,0.0,68.8548,0.0,126.929,-9999,-9999,-9999,-9999,16.0549,0.0,29.5961,-9999,-9999,-9999,-9999,11.0,3,18,30,0,0,-0.312535,0.0,-9999,-9999,-0.312535,0.0,-9999,-9999,-0.515531,0.0,0.0482202,-1.02727,-0.928829,-0.924437,-0.312535,-0.312535,-0.312535,-0.272684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.08837,0.541668,0.0,-9999,-9999,-2.3349,3.22017,0.0,-9999,-9999,3.08837,0.541668,0.0,-9999,-9999,-2.3349,3.22017,0.0,-9999,-9999,3.08837,3.08837,3.08837,3.08837,3.1442,3.19078,3.27567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.54928,-3.31885,-3.31185,-2.3349,-2.3349,-2.3349,-2.3349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.44524,2.46586,2.41028,0.0204758,2.12559,2.24621,2.39478,2.43522,2.46542,2.49299,2.57542,2.7805,2.77839,2.92581,0.0409467,2.64843,2.74052,2.74775,2.77839,3.06441,3.22235,3.38374,2.18329,2.18329,2.83768,0.151761,2.06521,2.18329,2.18329,2.18329,4.14081,4.23194,4.30688,3.1156,3.1156,3.65519,0.125159,3.04811,3.1156,3.1156,3.1156,4.74321,4.75245,4.91743,-9999,-9999
20130430,15.215,0.0,12.698,2.407,0.0,16.725,2.887,0.0,8.637,6.77,1.011,9.757,2.087,8.637,0.0,6.77,1.011,0.0,9.757,2.087,0.0,399.159,270.059,0.0,243.15,243.15,0.0,329.046,0.0,288.965,288.965,0.0,324.319,0.0,289.459,289.459,0.0,6.731,0.0,3.847,3.847,0.0,102.055,102.055,0.0,0.0,0.0,0.0,2.728,2.728,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,394.926,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-15.8034,0.0,97.7188,0.0,174.952,-9999,-9999,4.44464,-9999,15.6383,0.0,27.9982,-9999,-9999,3.55352,-9999,11.0,3,18,30,9,2,-0.980125,0.0,0.458922,0.470323,-0.980125,0.0,0.458922,0.470323,-1.03405,0.0,0.0185463,-1.23266,-1.18598,-1.17427,-0.980125,-0.980125,-0.980125,-0.862023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.96083,0.640789,0.0,0.485257,0.516932,-3.28769,3.22529,0.0,1.07134,1.10378,2.96083,0.640789,0.0,0.485257,0.516932,-3.28769,3.22529,0.0,1.07134,1.10378,2.96083,2.96083,2.96083,2.96083,3.31591,3.31717,3.36302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.91837,-3.81889,-3.81414,-3.28769,-3.28769,-3.28769,-3.28769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.41308,2.4344,2.37685,0.0207737,2.08754,2.21084,2.36224,2.40271,2.43395,2.46124,2.54055,3.41671,3.41453,3.4109,0.0172617,3.2656,3.36556,3.37536,3.39285,3.41096,3.42418,3.61197,2.17301,2.17301,2.82426,0.151037,2.05549,2.17301,2.17301,2.17301,4.12131,4.21201,4.2866,3.47777,3.47777,4.02762,0.127551,3.42224,3.47334,3.47777,3.47777,5.12871,5.15007,5.3128,-9999,-9999
20130501,16.916,0.0,14.516,2.163,0.0,18.232,2.943,0.0,7.693,5.871,1.348,8.692,2.405,7.693,0.0,5.871,1.348,0.0,8.692,2.405,0.0,402.136,273.119,0.0,253.276,253.276,0.0,335.812,0.0,280.099,280.099,0.0,331.087,0.0,278.953,278.953,0.0,7.737,0.0,3.178,3.178,0.0,102.513,102.513,0.0,0.0,0.0,0.0,1.289,1.289,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,389.265,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-16.8774,0.0,107.762,0.0,186.58,-9999,-9999,3.91767,-9999,12.8464,0.0,22.2423,-9999,-9999,2.08001,-9999,11.0,3,17,31,17,23,-0.778654,0.0,0.296494,0.411112,-0.778654,0.0,0.296494,0.411112,-0.969887,0.0,0.0440132,-1.41352,-1.34823,-1.33318,-0.778654,-0.778654,-0.778654,-0.707856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.24006,0.538317,0.0,0.350619,0.360368,-2.93863,3.9469,0.0,0.423965,0.568855,3.24006,0.538317,0.0,0.350619,0.360368,-2.93863,3.9469,0.0,0.423965,0.568855,3.05042,3.07355,3.0932,3.24006,3.24006,3.24006,3.43269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.78192,-3.69718,-3.69077,-2.93863,-2.93863,-2.93863,-2.93863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.30265,2.32647,2.26195,0.0218611,1.95621,2.08908,2.25049,2.29109,2.32596,2.35228,2.42078,3.10756,3.10512,3.23184,0.0369628,3.05833,3.06205,3.07219,3.10756,3.37419,3.43554,3.65987,2.13794,2.13794,2.7785,0.148567,2.02232,2.13794,2.13794,2.13794,4.05481,4.14405,4.21743,3.59463,3.59463,4.1534,0.129633,3.54009,3.5893,3.59463,3.59463,5.27065,5.29525,5.45882,-9999,-9999
20130502,14.396,0.0,13.241,1.616,0.0,15.03,2.046,0.0,8.615,6.504,1.294,9.772,2.211,8.615,0.0,6.504,1.294,0.0,9.772,2.211,0.0,405.074,208.32,0.0,232.634,232.634,0.0,340.039,0.0,296.203,296.203,0.0,329.249,0.0,298.035,298.035,0.0,5.575,0.0,4.223,4.223,0.0,102.213,102.213,0.0,0.0,0.0,0.0,2.296,2.296,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,391.97,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-14.4652,0.0,68.8548,0.0,115.25,-9999,-9999,3.62978,-9999,16.0549,0.0,26.8729,-9999,-9999,1.88479,-9999,11.0,3,17,31,17,31,-0.312535,0.0,0.259783,0.403041,-0.312535,0.0,0.259783,0.403041,-0.515531,0.0,0.0482202,-1.02727,-0.928829,-0.924437,-0.312535,-0.312535,-0.312535,-0.272684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.11789,0.543204,0.0,0.31159,0.316272,-2.17615,3.28711,0.0,0.347928,0.591262,3.11789,0.543204,0.0,0.31159,0.316272,-2.17615,3.28711,0.0,0.347928,0.591262,3.11789,3.11789,3.11789,3.11789,3.18411,3.22632,3.27097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.32655,-3.13226,-3.12548,-2.17615,-2.17615,-2.17615,-2.17615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.41124,2.43251,2.37516,0.0207227,2.08669,2.20947,2.36048,2.40089,2.43206,2.45932,2.53864,2.74722,2.74505,2.89069,0.041014,2.61019,2.70597,2.71343,2.74505,3.02514,3.1839,3.35111,2.17184,2.17184,2.82275,0.150956,2.05439,2.17184,2.17184,2.17184,4.1191,4.20976,4.2843,3.42783,3.42783,3.9872,0.129768,3.36555,3.42529,3.42783,3.42783,5.10997,5.12791,5.29462,-9999,-9999
20130503,15.215,0.0,12.483,2.297,0.0,16.713,2.84,0.0,8.278,6.071,0.798,9.487,2.171,8.278,0.0,6.071,0.798,0.0,9.487,2.171,0.0,407.973,270.059,0.0,261.469,261.469,0.0,329.046,0.0,277.624,277.624,0.0,322.306,0.0,276.02,276.02,0.0,6.731,0.0,4.353,4.353,0.0,101.869,101.869,0.0,0.0,0.0,0.0,1.737,1.737,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,394.926,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-15.8034,0.0,97.7188,0.0,159.466,-9999,-9999,4.47323,-9999,15.6383,0.0,25.52,-9999,-9999,1.79392,-9999,11.0,3,17,31,17,31,-0.980125,0.0,0.269262,0.288264,-0.980125,0.0,0.269262,0.288264,-1.03405,0.0,0.0185463,-1.23266,-1.18598,-1.17427,-0.980125,-0.980125,-0.980125,-0.862023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.93525,0.650962,0.0,0.306036,0.354392,-3.07209,3.39068,0.0,0.365035,0.443331,2.93525,0.650962,0.0,0.306036,0.354392,-3.07209,3.39068,0.0,0.365035,0.443331,2.93525,2.93525,2.93525,2.93525,3.28916,3.29266,3.31873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.64425,-3.57525,-3.56947,-3.07209,-3.07209,-3.07209,-3.07209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.37113,2.39338,2.33325,0.0211684,2.03791,2.16471,2.31981,2.36031,2.39291,2.41983,2.49507,3.37578,3.37351,3.3673,0.0176691,3.21745,3.31621,3.33265,3.34696,3.36979,3.38277,3.5719,2.1596,2.1596,2.80677,0.150093,2.04281,2.1596,2.1596,2.1596,4.09589,4.18603,4.26016,3.67396,3.67396,4.23751,0.130742,3.62122,3.66778,3.67396,3.67396,5.3631,5.38975,5.55401,-9999,-9999
20130504,16.916,0.0,14.516,2.163,0.0,18.232,2.943,0.0,10.473,7.558,3.573,12.072,3.957,10.473,0.0,7.558,3.573,0.0,12.072,3.957,0.0,410.832,273.119,0.0,265.152,265.152,0.0,335.812,0.0,291.367,291.367,0.0,333.592,0.0,292.305,292.305,0.0,7.737,0.0,5.163,5.163,0.0,101.552,101.552,0.0,0.0,0.0,0.0,1.258,1.258,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,389.265,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-16.8774,0.0,107.762,0.0,171.337,-9999,-9999,4.27304,-9999,12.8464,0.0,20.4252,-9999,-9999,1.57751,-9999,11.0,3,17,31,17,31,-0.778654,0.0,0.267553,0.390754,-0.778654,0.0,0.267553,0.390754,-0.969887,0.0,0.0440132,-1.41352,-1.34823,-1.33318,-0.778654,-0.778654,-0.778654,-0.707856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.24006,0.538317,0.0,0.297055,0.308502,-2.93863,3.9469,0.0,0.364466,0.526009,3.24006,0.538317,0.0,0.297055,0.308502,-2.93863,3.9469,0.0,0.364466,0.526009,3.05042,3.07355,3.0932,3.24006,3.24006,3.24006,3.43269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.78192,-3.69718,-3.69077,-2.93863,-2.93863,-2.93863,-2.93863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.64289,2.65709,2.62111,0.0172478,2.39093,2.47273,2.59699,2.63598,2.65679,2.68594,2.79189,3.43719,3.43574,3.59099,0.036473,3.40781,3.41004,3.4161,3.43719,3.74712,3.85149,3.98153,2.23393,2.23393,2.90382,0.155336,2.11312,2.23393,2.23393,2.23393,4.23686,4.33011,4.40679,3.69943,3.69943,4.26271,0.130679,3.64816,3.69277,3.69943,3.69943,5.38718,5.41478,5.57861,-9999,-9999
20130505,14.396,0.0,13.241,1.616,0.0,15.03,2.046,0.0,11.623,9.617,1.349,12.723,2.547,11.623,0.0,9.617,1.349,0.0,12.723,2.547,0.0,413.65,208.32,0.0,244.669,244.669,0.0,340.039,0.0,314.54,314.54,0.0,349.428,0.0,319.764,319.764,0.0,5.575,0.0,3.978,3.978,0.0,102.145,102.145,0.0,0.0,0.0,0.0,1.745,1.745,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,391.97,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-14.4652,0.0,68.8548,0.0,108.01,-9999,-9999,3.79293,-9999,16.0549,0.0,25.1846,-9999,-9999,1.62489,-9999,11.0,3,17,31,17,31,-0.312535,0.0,0.24915,0.39627,-0.312535,0.0,0.24915,0.39627,-0.515531,0.0,0.0482202,-1.02727,-0.928829,-0.924437,-0.312535,-0.312535,-0.312535,-0.272684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.11789,0.543204,0.0,0.313118,0.317777,-2.17615,3.28711,0.0,0.329724,0.580736,3.11789,0.543204,0.0,0.313118,0.317777,-2.17615,3.28711,0.0,0.329724,0.580736,3.11789,3.11789,3.11789,3.11789,3.18411,3.22632,3.27097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.32655,-3.13226,-3.12548,-2.17615,-2.17615,-2.17615,-2.17615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.77479,2.78639,2.75733,0.016502,2.54186,2.6123,2.73005,2.76912,2.78614,2.81649,2.93383,3.1001,3.09892,3.27286,0.0408485,3.04217,3.07755,3.08166,3.09892,3.48533,3.62573,3.69578,2.27809,2.27809,2.96144,0.158446,2.15488,2.27809,2.27809,2.27809,4.32061,4.41569,4.49389,3.52278,3.52278,4.08457,0.130322,3.46446,3.5188,3.52278,3.52278,5.21026,5.2311,5.3976,-9999,-9999
20130506,15.215,0.0,12.483,2.297,0.0,16.713,2.84,0.0,13.235,10.754,2.429,14.595,3.132,13.235,0.0,10.754,2.429,0.0,14.595,3.132,0.0,416.425,270.059,0.0,230.717,230.717,0.0,329.046,0.0,325.444,325.444,0.0,329.502,0.0,332.685,332.685,0.0,6.731,0.0,5.166,5.166,0.0,102.211,102.211,0.0,0.0,0.0,0.0,1.616,1.616,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,394.926,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-15.8034,0.0,97.7188,0.0,150.596,-9999,-9999,4.3064,-9999,15.6383,0.0,24.1005,-9999,-9999,1.63868,-9999,11.0,3,17,31,17,31,-0.980125,0.0,0.256287,0.276183,-0.980125,0.0,0.256287,0.276183,-1.03405,0.0,0.0185463,-1.23266,-1.18598,-1.17427,-0.980125,-0.980125,-0.980125,-0.862023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.93525,0.650962,0.0,0.327163,0.372789,-3.07209,3.39068,0.0,0.337706,0.421114,2.93525,0.650962,0.0,0.327163,0.372789,-3.07209,3.39068,0.0,0.337706,0.421114,2.93525,2.93525,2.93525,2.93525,3.28916,3.29266,3.31873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.64425,-3.57525,-3.56947,-3.07209,-3.07209,-3.07209,-3.07209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.97636,2.98157,2.97206,0.0140924,2.81086,2.858,2.93612,2.97307,2.98146,3.01344,3.15483,3.96222,3.96169,4.00611,0.0121329,3.94536,3.95206,3.95392,3.96169,4.01718,4.08895,4.14418,2.33107,2.33107,3.03063,0.162185,2.20501,2.33107,2.33107,2.33107,4.42111,4.5184,4.59842,3.40573,3.40573,3.96561,0.129875,3.34285,3.40348,3.40573,3.40573,5.09051,5.10707,5.27397,-9999,-9999
20130507,16.916,0.0,14.724,2.051,0.0,18.012,3.152,0.0,14.494,12.869,1.55,15.307,2.253,14.494,0.0,12.869,1.55,0.0,15.307,2.253,0.0,419.158,273.119,0.0,196.986,196.986,0.0,335.812,0.0,348.122,348.122,0.0,335.376,0.0,359.557,359.557,0.0,7.737,0.0,4.415,4.415,0.0,101.782,101.782,0.0,2.495,2.495,0.0,2.573,2.573,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,389.265,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-16.8774,0.0,107.762,0.0,163.887,-9999,-9999,4.16444,-9999,12.8464,0.0,19.5371,-9999,-9999,1.55461,-9999,11.0,3,16,32,16,32,-0.778654,0.0,0.260952,0.386264,-0.778654,0.0,0.260952,0.386264,-0.969887,0.0,0.0440132,-1.41352,-1.34823,-1.33318,-0.778654,-0.778654,-0.778654,-0.707856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.17023,0.469761,0.0,0.335869,0.337504,-2.71063,4.09133,0.0,0.337752,0.516856,3.17023,0.469761,0.0,0.335869,0.337504,-2.71063,4.09133,0.0,0.337752,0.516856,3.08641,3.10388,3.11085,3.17023,3.17023,3.17023,3.3749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.59863,-3.4931,-3.48689,-2.71063,-2.71063,-2.71063,-2.71063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.13068,3.13151,3.135,0.0131135,3.00829,3.04068,3.10057,3.13011,3.13149,3.15671,3.32343,3.91024,3.91016,4.10489,0.037401,3.90842,3.90858,3.90899,3.91024,4.35652,4.42645,4.4542,2.37452,2.37452,3.08735,0.165249,2.2461,2.37452,2.37452,2.37452,4.5035,4.60261,4.68411,3.10019,3.10019,3.65745,0.129251,3.02564,3.10019,3.10019,3.10019,4.78406,4.78889,4.96146,-9999,-9999
20130508,14.396,0.0,13.244,1.669,0.0,14.972,2.039,0.0,15.593,14.53,0.663,16.124,1.144,15.593,0.0,14.53,0.663,0.0,16.124,1.144,0.0,421.846,208.32,0.0,197.499,197.499,0.0,340.039,0.0,358.912,358.912,0.0,355.815,0.0,372.343,372.343,0.0,5.575,0.0,2.232,2.232,0.0,101.183,101.183,0.0,5.411,5.411,0.0,2.145,2.145,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,391.97,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-14.4652,0.0,68.8548,0.0,103.389,-9999,-9999,3.72468,-9999,16.0549,0.0,24.1072,-9999,-9999,1.56764,-9999,11.0,3,16,32,16,32,-0.312535,0.0,0.246204,0.394425,-0.312535,0.0,0.246204,0.394425,-0.515531,0.0,0.0482202,-1.02727,-0.928829,-0.924437,-0.312535,-0.312535,-0.312535,-0.272684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.08244,0.54033,0.0,0.339348,0.344203,-1.99298,3.3956,0.0,0.312829,0.565856,3.08244,0.54033,0.0,0.339348,0.344203,-1.99298,3.3956,0.0,0.312829,0.565856,3.08244,3.08244,3.08244,3.08244,3.18642,3.19765,3.32813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.14895,-2.93602,-2.92945,-1.99298,-1.99298,-1.99298,-1.99298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.26771,3.26428,3.28069,0.012593,3.18944,3.21879,3.23462,3.26771,3.2709,3.29213,3.47355,3.57646,3.57682,3.79622,0.0426922,3.57682,3.57954,3.58153,3.60467,4.11846,4.15813,4.24606,2.41098,2.41098,3.13496,0.167823,2.28059,2.41098,2.41098,2.41098,4.57266,4.67329,4.75605,3.10824,3.10824,3.66088,0.128194,3.03478,3.10824,3.10824,3.10824,4.77715,4.78377,4.95361,-9999,-9999
20130509,15.215,0.0,12.691,2.201,0.0,16.477,3.096,0.0,14.394,12.852,0.636,15.165,1.169,14.394,0.0,12.852,0.636,0.0,15.165,1.169,0.0,424.49,270.059,0.0,223.959,223.959,0.0,329.046,0.0,346.841,346.841,0.0,325.071,0.0,358.039,358.039,0.0,6.731,0.0,1.833,1.833,0.0,101.045,101.045,0.0,6.029,6.029,0.0,1.49,1.49,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,0.0,394.926,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-15.8034,0.0,97.7188,0.0,145.284,-9999,-9999,4.28287,-9999,15.6383,0.0,23.2504,-9999,-9999,1.57715,-9999,11.0,3,16,32,16,32,-0.980125,0.0,0.252446,0.272623,-0.980125,0.0,0.252446,0.272623,-1.03405,0.0,0.0185463,-1.23266,-1.18598,-1.17427,-0.980125,-0.980125,-0.980125,-0.862023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.92133,0.669693,0.0,0.341985,0.391324,-2.87741,3.51266,0.0,0.32236,0.404222,2.92133,0.669693,0.0,0.341985,0.391324,-2.87741,3.51266,0.0,0.32236,0.404222,2.92133,2.92133,2.92133,2.92133,3.29803,3.30175,3.34991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.45673,-3.36518,-3.35957,-2.87741,-2.87741,-2.87741,-2.87741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.11655,3.11809,3.11917,0.0133354,2.98487,3.01814,3.08686,3.11552,3.11806,3.14839,3.30763,4.09837,4.09822,4.15323,0.0118932,4.09506,4.09533,4.09605,4.09837,4.17085,4.25281,4.2772,2.37224,2.37224,3.08437,0.165088,2.24394,2.37224,2.37224,2.37224,4.49917,4.59819,4.67962,3.37911,3.37911,3.94778,0.131919,3.31113,3.37825,3.37911,3.37911,5.09182,5.10596,5.27723,-9999,-9999
