TIMESTAMP,TA_F_MDS,TA_F_MDS_QC,TA_F_MDS_NIGHT,TA_F_MDS_NIGHT_SD,TA_F_MDS_NIGHT_QC,TA_F_MDS_DAY,TA_F_MDS_DAY_SD,TA_F_MDS_DAY_QC,TA_ERA,TA_ERA_NIGHT,TA_ERA_NIGHT_SD,TA_ERA_DAY,TA_ERA_DAY_SD,TA_F,TA_F_QC,TA_F_NIGHT,TA_F_NIGHT_SD,TA_F_NIGHT_QC,TA_F_DAY,TA_F_DAY_SD,TA_F_DAY_QC,SW_IN_POT,SW_IN_F_MDS,SW_IN_F_MDS_QC,SW_IN_ERA,SW_IN_F,SW_IN_F_QC,LW_IN_F_MDS,LW_IN_F_MDS_QC,LW_IN_ERA,LW_IN_F,LW_IN_F_QC,LW_IN_JSB,LW_IN_JSB_QC,LW_IN_JSB_ERA,LW_IN_JSB_F,LW_IN_JSB_F_QC,VPD_F_MDS,VPD_F_MDS_QC,VPD_ERA,VPD_F,VPD_F_QC,PA_ERA,PA_F,PA_F_QC,P_ERA,P_F,P_F_QC,WS_ERA,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_OUT,PPFD_OUT_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_1_QC,SWC_F_MDS_1,SWC_F_MDS_1_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,EBC_CF_N,EBC_CF_METHOD,NIGHT_D,DAY_D,NIGHT_RANDUNC_N,DAY_RANDUNC_N,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_REF_JOINTUNC,NEE_VUT_USTAR50,NEE_VUT_USTAR50_QC,NEE_VUT_USTAR50_RANDUNC,NEE_VUT_USTAR50_JOINTUNC,NEE_VUT_MEAN,NEE_VUT_MEAN_QC,NEE_VUT_SE,NEE_VUT_05,NEE_VUT_16,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_84,NEE_VUT_95,NEE_VUT_05_QC,NEE_VUT_16_QC,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,NEE_VUT_84_QC,NEE_VUT_95_QC,NEE_VUT_REF_NIGHT,NEE_VUT_REF_NIGHT_SD,NEE_VUT_REF_NIGHT_QC,NEE_VUT_REF_NIGHT_RANDUNC,NEE_VUT_REF_NIGHT_JOINTUNC,NEE_VUT_REF_DAY,NEE_VUT_REF_DAY_SD,NEE_VUT_REF_DAY_QC,NEE_VUT_REF_DAY_RANDUNC,NEE_VUT_REF_DAY_JOINTUNC,NEE_VUT_USTAR50_NIGHT,NEE_VUT_USTAR50_NIGHT_SD,NEE_VUT_USTAR50_NIGHT_QC,NEE_VUT_USTAR50_NIGHT_RANDUNC,NEE_VUT_USTAR50_NIGHT_JOINTUNC,NEE_VUT_USTAR50_DAY,NEE_VUT_USTAR50_DAY_SD,NEE_VUT_USTAR50_DAY_QC,NEE_VUT_USTAR50_DAY_RANDUNC,NEE_VUT_USTAR50_DAY_JOINTUNC,NEE_VUT_05_NIGHT,NEE_VUT_16_NIGHT,NEE_VUT_25_NIGHT,NEE_VUT_50_NIGHT,NEE_VUT_75_NIGHT,NEE_VUT_84_NIGHT,NEE_VUT_95_NIGHT,NEE_VUT_05_NIGHT_QC,NEE_VUT_16_NIGHT_QC,NEE_VUT_25_NIGHT_QC,NEE_VUT_50_NIGHT_QC,NEE_VUT_75_NIGHT_QC,NEE_VUT_84_NIGHT_QC,NEE_VUT_95_NIGHT_QC,NEE_VUT_05_DAY,NEE_VUT_16_DAY,NEE_VUT_25_DAY,NEE_VUT_50_DAY,NEE_VUT_75_DAY,NEE_VUT_84_DAY,NEE_VUT_95_DAY,NEE_VUT_05_DAY_QC,NEE_VUT_16_DAY_QC,NEE_VUT_25_DAY_QC,NEE_VUT_50_DAY_QC,NEE_VUT_75_DAY_QC,NEE_VUT_84_DAY_QC,NEE_VUT_95_DAY_QC,RECO_NT_VUT_REF,RECO_NT_VUT_USTAR50,RECO_NT_VUT_MEAN,RECO_NT_VUT_SE,RECO_NT_VUT_05,RECO_NT_VUT_16,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,RECO_NT_VUT_84,RECO_NT_VUT_95,GPP_NT_VUT_REF,GPP_NT_VUT_USTAR50,GPP_NT_VUT_MEAN,GPP_NT_VUT_SE,GPP_NT_VUT_05,GPP_NT_VUT_16,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,GPP_NT_VUT_84,GPP_NT_VUT_95,RECO_DT_VUT_REF,RECO_DT_VUT_USTAR50,RECO_DT_VUT_MEAN,RECO_DT_VUT_SE,RECO_DT_VUT_05,RECO_DT_VUT_16,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,RECO_DT_VUT_84,RECO_DT_VUT_95,GPP_DT_VUT_REF,GPP_DT_VUT_USTAR50,GPP_DT_VUT_MEAN,GPP_DT_VUT_SE,GPP_DT_VUT_05,GPP_DT_VUT_16,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,GPP_DT_VUT_84,GPP_DT_VUT_95,RECO_SR,RECO_SR_N
201201,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,8.86,6.97,2.523,11.368,3.659,8.86,0.0,6.97,2.523,0.0,11.368,3.659,0.0,191.946,-9999,-9999,109.788,109.788,0.0,-9999,-9999,308.072,308.072,0.0,-9999,-9999,303.498,303.498,0.0,-9999,-9999,4.654,4.654,0.0,102.291,102.291,0.0,2.816,2.816,0.0,3.018,3.018,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,41.8969,0.0,59.4334,-9999,126.557,0.0,179.529,-9999,3.0,3,27.3226,20.6774,0.0,0.0,3.08757,0.0,-9999,-9999,3.13724,0.0,-9999,-9999,3.11204,0.0,0.00339753,3.07178,3.08757,3.09955,3.12041,3.12923,3.12923,3.13131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.25696,0.406242,0.0,-9999,-9999,2.60274,0.397422,0.0,-9999,-9999,3.24233,0.40968,0.0,-9999,-9999,2.73325,0.402641,0.0,-9999,-9999,3.22878,3.22878,3.22878,3.23229,3.26155,3.26189,3.27928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.58553,2.60079,2.60274,2.66028,2.73325,2.73325,2.73325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.77619,2.73383,2.80046,0.0132253,2.71099,2.73507,2.73932,2.74376,2.8517,2.88906,2.93761,-0.344219,-0.40341,-0.311557,0.0162733,-0.422545,-0.391987,-0.390824,-0.381017,-0.236988,-0.182721,-0.163542,2.91129,2.90304,3.01731,0.0376583,2.69295,2.74867,2.81261,3.04314,3.11979,3.38406,3.39453,0.768429,0.698941,0.667886,0.0299214,0.270498,0.42337,0.626939,0.643669,0.768429,0.957261,0.961742,-9999,-9999
201202,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,10.209,8.339,2.232,12.4,3.403,10.209,0.0,8.339,2.232,0.0,12.4,3.403,0.0,253.303,-9999,-9999,152.519,152.519,0.0,-9999,-9999,311.747,311.747,0.0,-9999,-9999,307.782,307.782,0.0,-9999,-9999,5.464,5.464,0.0,101.979,101.979,0.0,0.463,0.463,0.0,3.109,3.109,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,8.92205,0.72342,41.9227,0.0,57.9266,-9999,126.402,0.0,174.656,-9999,3.0,3,25.8276,22.1724,0.0,0.0,3.09163,0.0,-9999,-9999,3.14112,0.0,-9999,-9999,3.11653,0.0,0.00344314,3.07532,3.09163,3.10376,3.12501,3.13411,3.13411,3.13593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.26084,0.40823,0.0,-9999,-9999,2.65065,0.446363,0.0,-9999,-9999,3.24404,0.414194,0.0,-9999,-9999,2.77332,0.43842,0.0,-9999,-9999,3.23157,3.23157,3.23157,3.23472,3.26412,3.26591,3.28343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.63607,2.64852,2.65065,2.70622,2.7732,2.7732,2.77332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.91867,2.87067,2.93644,0.0128052,2.85216,2.87167,2.87511,2.87871,2.98733,3.01761,3.07054,-0.206341,-0.270448,-0.180061,0.0158892,-0.285573,-0.260815,-0.259738,-0.251804,-0.105278,-0.0577111,-0.0352292,3.05189,3.05232,3.15332,0.0400423,2.80088,2.86524,2.96828,3.15207,3.28096,3.56753,3.57822,0.898118,0.815486,0.784991,0.03294,0.373327,0.523748,0.733418,0.753674,0.898118,1.1116,1.1164,-9999,-9999
201203,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,10.648,8.948,1.798,12.301,2.658,10.648,0.0,8.948,1.798,0.0,12.301,2.658,0.0,335.445,-9999,-9999,157.324,157.324,0.0,-9999,-9999,330.27,330.27,0.0,-9999,-9999,329.372,329.372,0.0,-9999,-9999,4.425,4.425,0.0,101.769,101.769,0.0,4.328,4.328,0.0,3.517,3.517,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,9.00261,0.0,41.8969,0.0,54.0552,-9999,126.557,0.0,163.283,-9999,3.0,3,23.4194,24.5806,0.0,0.0,3.08757,0.0,-9999,-9999,3.13724,0.0,-9999,-9999,3.11204,0.0,0.00339753,3.07178,3.08757,3.09955,3.12041,3.12923,3.12923,3.13131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.27401,0.380759,0.0,-9999,-9999,2.69045,0.465317,0.0,-9999,-9999,3.25141,0.394999,0.0,-9999,-9999,2.80538,0.452115,0.0,-9999,-9999,3.2366,3.2366,3.2366,3.24612,3.27401,3.28211,3.29425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.66982,2.68549,2.69045,2.74446,2.80439,2.80439,2.80529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9652,2.91548,2.9811,0.0127084,2.89819,2.91642,2.91963,2.92298,3.03198,3.0602,3.11452,-0.155211,-0.221759,-0.130911,0.0157575,-0.234808,-0.211677,-0.21029,-0.202889,-0.056702,-0.011582,0.0133632,3.09811,3.10106,3.1981,0.0409093,2.83696,2.90911,3.01862,3.18879,3.33355,3.62707,3.63783,0.919954,0.837041,0.805269,0.0342571,0.384357,0.526461,0.753163,0.770901,0.919954,1.14514,1.15049,-9999,-9999
201204,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,13.998,11.522,1.916,15.894,3.374,13.998,0.0,11.522,1.916,0.0,15.894,3.374,0.0,412.294,-9999,-9999,264.855,264.855,0.0,-9999,-9999,331.384,331.384,0.0,-9999,-9999,330.67,330.67,0.0,-9999,-9999,6.18,6.18,0.0,101.715,101.715,0.0,2.527,2.527,0.0,3.197,3.197,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,8.99755,0.0,41.9094,0.0,53.2031,-9999,126.482,0.0,160.566,-9999,2.0,3,20.8667,27.1333,0.0,0.0,3.08954,0.0,-9999,-9999,3.13912,0.0,-9999,-9999,3.11421,0.0,0.00341948,3.07349,3.08954,3.10158,3.12264,3.13159,3.13159,3.13354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.30107,0.358629,0.0,-9999,-9999,2.72788,0.483662,0.0,-9999,-9999,3.27778,0.375847,0.0,-9999,-9999,2.83017,0.465717,0.0,-9999,-9999,3.26495,3.26495,3.26495,3.27227,3.30348,3.3262,3.34064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.69601,2.71413,2.72788,2.77578,2.8272,2.8272,2.82884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.31975,3.2544,3.31627,0.0115167,3.25047,3.25461,3.25535,3.25613,3.36481,3.37207,3.43793,0.197111,0.115281,0.202082,0.0145301,0.114233,0.121995,0.123604,0.125316,0.274231,0.298428,0.334544,3.44407,3.47268,3.53171,0.0498093,3.09455,3.23872,3.39503,3.43012,3.73512,4.08858,4.0997,1.16971,1.05608,1.02681,0.0390545,0.632523,0.733054,0.941047,0.978916,1.16971,1.43425,1.4397,-9999,-9999
201205,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,17.709,14.016,2.354,20.088,4.586,17.831,0.328629,14.151,2.222,0.33871,20.201,4.555,0.322581,464.663,-9999,-9999,329.955,335.943,0.329301,-9999,-9999,330.716,332.174,0.328629,-9999,-9999,329.892,330.012,0.328629,-9999,-9999,11.55,11.631,0.328629,101.5,101.499,0.322581,0.085,0.085,0.0,3.276,3.834,0.322581,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,9.66887,0.328629,40.3494,0.328629,48.522,0.291362,126.183,0.328629,151.74,0.732255,1.0,2,18.8065,29.1935,14.2258,22.871,3.00639,0.321237,0.0169424,0.0315644,3.06392,0.327285,0.0179969,0.0321427,3.04081,0.324429,0.00368799,2.99973,3.00895,3.0225,3.04819,3.06194,3.06222,3.06655,0.322581,0.322581,0.321909,0.326613,0.327285,0.327285,0.327285,3.26357,0.360624,0.333333,0.0257456,0.043373,2.6619,0.589864,0.313978,0.0210912,0.0655003,3.24984,0.397612,0.33871,0.0262544,0.043677,2.76204,0.603428,0.32043,0.0229043,0.0661064,3.20801,3.21912,3.22315,3.24151,3.27301,3.28893,3.32906,0.33871,0.33871,0.33871,0.33871,0.333333,0.333333,0.333333,2.64194,2.65174,2.6619,2.71653,2.77565,2.77577,2.77701,0.284946,0.310753,0.313978,0.319355,0.32043,0.322581,0.32043,3.69614,3.63046,3.66739,0.0104473,3.59801,3.60763,3.60815,3.63695,3.72168,3.73148,3.76759,0.647947,0.566542,0.626686,0.013425,0.539035,0.545055,0.546135,0.570663,0.699302,0.703203,0.741013,3.83676,3.89605,3.91306,0.0625592,3.38418,3.61104,3.68349,3.79647,4.19274,4.6161,4.62755,1.31018,1.15763,1.11243,0.0458689,0.713808,0.786518,0.940126,1.09815,1.31018,1.5994,1.60507,-9999,-9999
201206,20.431,1.0,16.877,2.115,1.0,22.564,4.323,1.0,20.118,16.6,2.623,22.229,4.629,20.431,1.0,16.877,2.115,1.0,22.564,4.323,1.0,485.624,359.886,1.0,347.803,359.886,1.0,349.098,1.0,343.689,349.098,1.0,344.793,1.0,345.013,344.793,1.0,14.613,1.0,14.066,14.613,1.0,101.279,101.27,1.0,0.033,0.033,0.0,3.424,5.888,0.999306,0.400190573286,0.999305555556,211.779412546,0.99375,689.289090469,0.996527777778,52.076615775,0.995138888889,47.3038252118,0.996527777778,444.64077787,0.995833333333,365.853,1.0,23.87,1.0,34.088,1.0,15.453,1.0,53.8767,0.995139,64.7891,0.3452,112.187,0.999306,134.909,0.674341,0.988889,1,18.0,30.0,18.0,30.0,2.00924,0.96875,0.0228145,0.0475657,2.049,0.9875,0.0234828,0.0478898,2.02023,0.980174,0.00578527,1.93363,1.96896,1.9989,2.03909,2.05029,2.05244,2.0554,0.938194,0.960417,0.967361,0.995139,0.995139,0.988194,0.995139,3.49449,0.397384,0.994444,0.0264748,0.0307473,1.00122,1.34921,0.953333,0.0313852,0.0696271,3.5123,0.514942,1.0,0.0284432,0.0324576,1.05184,1.40932,0.98,0.0319322,0.0698754,3.45987,3.47203,3.47748,3.49534,3.50102,3.5033,3.5164,0.987037,0.996296,0.996296,0.992593,0.994444,1.0,1.0,0.905418,0.940935,0.984193,1.04373,1.06331,1.06524,1.06887,0.908889,0.938889,0.951111,0.977778,0.992222,0.988889,0.992222,4.04178,4.02083,3.98709,0.0056561,3.9167,3.94973,3.97151,3.97579,4.01695,4.03027,4.04178,2.00154,1.97183,1.9671,0.00704823,1.90787,1.91912,1.92419,1.96811,2.01155,2.01514,2.02913,3.99317,4.03038,3.95123,0.0110014,3.80081,3.8969,3.91364,3.94624,4.01112,4.02652,4.0478,1.88852,1.9359,1.89216,0.00698726,1.77959,1.86105,1.87251,1.89059,1.93146,1.94375,1.94528,-9999,-9999
201207,21.218,1.0,17.077,2.398,1.0,23.831,4.986,1.0,21.367,17.375,2.774,23.886,5.035,21.218,1.0,17.077,2.398,1.0,23.831,4.986,1.0,473.35,352.262,1.0,346.732,352.262,1.0,350.232,1.0,350.23,350.232,1.0,358.899,1.0,352.636,358.899,1.0,13.457,1.0,13.878,13.457,1.0,101.335,101.29,1.0,0.0,0.0,0.0,2.722,3.69,1.0,0.356407258065,1.0,210.35153629,1.0,695.806536962,1.0,36.8713373656,1.0,50.1380853495,1.0,440.474430108,1.0,348.536,1.0,24.149,1.0,30.399,1.0,8.0493,1.0,106.249,0.995968,132.411,0.554868,55.996,0.997984,69.7843,0.568696,0.995296,1,18.5806,29.4194,18.5806,29.4194,-2.2026,0.959005,0.051576,0.0938374,-2.24775,0.983871,0.0541002,0.0952481,-2.24812,0.977722,0.0125562,-2.36448,-2.32622,-2.31328,-2.27058,-2.19121,-2.16944,-2.12008,0.991935,0.990591,0.989247,0.989247,0.964382,0.965726,0.96371,7.01431,0.764705,0.967742,0.041245,0.127457,-7.9741,7.4748,0.95254,0.0767932,0.106227,6.93632,0.794177,0.987455,0.0429707,0.128026,-7.99606,7.49839,0.981424,0.0806142,0.109021,6.67249,6.77456,6.81137,6.85816,6.97438,7.01575,7.0327,0.996416,0.994624,0.994624,0.994624,0.987455,0.967742,0.967742,-8.02572,-8.01729,-8.01616,-8.00223,-7.96888,-7.87049,-7.8029,0.984724,0.985836,0.986911,0.980311,0.961364,0.96459,0.955766,8.06935,8.00851,7.93058,0.0183304,7.68792,7.84104,7.85884,7.92343,8.00364,8.06935,8.09992,10.3115,10.2563,10.1786,0.014763,10.012,10.0824,10.1053,10.1762,10.2688,10.2856,10.3112,7.07682,7.03982,7.17436,0.0570778,6.5642,6.74283,6.79774,7.28384,7.46729,7.48256,7.54531,9.74315,9.57074,9.634,0.0265804,9.35146,9.43698,9.48893,9.7124,9.76927,9.77551,9.79937,-9999,-9999
201208,21.466,1.0,17.227,2.369,1.0,24.505,5.023,1.0,21.593,17.692,2.443,24.388,5.043,21.466,1.0,17.227,2.369,1.0,24.505,5.023,1.0,429.239,311.136,1.0,310.8,311.136,1.0,343.853,1.0,352.777,343.853,1.0,362.43,1.0,355.606,362.43,1.0,13.761,1.0,13.807,13.761,1.0,101.234,101.173,1.0,0.011,0.011,0.0,2.604,2.628,1.0,0.375301747312,1.0,182.169735646,0.992607526882,603.785938844,1.0,29.0669229839,0.997983870968,53.2593864247,1.0,417.439573436,0.954301075269,391.521,1.0,22.946,1.0,22.836,1.0,3.77985,1.0,109.304,1.0,166.625,0.56769,8.60846,1.0,13.1229,0.5156,0.992608,1,20.0645,27.9355,20.0645,27.9355,-3.59389,0.972446,0.0486222,0.083616,-3.62534,0.990591,0.051492,0.0853168,-3.59816,0.984425,0.00868148,-3.65172,-3.64388,-3.63067,-3.61507,-3.59389,-3.50783,-3.49463,0.999328,0.977823,0.998656,0.999328,0.972446,0.97043,0.950941,9.80228,0.850758,1.0,0.0426465,0.168156,-12.9553,12.749,0.953618,0.074453,0.107008,9.69305,1.00878,1.0,0.0491564,0.169924,-12.9283,12.8061,0.984223,0.0776057,0.109225,9.38422,9.50824,9.53921,9.67977,9.79559,9.83356,9.88129,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-12.9808,-12.9553,-12.9134,-12.8661,-12.8242,-12.8016,-12.7689,0.962767,0.953618,0.954731,0.996663,0.997775,0.998888,0.998805,11.1773,11.1166,11.0598,0.0335366,10.689,10.8417,10.8771,11.1205,11.2533,11.2697,11.2855,14.8101,14.7419,14.6581,0.0281864,14.324,14.4669,14.505,14.7228,14.7825,14.8387,14.8738,10.4297,10.476,10.4278,0.0317033,10.1432,10.2119,10.2845,10.4193,10.5047,10.6769,10.7268,14.0246,14.1871,14.0892,0.0162448,13.9601,13.987,14.0214,14.0493,14.1444,14.2077,14.2718,-9999,-9999
201209,19.794,1.0,15.714,2.736,1.0,23.387,5.414,1.0,19.399,15.792,2.589,22.573,5.131,19.794,1.0,15.714,2.736,1.0,23.387,5.414,1.0,360.565,253.482,1.0,255.143,253.482,1.0,340.819,0.9875,344.515,340.801,0.9875,354.628,1.0,345.975,354.628,1.0,12.342,1.0,11.168,12.342,1.0,101.482,101.437,1.0,0.006,0.006,0.0,2.453,2.109,1.0,0.309717361111,1.0,127.982155312,0.70625,482.476000694,1.0,31.2670527778,1.0,47.1570173611,1.0,405.94661771,0.634027777778,400.849,1.0,20.857,1.0,19.348,1.0,2.28262,1.0,62.9942,0.997222,95.8289,0.417597,26.1481,0.999306,39.7774,0.504091,0.788889,1,22.4667,25.5333,22.4667,25.5333,0.489032,0.974306,0.0362256,0.103441,0.44445,0.989583,0.0395933,0.104668,0.475722,0.975851,0.0183987,0.355728,0.392326,0.407395,0.437254,0.487062,0.586108,0.69714,0.99375,0.993056,0.99375,0.991667,0.959722,0.938194,0.920139,7.11825,0.633121,0.995586,0.0318059,0.11414,-5.3137,6.84835,0.955362,0.0593581,0.114165,7.06319,0.814431,0.998485,0.0384991,0.116183,-5.34684,6.73692,0.98183,0.0632219,0.116221,6.83342,6.90714,6.93432,7.04653,7.12116,7.12638,7.16381,0.998485,0.998485,0.998485,0.998485,0.995586,0.995586,0.976707,-5.38374,-5.34629,-5.33648,-5.3137,-5.30273,-5.15124,-4.97578,0.96842,0.985676,0.988347,0.955362,0.989736,0.895503,0.870372,8.13411,8.11815,8.07104,0.0218863,7.84568,7.92159,7.95125,8.10506,8.1535,8.18131,8.33242,7.71226,7.6737,7.59516,0.0157871,7.43705,7.52907,7.54049,7.56369,7.68349,7.70377,7.71738,7.29035,7.38748,7.25185,0.0228153,6.99966,7.03716,7.14973,7.26686,7.33753,7.38348,7.48787,7.17343,7.22089,7.07946,0.0264917,6.66115,6.90401,7.07209,7.13578,7.16677,7.18256,7.20313,-9999,-9999
201210,16.955,1.0,13.995,2.106,1.0,20.132,3.973,1.0,16.455,14.201,2.102,18.866,3.761,16.955,1.0,13.995,2.106,1.0,20.132,3.973,1.0,279.31,175.488,1.0,174.066,175.488,1.0,346.782,0.936156,341.194,346.704,0.936156,348.577,1.0,342.104,348.577,1.0,8.426,1.0,8.05,8.426,1.0,101.629,101.643,1.0,0.873,0.873,0.0,2.696,2.089,1.0,0.286627016129,1.0,87.3460807669,0.772849462366,335.209633737,1.0,31.5704238376,0.772849462366,36.5293446935,0.772849462366,405.017884586,0.772849462366,420.937,1.0,17.976,0.936156,19.97,0.936156,-1.44063,0.936156,25.8104,1.0,41.0055,0.272575,30.201,1.0,47.9809,0.494057,0.772849,1,24.8387,23.1613,24.8387,23.1613,2.69496,0.932124,0.0222092,0.0547736,2.7526,0.96371,0.0293748,0.0580498,2.74346,0.949345,0.00732411,2.65243,2.68263,2.69749,2.75868,2.77433,2.78277,2.79092,0.938844,0.938172,0.885753,0.97043,0.90793,0.977823,0.977823,3.97634,0.901,0.930372,0.0265635,0.164337,1.1922,2.08812,0.935574,0.0338705,0.169008,4.17548,0.907713,0.967345,0.0360136,0.166126,1.08474,2.2507,0.959954,0.0441567,0.171366,3.8686,3.93859,3.94855,4.18166,4.25548,4.26294,4.31724,0.945157,0.945211,0.931613,0.967345,0.974789,0.974789,0.983722,0.984552,1.02059,1.02817,1.08611,1.1776,1.35175,1.3901,0.971179,0.972645,0.971179,0.96142,0.92684,0.842328,0.866622,4.6667,4.64316,4.5414,0.0310787,4.27905,4.30827,4.32395,4.65545,4.67447,4.71446,4.78408,1.91586,1.89056,1.79787,0.0280261,1.51011,1.56899,1.62122,1.88816,1.90489,1.92901,2.02754,4.57849,4.69727,4.73584,0.0357588,4.46865,4.54487,4.57427,4.69549,4.80889,4.87098,5.18512,1.93899,1.86606,1.87092,0.0148894,1.6989,1.76102,1.78707,1.86509,1.91108,1.95882,2.01437,-9999,-9999
