TIMESTAMP,TA_F_MDS,TA_F_MDS_QC,TA_F_MDS_NIGHT,TA_F_MDS_NIGHT_SD,TA_F_MDS_NIGHT_QC,TA_F_MDS_DAY,TA_F_MDS_DAY_SD,TA_F_MDS_DAY_QC,TA_ERA,TA_ERA_NIGHT,TA_ERA_NIGHT_SD,TA_ERA_DAY,TA_ERA_DAY_SD,TA_F,TA_F_QC,TA_F_NIGHT,TA_F_NIGHT_SD,TA_F_NIGHT_QC,TA_F_DAY,TA_F_DAY_SD,TA_F_DAY_QC,SW_IN_POT,SW_IN_F_MDS,SW_IN_F_MDS_QC,SW_IN_ERA,SW_IN_F,SW_IN_F_QC,LW_IN_F_MDS,LW_IN_F_MDS_QC,LW_IN_ERA,LW_IN_F,LW_IN_F_QC,LW_IN_JSB,LW_IN_JSB_QC,LW_IN_JSB_ERA,LW_IN_JSB_F,LW_IN_JSB_F_QC,VPD_F_MDS,VPD_F_MDS_QC,VPD_ERA,VPD_F,VPD_F_QC,PA_ERA,PA_F,PA_F_QC,P_ERA,P_F,P_F_QC,WS_ERA,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_OUT,PPFD_OUT_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_1_QC,SWC_F_MDS_1,SWC_F_MDS_1_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,EBC_CF_N,EBC_CF_METHOD,NIGHT_D,DAY_D,NIGHT_RANDUNC_N,DAY_RANDUNC_N,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_REF_JOINTUNC,NEE_VUT_USTAR50,NEE_VUT_USTAR50_QC,NEE_VUT_USTAR50_RANDUNC,NEE_VUT_USTAR50_JOINTUNC,NEE_VUT_MEAN,NEE_VUT_MEAN_QC,NEE_VUT_SE,NEE_VUT_05,NEE_VUT_16,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_84,NEE_VUT_95,NEE_VUT_05_QC,NEE_VUT_16_QC,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,NEE_VUT_84_QC,NEE_VUT_95_QC,NEE_VUT_REF_NIGHT,NEE_VUT_REF_NIGHT_SD,NEE_VUT_REF_NIGHT_QC,NEE_VUT_REF_NIGHT_RANDUNC,NEE_VUT_REF_NIGHT_JOINTUNC,NEE_VUT_REF_DAY,NEE_VUT_REF_DAY_SD,NEE_VUT_REF_DAY_QC,NEE_VUT_REF_DAY_RANDUNC,NEE_VUT_REF_DAY_JOINTUNC,NEE_VUT_USTAR50_NIGHT,NEE_VUT_USTAR50_NIGHT_SD,NEE_VUT_USTAR50_NIGHT_QC,NEE_VUT_USTAR50_NIGHT_RANDUNC,NEE_VUT_USTAR50_NIGHT_JOINTUNC,NEE_VUT_USTAR50_DAY,NEE_VUT_USTAR50_DAY_SD,NEE_VUT_USTAR50_DAY_QC,NEE_VUT_USTAR50_DAY_RANDUNC,NEE_VUT_USTAR50_DAY_JOINTUNC,NEE_VUT_05_NIGHT,NEE_VUT_16_NIGHT,NEE_VUT_25_NIGHT,NEE_VUT_50_NIGHT,NEE_VUT_75_NIGHT,NEE_VUT_84_NIGHT,NEE_VUT_95_NIGHT,NEE_VUT_05_NIGHT_QC,NEE_VUT_16_NIGHT_QC,NEE_VUT_25_NIGHT_QC,NEE_VUT_50_NIGHT_QC,NEE_VUT_75_NIGHT_QC,NEE_VUT_84_NIGHT_QC,NEE_VUT_95_NIGHT_QC,NEE_VUT_05_DAY,NEE_VUT_16_DAY,NEE_VUT_25_DAY,NEE_VUT_50_DAY,NEE_VUT_75_DAY,NEE_VUT_84_DAY,NEE_VUT_95_DAY,NEE_VUT_05_DAY_QC,NEE_VUT_16_DAY_QC,NEE_VUT_25_DAY_QC,NEE_VUT_50_DAY_QC,NEE_VUT_75_DAY_QC,NEE_VUT_84_DAY_QC,NEE_VUT_95_DAY_QC,RECO_NT_VUT_REF,RECO_NT_VUT_USTAR50,RECO_NT_VUT_MEAN,RECO_NT_VUT_SE,RECO_NT_VUT_05,RECO_NT_VUT_16,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,RECO_NT_VUT_84,RECO_NT_VUT_95,GPP_NT_VUT_REF,GPP_NT_VUT_USTAR50,GPP_NT_VUT_MEAN,GPP_NT_VUT_SE,GPP_NT_VUT_05,GPP_NT_VUT_16,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,GPP_NT_VUT_84,GPP_NT_VUT_95,RECO_DT_VUT_REF,RECO_DT_VUT_USTAR50,RECO_DT_VUT_MEAN,RECO_DT_VUT_SE,RECO_DT_VUT_05,RECO_DT_VUT_16,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,RECO_DT_VUT_84,RECO_DT_VUT_95,GPP_DT_VUT_REF,GPP_DT_VUT_USTAR50,GPP_DT_VUT_MEAN,GPP_DT_VUT_SE,GPP_DT_VUT_05,GPP_DT_VUT_16,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,GPP_DT_VUT_84,GPP_DT_VUT_95,RECO_SR,RECO_SR_N
201211,11.713,1.0,9.478,2.329,1.0,14.62,3.695,1.0,12.216,10.652,2.128,14.261,2.975,11.713,1.0,9.478,2.329,1.0,14.62,3.695,1.0,208.297,109.952,1.0,105.671,109.952,1.0,338.697,0.16875,331.41,332.477,0.16875,330.977,1.0,330.701,330.977,1.0,3.693,1.0,4.357,3.693,1.0,101.883,101.94,1.0,3.956,3.956,0.0,3.01,1.828,0.998611,0.172173218599,0.998611111111,-9999,-9999,207.625889583,1.0,-9999,-9999,-9999,-9999,-9999,-9999,422.851,0.956944,12.623,0.16875,41.099,0.16875,-6.83583,0.16875,18.15,0.943056,26.9959,0.351335,22.6163,1.0,33.639,0.445946,2.0,2,27.2,20.8,27.2,20.8,3.47381,0.867361,0.023085,0.238047,3.22616,0.935417,0.0255107,0.238294,3.28529,0.903438,0.0310719,2.99727,3.05054,3.11908,3.20093,3.46711,3.52439,3.59151,0.957639,0.956944,0.944444,0.946528,0.761806,0.840972,0.854167,3.39415,0.669791,0.911817,0.0314233,0.289446,3.29317,0.89502,0.810628,0.0313578,0.153801,3.03047,0.679867,0.942857,0.0311811,0.28942,3.21947,0.903124,0.928146,0.0394431,0.155651,2.84409,2.88688,2.99216,3.02654,3.38808,3.46236,3.4732,0.976102,0.976102,0.959524,0.959524,0.913007,0.92015,0.917681,2.95618,3.01913,3.03116,3.15593,3.26324,3.32027,3.40215,0.933867,0.932201,0.925851,0.932987,0.852294,0.810707,0.801991,3.27267,3.20886,3.33481,0.0438755,3.06546,3.09844,3.10754,3.19106,3.44724,3.80462,3.84576,-0.0408965,-0.0173051,0.0491846,0.0203498,-0.0647581,-0.0408965,-0.0256725,-0.00624835,0.0552332,0.209651,0.313693,3.11223,3.01448,3.13929,0.117594,2.35289,2.45236,2.9834,3.0731,3.21553,3.24904,3.35364,0.18847,0.10212,0.198725,0.0412528,0.0414121,0.0629286,0.0843794,0.157233,0.18847,0.199109,0.295803,-9999,-9999
201212,8.277,1.0,7.224,1.72,1.0,9.751,2.262,1.0,8.606,7.71,1.629,9.861,1.826,8.277,1.0,7.224,1.72,1.0,9.751,2.262,1.0,174.624,74.471,1.0,72.607,74.471,1.0,317.273,1.0,323.687,317.273,1.0,315.815,1.0,321.699,315.815,1.0,2.315,1.0,2.695,2.315,1.0,101.83,101.886,1.0,5.905,5.905,0.0,3.39,2.69,0.998656,0.210262739598,0.998655913978,28.5178360215,1.0,140.18983871,1.0,10.4516458729,0.971774193548,9.02179167873,0.985215053763,352.321131048,1.0,405.767,0.997984,7.857,1.0,51.951,1.0,-9.07172,1.0,19.4519,0.997312,26.9611,0.366367,7.56807,0.999328,10.4897,0.371718,0.997312,1,28.0,20.0,28.0,20.0,1.67478,0.840054,0.0147305,0.209011,1.52001,0.889113,0.0162617,0.209124,1.5436,0.880158,0.0293624,1.30328,1.35039,1.39516,1.45909,1.67478,1.76737,1.81447,0.965054,0.954301,0.949597,0.909274,0.840054,0.844758,0.813844,1.45017,0.356962,0.837558,0.0181299,0.178955,1.84312,0.582828,0.843548,0.0227335,0.227015,1.317,0.354604,0.882488,0.0199555,0.179149,1.67161,0.542989,0.898387,0.0251782,0.227273,1.13897,1.18672,1.23817,1.28019,1.45017,1.54279,1.60313,0.964286,0.947005,0.9447,0.900922,0.837558,0.799539,0.748848,1.41962,1.46171,1.49126,1.58224,1.84312,1.91346,1.94425,0.966129,0.964516,0.956452,0.920968,0.843548,0.827419,0.690323,1.57387,1.47241,1.56122,0.0325546,1.34203,1.378,1.39343,1.41968,1.72353,1.75432,1.78874,0.0418067,-0.0476028,0.0175873,0.007241,-0.0543313,-0.0372687,-0.0108377,0.0158516,0.0338994,0.0391083,0.0546158,2.04158,1.60327,1.99438,0.162734,1.27809,1.38705,1.45061,1.57978,2.1483,2.8085,3.62901,0.0,0.0,0.096063,0.0455169,0.0,0.0,0.0,0.0,0.0136597,0.092655,0.639407,-9999,-9999
201301,6.035,1.0,4.108,2.154,1.0,8.568,3.64,1.0,6.867,5.012,2.496,9.31,3.602,6.035,1.0,4.108,2.154,1.0,8.568,3.64,1.0,191.946,108.512,1.0,116.195,108.512,1.0,298.512,1.0,298.486,298.512,1.0,276.367,1.0,292.325,276.367,1.0,2.536,1.0,3.468,2.536,1.0,102.35,102.371,1.0,0.417,0.417,0.0,2.616,1.872,0.942876,0.147234760395,0.91935483871,48.4155281362,0.997983870968,184.717118952,0.997983870968,21.0396999238,0.989919354839,16.6971212304,0.993951612903,340.679947177,0.997983870968,409.777,0.993952,5.324,1.0,54.155,1.0,-6.4265,1.0,19.4362,0.991935,29.8932,0.42343,15.7601,0.997984,24.2393,0.422416,0.989247,1,27.3226,20.6774,27.3226,20.6774,0.644661,0.744624,0.0147987,0.147653,0.540487,0.853495,0.0150912,0.147683,0.54354,0.821052,0.021435,0.375341,0.393265,0.403301,0.496656,0.662724,0.687085,0.718388,0.948253,0.927419,0.907258,0.883737,0.731183,0.774194,0.766129,0.530186,0.195484,0.872461,0.0181483,0.094471,0.747733,0.64905,0.576575,0.0228251,0.213821,0.466391,0.192501,0.91688,0.0169137,0.0942416,0.599522,0.87803,0.770584,0.0253014,0.214099,0.390331,0.405127,0.414345,0.455896,0.530186,0.59055,0.659083,0.944743,0.973716,0.919312,0.928827,0.872461,0.833803,0.857399,0.321163,0.354383,0.366394,0.515505,0.770568,0.779581,0.896001,0.908602,0.894854,0.90576,0.825653,0.57788,0.554839,0.629877,0.603951,0.589572,0.611878,0.0251926,0.447136,0.447617,0.452806,0.585897,0.738345,0.823001,0.859771,-0.0545854,0.0490844,0.0681123,0.00958415,-0.0373367,-0.000881444,0.0248242,0.0667963,0.0988927,0.133814,0.183898,0.64818,0.768837,0.712145,0.0424033,0.27518,0.420132,0.560735,0.668895,0.86715,1.04428,1.16065,0.2264,0.132377,0.428137,0.0453728,0.132046,0.157678,0.188367,0.282217,0.553537,0.819361,1.04955,-9999,-9999
201302,9.092,1.0,6.556,2.495,1.0,12.049,4.055,1.0,8.933,6.697,2.56,11.542,3.966,9.092,1.0,6.556,2.495,1.0,12.049,4.055,1.0,251.97,159.827,1.0,167.422,159.827,1.0,300.604,1.0,298.457,300.604,1.0,291.617,1.0,292.291,291.617,1.0,4.555,1.0,4.709,4.555,1.0,102.155,102.169,1.0,0.496,0.496,0.0,2.967,2.902,0.520089,-9999,-9999,75.5611244544,0.997767857143,284.078677877,0.997767857143,28.6510812975,0.994791666667,25.0496651786,0.997767857143,357.458620784,0.997767857143,396.036,0.921131,8.738,1.0,53.589,1.0,-1.92034,1.0,39.1956,0.912202,52.194,0.584012,17.7204,0.96131,23.597,0.499096,0.90625,1,25.8571,22.1429,25.8571,22.1071,0.447772,0.781994,0.0153391,0.151807,0.234569,0.848958,0.0231034,0.152787,0.286315,0.808092,0.0223508,0.117856,0.133802,0.136736,0.218538,0.416407,0.435862,0.457909,0.880208,0.885417,0.885417,0.870536,0.779018,0.794643,0.572917,0.953161,0.197571,0.788097,0.0185537,0.0941655,-0.187582,0.792109,0.776522,0.0236074,0.208944,0.831283,0.198407,0.835771,0.026165,0.0959558,-0.491491,0.982829,0.86606,0.037372,0.210943,0.736663,0.742497,0.745498,0.841552,0.925739,0.927137,0.953161,0.872245,0.870871,0.870871,0.872198,0.786775,0.525938,0.788097,-0.621511,-0.599931,-0.591649,-0.533879,-0.199856,-0.184718,-0.155839,0.891822,0.903502,0.903579,0.869448,0.778723,0.776599,0.637348,1.06338,0.947718,0.993589,0.0180316,0.863296,0.879876,0.88205,0.947732,1.10699,1.12784,1.15569,0.712457,0.713149,0.708343,0.00723792,0.619733,0.651851,0.689413,0.723217,0.739463,0.744488,0.748072,1.03524,1.08001,0.794246,0.0535395,0.40354,0.493426,0.572185,0.722605,0.831622,1.30037,1.49032,0.714603,0.771004,0.802175,0.0370893,0.520667,0.608665,0.688341,0.73126,0.785087,1.0687,1.37964,-9999,-9999
201303,13.155,1.0,10.418,2.216,1.0,15.773,3.89,1.0,12.942,10.6,2.21,15.186,3.86,13.155,1.0,10.418,2.216,1.0,15.773,3.89,1.0,332.684,208.199,1.0,206.265,208.199,1.0,323.473,1.0,325.885,323.473,1.0,321.534,1.0,324.261,321.534,1.0,6.317,1.0,5.976,6.317,1.0,101.902,101.912,1.0,1.022,1.022,0.0,2.765,2.864,1.0,0.234327284946,1.0,111.456711694,1.0,391.085770161,1.0,31.0512115524,0.997983870968,35.265488418,0.999327956989,383.540957661,1.0,407.237,1.0,13.937,1.0,53.271,1.0,2.58262,1.0,50.2483,1.0,64.0967,0.482947,35.103,1.0,44.7774,0.474439,1.0,1,23.5161,24.4839,23.5161,24.4839,0.595653,0.915995,0.0185042,0.295583,0.277563,0.951613,0.0280973,0.296338,0.373608,0.93703,0.0427992,0.0501124,0.0958514,0.134519,0.263669,0.595653,0.685857,0.778097,0.981855,0.978495,0.974462,0.954301,0.915995,0.895161,0.876344,1.98335,0.32178,0.981159,0.019598,0.0819364,-0.763298,1.6175,0.853603,0.0294578,0.488743,1.88802,0.368755,0.977401,0.0244722,0.0832369,-1.2716,1.89415,0.927022,0.0475939,0.490171,1.83291,1.83974,1.85663,1.88367,1.98763,1.99886,2.04205,0.983852,0.983906,0.983906,0.977401,0.977176,0.977176,0.969427,-1.64929,-1.56944,-1.51385,-1.29512,-0.763298,-0.593731,-0.474103,0.97986,0.973184,0.9655,0.932295,0.853603,0.821606,0.788152,2.30973,2.25055,2.31663,0.0234061,2.1484,2.16753,2.17971,2.24172,2.45996,2.50102,2.51881,1.96127,1.97298,1.94271,0.0236194,1.64113,1.69681,1.89288,1.97525,2.05313,2.05879,2.09293,2.12038,2.31875,2.09627,0.023421,1.82219,1.96791,2.00075,2.08237,2.17834,2.25211,2.33393,1.98979,1.98082,1.81294,0.0329223,1.44526,1.52371,1.61915,1.93072,1.98979,2.00551,2.02778,-9999,-9999
201304,16.663,1.0,13.461,2.048,1.0,19.11,3.976,1.0,16.52,13.491,2.23,18.83,4.162,16.663,1.0,13.461,2.048,1.0,19.11,3.976,1.0,410.098,289.7,1.0,283.529,289.7,1.0,332.279,0.963889,328.11,331.663,0.963889,324.113,1.0,326.854,324.113,1.0,10.405,1.0,10.734,10.405,1.0,101.681,101.673,1.0,0.37,0.37,0.0,3.711,4.377,0.772222,0.363345025084,0.758333333333,160.756449765,0.759027777778,539.570704221,0.759027777778,40.1987230745,0.758333333333,50.5230208823,0.759027777778,403.441004113,0.759027777778,397.946,0.965972,15.957,0.792361,48.396,0.963889,2.93862,0.792361,85.8472,0.963194,108.456,0.578645,38.9171,0.963194,49.1661,0.540234,0.624306,1,20.9333,27.0667,20.9333,27.0,0.802255,0.865278,0.0227902,0.0979894,0.709892,0.913889,0.0285471,0.099486,0.744262,0.901979,0.0160737,0.604298,0.637563,0.673224,0.711139,0.80892,0.828168,0.917832,0.943056,0.942361,0.940972,0.927778,0.863889,0.864583,0.859722,3.54087,0.745008,0.958954,0.0277849,0.202619,-1.37726,2.62973,0.795516,0.0325102,0.0548932,3.24895,0.615514,0.993571,0.0291153,0.202806,-1.32368,2.61285,0.855121,0.0433075,0.0619022,3.08752,3.14974,3.1705,3.22581,3.50876,3.55115,3.63778,0.995159,0.995159,0.993571,0.993571,0.958954,0.958954,0.954033,-1.38544,-1.37834,-1.37034,-1.33494,-1.30861,-1.28988,-1.23843,0.913533,0.903826,0.903826,0.794417,0.900071,0.786508,0.777181,3.86283,3.71147,3.98076,0.0602394,3.55638,3.6047,3.63857,3.71783,4.37426,4.44172,4.50316,3.12729,3.00158,3.23658,0.0473399,2.94211,2.96709,2.98712,3.02265,3.50078,3.59467,3.69386,2.7783,2.77709,3.1661,0.0630748,2.52072,2.74182,2.80263,3.1439,3.4032,3.5222,3.72263,3.01618,2.63269,2.89557,0.0367057,2.58503,2.64261,2.69194,2.98176,3.01664,3.13997,3.1813,-9999,-9999
201305,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,18.594,15.082,2.302,20.873,4.307,18.682,0.264785,15.181,2.221,0.274194,20.954,4.344,0.258065,463.425,-9999,-9999,317.577,320.97,0.265457,-9999,-9999,338.77,341.394,0.264785,-9999,-9999,339.279,339.791,0.264785,-9999,-9999,12.778,12.964,0.264785,101.554,101.56,0.258065,0.231,0.231,0.0,3.299,3.728,0.258065,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,6.46362,0.0,53.906,0.260753,68.1025,0.686476,70.6784,0.260081,89.292,0.872359,1.0,2,18.871,29.129,13.6452,20.3871,3.75449,0.259409,0.021461,0.302589,3.97655,0.263441,0.0252752,0.302883,3.82024,0.259694,0.0530679,3.00276,3.42107,3.75449,3.94484,4.02335,4.02472,4.05127,0.252688,0.258065,0.259409,0.262097,0.260753,0.260753,0.260753,4.31171,0.269812,0.274194,0.0293794,0.0466001,3.15886,1.07746,0.248848,0.0284055,0.50101,4.25851,0.281957,0.274194,0.0296068,0.0467439,3.54845,0.917197,0.25576,0.0355024,0.501463,4.11622,4.20494,4.20592,4.21369,4.27488,4.27729,4.31171,0.274194,0.274194,0.274194,0.274194,0.274194,0.274194,0.274194,2.09791,2.65489,3.15886,3.49085,3.65341,3.6553,3.70377,0.237327,0.246544,0.248848,0.253456,0.251152,0.252304,0.251152,5.69162,5.58354,5.77787,0.0413259,5.52009,5.54688,5.5746,5.64701,5.89055,6.19965,6.22208,1.75405,1.60699,1.95751,0.0687719,1.49495,1.52047,1.58056,1.63968,2.36827,2.46402,2.55674,5.06754,5.08137,5.37471,0.145169,4.88404,4.90427,4.96413,5.18412,5.36216,5.43294,5.69038,1.16333,0.737378,1.16717,0.171947,0.599129,0.61228,0.662538,0.849344,1.06611,1.13898,2.77677,-9999,-9999
201306,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,21.319,17.594,2.462,23.554,4.595,21.319,0.0,17.594,2.462,0.0,23.554,4.595,0.0,485.467,-9999,-9999,323.877,323.877,0.0,-9999,-9999,357.037,357.037,0.0,-9999,-9999,360.571,360.571,0.0,-9999,-9999,14.277,14.277,0.0,101.242,101.242,0.0,0.224,0.224,0.0,3.166,3.166,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,7.98348,0.0,46.2313,0.0,-9999,-9999,75.1886,0.0,-9999,-9999,-9999,-9999,18.0,30.0,0.0,0.0,3.99499,0.0,-9999,-9999,4.13446,0.0,-9999,-9999,3.99333,0.0,0.0523961,3.17168,3.59617,3.99499,4.13156,4.16129,4.16139,4.20018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.41079,0.210129,0.0,-9999,-9999,3.51315,0.820801,0.0,-9999,-9999,4.31544,0.204613,0.0,-9999,-9999,3.78539,0.698062,0.0,-9999,-9999,4.24401,4.25523,4.25576,4.27059,4.36845,4.37001,4.41079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.32785,2.91475,3.51315,3.75658,3.86256,3.86715,3.92285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.66151,6.47416,6.83722,0.0775144,6.36301,6.42851,6.47244,6.59379,7.03852,7.64316,7.66992,2.53387,2.3397,2.844,0.0892381,2.22056,2.27114,2.35648,2.4427,3.41331,3.52077,3.67492,5.61742,5.44173,5.88131,0.216539,5.1109,5.12069,5.18289,5.50615,5.83986,6.28847,6.50492,1.12793,0.470512,0.918494,0.19397,0.338088,0.343094,0.365578,0.508251,0.642961,1.11236,2.81794,-9999,-9999
201307,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,22.472,18.485,2.676,24.981,4.904,22.472,0.0,18.485,2.676,0.0,24.981,4.904,0.0,474.26,-9999,-9999,341.078,341.078,0.0,-9999,-9999,359.345,359.345,0.0,-9999,-9999,363.261,363.261,0.0,-9999,-9999,15.368,15.368,0.0,101.231,101.231,0.0,0.0,0.0,0.0,2.643,2.643,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,8.39858,0.426075,46.0071,0.0,-9999,-9999,75.0819,0.0,-9999,-9999,-9999,-9999,18.5484,29.4516,0.0,0.0,3.99555,0.0,-9999,-9999,4.13029,0.0,-9999,-9999,3.99091,0.0,0.0521325,3.17114,3.59682,3.99555,4.1315,4.15658,4.15668,4.1945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.40437,0.208912,0.0,-9999,-9999,3.50121,0.819611,0.0,-9999,-9999,4.30783,0.205717,0.0,-9999,-9999,3.77351,0.711512,0.0,-9999,-9999,4.20885,4.23609,4.24794,4.24844,4.35617,4.36326,4.40437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.33076,2.92359,3.50121,3.7451,3.85222,3.85628,3.91204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.94823,6.7325,7.15165,0.0895484,6.60464,6.67997,6.73051,6.87021,7.3832,8.08293,8.11394,2.82434,2.60221,3.16085,0.0988486,2.47654,2.53453,2.62112,2.72435,3.83401,3.95382,4.1184,5.75778,5.53121,6.05197,0.240801,5.18027,5.18806,5.26291,5.60336,5.93328,6.57606,6.9261,1.15653,0.422149,0.905683,0.20609,0.284524,0.288795,0.313042,0.46844,0.598241,1.1393,2.95686,-9999,-9999
201308,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,20.97,17.297,2.439,23.589,4.542,20.97,0.0,17.297,2.439,0.0,23.589,4.542,0.0,431.112,-9999,-9999,308.304,308.304,0.0,-9999,-9999,354.642,354.642,0.0,-9999,-9999,357.78,357.78,0.0,-9999,-9999,12.234,12.234,0.0,101.361,101.361,0.0,0.002,0.002,0.0,2.608,2.608,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,46.3387,0.0,-9999,-9999,75.1057,0.0,-9999,-9999,-9999,-9999,19.9677,28.0323,0.0,0.0,3.9949,0.0,-9999,-9999,4.14164,0.0,-9999,-9999,3.99787,0.0,0.0528118,3.17104,3.59616,3.9949,4.13372,4.16963,4.16963,4.21029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.40743,0.209751,0.0,-9999,-9999,3.45133,0.814343,0.0,-9999,-9999,4.30705,0.215378,0.0,-9999,-9999,3.76565,0.699818,0.0,-9999,-9999,4.13479,4.23688,4.24953,4.25003,4.36025,4.36919,4.40743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.28734,2.89969,3.45133,3.73282,3.8525,3.85472,3.92007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5701,6.39363,6.73374,0.072542,6.28872,6.35056,6.39201,6.50636,6.92385,7.48753,7.51238,2.43638,2.25199,2.73598,0.0859235,2.13295,2.18053,2.26527,2.34674,3.27696,3.36428,3.51748,5.57812,5.41819,5.82742,0.207226,5.09302,5.10342,5.16199,5.48444,5.81536,6.19344,6.34788,1.0764,0.494236,0.911824,0.185117,0.346349,0.350995,0.376509,0.53582,0.665068,1.061,2.69357,-9999,-9999
201309,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,19.675,16.898,2.233,22.094,4.083,19.675,0.0,16.898,2.233,0.0,22.094,4.083,0.0,363.112,-9999,-9999,244.148,244.148,0.0,-9999,-9999,350.737,350.737,0.0,-9999,-9999,353.227,353.227,0.0,-9999,-9999,11.244,11.244,0.0,101.237,101.237,0.0,0.48,0.48,0.0,2.927,2.927,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,46.2313,0.0,-9999,-9999,75.1886,0.0,-9999,-9999,-9999,-9999,22.4,25.6,0.0,0.0,3.99499,0.0,-9999,-9999,4.13446,0.0,-9999,-9999,3.99333,0.0,0.0523961,3.17168,3.59617,3.99499,4.13156,4.16129,4.16139,4.20018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.39264,0.288707,0.0,-9999,-9999,3.37639,0.764829,0.0,-9999,-9999,4.31466,0.226039,0.0,-9999,-9999,3.69509,0.701259,0.0,-9999,-9999,4.06945,4.19583,4.26162,4.26205,4.37156,4.38291,4.39264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.17015,2.82758,3.37639,3.66117,3.7897,3.7897,3.86062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2473,6.10308,6.37925,0.0588209,6.01711,6.06781,6.10175,6.19526,6.53505,6.99009,7.01005,2.11966,1.96862,2.38603,0.0749008,1.86162,1.90046,1.97541,2.04311,2.85122,2.9176,3.06478,5.42098,5.31828,5.63544,0.180321,5.01564,5.02842,5.07267,5.34329,5.70386,5.86814,5.89973,0.934252,0.473777,0.804292,0.148527,0.344852,0.349614,0.371478,0.506419,0.6185,0.922879,2.17868,-9999,-9999
