TIMESTAMP,TA_F_MDS,TA_F_MDS_QC,TA_F_MDS_NIGHT,TA_F_MDS_NIGHT_SD,TA_F_MDS_NIGHT_QC,TA_F_MDS_DAY,TA_F_MDS_DAY_SD,TA_F_MDS_DAY_QC,TA_ERA,TA_ERA_NIGHT,TA_ERA_NIGHT_SD,TA_ERA_DAY,TA_ERA_DAY_SD,TA_F,TA_F_QC,TA_F_NIGHT,TA_F_NIGHT_SD,TA_F_NIGHT_QC,TA_F_DAY,TA_F_DAY_SD,TA_F_DAY_QC,SW_IN_POT,SW_IN_F_MDS,SW_IN_F_MDS_QC,SW_IN_ERA,SW_IN_F,SW_IN_F_QC,LW_IN_F_MDS,LW_IN_F_MDS_QC,LW_IN_ERA,LW_IN_F,LW_IN_F_QC,LW_IN_JSB,LW_IN_JSB_QC,LW_IN_JSB_ERA,LW_IN_JSB_F,LW_IN_JSB_F_QC,VPD_F_MDS,VPD_F_MDS_QC,VPD_ERA,VPD_F,VPD_F_QC,PA_ERA,PA_F,PA_F_QC,P_ERA,P_F,P_F_QC,WS_ERA,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_DIF,PPFD_DIF_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_3,TS_F_MDS_4,TS_F_MDS_5,TS_F_MDS_6,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_3_QC,TS_F_MDS_4_QC,TS_F_MDS_5_QC,TS_F_MDS_6_QC,SWC_F_MDS_1,SWC_F_MDS_2,SWC_F_MDS_3,SWC_F_MDS_4,SWC_F_MDS_1_QC,SWC_F_MDS_2_QC,SWC_F_MDS_3_QC,SWC_F_MDS_4_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,EBC_CF_N,EBC_CF_METHOD,NIGHT_D,DAY_D,NIGHT_RANDUNC_N,DAY_RANDUNC_N,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_REF_JOINTUNC,NEE_VUT_USTAR50,NEE_VUT_USTAR50_QC,NEE_VUT_USTAR50_RANDUNC,NEE_VUT_USTAR50_JOINTUNC,NEE_VUT_MEAN,NEE_VUT_MEAN_QC,NEE_VUT_SE,NEE_VUT_05,NEE_VUT_16,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_84,NEE_VUT_95,NEE_VUT_05_QC,NEE_VUT_16_QC,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,NEE_VUT_84_QC,NEE_VUT_95_QC,NEE_VUT_REF_NIGHT,NEE_VUT_REF_NIGHT_SD,NEE_VUT_REF_NIGHT_QC,NEE_VUT_REF_NIGHT_RANDUNC,NEE_VUT_REF_NIGHT_JOINTUNC,NEE_VUT_REF_DAY,NEE_VUT_REF_DAY_SD,NEE_VUT_REF_DAY_QC,NEE_VUT_REF_DAY_RANDUNC,NEE_VUT_REF_DAY_JOINTUNC,NEE_VUT_USTAR50_NIGHT,NEE_VUT_USTAR50_NIGHT_SD,NEE_VUT_USTAR50_NIGHT_QC,NEE_VUT_USTAR50_NIGHT_RANDUNC,NEE_VUT_USTAR50_NIGHT_JOINTUNC,NEE_VUT_USTAR50_DAY,NEE_VUT_USTAR50_DAY_SD,NEE_VUT_USTAR50_DAY_QC,NEE_VUT_USTAR50_DAY_RANDUNC,NEE_VUT_USTAR50_DAY_JOINTUNC,NEE_VUT_05_NIGHT,NEE_VUT_16_NIGHT,NEE_VUT_25_NIGHT,NEE_VUT_50_NIGHT,NEE_VUT_75_NIGHT,NEE_VUT_84_NIGHT,NEE_VUT_95_NIGHT,NEE_VUT_05_NIGHT_QC,NEE_VUT_16_NIGHT_QC,NEE_VUT_25_NIGHT_QC,NEE_VUT_50_NIGHT_QC,NEE_VUT_75_NIGHT_QC,NEE_VUT_84_NIGHT_QC,NEE_VUT_95_NIGHT_QC,NEE_VUT_05_DAY,NEE_VUT_16_DAY,NEE_VUT_25_DAY,NEE_VUT_50_DAY,NEE_VUT_75_DAY,NEE_VUT_84_DAY,NEE_VUT_95_DAY,NEE_VUT_05_DAY_QC,NEE_VUT_16_DAY_QC,NEE_VUT_25_DAY_QC,NEE_VUT_50_DAY_QC,NEE_VUT_75_DAY_QC,NEE_VUT_84_DAY_QC,NEE_VUT_95_DAY_QC,RECO_NT_VUT_REF,RECO_NT_VUT_USTAR50,RECO_NT_VUT_MEAN,RECO_NT_VUT_SE,RECO_NT_VUT_05,RECO_NT_VUT_16,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,RECO_NT_VUT_84,RECO_NT_VUT_95,GPP_NT_VUT_REF,GPP_NT_VUT_USTAR50,GPP_NT_VUT_MEAN,GPP_NT_VUT_SE,GPP_NT_VUT_05,GPP_NT_VUT_16,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,GPP_NT_VUT_84,GPP_NT_VUT_95,RECO_DT_VUT_REF,RECO_DT_VUT_USTAR50,RECO_DT_VUT_MEAN,RECO_DT_VUT_SE,RECO_DT_VUT_05,RECO_DT_VUT_16,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,RECO_DT_VUT_84,RECO_DT_VUT_95,GPP_DT_VUT_REF,GPP_DT_VUT_USTAR50,GPP_DT_VUT_MEAN,GPP_DT_VUT_SE,GPP_DT_VUT_05,GPP_DT_VUT_16,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,GPP_DT_VUT_84,GPP_DT_VUT_95,RECO_SR,RECO_SR_N
201311,12.324,1.0,11.313,1.639,1.0,13.75,2.063,1.0,11.949,11.295,0.981,12.862,1.169,12.324,1.0,11.313,1.639,1.0,13.75,2.063,1.0,170.744,73.759,1.0,67.546,73.759,1.0,326.06,1.0,327.196,326.06,1.0,342.967,1.0,345.432,342.967,1.0,3.779,1.0,2.866,3.779,1.0,100.99,100.981,1.0,3.875,3.596,1.0,1.811,1.748,0.998611,0.310673841256,0.627083333333,13.0111601785,1.0,157.251789613,1.0,78.4474116771,1.0,13.4813833281,1.0,372.487004861,1.0,388.335,1.0,12.16,12.231,12.766,13.079,13.874,15.459,1.0,1.0,1.0,1.0,1.0,1.0,17.914,9.047,8.953,8.447,0.990972,0.999306,0.999306,0.999306,-5.1041,0.996528,17.6748,0.998611,29.1047,0.446568,-20.685,0.997917,-34.0615,0.69703,1.0,3,28.0,20.0,28.0,20.0,0.59526,0.980556,0.0997927,0.171089,0.636086,0.980556,0.0993486,0.170831,0.617794,0.979149,0.0191424,0.413605,0.456933,0.549406,0.617539,0.676189,0.734875,0.821456,0.991667,0.988889,0.988194,0.9875,0.980556,0.959722,0.964583,3.73227,2.04798,0.98642,0.129339,0.186981,-3.84742,6.27827,0.972041,0.143103,0.165136,3.78267,2.03112,0.98642,0.128394,0.186328,-3.82389,6.29948,0.972041,0.143118,0.16515,3.55916,3.60491,3.69406,3.78319,3.85458,3.87497,3.99788,0.991358,0.987654,0.98642,0.98642,0.98642,0.98642,0.979012,-4.02715,-3.99722,-3.92657,-3.8626,-3.84006,-3.8324,-3.68536,0.991579,0.991579,0.968404,0.960071,0.971738,0.973556,0.938627,3.97584,3.97933,4.01794,0.0333375,3.76312,3.81356,3.86775,4.00221,4.06484,4.19737,4.24161,3.36845,3.34324,3.40015,0.0181171,3.28952,3.33959,3.35819,3.37548,3.40598,3.42175,3.47861,3.8732,4.14716,4.37111,0.0687146,3.74514,3.95357,4.12582,4.24128,4.584,4.7913,5.19451,3.82447,3.78409,3.89995,0.0252623,3.6948,3.75922,3.78701,3.86495,3.96423,4.10353,4.16844,4.84216,1.0
201312,8.413,1.0,7.238,2.014,1.0,10.206,3.076,1.0,8.771,8.061,1.249,9.855,1.436,8.413,1.0,7.238,2.014,1.0,10.206,3.076,1.0,134.409,64.842,1.0,54.128,64.842,1.0,304.667,1.0,318.966,304.667,1.0,311.454,1.0,335.245,311.454,1.0,2.222,1.0,2.153,2.222,1.0,102.009,102.099,1.0,1.285,1.466,1.0,1.32,1.375,1.0,0.275889145552,0.739247311828,5.16447236172,0.999327956989,129.674873184,1.0,62.8441068837,1.0,11.789159185,1.0,351.379207661,1.0,404.989,1.0,7.312,7.299,7.713,7.99,8.886,11.208,1.0,1.0,1.0,1.0,1.0,1.0,17.901,8.329,8.194,8.972,1.0,1.0,1.0,1.0,-4.16367,1.0,7.28834,0.999328,-9999,0.277513,-14.5018,1.0,-9999,0.514637,-9999,-9999,29.0,19.0,29.0,19.0,0.00819836,0.987231,0.085199,0.0987389,-0.00527109,0.987231,0.0842384,0.0979112,-0.0146225,0.985702,0.00888397,-0.135475,-0.060981,-0.0553199,-0.00539969,0.0171984,0.0388289,0.0621113,0.975134,0.989247,0.989247,0.985887,0.981855,0.983199,0.987231,2.51822,1.85817,0.993326,0.10518,0.16013,-3.82364,4.87579,0.977929,0.131335,0.168223,2.52979,1.84464,0.993326,0.104349,0.159586,-3.87409,4.87531,0.977929,0.129188,0.166553,2.34036,2.35153,2.36512,2.43841,2.53227,2.59302,2.63659,0.989989,0.989989,0.961068,0.995551,0.993326,0.993326,0.993326,-3.90422,-3.88314,-3.87812,-3.87018,-3.69356,-3.6729,-3.6589,0.952462,0.977929,0.967742,0.977929,0.994907,0.986418,0.979626,2.59688,2.60684,2.57162,0.0181729,2.40253,2.44351,2.50114,2.55908,2.6298,2.65717,2.797,2.58092,2.61211,2.58624,0.0223775,2.39979,2.45758,2.49918,2.55473,2.61452,2.63908,2.92238,3.61545,3.5587,3.29899,0.0814208,2.37135,2.84055,2.94714,3.44619,3.64912,3.71662,3.96702,3.018,3.0372,3.0067,0.021667,2.8313,2.86819,2.87784,3.03982,3.09707,3.12011,3.21245,3.65697,1.0
201401,9.403,1.0,8.698,1.523,1.0,10.424,1.967,1.0,9.569,8.971,1.308,10.439,1.189,9.403,1.0,8.698,1.523,1.0,10.424,1.967,1.0,151.589,53.811,1.0,44.215,53.811,1.0,327.633,1.0,332.645,327.633,1.0,328.401,1.0,352.177,328.401,1.0,1.185,1.0,2.067,1.185,1.0,100.925,101.011,1.0,6.145,11.963,1.0,1.249,1.456,0.998656,0.314204325916,0.722446236559,13.5117841274,0.997983870968,109.948194338,1.0,66.6687308663,1.0,8.40351965792,1.0,358.208892473,1.0,388.138,1.0,9.014,8.945,9.179,9.291,9.841,11.255,1.0,1.0,1.0,1.0,1.0,1.0,21.79,9.916,12.026,24.845,1.0,1.0,1.0,1.0,-2.55939,1.0,3.40875,0.999328,-9999,0.223797,-17.2885,1.0,-9999,0.633845,-9999,-9999,28.4516,19.5484,28.4516,19.5484,0.572699,0.994624,0.0833921,0.0955315,0.5696,0.994624,0.0826811,0.0949114,0.563809,0.994237,0.00772457,0.474514,0.525004,0.53359,0.566229,0.589013,0.618214,0.627496,0.990591,0.993952,0.993952,0.994624,0.993952,0.995968,0.995968,2.45324,1.84682,1.0,0.102518,0.111488,-2.22003,4.51345,0.986418,0.129121,0.150931,2.45285,1.81329,1.0,0.100951,0.11005,-2.22609,4.50609,0.986418,0.129176,0.150978,2.36845,2.43075,2.4419,2.47101,2.49726,2.51838,2.54141,1.0,0.997696,1.0,1.0,1.0,1.0,1.0,-2.39722,-2.35784,-2.29187,-2.24847,-2.21897,-2.20153,-2.17821,0.979881,0.984805,0.986418,0.989813,0.986418,0.988115,0.989813,2.92285,2.93598,2.99747,0.0190201,2.78479,2.90195,2.907,2.98629,3.03817,3.09914,3.23185,2.42112,2.36638,2.43367,0.02216,2.22617,2.31147,2.3372,2.36796,2.50506,2.6179,2.66534,3.32185,2.97459,3.30718,0.107136,2.17139,2.58348,2.94366,3.29969,3.68287,4.07262,4.40142,2.45113,2.53439,2.48268,0.0331429,2.15545,2.19918,2.3319,2.52905,2.63819,2.66025,2.82029,3.10459,1.0
201402,10.858,1.0,9.99,1.38,1.0,11.933,1.861,1.0,10.656,9.743,1.271,11.77,1.491,10.858,1.0,9.99,1.38,1.0,11.933,1.861,1.0,214.276,91.89,1.0,86.674,91.89,1.0,328.983,1.0,327.28,328.983,1.0,337.608,1.0,345.536,337.608,1.0,1.994,1.0,2.487,1.994,1.0,100.953,101.058,1.0,5.155,5.259,1.0,1.426,1.577,0.998512,0.30586135836,0.642113095238,41.1444015781,1.0,189.4948572,1.0,96.0216971384,1.0,13.2307896307,1.0,365.888348214,1.0,386.973,1.0,10.204,10.086,10.155,10.129,10.378,11.148,1.0,1.0,1.0,1.0,1.0,1.0,21.228,9.117,16.146,42.751,1.0,1.0,1.0,1.0,-1.07781,1.0,11.2952,1.0,19.0063,0.32826,-7.28656,1.0,-12.261,0.74641,1.0,2,26.6071,21.3929,26.6071,21.3929,-0.847755,1.0,0.0786638,0.0898935,-0.843729,1.0,0.0791604,0.0903284,-0.892876,0.999461,0.00818223,-1.03468,-0.932139,-0.919624,-0.891299,-0.857111,-0.845125,-0.820394,0.994792,1.0,0.999256,0.999256,1.0,0.998512,0.999256,2.67778,1.41835,1.0,0.0944925,0.126949,-5.09736,5.43967,1.0,0.122951,0.132392,2.68414,1.42131,1.0,0.0954782,0.127685,-5.09648,5.44093,1.0,0.123262,0.132682,2.49404,2.52896,2.56936,2.66061,2.68807,2.69851,2.73478,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-5.24706,-5.19545,-5.18602,-5.12576,-5.10425,-5.09725,-5.08099,0.996676,0.998377,0.998377,1.0,1.0,1.0,1.0,2.87456,2.88097,2.86487,0.0153586,2.64164,2.76812,2.77978,2.86505,2.94425,2.9681,2.98983,3.75942,3.7247,3.75775,0.00960841,3.68736,3.69465,3.70026,3.72529,3.82041,3.8343,3.84737,2.0047,1.73422,2.1175,0.0516921,1.69765,1.73703,1.86241,2.02579,2.36296,2.53312,2.61697,3.36787,3.37494,3.54565,0.0305271,3.35181,3.37068,3.37986,3.46991,3.60921,3.75158,3.9691,3.48561,1.0
201403,11.385,1.0,9.921,1.642,1.0,12.782,2.385,1.0,11.892,10.359,1.407,13.359,2.295,11.385,1.0,9.921,1.642,1.0,12.782,2.385,1.0,302.647,160.947,1.0,162.012,160.947,1.0,312.927,1.0,318.851,312.927,1.0,326.59,1.0,335.102,326.59,1.0,3.48,1.0,3.374,3.48,1.0,101.222,101.284,1.0,2.691,2.965,1.0,1.583,1.473,0.998656,0.322891062488,0.72311827957,83.5308689093,1.0,329.068359471,1.0,158.146330136,1.0,21.904288673,1.0,367.693922043,1.0,397.872,1.0,10.42,10.281,10.304,10.229,10.432,11.163,1.0,1.0,1.0,1.0,1.0,1.0,19.112,9.07,11.268,42.605,1.0,1.0,1.0,1.0,-0.65852,1.0,32.9213,0.999328,55.3962,0.684842,17.0255,0.999328,28.6486,0.827542,0.999328,1,23.4839,24.5161,23.4839,24.5161,-2.56194,0.991935,0.0729907,0.112751,-2.59565,0.991263,0.0730134,0.112765,-2.58368,0.989466,0.0134338,-2.76039,-2.65735,-2.6429,-2.59546,-2.52749,-2.48548,-2.47165,0.981855,0.988575,0.986559,0.990591,0.993952,0.995296,0.995296,2.92624,0.811799,1.0,0.0786345,0.0941065,-7.61273,6.53546,0.984032,0.115287,0.205532,2.85465,0.774284,1.0,0.0787041,0.0941648,-7.60855,6.51582,0.982742,0.115295,0.205536,2.78791,2.81999,2.85306,2.87642,2.91244,2.92338,2.94742,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-7.87533,-7.76697,-7.7208,-7.60186,-7.51487,-7.42667,-7.41558,0.963925,0.966613,0.977366,0.981398,0.988065,0.990753,0.990753,3.56788,3.45439,3.555,0.0216341,3.39047,3.40806,3.42528,3.53006,3.64935,3.69553,3.79978,6.08227,6.05004,6.13868,0.0305631,5.89669,5.93555,5.96502,6.07694,6.30455,6.40225,6.45152,3.50902,3.70339,3.74705,0.0354984,3.44931,3.53975,3.59859,3.7013,3.85356,3.94261,4.13621,6.12653,6.11618,6.04459,0.0244043,5.84222,5.87683,5.90516,6.03861,6.1473,6.17807,6.26529,3.59843,1.0
201404,14.093,1.0,12.743,1.456,1.0,15.108,2.104,1.0,14.723,13.077,1.365,15.954,2.212,14.093,1.0,12.743,1.456,1.0,15.108,2.104,1.0,392.148,195.689,1.0,198.257,195.689,1.0,339.152,1.0,336.466,339.152,1.0,356.022,1.0,356.907,356.022,1.0,2.807,1.0,3.688,2.807,1.0,101.004,101.043,1.0,2.968,0.135,1.0,1.149,1.349,0.929861,0.291349611516,0.616666666667,126.110709142,1.0,409.889387895,1.0,200.5950872,1.0,24.1541208347,1.0,383.941528472,1.0,398.747,1.0,14.312,14.106,13.94,13.631,13.279,12.878,1.0,1.0,1.0,1.0,1.0,1.0,19.318,8.297,7.795,38.22,1.0,1.0,1.0,1.0,2.07103,1.0,32.6428,0.996528,55.5696,0.625507,40.4352,0.997917,68.835,0.880696,0.996528,1,20.4667,27.5333,20.4667,27.5333,-1.94624,0.98125,0.0925933,0.191121,-1.95117,0.980556,0.0920772,0.190871,-2.00991,0.976302,0.0202076,-2.20607,-2.16856,-2.13769,-2.01967,-1.94624,-1.83417,-1.79653,0.973611,0.975694,0.963194,0.98125,0.98125,0.981944,0.98125,4.82551,1.08662,0.998413,0.124597,0.198481,-6.83798,7.43822,0.969405,0.124975,0.221488,4.81756,1.05549,0.998413,0.123821,0.197995,-6.83881,7.44722,0.96817,0.124323,0.22112,4.64153,4.66556,4.70618,4.7988,4.90274,4.97456,5.06475,0.998413,0.998413,0.996825,0.998413,1.0,0.998413,0.998413,-7.18493,-7.12787,-7.11359,-6.92944,-6.77972,-6.76215,-6.7569,0.9574,0.950163,0.950163,0.968211,0.969361,0.970595,0.970595,5.03727,5.0443,5.0498,0.0332574,4.76704,4.80784,4.87521,5.03727,5.12859,5.35191,5.39281,7.10557,6.99547,7.05971,0.0210578,6.87294,6.89784,6.94351,7.0633,7.13233,7.18115,7.224,5.02055,5.60216,5.36374,0.0482557,4.55355,5.059,5.14814,5.4282,5.53126,5.64804,5.80735,7.58719,7.79293,7.7207,0.0297021,7.30851,7.55184,7.58719,7.72511,7.81317,7.85511,8.02461,5.35231,1.0
201405,16.633,1.0,14.912,1.614,1.0,17.658,2.223,1.0,17.108,15.021,1.433,18.353,2.295,16.633,1.0,14.912,1.614,1.0,17.658,2.223,1.0,457.593,264.855,1.0,266.82,264.855,1.0,340.821,1.0,340.611,340.821,1.0,366.907,1.0,362.038,366.907,1.0,4.601,1.0,4.804,4.601,1.0,101.218,101.256,0.999328,2.488,0.052,0.999328,1.305,1.657,1.0,0.323547294754,0.514112903226,174.229267485,0.999327956989,551.104797364,0.997983870968,215.419777955,0.999327956989,31.7745580164,0.999327956989,399.323694792,0.999327956989,399.978,1.0,16.793,16.547,16.282,15.881,15.366,14.596,1.0,1.0,1.0,1.0,1.0,1.0,13.082,7.617,8.72,21.038,1.0,1.0,1.0,1.0,2.846,1.0,54.2016,0.990591,73.9933,0.831919,71.2259,0.991935,97.2341,1.10034,0.989919,1,17.9355,30.0645,17.9355,30.0323,-2.08202,0.979839,0.101499,0.141782,-2.01898,0.980511,0.0999134,0.140651,-2.18786,0.972715,0.014333,-2.37558,-2.27719,-2.25944,-2.20025,-2.10915,-2.0792,-2.0543,0.988575,0.968414,0.956989,0.983199,0.981183,0.975806,0.977823,6.75471,1.49199,1.0,0.118588,0.214838,-7.23852,8.27826,0.968208,0.139246,0.201762,6.86487,1.41909,1.0,0.115875,0.213352,-7.20753,8.28243,0.969249,0.137331,0.200445,6.03073,6.42252,6.53215,6.66874,6.76047,6.78081,6.83075,1.0,1.0,1.0,1.0,1.0,1.0,0.929891,-7.57997,-7.50724,-7.44176,-7.26908,-7.22016,-7.21522,-7.20603,0.941226,0.950197,0.948872,0.973483,0.971402,0.972442,0.970361,6.9906,6.99581,6.94776,0.0200362,6.68138,6.86336,6.87873,6.9452,7.01881,7.03952,7.135,8.99936,9.01478,9.13563,0.0231175,8.90428,8.96177,9.01733,9.11408,9.21774,9.31179,9.41699,6.26244,6.2533,6.22877,0.0634646,5.72122,5.78369,5.93056,6.11041,6.39421,6.66122,6.97155,8.96539,9.05548,9.10635,0.0429285,8.74105,8.88614,8.92572,9.045,9.14138,9.41847,9.69483,6.91985,1.0
201406,21.377,1.0,19.323,1.615,1.0,22.503,2.485,1.0,21.491,19.328,1.549,22.677,2.367,21.377,1.0,19.323,1.615,1.0,22.503,2.485,1.0,486.173,298.124,1.0,281.026,298.124,1.0,366.745,1.0,364.601,366.745,1.0,403.836,1.0,391.735,403.836,1.0,6.355,1.0,6.211,6.355,1.0,101.269,101.249,1.0,3.282,1.535,1.0,1.184,1.579,0.999306,0.34046493044,0.50625,203.831236159,1.0,632.43133146,1.0,218.432777812,1.0,34.0236080569,1.0,426.481034722,1.0,390.844,1.0,21.087,20.696,20.194,19.592,18.643,17.002,1.0,1.0,1.0,1.0,1.0,1.0,12.496,4.971,6.165,8.505,1.0,1.0,1.0,1.0,4.24344,1.0,70.0843,0.988194,92.4766,1.13434,81.0968,0.999306,107.008,1.2815,0.988194,1,17.0,31.0,17.0,31.0,-1.32755,0.978472,0.110006,0.164434,-1.28824,0.977778,0.107944,0.163062,-1.39653,0.969462,0.0159864,-1.59431,-1.52688,-1.45792,-1.40481,-1.31297,-1.28244,-1.27052,0.988194,0.925,0.939583,0.986806,0.985417,0.974306,0.974306,7.99642,1.47759,1.0,0.155817,0.286669,-6.36597,8.01454,0.966667,0.140144,0.197354,8.07333,1.45695,1.0,0.146583,0.281756,-6.34949,8.04498,0.965591,0.13957,0.196946,7.16778,7.60118,7.68845,7.88824,8.01256,8.08243,8.19442,1.0,1.0,0.892157,1.0,1.0,0.9,1.0,-6.60124,-6.55708,-6.46758,-6.38996,-6.29577,-6.27917,-6.24854,0.93871,0.944086,0.954839,0.965591,0.97957,0.980645,0.977419,7.60872,7.61609,7.8338,0.101136,7.11531,7.19399,7.31149,7.60173,8.56515,8.71395,8.84212,9.03014,8.90433,9.23033,0.106775,8.41702,8.55449,8.70103,8.94424,9.98705,10.1014,10.369,9.36713,8.9126,8.58325,0.0997145,7.45728,7.84505,8.0175,8.69568,9.03011,9.2867,9.48026,10.6228,10.5262,10.268,0.0418658,9.88623,9.91466,10.0446,10.2883,10.4744,10.5139,10.6576,10.8487,1.0
201407,21.872,1.0,20.301,1.618,1.0,22.757,2.298,1.0,21.941,20.195,1.343,22.927,1.961,21.872,1.0,20.301,1.618,1.0,22.757,2.298,1.0,472.234,260.047,1.0,251.62,260.047,1.0,380.677,1.0,376.411,380.677,1.0,419.407,1.0,406.354,419.407,1.0,4.883,1.0,5.371,4.883,1.0,101.09,101.069,1.0,5.912,8.171,1.0,1.041,1.592,0.998656,0.33668068982,0.55376344086,181.373964399,1.0,563.229073216,1.0,202.375854446,1.0,30.1472480597,1.0,429.09447379,1.0,375.228,1.0,21.687,21.424,21.176,20.819,20.231,18.79,1.0,1.0,1.0,1.0,1.0,1.0,18.048,8.941,7.366,8.905,1.0,1.0,1.0,1.0,3.03606,1.0,54.9484,0.989919,81.6068,0.76698,64.5443,0.99328,95.8582,1.01039,0.982527,1,17.3871,30.6129,17.3871,30.6129,-0.16281,0.983199,0.125742,0.176329,-0.157766,0.982527,0.124988,0.175792,-0.162105,0.981166,0.0248355,-0.561293,-0.261611,-0.206796,-0.154114,-0.0708876,-0.0143813,0.010415,0.986559,0.985887,0.985215,0.982527,0.974462,0.978495,0.979167,9.0425,2.4428,1.0,0.216009,0.623239,-5.36567,9.30541,0.973812,0.14507,0.210214,9.07194,2.39549,1.0,0.214156,0.622599,-5.37486,9.31159,0.972737,0.144467,0.209799,8.06552,8.56177,8.72365,9.06924,9.57701,9.73098,9.76696,1.0,1.0,1.0,1.0,0.987455,1.0,1.0,-5.61154,-5.55509,-5.50754,-5.39401,-5.27115,-5.25082,-5.2242,0.960076,0.972737,0.96632,0.972737,0.978044,0.976968,0.978044,10.0965,10.1061,10.1152,0.106025,8.96114,9.33995,9.60564,10.0965,10.7982,10.8778,10.8982,10.3061,10.2639,10.2773,0.0858617,9.52146,9.64744,9.75216,10.2506,10.8501,10.8745,10.9119,9.85927,10.4916,9.75471,0.0930978,8.85281,9.01527,9.22899,9.85686,10.3025,10.4087,10.5483,10.6605,11.0433,10.594,0.0523434,10.0502,10.2239,10.3845,10.5547,10.8704,10.9372,11.0859,11.3942,1.0
201408,22.36,1.0,20.634,1.542,1.0,23.53,2.201,1.0,21.97,20.107,1.236,23.232,2.094,22.36,1.0,20.634,1.542,1.0,23.53,2.201,1.0,418.716,252.509,1.0,244.1,252.509,1.0,377.212,1.0,371.23,377.212,1.0,418.11,1.0,399.941,418.11,1.0,5.413,1.0,5.246,5.413,1.0,101.169,101.149,1.0,1.632,0.195,1.0,1.086,1.551,0.999328,0.332052334003,0.661290322581,166.425620197,1.0,546.321994563,1.0,198.022240851,1.0,31.556899979,1.0,431.077833333,1.0,384.052,1.0,22.168,21.906,21.566,21.218,20.614,19.457,1.0,1.0,1.0,1.0,1.0,1.0,10.51,6.738,7.154,14.494,1.0,1.0,1.0,1.0,2.82392,1.0,57.2931,0.999328,79.3121,0.726523,60.8708,1.0,84.2648,0.915492,0.999328,1,19.3871,28.6129,19.3871,28.6129,-0.865762,0.99664,0.111853,0.318297,-0.782097,0.99664,0.110962,0.317985,-0.897306,0.986106,0.0463583,-1.50032,-1.23906,-1.0939,-0.856752,-0.667073,-0.643066,-0.585869,1.0,0.998656,0.997984,0.99664,0.986559,0.99664,0.977823,9.42349,1.95383,1.0,0.184638,0.75681,-7.77939,9.32527,0.994271,0.130555,0.150684,9.62605,1.9154,1.0,0.183394,0.756507,-7.78857,9.31197,0.994271,0.129368,0.149656,7.94956,8.60803,8.97494,9.45874,10.0268,10.0759,10.2164,1.0,1.0,1.0,1.0,0.957178,0.957178,0.97076,-8.01637,-7.93192,-7.87523,-7.8238,-7.79683,-7.78144,-7.77931,0.941373,0.933772,0.959307,0.997736,0.998888,0.995346,0.995346,10.3444,10.4789,10.4079,0.16907,8.5233,9.15207,9.65397,10.3444,11.2828,11.6003,11.6758,11.6945,11.261,11.3052,0.125276,10.0236,10.3936,10.7145,11.2011,11.9371,12.2462,12.3139,8.31458,7.92915,8.34528,0.0818655,7.59929,7.84146,8.00903,8.18054,8.54451,8.80474,9.48403,10.3355,10.1902,10.3687,0.0422488,10.032,10.0957,10.1656,10.2827,10.5705,10.6463,10.7966,11.9554,1.0
