TIMESTAMP,TA_F_MDS,TA_F_MDS_QC,TA_F_MDS_NIGHT,TA_F_MDS_NIGHT_SD,TA_F_MDS_NIGHT_QC,TA_F_MDS_DAY,TA_F_MDS_DAY_SD,TA_F_MDS_DAY_QC,TA_ERA,TA_ERA_NIGHT,TA_ERA_NIGHT_SD,TA_ERA_DAY,TA_ERA_DAY_SD,TA_F,TA_F_QC,TA_F_NIGHT,TA_F_NIGHT_SD,TA_F_NIGHT_QC,TA_F_DAY,TA_F_DAY_SD,TA_F_DAY_QC,SW_IN_POT,SW_IN_F_MDS,SW_IN_F_MDS_QC,SW_IN_ERA,SW_IN_F,SW_IN_F_QC,LW_IN_F_MDS,LW_IN_F_MDS_QC,LW_IN_ERA,LW_IN_F,LW_IN_F_QC,LW_IN_JSB,LW_IN_JSB_QC,LW_IN_JSB_ERA,LW_IN_JSB_F,LW_IN_JSB_F_QC,VPD_F_MDS,VPD_F_MDS_QC,VPD_ERA,VPD_F,VPD_F_QC,PA_ERA,PA_F,PA_F_QC,P_ERA,P_F,P_F_QC,WS_ERA,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_1_QC,SWC_F_MDS_1,SWC_F_MDS_1_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_CORR_25,LE_CORR_75,LE_RANDUNC,LE_CORR_JOINTUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_CORR_25,H_CORR_75,H_RANDUNC,H_CORR_JOINTUNC,EBC_CF_N,EBC_CF_METHOD,NIGHT_D,DAY_D,NIGHT_RANDUNC_N,DAY_RANDUNC_N,NEE_CUT_REF,NEE_VUT_REF,NEE_CUT_REF_QC,NEE_VUT_REF_QC,NEE_CUT_REF_RANDUNC,NEE_VUT_REF_RANDUNC,NEE_CUT_REF_JOINTUNC,NEE_VUT_REF_JOINTUNC,NEE_CUT_USTAR50,NEE_VUT_USTAR50,NEE_CUT_USTAR50_QC,NEE_VUT_USTAR50_QC,NEE_CUT_USTAR50_RANDUNC,NEE_VUT_USTAR50_RANDUNC,NEE_CUT_USTAR50_JOINTUNC,NEE_VUT_USTAR50_JOINTUNC,NEE_CUT_MEAN,NEE_VUT_MEAN,NEE_CUT_MEAN_QC,NEE_VUT_MEAN_QC,NEE_CUT_SE,NEE_VUT_SE,NEE_CUT_05,NEE_CUT_16,NEE_CUT_25,NEE_CUT_50,NEE_CUT_75,NEE_CUT_84,NEE_CUT_95,NEE_VUT_05,NEE_VUT_16,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_84,NEE_VUT_95,NEE_CUT_05_QC,NEE_CUT_16_QC,NEE_CUT_25_QC,NEE_CUT_50_QC,NEE_CUT_75_QC,NEE_CUT_84_QC,NEE_CUT_95_QC,NEE_VUT_05_QC,NEE_VUT_16_QC,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,NEE_VUT_84_QC,NEE_VUT_95_QC,NEE_CUT_REF_NIGHT,NEE_VUT_REF_NIGHT,NEE_CUT_REF_NIGHT_SD,NEE_VUT_REF_NIGHT_SD,NEE_CUT_REF_NIGHT_QC,NEE_VUT_REF_NIGHT_QC,NEE_CUT_REF_NIGHT_RANDUNC,NEE_VUT_REF_NIGHT_RANDUNC,NEE_CUT_REF_NIGHT_JOINTUNC,NEE_VUT_REF_NIGHT_JOINTUNC,NEE_CUT_REF_DAY,NEE_VUT_REF_DAY,NEE_CUT_REF_DAY_SD,NEE_VUT_REF_DAY_SD,NEE_CUT_REF_DAY_QC,NEE_VUT_REF_DAY_QC,NEE_CUT_REF_DAY_RANDUNC,NEE_VUT_REF_DAY_RANDUNC,NEE_CUT_REF_DAY_JOINTUNC,NEE_VUT_REF_DAY_JOINTUNC,NEE_CUT_USTAR50_NIGHT,NEE_VUT_USTAR50_NIGHT,NEE_CUT_USTAR50_NIGHT_SD,NEE_VUT_USTAR50_NIGHT_SD,NEE_CUT_USTAR50_NIGHT_QC,NEE_VUT_USTAR50_NIGHT_QC,NEE_CUT_USTAR50_NIGHT_RANDUNC,NEE_VUT_USTAR50_NIGHT_RANDUNC,NEE_CUT_USTAR50_NIGHT_JOINTUNC,NEE_VUT_USTAR50_NIGHT_JOINTUNC,NEE_CUT_USTAR50_DAY,NEE_VUT_USTAR50_DAY,NEE_CUT_USTAR50_DAY_SD,NEE_VUT_USTAR50_DAY_SD,NEE_CUT_USTAR50_DAY_QC,NEE_VUT_USTAR50_DAY_QC,NEE_CUT_USTAR50_DAY_RANDUNC,NEE_VUT_USTAR50_DAY_RANDUNC,NEE_CUT_USTAR50_DAY_JOINTUNC,NEE_VUT_USTAR50_DAY_JOINTUNC,NEE_CUT_05_NIGHT,NEE_CUT_16_NIGHT,NEE_CUT_25_NIGHT,NEE_CUT_50_NIGHT,NEE_CUT_75_NIGHT,NEE_CUT_84_NIGHT,NEE_CUT_95_NIGHT,NEE_VUT_05_NIGHT,NEE_VUT_16_NIGHT,NEE_VUT_25_NIGHT,NEE_VUT_50_NIGHT,NEE_VUT_75_NIGHT,NEE_VUT_84_NIGHT,NEE_VUT_95_NIGHT,NEE_CUT_05_NIGHT_QC,NEE_CUT_16_NIGHT_QC,NEE_CUT_25_NIGHT_QC,NEE_CUT_50_NIGHT_QC,NEE_CUT_75_NIGHT_QC,NEE_CUT_84_NIGHT_QC,NEE_CUT_95_NIGHT_QC,NEE_VUT_05_NIGHT_QC,NEE_VUT_16_NIGHT_QC,NEE_VUT_25_NIGHT_QC,NEE_VUT_50_NIGHT_QC,NEE_VUT_75_NIGHT_QC,NEE_VUT_84_NIGHT_QC,NEE_VUT_95_NIGHT_QC,NEE_CUT_05_DAY,NEE_CUT_16_DAY,NEE_CUT_25_DAY,NEE_CUT_50_DAY,NEE_CUT_75_DAY,NEE_CUT_84_DAY,NEE_CUT_95_DAY,NEE_VUT_05_DAY,NEE_VUT_16_DAY,NEE_VUT_25_DAY,NEE_VUT_50_DAY,NEE_VUT_75_DAY,NEE_VUT_84_DAY,NEE_VUT_95_DAY,NEE_CUT_05_DAY_QC,NEE_CUT_16_DAY_QC,NEE_CUT_25_DAY_QC,NEE_CUT_50_DAY_QC,NEE_CUT_75_DAY_QC,NEE_CUT_84_DAY_QC,NEE_CUT_95_DAY_QC,NEE_VUT_05_DAY_QC,NEE_VUT_16_DAY_QC,NEE_VUT_25_DAY_QC,NEE_VUT_50_DAY_QC,NEE_VUT_75_DAY_QC,NEE_VUT_84_DAY_QC,NEE_VUT_95_DAY_QC,RECO_NT_VUT_REF,RECO_NT_VUT_USTAR50,RECO_NT_VUT_MEAN,RECO_NT_VUT_SE,RECO_NT_VUT_05,RECO_NT_VUT_16,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,RECO_NT_VUT_84,RECO_NT_VUT_95,RECO_NT_CUT_REF,RECO_NT_CUT_USTAR50,RECO_NT_CUT_MEAN,RECO_NT_CUT_SE,RECO_NT_CUT_05,RECO_NT_CUT_16,RECO_NT_CUT_25,RECO_NT_CUT_50,RECO_NT_CUT_75,RECO_NT_CUT_84,RECO_NT_CUT_95,GPP_NT_VUT_REF,GPP_NT_VUT_USTAR50,GPP_NT_VUT_MEAN,GPP_NT_VUT_SE,GPP_NT_VUT_05,GPP_NT_VUT_16,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,GPP_NT_VUT_84,GPP_NT_VUT_95,GPP_NT_CUT_REF,GPP_NT_CUT_USTAR50,GPP_NT_CUT_MEAN,GPP_NT_CUT_SE,GPP_NT_CUT_05,GPP_NT_CUT_16,GPP_NT_CUT_25,GPP_NT_CUT_50,GPP_NT_CUT_75,GPP_NT_CUT_84,GPP_NT_CUT_95,RECO_DT_VUT_REF,RECO_DT_VUT_USTAR50,RECO_DT_VUT_MEAN,RECO_DT_VUT_SE,RECO_DT_VUT_05,RECO_DT_VUT_16,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,RECO_DT_VUT_84,RECO_DT_VUT_95,RECO_DT_CUT_REF,RECO_DT_CUT_USTAR50,RECO_DT_CUT_MEAN,RECO_DT_CUT_SE,RECO_DT_CUT_05,RECO_DT_CUT_16,RECO_DT_CUT_25,RECO_DT_CUT_50,RECO_DT_CUT_75,RECO_DT_CUT_84,RECO_DT_CUT_95,GPP_DT_VUT_REF,GPP_DT_VUT_USTAR50,GPP_DT_VUT_MEAN,GPP_DT_VUT_SE,GPP_DT_VUT_05,GPP_DT_VUT_16,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,GPP_DT_VUT_84,GPP_DT_VUT_95,GPP_DT_CUT_REF,GPP_DT_CUT_USTAR50,GPP_DT_CUT_MEAN,GPP_DT_CUT_SE,GPP_DT_CUT_05,GPP_DT_CUT_16,GPP_DT_CUT_25,GPP_DT_CUT_50,GPP_DT_CUT_75,GPP_DT_CUT_84,GPP_DT_CUT_95,RECO_SR,RECO_SR_N
20110101,6.417,1.0,5.655,7.027,1.0,7.579,2.983,1.0,5.309,4.585,7.27,6.413,3.407,6.417,1.0,5.655,7.027,1.0,7.579,2.983,1.0,149.095,27.149,1.0,27.427,27.149,1.0,333.304,1.0,343.077,333.304,1.0,312.1,1.0,328.727,312.1,1.0,2.074,1.0,1.442,2.074,1.0,99.339,99.264,0.458333,11.152,9.144,1.0,5.101,5.174,0.458333,-9999,0.0,13.0905416667,1.0,70.3551458333,1.0,3.10853191489,0.979166666667,343.174270833,1.0,391.62,1.0,4.488,1.0,45.447,1.0,1.96281,1.0,13.0087,1.0,21.3894,-9999,-9999,1.04045,-9999,-16.5784,1.0,-26.517,-9999,-9999,1.2054,-9999,11.0,3,29,19,29,19,0.571654,0.627074,1.0,1.0,0.136688,0.134319,0.14469,0.135981,0.605052,0.62893,1.0,1.0,0.140749,0.0990089,0.148532,0.101251,0.6402,0.625462,0.939583,0.985417,0.00729735,0.0050796,0.56401,0.593449,0.606892,0.63444,0.657119,0.688353,0.706521,0.566323,0.592297,0.605967,0.631956,0.63455,0.63468,0.657119,1.0,1.0,1.0,1.0,0.895833,0.8125,0.770833,1.0,1.0,1.0,1.0,1.0,1.0,0.895833,0.488837,0.560133,0.120204,0.146123,1.0,1.0,0.169432,0.166394,0.204831,0.171978,0.645559,0.671656,0.210353,0.157028,1.0,1.0,0.209414,0.205977,0.337118,0.206681,0.520048,0.558694,0.130475,0.14587,1.0,1.0,0.173699,0.122142,0.208374,0.129647,0.679226,0.67837,0.168068,0.158929,1.0,1.0,0.217072,0.152783,0.341928,0.153731,0.311391,0.336764,0.421185,0.521096,0.566654,0.566968,0.569838,0.421185,0.480026,0.521096,0.558694,0.566968,0.566968,0.569838,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.634868,0.645741,0.66873,0.679637,0.919025,1.17411,1.19591,0.634421,0.645741,0.66873,0.679226,0.679639,0.679819,0.919025,1.0,1.0,1.0,1.0,0.736842,0.526316,0.526316,1.0,1.0,1.0,1.0,1.0,1.0,0.736842,1.01158,1.01158,0.975958,0.0102255,0.881108,0.908762,0.924109,0.997391,1.0282,1.03958,1.0416,0.924478,0.910945,0.919652,0.0180262,0.657878,0.746528,0.889106,0.923719,1.01158,1.02836,1.0416,0.353684,0.382649,0.350497,0.0110354,0.144891,0.306065,0.326056,0.362842,0.393755,0.4049,0.40964,0.306439,0.305893,0.279452,0.0222301,-0.0346114,0.0625108,0.147828,0.338108,0.382457,0.393813,0.40964,1.66908,1.76966,1.84442,0.0645279,1.50373,1.66908,1.66908,1.76966,1.80016,1.99937,2.33541,1.76966,1.6664,2.0619,0.104054,1.50373,1.6664,1.67821,1.77436,2.20099,2.40743,3.50484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9999,-9999
20110102,-6.182,1.0,-6.218,1.077,1.0,-6.126,1.144,1.0,-5.415,-5.955,0.866,-4.589,1.27,-6.182,1.0,-6.218,1.077,1.0,-6.126,1.144,1.0,149.722,68.164,1.0,84.996,68.164,1.0,254.561,1.0,256.013,254.561,1.0,220.735,1.0,209.607,220.735,1.0,1.422,1.0,1.785,1.422,1.0,100.26,100.233,0.645833,0.0,0.0,1.0,4.132,4.092,0.645833,0.213096774194,0.645833333333,20.6948125,1.0,136.769583333,1.0,11.8777083333,1.0,287.766125,1.0,390.017,1.0,0.809,1.0,40.783,1.0,-21.1679,1.0,12.3665,1.0,21.2063,-9999,-9999,0.847169,-9999,6.83901,1.0,11.284,-9999,-9999,1.78301,-9999,11.0,3,29,19,29,19,0.897222,1.01327,0.979167,1.0,0.136863,0.134174,0.153602,0.146608,0.969275,1.01043,1.0,1.0,0.139507,0.105381,0.155962,0.120815,0.948789,0.986314,0.978646,0.993229,0.0115017,0.00818106,0.84482,0.88076,0.887313,0.969275,1.01975,1.02021,1.02281,0.885944,0.902045,0.969275,1.01043,1.02021,1.02021,1.02281,0.9375,0.958333,0.958333,1.0,1.0,1.0,1.0,0.958333,0.9375,1.0,1.0,1.0,1.0,1.0,0.427802,0.609176,0.12109,0.0734065,1.0,1.0,0.166942,0.164307,0.201174,0.190275,1.53131,1.53698,0.751754,0.739905,0.947368,1.0,0.214685,0.209293,0.21509,0.209319,0.537378,0.604813,0.0969535,0.0687149,1.0,1.0,0.171544,0.122167,0.20501,0.155347,1.53947,1.53673,0.738005,0.740211,1.0,1.0,0.216313,0.176202,0.216715,0.176233,0.341636,0.395204,0.414253,0.537378,0.619165,0.619716,0.628172,0.414253,0.427802,0.537378,0.604813,0.619716,0.619716,0.628172,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5125,1.51843,1.53121,1.53644,1.5378,1.54481,1.56373,1.51555,1.53121,1.53147,1.53673,1.5378,1.5378,1.53947,0.894737,0.842105,1.0,1.0,1.0,0.894737,0.842105,0.894737,1.0,1.0,1.0,1.0,1.0,1.0,0.38692,0.38692,0.379533,0.00576,0.331396,0.341722,0.351017,0.38692,0.407958,0.417953,0.42177,0.356292,0.351077,0.347721,0.00981549,0.220248,0.252259,0.331396,0.352598,0.396591,0.408109,0.417978,-0.625474,-0.623507,-0.60678,0.00402867,-0.636197,-0.633139,-0.624919,-0.612257,-0.598444,-0.57023,-0.551944,-0.569818,-0.618198,-0.601068,0.00515801,-0.634728,-0.632546,-0.625474,-0.612257,-0.570746,-0.556919,-0.544149,1.24175,1.31657,1.20798,0.0209668,0.934419,0.999689,1.11873,1.24854,1.31657,1.32007,1.33927,1.31657,1.23975,1.08682,0.045119,0.252957,0.899259,0.987868,1.15285,1.31657,1.31657,1.33927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9999,-9999
20110103,-2.521,1.0,-3.837,3.819,1.0,-0.514,3.044,1.0,-2.305,-3.256,2.427,-0.853,2.119,-2.521,1.0,-3.837,3.819,1.0,-0.514,3.044,1.0,150.407,99.361,1.0,86.67,99.361,1.0,266.668,1.0,276.596,266.668,1.0,225.338,1.0,237.768,225.338,1.0,1.972,1.0,2.204,1.972,1.0,100.187,100.089,0.6875,0.0,0.0,1.0,3.552,3.378,0.6875,0.212787878788,0.6875,45.7963541667,1.0,204.976395833,1.0,16.3920208333,1.0,301.457375,1.0,391.853,1.0,-0.26,1.0,38.93,1.0,-8.11225,1.0,16.8072,1.0,29.5334,-9999,-9999,0.984596,-9999,-0.927392,1.0,-1.56944,-9999,-9999,1.67331,-9999,11.0,3,29,19,29,19,0.776441,0.814481,1.0,1.0,0.13418,0.130606,0.144095,0.133583,0.789518,0.815154,1.0,1.0,0.137704,0.0953135,0.147382,0.0993543,0.776333,0.803169,0.990625,0.998437,0.00824931,0.00500455,0.65302,0.718432,0.747666,0.789518,0.82079,0.823484,0.826131,0.747666,0.767391,0.789518,0.815154,0.823484,0.823484,0.826131,0.979167,0.9375,0.979167,1.0,1.0,1.0,1.0,0.979167,1.0,1.0,1.0,1.0,1.0,1.0,0.411546,0.469425,0.142643,0.150015,1.0,1.0,0.166938,0.16139,0.198598,0.166689,1.26208,1.26634,0.556641,0.548849,1.0,1.0,0.204409,0.20104,0.204509,0.201062,0.429483,0.470304,0.131718,0.150478,1.0,1.0,0.170254,0.117056,0.201393,0.12426,1.26654,1.26664,0.549489,0.54843,1.0,1.0,0.211793,0.148057,0.21189,0.148086,0.233487,0.267556,0.370177,0.429483,0.478617,0.48271,0.486957,0.370177,0.399322,0.429483,0.470304,0.48271,0.48271,0.486957,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2392,1.25517,1.26038,1.26654,1.26795,1.26798,1.34139,1.24999,1.26208,1.26531,1.26664,1.26795,1.26798,1.26798,0.947368,0.947368,0.947368,1.0,1.0,1.0,0.842105,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.54932,0.54932,0.534011,0.00792444,0.451265,0.478693,0.493245,0.54932,0.573534,0.575945,0.582441,0.500208,0.49326,0.489901,0.0131059,0.33999,0.347765,0.451446,0.493245,0.5608,0.573562,0.582441,-0.273501,-0.265834,-0.269158,0.00318049,-0.296442,-0.29436,-0.284488,-0.265834,-0.249949,-0.247539,-0.243691,-0.287785,-0.296259,-0.286432,0.00570883,-0.378442,-0.311631,-0.296421,-0.286742,-0.25999,-0.249922,-0.243691,1.3012,1.38866,1.3363,0.0147813,1.18157,1.23299,1.3012,1.30918,1.38866,1.3986,1.44349,1.38866,1.32952,1.2824,0.0321935,0.714453,1.17749,1.23574,1.30918,1.38866,1.40076,1.46389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9999,-9999
20110104,-0.773,1.0,-1.561,1.842,1.0,0.429,1.471,1.0,-0.872,-1.62,1.301,0.27,0.631,-0.773,1.0,-1.561,1.842,1.0,0.429,1.471,1.0,151.152,77.128,1.0,74.425,77.128,1.0,284.248,1.0,302.856,284.248,1.0,249.068,1.0,273.697,249.068,1.0,2.212,1.0,1.874,2.212,1.0,99.531,99.419,0.666667,0.062,0.0,1.0,4.147,4.24,0.666667,0.23890625,0.666666666667,37.6329583333,1.0,155.770645833,1.0,12.485,1.0,309.796541667,1.0,392.396,1.0,-0.265,1.0,38.661,1.0,-10.7694,1.0,14.4198,1.0,25.3557,-9999,-9999,1.01448,-9999,-2.20257,1.0,-3.73009,-9999,-9999,1.7061,-9999,11.0,3,29,19,29,19,0.752814,0.758047,0.979167,1.0,0.135501,0.13103,0.150746,0.13183,0.730698,0.756471,0.979167,1.0,0.140076,0.0964671,0.154871,0.0975509,0.718455,0.746573,0.983854,0.992708,0.00851889,0.00434166,0.607506,0.626669,0.684388,0.732816,0.75828,0.758787,0.769596,0.684388,0.729786,0.73362,0.758047,0.758787,0.758787,0.769596,0.958333,0.958333,0.958333,0.979167,1.0,1.0,1.0,0.958333,1.0,0.979167,1.0,1.0,1.0,1.0,0.582754,0.632571,0.0918718,0.0868416,1.0,1.0,0.169484,0.163912,0.230559,0.166113,0.943241,0.879946,0.603612,0.620026,0.947368,1.0,0.204689,0.197896,0.215867,0.202353,0.605474,0.630057,0.0868498,0.0859158,1.0,1.0,0.175426,0.120403,0.234962,0.123382,0.854723,0.879946,0.639518,0.620026,0.947368,1.0,0.211175,0.146222,0.222027,0.1522,0.313426,0.320463,0.47367,0.606496,0.632941,0.633083,0.634027,0.47367,0.579849,0.606496,0.630057,0.632941,0.633751,0.634027,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.849126,0.863446,0.879946,0.905837,0.945819,1.00057,1.03504,0.849126,0.858683,0.879946,0.879946,0.905837,0.943156,0.946392,1.0,0.947368,1.0,1.0,0.947368,0.894737,0.894737,1.0,0.947368,1.0,1.0,1.0,0.894737,0.947368,0.676674,0.676674,0.63877,0.0146721,0.471678,0.512464,0.531898,0.683532,0.688488,0.697078,0.720159,0.538943,0.531898,0.567604,0.0199118,0.360599,0.398826,0.472139,0.531898,0.685246,0.688276,0.708105,-0.0676222,-0.079797,-0.107804,0.0121939,-0.247655,-0.228769,-0.1988,-0.0787859,-0.0699986,-0.0617094,-0.0151863,-0.247655,-0.1988,-0.150851,0.0135011,-0.29104,-0.237449,-0.228769,-0.195979,-0.0747479,-0.0701913,-0.0215891,1.21841,1.31911,1.31185,0.0212182,1.12567,1.21841,1.22765,1.31911,1.34063,1.37696,1.43503,1.31911,1.30814,1.29988,0.0329929,0.859311,1.15278,1.21841,1.31911,1.37156,1.38434,1.46408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9999,-9999
20110105,-5.843,1.0,-6.275,1.359,1.0,-5.184,2.492,1.0,-4.241,-4.564,0.588,-3.748,0.924,-5.843,1.0,-6.275,1.359,1.0,-5.184,2.492,1.0,151.954,84.898,1.0,78.498,84.898,1.0,261.187,1.0,288.029,261.187,1.0,224.079,1.0,253.41,224.079,1.0,1.119,1.0,1.529,1.119,1.0,99.642,99.575,0.4375,0.02,0.0,1.0,1.764,1.716,0.4375,-9999,0.0,38.2509375,1.0,171.848020833,1.0,14.3128333333,1.0,291.556708333,1.0,394.41,1.0,-0.558,1.0,37.503,1.0,-18.6522,1.0,9.91494,1.0,17.1849,-9999,-9999,0.895812,-9999,10.7346,1.0,18.3641,-9999,-9999,2.16042,-9999,11.0,3,29,19,29,19,0.774745,0.796563,1.0,1.0,0.136694,0.134591,0.138142,0.135952,0.797816,0.779181,0.979167,1.0,0.141316,0.100259,0.142717,0.102078,0.796466,0.79789,0.984375,0.996875,0.00437538,0.0027958,0.763984,0.779181,0.78035,0.798876,0.808256,0.819072,0.826492,0.779181,0.779768,0.781965,0.797816,0.807027,0.818137,0.82532,0.979167,1.0,0.854167,1.0,1.0,0.979167,1.0,1.0,1.0,1.0,0.979167,1.0,0.979167,1.0,0.410079,0.582211,0.0888288,0.0494677,1.0,1.0,0.169432,0.166714,0.208451,0.190474,1.26019,1.05058,0.464618,0.327423,1.0,1.0,0.209438,0.206426,0.301371,0.240993,0.51111,0.577627,0.0785139,0.0392368,1.0,1.0,0.174274,0.122929,0.212405,0.153617,1.16215,1.01526,0.424036,0.320339,0.947368,1.0,0.218181,0.156108,0.307511,0.199588,0.294992,0.351473,0.351473,0.51111,0.592574,0.594326,0.603862,0.351473,0.410079,0.51111,0.577627,0.594326,0.594326,0.603862,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.991197,1.01611,1.03772,1.16114,1.40965,1.44952,1.45755,0.991197,1.01526,1.01611,1.043,1.16114,1.26398,1.43064,1.0,1.0,1.0,0.947368,0.947368,0.947368,0.947368,1.0,1.0,1.0,1.0,0.947368,1.0,0.947368,0.532366,0.532366,0.483122,0.0187932,0.271759,0.30572,0.3251,0.547073,0.554461,0.561311,0.568561,0.329275,0.325149,0.402863,0.0229891,0.198283,0.242683,0.27181,0.3251,0.552575,0.552781,0.56567,-0.248906,-0.246815,-0.314767,0.0192611,-0.553241,-0.49158,-0.472716,-0.252081,-0.23475,-0.233802,-0.219338,-0.474334,-0.472667,-0.393603,0.0234707,-0.602025,-0.564655,-0.541067,-0.462354,-0.246815,-0.23475,-0.23146,0.926558,1.00074,0.976948,0.0114593,0.874292,0.904164,0.926558,0.944775,1.01384,1.06374,1.10335,1.00042,1.08115,0.924324,0.031757,0.290643,0.86586,0.888988,0.93366,1.01384,1.06374,1.13612,0.0,0.0,0.00700855,0.00253956,0.0,0.0,0.0,0.0,0.0,0.0308494,0.0489022,0.0,0.0519653,0.00545735,0.00238981,0.0,0.0,0.0,0.0,0.0,0.0,0.0489022,-9999,-9999
20110106,-3.448,1.0,-4.537,1.029,1.0,-1.785,0.676,1.0,-2.695,-3.489,0.98,-1.484,0.554,-3.448,1.0,-4.537,1.029,1.0,-1.785,0.676,1.0,152.815,27.297,1.0,41.654,27.297,1.0,291.245,1.0,318.526,291.245,1.0,246.712,1.0,295.136,246.712,1.0,0.863,1.0,1.521,0.863,1.0,98.492,98.409,0.395833,0.784,0.0,1.0,3.285,3.239,0.395833,-9999,0.0,3.52222916667,1.0,62.3616875,1.0,14.7803541667,1.0,299.579270833,1.0,393.762,1.0,-0.674,1.0,36.76,1.0,-6.9739,1.0,6.27199,1.0,10.7131,-9999,-9999,0.624221,-9999,-3.04284,1.0,-5.12895,-9999,-9999,1.04423,-9999,11.0,3,29,19,29,19,0.583759,0.708013,1.0,1.0,0.136692,0.130888,0.189321,0.147147,0.626597,0.702582,1.0,1.0,0.141544,0.0965352,0.192853,0.117641,0.609414,0.669394,0.960937,0.992708,0.0172644,0.0109963,0.403038,0.4555,0.523381,0.626597,0.717218,0.717475,0.728513,0.523381,0.583759,0.626597,0.702582,0.717218,0.718228,0.728513,0.770833,0.916667,0.916667,1.0,1.0,1.0,1.0,0.916667,1.0,1.0,1.0,1.0,1.0,1.0,0.506584,0.688318,0.0828497,0.104493,1.0,1.0,0.169441,0.160983,0.22474,0.188996,0.647942,0.673049,0.204015,0.318404,1.0,1.0,0.209414,0.20288,0.221024,0.208366,0.62128,0.679656,0.108435,0.107188,1.0,1.0,0.175541,0.119477,0.229375,0.155173,0.577165,0.673049,0.349523,0.318404,1.0,1.0,0.216682,0.148243,0.227923,0.155667,0.376905,0.408127,0.425274,0.62128,0.703001,0.70341,0.707849,0.425274,0.506584,0.62128,0.679656,0.703001,0.704612,0.707849,0.931034,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.404791,0.531663,0.577165,0.644817,0.673049,0.673049,0.693147,0.543714,0.578047,0.641786,0.673049,0.673049,0.673049,0.693147,0.421053,0.789474,1.0,0.842105,1.0,1.0,1.0,1.0,1.0,0.842105,1.0,1.0,1.0,1.0,0.769654,0.769654,0.66299,0.0321109,0.305153,0.348194,0.37834,0.769654,0.801044,0.810371,0.812231,0.382946,0.378369,0.536379,0.0378447,0.227498,0.305168,0.316588,0.37834,0.781484,0.796394,0.810371,0.0420204,0.0670724,-0.0064039,0.0229235,-0.255438,-0.239187,-0.215352,0.0696776,0.0921428,0.094925,0.112453,-0.261459,-0.248228,-0.0730354,0.0239646,-0.255682,-0.239187,-0.228305,-0.0713714,0.0719951,0.0789199,0.101,0.854522,0.896369,0.957201,0.0220334,0.826644,0.854522,0.858886,0.895326,1.08942,1.12368,1.18849,0.895326,1.1245,0.974661,0.0335613,0.491539,0.831512,0.858886,0.902439,1.1181,1.14178,1.32106,0.0,0.0,0.0094455,0.0036598,0.0,0.0,0.0,0.0,0.0,0.0331465,0.0739146,0.0,0.0817324,0.00776553,0.00356201,0.0,0.0,0.0,0.0,0.0,0.0,0.0739146,-9999,-9999
