TIMESTAMP,TA_F_MDS,TA_F_MDS_QC,TA_F_MDS_NIGHT,TA_F_MDS_NIGHT_SD,TA_F_MDS_NIGHT_QC,TA_F_MDS_DAY,TA_F_MDS_DAY_SD,TA_F_MDS_DAY_QC,TA_ERA,TA_ERA_NIGHT,TA_ERA_NIGHT_SD,TA_ERA_DAY,TA_ERA_DAY_SD,TA_F,TA_F_QC,TA_F_NIGHT,TA_F_NIGHT_SD,TA_F_NIGHT_QC,TA_F_DAY,TA_F_DAY_SD,TA_F_DAY_QC,SW_IN_POT,SW_IN_F_MDS,SW_IN_F_MDS_QC,SW_IN_ERA,SW_IN_F,SW_IN_F_QC,LW_IN_F_MDS,LW_IN_F_MDS_QC,LW_IN_ERA,LW_IN_F,LW_IN_F_QC,LW_IN_JSB,LW_IN_JSB_QC,LW_IN_JSB_ERA,LW_IN_JSB_F,LW_IN_JSB_F_QC,VPD_F_MDS,VPD_F_MDS_QC,VPD_ERA,VPD_F,VPD_F_QC,PA_ERA,PA_F,PA_F_QC,P_ERA,P_F,P_F_QC,WS_ERA,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,CO2_F_MDS,CO2_F_MDS_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_CORR_25,LE_CORR_75,LE_RANDUNC,LE_CORR_JOINTUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_CORR_25,H_CORR_75,H_RANDUNC,H_CORR_JOINTUNC,EBC_CF_N,EBC_CF_METHOD,NIGHT_D,DAY_D,NIGHT_RANDUNC_N,DAY_RANDUNC_N,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_REF_JOINTUNC,NEE_VUT_USTAR50,NEE_VUT_USTAR50_QC,NEE_VUT_USTAR50_RANDUNC,NEE_VUT_USTAR50_JOINTUNC,NEE_VUT_MEAN,NEE_VUT_MEAN_QC,NEE_VUT_SE,NEE_VUT_05,NEE_VUT_16,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_84,NEE_VUT_95,NEE_VUT_05_QC,NEE_VUT_16_QC,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,NEE_VUT_84_QC,NEE_VUT_95_QC,NEE_VUT_REF_NIGHT,NEE_VUT_REF_NIGHT_SD,NEE_VUT_REF_NIGHT_QC,NEE_VUT_REF_NIGHT_RANDUNC,NEE_VUT_REF_NIGHT_JOINTUNC,NEE_VUT_REF_DAY,NEE_VUT_REF_DAY_SD,NEE_VUT_REF_DAY_QC,NEE_VUT_REF_DAY_RANDUNC,NEE_VUT_REF_DAY_JOINTUNC,NEE_VUT_USTAR50_NIGHT,NEE_VUT_USTAR50_NIGHT_SD,NEE_VUT_USTAR50_NIGHT_QC,NEE_VUT_USTAR50_NIGHT_RANDUNC,NEE_VUT_USTAR50_NIGHT_JOINTUNC,NEE_VUT_USTAR50_DAY,NEE_VUT_USTAR50_DAY_SD,NEE_VUT_USTAR50_DAY_QC,NEE_VUT_USTAR50_DAY_RANDUNC,NEE_VUT_USTAR50_DAY_JOINTUNC,NEE_VUT_05_NIGHT,NEE_VUT_16_NIGHT,NEE_VUT_25_NIGHT,NEE_VUT_50_NIGHT,NEE_VUT_75_NIGHT,NEE_VUT_84_NIGHT,NEE_VUT_95_NIGHT,NEE_VUT_05_NIGHT_QC,NEE_VUT_16_NIGHT_QC,NEE_VUT_25_NIGHT_QC,NEE_VUT_50_NIGHT_QC,NEE_VUT_75_NIGHT_QC,NEE_VUT_84_NIGHT_QC,NEE_VUT_95_NIGHT_QC,NEE_VUT_05_DAY,NEE_VUT_16_DAY,NEE_VUT_25_DAY,NEE_VUT_50_DAY,NEE_VUT_75_DAY,NEE_VUT_84_DAY,NEE_VUT_95_DAY,NEE_VUT_05_DAY_QC,NEE_VUT_16_DAY_QC,NEE_VUT_25_DAY_QC,NEE_VUT_50_DAY_QC,NEE_VUT_75_DAY_QC,NEE_VUT_84_DAY_QC,NEE_VUT_95_DAY_QC,RECO_NT_VUT_REF,RECO_NT_VUT_USTAR50,RECO_NT_VUT_MEAN,RECO_NT_VUT_SE,RECO_NT_VUT_05,RECO_NT_VUT_16,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,RECO_NT_VUT_84,RECO_NT_VUT_95,GPP_NT_VUT_REF,GPP_NT_VUT_USTAR50,GPP_NT_VUT_MEAN,GPP_NT_VUT_SE,GPP_NT_VUT_05,GPP_NT_VUT_16,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,GPP_NT_VUT_84,GPP_NT_VUT_95,RECO_DT_VUT_REF,RECO_DT_VUT_USTAR50,RECO_DT_VUT_MEAN,RECO_DT_VUT_SE,RECO_DT_VUT_05,RECO_DT_VUT_16,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,RECO_DT_VUT_84,RECO_DT_VUT_95,GPP_DT_VUT_REF,GPP_DT_VUT_USTAR50,GPP_DT_VUT_MEAN,GPP_DT_VUT_SE,GPP_DT_VUT_05,GPP_DT_VUT_16,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,GPP_DT_VUT_84,GPP_DT_VUT_95,RECO_SR,RECO_SR_N
20040101,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-8.032,-9.008,3.894,-6.404,2.096,-8.032,0.0,-9.008,3.894,0.0,-6.404,2.096,0.0,113.376,93.427,0.666667,20.152,20.114,0.666667,-9999,-9999,254.302,254.302,0.0,-9999,-9999,257.068,257.068,0.0,-9999,-9999,0.451,0.451,0.0,97.197,97.197,0.0,1.115,1.115,0.0,1.514,1.514,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,1.0,19.6475,0.0,-9999,-9999,-9999,-9999,-9999,44.8938,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,30,18,0,0,-0.848952,0.0,-9999,-9999,-1.03595,0.0,-9999,-9999,-0.994203,0.0,0.01937,-1.16965,-1.13177,-1.1163,-1.01447,-0.879345,-0.86452,-0.848952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.123251,1.4771,0.0,-9999,-9999,-2.38699,0.433716,0.0,-9999,-9999,-0.176772,1.60826,0.0,-9999,-9999,-2.36749,0.461594,0.0,-9999,-9999,-0.391066,-0.332664,-0.308807,-0.151798,0.0646914,0.0893129,0.122824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.38699,-2.37043,-2.37043,-2.3539,-2.3539,-2.3539,-2.35249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0333014,0.0176903,0.00528595,0.0,0.0,0.0,0.0,0.0296092,0.0546006,0.0750674,0.997713,1.06925,1.01198,0.0184293,0.85104,0.86452,0.890519,1.06849,1.11463,1.1354,1.14636,0.186228,0.201003,0.204103,0.0105815,0.0629731,0.182167,0.186228,0.193212,0.23956,0.279063,0.288127,0.360926,0.370028,0.408331,0.0130136,0.36049,0.362044,0.363559,0.375625,0.426626,0.429622,0.636741,-9999,-9999
20040102,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-5.579,-6.064,3.502,-4.771,2.768,-5.579,0.0,-6.064,3.502,0.0,-4.771,2.768,0.0,113.993,62.109,0.666667,15.693,15.648,0.666667,-9999,-9999,259.477,259.477,0.0,-9999,-9999,262.596,262.596,0.0,-9999,-9999,0.204,0.204,0.0,96.174,96.174,0.0,0.843,0.843,0.0,1.626,1.626,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,1.0,28.8461,0.0,-9999,-9999,-9999,-9999,-9999,72.9264,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,30,18,0,0,-1.16281,0.0,-9999,-9999,-1.26914,0.0,-9999,-9999,-1.23011,0.0,0.0264974,-1.47526,-1.45587,-1.34418,-1.23585,-1.03499,-1.01973,-1.01973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.109232,1.10402,0.0,-9999,-9999,-2.80605,0.51901,0.0,-9999,-9999,-0.273169,1.11857,0.0,-9999,-9999,-2.80605,0.51901,0.0,-9999,-9999,-0.590983,-0.561074,-0.388871,-0.22184,0.0807799,0.104308,0.104308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.80605,-2.80605,-2.80605,-2.80605,-2.79427,-2.79427,-2.76442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0409295,0.0215116,0.00636963,0.0,0.0,0.0,0.0,0.0358629,0.0661005,0.0905265,1.3409,1.31007,1.25152,0.0269014,1.0155,1.01973,1.01973,1.31007,1.34568,1.45587,1.46931,0.282151,0.301776,0.305034,0.0143894,0.10924,0.276722,0.282115,0.292345,0.35204,0.409185,0.417484,0.290924,0.298644,0.333059,0.0118979,0.290555,0.291844,0.293158,0.303376,0.346635,0.34962,0.543413,-9999,-9999
20040103,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-13.797,-13.549,3.716,-14.21,0.876,-13.797,0.0,-13.549,3.716,0.0,-14.21,0.876,0.0,114.667,49.651,0.666667,64.759,64.517,0.666667,-9999,-9999,187.138,187.138,0.0,-9999,-9999,185.322,185.322,0.0,-9999,-9999,0.064,0.064,0.0,96.939,96.939,0.0,0.102,0.102,0.0,3.169,3.169,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,1.0,16.6989,0.0,-9999,-9999,-9999,-9999,-9999,65.6889,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,30,18,0,0,-1.02976,0.0,-9999,-9999,-1.08285,0.0,-9999,-9999,-1.07431,0.0,0.0183959,-1.25083,-1.19702,-1.17166,-1.08285,-1.01471,-0.929254,-0.872277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.150886,0.980638,0.0,-9999,-9999,-2.39472,0.372076,0.0,-9999,-9999,-0.246537,0.904449,0.0,-9999,-9999,-2.37174,0.414845,0.0,-9999,-9999,-0.505532,-0.42257,-0.383457,-0.246537,-0.137405,-0.00564369,0.0822061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.39472,-2.37852,-2.37852,-2.37174,-2.37174,-2.37174,-2.35795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0178517,0.00984051,0.00302363,0.0,0.0,0.0,0.0,0.0166212,0.0272584,0.0432773,1.11639,1.1007,1.08377,0.0182662,0.868136,0.929254,0.944179,1.1007,1.16896,1.19099,1.24372,0.0527701,0.0584403,0.0606052,0.0038897,0.0126318,0.051241,0.0526306,0.0554888,0.0740733,0.0878181,0.0928429,0.950808,0.96856,1.02441,0.0171846,0.949953,0.953452,0.955926,0.97978,1.08022,1.08303,1.30487,-9999,-9999
20040104,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-19.318,-19.617,0.938,-18.818,2.143,-19.318,0.0,-19.617,0.938,0.0,-18.818,2.143,0.0,115.401,93.427,0.666667,39.496,39.373,0.666667,-9999,-9999,193.658,193.658,0.0,-9999,-9999,192.287,192.287,0.0,-9999,-9999,0.006,0.006,0.0,98.035,98.035,0.0,0.139,0.139,0.0,1.073,1.073,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,1.0,19.6475,0.0,-9999,-9999,-9999,-9999,-9999,44.8938,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,30,18,0,0,-0.848952,0.0,-9999,-9999,-1.03595,0.0,-9999,-9999,-0.994203,0.0,0.01937,-1.16965,-1.13177,-1.1163,-1.01447,-0.879345,-0.86452,-0.848952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.123251,1.4771,0.0,-9999,-9999,-2.38699,0.433716,0.0,-9999,-9999,-0.176772,1.60826,0.0,-9999,-9999,-2.36749,0.461594,0.0,-9999,-9999,-0.391066,-0.332664,-0.308807,-0.151798,0.0646914,0.0893129,0.122824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.38699,-2.37043,-2.37043,-2.3539,-2.3539,-2.3539,-2.35249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00741815,0.00435584,0.00139319,0.0,0.0,0.0,0.0,0.0068324,0.00985354,0.0201037,0.889716,1.04337,0.998643,0.0190068,0.85104,0.86452,0.889199,1.03375,1.11463,1.12943,1.14636,0.0071275,0.00832984,0.00918604,0.000818953,0.000731358,0.00668978,0.00698172,0.00770919,0.0119641,0.0144531,0.0162599,0.647439,0.661754,0.714113,0.0169969,0.646752,0.649348,0.651576,0.670649,0.75111,0.753617,1.00499,-9999,-9999
20040105,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-23.864,-23.663,2.05,-24.198,0.584,-23.864,0.0,-23.663,2.05,0.0,-24.198,0.584,0.0,116.192,62.109,0.666667,64.877,64.631,0.666667,-9999,-9999,149.057,149.057,0.0,-9999,-9999,144.644,144.644,0.0,-9999,-9999,0.0,0.0,0.0,98.071,98.071,0.0,0.168,0.168,0.0,2.376,2.376,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,1.0,28.8461,0.0,-9999,-9999,-9999,-9999,-9999,72.9264,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,30,18,0,0,-1.16281,0.0,-9999,-9999,-1.26914,0.0,-9999,-9999,-1.23011,0.0,0.0264974,-1.47526,-1.45587,-1.34418,-1.23585,-1.03499,-1.01973,-1.01973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.109232,1.10402,0.0,-9999,-9999,-2.80605,0.51901,0.0,-9999,-9999,-0.273169,1.11857,0.0,-9999,-9999,-2.80605,0.51901,0.0,-9999,-9999,-0.590983,-0.561074,-0.388871,-0.22184,0.0807799,0.104308,0.104308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.80605,-2.80605,-2.80605,-2.80605,-2.79427,-2.79427,-2.76442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00274511,0.00173657,0.000576772,0.0,0.0,0.0,0.0,0.00220756,0.00354005,0.00834966,1.17997,1.27188,1.23175,0.026478,1.0155,1.01973,1.01973,1.24373,1.34418,1.45587,1.46931,0.000966532,0.00117834,0.00139358,0.000154173,5.40914e-05,0.000865484,0.000939984,0.00106877,0.0018705,0.00229434,0.00271635,0.950024,0.967686,1.02307,0.0170212,0.949174,0.952662,0.955116,0.978854,1.07873,1.08162,1.30048,-9999,-9999
20040106,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-21.223,-21.653,2.987,-20.505,2.123,-21.223,0.0,-21.653,2.987,0.0,-20.505,2.123,0.0,117.043,49.651,0.666667,52.531,52.31,0.666667,-9999,-9999,158.236,158.236,0.0,-9999,-9999,154.448,154.448,0.0,-9999,-9999,0.0,0.0,0.0,97.393,97.393,0.0,0.13,0.13,0.0,3.153,3.153,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,1.0,16.6989,0.0,-9999,-9999,-9999,-9999,-9999,65.6889,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,30,18,0,0,-1.02976,0.0,-9999,-9999,-1.08285,0.0,-9999,-9999,-1.07431,0.0,0.0183959,-1.25083,-1.19702,-1.17166,-1.08285,-1.01471,-0.929254,-0.872277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.150886,0.980638,0.0,-9999,-9999,-2.39472,0.372076,0.0,-9999,-9999,-0.246537,0.904449,0.0,-9999,-9999,-2.37174,0.414845,0.0,-9999,-9999,-0.505532,-0.42257,-0.383457,-0.246537,-0.137405,-0.00564369,0.0822061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.39472,-2.37852,-2.37852,-2.37174,-2.37174,-2.37174,-2.35795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00544269,0.00325013,0.00104867,0.0,0.0,0.0,0.0,0.00486991,0.0070167,0.0151482,1.06057,1.0883,1.07718,0.0183023,0.868136,0.929254,0.944179,1.06249,1.16694,1.19099,1.24372,0.00436945,0.00514117,0.00572748,0.00052954,0.000404886,0.00407047,0.00427521,0.00474279,0.00750299,0.00908603,0.0103059,0.808624,0.824885,0.879394,0.017163,0.807842,0.810929,0.813318,0.835081,0.927015,0.929061,1.16617,-9999,-9999
20040107,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-17.239,-18.428,1.386,-15.259,2.556,-17.239,0.0,-18.428,1.386,0.0,-15.259,2.556,0.0,117.951,93.427,0.666667,66.205,65.861,0.666667,-9999,-9999,166.217,166.217,0.0,-9999,-9999,162.974,162.974,0.0,-9999,-9999,0.046,0.046,0.0,97.744,97.744,0.0,0.0,0.0,0.0,1.802,1.802,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,19.6475,0.0,-9999,-9999,-9999,-9999,-9999,44.8938,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,30,18,0,0,-0.848952,0.0,-9999,-9999,-1.03595,0.0,-9999,-9999,-0.994203,0.0,0.01937,-1.16965,-1.13177,-1.1163,-1.01447,-0.879345,-0.86452,-0.848952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.123251,1.4771,0.0,-9999,-9999,-2.38699,0.433716,0.0,-9999,-9999,-0.176772,1.60826,0.0,-9999,-9999,-2.36749,0.461594,0.0,-9999,-9999,-0.391066,-0.332664,-0.308807,-0.151798,0.0646914,0.0893129,0.122824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.38699,-2.37043,-2.37043,-2.3539,-2.3539,-2.3539,-2.35249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0108873,0.00620418,0.00194879,0.0,0.0,0.0,0.0,0.0105253,0.0154286,0.0280364,0.90547,1.04684,1.00049,0.018875,0.85104,0.86452,0.890442,1.04168,1.11463,1.12999,1.14636,0.0179815,0.020462,0.021812,0.00167618,0.00281308,0.0173237,0.0176955,0.019179,0.0276289,0.0330689,0.0360821,0.966469,0.984387,1.0404,0.0171977,0.965606,0.96915,0.971634,0.995721,1.09701,1.10001,1.32034,-9999,-9999
20040108,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-17.576,-19.236,3.079,-14.809,2.553,-17.576,0.0,-19.236,3.079,0.0,-14.809,2.553,0.0,118.918,62.109,0.666667,49.088,48.771,0.666667,-9999,-9999,177.26,177.26,0.0,-9999,-9999,174.771,174.771,0.0,-9999,-9999,0.042,0.042,0.0,98.247,98.247,0.0,0.0,0.0,0.0,1.376,1.376,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,1.0,28.8461,0.0,-9999,-9999,-9999,-9999,-9999,72.9264,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,30,18,0,0,-1.16281,0.0,-9999,-9999,-1.26914,0.0,-9999,-9999,-1.23011,0.0,0.0264974,-1.47526,-1.45587,-1.34418,-1.23585,-1.03499,-1.01973,-1.01973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.109232,1.10402,0.0,-9999,-9999,-2.80605,0.51901,0.0,-9999,-9999,-0.273169,1.11857,0.0,-9999,-9999,-2.80605,0.51901,0.0,-9999,-9999,-0.590983,-0.561074,-0.388871,-0.22184,0.0807799,0.104308,0.104308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.80605,-2.80605,-2.80605,-2.80605,-2.79427,-2.79427,-2.76442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0108558,0.00616107,0.00192955,0.0,0.0,0.0,0.0,0.0104433,0.0155569,0.0277429,1.21869,1.27999,1.23617,0.0264534,1.0155,1.01973,1.01973,1.26295,1.34418,1.45587,1.46931,0.0198706,0.0225072,0.0238525,0.0017819,0.00329648,0.0191691,0.01957,0.0211427,0.0300543,0.0359105,0.0389588,0.769743,0.785729,0.840859,0.0175345,0.768974,0.771962,0.77436,0.79572,0.885894,0.887912,1.1364,-9999,-9999
20040109,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-14.212,-14.899,1.42,-13.068,1.8,-14.212,0.0,-14.899,1.42,0.0,-13.068,1.8,0.0,119.942,49.651,0.666667,53.486,53.151,0.666667,-9999,-9999,221.041,221.041,0.0,-9999,-9999,221.538,221.538,0.0,-9999,-9999,0.117,0.117,0.0,98.65,98.65,0.0,0.09,0.09,0.0,0.584,0.584,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,1.0,16.6989,0.0,-9999,-9999,-9999,-9999,-9999,65.6889,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,30,18,0,0,-1.02976,0.0,-9999,-9999,-1.08285,0.0,-9999,-9999,-1.07431,0.0,0.0183959,-1.25083,-1.19702,-1.17166,-1.08285,-1.01471,-0.929254,-0.872277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.150886,0.980638,0.0,-9999,-9999,-2.39472,0.372076,0.0,-9999,-9999,-0.246537,0.904449,0.0,-9999,-9999,-2.37174,0.414845,0.0,-9999,-9999,-0.505532,-0.42257,-0.383457,-0.246537,-0.137405,-0.00564369,0.0822061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.39472,-2.37852,-2.37852,-2.37174,-2.37174,-2.37174,-2.35795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016539,0.00918257,0.00283761,0.0,0.0,0.0,0.0,0.0155402,0.0247554,0.0406745,1.11131,1.09939,1.08311,0.0182597,0.868136,0.929254,0.944179,1.09939,1.1686,1.19099,1.24372,0.0391125,0.043917,0.0460449,0.0032499,0.00727836,0.0378256,0.0385783,0.0414276,0.0574124,0.068373,0.0733514,0.818729,0.835101,0.88967,0.0171468,0.817942,0.821059,0.823455,0.845373,0.937973,0.940031,1.17565,-9999,-9999
20040110,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9.381,-9.754,2.864,-8.759,2.034,-9.381,0.0,-9.754,2.864,0.0,-8.759,2.034,0.0,121.024,93.427,0.666667,29.147,29.025,0.666667,-9999,-9999,249.616,249.616,0.0,-9999,-9999,252.063,252.063,0.0,-9999,-9999,0.166,0.166,0.0,97.756,97.756,0.0,0.676,0.676,0.0,1.534,1.534,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,1.0,19.6475,0.0,-9999,-9999,-9999,-9999,-9999,44.8938,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,30,18,0,0,-0.848952,0.0,-9999,-9999,-1.03595,0.0,-9999,-9999,-0.994203,0.0,0.01937,-1.16965,-1.13177,-1.1163,-1.01447,-0.879345,-0.86452,-0.848952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.123251,1.4771,0.0,-9999,-9999,-2.38699,0.433716,0.0,-9999,-9999,-0.176772,1.60826,0.0,-9999,-9999,-2.36749,0.461594,0.0,-9999,-9999,-0.391066,-0.332664,-0.308807,-0.151798,0.0646914,0.0893129,0.122824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.38699,-2.37043,-2.37043,-2.3539,-2.3539,-2.3539,-2.35249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0289711,0.015526,0.00467422,0.0,0.0,0.0,0.0,0.0260691,0.0472565,0.0664692,0.981156,1.06492,1.00981,0.0184646,0.85104,0.86452,0.890519,1.06492,1.11463,1.13404,1.14636,0.132812,0.144716,0.147783,0.00835519,0.0388065,0.129559,0.132812,0.138479,0.176331,0.205873,0.215146,0.501128,0.513071,0.56036,0.0157598,0.500555,0.502646,0.504581,0.520447,0.587427,0.590584,0.834363,-9999,-9999
