TIMESTAMP,TA_F_MDS,TA_F_MDS_QC,TA_F_MDS_NIGHT,TA_F_MDS_NIGHT_SD,TA_F_MDS_NIGHT_QC,TA_F_MDS_DAY,TA_F_MDS_DAY_SD,TA_F_MDS_DAY_QC,TA_ERA,TA_ERA_NIGHT,TA_ERA_NIGHT_SD,TA_ERA_DAY,TA_ERA_DAY_SD,TA_F,TA_F_QC,TA_F_NIGHT,TA_F_NIGHT_SD,TA_F_NIGHT_QC,TA_F_DAY,TA_F_DAY_SD,TA_F_DAY_QC,SW_IN_POT,SW_IN_F_MDS,SW_IN_F_MDS_QC,SW_IN_ERA,SW_IN_F,SW_IN_F_QC,LW_IN_F_MDS,LW_IN_F_MDS_QC,LW_IN_ERA,LW_IN_F,LW_IN_F_QC,LW_IN_JSB,LW_IN_JSB_QC,LW_IN_JSB_ERA,LW_IN_JSB_F,LW_IN_JSB_F_QC,VPD_F_MDS,VPD_F_MDS_QC,VPD_ERA,VPD_F,VPD_F_QC,PA_ERA,PA_F,PA_F_QC,P_ERA,P_F,P_F_QC,WS_ERA,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,SW_DIF,SW_DIF_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_3,TS_F_MDS_4,TS_F_MDS_5,TS_F_MDS_6,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_3_QC,TS_F_MDS_4_QC,TS_F_MDS_5_QC,TS_F_MDS_6_QC,SWC_F_MDS_1,SWC_F_MDS_2,SWC_F_MDS_3,SWC_F_MDS_4,SWC_F_MDS_1_QC,SWC_F_MDS_2_QC,SWC_F_MDS_3_QC,SWC_F_MDS_4_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,EBC_CF_N,EBC_CF_METHOD,NIGHT_D,DAY_D,NIGHT_RANDUNC_N,DAY_RANDUNC_N,NEE_CUT_REF,NEE_VUT_REF,NEE_CUT_REF_QC,NEE_VUT_REF_QC,NEE_CUT_REF_RANDUNC,NEE_VUT_REF_RANDUNC,NEE_CUT_REF_JOINTUNC,NEE_VUT_REF_JOINTUNC,NEE_CUT_USTAR50,NEE_VUT_USTAR50,NEE_CUT_USTAR50_QC,NEE_VUT_USTAR50_QC,NEE_CUT_USTAR50_RANDUNC,NEE_VUT_USTAR50_RANDUNC,NEE_CUT_USTAR50_JOINTUNC,NEE_VUT_USTAR50_JOINTUNC,NEE_CUT_MEAN,NEE_VUT_MEAN,NEE_CUT_MEAN_QC,NEE_VUT_MEAN_QC,NEE_CUT_SE,NEE_VUT_SE,NEE_CUT_05,NEE_CUT_16,NEE_CUT_25,NEE_CUT_50,NEE_CUT_75,NEE_CUT_84,NEE_CUT_95,NEE_VUT_05,NEE_VUT_16,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_84,NEE_VUT_95,NEE_CUT_05_QC,NEE_CUT_16_QC,NEE_CUT_25_QC,NEE_CUT_50_QC,NEE_CUT_75_QC,NEE_CUT_84_QC,NEE_CUT_95_QC,NEE_VUT_05_QC,NEE_VUT_16_QC,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,NEE_VUT_84_QC,NEE_VUT_95_QC,NEE_CUT_REF_NIGHT,NEE_VUT_REF_NIGHT,NEE_CUT_REF_NIGHT_SD,NEE_VUT_REF_NIGHT_SD,NEE_CUT_REF_NIGHT_QC,NEE_VUT_REF_NIGHT_QC,NEE_CUT_REF_NIGHT_RANDUNC,NEE_VUT_REF_NIGHT_RANDUNC,NEE_CUT_REF_NIGHT_JOINTUNC,NEE_VUT_REF_NIGHT_JOINTUNC,NEE_CUT_REF_DAY,NEE_VUT_REF_DAY,NEE_CUT_REF_DAY_SD,NEE_VUT_REF_DAY_SD,NEE_CUT_REF_DAY_QC,NEE_VUT_REF_DAY_QC,NEE_CUT_REF_DAY_RANDUNC,NEE_VUT_REF_DAY_RANDUNC,NEE_CUT_REF_DAY_JOINTUNC,NEE_VUT_REF_DAY_JOINTUNC,NEE_CUT_USTAR50_NIGHT,NEE_VUT_USTAR50_NIGHT,NEE_CUT_USTAR50_NIGHT_SD,NEE_VUT_USTAR50_NIGHT_SD,NEE_CUT_USTAR50_NIGHT_QC,NEE_VUT_USTAR50_NIGHT_QC,NEE_CUT_USTAR50_NIGHT_RANDUNC,NEE_VUT_USTAR50_NIGHT_RANDUNC,NEE_CUT_USTAR50_NIGHT_JOINTUNC,NEE_VUT_USTAR50_NIGHT_JOINTUNC,NEE_CUT_USTAR50_DAY,NEE_VUT_USTAR50_DAY,NEE_CUT_USTAR50_DAY_SD,NEE_VUT_USTAR50_DAY_SD,NEE_CUT_USTAR50_DAY_QC,NEE_VUT_USTAR50_DAY_QC,NEE_CUT_USTAR50_DAY_RANDUNC,NEE_VUT_USTAR50_DAY_RANDUNC,NEE_CUT_USTAR50_DAY_JOINTUNC,NEE_VUT_USTAR50_DAY_JOINTUNC,NEE_CUT_05_NIGHT,NEE_CUT_16_NIGHT,NEE_CUT_25_NIGHT,NEE_CUT_50_NIGHT,NEE_CUT_75_NIGHT,NEE_CUT_84_NIGHT,NEE_CUT_95_NIGHT,NEE_VUT_05_NIGHT,NEE_VUT_16_NIGHT,NEE_VUT_25_NIGHT,NEE_VUT_50_NIGHT,NEE_VUT_75_NIGHT,NEE_VUT_84_NIGHT,NEE_VUT_95_NIGHT,NEE_CUT_05_NIGHT_QC,NEE_CUT_16_NIGHT_QC,NEE_CUT_25_NIGHT_QC,NEE_CUT_50_NIGHT_QC,NEE_CUT_75_NIGHT_QC,NEE_CUT_84_NIGHT_QC,NEE_CUT_95_NIGHT_QC,NEE_VUT_05_NIGHT_QC,NEE_VUT_16_NIGHT_QC,NEE_VUT_25_NIGHT_QC,NEE_VUT_50_NIGHT_QC,NEE_VUT_75_NIGHT_QC,NEE_VUT_84_NIGHT_QC,NEE_VUT_95_NIGHT_QC,NEE_CUT_05_DAY,NEE_CUT_16_DAY,NEE_CUT_25_DAY,NEE_CUT_50_DAY,NEE_CUT_75_DAY,NEE_CUT_84_DAY,NEE_CUT_95_DAY,NEE_VUT_05_DAY,NEE_VUT_16_DAY,NEE_VUT_25_DAY,NEE_VUT_50_DAY,NEE_VUT_75_DAY,NEE_VUT_84_DAY,NEE_VUT_95_DAY,NEE_CUT_05_DAY_QC,NEE_CUT_16_DAY_QC,NEE_CUT_25_DAY_QC,NEE_CUT_50_DAY_QC,NEE_CUT_75_DAY_QC,NEE_CUT_84_DAY_QC,NEE_CUT_95_DAY_QC,NEE_VUT_05_DAY_QC,NEE_VUT_16_DAY_QC,NEE_VUT_25_DAY_QC,NEE_VUT_50_DAY_QC,NEE_VUT_75_DAY_QC,NEE_VUT_84_DAY_QC,NEE_VUT_95_DAY_QC,RECO_NT_VUT_REF,RECO_NT_VUT_USTAR50,RECO_NT_VUT_MEAN,RECO_NT_VUT_SE,RECO_NT_VUT_05,RECO_NT_VUT_16,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,RECO_NT_VUT_84,RECO_NT_VUT_95,RECO_NT_CUT_REF,RECO_NT_CUT_USTAR50,RECO_NT_CUT_MEAN,RECO_NT_CUT_SE,RECO_NT_CUT_05,RECO_NT_CUT_16,RECO_NT_CUT_25,RECO_NT_CUT_50,RECO_NT_CUT_75,RECO_NT_CUT_84,RECO_NT_CUT_95,GPP_NT_VUT_REF,GPP_NT_VUT_USTAR50,GPP_NT_VUT_MEAN,GPP_NT_VUT_SE,GPP_NT_VUT_05,GPP_NT_VUT_16,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,GPP_NT_VUT_84,GPP_NT_VUT_95,GPP_NT_CUT_REF,GPP_NT_CUT_USTAR50,GPP_NT_CUT_MEAN,GPP_NT_CUT_SE,GPP_NT_CUT_05,GPP_NT_CUT_16,GPP_NT_CUT_25,GPP_NT_CUT_50,GPP_NT_CUT_75,GPP_NT_CUT_84,GPP_NT_CUT_95,RECO_DT_VUT_REF,RECO_DT_VUT_USTAR50,RECO_DT_VUT_MEAN,RECO_DT_VUT_SE,RECO_DT_VUT_05,RECO_DT_VUT_16,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,RECO_DT_VUT_84,RECO_DT_VUT_95,RECO_DT_CUT_REF,RECO_DT_CUT_USTAR50,RECO_DT_CUT_MEAN,RECO_DT_CUT_SE,RECO_DT_CUT_05,RECO_DT_CUT_16,RECO_DT_CUT_25,RECO_DT_CUT_50,RECO_DT_CUT_75,RECO_DT_CUT_84,RECO_DT_CUT_95,GPP_DT_VUT_REF,GPP_DT_VUT_USTAR50,GPP_DT_VUT_MEAN,GPP_DT_VUT_SE,GPP_DT_VUT_05,GPP_DT_VUT_16,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,GPP_DT_VUT_84,GPP_DT_VUT_95,GPP_DT_CUT_REF,GPP_DT_CUT_USTAR50,GPP_DT_CUT_MEAN,GPP_DT_CUT_SE,GPP_DT_CUT_05,GPP_DT_CUT_16,GPP_DT_CUT_25,GPP_DT_CUT_50,GPP_DT_CUT_75,GPP_DT_CUT_84,GPP_DT_CUT_95,RECO_SR,RECO_SR_N
200201,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.322,-0.736,1.44,0.433,1.259,-0.322,0.0,-0.736,1.44,0.0,0.433,1.259,0.0,97.7167,-9999,-9999,29.931,29.931,0.0,-9999,-9999,282.083,282.083,0.0,-9999,-9999,287.395,287.395,0.0,-9999,-9999,0.981,0.981,0.0,96.309,96.309,0.0,1.264,1.264,0.0,3.632,3.632,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,6.69636,3.0,18.2963,0.0,27.5735,-9999,58.5697,0.0,88.2677,-9999,1.0,3,30.6452,17.3548,0.0,0.0,0.927169,0.949225,0.0,0.0,-9999,-9999,-9999,-9999,0.949225,0.949225,0.0,0.0,-9999,-9999,-9999,-9999,0.959277,0.98066,0.0,0.0,0.0316983,0.0299647,0.595221,0.845535,0.894914,1.00742,1.10369,1.12586,1.12711,0.65858,0.845535,0.895484,1.05042,1.10369,1.12586,1.12711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.23991,1.24886,1.19476,1.19216,0.0,0.0,-9999,-9999,-9999,-9999,0.197595,0.325231,1.00204,1.02116,0.0,0.0,-9999,-9999,-9999,-9999,1.24886,1.24886,1.19216,1.19216,0.0,0.0,-9999,-9999,-9999,-9999,0.325231,0.325231,1.02116,1.02116,0.0,0.0,-9999,-9999,-9999,-9999,0.975674,1.22812,1.27588,1.40493,1.46378,1.48047,1.62446,0.975674,1.23706,1.26974,1.41609,1.45465,1.46378,1.5387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.26302,-0.123299,0.00317021,0.220275,0.39169,0.465648,0.46585,-0.886588,-0.0665701,0.0562553,0.329342,0.465218,0.465648,0.46585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.51233,2.51233,2.66938,0.0337605,2.43733,2.48413,2.51233,2.6411,2.69356,2.71867,3.31304,2.71645,2.51233,2.67922,0.0373648,2.43733,2.48413,2.51233,2.6253,2.71645,2.71867,3.32641,1.57158,1.56311,1.68872,0.0481999,1.47598,1.52086,1.55229,1.57158,1.61768,1.72203,2.41604,1.57158,1.56311,1.71994,0.0507871,1.47598,1.51196,1.56311,1.61276,1.6386,1.91049,2.43149,3.01455,3.01723,2.87861,0.0531101,2.15971,2.35688,2.56426,3.01723,3.06479,3.16919,3.17005,3.01455,3.01723,2.82182,0.0600578,2.15971,2.31671,2.37822,3.01722,3.05487,3.16261,3.17005,0.838023,0.835629,0.791051,0.0189049,0.552246,0.620937,0.69496,0.835623,0.855723,0.908661,0.909721,0.835623,0.835629,0.765511,0.0238432,0.527614,0.58752,0.620937,0.832297,0.840826,0.906519,0.909721,-9999,0.0
200202,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,3.908,3.473,1.243,4.515,0.998,3.908,0.0,3.473,1.243,0.0,4.515,0.998,0.0,161.267,-9999,-9999,49.897,49.897,0.0,-9999,-9999,292.803,292.803,0.0,-9999,-9999,299.938,299.938,0.0,-9999,-9999,1.713,1.713,0.0,95.2,95.2,0.0,3.07,3.07,0.0,5.065,5.065,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,6.65959,3.0,18.2595,0.0,22.4755,-9999,58.469,0.0,71.9689,-9999,2.0,3,27.4286,20.5714,0.0,0.0,0.921919,0.946796,0.0,0.0,-9999,-9999,-9999,-9999,0.946796,0.946796,0.0,0.0,-9999,-9999,-9999,-9999,0.95042,0.97251,0.0,0.0,0.0322149,0.0304328,0.5738,0.824991,0.867395,0.999921,1.09834,1.11798,1.12102,0.635917,0.840502,0.891561,1.03657,1.09834,1.11798,1.12102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29588,1.29728,1.2409,1.24032,0.0,0.0,-9999,-9999,-9999,-9999,0.276309,0.398975,0.95143,0.967583,0.0,0.0,-9999,-9999,-9999,-9999,1.29728,1.29728,1.24032,1.24032,0.0,0.0,-9999,-9999,-9999,-9999,0.398975,0.398975,0.967583,0.967583,0.0,0.0,-9999,-9999,-9999,-9999,0.9238,1.23407,1.32699,1.46154,1.51474,1.52426,1.63004,0.9238,1.29444,1.32363,1.47083,1.50618,1.52018,1.55268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.06227,0.052481,0.155032,0.323444,0.480468,0.517515,0.521615,-0.542212,0.100821,0.190506,0.419907,0.515561,0.517524,0.529546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.00832,3.00832,3.16886,0.0266999,2.94933,2.98162,3.00832,3.16455,3.22757,3.24727,3.61153,3.24578,3.00832,3.17011,0.0293917,2.94933,2.9699,3.00832,3.15272,3.24578,3.24727,3.61964,2.07834,2.06153,2.19635,0.0404979,2.00455,2.04006,2.06153,2.10959,2.15163,2.25228,2.89051,2.07834,2.06153,2.21969,0.0416397,2.00455,2.04006,2.06153,2.14111,2.16299,2.3085,2.89051,3.32792,3.33088,3.17785,0.0586311,2.38422,2.60189,2.83082,3.33088,3.38339,3.49863,3.49959,3.32792,3.33088,3.11516,0.066301,2.38422,2.55754,2.62544,3.33087,3.37243,3.49137,3.49959,1.12705,1.12365,1.07145,0.0228434,0.791273,0.864185,0.966714,1.12365,1.149,1.21408,1.21521,1.12364,1.12365,1.03997,0.029181,0.759785,0.820462,0.864185,1.12364,1.12997,1.21148,1.21521,-9999,0.0
200203,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.089,2.762,1.634,5.364,2.321,4.089,0.0,2.762,1.634,0.0,5.364,2.321,0.0,257.628,-9999,-9999,115.404,115.404,0.0,-9999,-9999,282.629,282.629,0.0,-9999,-9999,288.034,288.034,0.0,-9999,-9999,2.148,2.148,0.0,95.802,95.802,0.0,1.311,1.311,0.0,3.069,3.069,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,6.75108,3.0,18.0955,0.108199,20.6013,-9999,58.6102,0.114247,66.7263,-9999,3.0,3,23.7097,24.2903,0.0,0.0,0.920015,0.949814,0.0194892,0.0262097,-9999,-9999,-9999,-9999,0.949814,0.949814,0.0262097,0.0262097,-9999,-9999,-9999,-9999,0.952003,0.973929,0.0231351,0.0243784,0.0319228,0.0301789,0.583454,0.832828,0.87277,0.999852,1.09921,1.11869,1.12069,0.640792,0.841141,0.890053,1.04185,1.09921,1.11869,1.12069,0.00134409,0.00537634,0.0094086,0.016129,0.0282258,0.0342742,0.0329301,0.00873656,0.0188172,0.0208333,0.0147849,0.0282258,0.0342742,0.0329301,1.25979,1.25979,1.2824,1.2824,0.00733138,0.00733138,-9999,-9999,-9999,-9999,0.45932,0.57278,1.05372,1.05542,0.0322581,0.0421836,-9999,-9999,-9999,-9999,1.25979,1.25979,1.2824,1.2824,0.00733138,0.00733138,-9999,-9999,-9999,-9999,0.57278,0.57278,1.05542,1.05542,0.0421836,0.0421836,-9999,-9999,-9999,-9999,0.617598,1.06961,1.25611,1.40328,1.51696,1.54252,1.57354,0.617598,1.22765,1.26587,1.39825,1.51374,1.53923,1.55965,0.0,0.0,0.00733138,0.00733138,0.00733138,0.00733138,0.0146628,0.0,0.00733138,0.00733138,0.00733138,0.00733138,0.00733138,0.0146628,-0.680385,0.326128,0.439561,0.578671,0.627062,0.677679,0.734143,0.0101069,0.415342,0.45848,0.589034,0.633495,0.645324,0.761121,0.00124069,0.016129,0.0235732,0.0322581,0.0496278,0.057072,0.0583127,0.00248139,0.0210918,0.0260546,0.0421836,0.0545906,0.057072,0.0583127,3.02967,3.02967,3.19011,0.0262991,2.97224,3.00321,3.02967,3.18714,3.25061,3.26981,3.62081,3.26838,3.02967,3.19088,0.0289637,2.97224,2.99197,3.02967,3.17572,3.26838,3.26981,3.6287,2.10192,2.07986,2.21618,0.0396911,2.0276,2.06094,2.07986,2.13193,2.17335,2.27435,2.89957,2.10192,2.07986,2.23888,0.0407299,2.0276,2.06094,2.0804,2.16207,2.18564,2.32467,2.89957,3.33807,3.34104,3.18755,0.05881,2.39149,2.60983,2.83946,3.34104,3.39371,3.50931,3.51026,3.33807,3.34104,3.12466,0.0665033,2.39149,2.56535,2.63345,3.34103,3.38272,3.50203,3.51026,1.87705,1.8709,1.80544,0.0310286,1.41974,1.51927,1.65224,1.8709,1.90857,2.00034,2.00143,1.87089,1.8709,1.7616,0.0403675,1.40609,1.45299,1.51927,1.87089,1.89783,1.99676,2.00143,-9999,0.0
200204,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,6.669,5.099,1.765,7.797,2.602,6.957,0.674306,5.861,1.513,0.680952,7.77,2.176,0.669136,362.544,113.279,0.682639,161.411,148.216,0.682639,306.389,0.68125,292.389,293.962,0.68125,-9999,-9999,299.454,297.894,0.674306,-9999,-9999,3.073,2.999,0.674306,95.63,95.652,0.677083,1.241,1.623,0.678472,2.989,3.041,0.447222,0.674393657151,0.616666666667,75.4862013889,1.0,-9999,-9999,-9999,-9999,13.6386145833,0.666666666667,349.9824375,0.666666666667,377.89,0.875694,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.8369,3.0,21.4142,0.873611,22.8091,0.480011,51.1997,0.872222,54.5347,0.73468,1.0,2,19.8667,28.1333,13.7,19.4333,0.56136,0.606441,0.723611,0.728472,0.0534241,0.0534241,0.0610981,0.0605211,0.606441,0.606441,0.728472,0.728472,0.0534241,0.0534241,0.0610981,0.0605211,0.600388,0.597768,0.724583,0.727778,0.00598589,0.0041105,0.551199,0.558943,0.585208,0.601744,0.612128,0.618234,0.651225,0.551199,0.56136,0.585208,0.601744,0.612349,0.618234,0.62102,0.69375,0.714583,0.713889,0.734028,0.734722,0.752778,0.684028,0.69375,0.723611,0.713889,0.734028,0.747222,0.752778,0.751389,2.27284,2.27216,1.03844,1.0343,0.717627,0.719215,0.060919,0.060919,0.138726,0.129755,-0.572847,-0.547998,2.63433,2.64021,0.73448,0.735629,0.0765516,0.0765516,0.16486,0.152096,2.27216,2.27216,1.0343,1.0343,0.719215,0.719215,0.060919,0.060919,0.138726,0.129755,-0.547998,-0.547998,2.64021,2.64021,0.735629,0.735629,0.0765516,0.0765516,0.16486,0.152096,1.98643,2.18103,2.20659,2.32469,2.39322,2.4303,2.63665,2.07981,2.18121,2.21243,2.31895,2.38131,2.41034,2.47255,0.689307,0.704762,0.714453,0.717627,0.727151,0.741437,0.78254,0.690894,0.712865,0.71604,0.719215,0.731913,0.741437,0.749373,-0.883441,-0.736798,-0.695183,-0.582115,-0.505774,-0.44478,-0.39517,-0.781644,-0.712955,-0.686569,-0.579503,-0.492704,-0.450101,-0.424086,0.66156,0.685826,0.71026,0.733331,0.743846,0.758961,0.765943,0.679738,0.707961,0.712559,0.735629,0.753167,0.75785,0.758961,3.4788,3.4788,3.61363,0.0185036,3.44279,3.45751,3.4788,3.62681,3.6845,3.70226,3.83899,3.70169,3.4788,3.60873,0.0207037,3.44279,3.45479,3.47549,3.62497,3.70026,3.70226,3.84193,2.86304,2.87236,3.01586,0.0182647,2.86304,2.87236,2.89857,3.04161,3.07215,3.10051,3.27257,2.86304,2.87236,3.00834,0.0231424,2.83983,2.86952,2.88143,3.0353,3.09658,3.10051,3.28654,3.40719,3.61562,3.33369,0.0411057,2.91668,2.92392,3.10259,3.40719,3.56258,3.59071,3.61562,3.40719,3.61562,3.30681,0.0399053,2.89626,2.92392,3.07206,3.38912,3.5601,3.57427,3.60683,2.56043,2.47315,2.37073,0.0272376,2.08808,2.12587,2.19435,2.40722,2.53321,2.55687,2.56043,2.40722,2.47315,2.35538,0.0263176,2.10897,2.12587,2.19435,2.36872,2.50196,2.55304,2.56043,3.27624,0.450694
200205,12.346,1.0,11.238,1.386,1.0,12.905,1.914,1.0,12.615,10.77,1.574,13.554,2.417,12.346,1.0,11.238,1.386,1.0,12.905,1.914,1.0,444.882,177.104,1.0,179.017,177.104,1.0,327.569,1.0,327.377,327.569,1.0,347.785,1.0,340.391,347.785,1.0,3.473,1.0,4.179,3.473,1.0,95.498,95.618,1.0,2.933,2.41,1.0,2.347,2.678,1.0,0.525893205197,0.829301075269,99.553077957,1.0,350.837476645,0.988575268817,94.4912432796,1.0,28.9633064516,1.0,377.295725806,1.0,376.921,0.998656,11.315,11.044,10.721,10.326,9.628,8.551,1.0,1.0,1.0,1.0,1.0,1.0,40.492,41.276,35.054,45.573,1.0,1.0,1.0,1.0,5.08641,3.0,48.726,0.99664,51.8999,0.664139,39.2361,0.99328,41.7918,0.703698,0.989919,1,16.1935,31.8065,16.1935,31.8065,-3.49603,-3.50558,0.966398,0.976478,0.0704101,0.0704101,0.0788317,0.0755951,-3.50558,-3.50558,0.976478,0.976478,0.0704101,0.0704101,0.0788317,0.0755951,-3.51041,-3.51682,0.957611,0.964785,0.00833003,0.00517577,-3.58727,-3.558,-3.52495,-3.51461,-3.496,-3.48709,-3.45881,-3.58727,-3.54212,-3.52495,-3.51461,-3.49603,-3.48709,-3.47706,0.926747,0.961022,0.974462,0.966398,0.985887,0.979167,0.986559,0.926747,0.979839,0.974462,0.966398,0.966398,0.979167,0.979839,4.915,4.94813,0.793118,0.792305,0.99241,0.994307,0.0824057,0.0824057,0.240433,0.220744,-7.56986,-7.55854,7.13331,7.13806,0.965377,0.967458,0.0934051,0.0934051,0.391946,0.306717,4.94813,4.94813,0.792305,0.792305,0.994307,0.994307,0.0824057,0.0824057,0.240433,0.220744,-7.55854,-7.55854,7.13806,7.13806,0.967458,0.967458,0.0934051,0.0934051,0.391946,0.306717,4.39066,4.67223,4.76132,4.9049,5.00262,5.12397,5.28588,4.46479,4.67403,4.78355,4.90847,4.99932,5.0836,5.21772,0.926249,0.953068,0.99241,0.994307,0.994307,0.994307,0.994307,0.94902,0.964453,0.99241,0.994307,0.994307,0.994307,0.994307,-8.11922,-7.93996,-7.77529,-7.57066,-7.35091,-7.17865,-6.99858,-8.08579,-7.85037,-7.76831,-7.57589,-7.35968,-7.26608,-7.07118,0.838617,0.885978,0.937187,0.963359,0.978526,0.979567,0.990824,0.859428,0.92697,0.938164,0.96544,0.978526,0.979567,0.985621,5.49568,5.49568,5.47656,0.0230728,5.18229,5.27115,5.44148,5.49568,5.51127,5.57474,5.78268,5.48466,5.49568,5.48123,0.0297646,5.18229,5.27115,5.44148,5.49568,5.51863,5.60539,5.78268,9.04358,9.00126,8.99338,0.0255792,8.70349,8.78962,8.92866,8.9949,9.0234,9.07077,9.34587,9.04358,9.00126,8.99163,0.0363197,8.70349,8.78636,8.92866,8.9949,9.04358,9.0993,9.35521,5.78891,5.5825,5.17466,0.0912637,3.96892,4.61698,4.63203,5.39111,5.5825,5.74373,5.78891,5.78891,5.5825,5.17285,0.10366,3.71944,4.50946,4.63203,5.43026,5.66773,5.76624,5.80883,9.25406,9.25483,8.8999,0.064151,8.03918,8.40516,8.51713,9.06044,9.24632,9.25406,9.27232,9.27232,9.25483,8.90564,0.0672616,8.03918,8.33871,8.52865,9.06044,9.24632,9.25483,9.28493,3.77566,1.0
