TIMESTAMP,TA_F_MDS,TA_F_MDS_QC,TA_F_MDS_NIGHT,TA_F_MDS_NIGHT_SD,TA_F_MDS_NIGHT_QC,TA_F_MDS_DAY,TA_F_MDS_DAY_SD,TA_F_MDS_DAY_QC,TA_ERA,TA_ERA_NIGHT,TA_ERA_NIGHT_SD,TA_ERA_DAY,TA_ERA_DAY_SD,TA_F,TA_F_QC,TA_F_NIGHT,TA_F_NIGHT_SD,TA_F_NIGHT_QC,TA_F_DAY,TA_F_DAY_SD,TA_F_DAY_QC,SW_IN_POT,SW_IN_F_MDS,SW_IN_F_MDS_QC,SW_IN_ERA,SW_IN_F,SW_IN_F_QC,LW_IN_F_MDS,LW_IN_F_MDS_QC,LW_IN_ERA,LW_IN_F,LW_IN_F_QC,LW_IN_JSB,LW_IN_JSB_QC,LW_IN_JSB_ERA,LW_IN_JSB_F,LW_IN_JSB_F_QC,VPD_F_MDS,VPD_F_MDS_QC,VPD_ERA,VPD_F,VPD_F_QC,PA_ERA,PA_F,PA_F_QC,P_ERA,P_F,P_F_QC,WS_ERA,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_1_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,EBC_CF_N,EBC_CF_METHOD,NIGHT_D,DAY_D,NIGHT_RANDUNC_N,DAY_RANDUNC_N,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_REF_JOINTUNC,NEE_VUT_USTAR50,NEE_VUT_USTAR50_QC,NEE_VUT_USTAR50_RANDUNC,NEE_VUT_USTAR50_JOINTUNC,NEE_VUT_MEAN,NEE_VUT_MEAN_QC,NEE_VUT_SE,NEE_VUT_05,NEE_VUT_16,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_84,NEE_VUT_95,NEE_VUT_05_QC,NEE_VUT_16_QC,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,NEE_VUT_84_QC,NEE_VUT_95_QC,NEE_VUT_REF_NIGHT,NEE_VUT_REF_NIGHT_SD,NEE_VUT_REF_NIGHT_QC,NEE_VUT_REF_NIGHT_RANDUNC,NEE_VUT_REF_NIGHT_JOINTUNC,NEE_VUT_REF_DAY,NEE_VUT_REF_DAY_SD,NEE_VUT_REF_DAY_QC,NEE_VUT_REF_DAY_RANDUNC,NEE_VUT_REF_DAY_JOINTUNC,NEE_VUT_USTAR50_NIGHT,NEE_VUT_USTAR50_NIGHT_SD,NEE_VUT_USTAR50_NIGHT_QC,NEE_VUT_USTAR50_NIGHT_RANDUNC,NEE_VUT_USTAR50_NIGHT_JOINTUNC,NEE_VUT_USTAR50_DAY,NEE_VUT_USTAR50_DAY_SD,NEE_VUT_USTAR50_DAY_QC,NEE_VUT_USTAR50_DAY_RANDUNC,NEE_VUT_USTAR50_DAY_JOINTUNC,NEE_VUT_05_NIGHT,NEE_VUT_16_NIGHT,NEE_VUT_25_NIGHT,NEE_VUT_50_NIGHT,NEE_VUT_75_NIGHT,NEE_VUT_84_NIGHT,NEE_VUT_95_NIGHT,NEE_VUT_05_NIGHT_QC,NEE_VUT_16_NIGHT_QC,NEE_VUT_25_NIGHT_QC,NEE_VUT_50_NIGHT_QC,NEE_VUT_75_NIGHT_QC,NEE_VUT_84_NIGHT_QC,NEE_VUT_95_NIGHT_QC,NEE_VUT_05_DAY,NEE_VUT_16_DAY,NEE_VUT_25_DAY,NEE_VUT_50_DAY,NEE_VUT_75_DAY,NEE_VUT_84_DAY,NEE_VUT_95_DAY,NEE_VUT_05_DAY_QC,NEE_VUT_16_DAY_QC,NEE_VUT_25_DAY_QC,NEE_VUT_50_DAY_QC,NEE_VUT_75_DAY_QC,NEE_VUT_84_DAY_QC,NEE_VUT_95_DAY_QC,RECO_NT_VUT_REF,RECO_NT_VUT_USTAR50,RECO_NT_VUT_MEAN,RECO_NT_VUT_SE,RECO_NT_VUT_05,RECO_NT_VUT_16,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,RECO_NT_VUT_84,RECO_NT_VUT_95,GPP_NT_VUT_REF,GPP_NT_VUT_USTAR50,GPP_NT_VUT_MEAN,GPP_NT_VUT_SE,GPP_NT_VUT_05,GPP_NT_VUT_16,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,GPP_NT_VUT_84,GPP_NT_VUT_95,RECO_DT_VUT_REF,RECO_DT_VUT_USTAR50,RECO_DT_VUT_MEAN,RECO_DT_VUT_SE,RECO_DT_VUT_05,RECO_DT_VUT_16,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,RECO_DT_VUT_84,RECO_DT_VUT_95,GPP_DT_VUT_REF,GPP_DT_VUT_USTAR50,GPP_DT_VUT_MEAN,GPP_DT_VUT_SE,GPP_DT_VUT_05,GPP_DT_VUT_16,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,GPP_DT_VUT_84,GPP_DT_VUT_95,RECO_SR,RECO_SR_N
200301,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-13.071,-13.815,2.626,-11.908,2.3,-13.071,0.0,-13.815,2.626,0.0,-11.908,2.3,0.0,130.128,225.415,0.652554,75.597,75.375,0.652554,-9999,-9999,195.706,195.706,0.0,-9999,-9999,183.975,183.975,0.0,-9999,-9999,0.639,0.639,0.0,98.257,98.257,0.0,0.153,0.045,1.0,1.695,1.695,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-2.769,0.767473,-1.0229,3.0,20.2192,0.0,-9999,-9999,124.897,0.0,-9999,-9999,-9999,-9999,29.3226,18.6774,0.0,0.0,2.2487,0.0,-9999,-9999,2.2487,0.0,-9999,-9999,2.1648,0.0,0.0573247,1.72946,1.75662,1.76477,2.13033,2.4869,2.63356,2.69759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.85903,4.30049,0.0,-9999,-9999,-0.488569,0.412245,0.0,-9999,-9999,3.85903,4.30049,0.0,-9999,-9999,-0.488569,0.412245,0.0,-9999,-9999,2.98961,3.0878,3.15784,3.69445,4.20069,4.33985,4.42105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.533066,-0.517528,-0.514843,-0.482953,-0.430717,-0.263742,-0.259105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.454673,0.487639,0.648962,0.0539199,0.369224,0.392402,0.413032,0.441234,1.04302,1.20759,1.21859,-1.47432,-1.76106,-1.51584,0.0358995,-2.13148,-1.80372,-1.67566,-1.43179,-1.35564,-1.32467,-1.28823,1.23444,0.977262,0.896409,0.0721841,0.0333251,0.559814,0.623695,0.908728,1.23444,1.53091,1.53878,0.752033,0.480212,0.504469,0.0461929,0.191323,0.240268,0.287379,0.418679,0.752033,1.00668,1.01174,0.187599,1.0
200302,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-13.018,-14.289,3.167,-11.428,2.827,-13.018,0.0,-14.289,3.167,0.0,-11.428,2.827,0.0,193.578,226.999,0.599702,126.736,126.386,0.599702,-9999,-9999,199.253,199.253,0.0,-9999,-9999,188.081,188.081,0.0,-9999,-9999,0.691,0.691,0.0,98.009,98.009,0.0,0.177,0.05,1.0,1.682,1.682,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-4.756,0.837798,-1.02001,3.0,20.1879,0.0,-9999,-9999,124.754,0.0,-9999,-9999,-9999,-9999,26.7857,21.2143,0.0,0.0,2.24364,0.0,-9999,-9999,2.24364,0.0,-9999,-9999,2.15976,0.0,0.057023,1.72541,1.75236,1.76766,2.12766,2.48016,2.62608,2.69001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.23961,4.29858,0.0,-9999,-9999,-0.45399,0.50828,0.0,-9999,-9999,4.23961,4.29858,0.0,-9999,-9999,-0.45399,0.50828,0.0,-9999,-9999,3.28791,3.38994,3.47343,4.07099,4.61361,4.7623,4.84735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.505035,-0.491593,-0.485768,-0.437842,-0.397937,-0.250699,-0.246981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.450685,0.484387,0.647684,0.0545361,0.365353,0.389074,0.408616,0.437473,1.04654,1.21263,1.22372,-1.47619,-1.75925,-1.51208,0.036017,-2.12794,-1.80435,-1.67698,-1.41883,-1.35499,-1.32438,-1.28793,1.23957,0.981324,0.899255,0.0727531,0.0264021,0.56214,0.626287,0.912505,1.23957,1.53727,1.54518,1.08453,0.733534,0.740239,0.0615948,0.307105,0.389976,0.447235,0.605349,1.08453,1.40092,1.40652,0.126813,1.0
200303,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-5.355,-7.311,2.88,-3.464,3.23,-5.355,0.0,-7.311,2.88,0.0,-3.464,3.23,0.0,285.454,255.551,0.534274,173.724,173.346,0.534274,-9999,-9999,240.239,240.239,0.0,-9999,-9999,235.536,235.536,0.0,-9999,-9999,1.454,1.454,0.0,97.685,97.685,0.0,0.708,1.116,1.0,1.609,1.609,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-2.029,1.0,-1.04602,3.0,19.7458,0.0,-9999,-9999,123.486,0.0,-9999,-9999,-9999,-9999,23.6452,24.3548,0.0,0.0,1.97374,0.0,-9999,-9999,1.97374,0.0,-9999,-9999,1.92479,0.0,0.0473511,1.48359,1.60828,1.67613,1.84965,2.24809,2.28817,2.34742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.30336,1.60958,0.0,-9999,-9999,-0.437501,0.781941,0.0,-9999,-9999,4.30336,1.60958,0.0,-9999,-9999,-0.437501,0.781941,0.0,-9999,-9999,3.26209,3.53168,3.71941,4.16883,4.60807,4.83285,4.86408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.492462,-0.465263,-0.45868,-0.387113,-0.342488,-0.234311,-0.231978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.985333,1.02871,1.2082,0.0683818,0.816213,0.84249,0.921321,0.963227,1.74502,1.90781,1.91837,-0.837649,-0.945034,-0.716592,0.0370336,-1.0767,-1.02224,-0.920668,-0.727865,-0.501516,-0.429052,-0.37797,1.6385,1.29714,1.20299,0.0918703,0.146668,0.743049,0.82784,1.20617,1.6385,2.03199,2.04245,1.36361,0.94973,0.941405,0.0743703,0.409286,0.523392,0.574297,0.76212,1.36361,1.73307,1.73934,0.220839,1.0
200304,5.015,0.570833,2.71,1.873,0.981818,6.533,5.796,0.270348,2.775,0.322,2.717,4.564,3.617,3.623,0.570833,2.625,1.799,0.981818,4.218,3.849,0.270348,381.165,267.19,0.611806,238.504,234.844,0.611806,-9999,-9999,271.786,271.786,0.0,224.133,0.527778,272.061,258.846,0.527778,7.174,0.527778,3.318,4.652,0.527778,98.088,98.086,0.179861,1.342,1.044,0.43125,1.775,1.893,0.179861,-9999,-9999,-9999,-9999,-9999,-9999,369.412,0.570833,1.355,0.319444,-1.28465,3.0,21.0013,0.0,-9999,-9999,116.022,0.0,-9999,-9999,-9999,-9999,20.3,27.7,0.0,0.0,1.79496,0.0,-9999,-9999,1.79613,0.0,-9999,-9999,1.74805,0.0,0.0521534,1.20571,1.38022,1.49718,1.7549,2.09608,2.12482,2.20352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.15113,0.405636,0.0,-9999,-9999,-0.0449783,2.08321,0.0,-9999,-9999,4.15113,0.405636,0.0,-9999,-9999,-0.0432347,2.08518,0.0,-9999,-9999,3.00559,3.37228,3.67113,4.04696,4.44521,4.69402,4.69588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.261729,-0.224393,-0.183016,-0.0462826,0.114982,0.245599,0.261929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.71704,1.76208,1.9353,0.0784682,1.40283,1.46822,1.63552,1.69375,2.58032,2.71809,2.72679,0.0498451,-0.0340535,0.187252,0.0438171,-0.352075,-0.0581556,0.016669,0.151536,0.4621,0.523271,0.588512,2.07197,1.6403,1.55508,0.106789,0.459191,0.939629,1.04685,1.52527,2.07197,2.56958,2.58279,1.62137,1.1696,1.14661,0.0833888,0.529517,0.684813,0.722558,0.938818,1.62137,2.02687,2.03368,0.527709,1.0
200305,12.428,0.644489,6.873,2.253,1.0,15.572,4.789,0.437591,10.489,7.539,2.562,12.146,3.834,10.777,0.644489,6.873,2.253,1.0,12.965,4.245,0.437591,453.18,300.264,0.675403,272.592,275.485,0.675403,-9999,-9999,305.98,305.98,0.0,302.056,0.644489,311.65,302.588,0.644489,8.521,0.644489,5.4,6.704,0.644489,97.993,97.995,0.34207,1.428,1.458,0.34543,1.515,1.708,0.34207,-9999,-9999,-9999,-9999,-9999,-9999,374.127,0.643145,9.467,0.352823,-0.789039,3.0,24.135,0.331989,38.5697,0.559428,113.646,0.332661,181.616,0.787268,1.0,2,17.2903,30.7097,11.1613,19.4516,2.07617,0.260753,0.0734629,0.426146,2.0798,0.260753,0.0731885,0.426098,1.90453,0.263424,0.0527102,1.37223,1.41016,1.58038,1.94966,2.2215,2.24969,2.28786,0.270833,0.268817,0.275538,0.269489,0.252016,0.260753,0.252688,4.46409,1.01763,0.3463,0.149626,0.788916,0.626664,3.72519,0.217267,0.0710712,0.28718,4.46409,1.01763,0.3463,0.149084,0.788813,0.627619,3.7258,0.217267,0.0707281,0.287095,3.11714,3.45629,3.91103,4.36607,4.7867,5.00548,5.01024,0.312144,0.316176,0.344402,0.350332,0.356143,0.358159,0.361954,0.115604,0.147881,0.250007,0.508899,0.641497,0.704374,0.76228,0.196872,0.201945,0.207119,0.2172,0.237428,0.239512,0.247945,2.53598,2.56986,2.6762,0.0746943,2.11304,2.14695,2.38399,2.49728,3.31208,3.39861,3.40397,0.726039,0.490065,0.771674,0.0447317,0.19339,0.451606,0.528657,0.781455,1.0624,1.1118,1.12392,2.50132,2.15763,2.21653,0.0923678,1.09748,1.5948,1.93183,2.16713,2.71619,2.8309,2.97798,1.87843,1.52387,1.57055,0.0636007,1.03472,1.12921,1.26833,1.45325,1.87536,2.18519,2.25267,1.8289,1.0
200306,16.234,0.959722,12.851,2.282,1.0,17.926,3.899,0.939583,16.407,13.73,1.948,17.745,3.353,16.318,0.959722,12.851,2.282,1.0,18.052,3.843,0.939583,485.411,300.879,0.972222,292.465,296.717,0.972222,-9999,-9999,350.235,350.235,0.0,349.859,0.959722,362.889,351.56,0.959722,6.727,0.959722,6.721,6.742,0.959722,97.778,97.802,0.813194,1.051,1.242,0.796528,1.282,1.339,0.813194,0.297629990964,0.783333333333,213.658720252,0.783333333333,617.762990314,0.783333333333,368.04,0.965278,13.492,0.965972,-0.293313,3.0,66.7496,0.965278,106.671,0.80996,57.4979,0.965972,91.8861,0.762816,0.804167,1,16.0,32.0,15.9667,31.1333,-1.68719,0.866667,0.109289,0.621376,-1.65901,0.867361,0.109048,0.621333,-1.79288,0.846007,0.077941,-2.56926,-2.47519,-2.27262,-1.7035,-1.32427,-1.25181,-1.22687,0.908333,0.89375,0.895139,0.867361,0.795833,0.789583,0.749306,7.93196,2.18725,0.941667,0.217488,1.58645,-6.3623,8.06046,0.830208,0.113951,0.469173,7.93126,2.18714,0.941667,0.214416,1.58603,-6.36368,8.06203,0.830208,0.11481,0.469382,5.58599,6.10118,6.5472,7.81483,8.99268,9.24412,9.46632,0.722917,0.78125,0.797917,0.94375,0.96875,0.975,0.989583,-7.04902,-6.96033,-6.83061,-6.46936,-6.18108,-6.05008,-5.92986,0.76875,0.78125,0.790625,0.828125,0.854167,0.861458,0.867708,8.01521,8.22754,8.38296,0.163735,6.73802,7.09753,7.42497,8.29717,9.1241,9.65984,9.81149,10.0498,9.88656,10.1758,0.0896823,9.30729,9.58019,9.6976,10.0498,10.4999,10.9273,11.06,4.28788,5.00089,5.20736,0.144176,4.0519,4.16927,4.31629,5.10596,5.7677,6.27134,6.83053,7.89926,8.32127,7.87378,0.0338003,7.61161,7.65401,7.70056,7.8451,8.00644,8.08565,8.32041,3.93414,1.0
200307,18.475,0.836694,15.654,2.18,1.0,19.972,3.385,0.75,19.907,17.552,1.809,21.15,3.24,18.537,0.836694,15.654,2.18,1.0,20.068,3.369,0.75,469.944,315.703,0.867608,300.776,304.274,0.867608,-9999,-9999,367.361,367.361,0.0,367.007,0.836694,382.717,369.357,0.836694,5.957,0.836694,8.865,6.245,0.836694,97.804,97.829,0.665323,0.977,0.74,0.34207,1.36,1.324,0.665323,0.333022313003,0.592069892473,213.000569538,0.649193548387,611.21140155,0.649193548387,363.059,0.859543,16.431,0.943548,0.340684,3.0,132.552,0.852823,214.043,1.14218,-3.46202,0.854167,-5.59041,0.636183,0.642473,1,16.5806,31.4194,16.5484,26.2581,0.198861,0.755376,0.202816,1.69146,0.0716922,0.754704,0.201785,1.69134,0.0885294,0.74291,0.222692,-1.94886,-1.64268,-1.42619,0.129768,1.57649,1.71583,2.0396,0.781586,0.776882,0.774866,0.747984,0.708333,0.700941,0.692876,19.2728,6.36684,0.988259,0.36798,3.49736,-10.0865,14.2104,0.631634,0.217981,0.900434,19.2854,6.37317,0.988259,0.365783,3.49713,-10.0863,14.2108,0.631634,0.217588,0.900339,14.5391,15.2845,15.943,19.2984,21.5304,22.2403,22.9468,0.861243,0.906072,0.931096,0.984464,0.997984,0.997984,1.0,-10.8928,-10.715,-10.6092,-10.049,-9.20695,-8.9677,-8.68436,0.565362,0.576613,0.590921,0.631634,0.666493,0.671599,0.686785,20.9652,22.1975,21.5355,0.39214,17.7801,17.8726,18.3443,22.1996,23.8124,24.0641,24.2622,21.3316,22.1258,21.4469,0.180745,19.5053,19.7454,19.8314,22.0664,22.3362,22.4214,22.5579,8.78946,9.21314,9.02722,0.2523,6.67107,7.36163,7.70994,9.14204,9.84932,10.5402,10.9148,14.215,14.4118,14.1453,0.123302,12.9718,13.3225,13.5238,14.284,14.5434,14.9456,15.1338,6.53409,1.0
200308,20.751,0.866935,17.221,1.752,1.0,23.029,3.627,0.787987,20.352,18.176,1.95,21.769,3.109,20.243,0.866935,17.221,1.752,1.0,22.218,3.529,0.787987,410.725,256.761,0.879032,263.597,255.203,0.879032,-9999,-9999,359.852,359.852,0.0,391.159,0.866935,374.023,386.68,0.866935,7.872,0.866935,8.272,7.425,0.866935,98.168,98.23,0.752016,0.613,0.696,0.967742,1.274,1.286,0.752016,0.360390553559,0.668682795699,173.941250981,0.751344086022,510.030880296,0.751344086022,368.642,0.868952,17.913,0.90793,1.96038,3.0,74.1641,0.866263,130.601,0.785279,20.7646,0.866263,36.566,0.83214,0.728495,1,18.9355,29.0645,18.9355,29.0645,0.389131,0.770833,0.137165,1.30264,0.401822,0.767473,0.137027,1.30262,0.424986,0.774916,0.164961,-1.27215,-0.942445,-0.58258,0.401822,1.39687,1.64834,1.79065,0.846774,0.843414,0.856855,0.767473,0.729167,0.714382,0.701613,13.5632,3.60833,0.806934,0.247988,2.96797,-7.98843,10.2735,0.741377,0.146795,0.717575,13.5632,3.60833,0.806934,0.247633,2.96794,-7.98843,10.2735,0.741377,0.146723,0.71756,9.22142,9.7286,11.4279,13.6681,15.3525,15.6438,15.8693,0.72645,0.72645,0.753737,0.812311,0.992926,0.99651,1.0,-8.64422,-8.43704,-8.18462,-7.93648,-7.36427,-7.03224,-6.69766,0.66574,0.686511,0.706134,0.741377,0.760962,0.764302,0.772096,15.8982,16.8688,16.1854,0.330582,12.2324,12.6303,14.3946,16.8672,17.9885,18.215,18.2326,15.2033,16.467,15.7604,0.179813,13.4639,13.7742,14.9672,16.4172,16.5132,16.7066,16.9291,9.15756,10.9835,9.74168,0.189924,8.38141,8.52827,8.76573,9.41447,10.2975,10.9817,12.3298,11.9927,13.1164,11.9942,0.145191,10.731,10.9115,11.3427,11.9299,12.3325,12.8387,13.2439,8.70933,1.0
200309,14.759,0.915278,12.441,2.378,1.0,16.719,3.054,0.837705,14.412,13.013,1.959,15.583,2.515,14.599,0.915278,12.441,2.378,1.0,16.408,2.985,0.837705,323.773,185.411,0.927778,181.074,181.065,0.927778,-9999,-9999,332.366,332.366,0.0,343.048,0.915278,342.2,343.223,0.915278,6.296,0.915278,6.278,6.149,0.915278,97.835,97.891,0.696528,1.113,1.826,0.696528,1.717,1.706,0.696528,-9999,-9999,120.460250335,0.6125,383.744886438,0.6125,364.209,0.915278,14.694,0.915278,-0.624466,3.0,37.7946,0.881944,70.3656,0.502767,25.6559,0.881944,47.7658,0.683749,0.672222,1,22.1667,25.8333,22.1667,25.8,0.206127,0.81875,0.0736104,0.121909,0.223591,0.818056,0.0723299,0.12114,0.120242,0.814983,0.0130476,0.00459261,0.0278843,0.0363529,0.118237,0.206127,0.222237,0.250575,0.835417,0.834028,0.8375,0.79375,0.81875,0.827778,0.814583,5.74468,1.40334,0.975613,0.11175,0.36353,-4.54503,5.31009,0.676759,0.0904086,0.195666,5.74468,1.40334,0.975613,0.109727,0.362913,-4.54503,5.31009,0.676759,0.0889082,0.194978,5.05355,5.18432,5.32385,5.6614,5.81938,5.87617,6.05277,0.9421,0.954401,0.954401,0.968038,0.99697,0.998485,0.998485,-4.84753,-4.78164,-4.74498,-4.58857,-4.49265,-4.43459,-4.36554,0.624936,0.640193,0.64912,0.679275,0.69591,0.69591,0.697192,6.02978,6.11115,5.97717,0.0170437,5.79044,5.85853,5.89626,5.97101,6.07029,6.09347,6.14228,5.89776,5.88756,5.85693,0.00878137,5.75476,5.77413,5.83188,5.86951,5.88864,5.89802,5.94412,5.28347,5.3953,5.3344,0.0706954,4.75723,4.84113,4.86649,5.3931,5.66925,5.87228,5.98102,5.5092,5.61985,5.67136,0.0442005,5.34875,5.39834,5.41057,5.62078,5.82484,5.90933,6.13405,5.12541,1.0
200310,7.364,0.873656,5.713,2.575,1.0,9.201,2.91,0.725315,6.532,5.452,1.957,7.731,2.033,7.224,0.873656,5.713,2.575,1.0,8.91,2.728,0.725315,228.069,121.153,0.888441,121.889,118.735,0.888441,-9999,-9999,293.652,293.652,0.0,291.121,0.873656,297.377,293.464,0.873656,4.044,0.873656,3.143,3.896,0.873656,97.716,97.747,0.563172,0.695,0.666,0.586022,1.59,1.641,0.586022,-9999,-9999,-9999,-9999,-9999,-9999,368.63,0.865591,8.703,0.873656,-2.72108,3.0,11.9574,0.869624,25.5141,0.305334,23.6019,0.869624,50.3606,0.547556,0.582661,1,25.5161,22.4839,25.5161,22.4516,1.63459,0.785618,0.0396145,0.175773,1.63736,0.782258,0.0407156,0.176024,1.59796,0.782476,0.0220347,1.31255,1.37805,1.52843,1.62236,1.71209,1.72055,1.77131,0.799059,0.797043,0.793011,0.782258,0.772849,0.770833,0.758737,2.91222,0.934409,0.989624,0.0604812,0.298661,0.177707,1.70329,0.541357,0.0439341,0.239711,2.87373,0.920428,0.989624,0.0622373,0.299021,0.173242,1.69833,0.541357,0.0449865,0.239906,2.45576,2.53102,2.65446,2.87149,3.06362,3.11597,3.26887,0.960009,0.981882,0.981882,0.989624,0.994785,0.996129,0.996129,-0.208974,-0.177292,0.00714122,0.0899689,0.220106,0.294008,0.374822,0.49809,0.520206,0.53004,0.541299,0.560285,0.571533,0.574343,2.66883,2.69851,2.68916,0.0251688,2.47626,2.49488,2.51566,2.68271,2.81384,2.83301,2.96808,0.99,1.06116,1.0912,0.0108924,0.988332,1.00252,1.0394,1.09337,1.12027,1.17618,1.18931,2.68634,3.04026,2.74177,0.133201,1.62548,1.65615,1.97221,2.62621,3.38405,3.60699,4.26093,1.35224,1.485,1.37026,0.0528077,0.93288,0.939396,1.04582,1.36323,1.57889,1.68092,2.01287,1.6444,1.0
