TIMESTAMP,TA_F_MDS,TA_F_MDS_QC,TA_F_MDS_NIGHT,TA_F_MDS_NIGHT_SD,TA_F_MDS_NIGHT_QC,TA_F_MDS_DAY,TA_F_MDS_DAY_SD,TA_F_MDS_DAY_QC,TA_ERA,TA_ERA_NIGHT,TA_ERA_NIGHT_SD,TA_ERA_DAY,TA_ERA_DAY_SD,TA_F,TA_F_QC,TA_F_NIGHT,TA_F_NIGHT_SD,TA_F_NIGHT_QC,TA_F_DAY,TA_F_DAY_SD,TA_F_DAY_QC,SW_IN_POT,SW_IN_F_MDS,SW_IN_F_MDS_QC,SW_IN_ERA,SW_IN_F,SW_IN_F_QC,LW_IN_F_MDS,LW_IN_F_MDS_QC,LW_IN_ERA,LW_IN_F,LW_IN_F_QC,LW_IN_JSB,LW_IN_JSB_QC,LW_IN_JSB_ERA,LW_IN_JSB_F,LW_IN_JSB_F_QC,VPD_F_MDS,VPD_F_MDS_QC,VPD_ERA,VPD_F,VPD_F_QC,PA_ERA,PA_F,PA_F_QC,P_ERA,P_F,P_F_QC,WS_ERA,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_1_QC,SWC_F_MDS_1,SWC_F_MDS_1_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_CORR_25,LE_CORR_75,LE_RANDUNC,LE_CORR_JOINTUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_CORR_25,H_CORR_75,H_RANDUNC,H_CORR_JOINTUNC,EBC_CF_N,EBC_CF_METHOD,NIGHT_D,DAY_D,NIGHT_RANDUNC_N,DAY_RANDUNC_N,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_REF_JOINTUNC,NEE_VUT_USTAR50,NEE_VUT_USTAR50_QC,NEE_VUT_USTAR50_RANDUNC,NEE_VUT_USTAR50_JOINTUNC,NEE_VUT_MEAN,NEE_VUT_MEAN_QC,NEE_VUT_SE,NEE_VUT_05,NEE_VUT_16,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_84,NEE_VUT_95,NEE_VUT_05_QC,NEE_VUT_16_QC,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,NEE_VUT_84_QC,NEE_VUT_95_QC,NEE_VUT_REF_NIGHT,NEE_VUT_REF_NIGHT_SD,NEE_VUT_REF_NIGHT_QC,NEE_VUT_REF_NIGHT_RANDUNC,NEE_VUT_REF_NIGHT_JOINTUNC,NEE_VUT_REF_DAY,NEE_VUT_REF_DAY_SD,NEE_VUT_REF_DAY_QC,NEE_VUT_REF_DAY_RANDUNC,NEE_VUT_REF_DAY_JOINTUNC,NEE_VUT_USTAR50_NIGHT,NEE_VUT_USTAR50_NIGHT_SD,NEE_VUT_USTAR50_NIGHT_QC,NEE_VUT_USTAR50_NIGHT_RANDUNC,NEE_VUT_USTAR50_NIGHT_JOINTUNC,NEE_VUT_USTAR50_DAY,NEE_VUT_USTAR50_DAY_SD,NEE_VUT_USTAR50_DAY_QC,NEE_VUT_USTAR50_DAY_RANDUNC,NEE_VUT_USTAR50_DAY_JOINTUNC,NEE_VUT_05_NIGHT,NEE_VUT_16_NIGHT,NEE_VUT_25_NIGHT,NEE_VUT_50_NIGHT,NEE_VUT_75_NIGHT,NEE_VUT_84_NIGHT,NEE_VUT_95_NIGHT,NEE_VUT_05_NIGHT_QC,NEE_VUT_16_NIGHT_QC,NEE_VUT_25_NIGHT_QC,NEE_VUT_50_NIGHT_QC,NEE_VUT_75_NIGHT_QC,NEE_VUT_84_NIGHT_QC,NEE_VUT_95_NIGHT_QC,NEE_VUT_05_DAY,NEE_VUT_16_DAY,NEE_VUT_25_DAY,NEE_VUT_50_DAY,NEE_VUT_75_DAY,NEE_VUT_84_DAY,NEE_VUT_95_DAY,NEE_VUT_05_DAY_QC,NEE_VUT_16_DAY_QC,NEE_VUT_25_DAY_QC,NEE_VUT_50_DAY_QC,NEE_VUT_75_DAY_QC,NEE_VUT_84_DAY_QC,NEE_VUT_95_DAY_QC,RECO_NT_VUT_REF,RECO_NT_VUT_USTAR50,RECO_NT_VUT_MEAN,RECO_NT_VUT_SE,RECO_NT_VUT_05,RECO_NT_VUT_16,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,RECO_NT_VUT_84,RECO_NT_VUT_95,GPP_NT_VUT_REF,GPP_NT_VUT_USTAR50,GPP_NT_VUT_MEAN,GPP_NT_VUT_SE,GPP_NT_VUT_05,GPP_NT_VUT_16,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,GPP_NT_VUT_84,GPP_NT_VUT_95,RECO_DT_VUT_REF,RECO_DT_VUT_USTAR50,RECO_DT_VUT_MEAN,RECO_DT_VUT_SE,RECO_DT_VUT_05,RECO_DT_VUT_16,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,RECO_DT_VUT_84,RECO_DT_VUT_95,GPP_DT_VUT_REF,GPP_DT_VUT_USTAR50,GPP_DT_VUT_MEAN,GPP_DT_VUT_SE,GPP_DT_VUT_05,GPP_DT_VUT_16,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,GPP_DT_VUT_84,GPP_DT_VUT_95,RECO_SR,RECO_SR_N
20040409,1.445,1.0,-2.587,1.995,1.0,4.857,4.241,1.0,2.158,0.135,1.378,3.87,2.521,1.445,1.0,-2.587,1.995,1.0,4.857,4.241,1.0,420.08,229.76,1.0,254.881,229.76,1.0,233.654,1.0,244.847,233.654,1.0,234.505,1.0,253.178,234.505,1.0,4.605,1.0,4.243,4.605,1.0,59.947,59.947,0.0,1.978,0.0,1.0,2.81,3.032,1.0,0.166993854167,1.0,51.585212766,0.979166666667,-9999,-9999,6.555,1.0,9.9,1.0,-9999,1.0,16.5841,1.0,-9999,-9999,-9999,1.66642,-9999,55.1683,1.0,-9999,-9999,-9999,3.09803,-9999,-9999,-9999,22,26,22,26,-0.116067,1.0,0.0361391,0.0367716,-0.116067,1.0,0.0361391,0.0367716,-0.112087,0.995312,0.00107518,-0.11719,-0.116547,-0.116124,-0.114736,-0.110868,-0.102965,-0.100242,1.0,1.0,1.0,0.979167,1.0,1.0,1.0,0.255013,0.0446709,1.0,0.0490518,0.049985,-0.422269,0.491516,1.0,0.0491007,0.0493205,0.255013,0.0446709,1.0,0.0490518,0.049985,-0.422269,0.491516,1.0,0.0491007,0.0493205,0.249452,0.250097,0.252278,0.255313,0.265496,0.269324,0.276786,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.427645,-0.427045,-0.422305,-0.420107,-0.418203,-0.417742,-0.412538,0.961538,0.961538,1.0,1.0,1.0,1.0,1.0,0.311328,0.287688,0.293592,0.00295877,0.266703,0.274726,0.279335,0.287688,0.306894,0.308615,0.32159,0.398854,0.403755,0.405679,0.00334529,0.36848,0.386758,0.390929,0.400955,0.423483,0.424555,0.430028,0.100858,0.101938,0.109534,0.00230623,0.0769093,0.0972297,0.100858,0.110972,0.11813,0.125237,0.12524,0.327993,0.332036,0.342261,0.00258864,0.313265,0.327993,0.33116,0.339819,0.359556,0.36327,0.363295,-9999,-9999
20040410,3.339,1.0,0.354,2.676,1.0,5.866,4.185,1.0,2.798,0.61,1.467,4.649,3.295,3.339,1.0,0.354,2.676,1.0,5.866,4.185,1.0,421.842,245.139,1.0,313.194,245.139,1.0,259.887,1.0,221.959,259.887,1.0,250.52,1.0,229.896,250.52,1.0,4.748,1.0,5.325,4.748,1.0,60.066,60.066,0.0,0.833,0.8,1.0,3.053,2.792,1.0,0.155856395833,1.0,94.6869583333,1.0,-9999,-9999,7.745,1.0,9.9,1.0,-9999,1.0,26.4039,1.0,-9999,-9999,-9999,1.4375,-9999,56.6546,1.0,-9999,-9999,-9999,3.40369,-9999,-9999,-9999,22,26,22,26,-0.12725,0.958333,0.0407763,0.0435059,-0.12725,0.958333,0.0407763,0.0435059,-0.128266,0.965104,0.00207538,-0.143464,-0.140303,-0.139044,-0.131734,-0.119772,-0.109968,-0.106686,0.979167,0.979167,0.958333,0.958333,0.9375,0.979167,0.979167,0.292069,0.0976577,1.0,0.0490767,0.0544556,-0.473519,0.506044,0.923077,0.0594811,0.065675,0.292069,0.0976577,1.0,0.0490767,0.0544556,-0.473519,0.506044,0.923077,0.0594811,0.065675,0.272646,0.281717,0.283422,0.292069,0.327044,0.328915,0.333491,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.528229,-0.527917,-0.484742,-0.474178,-0.472366,-0.472232,-0.468922,0.961538,0.961538,0.884615,0.923077,0.961538,0.961538,0.961538,0.343875,0.331558,0.328073,0.00229691,0.301759,0.316115,0.320013,0.331558,0.335571,0.336556,0.343875,0.451747,0.458808,0.45634,0.00236881,0.421532,0.446348,0.449193,0.45442,0.461693,0.473954,0.478127,0.141523,0.12305,0.126891,0.00298431,0.071738,0.116453,0.119469,0.124771,0.134474,0.140067,0.150194,0.378881,0.370607,0.375466,0.00210868,0.335834,0.368154,0.370607,0.375185,0.383148,0.388612,0.392337,-9999,-9999
20040411,3.237,1.0,0.208,3.196,1.0,5.8,4.252,1.0,1.81,-0.616,2.158,3.863,3.367,3.237,1.0,0.208,3.196,1.0,5.8,4.252,1.0,423.578,220.857,1.0,291.816,220.857,1.0,218.31,1.0,223.846,218.31,1.0,233.78,1.0,231.817,233.78,1.0,6.265,1.0,5.608,6.265,1.0,60.114,60.114,0.0,0.887,0.0,1.0,2.965,3.482,1.0,0.1819778125,1.0,43.9133333333,1.0,-9999,-9999,6.093,1.0,9.8,1.0,-9999,1.0,17.8442,1.0,-9999,-9999,-9999,1.33002,-9999,49.0546,1.0,-9999,-9999,-9999,3.30992,-9999,-9999,-9999,22,26,22,26,-0.18553,1.0,0.0406506,0.0409878,-0.18553,1.0,0.0406506,0.0409878,-0.189917,0.995312,0.000887177,-0.196005,-0.19548,-0.195239,-0.191607,-0.184985,-0.184985,-0.183112,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.283055,0.10415,1.0,0.0511783,0.0544503,-0.569574,0.566586,1.0,0.0579201,0.0587059,0.283055,0.10415,1.0,0.0511783,0.0544503,-0.569574,0.566586,1.0,0.0579201,0.0587059,0.256223,0.257328,0.257835,0.282612,0.284331,0.29451,0.29801,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.584652,-0.584652,-0.579315,-0.569574,-0.565506,-0.565506,-0.565506,0.961538,0.961538,1.0,1.0,1.0,1.0,1.0,0.344488,0.331797,0.326875,0.00241759,0.29476,0.315076,0.318302,0.331192,0.335491,0.337346,0.344488,0.503338,0.517327,0.516792,0.00265986,0.488039,0.502275,0.504608,0.517327,0.531496,0.532627,0.536095,0.233473,0.135939,0.156132,0.00936398,0.0889071,0.0937938,0.118632,0.136893,0.169567,0.233473,0.246242,0.465118,0.397398,0.413368,0.00627812,0.366352,0.374415,0.387906,0.397975,0.412888,0.465118,0.480523,-9999,-9999
20040412,3.268,1.0,-0.473,2.78,1.0,6.434,4.288,1.0,1.618,-1.311,2.243,4.095,3.344,3.268,1.0,-0.473,2.78,1.0,6.434,4.288,1.0,425.29,256.694,1.0,294.386,256.694,1.0,222.108,1.0,220.428,222.108,1.0,226.154,1.0,228.34,226.154,1.0,6.553,1.0,5.208,6.553,1.0,60.037,60.037,0.0,0.954,0.0,1.0,2.297,3.704,1.0,0.199677291667,1.0,69.5569583333,1.0,-9999,-9999,7.111,1.0,9.8,1.0,-9999,1.0,20.7967,1.0,-9999,-9999,-9999,1.31081,-9999,67.2001,0.979167,-9999,-9999,-9999,3.29966,-9999,-9999,-9999,22,26,22,26,-0.371695,0.958333,0.0475416,0.0488448,-0.371695,0.958333,0.0475416,0.0488448,-0.385998,0.965104,0.0014989,-0.398404,-0.396143,-0.390966,-0.387305,-0.381658,-0.373728,-0.371695,0.9375,0.979167,0.979167,0.979167,0.9375,0.958333,0.958333,0.344981,0.268409,1.0,0.0584051,0.0603867,-0.953167,0.884099,0.923077,0.0686382,0.0693384,0.344981,0.268409,1.0,0.0584051,0.0603867,-0.953167,0.884099,0.923077,0.0686382,0.0693384,0.281679,0.304094,0.316638,0.319662,0.331046,0.33478,0.344981,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.976701,-0.968891,-0.965691,-0.961359,-0.950228,-0.949232,-0.936315,0.884615,0.923077,0.961538,0.961538,0.923077,0.923077,0.923077,0.342022,0.336806,0.326908,0.00210412,0.295749,0.319183,0.320921,0.327676,0.333595,0.334548,0.342022,0.702978,0.7085,0.712906,0.00212611,0.689309,0.700176,0.703953,0.717004,0.72382,0.724428,0.728709,0.2735,0.142061,0.169071,0.0124605,0.0848871,0.0908217,0.114162,0.142142,0.187891,0.2735,0.2917,0.522901,0.441875,0.460109,0.00756001,0.411503,0.413243,0.431267,0.441875,0.464135,0.522901,0.541574,-9999,-9999
20040413,-0.612,1.0,-2.028,1.855,1.0,0.587,2.152,1.0,1.244,-1.488,2.528,3.556,3.596,-0.612,1.0,-2.028,1.855,1.0,0.587,2.152,1.0,426.975,139.314,1.0,259.678,139.314,1.0,237.621,1.0,236.291,237.621,1.0,248.505,1.0,244.475,248.505,1.0,2.493,1.0,3.466,2.493,1.0,59.837,59.837,0.0,1.944,0.8,1.0,2.164,2.662,1.0,0.144362645833,1.0,22.7130625,1.0,-9999,-9999,4.295,1.0,9.6,1.0,-9999,1.0,13.1297,0.958333,-9999,-9999,-9999,1.28896,-9999,19.961,1.0,-9999,-9999,-9999,1.71938,-9999,-9999,-9999,22,26,22,26,-0.262919,0.958333,0.0378954,0.05288,-0.262919,0.958333,0.0378954,0.05288,-0.221034,0.948958,0.0058448,-0.269987,-0.262919,-0.261688,-0.205035,-0.193393,-0.189157,-0.179653,0.9375,0.958333,0.958333,0.916667,0.958333,0.958333,0.958333,0.253466,0.0974165,1.0,0.0519017,0.0547608,-0.682216,0.619099,0.923077,0.051151,0.0898491,0.253466,0.0974165,1.0,0.0519017,0.0547608,-0.682216,0.619099,0.923077,0.051151,0.0898491,0.215532,0.220521,0.222804,0.240031,0.251942,0.255447,0.26043,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.68342,-0.682216,-0.670208,-0.564034,-0.534734,-0.534481,-0.498722,0.884615,0.923077,0.923077,0.923077,0.923077,0.923077,0.961538,0.258143,0.248428,0.247488,0.0016831,0.228478,0.233626,0.239741,0.248378,0.256507,0.256635,0.25979,0.510066,0.511348,0.468521,0.00509133,0.391528,0.446355,0.449822,0.458809,0.501405,0.504553,0.511297,0.228652,0.117117,0.137497,0.0107497,0.0633283,0.0687927,0.083689,0.116397,0.168857,0.228652,0.2413,0.424046,0.324443,0.346006,0.00897708,0.28906,0.293077,0.310716,0.324201,0.354956,0.424046,0.443748,-9999,-9999
20040414,-1.33,1.0,-3.619,1.705,1.0,0.607,2.842,1.0,1.206,-0.882,1.335,2.973,2.898,-1.33,1.0,-3.619,1.705,1.0,0.607,2.842,1.0,428.634,163.475,1.0,292.899,163.475,1.0,261.123,1.0,235.174,261.123,1.0,251.665,1.0,243.339,251.665,1.0,1.639,1.0,4.147,1.639,1.0,59.778,59.778,0.0,1.899,0.5,1.0,3.011,2.075,1.0,0.1370038125,1.0,62.9918541667,1.0,-9999,-9999,3.421,1.0,9.5,1.0,-9999,1.0,19.7561,0.854167,-9999,-9999,-9999,1.38084,-9999,27.8635,0.916667,-9999,-9999,-9999,1.82691,-9999,-9999,-9999,22,26,22,26,-0.0461732,0.916667,0.0379222,0.0415742,-0.0461732,0.916667,0.0379222,0.0415742,-0.0660013,0.923438,0.00232242,-0.0861995,-0.084215,-0.0789848,-0.0666346,-0.0536701,-0.0501373,-0.0427009,0.9375,0.916667,0.9375,0.916667,0.916667,0.916667,0.916667,0.318493,0.0650587,1.0,0.0528673,0.0562511,-0.351638,0.562962,0.846154,0.0505016,0.0543544,0.318493,0.0650587,1.0,0.0528673,0.0562511,-0.351638,0.562962,0.846154,0.0505016,0.0543544,0.259439,0.2601,0.266363,0.281815,0.28736,0.298531,0.318493,1.0,0.818182,1.0,1.0,1.0,1.0,1.0,-0.382818,-0.372878,-0.371952,-0.357284,-0.333391,-0.332679,-0.329793,0.884615,0.884615,0.884615,0.846154,0.846154,0.846154,0.846154,0.229141,0.240996,0.232354,0.00147384,0.218059,0.22718,0.227905,0.228769,0.240769,0.240854,0.241029,0.300637,0.287169,0.298355,0.00252206,0.271522,0.281642,0.287169,0.300517,0.308325,0.31247,0.3149,0.214316,0.112201,0.129816,0.00996116,0.0611657,0.0639632,0.0796096,0.110978,0.162536,0.214316,0.229006,0.409718,0.333652,0.350355,0.00700156,0.306286,0.307329,0.323286,0.332357,0.354808,0.409718,0.426045,-9999,-9999
20040415,0.209,1.0,-2.063,0.779,1.0,2.132,2.018,1.0,0.225,-1.132,0.905,1.373,2.553,0.209,1.0,-2.063,0.779,1.0,2.132,2.018,1.0,430.267,241.766,1.0,292.803,241.766,1.0,255.894,1.0,228.414,255.894,1.0,242.804,1.0,236.463,242.804,1.0,3.247,1.0,3.301,3.247,1.0,59.762,59.762,0.0,2.674,0.5,1.0,3.04,3.834,1.0,-9999,0.0,87.2034042553,0.979166666667,-9999,-9999,5.168,1.0,9.7,1.0,-9999,1.0,21.9628,0.791667,-9999,-9999,-9999,1.38226,-9999,38.5448,0.8125,-9999,-9999,-9999,2.55303,-9999,-9999,-9999,22,26,22,26,-0.197032,0.854167,0.0415574,0.0427159,-0.197032,0.854167,0.0415574,0.0427159,-0.191929,0.855208,0.00327168,-0.215024,-0.203926,-0.202114,-0.199186,-0.185437,-0.184163,-0.137895,0.854167,0.854167,0.854167,0.854167,0.854167,0.854167,0.854167,0.285914,0.192057,1.0,0.062609,0.0650883,-0.592455,0.50322,0.730769,0.0515696,0.0530882,0.285914,0.192057,1.0,0.062609,0.0650883,-0.592455,0.50322,0.730769,0.0515696,0.0530882,0.247719,0.255821,0.256156,0.275694,0.285914,0.291407,0.306438,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.616649,-0.592849,-0.592796,-0.572401,-0.570413,-0.567636,-0.509869,0.730769,0.730769,0.730769,0.730769,0.730769,0.730769,0.730769,0.247682,0.270474,0.256014,0.00225544,0.240819,0.243638,0.245862,0.247806,0.267399,0.270516,0.277365,0.468316,0.467506,0.447943,0.00303344,0.401688,0.432798,0.434112,0.445502,0.467548,0.469526,0.472875,0.220893,0.120745,0.137329,0.00987042,0.0698012,0.0727732,0.0897111,0.116989,0.16722,0.220893,0.232312,0.508761,0.438048,0.453563,0.00670291,0.409244,0.413067,0.428279,0.43622,0.457355,0.508761,0.525157,-9999,-9999
20040416,-0.184,1.0,-2.486,2.381,1.0,1.764,2.964,1.0,-1.006,-3.601,1.855,1.19,3.357,-0.184,1.0,-2.486,2.381,1.0,1.764,2.964,1.0,431.873,273.723,1.0,320.764,273.723,1.0,232.957,1.0,194.687,232.957,1.0,220.298,1.0,202.155,220.298,1.0,3.821,1.0,4.966,3.821,1.0,59.992,59.992,0.0,0.039,0.4,1.0,2.99,2.907,1.0,-9999,0.0,110.139229167,1.0,-9999,-9999,6.028,1.0,9.9,1.0,-9999,1.0,25.371,0.6875,-9999,-9999,-9999,1.53404,-9999,47.4046,0.729167,-9999,-9999,-9999,2.87953,-9999,-9999,-9999,22,26,22,26,-0.158164,0.75,0.0381054,0.0390591,-0.158164,0.75,0.0381054,0.0390591,-0.170131,0.756771,0.00123745,-0.178654,-0.178539,-0.173996,-0.171981,-0.1685,-0.161382,-0.158164,0.75,0.770833,0.75,0.75,0.770833,0.770833,0.75,0.307572,0.0356482,1.0,0.0537167,0.0557582,-0.541633,0.560037,0.538462,0.0502959,0.0503654,0.307572,0.0356482,1.0,0.0537167,0.0557582,-0.541633,0.560037,0.538462,0.0502959,0.0503654,0.262103,0.267018,0.273553,0.277245,0.282989,0.296917,0.307572,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.550455,-0.543454,-0.543331,-0.541013,-0.539612,-0.538166,-0.520513,0.576923,0.538462,0.538462,0.538462,0.538462,0.538462,0.538462,0.243349,0.260011,0.249016,0.00175859,0.237277,0.240057,0.241518,0.243349,0.257458,0.260038,0.264687,0.429439,0.418175,0.419148,0.00133346,0.405175,0.409186,0.413258,0.418175,0.425286,0.429439,0.432732,0.209556,0.117788,0.131867,0.00918162,0.0692471,0.072985,0.0877235,0.111828,0.162552,0.209556,0.222297,0.526395,0.467796,0.48076,0.00573376,0.440114,0.447729,0.459852,0.465207,0.486619,0.526395,0.5412,-9999,-9999
20040417,0.39,1.0,-3.577,5.272,1.0,3.746,6.137,1.0,0.499,-3.461,3.811,3.85,4.762,0.39,1.0,-3.577,5.272,1.0,3.746,6.137,1.0,433.452,300.428,1.0,302.796,300.428,1.0,206.102,1.0,217.404,206.102,1.0,207.473,1.0,225.263,207.473,1.0,5.442,1.0,5.18,5.442,1.0,60.02,60.02,0.0,1.403,0.0,1.0,2.073,2.505,1.0,-9999,0.0,78.4964583333,1.0,-9999,-9999,6.563,1.0,9.8,1.0,-9999,1.0,22.3273,0.520833,-9999,-9999,-9999,1.38567,-9999,57.3927,0.520833,-9999,-9999,-9999,3.4197,-9999,-9999,-9999,22,26,22,26,-0.235446,0.604167,0.0382885,0.0387486,-0.235446,0.604167,0.0382885,0.0387486,-0.222398,0.652604,0.001027,-0.235446,-0.227921,-0.22589,-0.222738,-0.219401,-0.216013,-0.212649,0.604167,0.625,0.604167,0.645833,0.75,0.708333,0.708333,0.269173,0.125835,0.681818,0.0540129,0.0573047,-0.646629,0.548462,0.538462,0.0505086,0.0508998,0.269173,0.125835,0.681818,0.0540129,0.0573047,-0.646629,0.548462,0.538462,0.0505086,0.0508998,0.267415,0.279211,0.287452,0.295892,0.317104,0.317497,0.327266,0.727273,0.727273,0.681818,0.772727,0.909091,0.681818,0.954545,-0.665695,-0.657498,-0.656051,-0.646155,-0.6449,-0.6449,-0.641736,0.576923,0.576923,0.576923,0.538462,0.538462,0.538462,0.538462,0.252742,0.284193,0.266175,0.00297505,0.24517,0.247868,0.250402,0.261864,0.277016,0.284968,0.305492,0.496526,0.519639,0.488573,0.00312668,0.4644,0.472091,0.473432,0.480589,0.49926,0.507705,0.526713,0.206395,0.121282,0.134149,0.0086015,0.0762369,0.0814832,0.0954678,0.112767,0.162719,0.206395,0.218108,0.530205,0.479925,0.491108,0.00503609,0.454514,0.463877,0.471667,0.478178,0.497052,0.5303,0.543765,-9999,-9999
20040418,2.921,1.0,-0.304,2.493,1.0,5.429,4.51,1.0,1.296,-0.21,0.815,2.467,2.639,2.921,1.0,-0.304,2.493,1.0,5.429,4.51,1.0,435.005,253.887,1.0,264.991,253.887,1.0,250.067,1.0,248.116,250.067,1.0,251.081,1.0,256.504,251.081,1.0,4.773,1.0,2.953,4.773,1.0,59.978,59.978,0.0,1.585,0.0,1.0,1.25,3.498,1.0,-9999,0.0,78.6247708333,1.0,-9999,-9999,8.822,1.0,10.3,1.0,-9999,1.0,22.2278,0.770833,-9999,-9999,-9999,1.29779,-9999,58.2328,0.770833,-9999,-9999,-9999,3.55688,-9999,-9999,-9999,21,27,21,27,-0.186671,0.833333,0.0377458,0.0380585,-0.186671,0.833333,0.0377458,0.0380585,-0.192136,0.83125,0.00117761,-0.201078,-0.196408,-0.196408,-0.194669,-0.190242,-0.186671,-0.179861,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.833333,0.284232,0.0598778,1.0,0.0550161,0.0567454,-0.540866,0.572236,0.703704,0.0484815,0.0485056,0.284232,0.0598778,1.0,0.0550161,0.0567454,-0.540866,0.572236,0.703704,0.0484815,0.0485056,0.25055,0.256428,0.266322,0.269654,0.278233,0.284232,0.290767,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.554308,-0.54392,-0.543616,-0.543307,-0.541124,-0.540866,-0.520766,0.703704,0.703704,0.703704,0.703704,0.703704,0.703704,0.740741,0.283944,0.327606,0.302535,0.00415106,0.269741,0.275236,0.279585,0.303264,0.319387,0.328684,0.355639,0.507087,0.514278,0.494671,0.00343484,0.465432,0.473426,0.475551,0.49362,0.511188,0.522009,0.524405,0.219491,0.13516,0.147012,0.0086902,0.0845616,0.0965838,0.110512,0.123489,0.173563,0.219491,0.229384,0.489014,0.44005,0.450707,0.00489764,0.41423,0.424806,0.431081,0.438145,0.458418,0.489104,0.501746,-9999,-9999
20040419,3.419,1.0,0.619,2.198,1.0,5.596,4.145,1.0,0.976,-0.848,2.431,2.394,4.116,3.419,1.0,0.619,2.198,1.0,5.596,4.145,1.0,436.532,275.089,1.0,310.937,275.089,1.0,248.977,1.0,216.148,248.977,1.0,249.406,1.0,223.986,249.406,1.0,3.861,1.0,3.785,3.861,1.0,60.296,60.296,0.0,0.187,0.5,1.0,0.651,3.188,1.0,-9999,0.0,96.3044166667,1.0,-9999,-9999,9.588,1.0,10.3,1.0,-9999,1.0,24.3065,0.541667,-9999,-9999,-9999,1.34593,-9999,57.2922,0.625,-9999,-9999,-9999,3.1467,-9999,-9999,-9999,21,27,21,27,-0.257109,0.458333,0.0377977,0.0389635,-0.257109,0.458333,0.0376786,0.038848,-0.261636,0.460417,0.00117606,-0.274876,-0.274856,-0.268529,-0.257845,-0.255937,-0.255937,-0.254747,0.520833,0.458333,0.416667,0.458333,0.458333,0.458333,0.458333,0.257208,0.0775649,0.809524,0.0549856,0.0555723,-0.640516,0.476603,0.185185,0.048621,0.0490563,0.257208,0.0775649,0.809524,0.0549127,0.0555003,-0.640516,0.476603,0.185185,0.048399,0.0488362,0.234123,0.242962,0.252155,0.255586,0.25907,0.25907,0.261444,0.904762,0.761905,0.809524,0.809524,0.809524,0.809524,0.809524,-0.666991,-0.653,-0.651714,-0.640516,-0.639958,-0.639958,-0.63719,0.185185,0.222222,0.148148,0.185185,0.185185,0.185185,0.185185,0.290615,0.332748,0.308375,0.00401373,0.276273,0.282291,0.286235,0.308907,0.324239,0.333806,0.359148,0.575603,0.589857,0.57001,0.00399946,0.532097,0.542967,0.544715,0.575603,0.590263,0.594648,0.609301,0.21496,0.137309,0.146939,0.008201,0.0847532,0.101719,0.113584,0.122713,0.174142,0.21496,0.224643,0.53116,0.486362,0.495932,0.00467644,0.45801,0.472866,0.476935,0.485442,0.507212,0.531247,0.543508,-9999,-9999
