TIMESTAMP,TA_F_MDS,TA_F_MDS_QC,TA_F_MDS_NIGHT,TA_F_MDS_NIGHT_SD,TA_F_MDS_NIGHT_QC,TA_F_MDS_DAY,TA_F_MDS_DAY_SD,TA_F_MDS_DAY_QC,TA_ERA,TA_ERA_NIGHT,TA_ERA_NIGHT_SD,TA_ERA_DAY,TA_ERA_DAY_SD,TA_F,TA_F_QC,TA_F_NIGHT,TA_F_NIGHT_SD,TA_F_NIGHT_QC,TA_F_DAY,TA_F_DAY_SD,TA_F_DAY_QC,SW_IN_POT,SW_IN_F_MDS,SW_IN_F_MDS_QC,SW_IN_ERA,SW_IN_F,SW_IN_F_QC,LW_IN_F_MDS,LW_IN_F_MDS_QC,LW_IN_ERA,LW_IN_F,LW_IN_F_QC,LW_IN_JSB,LW_IN_JSB_QC,LW_IN_JSB_ERA,LW_IN_JSB_F,LW_IN_JSB_F_QC,VPD_F_MDS,VPD_F_MDS_QC,VPD_ERA,VPD_F,VPD_F_QC,PA_ERA,PA_F,PA_F_QC,P_ERA,P_F,P_F_QC,WS_ERA,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_1_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,EBC_CF_N,EBC_CF_METHOD,NIGHT_D,DAY_D,NIGHT_RANDUNC_N,DAY_RANDUNC_N,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_REF_JOINTUNC,NEE_VUT_USTAR50,NEE_VUT_USTAR50_QC,NEE_VUT_USTAR50_RANDUNC,NEE_VUT_USTAR50_JOINTUNC,NEE_VUT_MEAN,NEE_VUT_MEAN_QC,NEE_VUT_SE,NEE_VUT_05,NEE_VUT_16,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_84,NEE_VUT_95,NEE_VUT_05_QC,NEE_VUT_16_QC,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,NEE_VUT_84_QC,NEE_VUT_95_QC,NEE_VUT_REF_NIGHT,NEE_VUT_REF_NIGHT_SD,NEE_VUT_REF_NIGHT_QC,NEE_VUT_REF_NIGHT_RANDUNC,NEE_VUT_REF_NIGHT_JOINTUNC,NEE_VUT_REF_DAY,NEE_VUT_REF_DAY_SD,NEE_VUT_REF_DAY_QC,NEE_VUT_REF_DAY_RANDUNC,NEE_VUT_REF_DAY_JOINTUNC,NEE_VUT_USTAR50_NIGHT,NEE_VUT_USTAR50_NIGHT_SD,NEE_VUT_USTAR50_NIGHT_QC,NEE_VUT_USTAR50_NIGHT_RANDUNC,NEE_VUT_USTAR50_NIGHT_JOINTUNC,NEE_VUT_USTAR50_DAY,NEE_VUT_USTAR50_DAY_SD,NEE_VUT_USTAR50_DAY_QC,NEE_VUT_USTAR50_DAY_RANDUNC,NEE_VUT_USTAR50_DAY_JOINTUNC,NEE_VUT_05_NIGHT,NEE_VUT_16_NIGHT,NEE_VUT_25_NIGHT,NEE_VUT_50_NIGHT,NEE_VUT_75_NIGHT,NEE_VUT_84_NIGHT,NEE_VUT_95_NIGHT,NEE_VUT_05_NIGHT_QC,NEE_VUT_16_NIGHT_QC,NEE_VUT_25_NIGHT_QC,NEE_VUT_50_NIGHT_QC,NEE_VUT_75_NIGHT_QC,NEE_VUT_84_NIGHT_QC,NEE_VUT_95_NIGHT_QC,NEE_VUT_05_DAY,NEE_VUT_16_DAY,NEE_VUT_25_DAY,NEE_VUT_50_DAY,NEE_VUT_75_DAY,NEE_VUT_84_DAY,NEE_VUT_95_DAY,NEE_VUT_05_DAY_QC,NEE_VUT_16_DAY_QC,NEE_VUT_25_DAY_QC,NEE_VUT_50_DAY_QC,NEE_VUT_75_DAY_QC,NEE_VUT_84_DAY_QC,NEE_VUT_95_DAY_QC,RECO_NT_VUT_REF,RECO_NT_VUT_USTAR50,RECO_NT_VUT_MEAN,RECO_NT_VUT_SE,RECO_NT_VUT_05,RECO_NT_VUT_16,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,RECO_NT_VUT_84,RECO_NT_VUT_95,GPP_NT_VUT_REF,GPP_NT_VUT_USTAR50,GPP_NT_VUT_MEAN,GPP_NT_VUT_SE,GPP_NT_VUT_05,GPP_NT_VUT_16,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,GPP_NT_VUT_84,GPP_NT_VUT_95,RECO_DT_VUT_REF,RECO_DT_VUT_USTAR50,RECO_DT_VUT_MEAN,RECO_DT_VUT_SE,RECO_DT_VUT_05,RECO_DT_VUT_16,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,RECO_DT_VUT_84,RECO_DT_VUT_95,GPP_DT_VUT_REF,GPP_DT_VUT_USTAR50,GPP_DT_VUT_MEAN,GPP_DT_VUT_SE,GPP_DT_VUT_05,GPP_DT_VUT_16,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,GPP_DT_VUT_84,GPP_DT_VUT_95,RECO_SR,RECO_SR_N
200201,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-6.573,-7.247,2.298,-5.521,2.097,-6.573,0.0,-7.247,2.298,0.0,-5.521,2.097,0.0,130.187,237.889,0.652554,59.147,58.981,0.652554,-9999,-9999,232.431,232.431,0.0,-9999,-9999,242.784,242.784,0.0,-9999,-9999,0.465,0.465,0.0,97.232,97.232,0.0,0.394,0.394,0.0,1.214,1.214,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,15.4211,0.0,-9999,-9999,113.158,0.0,-9999,-9999,-9999,-9999,29.3226,18.6774,0.0,0.0,1.01791,0.0,-9999,-9999,0.98131,0.0,-9999,-9999,1.01991,0.0,0.00560127,0.98033,0.98131,0.996138,1.00785,1.03472,1.0549,1.08143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07379,0.449767,0.0,-9999,-9999,0.834284,0.543848,0.0,-9999,-9999,1.01664,0.525057,0.0,-9999,-9999,0.833316,0.54429,0.0,-9999,-9999,1.01509,1.01664,1.04001,1.06391,1.10892,1.13125,1.18105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.818031,0.819383,0.820985,0.833316,0.834284,0.834284,0.835718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.701489,0.701489,0.68923,0.00525251,0.639939,0.642026,0.68017,0.686219,0.701489,0.726882,0.74045,-0.338921,-0.27982,-0.330679,0.00443967,-0.367756,-0.354551,-0.347944,-0.336556,-0.31648,-0.30919,-0.27982,1.01152,1.00595,0.979191,0.00988366,0.877543,0.913156,0.925601,0.966732,1.01152,1.03534,1.08364,0.215323,0.219497,0.201477,0.0052809,0.152305,0.161173,0.175448,0.20291,0.217756,0.219497,0.277842,-9999,-9999
200202,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-4.311,-5.213,2.526,-3.172,2.166,-4.311,0.0,-5.213,2.526,0.0,-3.172,2.166,0.0,193.635,239.029,0.599702,93.386,93.133,0.599702,-9999,-9999,235.369,235.369,0.0,-9999,-9999,245.88,245.88,0.0,-9999,-9999,0.87,0.87,0.0,97.513,97.513,0.0,1.255,1.255,0.0,1.562,1.562,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-5.17944,0.52753,15.4623,0.0,-9999,-9999,113.482,0.0,-9999,-9999,-9999,-9999,26.7857,21.2143,0.0,0.0,1.01755,0.0,-9999,-9999,0.981323,0.0,-9999,-9999,1.01933,0.0,0.00554309,0.980238,0.981323,0.995294,1.0075,1.03358,1.05576,1.07899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05559,0.438322,0.0,-9999,-9999,0.8854,0.566891,0.0,-9999,-9999,1.0,0.511717,0.0,-9999,-9999,0.876979,0.57714,0.0,-9999,-9999,0.998118,1.0,1.02419,1.05146,1.09854,1.12064,1.17752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.864002,0.865652,0.866217,0.876979,0.8854,0.8854,0.886863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.801094,0.801094,0.789039,0.00556313,0.736509,0.740708,0.779214,0.784923,0.804248,0.833717,0.843618,-0.242814,-0.180228,-0.230296,0.00439551,-0.270806,-0.254585,-0.245272,-0.235419,-0.217624,-0.202991,-0.180228,1.19429,1.18222,1.15598,0.0105236,1.05098,1.07953,1.09593,1.1407,1.19429,1.20361,1.28225,0.29508,0.29791,0.279091,0.00634421,0.220893,0.234013,0.253172,0.274504,0.29565,0.29791,0.373959,-9999,-9999
200203,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-6.178,-7.895,2.592,-4.532,2.893,-6.178,0.0,-7.895,2.592,0.0,-4.532,2.893,0.0,285.502,250.382,0.534274,163.74,163.404,0.534274,-9999,-9999,216.878,216.878,0.0,-9999,-9999,226.396,226.396,0.0,-9999,-9999,1.084,1.084,0.0,97.747,97.747,0.0,1.752,1.752,0.0,1.388,1.388,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-4.09617,0.0,14.7847,0.0,-9999,-9999,110.636,0.0,-9999,-9999,-9999,-9999,23.6452,24.3548,0.0,0.0,1.10874,0.0,-9999,-9999,1.10289,0.0,-9999,-9999,1.11162,0.0,0.00418899,1.07769,1.08562,1.09828,1.10355,1.12339,1.13753,1.16837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.22737,0.0834835,0.0,-9999,-9999,0.914959,0.561504,0.0,-9999,-9999,1.24852,0.0836718,0.0,-9999,-9999,0.883883,0.583037,0.0,-9999,-9999,1.20997,1.21489,1.21715,1.22737,1.26057,1.32521,1.38671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87188,0.874422,0.874498,0.883883,0.912713,0.914959,0.914959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.722475,0.722475,0.710632,0.00523667,0.661349,0.664247,0.70148,0.70724,0.723197,0.750048,0.761667,-0.405967,-0.380414,-0.400992,0.00283075,-0.425437,-0.421371,-0.415383,-0.406266,-0.394608,-0.380414,-0.364295,1.05889,1.05041,1.02518,0.00976213,0.9263,0.957219,0.968686,1.01166,1.05889,1.07251,1.13578,0.441297,0.441081,0.42247,0.00816239,0.350755,0.371241,0.396904,0.422204,0.441081,0.441297,0.548882,-9999,-9999
200204,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,3.935,1.83,2.554,5.494,3.202,3.935,0.0,1.83,2.554,0.0,5.494,3.202,0.0,381.196,304.286,0.464583,197.595,197.44,0.464583,-9999,-9999,278.941,278.941,0.0,-9999,-9999,291.792,291.792,0.0,-9999,-9999,2.428,2.428,0.0,97.512,97.512,0.0,2.895,2.895,0.0,1.338,1.338,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-2.95408,0.0,15.2646,0.0,-9999,-9999,112.968,0.0,-9999,-9999,-9999,-9999,20.3,27.7,0.0,0.0,1.10339,0.0,-9999,-9999,1.06921,0.0,-9999,-9999,1.08618,0.0,0.00391421,1.04652,1.05432,1.06454,1.09303,1.10339,1.10926,1.11904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19514,0.082587,0.0,-9999,-9999,0.966177,0.55963,0.0,-9999,-9999,1.21718,0.0830234,0.0,-9999,-9999,0.893248,0.591823,0.0,-9999,-9999,1.17576,1.1831,1.18584,1.19514,1.23148,1.2846,1.34065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88301,0.88654,0.886669,0.893248,0.955729,0.966177,0.966177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.18347,1.18347,1.17572,0.00641515,1.11771,1.13304,1.15632,1.16456,1.18347,1.22023,1.24881,0.0718484,0.114257,0.0895432,0.00430221,0.0583184,0.0601652,0.0666332,0.0794737,0.114257,0.114267,0.138666,1.98395,1.93089,1.92221,0.0146111,1.81126,1.84347,1.84911,1.89155,1.97974,1.98395,2.14741,0.508211,0.50685,0.488113,0.00906066,0.410081,0.43138,0.458024,0.490446,0.50685,0.508211,0.629578,-9999,-9999
200205,-9999,-9999,5.359,1.609,0.722222,10.277,3.752,0.492473,8.829,6.531,2.362,10.112,3.252,8.893,0.578629,5.592,2.071,0.722222,10.746,3.566,0.492473,453.194,319.016,0.703629,252.236,259.954,0.703629,-9999,-9999,296.521,296.521,0.0,-9999,-9999,310.316,297.155,0.578629,-9999,-9999,4.324,5.787,0.578629,97.525,97.486,0.493952,2.212,2.085,0.493952,1.376,1.68,0.474462,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.42529,0.575269,17.6888,0.578629,29.9707,0.232248,97.5166,0.578629,165.226,0.902061,1.0,2,17.2903,30.7097,16.4194,28.8387,1.25757,0.567876,0.0208566,0.0262519,1.23456,0.567204,0.0209372,0.026316,1.24517,0.567221,0.00230528,1.22223,1.22568,1.23177,1.25184,1.25551,1.25757,1.26363,0.567204,0.567204,0.567204,0.567876,0.567876,0.567876,0.567876,1.51785,0.406061,0.709677,0.0352093,0.0563113,1.04998,0.81153,0.483234,0.0243516,0.0325164,1.53084,0.405652,0.709677,0.0353534,0.0564016,1.00657,0.829546,0.482158,0.0244419,0.0325841,1.50764,1.50764,1.5162,1.52408,1.55442,1.59553,1.60013,0.709677,0.709677,0.709677,0.709677,0.709677,0.709677,0.709677,0.997426,0.999677,1.00318,1.00657,1.04152,1.04277,1.04358,0.482158,0.482158,0.482158,0.482158,0.483234,0.483234,0.483234,1.72381,1.72381,1.72965,0.00635782,1.69799,1.70055,1.70139,1.70925,1.74429,1.78127,1.80788,0.473109,0.489258,0.484485,0.00545576,0.446995,0.449662,0.452034,0.477441,0.498353,0.513985,0.549494,2.24569,2.24117,2.22853,0.0108496,2.14547,2.16952,2.18324,2.22377,2.24321,2.25234,2.40383,0.771081,0.769105,0.754808,0.00709631,0.696745,0.710932,0.723473,0.747722,0.768069,0.769105,0.864763,-9999,-9999
200206,17.45,1.0,14.459,2.169,1.0,18.946,3.306,1.0,18.303,16.099,2.368,19.406,3.069,17.45,1.0,14.459,2.169,1.0,18.946,3.306,1.0,485.414,232.652,1.0,254.5,232.652,1.0,-9999,-9999,364.282,364.282,0.0,376.089,1.0,381.716,376.089,1.0,7.224,1.0,7.369,7.224,1.0,97.321,97.323,1.0,2.349,2.91,1.0,1.277,1.362,0.986111,0.218324893233,0.991666666667,140.102623611,1.0,447.407170833,1.0,355.54,1.0,16.376,1.0,8.14952,0.991667,46.7425,0.999306,79.1975,0.571297,31.2632,0.999306,52.9704,0.580548,0.941667,1,16.0,32.0,16.0,31.9667,-0.253955,0.997917,0.060153,0.0688454,-0.234852,0.997917,0.0601364,0.0688309,-0.243391,0.996563,0.00475722,-0.277201,-0.272515,-0.270252,-0.245286,-0.23437,-0.205544,-0.184916,0.997222,0.997917,0.997917,0.996528,0.997222,0.992361,0.992361,3.95341,1.38871,1.0,0.116042,0.12061,-2.34379,3.86816,0.996875,0.0647458,0.0711018,3.97338,1.39382,1.0,0.115788,0.120366,-2.32616,3.87147,0.996875,0.064827,0.0711758,3.87597,3.93065,3.93156,3.95911,3.97737,3.99641,4.02871,1.0,1.0,1.0,0.997917,1.0,0.995833,0.995833,-2.36386,-2.35974,-2.35288,-2.33686,-2.32616,-2.30097,-2.28151,0.996875,0.996875,0.996875,0.995833,0.996875,0.99375,0.990625,4.45933,4.45933,4.45322,0.00452071,4.39165,4.44013,4.44232,4.4561,4.46183,4.46965,4.50505,4.66964,4.69419,4.69662,0.00612371,4.58498,4.65628,4.67344,4.7101,4.71758,4.72272,4.73942,4.72401,4.10807,4.7726,0.0516319,4.10807,4.11656,4.72401,4.79649,4.87853,5.04717,5.24486,5.06044,4.58989,5.06248,0.0355281,4.58989,4.60268,5.03895,5.06044,5.2362,5.24331,5.33225,-9999,-9999
200207,21.746,1.0,18.407,1.634,1.0,23.506,3.396,1.0,21.352,19.148,1.831,22.521,2.935,21.746,1.0,18.407,1.634,1.0,23.506,3.396,1.0,469.951,272.651,1.0,261.44,272.651,1.0,-9999,-9999,376.077,376.077,0.0,404.898,1.0,394.144,404.898,1.0,8.268,1.0,8.284,8.268,1.0,97.521,97.558,1.0,3.746,3.532,1.0,1.053,1.106,0.989247,0.213252695964,0.989919354839,166.110783602,1.0,524.329424731,1.0,348.842,1.0,20.283,1.0,5.98882,1.0,68.6302,0.999328,116.405,0.616817,25.8572,1.0,43.8569,0.499853,0.986559,1,16.5806,31.4194,16.5806,31.3548,0.0369373,0.977151,0.0619687,0.0655978,-0.00595384,0.977151,0.0614988,0.0651541,0.0164509,0.975941,0.00469605,-0.0295604,-0.00595384,-0.00194657,0.0111599,0.0347483,0.0370789,0.0652578,0.983199,0.977151,0.977151,0.977151,0.977151,0.977151,0.976478,7.02085,2.0564,0.960152,0.11936,0.125376,-3.66079,5.61357,0.986668,0.0659768,0.0693529,6.94184,2.01112,0.960152,0.118381,0.124444,-3.68321,5.58433,0.986668,0.0654967,0.0688963,6.88483,6.93825,6.94184,6.99953,7.01292,7.01499,7.02812,0.963947,0.960152,0.960152,0.960152,0.960152,0.958254,0.960152,-3.70921,-3.68374,-3.68321,-3.67178,-3.65295,-3.64099,-3.61573,0.983578,0.980457,0.986668,0.986668,0.986668,0.986668,0.986668,7.41997,7.41997,7.41283,0.0057166,7.35838,7.36605,7.3842,7.41997,7.44739,7.45015,7.45137,7.40138,7.42593,7.39638,0.00721852,7.3236,7.34747,7.35228,7.40336,7.42593,7.44388,7.45448,5.40617,5.81916,5.48719,0.0557022,4.68117,5.17349,5.34394,5.4187,5.81916,5.84132,5.84889,6.55913,6.53322,6.54852,0.0218015,6.24787,6.47677,6.49725,6.56012,6.6182,6.62356,6.72256,-9999,-9999
200208,18.517,1.0,16.034,1.745,1.0,20.138,2.841,1.0,18.499,16.744,1.719,19.646,2.61,18.517,1.0,16.034,1.745,1.0,20.138,2.841,1.0,410.749,226.918,1.0,219.698,226.918,1.0,-9999,-9999,354.501,354.501,0.0,382.291,1.0,371.409,382.291,1.0,5.23,1.0,6.195,5.23,1.0,97.635,97.666,1.0,3.86,2.81,1.0,1.195,1.178,0.99328,0.217119304398,0.992607526882,141.862166667,1.0,436.379954973,1.0,347.732,1.0,18.231,1.0,0.59608,1.0,58.0182,1.0,104.585,0.581788,20.4316,1.0,36.8306,0.55766,0.997984,1,18.9355,29.0645,18.9355,29.0323,0.297524,0.998656,0.0698203,0.0821255,0.291244,0.997312,0.0692717,0.0816597,0.299977,0.996942,0.00658056,0.22431,0.264751,0.279867,0.292811,0.321326,0.351232,0.373802,0.99664,0.99664,0.998656,0.997984,0.997984,0.997984,0.997984,5.86268,1.84069,1.0,0.119597,0.15134,-3.32234,5.47526,0.997812,0.0792024,0.084825,5.81703,1.82362,1.0,0.11824,0.150269,-3.30546,5.46092,0.995625,0.0788476,0.0844938,5.69834,5.7496,5.81703,5.82384,5.86313,5.93507,5.97722,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-3.34955,-3.33834,-3.32886,-3.31224,-3.29162,-3.27761,-3.25524,0.994549,0.994549,0.9967,0.997775,0.990174,0.9967,0.987947,6.27253,6.27253,6.28958,0.0243728,5.99408,6.07635,6.22113,6.29741,6.34901,6.45374,6.52186,5.96766,5.98129,5.9896,0.020268,5.66903,5.8343,5.96319,6.01129,6.0562,6.09732,6.14806,5.87755,5.95604,6.14202,0.0786668,5.68252,5.71259,5.75124,5.95604,6.50807,6.79525,7.12363,6.09494,5.93929,6.02355,0.034608,5.82707,5.84355,5.85962,5.93929,6.17366,6.32082,6.45038,-9999,-9999
200209,15.437,1.0,13.34,1.903,1.0,17.217,2.791,1.0,15.456,14.029,1.898,16.685,2.449,15.437,1.0,13.34,1.903,1.0,17.217,2.791,1.0,323.814,160.095,1.0,156.047,160.095,1.0,-9999,-9999,339.243,339.243,0.0,360.414,1.0,355.332,360.414,1.0,4.483,1.0,4.915,4.483,1.0,97.372,97.395,1.0,3.24,3.16,1.0,1.261,1.217,0.992361,0.207677293869,0.942361111111,109.952604861,1.0,307.856399306,1.0,357.667,1.0,15.692,1.0,-3.69047,1.0,41.821,0.997917,75.7311,0.477352,9.14547,0.999306,16.561,0.523154,2.0,2,22.1667,25.8333,22.1667,25.7333,1.20298,0.982639,0.0451296,0.0580993,1.1932,0.982639,0.0451135,0.0580868,1.2015,0.981719,0.00475138,1.15399,1.16892,1.18755,1.19749,1.21149,1.2421,1.2533,0.979167,0.980556,0.982639,0.984028,0.984028,0.984722,0.974306,4.36522,1.18265,0.983663,0.0625929,0.0661668,-1.55829,3.80464,0.981629,0.0603811,0.0813777,4.36885,1.18365,0.983663,0.0626482,0.0662192,-1.57987,3.80395,0.981629,0.0602997,0.0813173,4.31467,4.32595,4.33095,4.35644,4.36536,4.36885,4.3728,0.982148,0.983663,0.980632,0.983663,0.983663,0.983663,0.980632,-1.60457,-1.58587,-1.5806,-1.56177,-1.50975,-1.47676,-1.45786,0.969972,0.980347,0.981629,0.984296,0.984296,0.985685,0.968737,4.89214,4.89214,4.85884,0.00819762,4.74346,4.79625,4.82535,4.88055,4.89214,4.89231,4.90324,3.65493,3.69894,3.65734,0.00887527,3.50125,3.64434,3.65493,3.66881,3.68935,3.693,3.69894,3.86865,3.81165,3.88366,0.00945176,3.81165,3.8244,3.83708,3.8842,3.9249,3.93848,3.99465,3.24321,3.21485,3.22583,0.00433438,3.1783,3.20518,3.21485,3.22085,3.23291,3.24509,3.2723,-9999,-9999
200210,3.229,0.984543,2.224,1.879,1.0,4.341,1.731,0.96467,3.001,2.168,1.605,3.948,1.484,3.199,0.984543,2.224,1.879,1.0,4.271,1.727,0.96467,228.122,71.118,0.928763,93.762,78.822,0.928763,-9999,-9999,276.247,276.247,0.0,284.136,0.927419,288.954,284.26,0.927419,1.882,0.984543,1.714,1.877,0.984543,97.799,97.764,0.965054,2.316,3.242,0.965726,1.185,1.205,0.909274,0.217564912018,0.911290322581,39.5340905172,0.935483870968,155.253290833,0.806451612903,363.308,0.979839,6.024,0.984543,-8.98582,0.984543,16.6492,0.983871,30.2858,0.312377,9.59131,0.983871,17.4471,0.567671,0.962366,1,25.5161,22.4839,25.5161,22.4839,1.0441,0.964382,0.0532507,0.0554363,1.04193,0.962366,0.0532089,0.0553961,1.05659,0.962651,0.0024386,1.03674,1.03994,1.04193,1.05612,1.06454,1.07076,1.08255,0.961022,0.962366,0.962366,0.965726,0.969758,0.956317,0.954301,1.60672,1.25781,0.998805,0.0709577,0.0776289,0.341008,1.61115,0.920507,0.074274,0.0750019,1.59645,1.25258,0.998805,0.0705946,0.0772971,0.347564,1.62837,0.916032,0.0745919,0.0753167,1.59642,1.59645,1.59694,1.63223,1.65814,1.65942,1.6716,0.998805,0.998805,0.998805,0.998805,1.0,1.0,0.998805,0.317197,0.326717,0.333541,0.338586,0.343038,0.347564,0.347708,0.929724,0.929724,0.913094,0.913094,0.916032,0.916032,0.916032,1.72448,1.72448,1.77541,0.0100513,1.71655,1.7241,1.72439,1.76025,1.79251,1.80032,1.9207,0.698981,0.682547,0.718823,0.00780888,0.674471,0.682547,0.684166,0.704122,0.723488,0.737409,0.835274,1.43661,1.49875,1.44149,0.0137055,1.23968,1.34676,1.41804,1.44926,1.49875,1.49949,1.51382,0.648613,0.641079,0.62077,0.00389748,0.569304,0.594567,0.599703,0.623688,0.641079,0.641905,0.647341,-9999,-9999
