TIMESTAMP,TA_F_MDS,TA_F_MDS_QC,TA_F_MDS_NIGHT,TA_F_MDS_NIGHT_SD,TA_F_MDS_NIGHT_QC,TA_F_MDS_DAY,TA_F_MDS_DAY_SD,TA_F_MDS_DAY_QC,TA_ERA,TA_ERA_NIGHT,TA_ERA_NIGHT_SD,TA_ERA_DAY,TA_ERA_DAY_SD,TA_F,TA_F_QC,TA_F_NIGHT,TA_F_NIGHT_SD,TA_F_NIGHT_QC,TA_F_DAY,TA_F_DAY_SD,TA_F_DAY_QC,SW_IN_POT,SW_IN_F_MDS,SW_IN_F_MDS_QC,SW_IN_ERA,SW_IN_F,SW_IN_F_QC,LW_IN_F_MDS,LW_IN_F_MDS_QC,LW_IN_ERA,LW_IN_F,LW_IN_F_QC,LW_IN_JSB,LW_IN_JSB_QC,LW_IN_JSB_ERA,LW_IN_JSB_F,LW_IN_JSB_F_QC,VPD_F_MDS,VPD_F_MDS_QC,VPD_ERA,VPD_F,VPD_F_QC,PA_ERA,PA_F,PA_F_QC,P_ERA,P_F,P_F_QC,WS_ERA,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_OUT,PPFD_OUT_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_3,TS_F_MDS_4,TS_F_MDS_5,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_3_QC,TS_F_MDS_4_QC,TS_F_MDS_5_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,EBC_CF_N,EBC_CF_METHOD,NIGHT_D,DAY_D,NIGHT_RANDUNC_N,DAY_RANDUNC_N,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_REF_JOINTUNC,NEE_VUT_USTAR50,NEE_VUT_USTAR50_QC,NEE_VUT_USTAR50_RANDUNC,NEE_VUT_USTAR50_JOINTUNC,NEE_VUT_MEAN,NEE_VUT_MEAN_QC,NEE_VUT_SE,NEE_VUT_05,NEE_VUT_16,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_84,NEE_VUT_95,NEE_VUT_05_QC,NEE_VUT_16_QC,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,NEE_VUT_84_QC,NEE_VUT_95_QC,NEE_VUT_REF_NIGHT,NEE_VUT_REF_NIGHT_SD,NEE_VUT_REF_NIGHT_QC,NEE_VUT_REF_NIGHT_RANDUNC,NEE_VUT_REF_NIGHT_JOINTUNC,NEE_VUT_REF_DAY,NEE_VUT_REF_DAY_SD,NEE_VUT_REF_DAY_QC,NEE_VUT_REF_DAY_RANDUNC,NEE_VUT_REF_DAY_JOINTUNC,NEE_VUT_USTAR50_NIGHT,NEE_VUT_USTAR50_NIGHT_SD,NEE_VUT_USTAR50_NIGHT_QC,NEE_VUT_USTAR50_NIGHT_RANDUNC,NEE_VUT_USTAR50_NIGHT_JOINTUNC,NEE_VUT_USTAR50_DAY,NEE_VUT_USTAR50_DAY_SD,NEE_VUT_USTAR50_DAY_QC,NEE_VUT_USTAR50_DAY_RANDUNC,NEE_VUT_USTAR50_DAY_JOINTUNC,NEE_VUT_05_NIGHT,NEE_VUT_16_NIGHT,NEE_VUT_25_NIGHT,NEE_VUT_50_NIGHT,NEE_VUT_75_NIGHT,NEE_VUT_84_NIGHT,NEE_VUT_95_NIGHT,NEE_VUT_05_NIGHT_QC,NEE_VUT_16_NIGHT_QC,NEE_VUT_25_NIGHT_QC,NEE_VUT_50_NIGHT_QC,NEE_VUT_75_NIGHT_QC,NEE_VUT_84_NIGHT_QC,NEE_VUT_95_NIGHT_QC,NEE_VUT_05_DAY,NEE_VUT_16_DAY,NEE_VUT_25_DAY,NEE_VUT_50_DAY,NEE_VUT_75_DAY,NEE_VUT_84_DAY,NEE_VUT_95_DAY,NEE_VUT_05_DAY_QC,NEE_VUT_16_DAY_QC,NEE_VUT_25_DAY_QC,NEE_VUT_50_DAY_QC,NEE_VUT_75_DAY_QC,NEE_VUT_84_DAY_QC,NEE_VUT_95_DAY_QC,RECO_NT_VUT_REF,RECO_NT_VUT_USTAR50,RECO_NT_VUT_MEAN,RECO_NT_VUT_SE,RECO_NT_VUT_05,RECO_NT_VUT_16,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,RECO_NT_VUT_84,RECO_NT_VUT_95,GPP_NT_VUT_REF,GPP_NT_VUT_USTAR50,GPP_NT_VUT_MEAN,GPP_NT_VUT_SE,GPP_NT_VUT_05,GPP_NT_VUT_16,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,GPP_NT_VUT_84,GPP_NT_VUT_95,RECO_DT_VUT_REF,RECO_DT_VUT_USTAR50,RECO_DT_VUT_MEAN,RECO_DT_VUT_SE,RECO_DT_VUT_05,RECO_DT_VUT_16,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,RECO_DT_VUT_84,RECO_DT_VUT_95,GPP_DT_VUT_REF,GPP_DT_VUT_USTAR50,GPP_DT_VUT_MEAN,GPP_DT_VUT_SE,GPP_DT_VUT_05,GPP_DT_VUT_16,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,GPP_DT_VUT_84,GPP_DT_VUT_95,RECO_SR,RECO_SR_N
201311,5.575,1.0,5.058,1.157,1.0,6.465,1.037,1.0,5.54,5.255,0.785,6.022,0.645,5.575,1.0,5.058,1.157,1.0,6.465,1.037,1.0,99.3822,30.329,1.0,24.779,30.329,1.0,309.865,1.0,312.77,309.865,1.0,300.958,1.0,317.666,300.958,1.0,1.17,1.0,0.93,1.17,1.0,101.164,101.203,1.0,2.124,2.124,0.0,2.942,2.9,0.995139,0.19954935175,0.842361111111,-5.28868853248,0.999305555556,47.5379215565,0.999305555556,27.5573092634,0.999305555556,5.08965969721,0.999305555556,339.2655093,0.998611111111,393.447,1.0,7.854,8.605,9.4,9.922,10.396,1.0,1.0,1.0,1.0,1.0,5.91541,1.0,2.18742,1.0,3.37414,0.117467,-9.44209,1.0,-14.5646,0.269894,0.994444,1,30.2667,17.7333,30.2667,17.7333,0.715732,0.997917,0.0128409,0.0348668,0.711284,0.997917,0.0128879,0.0348841,0.73395,0.997552,0.00519645,0.709158,0.71039,0.71166,0.714179,0.768448,0.775222,0.795546,1.0,1.0,1.0,0.999306,0.994444,0.994444,0.994444,0.769398,0.346028,1.0,0.0151257,0.0413076,0.545836,0.375898,0.994118,0.0213393,0.0282159,0.768959,0.346441,1.0,0.0151,0.0412982,0.534252,0.38032,0.994118,0.021584,0.0284014,0.766953,0.768543,0.769046,0.771865,0.835747,0.845421,0.870631,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.529372,0.532841,0.533408,0.537633,0.568669,0.569762,0.578475,1.0,0.994118,0.998039,0.998039,0.983701,0.983701,0.983701,0.773984,0.77485,0.785567,0.00300393,0.770363,0.773881,0.774307,0.77527,0.793069,0.807239,0.828371,0.0635657,0.0635657,0.0516168,0.00253449,0.0188185,0.0244505,0.0379327,0.0612348,0.0625841,0.0635465,0.0647224,0.869807,0.865276,0.91644,0.00931609,0.858101,0.867023,0.875153,0.884163,0.986114,0.995842,1.01179,0.141361,0.126454,0.137191,0.00191651,0.118854,0.123838,0.128098,0.138565,0.144271,0.150065,0.158222,-9999,-9999
201312,4.734,1.0,4.515,1.226,1.0,5.191,0.774,1.0,4.222,4.159,1.005,4.351,0.515,4.734,1.0,4.515,1.226,1.0,5.191,0.774,1.0,64.3224,15.707,1.0,12.958,15.707,1.0,309.233,1.0,311.667,309.233,1.0,298.418,1.0,316.359,298.418,1.0,1.369,1.0,1.001,1.369,1.0,101.454,101.491,1.0,1.753,1.753,0.0,3.533,3.805,0.995968,0.241426611408,0.819892473118,-11.2853725028,1.0,24.886733213,1.0,8.4114468459,1.0,2.69804237451,1.0,332.564422043,1.0,409.958,1.0,5.372,5.952,6.702,7.295,7.873,1.0,1.0,1.0,1.0,1.0,3.73439,1.0,2.81169,1.0,3.31121,0.148783,-15.5298,1.0,-18.2887,0.402983,0.978495,1,32.4516,15.5484,32.4516,15.5484,0.798494,0.999328,0.0175822,0.0657947,0.793092,0.999328,0.0176506,0.065813,0.83335,0.997833,0.00975097,0.785225,0.789187,0.790462,0.793092,0.894147,0.915991,0.945189,0.999328,0.999328,0.999328,0.999328,0.993952,0.993952,0.995296,0.795974,0.444861,1.0,0.0209402,0.0722425,0.715367,0.440606,0.997984,0.0287353,0.0532496,0.790535,0.450961,1.0,0.0210501,0.0722745,0.710964,0.441038,0.997984,0.0287571,0.0532613,0.779912,0.785106,0.785732,0.789681,0.899925,0.923388,0.957142,1.0,1.0,1.0,1.0,0.995968,0.995968,0.997984,0.70973,0.710725,0.710948,0.713686,0.784017,0.800387,0.817217,0.997984,0.997984,0.997984,0.997984,0.989919,0.989919,0.989919,0.840792,0.837045,0.870995,0.00899828,0.822079,0.828911,0.829705,0.836706,0.928245,0.940824,0.977739,0.0439535,0.0439535,0.0376444,0.0011496,0.0160979,0.0318215,0.0368542,0.0394243,0.0424668,0.0431721,0.0443494,0.904147,0.90763,1.00259,0.0333048,0.87815,0.879409,0.880711,0.904746,1.02647,1.05699,1.43468,0.0588531,0.0704805,0.0774182,0.00402,0.0587424,0.0588428,0.0612806,0.0704805,0.0802394,0.0840956,0.117855,-9999,-9999
201401,0.096,0.998656,-0.146,1.158,1.0,0.552,0.832,0.995699,0.038,-0.163,0.954,0.392,0.64,0.098,0.998656,-0.146,1.158,1.0,0.556,0.831,0.995699,80.2405,22.62,0.998656,19.31,22.589,0.998656,289.496,0.998656,295.006,289.5,0.998656,268.017,0.998656,296.617,268.047,0.998656,0.873,0.998656,0.509,0.872,0.998656,100.959,100.99,0.997312,1.576,1.576,0.0,3.503,3.489,0.997312,0.254175445874,0.674731182796,-13.6723961322,0.997311827957,36.4271087254,0.997311827957,15.1193115146,0.997311827957,8.11418227972,0.997311827957,316.449898644,0.997311827957,411.599,0.964382,4.514,5.101,5.83,6.412,6.952,0.998656,0.998656,0.998656,0.998656,0.998656,3.91321,0.998656,0.800953,0.959005,0.943247,0.0636796,-0.245544,0.997312,-0.289166,0.261478,1.0,2,31.5161,16.4839,31.5161,16.4839,0.484862,0.952285,0.0133037,0.0247339,0.484804,0.952285,0.0133035,0.0247338,0.498227,0.948656,0.00311821,0.482617,0.483658,0.4842,0.485551,0.519342,0.525361,0.531929,0.952285,0.952285,0.952285,0.952285,0.941532,0.941532,0.941532,0.500035,0.311115,0.969892,0.0163713,0.0282126,0.404024,0.258874,0.921189,0.0203437,0.0242295,0.499899,0.311254,0.969892,0.016373,0.0282136,0.4041,0.258557,0.921189,0.0203378,0.0242245,0.497576,0.498986,0.499664,0.50149,0.538189,0.54494,0.553244,0.969892,0.969892,0.969892,0.969892,0.958065,0.958065,0.958065,0.401514,0.402758,0.403114,0.403286,0.424216,0.429079,0.430193,0.921189,0.921189,0.921189,0.921189,0.912229,0.912229,0.912229,0.559432,0.55711,0.571188,0.00363328,0.549825,0.553232,0.554883,0.559089,0.592428,0.601993,0.610914,0.0729109,0.0723063,0.072961,0.000683233,0.0664762,0.0682092,0.0709979,0.0730858,0.0736334,0.076433,0.0789856,0.494651,0.494004,0.511573,0.0039181,0.490942,0.49287,0.494004,0.494876,0.545703,0.547469,0.549492,0.0390503,0.0381608,0.0406591,0.000468995,0.0375375,0.0380427,0.0388252,0.0390503,0.0432346,0.0453341,0.0457713,-9999,-9999
201402,4.227,1.0,3.436,1.398,1.0,5.324,1.904,1.0,3.235,2.675,1.194,4.012,1.41,4.227,1.0,3.436,1.398,1.0,5.324,1.904,1.0,143.184,64.147,1.0,56.075,64.147,1.0,291.206,1.0,291.322,291.206,1.0,288.518,1.0,292.251,288.518,1.0,1.601,1.0,1.024,1.601,1.0,100.588,100.597,1.0,0.975,0.975,0.0,2.921,2.843,1.0,0.178263856389,0.59375,15.4183940327,1.0,103.273456451,1.0,18.6173992105,1.0,11.8661237201,1.0,326.870779018,1.0,410.231,0.99628,4.937,5.139,5.604,6.005,6.407,1.0,1.0,1.0,1.0,1.0,0.695528,1.0,2.42779,0.994792,2.23239,0.170755,-17.0848,0.999256,-15.7098,0.371569,1.0,3,28.0,20.0,28.0,20.0,0.332019,0.976935,0.0095673,0.0392808,0.331863,0.976935,0.00957951,0.0392837,0.362578,0.964249,0.00616687,0.332019,0.336424,0.336651,0.33832,0.40795,0.41262,0.432174,0.976935,0.976935,0.976935,0.976935,0.942708,0.938988,0.934524,0.326359,0.159365,0.97534,0.012285,0.0487804,0.305541,0.184694,0.978582,0.0139208,0.0282433,0.326075,0.159213,0.97534,0.0123007,0.0487843,0.305515,0.184732,0.978582,0.0139386,0.0282521,0.326359,0.332015,0.333661,0.335708,0.42018,0.426432,0.455191,0.97534,0.963192,0.97534,0.97534,0.928448,0.928448,0.922373,0.305515,0.305698,0.305802,0.30641,0.35243,0.354846,0.3602,0.978582,0.978582,0.978582,0.978582,0.953935,0.953935,0.953935,0.415469,0.415757,0.421387,0.00316917,0.394568,0.401459,0.405935,0.415989,0.430853,0.44168,0.457918,0.0838932,0.0838932,0.0588092,0.00365138,0.0193156,0.0281993,0.0345282,0.0646711,0.080859,0.0820577,0.0833749,0.431656,0.375193,0.49565,0.0179618,0.374761,0.430814,0.43149,0.431997,0.548274,0.632328,0.693519,0.0581806,0.0317934,0.0715623,0.00727943,0.0317934,0.0378924,0.0571907,0.0579295,0.0648562,0.0796346,0.177037,-9999,-9999
201403,6.434,0.995968,4.691,1.904,1.0,8.132,2.728,0.992556,5.562,4.548,1.385,6.548,1.966,6.433,0.995968,4.691,1.904,1.0,8.129,2.725,0.992556,241.508,112.945,0.99664,112.639,113.043,0.99664,297.255,0.995968,296.848,297.161,0.995968,297.811,0.995968,298.8,297.652,0.995968,2.284,0.995968,1.655,2.281,0.995968,101.48,101.502,0.992608,0.786,0.786,0.0,2.585,2.735,0.991263,0.221461545692,0.728494623656,47.741202236,0.991935483871,182.748179124,0.992607526882,14.5189932717,0.992607526882,10.5947290125,0.992607526882,350.227373311,0.992607526882,417.999,0.995296,7.867,7.63,7.701,7.695,7.742,0.995968,0.995968,0.995968,0.995968,0.995968,-1.49052,0.995968,19.5525,0.993952,35.42,0.35951,1.28932,0.994624,2.33564,0.345431,1.0,2,23.7742,24.2258,23.7742,24.2258,0.775722,0.977823,0.0208688,0.0317622,0.806164,0.979839,0.0209885,0.031841,0.80446,0.957006,0.00488659,0.739066,0.774749,0.793312,0.804133,0.81959,0.822637,0.853106,0.973118,0.977823,0.922715,0.979839,0.980511,0.980511,0.981183,0.9561,0.502454,0.997366,0.0278067,0.052239,0.557435,0.667135,0.95883,0.0290344,0.0336623,1.01112,0.565593,1.0,0.0280951,0.0523931,0.560022,0.669375,0.960175,0.0290817,0.0337031,0.886796,0.952399,0.954621,0.999609,1.03594,1.04085,1.09901,0.997469,0.976032,0.997366,0.936374,1.0,1.0,1.0,0.553358,0.558126,0.56202,0.563168,0.58134,0.592193,0.598781,0.960175,0.960175,0.965848,0.961641,0.905539,0.867618,0.856627,0.977857,0.999212,1.02776,0.00487044,0.977857,0.993034,1.004,1.02568,1.04864,1.05995,1.08235,0.193938,0.193047,0.223299,0.00380754,0.195998,0.200176,0.203018,0.212919,0.244448,0.253247,0.258806,0.747578,0.866641,0.84059,0.0228295,0.728594,0.732714,0.73711,0.79449,0.855282,0.933742,1.09176,0.182348,0.233326,0.222401,0.00908574,0.179431,0.181593,0.182348,0.207704,0.2222,0.27297,0.341225,-9999,-9999
201404,9.711,0.963889,7.253,1.857,0.977193,11.322,2.809,0.955172,9.275,8.006,1.347,10.129,1.979,9.68,0.963889,7.26,1.853,0.977193,11.267,2.815,0.955172,351.365,172.791,0.965278,173.834,174.032,0.965278,317.699,0.963889,316.88,317.408,0.963889,321.055,0.963889,322.536,320.804,0.963889,3.137,0.963889,2.749,3.101,0.963889,101.353,101.354,0.958333,1.372,1.372,0.0,2.584,2.691,0.958333,0.249999808742,0.818055555556,103.082518214,0.93125,278.55446865,0.933333333333,17.6708435893,0.933333333333,11.869623468,0.933333333333,374.712554315,0.933333333333,418.194,0.9625,11.578,10.744,10.357,9.912,9.654,0.963889,0.963889,0.963889,0.963889,0.963889,-5.56169,0.963889,44.137,0.9625,79.9554,0.696563,15.8901,0.961806,28.7853,0.307448,0.955556,1,19.5,28.5,19.5,28.5,0.0172048,0.948611,0.0340185,0.138618,0.0789176,0.95,0.0348256,0.138818,0.0160642,0.947257,0.0193208,-0.134373,-0.131528,-0.130514,0.0776712,0.11873,0.13723,0.164305,0.942361,0.940972,0.94375,0.95,0.949306,0.949306,0.954167,1.49436,0.904778,0.955,0.0430792,0.244288,-0.957954,1.78961,0.944487,0.0466852,0.0784222,1.61201,0.953904,0.958596,0.0454023,0.244708,-0.934922,1.8504,0.944487,0.0472191,0.0787412,1.20029,1.2055,1.22524,1.60978,1.65155,1.68642,1.74857,0.943889,0.943889,0.943889,0.958596,0.958596,0.95693,0.965526,-1.04131,-1.01764,-1.01399,-0.93538,-0.89751,-0.891613,-0.889542,0.939966,0.941157,0.939887,0.944487,0.944487,0.944487,0.946868,1.5301,1.71393,1.69465,0.0240035,1.48646,1.52425,1.53591,1.70782,1.79036,1.84378,1.93857,1.63501,1.63501,1.67858,0.00859155,1.59239,1.62083,1.63447,1.67223,1.70718,1.7484,1.7741,1.32065,1.31767,1.32636,0.0155669,1.03418,1.25952,1.3009,1.34031,1.34955,1.37984,1.43738,1.55781,1.54913,1.56469,0.0100738,1.41436,1.51164,1.54894,1.55869,1.57869,1.61041,1.64936,-9999,-9999
201405,12.665,1.0,10.105,1.664,1.0,13.885,2.415,1.0,12.401,11.032,1.188,13.056,1.76,12.665,1.0,10.105,1.664,1.0,13.885,2.415,1.0,439.619,197.057,0.999328,212.542,197.158,0.999328,335.276,1.0,332.126,335.276,1.0,343.114,0.999328,340.603,343.077,0.999328,3.948,1.0,3.657,3.948,1.0,101.369,101.366,1.0,1.787,1.787,0.0,2.646,2.678,1.0,0.257010730946,0.899865591398,125.987324351,0.998655913978,319.947466713,1.0,18.2678021981,1.0,12.8710458533,1.0,392.097715726,1.0,415.911,1.0,15.093,14.207,13.637,12.937,12.375,1.0,1.0,1.0,1.0,1.0,-5.24371,1.0,61.5894,0.999328,97.149,0.691856,21.7807,1.0,34.3561,0.318563,0.997984,1,15.5806,32.4194,15.5806,32.3548,-0.392146,0.991263,0.053905,0.275328,-0.369436,0.991935,0.054025,0.275351,-0.51375,0.992221,0.0390191,-0.903791,-0.838113,-0.825589,-0.372004,-0.304093,-0.298115,-0.278574,0.983199,0.988575,0.988575,0.991935,0.995296,0.995296,0.998656,2.90918,1.3965,0.98055,0.0964403,0.494464,-1.93852,2.95738,0.996943,0.061368,0.168585,2.96233,1.47654,0.982448,0.0970357,0.49458,-1.93374,2.95839,0.996943,0.0613654,0.168584,2.0408,2.10277,2.12327,2.96233,3.06439,3.07271,3.1183,0.982211,0.982211,0.982211,0.982448,0.991935,0.991935,1.0,-2.24681,-2.19824,-2.18061,-1.93745,-1.89186,-1.8842,-1.88129,0.983823,0.991867,0.991867,0.996943,0.996943,0.997951,0.997951,3.44171,3.5313,3.38651,0.0470735,2.89657,2.97992,3.05033,3.52946,3.64988,3.65571,3.66813,3.89788,3.90073,3.90026,0.0103601,3.71377,3.8297,3.88041,3.91167,3.94336,3.95604,3.9652,3.18677,3.22408,2.8601,0.0543595,2.32277,2.38453,2.40022,3.07518,3.12269,3.15967,3.1897,3.56184,3.66832,3.45765,0.0247973,3.18874,3.22448,3.26462,3.53624,3.56184,3.6023,3.63218,-9999,-9999
201406,15.337,1.0,12.123,1.659,1.0,16.583,3.053,1.0,15.723,14.169,1.132,16.328,1.921,15.337,1.0,12.123,1.659,1.0,16.583,3.053,1.0,481.281,229.695,1.0,234.66,229.695,1.0,343.566,1.0,343.408,343.566,1.0,363.137,1.0,353.971,363.137,1.0,4.702,1.0,4.84,4.702,1.0,101.478,101.458,1.0,2.168,2.168,0.0,2.087,2.136,1.0,0.222296793021,0.875,143.594999486,0.997916666667,374.791253517,1.0,21.8866168613,1.0,18.8322239611,1.0,408.392151389,1.0,431.818,1.0,16.727,15.912,15.404,14.774,14.231,1.0,1.0,1.0,1.0,1.0,-4.69907,1.0,79.9189,1.0,114.724,0.925868,23.6895,1.0,34.0066,0.326469,0.997917,1,13.3667,34.6333,13.3667,34.6333,-0.167678,0.9875,0.0633281,0.346419,-0.161471,0.9875,0.0634363,0.346439,-0.353754,0.981719,0.0493595,-0.806409,-0.785504,-0.772666,-0.167678,-0.108703,-0.104341,-0.0671516,0.972222,0.973611,0.972222,0.9875,0.984722,0.984722,0.985417,4.024,1.57802,0.976923,0.119457,0.647745,-1.77348,3.79201,0.991345,0.0709083,0.221611,4.03136,1.58182,0.976923,0.119711,0.647792,-1.76804,3.79963,0.991345,0.0710169,0.221645,2.88477,2.92258,2.94049,4.024,4.18582,4.19585,4.24108,0.95989,0.95989,0.965018,0.976923,0.971795,0.971795,0.971795,-2.20882,-2.17296,-2.15879,-1.77348,-1.75667,-1.75304,-1.72337,0.974734,0.978627,0.978627,0.991345,0.992325,0.989468,0.99042,4.73855,5.00636,4.6991,0.100712,3.66252,3.83425,3.9269,4.97814,5.2404,5.28258,5.30204,5.15901,5.16784,5.05285,0.0525821,4.46362,4.63561,4.70744,5.14581,5.37118,5.38692,5.41038,4.14919,4.11505,3.82918,0.0670522,3.16151,3.26741,3.33129,4.06686,4.16604,4.18601,4.21042,4.76037,4.71172,4.54927,0.0367243,4.14759,4.2296,4.29738,4.67336,4.74014,4.75697,4.76122,-9999,-9999
201407,20.331,0.858199,16.779,1.339,0.884946,21.846,3.172,0.847088,20.239,18.579,1.175,20.944,1.985,19.901,0.858199,16.654,1.341,0.884946,21.284,3.034,0.847088,461.841,252.874,0.855511,236.676,239.705,0.855511,367.316,0.858199,365.096,366.518,0.858199,400.105,0.852823,379.67,395.825,0.852823,6.387,0.858199,6.729,6.133,0.858199,101.298,101.261,0.841398,1.463,1.463,0.0,2.418,2.287,0.841398,-9999,-9999,159.378867616,0.827284946237,417.349018351,0.827284946237,29.2964926333,0.827284946237,26.3518307245,0.827284946237,433.101054694,0.827284946237,424.222,0.782258,18.718,17.589,16.847,16.057,15.385,0.858199,0.858199,0.858199,0.858199,0.858199,-5.75826,0.858199,92.3373,0.780914,141.328,1.05618,12.4499,0.777554,19.0553,0.253774,0.768817,1,14.2903,33.7097,14.2903,33.7097,0.487522,0.764785,0.0660901,0.491273,0.601161,0.770833,0.0667795,0.491366,0.288905,0.748975,0.0687071,-0.347332,-0.318218,-0.283117,0.554835,0.65232,0.655397,0.656428,0.718414,0.694892,0.700941,0.770833,0.770833,0.772177,0.770833,5.27988,1.60874,0.813978,0.131957,0.699408,-1.56761,3.7319,0.744365,0.0713774,0.383571,5.49807,1.78782,0.831183,0.135373,0.700061,-1.50774,3.83739,0.745343,0.0714359,0.383582,4.03487,4.27979,4.38715,5.46423,5.6474,5.65349,5.65831,0.727295,0.671381,0.731596,0.831183,0.831183,0.831183,0.831183,-2.2641,-2.24673,-2.21294,-1.55712,-1.50328,-1.49299,-1.49166,0.709677,0.709677,0.716408,0.745343,0.745343,0.747298,0.745343,5.55219,5.92753,5.63401,0.0865792,4.57969,5.01138,5.0981,5.91673,6.13118,6.16072,6.16317,5.32538,5.32637,5.34511,0.0276949,4.93927,5.10538,5.2746,5.38819,5.50395,5.50812,5.52292,3.98051,3.60793,3.7503,0.0576216,2.93447,3.36944,3.4646,3.76604,4.05477,4.08088,4.16865,4.55479,4.33826,4.49065,0.0260508,3.99455,4.37231,4.46301,4.52949,4.55661,4.59949,4.64746,-9999,-9999
201408,16.462,0.989919,13.964,1.637,1.0,17.931,2.625,0.984391,17.125,15.839,1.056,17.885,1.66,16.463,0.989919,13.964,1.637,1.0,17.933,2.599,0.984391,388.233,180.924,0.990591,178.093,180.771,0.990591,351.185,0.989919,349.096,351.122,0.989919,377.808,0.989919,360.711,377.405,0.989919,4.565,0.989919,5.374,4.585,0.989919,101.007,100.972,0.983199,2.847,2.847,0.0,2.508,2.418,0.983199,0.201177305634,0.662634408602,106.14375496,0.963037634409,292.663681572,0.967741935484,18.0297890943,0.967741935484,15.7019504371,0.967741935484,407.006208333,0.967741935484,432.499,0.989247,17.741,17.372,17.119,16.684,16.232,0.989919,0.989919,0.989919,0.989919,0.989919,-0.691884,0.989919,73.2666,0.989247,94.9138,0.87315,8.8777,0.988575,11.5007,0.263914,0.977823,1,17.8065,30.1935,17.8065,30.1935,-0.157647,0.986559,0.0467825,0.222397,-0.154126,0.986559,0.0474542,0.222539,-0.255481,0.983501,0.0312059,-0.576846,-0.530939,-0.501053,-0.157647,-0.102,-0.0960975,-0.0642806,0.969758,0.975134,0.979167,0.986559,0.988575,0.987903,0.988575,2.62114,0.892171,1.0,0.0717103,0.38321,-1.77132,2.71673,0.97918,0.0578607,0.117922,2.62579,0.94638,1.0,0.0740358,0.383652,-1.7679,2.72174,0.97918,0.0581254,0.118052,1.92156,1.9799,1.99502,2.62114,2.7265,2.73278,2.80166,0.982669,0.988615,0.988615,1.0,1.0,1.0,1.0,-1.98879,-1.95277,-1.91031,-1.77095,-1.75034,-1.74727,-1.7416,0.962528,0.967407,0.970496,0.981261,0.981261,0.982373,0.982373,2.78245,2.89177,2.83524,0.0364936,2.51208,2.56057,2.56178,2.84712,3.02998,3.08134,3.1315,3.0459,3.0459,3.09072,0.0119329,2.96897,3.0375,3.05363,3.08224,3.13218,3.17912,3.19516,2.95926,2.83197,2.74182,0.037844,2.3796,2.40283,2.52774,2.81181,2.96946,2.99739,3.00877,3.21418,3.15727,3.14066,0.0195524,2.88549,2.94998,3.09129,3.19807,3.21664,3.23937,3.26441,-9999,-9999
