TIMESTAMP,TA_F_MDS,TA_F_MDS_QC,TA_F_MDS_NIGHT,TA_F_MDS_NIGHT_SD,TA_F_MDS_NIGHT_QC,TA_F_MDS_DAY,TA_F_MDS_DAY_SD,TA_F_MDS_DAY_QC,TA_ERA,TA_ERA_NIGHT,TA_ERA_NIGHT_SD,TA_ERA_DAY,TA_ERA_DAY_SD,TA_F,TA_F_QC,TA_F_NIGHT,TA_F_NIGHT_SD,TA_F_NIGHT_QC,TA_F_DAY,TA_F_DAY_SD,TA_F_DAY_QC,SW_IN_POT,SW_IN_F_MDS,SW_IN_F_MDS_QC,SW_IN_ERA,SW_IN_F,SW_IN_F_QC,LW_IN_F_MDS,LW_IN_F_MDS_QC,LW_IN_ERA,LW_IN_F,LW_IN_F_QC,LW_IN_JSB,LW_IN_JSB_QC,LW_IN_JSB_ERA,LW_IN_JSB_F,LW_IN_JSB_F_QC,VPD_F_MDS,VPD_F_MDS_QC,VPD_ERA,VPD_F,VPD_F_QC,PA_ERA,PA_F,PA_F_QC,P_ERA,P_F,P_F_QC,WS_ERA,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_3,TS_F_MDS_4,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_3_QC,TS_F_MDS_4_QC,SWC_F_MDS_1,SWC_F_MDS_2,SWC_F_MDS_3,SWC_F_MDS_4,SWC_F_MDS_1_QC,SWC_F_MDS_2_QC,SWC_F_MDS_3_QC,SWC_F_MDS_4_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,EBC_CF_N,EBC_CF_METHOD,NIGHT_D,DAY_D,NIGHT_RANDUNC_N,DAY_RANDUNC_N,NEE_CUT_REF,NEE_VUT_REF,NEE_CUT_REF_QC,NEE_VUT_REF_QC,NEE_CUT_REF_RANDUNC,NEE_VUT_REF_RANDUNC,NEE_CUT_REF_JOINTUNC,NEE_VUT_REF_JOINTUNC,NEE_CUT_USTAR50,NEE_VUT_USTAR50,NEE_CUT_USTAR50_QC,NEE_VUT_USTAR50_QC,NEE_CUT_USTAR50_RANDUNC,NEE_VUT_USTAR50_RANDUNC,NEE_CUT_USTAR50_JOINTUNC,NEE_VUT_USTAR50_JOINTUNC,NEE_CUT_MEAN,NEE_VUT_MEAN,NEE_CUT_MEAN_QC,NEE_VUT_MEAN_QC,NEE_CUT_SE,NEE_VUT_SE,NEE_CUT_05,NEE_CUT_16,NEE_CUT_25,NEE_CUT_50,NEE_CUT_75,NEE_CUT_84,NEE_CUT_95,NEE_VUT_05,NEE_VUT_16,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_84,NEE_VUT_95,NEE_CUT_05_QC,NEE_CUT_16_QC,NEE_CUT_25_QC,NEE_CUT_50_QC,NEE_CUT_75_QC,NEE_CUT_84_QC,NEE_CUT_95_QC,NEE_VUT_05_QC,NEE_VUT_16_QC,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,NEE_VUT_84_QC,NEE_VUT_95_QC,NEE_CUT_REF_NIGHT,NEE_VUT_REF_NIGHT,NEE_CUT_REF_NIGHT_SD,NEE_VUT_REF_NIGHT_SD,NEE_CUT_REF_NIGHT_QC,NEE_VUT_REF_NIGHT_QC,NEE_CUT_REF_NIGHT_RANDUNC,NEE_VUT_REF_NIGHT_RANDUNC,NEE_CUT_REF_NIGHT_JOINTUNC,NEE_VUT_REF_NIGHT_JOINTUNC,NEE_CUT_REF_DAY,NEE_VUT_REF_DAY,NEE_CUT_REF_DAY_SD,NEE_VUT_REF_DAY_SD,NEE_CUT_REF_DAY_QC,NEE_VUT_REF_DAY_QC,NEE_CUT_REF_DAY_RANDUNC,NEE_VUT_REF_DAY_RANDUNC,NEE_CUT_REF_DAY_JOINTUNC,NEE_VUT_REF_DAY_JOINTUNC,NEE_CUT_USTAR50_NIGHT,NEE_VUT_USTAR50_NIGHT,NEE_CUT_USTAR50_NIGHT_SD,NEE_VUT_USTAR50_NIGHT_SD,NEE_CUT_USTAR50_NIGHT_QC,NEE_VUT_USTAR50_NIGHT_QC,NEE_CUT_USTAR50_NIGHT_RANDUNC,NEE_VUT_USTAR50_NIGHT_RANDUNC,NEE_CUT_USTAR50_NIGHT_JOINTUNC,NEE_VUT_USTAR50_NIGHT_JOINTUNC,NEE_CUT_USTAR50_DAY,NEE_VUT_USTAR50_DAY,NEE_CUT_USTAR50_DAY_SD,NEE_VUT_USTAR50_DAY_SD,NEE_CUT_USTAR50_DAY_QC,NEE_VUT_USTAR50_DAY_QC,NEE_CUT_USTAR50_DAY_RANDUNC,NEE_VUT_USTAR50_DAY_RANDUNC,NEE_CUT_USTAR50_DAY_JOINTUNC,NEE_VUT_USTAR50_DAY_JOINTUNC,NEE_CUT_05_NIGHT,NEE_CUT_16_NIGHT,NEE_CUT_25_NIGHT,NEE_CUT_50_NIGHT,NEE_CUT_75_NIGHT,NEE_CUT_84_NIGHT,NEE_CUT_95_NIGHT,NEE_VUT_05_NIGHT,NEE_VUT_16_NIGHT,NEE_VUT_25_NIGHT,NEE_VUT_50_NIGHT,NEE_VUT_75_NIGHT,NEE_VUT_84_NIGHT,NEE_VUT_95_NIGHT,NEE_CUT_05_NIGHT_QC,NEE_CUT_16_NIGHT_QC,NEE_CUT_25_NIGHT_QC,NEE_CUT_50_NIGHT_QC,NEE_CUT_75_NIGHT_QC,NEE_CUT_84_NIGHT_QC,NEE_CUT_95_NIGHT_QC,NEE_VUT_05_NIGHT_QC,NEE_VUT_16_NIGHT_QC,NEE_VUT_25_NIGHT_QC,NEE_VUT_50_NIGHT_QC,NEE_VUT_75_NIGHT_QC,NEE_VUT_84_NIGHT_QC,NEE_VUT_95_NIGHT_QC,NEE_CUT_05_DAY,NEE_CUT_16_DAY,NEE_CUT_25_DAY,NEE_CUT_50_DAY,NEE_CUT_75_DAY,NEE_CUT_84_DAY,NEE_CUT_95_DAY,NEE_VUT_05_DAY,NEE_VUT_16_DAY,NEE_VUT_25_DAY,NEE_VUT_50_DAY,NEE_VUT_75_DAY,NEE_VUT_84_DAY,NEE_VUT_95_DAY,NEE_CUT_05_DAY_QC,NEE_CUT_16_DAY_QC,NEE_CUT_25_DAY_QC,NEE_CUT_50_DAY_QC,NEE_CUT_75_DAY_QC,NEE_CUT_84_DAY_QC,NEE_CUT_95_DAY_QC,NEE_VUT_05_DAY_QC,NEE_VUT_16_DAY_QC,NEE_VUT_25_DAY_QC,NEE_VUT_50_DAY_QC,NEE_VUT_75_DAY_QC,NEE_VUT_84_DAY_QC,NEE_VUT_95_DAY_QC,RECO_NT_VUT_REF,RECO_NT_VUT_USTAR50,RECO_NT_VUT_MEAN,RECO_NT_VUT_SE,RECO_NT_VUT_05,RECO_NT_VUT_16,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,RECO_NT_VUT_84,RECO_NT_VUT_95,RECO_NT_CUT_REF,RECO_NT_CUT_USTAR50,RECO_NT_CUT_MEAN,RECO_NT_CUT_SE,RECO_NT_CUT_05,RECO_NT_CUT_16,RECO_NT_CUT_25,RECO_NT_CUT_50,RECO_NT_CUT_75,RECO_NT_CUT_84,RECO_NT_CUT_95,GPP_NT_VUT_REF,GPP_NT_VUT_USTAR50,GPP_NT_VUT_MEAN,GPP_NT_VUT_SE,GPP_NT_VUT_05,GPP_NT_VUT_16,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,GPP_NT_VUT_84,GPP_NT_VUT_95,GPP_NT_CUT_REF,GPP_NT_CUT_USTAR50,GPP_NT_CUT_MEAN,GPP_NT_CUT_SE,GPP_NT_CUT_05,GPP_NT_CUT_16,GPP_NT_CUT_25,GPP_NT_CUT_50,GPP_NT_CUT_75,GPP_NT_CUT_84,GPP_NT_CUT_95,RECO_DT_VUT_REF,RECO_DT_VUT_USTAR50,RECO_DT_VUT_MEAN,RECO_DT_VUT_SE,RECO_DT_VUT_05,RECO_DT_VUT_16,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,RECO_DT_VUT_84,RECO_DT_VUT_95,RECO_DT_CUT_REF,RECO_DT_CUT_USTAR50,RECO_DT_CUT_MEAN,RECO_DT_CUT_SE,RECO_DT_CUT_05,RECO_DT_CUT_16,RECO_DT_CUT_25,RECO_DT_CUT_50,RECO_DT_CUT_75,RECO_DT_CUT_84,RECO_DT_CUT_95,GPP_DT_VUT_REF,GPP_DT_VUT_USTAR50,GPP_DT_VUT_MEAN,GPP_DT_VUT_SE,GPP_DT_VUT_05,GPP_DT_VUT_16,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,GPP_DT_VUT_84,GPP_DT_VUT_95,GPP_DT_CUT_REF,GPP_DT_CUT_USTAR50,GPP_DT_CUT_MEAN,GPP_DT_CUT_SE,GPP_DT_CUT_05,GPP_DT_CUT_16,GPP_DT_CUT_25,GPP_DT_CUT_50,GPP_DT_CUT_75,GPP_DT_CUT_84,GPP_DT_CUT_95,RECO_SR,RECO_SR_N
201101,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,6.632,5.648,1.591,8.079,1.822,6.632,0.0,5.648,1.591,0.0,8.079,1.822,0.0,161.293,-9999,-9999,65.237,65.237,0.0,-9999,-9999,312.905,312.905,0.0,-9999,-9999,316.688,316.688,0.0,-9999,-9999,2.073,2.073,0.0,99.009,99.009,0.0,1.918,1.918,0.0,2.013,2.013,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,71.3976,0.0,78.8959,-9999,47.4293,0.0,52.4105,-9999,1.0,3,28.5484,19.4516,0.0,0.0,-2.39047,-2.53376,0.0,0.0,-9999,-9999,-9999,-9999,-2.31592,-2.4561,0.0,0.0,-9999,-9999,-9999,-9999,-2.4361,-2.57153,0.0,0.0,0.0365184,0.0479044,-2.93116,-2.5739,-2.50975,-2.33642,-2.31442,-2.30723,-2.23672,-3.03316,-2.84366,-2.81216,-2.47557,-2.33523,-2.31592,-2.31592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.16959,1.1647,4.19777,4.34251,0.0,0.0,-9999,-9999,-9999,-9999,-7.40212,-7.7341,2.01992,1.71902,0.0,0.0,-9999,-9999,-9999,-9999,1.08719,1.07497,4.13899,4.31332,0.0,0.0,-9999,-9999,-9999,-9999,-7.10378,-7.41857,1.7042,1.98579,0.0,0.0,-9999,-9999,-9999,-9999,0.957211,0.999635,1.05395,1.08719,1.13452,1.15746,1.26669,0.988866,1.01151,1.04342,1.08178,1.08874,1.11593,1.1647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.6075,-7.81489,-7.6679,-7.29642,-7.10378,-7.04516,-7.00539,-8.77852,-8.29233,-8.19494,-7.41857,-7.10378,-7.10378,-7.00539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.77235,2.89903,2.84534,0.015526,2.68935,2.76297,2.77747,2.79493,2.90325,2.98402,2.98933,2.69969,2.80098,2.77473,0.0188611,2.56434,2.65132,2.69053,2.77747,2.79871,2.88913,2.97566,5.53652,5.35514,5.41686,0.0526278,5.09763,5.10954,5.1139,5.3412,5.71671,5.80618,5.88622,5.0706,5.1169,5.21083,0.0489069,4.67012,4.98126,5.05101,5.11084,5.3412,5.5021,5.83387,4.40776,4.40235,4.49756,0.107469,3.66402,3.96174,4.10944,4.40336,4.46472,4.60204,6.06673,4.60117,4.45095,4.51403,0.0852569,3.86323,4.00397,4.40257,4.49943,4.61043,5.05847,5.07834,3.90643,2.7247,3.49286,0.144764,2.72443,2.72468,2.72486,2.88396,3.91735,3.98255,5.00885,2.88321,2.76205,3.16551,0.0923218,2.72443,2.7247,2.72781,2.88914,3.06844,3.911,3.96616,-9999,-9999
201102,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,7.022,5.51,1.81,8.871,2.638,7.022,0.0,5.51,1.81,0.0,8.871,2.638,0.0,223.48,-9999,-9999,118.302,118.302,0.0,-9999,-9999,298.142,298.142,0.0,-9999,-9999,298.568,298.568,0.0,-9999,-9999,3.076,3.076,0.0,98.835,98.835,0.0,1.164,1.164,0.0,2.409,2.409,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,71.1942,0.0,-9999,-9999,48.3166,0.0,-9999,-9999,-9999,-9999,26.2857,21.7143,0.0,0.0,-2.39793,-2.54201,0.0,0.0,-9999,-9999,-9999,-9999,-2.3217,-2.46584,0.0,0.0,-9999,-9999,-9999,-9999,-2.44121,-2.57863,0.0,0.0,0.0367573,0.0479893,-2.93889,-2.58124,-2.51898,-2.3401,-2.31792,-2.31302,-2.24016,-3.04259,-2.85096,-2.81794,-2.48535,-2.33869,-2.3217,-2.3217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75814,1.80028,3.69873,3.80594,0.0,0.0,-9999,-9999,-9999,-9999,-7.23158,-7.58887,2.28081,1.94173,0.0,0.0,-9999,-9999,-9999,-9999,1.66861,1.68948,3.64097,3.80865,0.0,0.0,-9999,-9999,-9999,-9999,-6.96045,-7.29214,2.00707,2.16261,0.0,0.0,-9999,-9999,-9999,-9999,1.52053,1.62011,1.62741,1.66861,1.717,1.76547,1.84111,1.55101,1.63863,1.65513,1.67582,1.70083,1.74969,1.76661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.39462,-7.67622,-7.48897,-7.11585,-6.94143,-6.84886,-6.83929,-8.58234,-8.10865,-8.01999,-7.29214,-6.96045,-6.96045,-6.84886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8313,2.95988,2.90468,0.0159383,2.74865,2.81821,2.83192,2.85203,2.96395,3.047,3.05293,2.754,2.85648,2.83238,0.0192251,2.62202,2.70722,2.74508,2.83192,2.85428,2.9495,3.03893,5.6071,5.42573,5.48331,0.0531269,5.15416,5.17106,5.17232,5.41226,5.78552,5.87617,5.9584,5.12495,5.17818,5.27359,0.0496278,4.72829,5.03992,5.10637,5.17232,5.41226,5.57403,5.90467,4.43914,4.4337,4.55038,0.109459,3.73632,4.02516,4.17521,4.43471,4.52092,4.63481,6.16037,4.63393,4.48264,4.55578,0.084906,3.92612,4.06728,4.43391,4.55606,4.64325,5.11446,5.13453,5.83991,4.14903,5.22418,0.198441,4.14903,4.14971,4.15051,4.33355,5.87487,5.94397,7.29107,4.33253,4.19448,4.75901,0.132382,4.14971,4.15002,4.15419,4.34398,4.57425,5.87758,5.96892,-9999,-9999
201103,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,9.555,7.984,1.509,11.058,2.414,9.555,0.0,7.984,1.509,0.0,11.058,2.414,0.0,310.135,-9999,-9999,161.496,161.496,0.0,-9999,-9999,319.316,319.316,0.0,-9999,-9999,324.556,324.556,0.0,-9999,-9999,3.517,3.517,0.0,99.204,99.204,0.0,3.828,3.828,0.0,2.58,2.58,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,3.14692,0.273522,71.0637,0.0,-9999,-9999,48.1784,0.0,-9999,-9999,-9999,-9999,23.6129,24.3871,0.0,0.0,-2.39867,-2.54332,0.0,0.0,-9999,-9999,-9999,-9999,-2.32215,-2.46605,0.0,0.0,-9999,-9999,-9999,-9999,-2.44171,-2.57997,0.0,0.0,0.0368967,0.0481427,-2.94313,-2.58258,-2.51997,-2.3407,-2.3168,-2.31347,-2.23955,-3.04713,-2.8539,-2.82185,-2.48556,-2.3392,-2.32215,-2.32215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.57108,2.62332,2.70998,2.85104,0.0,0.0,-9999,-9999,-9999,-9999,-7.03283,-7.3583,2.45098,2.20274,0.0,0.0,-9999,-9999,-9999,-9999,2.47139,2.54489,2.65304,2.80513,0.0,0.0,-9999,-9999,-9999,-9999,-6.79115,-7.13468,2.20717,2.2613,0.0,0.0,-9999,-9999,-9999,-9999,2.31879,2.36823,2.40059,2.47139,2.5328,2.57108,2.62741,2.31879,2.47139,2.47139,2.52012,2.54489,2.57215,2.62741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.11993,-7.43986,-7.30509,-6.82456,-6.68512,-6.67061,-6.64655,-8.3329,-7.85743,-7.77745,-7.13468,-6.79115,-6.79115,-6.67061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.23133,3.37211,3.3064,0.0190053,3.14784,3.18756,3.2212,3.25565,3.37502,3.47726,3.48447,3.12002,3.22983,3.22251,0.0219303,3.01622,3.09496,3.1164,3.20421,3.25565,3.36247,3.47691,6.03014,5.83816,5.88638,0.0562593,5.52331,5.54138,5.54765,5.82853,6.19497,6.30545,6.40479,5.48536,5.55199,5.66422,0.0528163,5.12002,5.41153,5.4699,5.54672,5.82853,5.99966,6.33992,4.63286,4.62717,4.8937,0.126998,4.22249,4.44172,4.60731,4.62823,4.8353,4.88175,6.77322,4.83615,4.67826,4.82107,0.0837258,4.33995,4.48268,4.6274,4.8353,4.86595,5.33764,5.35859,7.05819,5.05551,6.31548,0.230819,5.05551,5.05677,5.05781,5.24601,7.11284,7.17822,8.7106,5.24484,5.10367,5.76386,0.157079,5.05677,5.05693,5.06167,5.25951,5.51665,7.10809,7.23032,-9999,-9999
201104,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,14.584,12.298,1.876,16.313,3.236,14.584,0.0,12.298,1.876,0.0,16.313,3.236,0.0,396.783,-9999,-9999,228.113,228.113,0.0,-9999,-9999,335.042,335.042,0.0,-9999,-9999,343.857,343.857,0.0,-9999,-9999,6.725,6.725,0.0,98.876,98.876,0.0,1.205,1.205,0.0,1.898,1.898,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.90805,0.0,71.2193,0.0,66.8976,-9999,47.9634,0.0,45.0529,-9999,1.0,3,20.5667,27.4333,0.0,0.0,-2.39561,-2.53962,0.0,0.0,-9999,-9999,-9999,-9999,-2.31987,-2.46256,0.0,0.0,-9999,-9999,-9999,-9999,-2.43962,-2.57665,0.0,0.0,0.0367224,0.0480125,-2.93769,-2.57917,-2.51614,-2.33904,-2.31625,-2.31118,-2.23877,-3.0409,-2.84946,-2.81729,-2.48205,-2.33749,-2.31987,-2.31987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.41543,3.49663,1.35604,1.56228,0.0,0.0,-9999,-9999,-9999,-9999,-6.59825,-6.90206,2.73676,2.56515,0.0,0.0,-9999,-9999,-9999,-9999,3.30095,3.41014,1.29888,1.50608,0.0,0.0,-9999,-9999,-9999,-9999,-6.38482,-6.70719,2.512,2.56624,0.0,0.0,-9999,-9999,-9999,-9999,3.00262,3.16321,3.23178,3.30095,3.39626,3.41543,3.52549,3.14964,3.30095,3.30095,3.39148,3.41543,3.49663,3.52549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.59497,-6.97161,-6.85854,-6.38482,-6.29764,-6.29737,-6.15651,-7.78085,-7.38421,-7.31419,-6.70719,-6.38482,-6.38482,-6.29818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.06044,4.22464,4.13658,0.0264773,3.89218,3.98719,3.99419,4.09241,4.22472,4.3578,4.39718,3.87182,3.99485,4.02833,0.0288246,3.84121,3.86441,3.87182,3.98719,4.09241,4.22472,4.37907,6.89703,6.6872,6.71323,0.063182,6.22802,6.30579,6.31417,6.68718,7.0337,7.18622,7.32064,6.22134,6.31471,6.46795,0.059632,5.93831,6.16374,6.21349,6.31406,6.68729,6.87376,7.23231,4.993,4.98687,5.57299,0.181428,4.98654,4.98712,4.98802,5.21118,5.30761,5.58074,8.01535,5.21209,5.04193,5.33217,0.0920605,4.98654,4.98712,4.993,5.21308,5.32836,5.75257,5.77515,8.79049,6.26841,7.81725,0.284005,6.26445,6.26633,6.26771,6.4636,8.82666,8.92996,10.662,6.46216,6.314,7.11816,0.194418,6.26445,6.26633,6.26906,6.46947,6.77552,8.83482,9.00636,-9999,-9999
201105,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,18.031,15.292,1.9,19.706,3.209,18.012,0.0134409,15.28,1.887,0.0151803,19.685,3.198,0.012487,459.295,-9999,-9999,290.457,290.457,0.0,-9999,-9999,345.877,345.877,0.0,-9999,-9999,357.155,357.155,0.0,-9999,-9999,9.078,9.068,0.0127688,98.99,98.99,0.0,1.177,1.177,0.0,2.11,2.097,0.0120968,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.91598,0.0,71.1116,0.008737,73.5049,1.1072,47.0865,0.011425,48.6712,1.16636,1.0,2,18.2258,29.7742,3.19355,5.45161,-2.38883,-2.53228,0.00537634,0.00201613,0.126371,0.213639,0.184199,0.340151,-2.31428,-2.4548,0.00537634,0.0047043,0.126823,0.190717,0.18451,0.326243,-2.43485,-2.57057,0.00443548,0.00349462,0.036603,0.0479946,-2.93116,-2.57362,-2.50947,-2.33479,-2.31278,-2.3056,-2.23509,-3.03316,-2.84366,-2.81216,-2.47427,-2.33359,-2.31428,-2.31428,0.0,0.000672043,0.00403226,0.00537634,0.00537634,0.00537634,0.00537634,0.0,0.0,0.0,0.0047043,0.00537634,0.00537634,0.00537634,3.81561,3.93761,0.689197,0.905885,0.0,0.0,0.0537872,0.0476726,0.193704,0.13765,-6.04943,-6.34667,3.23596,3.1201,0.00832466,0.00312175,0.178434,0.19128,0.361643,0.525793,3.68639,3.83533,0.640804,0.869256,0.0,0.0,0.0500631,0.438756,0.192703,0.457363,-5.8545,-6.16374,3.03066,3.09395,0.00832466,0.00728408,0.191573,0.193008,0.368303,0.526424,3.27559,3.4969,3.62769,3.68639,3.81892,3.86907,4.02374,3.53377,3.68639,3.68639,3.81892,3.89527,3.94465,4.02374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.01831,-6.41336,-6.30498,-5.85719,-5.79105,-5.78424,-5.60052,-7.24385,-6.83403,-6.76997,-6.16374,-5.8545,-5.8545,-5.79287,0.0,0.00104058,0.0062435,0.00832466,0.00832466,0.00832466,0.00832466,0.0,0.0,0.00104058,0.00728408,0.00832466,0.00832466,0.00832466,4.64977,4.82912,4.72473,0.0325491,4.40391,4.5316,4.53484,4.68734,4.83755,4.98513,5.05385,4.40073,4.5316,4.59893,0.0346644,4.39405,4.40287,4.40849,4.53278,4.68734,4.83755,5.01681,7.50571,7.28392,7.2953,0.0688775,6.7375,6.83837,6.84912,7.28139,7.62659,7.82696,7.97115,6.73479,6.84588,7.03377,0.0650995,6.52635,6.68935,6.73312,6.84854,7.29235,7.48938,7.86442,5.21842,5.21202,6.03229,0.230666,5.21167,5.21228,5.21321,5.44844,5.99808,6.08724,8.82881,5.44741,5.26956,5.6669,0.1065,5.21167,5.21228,5.21845,5.45011,5.86595,6.01231,6.08724,10.0619,7.10266,8.87708,0.327505,7.08783,7.09329,7.09466,7.29031,10.0814,10.2112,12.0128,7.28865,7.13922,8.05077,0.223187,7.08783,7.09395,7.10266,7.2889,7.62679,10.0603,10.2715,-9999,-9999
