TIMESTAMP,TA_F_MDS,TA_F_MDS_QC,TA_F_MDS_NIGHT,TA_F_MDS_NIGHT_SD,TA_F_MDS_NIGHT_QC,TA_F_MDS_DAY,TA_F_MDS_DAY_SD,TA_F_MDS_DAY_QC,TA_ERA,TA_ERA_NIGHT,TA_ERA_NIGHT_SD,TA_ERA_DAY,TA_ERA_DAY_SD,TA_F,TA_F_QC,TA_F_NIGHT,TA_F_NIGHT_SD,TA_F_NIGHT_QC,TA_F_DAY,TA_F_DAY_SD,TA_F_DAY_QC,SW_IN_POT,SW_IN_F_MDS,SW_IN_F_MDS_QC,SW_IN_ERA,SW_IN_F,SW_IN_F_QC,LW_IN_F_MDS,LW_IN_F_MDS_QC,LW_IN_ERA,LW_IN_F,LW_IN_F_QC,LW_IN_JSB,LW_IN_JSB_QC,LW_IN_JSB_ERA,LW_IN_JSB_F,LW_IN_JSB_F_QC,VPD_F_MDS,VPD_F_MDS_QC,VPD_ERA,VPD_F,VPD_F_QC,PA_ERA,PA_F,PA_F_QC,P_ERA,P_F,P_F_QC,WS_ERA,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_1_QC,SWC_F_MDS_1,SWC_F_MDS_1_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_CORR_25,LE_CORR_75,LE_RANDUNC,LE_CORR_JOINTUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_CORR_25,H_CORR_75,H_RANDUNC,H_CORR_JOINTUNC,EBC_CF_N,EBC_CF_METHOD,NIGHT_D,DAY_D,NIGHT_RANDUNC_N,DAY_RANDUNC_N,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_REF_JOINTUNC,NEE_VUT_USTAR50,NEE_VUT_USTAR50_QC,NEE_VUT_USTAR50_RANDUNC,NEE_VUT_USTAR50_JOINTUNC,NEE_VUT_MEAN,NEE_VUT_MEAN_QC,NEE_VUT_SE,NEE_VUT_05,NEE_VUT_16,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_84,NEE_VUT_95,NEE_VUT_05_QC,NEE_VUT_16_QC,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,NEE_VUT_84_QC,NEE_VUT_95_QC,NEE_VUT_REF_NIGHT,NEE_VUT_REF_NIGHT_SD,NEE_VUT_REF_NIGHT_QC,NEE_VUT_REF_NIGHT_RANDUNC,NEE_VUT_REF_NIGHT_JOINTUNC,NEE_VUT_REF_DAY,NEE_VUT_REF_DAY_SD,NEE_VUT_REF_DAY_QC,NEE_VUT_REF_DAY_RANDUNC,NEE_VUT_REF_DAY_JOINTUNC,NEE_VUT_USTAR50_NIGHT,NEE_VUT_USTAR50_NIGHT_SD,NEE_VUT_USTAR50_NIGHT_QC,NEE_VUT_USTAR50_NIGHT_RANDUNC,NEE_VUT_USTAR50_NIGHT_JOINTUNC,NEE_VUT_USTAR50_DAY,NEE_VUT_USTAR50_DAY_SD,NEE_VUT_USTAR50_DAY_QC,NEE_VUT_USTAR50_DAY_RANDUNC,NEE_VUT_USTAR50_DAY_JOINTUNC,NEE_VUT_05_NIGHT,NEE_VUT_16_NIGHT,NEE_VUT_25_NIGHT,NEE_VUT_50_NIGHT,NEE_VUT_75_NIGHT,NEE_VUT_84_NIGHT,NEE_VUT_95_NIGHT,NEE_VUT_05_NIGHT_QC,NEE_VUT_16_NIGHT_QC,NEE_VUT_25_NIGHT_QC,NEE_VUT_50_NIGHT_QC,NEE_VUT_75_NIGHT_QC,NEE_VUT_84_NIGHT_QC,NEE_VUT_95_NIGHT_QC,NEE_VUT_05_DAY,NEE_VUT_16_DAY,NEE_VUT_25_DAY,NEE_VUT_50_DAY,NEE_VUT_75_DAY,NEE_VUT_84_DAY,NEE_VUT_95_DAY,NEE_VUT_05_DAY_QC,NEE_VUT_16_DAY_QC,NEE_VUT_25_DAY_QC,NEE_VUT_50_DAY_QC,NEE_VUT_75_DAY_QC,NEE_VUT_84_DAY_QC,NEE_VUT_95_DAY_QC,RECO_NT_VUT_REF,RECO_NT_VUT_USTAR50,RECO_NT_VUT_MEAN,RECO_NT_VUT_SE,RECO_NT_VUT_05,RECO_NT_VUT_16,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,RECO_NT_VUT_84,RECO_NT_VUT_95,GPP_NT_VUT_REF,GPP_NT_VUT_USTAR50,GPP_NT_VUT_MEAN,GPP_NT_VUT_SE,GPP_NT_VUT_05,GPP_NT_VUT_16,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,GPP_NT_VUT_84,GPP_NT_VUT_95,RECO_DT_VUT_REF,RECO_DT_VUT_USTAR50,RECO_DT_VUT_MEAN,RECO_DT_VUT_SE,RECO_DT_VUT_05,RECO_DT_VUT_16,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,RECO_DT_VUT_84,RECO_DT_VUT_95,GPP_DT_VUT_REF,GPP_DT_VUT_USTAR50,GPP_DT_VUT_MEAN,GPP_DT_VUT_SE,GPP_DT_VUT_05,GPP_DT_VUT_16,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,GPP_DT_VUT_84,GPP_DT_VUT_95,RECO_SR,RECO_SR_N
20140731,19.751,1.0,18.726,0.394,1.0,20.866,1.148,1.0,18.98,17.326,1.25,20.777,2.434,19.751,1.0,18.726,0.394,1.0,20.866,1.148,1.0,324.863,182.708,1.0,181.871,182.708,1.0,386.688,1.0,359.634,386.688,1.0,417.987,1.0,399.013,417.987,1.0,2.811,1.0,3.546,2.811,1.0,93.198,93.17,1.0,0.372,1.2,1.0,0.953,1.511,1.0,0.363541666667,1.0,144.8125,1.0,21.2916666667,1.0,402.625,1.0,396.241,1.0,16.49,1.0,30.0,1.0,9.20833,1.0,71.6401,1.0,95.8351,79.6093,100.537,7.57115,17.2622,29.7288,1.0,39.769,33.0358,41.7201,3.76226,7.45636,14.0,1,25,23,25,23,-3.94168,1.0,0.694986,0.699919,-4.02231,1.0,0.704719,0.709584,-3.95371,1.0,0.0192671,-4.32286,-4.02231,-4.01153,-3.95865,-3.86339,-3.85641,-3.79192,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.61047,2.36064,1.0,0.847047,0.859358,-9.67757,5.83337,1.0,1.05158,1.05164,1.45069,2.8939,1.0,0.87134,0.883312,-9.66606,5.85739,1.0,1.05432,1.05438,0.927009,1.45069,1.46939,1.58079,1.64502,1.74057,1.872,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9.70127,-9.67944,-9.67944,-9.66606,-9.66002,-9.65636,-9.65279,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.23813,1.88912,2.08214,0.0528382,1.08836,1.85823,1.88912,2.14585,2.23813,2.28793,2.37499,6.07984,5.91144,6.03372,0.0396665,5.41122,5.69775,5.91144,6.1045,6.18017,6.23838,6.24966,3.41976,3.14895,3.39522,0.076992,2.79366,2.82929,3.05819,3.17622,3.93005,4.03726,4.11969,6.10786,6.11212,6.28948,0.0478872,5.89081,5.90877,6.11212,6.17755,6.51781,6.7051,6.72205,-9999,-9999
20140801,19.583,1.0,17.952,1.573,1.0,21.357,2.779,1.0,19.408,17.235,1.608,21.771,2.522,19.583,1.0,17.952,1.573,1.0,21.357,2.779,1.0,326.237,226.188,1.0,197.483,226.188,1.0,360.083,1.0,355.082,360.083,1.0,389.214,1.0,393.658,389.214,1.0,3.185,1.0,3.972,3.185,1.0,93.15,93.129,1.0,0.0,0.2,1.0,0.837,1.233,1.0,0.222083333333,1.0,157.916666667,1.0,26.1458333333,1.0,400.6875,1.0,394.808,1.0,16.599,1.0,30.0,1.0,2.64583,1.0,80.1865,1.0,107.534,94.9238,113.459,7.55345,15.6794,35.5962,1.0,47.7364,42.1383,50.3665,3.76454,7.16762,14.0,1,25,23,25,23,-3.12281,0.979167,0.556626,0.5867,-3.0568,0.979167,0.560716,0.590582,-3.08607,0.977604,0.0309702,-3.51539,-3.2792,-3.21163,-3.0568,-2.99469,-2.90835,-2.90158,0.958333,0.979167,0.979167,0.979167,0.979167,0.979167,0.979167,2.34082,0.527189,1.0,0.8053,0.820496,-8.82463,6.1325,0.956522,0.697794,0.709599,2.44309,0.463286,1.0,0.811622,0.826702,-8.80303,6.18405,0.956522,0.70237,0.714099,1.91062,2.31284,2.31284,2.44309,2.54583,2.62719,2.64331,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-9.14652,-8.97282,-8.97282,-8.81716,-8.80303,-8.71502,-8.70459,0.913043,0.956522,0.956522,0.956522,0.956522,0.956522,0.956522,2.15952,1.84173,2.03086,0.0488653,1.12816,1.81804,1.84173,2.08965,2.15952,2.2139,2.30533,5.20859,4.89853,5.11445,0.03063,4.64355,4.89853,4.89862,5.19178,5.20859,5.28201,5.30127,3.09041,2.3853,3.07149,0.127548,2.20691,2.22196,2.38805,2.68712,4.00561,4.28728,4.31479,6.27773,6.27701,6.71024,0.0784474,6.16581,6.1765,6.27773,6.47615,7.15642,7.39446,7.51361,-9999,-9999
20140802,19.707,1.0,17.873,1.69,1.0,21.54,2.402,1.0,19.414,17.7,1.575,21.129,2.994,19.707,1.0,17.873,1.69,1.0,21.54,2.402,1.0,327.636,241.328,1.0,195.342,241.328,1.0,349.021,1.0,358.254,349.021,1.0,363.922,1.0,397.389,363.922,1.0,4.099,1.0,3.92,4.099,1.0,93.199,93.223,1.0,0.0,0.2,1.0,1.182,1.35,1.0,0.275208333333,1.0,159.895833333,1.0,27.8333333333,1.0,400.3125,1.0,396.487,1.0,16.578,1.0,29.521,1.0,-1.0,1.0,70.1667,1.0,93.864,83.0625,98.469,8.15793,14.0351,48.0625,1.0,64.2946,56.8958,67.4489,3.85963,8.72321,14.0,1,24,24,24,24,-3.79413,0.979167,0.566469,0.683328,-3.71013,0.979167,0.572518,0.688351,-3.74278,0.980208,0.0486424,-4.5309,-4.17247,-3.82886,-3.71013,-3.65708,-3.40814,-3.39689,0.979167,0.979167,0.979167,0.979167,0.979167,0.979167,0.979167,3.01777,2.08004,1.0,0.817754,0.958229,-10.3302,7.6534,0.958333,0.723327,0.762323,3.10757,2.05676,1.0,0.826151,0.965406,-10.2581,7.78759,0.958333,0.73143,0.770016,2.05611,2.31258,2.97482,3.10757,3.20983,3.31154,3.32778,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-10.7885,-10.3614,-10.3542,-10.2706,-10.2581,-9.88003,-9.87459,0.958333,0.958333,0.958333,0.958333,0.958333,0.958333,0.958333,2.18008,1.87375,2.02704,0.0463837,1.17978,1.84454,1.87375,2.0547,2.16654,2.18939,2.28992,5.84647,5.58388,5.76667,0.024944,5.57187,5.58388,5.61663,5.72592,5.85017,5.88356,5.90644,2.77226,1.72593,2.8955,0.19649,1.61162,1.65944,1.72593,2.33698,4.1921,4.52836,5.08588,6.23064,6.22945,6.91147,0.11617,6.15371,6.18007,6.23064,6.5982,7.74285,7.87275,8.26766,-9999,-9999
20140803,19.294,1.0,18.711,0.572,1.0,19.876,0.471,1.0,19.749,18.512,0.618,20.986,1.62,19.294,1.0,18.711,0.572,1.0,19.876,0.471,1.0,329.059,72.385,1.0,168.736,72.385,1.0,379.908,1.0,373.482,379.908,1.0,387.355,1.0,415.304,387.355,1.0,2.127,1.0,3.157,2.127,1.0,93.323,93.361,0.979167,2.407,2.2,0.979167,1.827,1.277,0.979167,0.366382978723,0.979166666667,46.3191489362,0.979166666667,8.95744680851,0.979166666667,397.553191489,0.979166666667,395.059,1.0,16.565,1.0,29.028,1.0,-3.61622,1.0,52.9429,1.0,70.8233,62.9832,74.2978,9.41545,12.6095,-7.43133,1.0,-9.35055,-10.4288,-8.84065,2.85392,3.08721,14.0,1,24,24,24,24,-2.39325,1.0,0.599074,0.631089,-2.34361,1.0,0.607655,0.63924,-2.29497,1.0,0.0312647,-2.70678,-2.47155,-2.46847,-2.3236,-2.1075,-2.07465,-2.02439,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.9727,0.542145,1.0,0.806003,0.860767,-6.5852,6.04046,1.0,0.826704,0.832119,2.00966,0.941038,1.0,0.812597,0.866945,-6.52649,6.07737,1.0,0.843346,0.848655,1.44602,1.87512,1.90531,2.00966,2.41979,2.47937,2.57164,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-6.66279,-6.66279,-6.65727,-6.52649,-6.48155,-6.47323,-6.47323,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.12838,1.87723,1.9745,0.0427873,1.20092,1.8584,1.87723,1.97918,2.11553,2.12838,2.22248,4.32303,4.22084,4.26747,0.0251037,3.9077,4.16669,4.19017,4.24492,4.36169,4.44765,4.4523,2.71504,1.59197,2.79914,0.203284,1.51206,1.58542,1.59197,2.26019,4.18914,4.5598,5.12023,3.87961,3.8624,4.56552,0.116665,3.80977,3.84153,3.87961,4.31928,5.3572,5.59406,5.91538,-9999,-9999
20140804,19.412,1.0,19.024,0.353,1.0,19.801,0.461,1.0,19.502,18.456,0.576,20.548,1.441,19.412,1.0,19.024,0.353,1.0,19.801,0.461,1.0,330.504,58.812,1.0,154.921,58.812,1.0,397.542,1.0,377.706,397.542,1.0,430.368,1.0,420.273,430.368,1.0,1.381,1.0,2.683,1.381,1.0,93.385,93.415,1.0,3.829,9.6,1.0,1.952,1.8,1.0,0.350833333333,1.0,49.6041666667,1.0,7.45833333333,1.0,399.229166667,1.0,402.332,1.0,16.741,1.0,29.0,1.0,1.45871,1.0,68.8561,1.0,92.3398,82.4522,97.4273,8.747,14.1329,-12.5796,1.0,-16.8281,-17.7994,-15.0635,2.71692,3.39038,14.0,1,24,24,24,24,-2.35006,1.0,0.555404,0.625305,-2.17828,1.0,0.562085,0.631246,-2.19755,1.0,0.044595,-2.82953,-2.48306,-2.47612,-2.10667,-2.02432,-1.90849,-1.87956,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.25704,2.48387,1.0,0.810901,0.832553,-5.78631,6.57495,1.0,0.698751,0.788358,1.30595,2.5089,1.0,0.819723,0.841149,-5.50414,6.77803,1.0,0.708235,0.796777,0.67106,1.18513,1.18513,1.33132,1.48345,1.56241,1.68574,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-6.12439,-5.97071,-5.95734,-5.50414,-5.32974,-5.24062,-5.21429,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.14804,1.90893,1.97024,0.0409626,1.25193,1.87388,1.90893,1.94405,2.13295,2.14804,2.2067,4.17787,4.08721,4.16416,0.0215327,3.98429,4.06966,4.08627,4.12213,4.19214,4.28687,4.42711,3.0115,2.01688,2.95747,0.17696,1.93981,1.95764,2.01688,2.4149,4.25108,4.4424,5.07992,3.68603,3.66706,4.25915,0.0995529,3.62377,3.64985,3.68603,4.06417,4.90402,5.13261,5.37785,-9999,-9999
20140805,19.16,1.0,18.615,0.526,1.0,19.705,0.974,1.0,19.614,18.561,0.621,20.667,1.567,19.16,1.0,18.615,0.526,1.0,19.705,0.974,1.0,331.971,90.625,1.0,170.078,90.625,1.0,380.521,1.0,374.824,380.521,1.0,423.979,1.0,416.883,423.979,1.0,1.921,1.0,3.431,1.921,1.0,93.439,93.467,1.0,1.04,4.0,1.0,2.521,1.992,1.0,0.421041666667,1.0,62.2916666667,1.0,10.9166666667,1.0,397.208333333,1.0,397.175,1.0,16.7,1.0,30.646,1.0,-2.91667,1.0,46.2396,1.0,62.0098,55.37,64.8907,8.2594,10.8641,-9.32786,1.0,-12.4782,-13.0903,-11.1697,2.83773,3.17486,14.0,1,24,24,24,24,-3.60912,1.0,0.611591,0.69932,-3.39924,1.0,0.626438,0.712341,-3.40867,1.0,0.0532679,-4.11071,-3.70871,-3.70717,-3.39924,-3.12094,-3.03047,-3.02222,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.103532,4.67224,1.0,0.902926,0.950007,-6.8523,6.53552,1.0,0.75769,0.841537,-0.0601594,4.69233,1.0,0.902411,0.949517,-6.49117,7.01877,1.0,0.80206,0.881698,-0.546512,-0.154712,-0.154712,-0.0601594,0.37594,0.436007,0.443635,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-7.37603,-7.00897,-6.99307,-6.49117,-6.39092,-6.2766,-6.26835,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.12942,1.92313,1.93895,0.0392549,1.28293,1.82596,1.87929,1.92313,2.11577,2.12942,2.16448,5.35595,5.32237,5.34659,0.023406,5.12202,5.18671,5.20837,5.34721,5.43061,5.51425,5.59185,3.79398,3.08928,3.62805,0.12377,2.85058,2.98379,3.07958,3.19186,4.17169,4.60114,5.19585,5.36623,5.3466,5.69438,0.0650909,5.31878,5.32642,5.33512,5.55107,6.16587,6.25315,6.49595,-9999,-9999
20140806,18.879,1.0,18.664,0.391,1.0,19.095,0.42,1.0,19.138,18.29,0.345,19.987,1.203,18.879,1.0,18.664,0.391,1.0,19.095,0.42,1.0,333.459,73.26,1.0,160.493,73.26,1.0,378.688,1.0,376.262,378.688,1.0,383.355,1.0,418.574,383.355,1.0,2.131,1.0,2.882,2.131,1.0,93.458,93.502,1.0,3.568,7.0,1.0,2.983,2.725,1.0,0.608378378378,0.770833333333,46.0,1.0,9.16666666667,1.0,395.604166667,1.0,395.078,1.0,16.672,1.0,31.0,1.0,-3.58333,1.0,74.9448,1.0,100.505,90.1831,105.174,7.39639,13.3492,-24.1702,1.0,-32.4136,-33.9194,-29.0847,2.90236,4.61179,13.0,1,24,24,24,24,-1.65223,1.0,0.585652,0.600973,-1.62073,1.0,0.577017,0.592562,-1.61817,1.0,0.020022,-1.9288,-1.76035,-1.70927,-1.62073,-1.53551,-1.49069,-1.48533,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.40269,0.881744,1.0,0.89333,0.905395,-5.58702,5.23235,1.0,0.689912,0.699411,2.39195,0.887698,1.0,0.868079,0.880491,-5.51557,5.27422,1.0,0.6951,0.704529,2.03707,2.25471,2.35783,2.40269,2.47887,2.54934,2.55775,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-5.75444,-5.65209,-5.65209,-5.51557,-5.43825,-5.42233,-5.42042,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.21471,2.08311,2.03305,0.0372842,1.45115,1.80333,1.90298,2.08311,2.21471,2.25166,2.25349,3.68659,3.70384,3.65138,0.0179544,3.37995,3.56369,3.61225,3.68659,3.73183,3.74057,3.76619,5.08913,4.83179,4.8513,0.0694123,4.17407,4.5363,4.57775,4.83714,5.08913,5.31061,5.5731,5.01889,4.99433,5.06373,0.0273474,4.9305,4.96254,4.97389,4.98875,5.12998,5.23759,5.41708,-9999,-9999
20140807,18.026,1.0,17.196,0.715,1.0,18.855,0.51,1.0,18.968,17.91,0.351,20.027,1.238,18.026,1.0,17.196,0.715,1.0,18.855,0.51,1.0,334.968,89.833,1.0,167.663,89.833,1.0,364.479,1.0,367.391,364.479,1.0,414.006,1.0,408.139,414.006,1.0,2.24,1.0,3.267,2.24,1.0,93.454,93.486,1.0,2.068,2.8,1.0,2.724,1.962,1.0,0.441041666667,1.0,52.125,1.0,11.2708333333,1.0,389.5625,1.0,395.331,1.0,16.147,1.0,31.0,1.0,-11.75,1.0,65.9317,1.0,88.1988,79.3374,90.0348,10.1216,12.858,-12.8497,1.0,-17.1894,-17.5473,-15.4624,2.93857,3.3202,13.0,1,24,24,24,24,-1.3681,1.0,0.557154,0.577284,-1.2888,1.0,0.562121,0.582079,-1.32007,1.0,0.0297225,-1.81392,-1.46784,-1.40862,-1.2888,-1.16859,-1.16561,-1.14487,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.88881,1.5805,1.0,0.799327,0.801462,-5.52555,6.82842,1.0,0.717022,0.768904,2.8735,1.59132,1.0,0.795889,0.798033,-5.35739,6.73652,1.0,0.735021,0.785715,2.14958,2.76467,2.7857,2.83561,2.8735,2.88159,2.89778,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-5.64554,-5.59872,-5.56109,-5.35739,-5.07873,-5.04341,-5.04207,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.30555,2.29048,2.14369,0.0412941,1.6035,1.8212,1.86447,2.27561,2.30818,2.37044,2.4372,3.55034,3.57928,3.46246,0.0186566,3.26529,3.27309,3.41742,3.45107,3.55034,3.57928,3.60281,5.02824,5.08855,4.73223,0.0867535,3.3422,4.29876,4.42024,4.84191,5.08855,5.19671,5.19714,5.66752,5.61752,5.52485,0.0314692,5.03042,5.37854,5.38241,5.61752,5.65624,5.67376,5.70342,-9999,-9999
20140808,17.825,1.0,17.243,0.39,1.0,18.407,0.574,1.0,18.357,17.313,0.549,19.402,1.524,17.825,1.0,17.243,0.39,1.0,18.407,0.574,1.0,336.497,70.854,1.0,170.78,70.854,1.0,369.167,1.0,360.178,369.167,1.0,413.112,1.0,399.653,413.112,1.0,2.012,1.0,3.049,2.012,1.0,93.451,93.446,1.0,2.493,4.6,1.0,2.609,2.215,1.0,0.460416666667,1.0,41.0833333333,1.0,8.95833333333,1.0,389.041666667,1.0,394.415,1.0,15.761,1.0,31.0,1.0,-13.2292,1.0,53.2394,1.0,71.3969,64.0644,75.6268,10.6519,13.6721,-19.6263,1.0,-26.3199,-27.8792,-23.6168,2.75022,4.18893,13.0,1,24,24,24,24,-1.51045,1.0,0.582227,0.607752,-1.38084,1.0,0.574595,0.600445,-1.43861,1.0,0.023658,-1.75483,-1.64275,-1.55143,-1.38084,-1.29766,-1.29418,-1.28814,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.6898,1.18633,1.0,0.831421,0.862964,-5.60089,6.31652,1.0,0.753589,0.760829,2.87395,1.23476,1.0,0.806746,0.839217,-5.53524,6.37105,1.0,0.758633,0.765825,2.35163,2.50836,2.6399,2.87395,2.9651,2.97073,2.97965,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-5.73371,-5.67442,-5.62997,-5.53524,-5.46607,-5.46499,-5.46227,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.55309,2.55496,2.28715,0.0726114,1.45194,1.72412,1.73433,2.53317,2.60515,2.71473,2.85278,3.90297,3.93581,3.7259,0.0512557,3.20678,3.27556,3.28576,3.87856,3.93581,4.00891,4.14091,3.79341,3.8972,3.46034,0.115399,1.90443,2.51437,2.69466,3.69966,3.97899,4.15555,4.15929,4.45697,4.37986,4.23398,0.041564,3.6785,3.90155,3.93373,4.36602,4.39818,4.45607,4.46251,-9999,-9999
20140809,18.268,1.0,17.573,0.672,1.0,18.962,1.299,1.0,18.556,17.501,0.751,19.611,1.732,18.268,1.0,17.573,0.672,1.0,18.962,1.299,1.0,338.044,161.766,1.0,186.761,161.766,1.0,376.958,1.0,360.357,376.958,1.0,368.725,1.0,399.864,368.725,1.0,3.102,1.0,3.528,3.102,1.0,93.424,93.418,1.0,1.926,2.0,1.0,2.607,2.402,1.0,0.519166666667,1.0,124.854166667,1.0,19.3125,1.0,393.854166667,1.0,392.585,1.0,15.933,1.0,31.0,1.0,-4.91667,1.0,98.03,1.0,133.407,117.962,144.835,8.39854,21.6188,10.342,1.0,14.0743,12.4448,15.2799,3.4581,4.04663,13.0,1,24,24,24,24,-4.41391,1.0,0.567352,0.611473,-4.35493,1.0,0.562468,0.606944,-4.4435,0.99375,0.036157,-4.92034,-4.71026,-4.69916,-4.35493,-4.27291,-4.25415,-4.22863,0.979167,0.979167,0.979167,1.0,1.0,1.0,1.0,1.91185,0.61884,1.0,0.741223,0.766171,-10.4188,8.71448,1.0,0.803885,0.839942,2.02552,0.625422,1.0,0.736721,0.761817,-10.4188,8.71448,1.0,0.795229,0.831661,1.43328,1.83191,1.83881,2.02552,2.1836,2.21976,2.26185,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-10.9162,-10.9057,-10.8955,-10.4188,-10.4188,-10.4188,-10.4117,0.958333,0.958333,0.958333,1.0,1.0,1.0,1.0,2.90512,2.87167,2.49875,0.108524,1.33222,1.64159,1.64421,2.84896,3.00614,3.15678,3.39503,7.22971,7.22661,6.94211,0.0763908,6.19511,6.34075,6.34337,7.20927,7.27905,7.38542,7.6535,3.01493,3.03754,2.672,0.116105,1.38367,1.62844,1.62961,3.03754,3.21132,3.26033,3.26286,6.77461,6.68683,6.57192,0.0485202,6.06991,6.1119,6.13526,6.70983,6.77622,6.8097,6.88584,-9999,-9999
20140810,18.342,1.0,18.038,0.339,1.0,18.646,0.448,1.0,18.87,17.907,0.783,19.833,1.452,18.342,1.0,18.038,0.339,1.0,18.646,0.448,1.0,339.609,50.604,1.0,172.522,50.604,1.0,391.542,1.0,370.425,391.542,1.0,420.713,1.0,411.708,420.713,1.0,1.15,1.0,2.903,1.15,1.0,93.322,93.311,1.0,4.605,21.6,1.0,2.371,1.939,1.0,0.394375,1.0,42.3333333333,1.0,6.45833333333,1.0,393.145833333,1.0,399.907,1.0,16.223,1.0,31.792,1.0,-3.41667,1.0,48.4665,1.0,66.1848,58.3211,75.2197,7.67627,14.6916,-12.1068,1.0,-16.5328,-18.7897,-14.5684,2.52322,4.01972,13.0,1,24,24,24,24,-0.867742,1.0,0.543389,0.574066,-0.723867,1.0,0.535456,0.566563,-0.784046,1.0,0.0288887,-1.20727,-0.961035,-0.961035,-0.723867,-0.609285,-0.590737,-0.580838,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.74427,0.0144709,1.0,0.784489,0.819556,-3.41667,3.73722,1.0,0.693795,0.708133,1.92672,0.0428959,1.0,0.769768,0.805476,-3.32183,3.79334,1.0,0.687345,0.701815,1.32494,1.64408,1.64408,1.92672,2.08131,2.11843,2.12089,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-3.6517,-3.54051,-3.49628,-3.32183,-3.25907,-3.25695,-3.25412,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.19603,3.15909,2.66835,0.143399,1.1862,1.52829,1.52954,3.13382,3.34637,3.55168,3.86559,3.90427,3.88295,3.45193,0.116905,2.18431,2.48933,2.49057,3.84027,3.95566,4.14242,4.45615,2.58461,2.47254,2.25353,0.0926979,1.18717,1.18985,1.69741,2.45041,2.58461,2.70242,2.9543,2.89868,2.88684,2.83847,0.0330395,2.4585,2.45866,2.6996,2.8758,2.94811,3.04869,3.12791,-9999,-9999
