TIMESTAMP,TA_F_MDS,TA_F_MDS_QC,TA_F_MDS_NIGHT,TA_F_MDS_NIGHT_SD,TA_F_MDS_NIGHT_QC,TA_F_MDS_DAY,TA_F_MDS_DAY_SD,TA_F_MDS_DAY_QC,TA_ERA,TA_ERA_NIGHT,TA_ERA_NIGHT_SD,TA_ERA_DAY,TA_ERA_DAY_SD,TA_F,TA_F_QC,TA_F_NIGHT,TA_F_NIGHT_SD,TA_F_NIGHT_QC,TA_F_DAY,TA_F_DAY_SD,TA_F_DAY_QC,SW_IN_POT,SW_IN_F_MDS,SW_IN_F_MDS_QC,SW_IN_ERA,SW_IN_F,SW_IN_F_QC,LW_IN_F_MDS,LW_IN_F_MDS_QC,LW_IN_ERA,LW_IN_F,LW_IN_F_QC,LW_IN_JSB,LW_IN_JSB_QC,LW_IN_JSB_ERA,LW_IN_JSB_F,LW_IN_JSB_F_QC,VPD_F_MDS,VPD_F_MDS_QC,VPD_ERA,VPD_F,VPD_F_QC,PA_ERA,PA_F,PA_F_QC,P_ERA,P_F,P_F_QC,WS_ERA,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_DIF,PPFD_DIF_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_1_QC,SWC_F_MDS_1,SWC_F_MDS_1_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_CORR_25,LE_CORR_75,LE_RANDUNC,LE_CORR_JOINTUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_CORR_25,H_CORR_75,H_RANDUNC,H_CORR_JOINTUNC,EBC_CF_N,EBC_CF_METHOD,NIGHT_D,DAY_D,NIGHT_RANDUNC_N,DAY_RANDUNC_N,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_REF_JOINTUNC,NEE_VUT_USTAR50,NEE_VUT_USTAR50_QC,NEE_VUT_USTAR50_RANDUNC,NEE_VUT_USTAR50_JOINTUNC,NEE_VUT_MEAN,NEE_VUT_MEAN_QC,NEE_VUT_SE,NEE_VUT_05,NEE_VUT_16,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_84,NEE_VUT_95,NEE_VUT_05_QC,NEE_VUT_16_QC,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,NEE_VUT_84_QC,NEE_VUT_95_QC,NEE_VUT_REF_NIGHT,NEE_VUT_REF_NIGHT_SD,NEE_VUT_REF_NIGHT_QC,NEE_VUT_REF_NIGHT_RANDUNC,NEE_VUT_REF_NIGHT_JOINTUNC,NEE_VUT_REF_DAY,NEE_VUT_REF_DAY_SD,NEE_VUT_REF_DAY_QC,NEE_VUT_REF_DAY_RANDUNC,NEE_VUT_REF_DAY_JOINTUNC,NEE_VUT_USTAR50_NIGHT,NEE_VUT_USTAR50_NIGHT_SD,NEE_VUT_USTAR50_NIGHT_QC,NEE_VUT_USTAR50_NIGHT_RANDUNC,NEE_VUT_USTAR50_NIGHT_JOINTUNC,NEE_VUT_USTAR50_DAY,NEE_VUT_USTAR50_DAY_SD,NEE_VUT_USTAR50_DAY_QC,NEE_VUT_USTAR50_DAY_RANDUNC,NEE_VUT_USTAR50_DAY_JOINTUNC,NEE_VUT_05_NIGHT,NEE_VUT_16_NIGHT,NEE_VUT_25_NIGHT,NEE_VUT_50_NIGHT,NEE_VUT_75_NIGHT,NEE_VUT_84_NIGHT,NEE_VUT_95_NIGHT,NEE_VUT_05_NIGHT_QC,NEE_VUT_16_NIGHT_QC,NEE_VUT_25_NIGHT_QC,NEE_VUT_50_NIGHT_QC,NEE_VUT_75_NIGHT_QC,NEE_VUT_84_NIGHT_QC,NEE_VUT_95_NIGHT_QC,NEE_VUT_05_DAY,NEE_VUT_16_DAY,NEE_VUT_25_DAY,NEE_VUT_50_DAY,NEE_VUT_75_DAY,NEE_VUT_84_DAY,NEE_VUT_95_DAY,NEE_VUT_05_DAY_QC,NEE_VUT_16_DAY_QC,NEE_VUT_25_DAY_QC,NEE_VUT_50_DAY_QC,NEE_VUT_75_DAY_QC,NEE_VUT_84_DAY_QC,NEE_VUT_95_DAY_QC,RECO_NT_VUT_REF,RECO_NT_VUT_USTAR50,RECO_NT_VUT_MEAN,RECO_NT_VUT_SE,RECO_NT_VUT_05,RECO_NT_VUT_16,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,RECO_NT_VUT_84,RECO_NT_VUT_95,GPP_NT_VUT_REF,GPP_NT_VUT_USTAR50,GPP_NT_VUT_MEAN,GPP_NT_VUT_SE,GPP_NT_VUT_05,GPP_NT_VUT_16,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,GPP_NT_VUT_84,GPP_NT_VUT_95,RECO_DT_VUT_REF,RECO_DT_VUT_USTAR50,RECO_DT_VUT_MEAN,RECO_DT_VUT_SE,RECO_DT_VUT_05,RECO_DT_VUT_16,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,RECO_DT_VUT_84,RECO_DT_VUT_95,GPP_DT_VUT_REF,GPP_DT_VUT_USTAR50,GPP_DT_VUT_MEAN,GPP_DT_VUT_SE,GPP_DT_VUT_05,GPP_DT_VUT_16,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,GPP_DT_VUT_84,GPP_DT_VUT_95,RECO_SR,RECO_SR_N
20040713,22.859,1.0,16.102,3.015,1.0,26.565,4.989,1.0,22.206,18.096,2.886,24.46,4.948,22.859,1.0,16.102,3.015,1.0,26.565,4.989,1.0,475.68,275.862,1.0,332.45,275.862,1.0,-9999,-9999,328.316,328.316,0.0,372.889,1.0,325.954,372.889,1.0,20.666,1.0,16.452,20.666,1.0,90.411,90.411,0.0,0.0,0.0,0.0,1.205,1.39,0.729167,0.272882352941,0.708333333333,140.287833333,1.0,530.472125,1.0,-9999,0.0,375.635,1.0,29.481,1.0,9.057,1.0,19.1885,1.0,20.4272,1.0,20.66,19.9785,21.275,1.28186,1.60214,102.159,1.0,103.323,99.9151,106.399,3.91097,6.19665,15.0,1,17,31,17,31,-0.0689641,0.979167,0.132152,0.132166,-0.0689641,0.979167,0.132025,0.132039,-0.06641,0.979167,0.00518367,-0.0911224,-0.0727192,-0.0727192,-0.0689641,-0.0689641,-0.0689641,-0.0603711,0.979167,0.979167,0.979167,0.979167,0.979167,0.979167,0.979167,1.53716,0.442466,1.0,0.209505,0.209738,-0.945859,1.70672,0.967742,0.160256,0.160256,1.53716,0.442466,1.0,0.20914,0.209373,-0.945859,1.70672,0.967742,0.160166,0.160166,1.40737,1.51742,1.52694,1.53716,1.53716,1.53716,1.53716,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.945859,-0.945859,-0.945859,-0.945859,-0.945859,-0.945859,-0.861866,0.967742,0.967742,0.967742,0.967742,0.967742,0.967742,0.967742,1.93788,1.93661,1.92325,0.00626978,1.83738,1.87029,1.92485,1.93661,1.94561,1.94743,1.94812,2.00728,2.00557,1.98967,0.00618041,1.89741,1.93756,1.99757,2.00557,2.01457,2.01639,2.01708,1.92378,1.92335,1.88488,0.0122486,1.64769,1.81751,1.84223,1.92204,1.92476,1.93885,1.9441,1.62376,1.61781,1.60899,0.00474504,1.51269,1.59762,1.61408,1.61735,1.62052,1.62376,1.62376,-9999,-9999
20040714,23.031,1.0,16.239,4.033,1.0,26.755,5.324,1.0,23.316,18.275,2.454,26.081,5.138,23.031,1.0,16.239,4.033,1.0,26.755,5.324,1.0,474.568,302.624,1.0,330.502,302.624,1.0,-9999,-9999,332.64,332.64,0.0,369.455,1.0,329.931,369.455,1.0,19.592,1.0,16.938,19.592,1.0,90.486,90.486,0.0,0.0,0.0,0.0,1.21,2.033,0.729167,0.4376,0.729166666667,162.489770833,1.0,581.858104167,1.0,-9999,-9999,377.016,1.0,30.114,1.0,9.018,1.0,20.4519,1.0,21.1522,1.0,21.3933,20.7559,22.0301,1.21941,1.54246,118.948,1.0,120.304,116.719,123.885,4.70469,7.09567,15.0,1,17,31,17,31,0.159676,0.979167,0.124825,0.125836,0.159676,0.979167,0.124625,0.125637,0.156649,0.976042,0.00586012,0.0678174,0.142815,0.156187,0.159676,0.17465,0.17465,0.17465,0.958333,0.979167,0.979167,0.979167,0.979167,0.979167,0.979167,1.44924,0.420886,1.0,0.198247,0.198809,-0.556494,1.78126,0.967742,0.15123,0.152012,1.44924,0.420886,1.0,0.19752,0.198084,-0.556494,1.78126,0.967742,0.151148,0.15193,1.29196,1.41935,1.43975,1.44924,1.44924,1.44924,1.44924,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.574591,-0.56494,-0.556494,-0.556494,-0.534152,-0.534152,-0.534152,0.935484,0.935484,0.967742,0.967742,0.967742,0.967742,0.967742,1.92216,1.92112,1.90482,0.0068009,1.81581,1.8543,1.89919,1.92112,1.92847,1.92995,1.93051,1.76285,1.76145,1.74817,0.00426815,1.69292,1.72178,1.743,1.7553,1.76145,1.76248,1.76285,1.80269,1.8023,1.7806,0.00722514,1.66114,1.73784,1.74902,1.80224,1.80441,1.8154,1.81956,1.73684,1.73108,1.73563,0.00117329,1.73058,1.73108,1.73169,1.73492,1.738,1.74287,1.74489,-9999,-9999
20040715,22.188,1.0,15.263,3.638,1.0,25.986,5.431,1.0,21.306,16.803,2.235,23.775,4.74,22.188,1.0,15.263,3.638,1.0,25.986,5.431,1.0,473.411,293.48,1.0,334.159,293.48,1.0,-9999,-9999,323.321,323.321,0.0,362.587,1.0,321.359,362.587,1.0,19.748,1.0,13.647,19.748,1.0,90.641,90.641,0.0,0.0,0.0,0.0,1.305,1.876,0.770833,0.423138888889,0.75,156.825416667,1.0,564.29125,1.0,-9999,0.0,377.57,1.0,29.653,1.0,9.013,1.0,16.8744,1.0,19.4363,1.0,19.5008,19.0093,20.243,1.32422,1.60929,123.187,1.0,123.596,120.481,128.3,4.52766,7.35473,15.0,1,17,31,17,31,0.266346,0.916667,0.130784,0.130919,0.262091,0.916667,0.118371,0.118519,0.249028,0.916667,0.0103529,0.100859,0.254499,0.258514,0.262091,0.266346,0.266346,0.266346,0.916667,0.916667,0.916667,0.916667,0.916667,0.916667,0.916667,1.55119,0.855908,1.0,0.203708,0.203802,-0.453238,1.34116,0.870968,0.160005,0.160072,1.55119,0.855908,1.0,0.202953,0.203047,-0.459587,1.33791,0.870968,0.137143,0.137221,1.12079,1.53883,1.54146,1.55119,1.55119,1.55119,1.55119,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.464135,-0.462501,-0.459587,-0.459587,-0.453238,-0.453238,-0.453238,0.870968,0.870968,0.870968,0.870968,0.870968,0.870968,0.870968,1.86692,1.86631,1.85297,0.00628391,1.7853,1.81447,1.84203,1.86631,1.87063,1.8715,1.87183,1.60504,1.60422,1.60394,0.00607917,1.55334,1.58352,1.58836,1.60422,1.60515,1.60548,1.68444,1.71195,1.70726,1.70101,0.00663881,1.61151,1.65021,1.65432,1.71195,1.72551,1.73522,1.73976,1.67653,1.6498,1.67621,0.00360227,1.6498,1.65059,1.66233,1.6745,1.67653,1.68378,1.72083,-9999,-9999
20040716,22.452,1.0,15.184,4.603,1.0,26.438,6.27,1.0,23.041,18.374,4.102,25.6,6.025,22.452,1.0,15.184,4.603,1.0,26.438,6.27,1.0,472.21,304.568,1.0,331.294,304.568,1.0,-9999,-9999,331.557,331.557,0.0,362.718,1.0,328.935,362.718,1.0,19.704,1.0,17.971,19.704,1.0,90.557,90.557,0.0,0.0,0.0,0.0,0.854,1.255,0.645833,0.270666666667,0.5625,158.015416667,1.0,585.611625,1.0,-9999,0.0,376.109,1.0,30.011,1.0,8.963,1.0,20.63,1.0,17.0007,0.979167,17.0572,16.6273,17.7063,1.24427,1.47919,104.378,0.979167,104.725,102.086,108.711,4.16327,6.43819,15.0,1,17,31,17,31,-0.207077,0.979167,0.128603,0.130636,-0.207077,0.979167,0.118522,0.120724,-0.178187,0.977083,0.0113821,-0.213077,-0.207077,-0.207077,-0.203787,-0.163438,-0.161165,-0.118226,0.979167,0.979167,0.979167,0.979167,0.979167,0.979167,0.979167,1.32366,0.662919,1.0,0.194165,0.194337,-1.03486,1.65461,0.967742,0.159637,0.164267,1.32366,0.662919,1.0,0.193832,0.194004,-1.03486,1.65461,0.967742,0.141336,0.146546,1.30115,1.30734,1.30734,1.32366,1.32366,1.32366,1.37574,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.03486,-1.03486,-1.03486,-1.02995,-0.965681,-0.9574,-0.930841,0.967742,0.967742,0.967742,0.967742,0.967742,0.967742,0.967742,1.91071,1.90987,1.89648,0.00698125,1.82159,1.84929,1.88702,1.90987,1.91584,1.91705,1.91751,2.11808,2.11695,2.07467,0.0117165,1.89481,2.00794,2.04819,2.11695,2.12058,2.12084,2.12292,1.75323,1.73989,1.76386,0.00569516,1.68941,1.73989,1.74105,1.75323,1.79075,1.8009,1.80302,1.75989,1.6978,1.74982,0.00672362,1.6978,1.69912,1.70088,1.75942,1.76087,1.76087,1.83659,-9999,-9999
20040717,24.367,1.0,18.353,3.324,1.0,27.665,5.394,1.0,25.137,20.589,2.422,27.631,4.762,24.367,1.0,18.353,3.324,1.0,27.665,5.394,1.0,470.966,213.506,1.0,284.962,213.506,1.0,-9999,-9999,356.27,356.27,0.0,413.078,1.0,351.669,413.078,1.0,21.458,1.0,20.174,21.458,1.0,90.441,90.441,0.0,0.099,0.099,0.0,1.05,1.357,0.770833,0.245696969697,0.6875,99.2445625,1.0,410.429583333,1.0,-9999,0.0,377.872,1.0,29.238,1.0,8.918,1.0,13.6597,1.0,16.1988,1.0,16.2526,15.843,16.9664,1.22689,1.48283,63.1783,1.0,63.3883,61.7907,66.1722,3.7616,4.96983,15.0,1,17,31,17,31,0.411048,0.979167,0.128511,0.142828,0.43333,1.0,0.128317,0.142654,0.478092,0.984375,0.0127654,0.411048,0.411048,0.423613,0.465495,0.535584,0.535705,0.578233,0.979167,0.979167,1.0,0.979167,0.979167,0.979167,0.979167,1.57381,0.663888,1.0,0.234669,0.236343,-0.249732,1.40748,0.967742,0.142152,0.178764,1.57381,0.663888,1.0,0.234277,0.235953,-0.216484,1.41615,1.0,0.141958,0.17861,1.51766,1.51766,1.51766,1.57381,1.57381,1.57381,1.62433,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.249732,-0.249732,-0.216484,-0.160175,-0.0331216,-0.0329416,-0.0218595,0.967742,0.967742,1.0,0.967742,0.967742,0.967742,0.967742,2.05194,2.05048,2.03428,0.00877567,1.93226,1.96259,2.02932,2.05048,2.06086,2.06296,2.06375,1.60725,1.61715,1.55648,0.0156814,1.35403,1.41841,1.49361,1.59269,1.6175,1.64089,1.64981,1.89473,1.87149,1.90629,0.00443648,1.86114,1.87149,1.88808,1.91339,1.92327,1.93939,1.93939,1.29179,1.18324,1.25445,0.00885142,1.1709,1.17849,1.18324,1.29011,1.29179,1.29916,1.32795,-9999,-9999
20040718,22.49,1.0,17.312,1.295,1.0,25.33,3.049,1.0,23.106,19.738,2.252,24.953,4.516,22.49,1.0,17.312,1.295,1.0,25.33,3.049,1.0,469.679,195.106,1.0,292.845,195.106,1.0,-9999,-9999,353.209,353.209,0.0,404.991,1.0,348.854,404.991,1.0,15.374,1.0,15.471,15.374,1.0,90.538,90.538,0.0,0.092,0.092,0.0,1.042,1.424,0.729167,0.254085714286,0.729166666667,83.129826087,0.958333333333,375.187875,1.0,-9999,0.0,379.123,1.0,27.231,1.0,8.918,1.0,4.87744,1.0,16.521,1.0,16.7495,16.2114,17.3039,1.15372,1.40956,64.7747,1.0,65.6707,63.5611,67.8442,3.36958,4.62979,15.0,1,17,31,17,31,0.505759,1.0,0.128943,0.129309,0.51966,1.0,0.124403,0.124783,0.532591,0.993229,0.0145786,0.500201,0.500201,0.504968,0.505759,0.51966,0.51966,0.660477,0.979167,0.979167,1.0,1.0,1.0,1.0,0.979167,1.52172,0.885059,1.0,0.189171,0.190044,-0.079848,1.62261,1.0,0.162031,0.162363,1.52172,0.885059,1.0,0.188387,0.189263,-0.0591061,1.63693,1.0,0.154217,0.154565,1.48534,1.48534,1.48534,1.52172,1.52172,1.52172,1.88484,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.079848,-0.079848,-0.079848,-0.0681911,-0.0610782,-0.0591061,-0.0564517,1.0,1.0,1.0,0.967742,1.0,1.0,0.967742,2.04256,2.04179,2.0308,0.00836144,1.95151,1.98359,2.02485,2.04179,2.04722,2.0483,2.04871,1.52317,1.52213,1.49821,0.0125538,1.2972,1.43182,1.51988,1.52465,1.54146,1.54255,1.54296,1.77613,1.74669,1.77051,0.00622935,1.72108,1.7318,1.75894,1.77613,1.78426,1.80804,1.80804,1.1687,1.15169,1.15633,0.00546682,1.11849,1.12286,1.14049,1.15607,1.1687,1.1718,1.1718,-9999,-9999
20040719,19.735,1.0,15.632,1.799,1.0,21.985,3.158,1.0,19.833,17.383,1.226,21.177,2.391,19.735,1.0,15.632,1.799,1.0,21.985,3.158,1.0,468.349,205.806,1.0,253.992,205.806,1.0,-9999,-9999,345.078,345.078,0.0,394.689,1.0,341.374,394.689,1.0,9.3,1.0,8.701,9.3,1.0,90.625,90.625,0.0,0.527,0.527,0.0,1.215,1.698,0.979167,0.3466,0.9375,91.8943333333,1.0,395.764291667,1.0,-9999,0.0,376.198,1.0,23.439,1.0,9.161,1.0,-9.535,1.0,47.7884,1.0,48.4494,46.893,50.053,2.48144,3.4124,53.305,1.0,54.0423,52.3063,55.831,3.05402,4.01919,15.0,1,17,31,17,31,1.3029,1.0,0.128408,0.12879,1.3029,1.0,0.128175,0.128557,1.29759,0.992188,0.00624864,1.21026,1.30151,1.3029,1.3029,1.3029,1.32133,1.32133,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.73806,0.725203,1.0,0.207575,0.207648,0.990934,0.953314,1.0,0.154117,0.155024,1.73806,0.725203,1.0,0.206988,0.20706,0.990934,0.953314,1.0,0.153922,0.15483,1.42492,1.72711,1.72711,1.73806,1.73806,1.73806,1.73806,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.941952,0.990934,0.990934,0.990934,0.990934,1.02442,1.02442,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.99577,1.99598,1.99561,0.00811642,1.95699,1.97813,1.98397,1.99405,1.99569,1.99577,1.99609,0.692787,0.693079,0.69802,0.00876208,0.661655,0.671882,0.676624,0.691143,0.692863,0.693079,0.713259,1.53636,1.51425,1.51803,0.00978526,1.44881,1.48895,1.49246,1.51564,1.53636,1.54299,1.54299,1.17797,1.16513,1.16399,0.00688188,1.12091,1.13323,1.14414,1.16338,1.17725,1.17797,1.17797,-9999,-9999
20040720,18.926,1.0,12.294,2.92,1.0,22.562,5.336,1.0,19.095,14.967,2.462,21.358,4.262,18.926,1.0,12.294,2.92,1.0,22.562,5.336,1.0,466.977,329.233,1.0,321.777,329.233,1.0,-9999,-9999,313.973,313.973,0.0,337.552,1.0,312.76,337.552,1.0,12.428,1.0,11.314,12.428,1.0,90.808,90.808,0.0,0.0,0.0,0.0,1.299,1.553,0.8125,0.319923076923,0.8125,172.8075,1.0,633.108520833,1.0,-9999,0.0,374.415,1.0,25.101,1.0,9.088,1.0,12.3652,1.0,34.2198,1.0,34.6931,33.5787,35.9119,1.76782,2.47318,118.963,1.0,120.609,116.735,124.846,3.91946,7.17747,15.0,1,17,31,17,31,-0.232053,0.979167,0.122574,0.122811,-0.231924,0.979167,0.122392,0.122629,-0.231545,0.966146,0.0106223,-0.330629,-0.244543,-0.234324,-0.232007,-0.229298,-0.229298,-0.229298,0.958333,0.958333,1.0,0.958333,0.979167,0.979167,0.979167,1.15044,1.51414,1.0,0.203705,0.204265,-0.977131,1.88878,0.967742,0.144813,0.144913,1.15044,1.51414,1.0,0.203419,0.20398,-0.976937,1.88897,0.967742,0.14459,0.14469,0.876276,1.1202,1.1202,1.15044,1.15044,1.15044,1.15044,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.979188,-0.979188,-0.977131,-0.976937,-0.973019,-0.968454,-0.848873,0.935484,0.935484,0.967742,0.967742,0.967742,0.935484,1.0,2.07044,2.07079,2.07701,0.00905549,2.04364,2.06641,2.067,2.06833,2.07079,2.07096,2.08536,2.30225,2.30271,2.30856,0.00416602,2.28268,2.29693,2.29712,2.30225,2.30302,2.31392,2.3723,1.42601,1.41961,1.41465,0.0113443,1.34753,1.37776,1.38439,1.41961,1.42601,1.42842,1.42842,1.59257,1.58838,1.58852,0.00447828,1.54867,1.5747,1.58405,1.58838,1.59257,1.59257,1.59257,-9999,-9999
20040721,19.117,1.0,12.072,3.348,1.0,22.981,5.734,1.0,21.108,16.855,4.466,23.44,5.54,19.117,1.0,12.072,3.348,1.0,22.981,5.734,1.0,465.563,327.735,1.0,326.928,327.735,1.0,-9999,-9999,315.626,315.626,0.0,331.296,1.0,314.28,331.296,1.0,14.508,1.0,16.492,14.508,1.0,90.8,90.8,0.0,0.0,0.0,0.0,1.346,1.805,0.625,0.367172413793,0.604166666667,159.929958333,1.0,630.243104167,1.0,-9999,-9999,375.801,1.0,26.418,1.0,9.044,1.0,20.1811,1.0,24.6317,1.0,25.1964,24.1702,25.8655,1.67761,2.0961,117.196,1.0,119.883,115.0,123.066,3.99987,7.19377,15.0,1,17,31,17,31,-0.192083,0.895833,0.112562,0.112576,-0.192083,0.895833,0.112266,0.112281,-0.179607,0.889062,0.0117513,-0.231369,-0.192654,-0.192083,-0.192083,-0.189054,-0.189054,-0.126695,0.895833,0.895833,0.895833,0.895833,0.895833,0.895833,0.854167,1.31009,0.601164,0.705882,0.178908,0.179121,-1.00504,1.68824,1.0,0.136318,0.136423,1.31009,0.601164,0.705882,0.1783,0.178514,-1.00504,1.68824,1.0,0.136014,0.136119,1.02404,1.29261,1.29513,1.31009,1.31009,1.31009,1.31009,0.705882,0.705882,0.705882,0.705882,0.705882,0.705882,0.705882,-1.00504,-1.00504,-1.00504,-1.00052,-0.996309,-0.994354,-0.760943,1.0,1.0,1.0,1.0,1.0,1.0,0.935484,2.20863,2.2089,2.2201,0.0101797,2.20132,2.20638,2.20653,2.20853,2.21148,2.22301,2.2275,2.40061,2.40098,2.3997,0.00546665,2.31691,2.39464,2.39559,2.40061,2.40112,2.40998,2.45438,1.37607,1.37676,1.36602,0.0124065,1.29019,1.31753,1.35742,1.36671,1.36707,1.37607,1.37676,1.51733,1.53415,1.52671,0.00369602,1.48443,1.51059,1.51707,1.51733,1.53338,1.54624,1.55917,-9999,-9999
20040722,21.87,1.0,14.457,3.345,1.0,25.936,5.444,1.0,24.829,20.288,4.844,27.319,6.067,21.87,1.0,14.457,3.345,1.0,25.936,5.444,1.0,464.108,331.269,1.0,332.203,331.269,1.0,-9999,-9999,325.128,325.128,0.0,331.194,1.0,323.021,331.194,1.0,20.766,1.0,26.81,20.766,1.0,90.613,90.613,0.0,0.0,0.0,0.0,1.603,2.013,0.604167,0.463714285714,0.583333333333,154.1698125,1.0,636.977895833,1.0,-9999,0.0,375.64,1.0,28.134,1.0,8.938,1.0,22.3756,1.0,25.8483,1.0,26.8284,25.364,27.143,1.48421,1.98545,116.739,1.0,121.166,114.552,122.587,4.21386,7.2959,15.0,1,17,31,17,31,0.349468,0.979167,0.117583,0.139032,0.272669,0.979167,0.107694,0.130774,0.289668,0.968229,0.0163724,0.15298,0.203648,0.209541,0.272669,0.349468,0.352026,0.352026,0.958333,0.958333,0.958333,0.979167,0.979167,0.979167,0.979167,1.41809,0.718753,1.0,0.178346,0.195127,-0.256223,1.38424,0.967742,0.145657,0.160446,1.41809,0.718753,1.0,0.177629,0.194472,-0.370815,1.20909,0.967742,0.127799,0.144428,1.12349,1.25976,1.25976,1.41809,1.41809,1.41809,1.41809,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.387845,-0.386973,-0.37818,-0.370815,-0.256223,-0.252406,-0.252406,0.935484,0.935484,0.935484,0.967742,0.967742,0.967742,0.967742,2.46534,2.46468,2.4655,0.0111781,2.41043,2.41821,2.44084,2.46534,2.47025,2.4706,2.47318,2.1929,2.19201,2.17583,0.00856431,2.11487,2.11822,2.11857,2.19201,2.20678,2.2313,2.26007,1.49443,1.49551,1.48334,0.0120769,1.40516,1.45862,1.45862,1.46375,1.49443,1.49551,1.58287,1.49075,1.52807,1.51681,0.00649878,1.47754,1.48753,1.49019,1.49892,1.52807,1.57046,1.58192,-9999,-9999
20040723,24.146,1.0,17.023,3.881,1.0,28.052,6.074,1.0,27.178,22.426,4.262,29.784,6.295,24.146,1.0,17.023,3.881,1.0,28.052,6.074,1.0,462.611,328.524,1.0,325.824,328.524,1.0,-9999,-9999,340.799,340.799,0.0,345.853,1.0,337.437,345.853,1.0,24.435,1.0,30.44,24.435,1.0,90.389,90.389,0.0,0.0,0.0,0.0,1.42,1.651,0.666667,0.314225806452,0.645833333333,153.589208333,1.0,631.6504375,1.0,-9999,0.0,377.369,1.0,29.922,1.0,8.843,1.0,24.3942,1.0,20.448,1.0,21.3248,20.1483,21.5596,1.28371,1.65603,111.765,1.0,116.557,110.126,117.84,3.84525,6.89091,15.0,1,17,31,17,31,0.160772,0.979167,0.13493,0.137487,0.164274,0.979167,0.134591,0.137154,0.159873,0.972396,0.0075888,0.105661,0.111492,0.160772,0.163819,0.164274,0.164274,0.195492,0.979167,0.979167,0.979167,0.979167,0.979167,0.979167,0.979167,1.76974,1.38458,1.0,0.194362,0.207494,-0.730616,1.44815,0.967742,0.170801,0.170828,1.76974,1.38458,1.0,0.19333,0.206527,-0.72539,1.45296,0.967742,0.170557,0.170585,1.62446,1.62446,1.76165,1.76974,1.76974,1.76974,1.81154,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.730616,-0.730616,-0.72607,-0.72539,-0.724474,-0.724474,-0.699926,0.967742,0.967742,0.967742,0.967742,0.967742,0.967742,0.967742,2.59366,2.59228,2.58963,0.0104896,2.50455,2.52084,2.57131,2.59366,2.60402,2.60477,2.61032,2.42987,2.428,2.42976,0.0069719,2.3145,2.39306,2.428,2.43657,2.44399,2.45304,2.46565,1.66371,1.66454,1.65198,0.00985945,1.56828,1.62213,1.62213,1.63541,1.66371,1.6738,1.76613,1.56083,1.59481,1.58248,0.00645559,1.53577,1.55367,1.55367,1.57497,1.5942,1.63296,1.64835,-9999,-9999
